"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e4cf5638-45b7-4c70-bf51-3c5e63380208","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"921635ad-384a-57a2-968a-e0b6ca4209e7","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"82632969-86f7-4f57-b481-e3e525a682e3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"2cfac9fb-861a-4776-af69-0f72abb5a5a4","","checklist-sectioned","pass","b4d1633d23659b113421612c76dd31fcbb3d55235db2b92c835b5f74c883a446","checklist","FALSE","FALSE","Precast Manufacture","Weld plate details"
"7661a612-32c5-5cdb-9954-f3365fc1dc3a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail"
"3a2346fe-6630-5986-9138-b3bbefe9b1dd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Edge Detail"
"f69bb3ea-ba4b-55ab-82f8-b65f04f21d79","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Bar Projections"
"7466d9b1-4daa-5f09-8132-f146e2d710f2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Cast in items"
"e6daa6e7-80df-4c1e-9a4e-1f80f34069fb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels"
"67463430-fbb3-4e31-b57f-25b9dfcea89b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels","Panels 1 - 30"
"0ab02ad1-e32b-4cb4-b385-e205b5ceb936","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 1 - 30","Panel -1"
"9dc5a764-f679-5491-ac30-817f4d030b36","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -1","Pre-Pour Check"
"5625ac2a-a095-57da-91e1-4b69d62882fc","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -50","Concrete Works","Concrete Works Details"
"b0263a83-74b7-5681-b391-b4b3d0482bec","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -50","Concrete Works","Wilco Sample Taken"
"47a41b84-7700-5543-914a-670b88a187a2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -50","Concrete Works","Bridgeman Sample Taken"
"b843828e-a89f-5903-ac04-c7dd1072f060","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -50","Concrete Works","Supervisor Approval"
"075bf5b8-331c-5280-b5a7-a2daaff0a9e1","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -50","Post Pour Check"
"d0bc715c-e9ed-585e-91a9-c290c9c3c338","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -50","Post Pour Check","Edge Detail"
"009575fa-8526-5bf3-9547-786e59652ee4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -50","Post Pour Check","Bar Projections"
"3ee9bd9b-4b2a-5597-9a47-9d4692cb36f7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -50","Post Pour Check","Cast in items"
"95e3029a-0cd3-58cf-a0ed-b9612950f8c6","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -50","Stripping and Stacking"
"a958f6ea-054b-5879-a75c-c9e536b67d41","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -50","Stripping and Stacking","Stripping & Stacking"
"732ab4ec-850d-4ddf-abed-e2f2f113dd4b","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51"
"c81ebc28-1df3-51c9-9f31-08419080b107","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51","Pre-Pour Check"
"5cc6f578-ac8f-5e7e-9701-909fd71218a3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51","Pre-Pour Check","Dimensions"
"b77c1ca1-1d6f-52e6-9535-3a2fb1f167cc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51","Pre-Pour Check","Mould Clean"
"ce08611e-1692-568b-bc82-2d40bd867b72","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51","Pre-Pour Check","Mould Oiled"
"8b88855b-f01a-5852-9b7e-560b9447ef36","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51","Pre-Pour Check","Mould - Workmanship"
"b81a3e8f-86e5-5453-8bd4-1355201b8340","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51","Pre-Pour Check","Reinforcing"
"138c6295-e310-54dc-a170-1859e0d2d67c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51","Pre-Pour Check","Cast In Items"
"6d4d1487-118a-5b30-82cd-4335a4ccb4f5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51","Pre-Pour Check","Marker Position and No."
"39e03573-145d-540a-9b08-fe65ae1cca48","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51","Pre-Pour Check","Make mould to Green Status"
"8d142a44-971e-5b95-8047-512695fab824","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51","Concrete Works"
"2f1266ac-e051-51c7-8bee-9dcb8b78addd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51","Concrete Works","Concrete Works Details"
"485dd2d4-7d22-5a38-b549-f5a720416945","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51","Concrete Works","Wilco Sample Taken"
"ad28273b-a8a2-5fa1-92f4-68edb6ce04c7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51","Concrete Works","Bridgeman Sample Taken"
"1e365ed4-7077-5de9-adf4-55f30c2418ed","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51","Concrete Works","Supervisor Approval"
"48218fad-d15f-5f94-9d1a-d63bab734901","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51","Post Pour Check"
"f443c5db-5e28-584b-b4ec-a882c020eb1a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51","Post Pour Check","Edge Detail"
"e85ed99e-835f-5a39-9c74-2fb4c76fc49e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51","Post Pour Check","Bar Projections"
"6307461e-6ae9-5e7d-93df-b4d746311485","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51","Post Pour Check","Cast in items"
"00a24ad4-db57-5385-9bcb-f7b8f0111a02","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51","Stripping and Stacking"
"09e85fb9-ff7f-5b7e-92f9-b2e7cac2d51f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -51","Stripping and Stacking","Stripping & Stacking"
"0ff254ef-467c-4842-b508-714e4b189a78","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52"
"5e2a5b31-b6ee-5aa5-b395-90efcb3d5638","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52","Pre-Pour Check"
"61ef45d1-605d-50e3-99cf-1554f8d4bceb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52","Pre-Pour Check","Dimensions"
"7f47f4a0-17f7-50a2-afe2-87a776a638a8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52","Pre-Pour Check","Mould Clean"
"0376017e-b384-5100-a1d5-eb7b709a916a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52","Pre-Pour Check","Mould Oiled"
"8f3ea7a7-aa51-5438-9f23-c827cc20c75b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52","Pre-Pour Check","Mould - Workmanship"
"eb68ad8b-2782-595f-9053-a8f04b4c949c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52","Pre-Pour Check","Reinforcing"
"d88f7935-5efc-5120-9647-f4397c2313ed","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52","Pre-Pour Check","Cast In Items"
"df7507af-5d41-5537-961d-5525f75795e3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52","Pre-Pour Check","Marker Position and No."
"d01b80e4-a9b5-5289-ac04-f9a62dcb6df3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52","Pre-Pour Check","Make mould to Green Status"
"d51a308b-b4ce-56f9-aa4c-55a9d759470c","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52","Concrete Works"
"d0330a03-c7c5-5c3e-a5e6-468146735976","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52","Concrete Works","Concrete Works Details"
"d8674dc5-12d2-5b47-a0b6-528e20a038f8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52","Concrete Works","Wilco Sample Taken"
"d38a13bf-dc5c-5bfc-9831-837757e33e71","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52","Concrete Works","Bridgeman Sample Taken"
"0f9e815a-28c9-5972-a9e0-8e7f14bbd543","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52","Concrete Works","Supervisor Approval"
"0a6c352c-2be8-5a61-b0dd-d31393fb5c04","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52","Post Pour Check"
"b79bc99b-3512-5867-9a11-ac8b2d52c998","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52","Post Pour Check","Edge Detail"
"0212b324-a544-50ad-9113-7266f9edd5ba","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52","Post Pour Check","Bar Projections"
"8fabc410-4b04-5a42-8acf-c722ad57c33d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52","Post Pour Check","Cast in items"
"0685258f-6f3b-5ae6-aa46-ddb939f1b7a5","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52","Stripping and Stacking"
"50774f10-4ca2-5ae3-bfe3-628c5cf4fba8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -52","Stripping and Stacking","Stripping & Stacking"
"f278d5ce-2641-453e-8c06-067f313f8458","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53"
"3a17e043-b605-5249-917a-86c758e3a621","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53","Pre-Pour Check"
"5731a473-359a-55e8-b7ce-c9fed9ae852b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53","Pre-Pour Check","Dimensions"
"b9d03896-35fc-5f09-a637-449f4d397ba9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53","Pre-Pour Check","Mould Clean"
"fbcee46d-4689-511c-8cfb-e95a6653df28","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53","Pre-Pour Check","Mould Oiled"
"055d7996-6ff0-5bd5-981d-84726ab886ee","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53","Pre-Pour Check","Mould - Workmanship"
"7069fc24-9f97-55b6-8c8a-b8b97c5620fa","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53","Pre-Pour Check","Reinforcing"
"c07495ce-7a99-56be-8150-a2f6a8b162bf","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53","Pre-Pour Check","Cast In Items"
"c0f18d1f-710b-5cd5-a908-1f389ad58111","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53","Pre-Pour Check","Marker Position and No."
"b564feea-0349-5191-b46a-b4e5b23c35ff","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53","Pre-Pour Check","Make mould to Green Status"
"0e6b5b63-3dcb-5c80-a290-9fe2a4065caa","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53","Concrete Works"
"555597d2-05da-5b0a-8b03-04acc34b8fc1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53","Concrete Works","Concrete Works Details"
"ac1aacba-0c12-5925-b09e-0c9389454d11","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53","Concrete Works","Wilco Sample Taken"
"bdd7036f-159d-5ca7-9410-89238ba0746b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53","Concrete Works","Bridgeman Sample Taken"
"d8e05ac2-30ff-55ce-8a0f-733f3e3b07a1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53","Concrete Works","Supervisor Approval"
"82e276d8-a949-596c-8b80-19b553f9ee25","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53","Post Pour Check"
"71296528-db1d-5a7e-865c-3f6b6f04a064","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53","Post Pour Check","Edge Detail"
"7f5dcdd2-d265-594f-bbae-dbefe3fad01f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53","Post Pour Check","Bar Projections"
"9992067e-9131-59d1-863d-52a8c5755b02","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53","Post Pour Check","Cast in items"
"548cd9c1-e2d0-579d-b2e5-42e31593d42e","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53","Stripping and Stacking"
"af0ff772-3a7c-502f-ab8e-8476b9df18dd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -53","Stripping and Stacking","Stripping & Stacking"
"4be7e2a4-ee32-4909-a048-d493d24b5f5b","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54"
"d3e2768b-c267-5ff3-8119-481b78ebf0f7","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54","Pre-Pour Check"
"f4991d20-956e-5d76-8748-456e3f79343d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54","Pre-Pour Check","Dimensions"
"7daeca37-6417-54e0-8c55-979184071a76","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54","Pre-Pour Check","Mould Clean"
"229637c9-23b7-5144-9a6a-93b1a8ae0dc4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54","Pre-Pour Check","Mould Oiled"
"867e2a03-aa02-5bd2-8d69-fe5c6c50f47a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54","Pre-Pour Check","Mould - Workmanship"
"59ee728e-5e20-5719-96e0-25c5ded17113","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54","Pre-Pour Check","Reinforcing"
"c38aa221-aad4-54e6-ac0d-bb7c0e6b78f6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54","Pre-Pour Check","Cast In Items"
"4a9bcf76-2a93-5be2-a5fb-4e5731c057f4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54","Pre-Pour Check","Marker Position and No."
"dfb7919e-0112-5b17-b6f8-2272ccbbc297","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54","Pre-Pour Check","Make mould to Green Status"
"ff5c751d-7f87-5303-b435-dc9ddb0842f5","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54","Concrete Works"
"d3f263f3-f800-5d2f-ac01-b2ea7944164f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54","Concrete Works","Concrete Works Details"
"56966e92-5f32-5957-a261-ff4b1131e78f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54","Concrete Works","Wilco Sample Taken"
"12b0f300-ddc4-54bd-8cf1-945bc36c494e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54","Concrete Works","Bridgeman Sample Taken"
"5a6f2ef2-cff6-5e5d-98d3-4ca991d609b8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54","Concrete Works","Supervisor Approval"
"8f42986b-d95b-5fea-ab63-89095f4769ff","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54","Post Pour Check"
"82988812-f212-557b-a4b0-762911dd0311","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54","Post Pour Check","Edge Detail"
"ab5c91f1-33ba-508c-ab5e-ed9de24ac22a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54","Post Pour Check","Bar Projections"
"2ea07402-ba81-5354-b216-b2bc75bddf0d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54","Post Pour Check","Cast in items"
"4a3b8303-87ab-5a60-854d-a60d7c110f13","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54","Stripping and Stacking"
"7477cf83-d344-549f-993f-e79aca9940b2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -54","Stripping and Stacking","Stripping & Stacking"
"d2c9bd44-84b9-44f9-a10c-aa493600b144","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55"
"02e78f24-a54d-5828-bfb6-240c9a2790f6","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55","Pre-Pour Check"
"2160a3f0-ff79-5827-b97d-384c7d7c763c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55","Pre-Pour Check","Dimensions"
"858fd1e6-8c64-510b-9ef4-f4e0f47ab502","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55","Pre-Pour Check","Mould Clean"
"dc157846-4662-56f0-ae9d-acb2171c9810","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55","Pre-Pour Check","Mould Oiled"
"516ad577-763a-5741-b9d1-e2f4de5a991f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55","Pre-Pour Check","Mould - Workmanship"
"b9aa4ba5-ee32-5fcc-89b3-0087dfa367fa","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55","Pre-Pour Check","Reinforcing"
"a101dc54-fc09-5403-94b5-1ab7d9f2f9cc","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55","Pre-Pour Check","Cast In Items"
"d2acde87-9e29-5c47-8f60-ae055b4a2028","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55","Pre-Pour Check","Marker Position and No."
"b3336423-e34d-5274-978a-9ec1786f585c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55","Pre-Pour Check","Make mould to Green Status"
"b803ef2e-27fa-5764-98a2-602bc3635e32","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55","Concrete Works"
"213d8334-14cf-596a-8384-d1adc7a9ac2e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55","Concrete Works","Concrete Works Details"
"25390589-28e4-5588-9f06-3e13c62774f6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55","Concrete Works","Wilco Sample Taken"
"6caa1d99-5a77-5b5e-bdc7-ba289ca3a673","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55","Concrete Works","Bridgeman Sample Taken"
"31c980d0-ac37-5ac9-be11-22f019ed36cb","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55","Concrete Works","Supervisor Approval"
"c6e33a2e-77d5-520a-94a9-a2d2bc727254","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55","Post Pour Check"
"bcbd8583-ccf3-56fe-b431-4f1918d808c2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55","Post Pour Check","Edge Detail"
"8d64af06-15c8-57ce-a8b1-a1748789667b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55","Post Pour Check","Bar Projections"
"25a19c1b-cfc1-5e96-93de-ea638bccfcac","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55","Post Pour Check","Cast in items"
"5663e433-04db-532b-bd77-5b54855da07a","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55","Stripping and Stacking"
"1b2830a9-3f91-5dda-8c4f-b00b99461cff","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -55","Stripping and Stacking","Stripping & Stacking"
"8f83156b-2f8e-4421-8ff4-daacc03cf48b","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 31 - 60","Panel -56"
"c8559742-f950-5edf-a354-6f4024b14ba3","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -56","Pre-Pour Check"
"fe3cb023-3ad6-5566-a0eb-546b185a1640","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -56","Pre-Pour Check","Dimensions"
"c8da3d42-6068-5665-ba91-823a607a3a95","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -56","Pre-Pour Check","Mould Clean"
"cbb8d3e2-77fa-5460-a529-fba38303959e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -56","Pre-Pour Check","Mould Oiled"
"41bba20a-ca25-5d9a-8826-3a34df7c422b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -56","Pre-Pour Check","Mould - Workmanship"
"a0801612-586e-544f-9e72-fe25028c9914","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -56","Pre-Pour Check","Reinforcing"
"9eb21539-4ae0-52d9-90b3-189e2238a000","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -56","Pre-Pour Check","Cast In Items"
"dfe50b6c-40c9-5ae5-9d42-f4ce32875115","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -56","Pre-Pour Check","Marker Position and No."
"3a2929b2-bcb6-5970-8eb2-12833d59e3e9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -56","Pre-Pour Check","Make mould to Green Status"
"547d294f-b347-541f-b27f-167f7c7d1037","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -56","Concrete Works"
"a08bb8ad-9c47-5758-a19d-ae2274c201af","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -56","Concrete Works","Concrete Works Details"
"f26e398b-1c52-50ae-8d9c-ca5b02390023","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -56","Concrete Works","Wilco Sample Taken"
"a9a001b4-15f4-50ca-8f13-a14604502e08","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 31 - 60","Panel -56","Concrete Works","Bridgeman Sample Taken"
