"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"acae8e9e-4bd2-4cb9-92e9-2f5391bdedc6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)"
"d653557b-d41e-445b-9a57-fdb20ca75bb2","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground"
"c7fb5a79-cb6b-4e9b-9673-1939dde6b86a","","checklist-flat","","Reference Drawing","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Reference Drawing"
"8753136d-4a51-4c61-b4b8-6ed3db6a1ed6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A"
"c155ff40-ede8-4cef-9221-353145c7a1d6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","CONS (LG.B.001)"
"56fffa29-cf07-47d6-be31-867b99cc227d","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CT IMAGE CTRL (LG.B.202)","Pre Grid Sign off"
"85430949-24a3-4ecb-b2ca-341e7feace40","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CT IMAGE CTRL (LG.B.202)","Pre Ceiling Sign off"
"5f98e5d5-b2b9-4841-a1c7-1e3a4e52064e","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","RAD PRO (4P) (LG.B.203)"
"7243bb94-8b8d-4117-9e1b-573353989ce1","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","RAD PRO (4P) (LG.B.203)","Pre Sheet Sign off"
"4c7867a5-10f8-4f0a-9c5f-e484dc4a3275","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","RAD PRO (4P) (LG.B.203)","Pre Grid Sign off"
"95e3177e-99af-48d1-beaa-deca7ac0d635","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","RAD PRO (4P) (LG.B.203)","Pre Ceiling Sign off"
"7d98b299-11e4-4466-b7fa-fb322b0e8654","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST GEN (LG.B.204)"
"28561488-f552-4367-8949-e7b9b2214664","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST GEN (LG.B.204)","Pre Sheet Sign off"
"d9e711e7-7629-42cb-b345-aae7498194b1","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST GEN (LG.B.204)","Pre Grid Sign off"
"d880d5e1-68e4-43cb-b901-8e638a26295d","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST GEN (LG.B.204)","Pre Ceiling Sign off"
"b7d89a3e-0a10-4785-b46f-a5e5fd869e13","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.208)"
"6a3fd549-03da-4928-92d1-3468016a3050","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.208)","Pre Sheet Sign off"
"be888d08-a9be-4228-b461-af0de4f1da90","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.208)","Pre Grid Sign off"
"b8efb265-8e91-4a39-a0d4-8c40968d9a8e","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.208)","Pre Ceiling Sign off"
"2bd5d35d-a50c-4576-9c98-e52fcf28a29c","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","CTCPT (LG.B.2 09)"
"d578cd65-cf08-4144-be55-f3571df84ea6","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CTCPT (LG.B.2 09)","Pre Sheet Sign off"
"a1d7618c-6d88-4038-817f-660dc96caa64","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CTCPT (LG.B.2 09)","Pre Grid Sign off"
"349c5bb8-875b-4664-8175-7ce2e8e239b1","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CTCPT (LG.B.2 09)","Pre Ceiling Sign off"
"dcc8de0a-5bcc-4ea5-be86-3436c7396eb3","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","CU (LG.B.2 10)"
"5fae081b-c449-4e61-a610-3550032e3f56","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CU (LG.B.2 10)","Pre Sheet Sign off"
"bbe8a725-0787-4ecf-ab59-d6a465dda645","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CU (LG.B.2 10)","Pre Grid Sign off"
"43b9e6ac-8b62-4c2f-acd1-c8dca9cd1596","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CU (LG.B.2 10)","Pre Ceiling Sign off"
"d97cfac7-6c66-40e8-a581-063b65886a6d","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB HOLD (LG.B.211)"
"3c44fe98-26a8-467d-ba6c-ee183d289bbb","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB HOLD (LG.B.211)","Pre Sheet Sign off"
"fcafcfcb-0fbd-46c6-87d8-6152984f6d20","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB HOLD (LG.B.211)","Pre Grid Sign off"
"a26a5e8b-6961-41ec-b86d-09bd0e8e7ca8","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB HOLD (LG.B.211)","Pre Ceiling Sign off"
"d6273d9b-da79-48d3-94fe-a268524ca017","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB HOLD (LG.B.212)"
"ebd9f357-b8a3-4a52-a3b3-447c7f167a7a","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB HOLD (LG.B.212)","Pre Sheet Sign off"
"f7147f94-9039-4c46-bfd9-d9af45b74fd2","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB HOLD (LG.B.212)","Pre Grid Sign off"
"a178db3e-7c08-4c73-ba14-425098a525af","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB HOLD (LG.B.212)","Pre Ceiling Sign off"
"89834a97-5b78-4da4-b0ba-be3fb77f35dc","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","GENERAL XRAY / OPG (LG.B.213)"
"7164e856-9c0d-4241-a5ba-0d79717b667a","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","GENERAL XRAY / OPG (LG.B.213)","Pre Sheet Sign off"
"e7d95f60-5996-49fc-8e96-28ffdbad1254","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","GENERAL XRAY / OPG (LG.B.213)","Pre Grid Sign off"
"2564680a-d54d-49c7-9c93-033a852dc73a","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","GENERAL XRAY / OPG (LG.B.213)","Pre Ceiling Sign off"
"69d1b150-af72-438f-823c-ca73c890e798","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","BLG (LG.B.214)"
"84a63cb6-a9f1-43d6-a8be-1e3f31fda4ed","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BLG (LG.B.214)","Pre Sheet Sign off"
"f2851902-2dbd-46ae-9141-999eb5f2327a","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BLG (LG.B.214)","Pre Grid Sign off"
"df45cd65-e4ad-462a-93b8-88e825555989","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BLG (LG.B.214)","Pre Ceiling Sign off"
"503f407c-7164-4faa-a53c-5174ce9ffdbd","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","ULTRASND (LG.B.215)"
"a9dc2c15-e40b-44e8-8e3f-623fe3c51da8","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ULTRASND (LG.B.215)","Pre Sheet Sign off"
"da174a22-3f4d-497f-81e0-e90abe32cf6f","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ULTRASND (LG.B.215)","Pre Grid Sign off"
"5da6e89a-424e-4c89-8d45-520775de04c7","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ULTRASND (LG.B.215)","Pre Ceiling Sign off"
"02880889-c7ab-41d0-9831-afb9b97cf1fa","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCPT (LG.B.216)"
"cf6679e9-a5bd-4b54-b578-055cf623046d","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCPT (LG.B.216)","Pre Sheet Sign off"
"6dadb076-c71e-44bd-b586-3b99fcbdc8e3","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCPT (LG.B.216)","Pre Grid Sign off"
"c4eee92a-e273-45e0-af79-1e11f204f494","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCPT (LG.B.216)","Pre Ceiling Sign off"
"3e4e00d8-46a6-4dd6-87e5-1ac544421860","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","CHPT (LG.B.217)"
"976b9db1-961a-4c44-bfd2-c3585dff2b87","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CHPT (LG.B.217)","Pre Sheet Sign off"
"96833123-07cb-4d5f-99de-84469146b77d","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CHPT (LG.B.217)","Pre Grid Sign off"
"539dac33-6e1b-4785-9fa6-cc77b9c42387","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CHPT (LG.B.217)","Pre Ceiling Sign off"
"93f08a1e-b977-4ea3-bd54-5aab39943afe","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","CH ACC (LG.B.220)"
"00f35f30-fe87-4211-904a-4437e564af12","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CH ACC (LG.B.220)","Pre Sheet Sign off"
"dd8adf3e-831a-4508-902e-7be818910a09","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CH ACC (LG.B.220)","Pre Grid Sign off"
"7aa3c477-0743-4521-aad3-24b0c69ef5fe","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CH ACC (LG.B.220)","Pre Ceiling Sign off"
"0e379d04-3a85-444f-bf53-aa9c061ed923","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST STATION (LG.B.222)"
"a4876f0c-1e6b-4c6d-946e-1f1b4a8321c9","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST STATION (LG.B.222)","Pre Sheet Sign off"
"dd6e7b4a-04b6-4571-a964-cdf246149024","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST STATION (LG.B.222)","Pre Grid Sign off"
"cda1fc9d-c415-40ae-a39d-c0fc11bd0fa6","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST STATION (LG.B.222)","Pre Ceiling Sign off"
"03341a48-09f0-4d93-b5a8-b75c6a5275e3","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","BRES (LG.B.223)"
"7b143ee0-c6ec-4e43-8c98-b6a2a0e3594d","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BRES (LG.B.223)","Pre Sheet Sign off"
"537a4b6d-d98a-4cf0-8b0d-ebbcd8ac66c2","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BRES (LG.B.223)","Pre Grid Sign off"
"fe79a56f-9c08-4c62-b0b6-beac0af419fd","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BRES (LG.B.223)","Pre Ceiling Sign off"
"0aef8cdd-6ba7-4082-8534-a96f501128c7","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","CT SCAN (LG.B.225)"
"ee68ed81-0908-404d-8b73-99243b6e728d","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CT SCAN (LG.B.225)","Pre Sheet Sign off"
"caf387b8-26a2-4b5b-bf7e-5ea063de348b","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CT SCAN (LG.B.225)","Pre Grid Sign off"
"3b5ac345-f218-4c15-852c-65a1de601b96","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CT SCAN (LG.B.225)","Pre Ceiling Sign off"
"dc83b34e-f9aa-4cc3-b914-e94323f72a52","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.226)"
"1d933d35-3d5a-4027-be52-a6719face3dc","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.226)","Pre Sheet Sign off"
"638d62b0-257e-4528-aede-b058a50f7af3","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.226)","Pre Grid Sign off"
"ced505fa-b9eb-4c0c-8f29-a67688c26f9f","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.226)","Pre Ceiling Sign off"
"d9bca223-3990-4a93-abef-06074e71a6d3","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.237)"
"c50e89f4-3bd1-47ed-9e32-6a9345666239","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.237)","Pre Sheet Sign off"
"c50266e9-e83d-4b81-8466-11040024cb22","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.237)","Pre Grid Sign off"
"f63e403b-013e-43b4-9dee-3648c0d1fa39","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.237)","Pre Ceiling Sign off"
"c9cfa5e1-198e-4843-a370-5d17ff630a5f","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.296)"
"dc16b0fd-05be-4617-961d-6abfd025bcd6","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.296)","Pre Sheet Sign off"
"8b360b20-8e7b-46fa-a1e4-9175ac2418c0","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.296)","Pre Grid Sign off"
"4c939829-d64f-4077-aa26-44ca17c8d4bd","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.296)","Pre Ceiling Sign off"
"b2118989-25dc-4768-a753-1803ace737ea","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","DU (LG.B.298)"
"cb3cbad4-67ce-4af8-8928-5242ba40b88b","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","DU (LG.B.298)","Pre Sheet Sign off"
"b317970e-fb21-4892-b314-605ea6620e4e","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","DU (LG.B.298)","Pre Grid Sign off"
"4fe32a8a-a081-4df8-8569-7d08141fe70a","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","DU (LG.B.298)","Pre Ceiling Sign off"
"a7251c96-14e2-47cf-8f25-64b0fd0b85b0","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","BBEV (LG.B.299)"
"b078ac14-269a-48a8-b001-8f307f0393db","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BBEV (LG.B.299)","Pre Sheet Sign off"
"be3e55b1-af81-4e33-bb8a-57bfdd093bdf","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BBEV (LG.B.299)","Pre Grid Sign off"
"ae58ef03-e432-4b50-892c-cbeb22660e26","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BBEV (LG.B.299)","Pre Ceiling Sign off"
"caa4b715-5927-43e0-9196-e6f9f89d7d69","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCST (LG.B.300)"
"5939dbb3-d41a-4c61-8928-629d2b6edb13","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCST (LG.B.300)","Pre Sheet Sign off"
"8fee2e37-0d97-4dab-af25-1a004887faa5","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCST (LG.B.300)","Pre Grid Sign off"
"4626a109-25c9-4765-97a8-8ec180f9a52f","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCST (LG.B.300)","Pre Ceiling Sign off"
"4b575258-e323-4394-a96a-3509265f36e4","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST CLEAN (LG.B.302)"
"c6283d3c-70f1-4c5a-969a-d1e0d5561e4a","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST CLEAN (LG.B.302)","Pre Sheet Sign off"
"d1f501c9-f221-4242-a795-301c4127e2a7","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST CLEAN (LG.B.302)","Pre Grid Sign off"
"42cdf22c-5b78-46f7-bde8-3ff7b3929b82","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST CLEAN (LG.B.302)","Pre Ceiling Sign off"
"23f8479a-ec21-4c42-a6b1-b070a96050c1","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","MEDS (LG.B.303)"
"c1298429-1933-4708-ba15-71582e576526","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","MEDS (LG.B.303)","Pre Sheet Sign off"
"a2811f0d-5ff6-4e98-8cf7-0a65b41a9544","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","MEDS (LG.B.303)","Pre Grid Sign off"
"c9afd4ce-1bf8-4257-a50c-0ae6318167a1","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","MEDS (LG.B.303)","Pre Ceiling Sign off"
"d2a94968-0e1b-49ed-a859-f9904824365d","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.304)"
"cfcac705-30b6-45ba-83fe-547e9db89803","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.304)","Pre Sheet Sign off"
"ddc8d294-6282-441b-8de0-7fc8ef415fef","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.304)","Pre Grid Sign off"
"777b0e26-dd4f-45da-9807-82edb4fab298","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.304)","Pre Ceiling Sign off"
"faf6ea07-5cab-48f3-b556-fd18efe6dfd6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCPT (LG.B.305)"
"d9bb241d-f0e5-4078-a4b8-d77d475b88b2","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCPT (LG.B.305)","Pre Sheet Sign off"
"67011f20-8295-49de-8bd8-0c2c628a0b1f","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCPT (LG.B.305)","Pre Grid Sign off"
"eec91b08-5101-4627-87e5-0d53da4075c9","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCPT (LG.B.305)","Pre Ceiling Sign off"
"32e43bec-24d8-4fb6-b851-6d10b108e12a","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (S) (LG.B.306)"
"8ea0b76f-123f-4073-8202-45fdc6e1b393","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (S) (LG.B.306)","Pre Sheet Sign off"
"abfb389c-fce1-483a-b5d2-11b4af4a5737","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (S) (LG.B.306)","Pre Grid Sign off"
"bf6a65eb-310b-41f3-a262-f7b425ae82c5","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (S) (LG.B.306)","Pre Ceiling Sign off"
"d8b78bb8-b4b8-4371-8a77-5a65779d5e31","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","BPT (LG.B.308)"
"2a7249d0-d4da-4bba-b2bf-2feddc427eea","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BPT (LG.B.308)","Pre Sheet Sign off"
"e5af40a8-cdac-48a2-b23c-beb109ea69ca","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BPT (LG.B.308)","Pre Grid Sign off"
"c02d0c62-016f-41eb-86e8-6d8ed0285c21","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BPT (LG.B.308)","Pre Ceiling Sign off"
"366e15fa-c6eb-4e6b-8fb8-dfc36acdea3a","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","BLIN (LG.B.309)"
"0ca844b9-11a6-48d8-af65-fb032911ac6f","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BLIN (LG.B.309)","Pre Sheet Sign off"
"965f61d4-291b-4b95-b86a-00bd12d018bb","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BLIN (LG.B.309)","Pre Grid Sign off"
"11c01414-9702-4a3b-afba-c2a532a99ab7","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BLIN (LG.B.309)","Pre Ceiling Sign off"
"d75527f6-359c-49bc-9a83-59ba1af4a833","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB ENC (LG.B.310)"
