"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"78a15e3e-20fa-4d3c-9b0f-df4056f099bb","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"61752d13-5766-5203-a82a-4290b70c10cb","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"8f1b661f-5052-4b94-8bad-6d49f694825a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"d81bd13c-5409-49cf-bffd-09a9301bc1b0","","checklist-sectioned","pass","2e38763aea9cfef5386e9c397d1b9c4d03d3f1e56a7b082a6dc0712abde9da76","checklist","FALSE","FALSE","Precast Manufacture","Weld plate details"
"6d0c1363-a917-57b6-91b2-2f787ce792f4","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details"
"1f50ea1c-cfef-577f-9961-2d8213b45536","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Edge Detail"
"da8f8f9f-8655-5431-8d69-5e0f232d1474","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Bar Projections"
"2a166c60-3e09-5207-8985-ff6193cac93b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Cast in items"
"44a3a271-4580-4335-8296-20af7937314a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 25"
"a0e4de02-b522-40a6-8202-6890318ab118","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -1"
"a51e79d6-2844-5d4b-afd9-64b0b91764af","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -1","Pre-Pour Check"
"6089e7c0-c6d9-5c1e-b979-8114861bd611","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -44","Pre-Pour Check","Marker Position and No."
"041cf2be-e0d0-5f71-b7a6-b69ad01f7dbe","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -44","Pre-Pour Check","Make mould to Green Status"
"8268230a-7be5-5765-8723-756ecba82ae8","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -44","Concrete Works"
"e556676c-c059-54cc-8441-89dafa5df160","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -44","Concrete Works","Concrete Works Details"
"f8243e85-0def-5b60-bbd8-04b7591f06da","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -44","Concrete Works","Wilco Sample Taken"
"d11fc1c3-c551-59f8-a551-7bf3825012cb","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -44","Concrete Works","Bridgeman Sample Taken"
"c8b36aa0-f25f-51b7-b2b6-62207756d9e6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -44","Concrete Works","Supervisor Approval"
"02275ca4-fceb-56f1-ac20-2f9bef6310cc","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -44","Post Pour Check"
"59533024-245a-5c1b-942b-39b8600ab9b8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -44","Post Pour Check","Edge Detail"
"58074d3c-7017-5689-a6cf-12d5b0b3cd8f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -44","Post Pour Check","Bar Projections"
"2ac1c072-6244-52af-8344-c125e1cd8cb4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -44","Post Pour Check","Cast in items"
"86a92723-5b47-5b04-b453-9155b78f1c5d","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -44","Stripping and Stacking"
"f14d4903-8b86-5788-942f-03dca9b56075","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -44","Stripping and Stacking","Stripping & Stacking"
"7c3cc22d-3d67-4e62-8abe-9023308629fa","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 26 - 50","Panel -45"
"9708538f-5963-55b1-925c-d82d80a68d73","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -45","Pre-Pour Check"
"8226115e-4fca-5edc-a49e-16c4561c4381","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -45","Pre-Pour Check","Dimensions"
"6009a15f-a2de-5cd8-b349-4f49a6c6819e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -45","Pre-Pour Check","Mould Clean"
"b91208a9-0b7f-5604-bfeb-4be79d562edf","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -45","Pre-Pour Check","Mould Oiled"
"3408952a-be47-5f51-b77f-3607fdc73428","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -45","Pre-Pour Check","Mould - Workmanship"
"ad58bb31-06e0-57a9-8fb0-4ac2aea9fcf3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -45","Pre-Pour Check","Reinforcing"
"1cc736f1-7ada-5f23-8085-b5b35de67a67","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -45","Pre-Pour Check","Cast In Items"
"b6136171-2570-57d0-9c8a-33ce37a4a939","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -45","Pre-Pour Check","Marker Position and No."
"4bc6c39a-2ccc-5802-b5c1-40d2c259337a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -45","Pre-Pour Check","Make mould to Green Status"
"a26268a8-5ceb-58d5-99ad-d7e10487814e","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -45","Concrete Works"
"dfa25c1f-17f7-53b4-b2ee-e88af5f9e95d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -45","Concrete Works","Concrete Works Details"
"da640d91-ce9d-51df-84c4-b0bda05fd08b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -45","Concrete Works","Wilco Sample Taken"
"049aada5-eb44-59dc-b993-fedc8e80c3df","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -45","Concrete Works","Bridgeman Sample Taken"
"1183275a-854b-5879-836f-694247f75d78","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -45","Concrete Works","Supervisor Approval"
"b84df3a7-0811-5894-8360-0f6d378d53a7","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -45","Post Pour Check"
"149ac050-d569-552a-9cc3-98c927b07c1a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -45","Post Pour Check","Edge Detail"
"ee79071b-937c-5431-a016-fc29476c59cc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -45","Post Pour Check","Bar Projections"
"7113c0be-9b5a-53e7-a2e1-9adb3e8ddadc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -45","Post Pour Check","Cast in items"
"9d42cdb8-b82d-5658-ada0-278092518b2d","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -45","Stripping and Stacking"
"4296270b-dacb-5f7e-a329-8adb620a1bd8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -45","Stripping and Stacking","Stripping & Stacking"
"53b20347-766e-4011-a922-4eafe90ad5a5","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 26 - 50","Panel -46"
"d8c32254-746d-58ca-89be-77fad708082a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -46","Pre-Pour Check"
"9f22ed50-9bc9-5629-82e7-423b60b7a948","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -46","Pre-Pour Check","Dimensions"
"33c0f1b0-c8af-507f-aaba-e8a237784264","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -46","Pre-Pour Check","Mould Clean"
"cfcb9978-f74c-5f67-a1c6-13277b7edcb8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -46","Pre-Pour Check","Mould Oiled"
"deef7303-b275-5d04-8dee-dc3143f084f8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -46","Pre-Pour Check","Mould - Workmanship"
"f1e0377b-56c8-5423-a1a1-14bc82d2b5b0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -46","Pre-Pour Check","Reinforcing"
"8c6eaae2-212a-5b09-91e5-cff2e71d444d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -46","Pre-Pour Check","Cast In Items"
"96e7bbe7-9125-5f56-a2ee-b1e23f1481dc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -46","Pre-Pour Check","Marker Position and No."
"40e418e5-6e27-57a5-ad69-423045c522e4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -46","Pre-Pour Check","Make mould to Green Status"
"a8b581ff-1521-5c5f-b64a-b72019b0089b","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -46","Concrete Works"
"94007429-d8a9-5f35-b9a9-81f150096a86","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -46","Concrete Works","Concrete Works Details"
"6123d92e-211b-54ce-acb1-afa0d09d066c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -46","Concrete Works","Wilco Sample Taken"
"50a07832-62fd-55f3-b979-9e5def4370b4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -46","Concrete Works","Bridgeman Sample Taken"
"390a4464-a5b5-58d2-b54d-bf0fc643d9af","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -46","Concrete Works","Supervisor Approval"
"5959da42-73af-5ea4-87f3-f98f909cbd1c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -46","Post Pour Check"
"9c5e8357-67d5-5703-aae4-cc0d9e0191f4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -46","Post Pour Check","Edge Detail"
"0229ebe0-471d-5138-8de9-1043abc9a768","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -46","Post Pour Check","Bar Projections"
"092bbfdd-9a75-50a0-ad89-73891d8e8e8d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -46","Post Pour Check","Cast in items"
"b6cda8e9-9fce-5687-a6e5-b755e0b04194","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -46","Stripping and Stacking"
"a48e3f23-4cbd-5e50-aa74-4905ac56c206","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -46","Stripping and Stacking","Stripping & Stacking"
"db28c872-8abd-4ddc-aa96-17012e2cd04b","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 26 - 50","Panel -47"
"4aa28e3d-7e9d-530e-a02f-935890a4b796","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -47","Pre-Pour Check"
"b0d76e20-d2b0-5e05-aa2d-03a13f5352f3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -47","Pre-Pour Check","Dimensions"
"fed054e6-41eb-5de1-bb71-e9312e0cd871","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -47","Pre-Pour Check","Mould Clean"
"55e8ec24-034e-5cc7-acbc-131e17b4b5d6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -47","Pre-Pour Check","Mould Oiled"
"379c607f-1e8c-5678-b9c0-c9842bfea792","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -47","Pre-Pour Check","Mould - Workmanship"
"904cf4ac-9acc-5c2b-8080-18569d651bde","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -47","Pre-Pour Check","Reinforcing"
"a90e7f44-b75d-54c5-89ed-018ca0f91519","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -47","Pre-Pour Check","Cast In Items"
"40ef3bcf-bd83-59cf-b4c8-36a04c07ab8e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -47","Pre-Pour Check","Marker Position and No."
"33e80cbf-973f-570b-8f27-cf6f1c2d6b36","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -47","Pre-Pour Check","Make mould to Green Status"
"2d2fb37a-4338-553f-9a4b-393f376f4aa3","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -47","Concrete Works"
"a80f7882-5b24-5160-929e-4c66e5fa1f20","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -47","Concrete Works","Concrete Works Details"
"903a9b07-a530-539d-87b8-e6cc6d6c849c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -47","Concrete Works","Wilco Sample Taken"
"adedbb2a-c5b2-5d1d-99a6-3bc44f46b51c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -47","Concrete Works","Bridgeman Sample Taken"
"3fb2918b-997a-59e2-9083-feca7da20466","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -47","Concrete Works","Supervisor Approval"
"a1f62b60-f967-5cf6-ac77-1a1f26f7098b","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -47","Post Pour Check"
"ea591bbb-ff43-5737-b627-d26952c6580c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -47","Post Pour Check","Edge Detail"
"d4293bbe-ee8d-52cb-b0a4-32cebab1b22a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -47","Post Pour Check","Bar Projections"
"b66f83f6-47f1-5307-afea-3c7a5872363d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -47","Post Pour Check","Cast in items"
"a762a31c-610d-5ace-af46-963c2d5ef229","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -47","Stripping and Stacking"
"4c94e7af-814f-59b4-9185-a408d56585b6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -47","Stripping and Stacking","Stripping & Stacking"
"d427bd31-eef0-4ad9-ac77-cf854a8916ad","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 26 - 50","Panel -48"
"adedd8ba-8310-5a9d-be46-b57286474f0a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Pre-Pour Check"
"d57ce54e-abfd-5575-a0ce-52a8e398fe3a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Pre-Pour Check","Dimensions"
"cb623008-ab4d-591f-985f-2a9511adf035","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Pre-Pour Check","Mould Clean"
"a09cc933-20e8-5bc7-87a9-d8d06615620c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Pre-Pour Check","Mould Oiled"
"a917cc68-27b7-5b15-8605-2f3a1c6b6981","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Pre-Pour Check","Mould - Workmanship"
"0e2217cf-508d-5eab-b14d-e1f500211589","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Pre-Pour Check","Reinforcing"
"2bb43172-ec52-5b36-ba0a-876104c70272","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Pre-Pour Check","Cast In Items"
"c4d002fd-664a-5f09-b029-439f2c632a22","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Pre-Pour Check","Marker Position and No."
"ec6d67eb-c40d-5976-a020-1a580edd7e6a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Pre-Pour Check","Make mould to Green Status"
"0497035d-862c-5ddb-a562-d421587f93b9","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Concrete Works"
"a76d3bf1-247e-5bf6-92fa-26c90cda6811","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Concrete Works","Concrete Works Details"
"7cc49a76-49a8-5481-8fe4-c7f4eb74d7b7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Concrete Works","Wilco Sample Taken"
"de7ce483-de06-5540-a613-e26e13b0b266","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Concrete Works","Bridgeman Sample Taken"
"dc7c02b2-3b9c-575b-ba4a-2245d64748e6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Concrete Works","Supervisor Approval"
"be754cb8-500a-5740-b2a6-57a8fd1af774","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Post Pour Check"
"496dc6ab-a352-5e42-a2a8-966ef2c635cf","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Post Pour Check","Edge Detail"
"08c58cd8-7804-541b-a447-61ba611c8efd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Post Pour Check","Bar Projections"
"7f020090-89c5-5cb1-a3a8-17263b26b797","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Post Pour Check","Cast in items"
"f9c91aa9-8e39-5736-8070-b118bde442ae","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Stripping and Stacking"
"7179cc21-bc34-5fc7-8af4-25bb402952e9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Stripping and Stacking","Stripping & Stacking"
"1c1a0a62-b4f8-46f2-bbc5-b64a39af7623","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 26 - 50","Panel -49"
"b155708d-9794-57ee-8fb4-f66a0aac5ad4","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Pre-Pour Check"
"5edef668-d84e-5e9b-a166-22c5ddffce06","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Pre-Pour Check","Dimensions"
"de5b5a49-77c6-5b21-bb70-02aa7e118fb0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Pre-Pour Check","Mould Clean"
"08a057c0-e9fc-58a5-93c9-231af1ff6e8c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Pre-Pour Check","Mould Oiled"
"16f1bf81-af72-542c-a60b-065b7544a0d9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Pre-Pour Check","Mould - Workmanship"
"a1ed2f6a-8b94-5d3d-95b7-48dbe022e051","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Pre-Pour Check","Reinforcing"
"f1f83bb4-6254-5eb2-be7f-e5a2367fe1cd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Pre-Pour Check","Cast In Items"
"00500dbb-df65-58d5-83fe-712fa3d40ed2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Pre-Pour Check","Marker Position and No."
"58a7e052-072b-586c-85e5-6bf68749c174","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Pre-Pour Check","Make mould to Green Status"
"82697abd-0b4e-57a5-8e90-77796a09db13","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Concrete Works"
"6e470de7-7f7b-5e5f-b9cb-2791765ae12f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Concrete Works","Concrete Works Details"
"75c0acb7-0081-5221-ba3c-23dc7f06a7b9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Concrete Works","Wilco Sample Taken"
"d18bf47a-d940-5e5f-acab-08864b3afae2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Concrete Works","Bridgeman Sample Taken"
"b25e2f27-e9ff-56b5-92db-023341a998cd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Concrete Works","Supervisor Approval"
"46252deb-fe92-5726-af4e-2f3908026fe2","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Post Pour Check"
"ea635b43-5264-56ef-ab16-3543df571842","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Post Pour Check","Edge Detail"
"da416b7c-58da-50ce-9322-1e7b432e5eac","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Post Pour Check","Bar Projections"
"04646184-d775-59bf-a031-128621351d27","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Post Pour Check","Cast in items"
"109610de-a235-51b8-a567-0b3a58ae19e8","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Stripping and Stacking"
"ce86ba4b-38dc-5041-b619-e9b354ae40ce","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Stripping and Stacking","Stripping & Stacking"
"ab9945b4-343b-410c-9732-fa98b6e22177","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 26 - 50","Panel -50"
"47f2ef70-d6e6-5fc7-8417-f11658c85857","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Pre-Pour Check"
"cc116ef7-1149-51bd-8c20-88c662221e21","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Pre-Pour Check","Dimensions"
"11a2bae9-f083-5495-b514-88fc9b4014fb","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Pre-Pour Check","Mould Clean"
"4ee0b87b-f3b6-5c55-8862-bfe4275ac3fb","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Pre-Pour Check","Mould Oiled"
"6d172e6e-0223-546c-911b-400d1e7d494c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Pre-Pour Check","Mould - Workmanship"
"0894f559-a478-5804-a6ea-8b39f1abd425","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Pre-Pour Check","Reinforcing"
"255c5200-0658-56a6-b79b-bc95fc8e76d0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Pre-Pour Check","Cast In Items"
"a3a143bb-d8f9-591c-a9fc-e5b469bc1df2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Pre-Pour Check","Marker Position and No."
"84065776-c5dc-5c35-82e0-51d174bba95a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Pre-Pour Check","Make mould to Green Status"
"30f31f5f-95ac-5cac-86fc-247dcdbccd56","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Concrete Works"
"340cc92f-f04c-56b9-829f-292be11bb7c9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Concrete Works","Concrete Works Details"
"b7124ba6-bd3a-52ee-bb70-c4ca0d016d5f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Concrete Works","Wilco Sample Taken"
"1c716926-7e41-52c0-a665-01be32995ded","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Concrete Works","Bridgeman Sample Taken"
"e8fb7e2e-e780-57b5-8c3a-6a2a6aede68a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Concrete Works","Supervisor Approval"
"ec5ddc35-3d38-5e16-b75a-fed0e956cf1b","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Post Pour Check"
"cd363b44-a3e5-53ca-91f9-1d19f8c4e32d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Post Pour Check","Edge Detail"
