"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"51cdc344-a3f0-4c5c-bc26-3def62e8f8a8","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"5a0215d0-f423-4728-8893-8937b99f3ccf","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Stage 1"
"3ab70b34-404a-44b1-b972-624a1d5b34a5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 12"
"8e2c0b66-081d-4c08-961c-2bc2393753a2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 12","Inground Plumbing Installation"
"a8e930ad-8bf9-4c44-aaa8-6455eebb3bff","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 61","Commissioning"
"52e29a1f-f95d-408e-a52c-121af81da56e","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 61","Commissioning","Commission Fixture Group"
"f730e07f-c986-4fec-9f77-6506c71becd7","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 61","Commissioning","Commission Hot Water Generating Plant"
"bc7b6508-3b25-4514-af14-5e23f6caba2f","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 61","Commissioning","Commission Reduced Pressure Zone Device"
"5dafb2d5-8757-4e07-ab73-c0bf3176800f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 62"
"11e26e28-4f12-4f55-b436-b0e2a31ec90d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 62","Inground Plumbing Installation"
"7a322438-3b80-4b34-a98b-15b079c2e6fd","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Inground Plumbing Installation","Authority Main to Meter Installation"
"833599ac-87ad-4ead-9ade-5c75db4448c2","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Inground Plumbing Installation","Drainage Installation (In-ground)"
"a2a7e699-0bf8-4f70-b867-d5e295ec0f53","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Inground Plumbing Installation","Water Service Installation (In-ground)"
"33434d03-ecaf-4007-8944-9efe2d875d29","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"cb63d7bf-d8de-4273-aa99-2071eb97dc0f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 62","Rough-in Plumbing Installation"
"08dcf424-a28e-47ed-abda-4ebe07e8fa0c","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Rough-in Plumbing Installation","Waste & Vent Installation"
"0ce57860-5b03-4bf2-9425-091a1cdbfa76","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"c7c12036-1959-47dd-a540-c55b1ae15f87","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"e6753c31-0f21-4dc8-ba07-fbd5a30b3db5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 62","Fit-off Plumbing Installation"
"ce9233f1-8b39-4736-a17b-1dcb8e921d4e","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"f4cf2129-6028-44a6-9008-858232a20da9","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"0301240b-55b8-4f07-8c47-f83ce963565f","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Fit-off Plumbing Installation","Shower & Tapware Installation"
"7a990772-57e2-45c8-8e1c-01d03137c559","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Fit-off Plumbing Installation","Bath & Tapware Installation"
"62210d8e-4a4c-4d69-b30c-8e9ccbed1055","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"6cc4c704-968e-4d8a-8073-d98ed747e7e2","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Fit-off Plumbing Installation","Washer Machine Installation"
"e537051e-b6d0-4bf6-8262-a11238f4f288","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"10b5da53-82cd-47d5-b3e3-719c58669394","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Fit-off Plumbing Installation","Tundish Installation"
"5eabe244-de00-4ab8-9d0b-e362722fe363","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Fit-off Plumbing Installation","Hose Tap Installation"
"621bc66d-e54f-403f-9d52-66054e0fe5bc","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Fit-off Plumbing Installation","Gas Appliance Installation"
"e800b341-84d6-4bc6-9170-67144d512906","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 62","Hot Water Unit Installation"
"4a141908-b7e9-407d-9f7d-fc03a26dc79d","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"4d61010b-bab8-4434-ab6a-ebce4675bc56","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 62","Testing"
"224c74d8-9f69-4120-a9a4-d2afd6b269f5","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Testing","Testing Drainage Pipework (Air Test)"
"345772f5-2193-4721-9f60-1bb94e088562","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Testing","Testing Drainage Pipework (Water Test)"
"2e7f15f6-fcf3-4dba-b7dc-9457cab616c6","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Testing","Testing Water Pipework (Water Test)"
"3fc32361-2542-4af5-8b70-3005a464df71","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Testing","Testing Gas Service (Air Test)"
"0ba84b47-192c-4ebd-aa27-3a293ab7c0f3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 62","Commissioning"
"243f1515-6671-4a1f-b84d-1a73c42073c7","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Commissioning","Commission Fixture Group"
"9641588e-bb46-4501-8350-0a5d8135166b","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Commissioning","Commission Hot Water Generating Plant"
"020aeddc-b667-458e-ab67-ce76ce64fbd1","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 62","Commissioning","Commission Reduced Pressure Zone Device"
"79b25806-1187-45b8-9837-b85203b1c124","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Stage 1","Lot 63"
"a9cdffaa-7edd-4150-8ccf-873336bf947e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 63","Inground Plumbing Installation"
"a5593775-b91b-476f-ad8e-662212586d21","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Inground Plumbing Installation","Authority Main to Meter Installation"
"525067e2-7584-4177-87f6-9f8be5168982","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Inground Plumbing Installation","Drainage Installation (In-ground)"
"8ce5681b-f12c-4255-bbe5-0c1da2cc69ff","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Inground Plumbing Installation","Water Service Installation (In-ground)"
"3ca68869-3c17-400d-bf7d-ed35863925ac","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"4cda4ad6-5a73-4bd0-a85a-30502617a981","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Stage 1","Lot 63","Rough-in Plumbing Installation"
"ccdb4fdf-8173-4279-b8de-1a75667bf791","","checklist-sectioned","fail","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Rough-in Plumbing Installation","Waste & Vent Installation"
"971fe0b1-714d-4bc0-ad94-f7e9ec79cc70","","checklist-sectioned","fail","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"a5e6c4c2-5dd0-4477-a226-b482276d2f6b","","checklist-sectioned","fail","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"493c0252-2fad-4202-a487-9005f0fe716e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 63","Fit-off Plumbing Installation"
"c0a3fe67-6d2d-468e-b10f-6d983909578c","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"212630a9-eeca-4014-b09d-51a77c199f91","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"f2ddeaca-7324-4fbf-b154-1f621bc51851","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Fit-off Plumbing Installation","Shower & Tapware Installation"
"6db5d2bd-0e74-4aab-9a8c-a6981312e27f","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Fit-off Plumbing Installation","Bath & Tapware Installation"
"fb1016d4-a999-4d01-b933-08a5a4c3d705","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"78cee79d-09b0-4370-b87a-08cf5f960578","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Fit-off Plumbing Installation","Washer Machine Installation"
"a9a116ae-06c9-45a4-8651-530c3c5d633e","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"f48e3b33-0fb7-4f23-a316-6af4cd547ab3","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Fit-off Plumbing Installation","Tundish Installation"
"50ac7be9-d66b-49e6-961d-3ea0ce855c87","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Fit-off Plumbing Installation","Hose Tap Installation"
"2ac2747a-2cb9-4fa8-841d-8c1c25bf795e","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Fit-off Plumbing Installation","Gas Appliance Installation"
"d24ae76c-e921-4079-8c0e-ea3a5beb66af","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 63","Hot Water Unit Installation"
"93ff0714-5ccc-40e0-8bed-fef813392efd","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"2bc0df90-ba7e-4cb8-a76a-c36a9c286a51","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 63","Testing"
"a9e5b75b-dcd2-46dd-8e22-a921bc490017","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Testing","Testing Drainage Pipework (Air Test)"
"dda303e5-eb02-4d67-b549-e8bc92e08fc9","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Testing","Testing Drainage Pipework (Water Test)"
"75270dce-e1c8-47d4-99fc-1d8590bba53f","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Testing","Testing Water Pipework (Water Test)"
"b6dee9c5-8e16-444f-b779-353ed3cf608d","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Testing","Testing Gas Service (Air Test)"
"16556b6b-3ab7-41e5-9c12-875137b954bd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 63","Commissioning"
"f2f178ca-5527-4a36-9529-42ccb1bac71e","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Commissioning","Commission Fixture Group"
"e400c5ce-1e70-4699-a107-3884bbcdb294","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Commissioning","Commission Hot Water Generating Plant"
"8f36dc20-33bf-4d03-b423-372306976013","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Commissioning","Commission Reduced Pressure Zone Device"
"eff1e7c7-3efe-4812-b5c6-e9c0daceeb2e","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Stage 1","Lot 64"
"62bbc50c-955a-4037-9b33-85a3c219749b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 64","Inground Plumbing Installation"
"db6b7abc-109f-469c-adf1-1e8ce7829d14","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Inground Plumbing Installation","Authority Main to Meter Installation"
"a9bacfda-b07a-4e87-8057-72577945245d","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Inground Plumbing Installation","Drainage Installation (In-ground)"
"1ae7ba08-647e-4736-8ddd-10461564c846","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Inground Plumbing Installation","Water Service Installation (In-ground)"
"9eccffd7-915d-47db-9c61-29d1784c9c61","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"a5529a8e-8c40-4df1-96e4-3cbb77720013","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Stage 1","Lot 64","Rough-in Plumbing Installation"
"992387ff-bee5-450b-80be-5d1c3da448f0","","checklist-sectioned","fail","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Rough-in Plumbing Installation","Waste & Vent Installation"
"ec17fce9-c8e7-469e-9aa4-1a3111b8ef66","","checklist-sectioned","fail","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"a948f31b-1d45-4709-ad9e-0cf4e74dc80f","","checklist-sectioned","fail","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"a10cc3f1-258e-4891-b01d-6b1a48042fb4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation"
"a6fc55c9-e20c-4dbf-b3c2-1263294fc406","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"14e3a34c-779f-486b-856b-a355d528ec21","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"c29f5223-bbc5-45e8-b3eb-715cf65c15a8","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation","Shower & Tapware Installation"
"05f2ab78-667a-4a96-8447-a1a93ac8e17c","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation","Bath & Tapware Installation"
"2c864eef-9ea8-4180-ba78-4fee99e559ae","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"63860094-6a44-4222-95f4-449413d5b77a","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation","Washer Machine Installation"
"2581b596-d00f-494b-b3b6-03e07098373d","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"f0975ad1-fbbc-4780-8b1f-5dcee0b5785f","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation","Tundish Installation"
"2334f6b4-5a0b-4175-937f-a3a2a7ab5dc8","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation","Hose Tap Installation"
"f0f79e52-3c68-41fe-8fc5-479ccde7a163","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation","Gas Appliance Installation"
"d44da65f-ddc0-4f81-9d95-3be72d16bdf6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 64","Hot Water Unit Installation"
"1e9fc6bf-e88f-42a1-9807-2cd775d70731","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"ea370165-37ac-47b8-9ec4-ac5cd57b70ba","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 64","Testing"
"5c5571d1-c82c-41d8-858c-abf52a3d17a3","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Testing","Testing Drainage Pipework (Air Test)"
"8d0185fd-1631-4eb5-866d-0afee907bd37","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Testing","Testing Drainage Pipework (Water Test)"
"6aaf7fe6-6411-4d0e-881c-c70732cb6c43","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Testing","Testing Water Pipework (Water Test)"
"c9d77691-e5de-4c1b-b9ad-fdbc301d59f6","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Testing","Testing Gas Service (Air Test)"
"8e6967a9-45fd-4b5d-a06a-e9f3f0deab35","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 64","Commissioning"
"85ff05eb-53dc-4a24-835f-cc6553d7559d","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Commissioning","Commission Fixture Group"
"41e57f56-8381-4198-97b7-a8b55f7091ae","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Commissioning","Commission Hot Water Generating Plant"
"251e7a04-59d8-4b36-a5f1-36546fbb98cc","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Commissioning","Commission Reduced Pressure Zone Device"
"98789272-8bdb-439c-b686-38093f449149","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 65"
"8682024b-a53b-465b-a668-58693967f5ec","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 65","Inground Plumbing Installation"
"f00107f2-6731-4e70-876f-35f755d65621","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Inground Plumbing Installation","Authority Main to Meter Installation"
"1c60b8d6-8593-419e-9df0-f4a5ed31f952","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Inground Plumbing Installation","Drainage Installation (In-ground)"
"ebff7cb3-9040-4b6f-92ae-6bbf65fb6da4","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Inground Plumbing Installation","Water Service Installation (In-ground)"
"fe2e335c-9db5-4575-b23e-67ffb705728e","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"bd54d6a2-d5e0-47db-bf99-6fdd72bdb86d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 65","Rough-in Plumbing Installation"
"1adf1bab-92d5-454e-b7e7-c5a86a8864b1","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Rough-in Plumbing Installation","Waste & Vent Installation"
"9d46dce3-7afc-452b-9268-991c19b61aec","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"ad7ff570-520b-4329-be45-f477245ec960","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"934f805c-d22a-44e3-821e-b1aec0d56ea8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation"
"3a80cbc8-ee4a-4192-8883-dc1c06fe0b2b","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"292cd683-76d0-4ed5-835b-b260b160f81f","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"15bdd2f1-145a-4f3b-8139-6d7c49f393e4","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation","Shower & Tapware Installation"
"17ed242e-bbbb-459e-9921-f99a37b95b41","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation","Bath & Tapware Installation"
"54b4d120-5fd5-4c9a-b7b8-daf45951a824","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"6a9df42e-43b3-43d7-829c-e25ab7c458e9","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation","Washer Machine Installation"
"c5ef4ed4-f042-41f5-b27a-8a5d102f9ded","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"6c5d3d3a-7737-4118-8a55-87eb81f8e9c5","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation","Tundish Installation"
"1a800e75-d418-41d4-90ed-06d32a52ff4d","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation","Hose Tap Installation"
"95d7529a-e9a0-4e18-95d8-73506e0db2eb","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation","Gas Appliance Installation"
"640d21a5-6cb9-4499-8889-627464c61d5e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 65","Hot Water Unit Installation"
"70dafba3-a1f1-43b3-a103-f1e18190bc6c","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"b0c6c553-c9e3-47d9-a6f7-6ae63ac4462a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 65","Testing"
"bd0092a2-72f0-4d11-9e19-4fcb6a976559","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Testing","Testing Drainage Pipework (Air Test)"
"4ddf7e4e-6c08-4ebb-8d6a-0565d5877418","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Testing","Testing Drainage Pipework (Water Test)"
"e9516275-5cc3-4821-82cc-4ef7eeb5d5dd","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Testing","Testing Water Pipework (Water Test)"
"f37987ec-a64f-450d-b99c-afd0962c8684","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Testing","Testing Gas Service (Air Test)"
"897ddd41-542f-4377-b3d9-2894ab3d5130","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 65","Commissioning"
