"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"625c89c8-21d9-4d78-811d-dcbf3187fc14","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA"
"d4d5ccac-32c7-464f-bba3-97ed7c63ae41","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards"
"5d674ddc-2ba7-4799-a702-e0f3fe113891","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","Main Switchboards"
"047ea102-e341-49c5-bce8-0fb8b9de725b","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","Main Switchboards","SMSB-1"
"da9d70f1-ceb2-46b8-b3ca-dec95e2194c5","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-2P - 1.2.011","Fire Sealing"
"b45df4c5-5462-45af-a755-224cb250e84f","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-2P - 1.2.011","Equipotential Bonding"
"964a42c3-440f-483a-b89a-8bf5a8098b02","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-2P - 1.2.011","Fit-Off"
"fbd11820-e47a-4424-90d8-51e8d988a7bb","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-2P - 1.2.011","Final Installation Test Sheet"
"2aefcec2-1536-49f2-95ec-08b28bfe63b9","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-2P - 1.2.012"
"c00bcbe5-4c1c-4731-a638-882ae751873c","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-2P - 1.2.012","Rough-In"
"f57057da-4d31-4b95-8fec-b7c53d1f8baf","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-2P - 1.2.012","Cable Support"
"9c1be2c5-9de1-42b7-bcc8-483598c23cf8","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-2P - 1.2.012","Conduit"
"3a492b76-264a-4f5f-a755-4dae5f47c0af","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-2P - 1.2.012","Fire Sealing"
"eaa8554b-b758-43d6-ac2b-d0808fd96254","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-2P - 1.2.012","Equipotential Bonding"
"d73c5efa-0de2-47ba-a830-153f9491e342","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-2P - 1.2.012","Fit-Off"
"ed38da9a-75ac-40d7-80ce-6991bfd980f3","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-2P - 1.2.012","Final Installation Test Sheet"
"eff082c0-170a-4791-ad0c-a7b497dd775a","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-2P - 1.2.013"
"8637feef-50d0-4627-ac23-71dd213a0893","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-2P - 1.2.013","Rough-In"
"577b9c25-8a73-4e9f-a32f-edb932d8ec2f","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-2P - 1.2.013","Cable Support"
"2c2134f4-e77d-492b-990c-60c6d497a970","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-2P - 1.2.013","Conduit"
"3a10a991-c43a-4c64-ba44-4a87d798064d","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-2P - 1.2.013","Fire Sealing"
"7f342d80-1a87-42b6-9099-4719e444c4d1","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-2P - 1.2.013","Equipotential Bonding"
"37d02323-293d-4ae0-ac5d-2e25c0a65878","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-2P - 1.2.013","Fit-Off"
"e22e139f-21a9-47f9-b90e-09912d4c2daa","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-2P - 1.2.013","Final Installation Test Sheet"
"6dfa5eea-c9fe-4482-8155-ab040773ca98","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","MEETING - 1.2.014"
"6f9bd89f-6f68-45be-b729-b5623d133dcd","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","MEETING - 1.2.014","Rough-In"
"92a42426-0303-496d-8dab-f581088734f1","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","MEETING - 1.2.014","Cable Support"
"7b8a4689-d818-450b-8078-5e68a244b812","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","MEETING - 1.2.014","Conduit"
"17dc6551-0577-4f41-9152-36053abe1aea","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","MEETING - 1.2.014","Fire Sealing"
"c9404234-fa85-488e-a2b2-025f69fbd28d","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","MEETING - 1.2.014","Equipotential Bonding"
"11608c14-3564-4d09-85bf-2b66e1d92ec0","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","MEETING - 1.2.014","Fit-Off"
"fb7bd10f-cec4-4702-a034-dc264486b47f","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","MEETING - 1.2.014","Final Installation Test Sheet"
"3aad957a-7b9e-47b7-bc6a-bbe0a6477916","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-1P - 1.2.015"
"76e23c1f-2f97-448a-9ba4-1adfff49b3a8","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-1P - 1.2.015","Rough-In"
"7c675c1a-e8b6-47ec-88a9-e8cbe1e153ab","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-1P - 1.2.015","Cable Support"
"09d55d0e-50fe-4394-a82d-6ff853e79fd8","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-1P - 1.2.015","Conduit"
"620bc630-bb8f-40ec-8bfe-973a3c94a025","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-1P - 1.2.015","Fire Sealing"
"f948ba72-c989-4903-af9e-0e1ac645ba4d","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-1P - 1.2.015","Equipotential Bonding"
"364c27f6-4b8e-4e5c-a31c-181c58be50b6","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-1P - 1.2.015","Fit-Off"
"639ce79d-442a-471e-9ca5-3a4bfe980d03","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","OFF-1P - 1.2.015","Final Installation Test Sheet"
"18c548e8-9646-4e42-8882-f8a5d4292e1a","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","PODS - 1.2.017"
"5c73d20c-c907-4286-996b-69e75a93cb3b","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","PODS - 1.2.017","Rough-In"
"f21dd5a8-4c80-47b4-9613-fe3d55dae6b9","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","PODS - 1.2.017","Cable Support"
"500b1910-b570-48e9-ba2b-734bf9b2c197","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","PODS - 1.2.017","Conduit"
"c339a6f3-ce58-4e93-af15-f4cdd0336b84","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","PODS - 1.2.017","Fire Sealing"
"f1c4096f-7564-4ad8-aa52-a3e099d94c86","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","PODS - 1.2.017","Equipotential Bonding"
"88b2190e-7bae-406c-8890-ac929f351dbb","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","PODS - 1.2.017","Fit-Off"
"99312202-38f9-4166-a05f-7dc258a37954","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","PODS - 1.2.017","Final Installation Test Sheet"
"7370fd28-96d2-4d63-9e63-355ec4ad1733","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","LOCKERS - 1.2.016"
"108d58aa-0116-4e00-9d07-a8525f9cec52","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","LOCKERS - 1.2.016","Rough-In"
"fb0657cb-87e8-418b-b0f4-3b96a25dcd95","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","LOCKERS - 1.2.016","Cable Support"
"b5800fe7-c8b7-4a66-af44-81276cb72340","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","LOCKERS - 1.2.016","Conduit"
"0ba6810e-58b2-47bb-9832-12dde77ae302","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","LOCKERS - 1.2.016","Fire Sealing"
"2e60fd96-abab-4aad-b911-b52891e98ad7","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","LOCKERS - 1.2.016","Equipotential Bonding"
"0815e917-92d4-4eed-8137-732fc17ade8c","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","LOCKERS - 1.2.016","Fit-Off"
"99813311-7ae5-4ab3-b301-3a508fcce503","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","LOCKERS - 1.2.016","Final Installation Test Sheet"
"997b2b1d-3332-4d0d-8270-6d0ccf95561a","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-AC - 1.2.004"
"c8e5d8ce-3d8a-49dd-b4f9-e2bfdd817007","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-AC - 1.2.004","Rough-In"
"9465ce8d-1e25-4367-bc50-6f1a0695bab4","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-AC - 1.2.004","Cable Support"
"458dfbc2-b472-412c-9508-68d3f83e5e35","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-AC - 1.2.004","Conduit"
"233304d9-695b-49eb-b5f5-ab033a11cb5c","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-AC - 1.2.004","Fire Sealing"
"447ff87e-43ed-445e-8da9-a8b929d2869d","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-AC - 1.2.004","Equipotential Bonding"
"97968412-3904-42bb-ae7c-f611c3b8fb03","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-AC - 1.2.004","Fit-Off"
"3db17458-1b64-48f8-a010-a94785588fd3","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-AC - 1.2.004","Final Installation Test Sheet"
"5e66d220-c3f3-4ef8-be46-278add5ef4ea","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-AC - 1.2.006"
"7cea04d0-9c23-42be-bd3f-fbe39f5f013e","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-AC - 1.2.006","Rough-In"
"24a69ebd-b45b-47ab-bf2b-dc98201caca4","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-AC - 1.2.006","Cable Support"
"825ccc91-3639-4a36-9648-cf1f2ccbf36b","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-AC - 1.2.006","Conduit"
"920ee56d-dc8a-4553-9706-a71747059af5","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-AC - 1.2.006","Fire Sealing"
"e4a61c07-9b2c-4848-bbc5-08328d81fb49","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-AC - 1.2.006","Equipotential Bonding"
"1a048d87-943c-4bb5-a0c0-89471157c8e6","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-AC - 1.2.006","Fit-Off"
"5d94336a-3a5b-4d2a-91f7-a9ad4a872632","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-AC - 1.2.006","Final Installation Test Sheet"
"9d0fc3b9-18ad-4b71-8957-c91eadf5d29d","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-ST - 1.2.003"
"5632b8c4-96da-4680-814e-4f9772ad5f73","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-ST - 1.2.003","Rough-In"
"5eeaa651-ad91-4eab-8466-7cfcfe68805a","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-ST - 1.2.003","Cable Support"
"8f638e40-a4f8-48b5-ac63-b77cf4e0fa20","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-ST - 1.2.003","Conduit"
"900d13d7-217d-43d3-97bb-9c8070e4e01a","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-ST - 1.2.003","Fire Sealing"
"909ada3e-3464-46a8-bde7-40aba975e869","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-ST - 1.2.003","Equipotential Bonding"
"b606a462-e52f-42c2-bc8e-6c6d714ae9dc","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-ST - 1.2.003","Fit-Off"
"bb02d4f1-3075-485e-bb32-5fa27d6a327a","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-ST - 1.2.003","Final Installation Test Sheet"
"36760f3e-e12c-4017-b4b7-908ef5cbc230","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-ST - 1.2.005"
"6e64459a-4e09-4d03-bd01-d8773764adca","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-ST - 1.2.005","Rough-In"
"2254039d-6999-4736-94bb-ef56b405eedd","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-ST - 1.2.005","Cable Support"
"42f5ee93-6d54-4c34-8d62-4827ffbfd2ed","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-ST - 1.2.005","Conduit"
"2f1a76a1-d804-41b9-8351-5913535f7ed0","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-ST - 1.2.005","Fire Sealing"
"3a1df265-ef04-4ad8-8c9b-2402b4737774","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-ST - 1.2.005","Equipotential Bonding"
"81582820-b2c6-428a-ac82-6d8624e933c3","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-ST - 1.2.005","Fit-Off"
"c36b8bed-90fd-451d-9137-528f71c92cb2","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","WC-ST - 1.2.005","Final Installation Test Sheet"
"edd83e25-f527-4c97-b8c0-41f62974133c","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","STAFF ROOM - 1.2.002"
"00aaa9aa-42f0-4b17-aa09-cf0e130350ae","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","STAFF ROOM - 1.2.002","Rough-In"
"ed7b4a68-7e40-41b5-94a8-9992cc85447f","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","STAFF ROOM - 1.2.002","Cable Support"
"3c61166c-1193-4542-b274-37d09a0d0fdf","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","STAFF ROOM - 1.2.002","Conduit"
"401621ba-b297-4576-9323-650186e04d74","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","STAFF ROOM - 1.2.002","Fire Sealing"
"3d9e3847-d03e-4c8d-951b-ded1fb9d0c27","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","STAFF ROOM - 1.2.002","Equipotential Bonding"
"f6d30a3a-f114-488a-b385-42f1145dea31","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","STAFF ROOM - 1.2.002","Fit-Off"
"fefce6b4-0fea-4269-8c7f-e29d7b133de8","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","STAFF ROOM - 1.2.002","Final Installation Test Sheet"
"30229a8b-6f5e-42f5-815f-ffdb1b5f8c92","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","STAIR 2 - 1.T.005"
"98d46792-2b9d-46dc-9c5b-93ed9e47cd98","","checklist-sectioned","","QA_TEM_042_Rough In Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","STAIR 2 - 1.T.005","Rough-In"
"51027e8b-3982-4191-bbcf-685a33bbf133","","checklist-sectioned","","QA_TEM_043_Fit Off Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","STAIR 2 - 1.T.005","Fit-Off"
"41d4b043-841a-4f7b-8b5c-c3f7bbcb49c8","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","STAIR 2 - 1.T.005","Cable Support"
"57d27ff3-8932-4100-ac90-84ffdf87aa33","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","STAIR 2 - 1.T.005","Conduit"
"3f7ba35f-c066-43f6-b3aa-62ede88eaec3","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","STAIR 2 - 1.T.005","Fire Sealing"
"dd3763a5-bc36-440c-ab3e-648ee24607b9","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","STAIR 2 - 1.T.005","Equipotential Bonding"
"7d36e7b0-6327-4f2c-8f46-248a0b084b03","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","STAIR 2 - 1.T.005","Final Installation Test Sheet"
"575080e2-e682-4eef-84b3-19cb0ef74c0f","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","CORR - 1.T.008"
"5cfa5bfb-6cb0-4c95-81a3-fca4704de173","","checklist-sectioned","","QA_TEM_042_Rough In Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","CORR - 1.T.008","Rough-In"
"6e7743ab-ebc3-4f24-9717-66806f83f466","","checklist-sectioned","","QA_TEM_043_Fit Off Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","CORR - 1.T.008","Fit-Off"
"272920e7-84fb-49a0-9804-017ab7790aaa","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","CORR - 1.T.008","Cable Support"
"2553b45d-6b9b-4ed0-a1c0-d11c4a6997dc","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 01","East Zone - Shared Administration","CORR - 1.T.008","Conduit"
