"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e964135b-491d-49a1-b0c1-924fd4a6dea0","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Tile Cladding QA"
"429edc65-62a9-4fbd-b982-f903f3dd1174","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Tile Cladding QA","Elevation"
"a1b4b57c-2fec-4763-98ad-11d806183362","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","1"
"a0212ea6-dd55-487c-8e2e-d13359db3604","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","2"
"474c6c1b-6c50-4783-8890-2ee75902a928","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","3"
"bc8f0590-a571-4766-85ae-4fc5963ea368","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","4"
"74736fd5-b143-4f48-bc67-e41aa4b73fd0","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","5"
"8da8430c-d63b-49ec-b829-c9a98147de4a","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","6"
"10a3703b-9172-452c-ac19-931a0fd765e4","","checklist-sectioned","work-in-progress","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","7"
"a99c88f2-80a1-4cea-b721-ba2dc86bdca6","","checklist-sectioned","work-in-progress","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","8"
"d30719c7-208b-4830-bd19-32759c39dfd4","","checklist-sectioned","work-in-progress","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","9"
"6ee6ed45-50c7-42ae-90d8-dbee9f94bb14","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","10"
"3d3df399-dcb5-4bde-b117-72b9b5af2275","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","11"
"8979627b-a42a-4164-b0d5-5448e42ca76f","","checklist-sectioned","work-in-progress","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","12"
"c6a9ba22-d48b-401e-99fa-bcdb1323b7e6","","checklist-sectioned","work-in-progress","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","13"
"72ce18f4-d28d-43a4-a64f-cdea385a4626","","checklist-sectioned","work-in-progress","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","14"
"4d41725d-6aa1-4d56-a182-8b4e73c9086e","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","15"
"09f0ddda-5b77-4897-9f6e-71464172b49d","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","16"
"1935b546-4bdb-4bc0-8adb-a5bb84cd4bf5","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","17"
"7d285b39-347c-4790-9f25-eeedec497b18","","folder-normal","fail","","step","TRUE","FALSE","Gridline"
"4044da82-99c9-4f9c-bfcf-9ba11cb8a9ee","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 1"
"b9f67a79-eb2e-4433-9deb-e9addd324922","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 1","West L1 D-G"
"3756f1a7-0cf7-4ca4-9561-a96bf47dccc5","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 1","West L1 D-G","A001"
"6702f8b7-2868-4262-a6ef-d8e2e3755c76","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-310","Bathroom Checklist"
"6918bdd1-c53f-4a1a-9b28-7950fafedbcd","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-311"
"c34087c4-b86c-425b-a3a2-ee71c1af92bd","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-311","Toilets Checklist"
"6b108940-58a0-4fb0-acd3-7de79e328df6","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-311","Bathroom Checklist"
"91f5dbb2-ec6e-47a4-b544-197f3e4a0a65","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-312"
"b3f8337b-d3d2-4769-a97b-847301818f40","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-312","Toilets Checklist"
"114b8161-92b6-457d-bcba-2c61ad3bab2e","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-312","Bathroom Checklist"
"4d092eaa-e85d-4a99-9b75-531c64663d4f","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-313"
"4629b27c-42d7-4993-a6f8-87aa11752502","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-313","Toilets Checklist"
"fa6f6e7b-bf30-41a0-99bd-76fc1d78a73f","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-313","Bathroom Checklist"
"e5f66952-6219-4141-b736-f81987ebaae5","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-314"
"5b9857f9-ffe6-47c7-b0d2-3cdbf1c9ad96","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-314","Toilets Checklist"
"b3ff301a-83f4-4f1f-bee6-f8379bdc70b3","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-314","Bathroom Checklist"
"940494ee-e114-4d37-815f-c57a65341b93","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-315"
"4bae418b-0d97-49e9-8bc7-34a253b95ce3","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-315","Toilets Checklist"
"9f27c43a-8ac0-4c3e-af68-844fe1130c66","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-315","Bathroom Checklist"
"0e0a1ed5-6704-4089-9a1e-98380b313204","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-316"
"7df0d0c2-0cdd-422e-8ca1-eb9b79f31d32","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-316","Toilets Checklist"
"2e375313-950a-4a68-87e8-bda71e87348b","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-316","Bathroom Checklist"
"22c1a868-b5a5-4670-91b7-7cdbf05e8055","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-317"
"37d4373e-f481-48cc-b007-e16a93d90ecc","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-317","Toilets Checklist"
"d7b2f0d9-547d-4149-83e1-1ca1d2f04429","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-317","Bathroom Checklist"
"63157882-8310-41c4-a3e0-0ea36cb1e2d4","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-318"
"4ec76aa2-9658-4d3c-88f7-7faa2ee7f302","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-318","Toilets Checklist"
"5a6db129-fe64-4d52-8dc6-c47f3aa26edc","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-318","Bathroom Checklist"
"d84feeea-de37-46bd-8e83-273d1016a87d","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-319"
"cfeabc84-41ea-4b61-8e80-b2239e3ad192","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-319","Toilets Checklist"
"66024da4-f1b9-4204-b16e-d290ae85dad5","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-319","Bathroom Checklist"
"a8c49bb4-b2ed-4f0e-a795-b5e6dad7dfcf","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-320"
"a764edee-23e7-487e-a5de-4d7724860996","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-320","Toilets Checklist"
"4b8e0143-b3cc-4328-93e5-196af7c9084a","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-320","Bathroom Checklist"
"0dd4f194-f58b-4105-ad67-312eae6fdf7c","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5"
"3fc11b7a-116a-48bb-a59f-22f933385028","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5","South L5 C-F"
"6d527ba3-f303-4d1c-894a-757efcf275f3","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5","South L5 C-F","A-405"
"0dd19e16-5abf-4a9a-aad0-72f73c502ab8","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 5","South L5 C-F","A-405","Toilets Checklist"
"ef6576bd-d438-408e-874d-e8129188445b","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 5","South L5 C-F","A-405","Bathroom Checklist"
"d92dfb02-8a74-4e93-92ff-53be6160e319","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5","South L5 C-F","A-406"
"8b329e11-17cf-487e-93e4-47b2ab76e603","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 5","South L5 C-F","A-406","Toilets Checklist"
"64ebaf45-d74e-498d-9edb-7f4e17c725d7","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 5","South L5 C-F","A-406","Bathroom Checklist"
"232b8b14-d8a6-4398-a110-019e84931504","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5","South L5 C-F","B-401"
"acf0b444-f7ee-4b39-8a0c-28533ac1c52c","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 5","South L5 C-F","B-401","Toilets Checklist"
"116d01e0-8597-4890-bd5c-753e0ef8ba53","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 5","South L5 C-F","B-401","Bathroom Checklist"
"0b9a2470-0e25-4333-be3c-ef14dd7a8d3d","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5","South L5 C-F","B-402"
"5aaf9702-8cf9-4a1f-9228-81a837aa7463","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 5","South L5 C-F","B-402","Toilets Checklist"
"f3a6bf2d-7739-4e18-b93f-367e5897d5d9","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 5","South L5 C-F","B-402","Bathroom Checklist"
"033b1fde-f6fd-460c-84fe-326f72ae3332","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5","South L5 C-F","B-403"
"3a7b09b2-329c-4760-b09f-77ca0b93150c","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 5","South L5 C-F","B-403","Toilets Checklist"
"f7b79aaa-97b6-42ba-9253-a409b145edca","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 5","South L5 C-F","B-403","Bathroom Checklist"
"eaa097a1-4079-43ef-9d11-fd1eb3ce469b","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5","South L5 C-F","B-404"
"777381e3-c89a-4318-a864-89b9593806a7","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 5","South L5 C-F","B-404","Toilets Checklist"
"5058833f-a082-4a5b-93e2-06a74a5e9e3c","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 5","South L5 C-F","B-404","Bathroom Checklist"
"cf4e8729-9c8c-4805-b6bb-b74014e93893","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5","North & East L5 P-K"
"04d95e60-4ebe-42b2-84e8-6413c3768030","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5","North & East L5 P-K","C-401"
"2f2ac556-2a1f-4615-aac8-d10fa6f9752e","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-401","Toilets Checklist"
"74375d6b-dbdd-4068-8c09-fe88452f4074","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-401","Bathroom Checklist"
"e88bb247-583a-40e4-9256-6f970eece123","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5","North & East L5 P-K","C-402"
"0f7817c1-a7dc-41d3-bf28-1ee11834d2b7","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-402","Toilets Checklist"
"3ac7e7cb-d890-4a70-9742-da9c1198585e","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-402","Bathroom Checklist"
"dcee4c80-203b-4a57-8ccf-96a9d54db071","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5","North & East L5 P-K","C-403"
"615fc0c2-7ee4-49e0-825a-27b09f7b1956","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-403","Toilets Checklist"
"38f9b7e3-2802-4ba7-8e5d-988be235d04a","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-403","Bathroom Checklist"
"118eb1d1-83c8-4f09-b0f7-db1f84d62101","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5","North & East L5 P-K","C-404"
"64c59b6a-1549-430d-84a0-44203d56a628","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-404","Toilets Checklist"
"7f1a153f-fd45-4a92-8ebf-e77ce2eec5e7","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-404","Bathroom Checklist"
"c141b04e-a6f7-4a13-8fa4-11e9925d6c19","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5","North & East L5 P-K","C-405"
"853e684e-bda5-46d7-97c8-fcae21a4f9b7","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-405","Toilets Checklist"
"be89f71d-3bcd-47c5-a1e9-84b952bd3163","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-405","Bathroom Checklist"
"de93dd1b-935e-4106-9281-186ce5cfbc9b","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5","North & East L5 P-K","C-406"
"30e500bc-f654-4df4-b828-0a5649d1e1d4","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-406","Toilets Checklist"
"bdcb4905-dcf5-4223-abcc-56ade2951d43","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-406","Bathroom Checklist"
"7488ea02-3cb7-4b0a-b2d2-359c69d9370b","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5","North & East L5 P-K","C-407"
"261aea55-8f63-4700-b7f8-6770b26ddf0b","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-407","Toilets Checklist"
"44ea929b-60e4-4f6c-bca5-f610ef3956ba","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-407","Bathroom Checklist"
"3730a572-f0f6-48c4-8a49-fd7b413dd13d","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5","North & East L5 P-K","C-408"
"51d98dd7-f424-463d-9d06-14fd300dffac","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-408","Toilets Checklist"
"b85f6769-c9a0-4afc-b9f4-2bb3fdddfa6d","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-408","Bathroom Checklist"
"aaff0c71-8565-4a8b-9b3d-8a288ec4582b","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5","North & East L5 P-K","C-409"
"9f554a6d-6e57-4f13-a358-f43728fc4882","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-409","Toilets Checklist"
"805a2514-34d1-445e-9a99-5a00b160d6d3","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-409","Bathroom Checklist"
"9c6d877b-4344-4b40-911f-a244e4b813ce","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5","North & East L5 P-K","C-410"
"506629b6-9fec-4e6b-84a2-ee3ab8d01984","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-410","Toilets Checklist"
"705044af-0512-4d3d-b8c3-deee5e640910","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-410","Bathroom Checklist"
"dd9566cf-a8a4-4bd8-a0ee-51e2e63db49a","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5","North & East L5 P-K","C-411"
"b0d3a278-7b09-466e-9729-99c4fe3b6bed","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-411","Toilets Checklist"
"fd4acc38-1c07-478e-94df-45c4a5f3bef3","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-411","Bathroom Checklist"
"1da98a60-103c-404a-af26-c3687c964c23","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 5","North & East L5 P-K","C-412"
"bb3c9028-ae7b-4cc3-be7f-305dd1a52848","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-412","Toilets Checklist"
"e0b974ca-69fc-4d29-a687-56a8de2571bd","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 5","North & East L5 P-K","C-412","Bathroom Checklist"
"6feac7ec-b800-4013-b91c-7713a0de2ae0","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 6"
"9c9936ce-ba64-41f4-a840-48234e36d109","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 6","North L6 P-D"
"99010d29-e886-41f9-ac57-579ee00f182f","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 6","North L6 P-D","C-501"
"0f27ac6e-2435-4872-9cb7-0748ae24b5df","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 6","North L6 P-D","C-501","Toilets Checklist"
"8b8e5a93-5547-4c9f-b3b0-a6eed448c13b","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 6","North L6 P-D","C-501","Bathroom Checklist"
"5770379b-c246-4486-8fa1-28dd219ac1ee","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 6","North L6 P-D","C-502"
"3864d318-c951-45d6-96df-e3d774269e9e","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 6","North L6 P-D","C-502","Toilets Checklist"
"ecee7336-b047-4c50-8191-63f3e1e4e320","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 6","North L6 P-D","C-502","Bathroom Checklist"
"80257f4a-fdd0-4ebe-8e9b-fb6a6955de44","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 6","North L6 P-D","C-503"
"31017785-b960-49a0-bc46-a6a26e5d8bed","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 6","North L6 P-D","C-503","Toilets Checklist"
"23f765d4-438b-41fe-b1a7-8cbf867166c9","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 6","North L6 P-D","C-503","Bathroom Checklist"
"0a5a5232-d069-49e7-866c-9c3749a8db69","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 6","North L6 P-D","C-504"
"d3eaa387-f436-40f4-b144-b922c81dd434","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 6","North L6 P-D","C-504","Toilets Checklist"
"91370838-8900-4e30-9752-6169c3bb364d","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 6","North L6 P-D","C-504","Bathroom Checklist"
"71981616-9cbe-4483-83ba-c0f29f0337fb","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 6","North L6 P-D","C-505"
"ca2684b7-ef24-4d2a-94a0-22c38e6ba720","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 6","North L6 P-D","C-505","Toilets Checklist"
"4a1965dd-b2a5-4978-8952-90496c23be76","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 6","North L6 P-D","C-505","Bathroom Checklist"
