"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"da115af4-b8d4-40ea-8310-0718e3f0e0fd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Construction"
"e136990f-ac23-4e4f-a9bd-041e9b0208e9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Construction","STAGE 1"
"c5bb3ace-35a9-49bc-bd42-219840b130d7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Construction","STAGE 1","ZONE 1B"
"9e40f3e3-4fa8-4cba-9dce-c4fcce3efec6","","folder-normal","not-started","","step","TRUE","FALSE","Construction","STAGE 1","ZONE 1B","3) ITP-003 - Asphalt & Sealing"
"225ec078-5aff-4c3c-a690-9431185e2a6f","","checklist-sectioned","not-started","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1B","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-1B-1 (REGULATION LAYER)"
"9d02b2eb-7fc5-52a7-95ff-c3c5e29add8d","","checkpoint-group","not-started","","","FALSE","FALSE","Construction","STAGE 1","ZONE 1B","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-1B-1 (REGULATION LAYER)","1.0 Pre-start activities"
"cdb48ead-e310-5035-9fdb-f51b0ce3fd76","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","2.0 Bulk earthworks - cut","• Has the cut surface been trimmed to an even surface free from lose material?"
"9d00771e-45ab-5197-abab-473b05f6817b","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","2.0 Bulk earthworks - cut","Request Sign Off"
"d3d58b84-e4c4-5a4f-93ab-2228e93d61f2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","2.0 Bulk earthworks - cut","• If groundwater or seepage is encountered, notify the Superintendent and create a course of proposed action. Submit any necessary approvals from relevant authorities for the treatment and disposal of this groundwater."
"8d51f0bf-fc49-5f9e-a37f-25e476829d60","","checkpoint-status","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","2.0 Bulk earthworks - cut","• The in-situ material shall be ripped to a minimum depth of 150 mm, loosened and broken down to a maximum particle size of 50 mm. Any rocks or boulders larger than 50 mm shall be removed and any resulting depression shall be backfilled with approved material and such backfilling together with the loosened material shall be reworked and compacted as specified to the Cut Floor Level in preparation for test rolling."
"f5f4051a-d6fc-5b91-b255-0e3cf16180c4","","holdpoint","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","2.0 Bulk earthworks - cut","Request Sign Off"
"06951491-ef85-5062-9c60-454b0c888c9d","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","2.0 Bulk earthworks - cut","• Compaction Scale B, CBR and Swell Testing per lot (3 tests per lot). Has the subgrade been adequately compacted achieving a mean value density ratio of 98% Standard?"
"e7151a21-432b-5b33-a6e8-f2186d0f2f38","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","2.0 Bulk earthworks - cut","Request Sign Off"
"eb3c53b9-2e47-55fc-9fc2-78962b5f39cd","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","2.0 Bulk earthworks - cut","• Does the layer withstand test rolling without visible deformation or springing?"
"b2d7eadc-7664-5935-8425-e98976cf0668","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","2.0 Bulk earthworks - cut","Request Sign Off"
"d594d489-2253-56cd-a4a0-72926448c478","","checkpoint-status","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","2.0 Bulk earthworks - cut","• What quantity of soft, wet or unstable material is present?"
"42753aaf-c0fa-59e7-97ea-e78dcc567d88","","checkpoint-status","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","2.0 Bulk earthworks - cut","• Has rectification process been submitted to the Superintendent for review?"
"affcbd22-9bd6-5955-8c92-c5e5ed2c8e25","","holdpoint","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","2.0 Bulk earthworks - cut","Request Sign Off"
"f6f52e03-76db-5909-8b6a-7b6a8f311e89","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","2.0 Bulk earthworks - cut","• Visual inspection to confirm that surface is a smooth, hard, tightly bound surface, free from depressions capable of holding water. Material within 150 mm of subgrade shall be maintained such that its moisture content is not less than 70% of optimum moisture content prior to the placement of any pavement layer."
"5c0131bf-aa35-56e8-9879-5913827443c6","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","2.0 Bulk earthworks - cut","Request Sign Off"
"30a12b26-17e4-5ddb-9e52-237fdc7e1a6e","","checkpoint-group","pass","","","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","3.0 Bulk earthworks - fill"
"4ae5704b-3777-5026-ac9f-95fe74b2419e","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","3.0 Bulk earthworks - fill","• Does the stripped surface to be filled withstand test rolling without visible deformation or springing?"
"ddb2c9fa-40fe-50e8-8c72-a96ca39b6b9a","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","3.0 Bulk earthworks - fill","Request Sign Off"
"2cccee5c-2364-56e7-9222-ea8765464895","","checkpoint-status","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","3.0 Bulk earthworks - fill","• What quantity of soft, wet or unstable material is present?"
"b884e7e7-c5c1-5204-b522-c96ba2dda342","","checkpoint-status","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","3.0 Bulk earthworks - fill","• Has rectification process been submitted to the Superintendent for review?"
"43c09d4d-0f67-5fd2-a99b-f27316e11821","","holdpoint","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","3.0 Bulk earthworks - fill","Request Sign Off"
"f18eeebb-e144-52a8-92b0-cb2bb85b5424","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","3.0 Bulk earthworks - fill","• Has adequate water been added to the stripped surface to ensure adhesion to the next layer?"
"7d424431-6df6-5d3f-a4a4-e06dc567f81b","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","3.0 Bulk earthworks - fill","• Has fill been placed in maximum 200mm compacted layer thickness?"
"30a9ede2-68d8-5b31-accb-b8b9caeb5cee","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","3.0 Bulk earthworks - fill","Request Sign Off"
"5f693dee-6b04-5e18-9218-98e709d48133","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","3.0 Bulk earthworks - fill","• Has the material maintained at optimum moisture content (>80%), with additional water being added if required during compaction?"
"43392268-70cd-5ee5-a05b-e2edf8e5e79e","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","3.0 Bulk earthworks - fill","• Compaction Scale B (6 tests per lot) Has the layer been adequately compacted achieving a mean value density ratio of 98% Standard?"
"262c5d7e-86f4-5f47-b08e-5198a5219abc","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","3.0 Bulk earthworks - fill","Request Sign Off"
"82d8fdad-bd55-5d92-aa2e-92a69f1cbe71","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","3.0 Bulk earthworks - fill","• Has the material properties testing (CBR / Swell / Grading / PI / LL / Permeability) been undertaken for the first lot of material placement and satisfies the VicRoads requirements as per Table 204.041? If the first lot of each fill satisfies the specified post compaction requirements, every second lot of like material and work will be tested"
"7e81dab1-53df-5315-ad82-c63ca545178c","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","3.0 Bulk earthworks - fill","Request Sign Off"
"0228b0f2-1b8d-5809-a0a6-c07b5592dece","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","3.0 Bulk earthworks - fill","• Does the layer withstand test rolling without visible deformation or springing?"
"64dbd215-f769-5476-8b6c-d8ee9e9cbb7c","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","3.0 Bulk earthworks - fill","Request Sign Off"
"3e72b8aa-ccaa-55b0-83da-2cca89fa13a0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","3.0 Bulk earthworks - fill","• What quantity of soft, wet or unstable material is present?"
"d38f4bde-1cc7-5069-9f5b-95ef81d46bb0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","3.0 Bulk earthworks - fill","• Has rectification process been submitted to the Superintendent for review?"
"f0b42bec-a6a2-59f9-b98e-3c462dd68963","","holdpoint","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","3.0 Bulk earthworks - fill","Request Sign Off"
"bbc295e4-40d5-50b2-90e5-078e1268d89d","","checkpoint-group","pass","","","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","4.0 Conformance check"
"75d8eccb-cf3d-54d4-806f-74b1b54390fc","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","4.0 Conformance check","• Has the pavement been constructed at the correct width and alignment as detailed in the construction drawings?"
"e11bbc2f-4a1e-5c5c-8097-c71b5c3fe298","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","4.0 Conformance check","Request Sign Off"
"40798789-27fb-578b-b978-87498f558035","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","4.0 Conformance check","• Has the prepared subgrade been surveyed in accordance with and verifying specified requirements? Mean Range: +5mm to -25mm Standard Deviation: Maximum 15mm"
"5718cfb9-f879-54f8-8a32-02d3b0845d3f","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","4.0 Conformance check","Request Sign Off"
"cd75c29f-8dc6-5c69-b8c7-e42c00b28f8f","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","4.0 Conformance check","• All Test reports received and reviewed."
"e7c1ace3-a278-5f85-86c8-9c6f3a8b0eb6","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","4.0 Conformance check","Request Sign Off"
"b4f06ee9-5ca0-5132-807a-ef573c570710","","checkpoint-status","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","4.0 Conformance check","• All Product Non-Conformance(s) recorded and closed (if applicable)"
"148c7bb6-5b4c-52fb-a8d8-73bfd312f4a6","","holdpoint","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1","4.0 Conformance check","Request Sign Off"
"36cc9ead-a5ba-4ef5-b9a0-dbb67973a367","","folder-normal","pass","","step","TRUE","FALSE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works"
"a9929284-25af-4b77-975d-be836dd31a50","","checklist-sectioned","pass","SYM-ITP-002 - Flexible Pavements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)"
"8b216cf3-e9b7-5ad6-a7a2-657b1bd00859","","checkpoint-group","pass","","","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","1.0 Preliminaries"
"f6bc5c04-87cc-5cbe-abad-188b70465b49","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","1.0 Preliminaries","• Has the work area been set out for line and level?"
"8938dd2d-0eee-5a40-a8d6-a1e47762f5b4","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","1.0 Preliminaries","• Has the previous layer passed acceptance criteria?"
"b32e9a7e-c6b2-559d-a294-7a09e267f2c2","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","1.0 Preliminaries","Request Sign Off"
"6c4b24ed-683e-5e8e-86b7-3148f51b7021","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","1.0 Preliminaries","• Is the correct material being used?"
"4daba1e1-3d5b-5d18-a362-5e896fbfcc8c","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","1.0 Preliminaries","Request Sign Off"
"46ecb4df-c04b-5398-aec1-988bb708e69d","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","1.0 Preliminaries","• What is the lot size?"
"5bdfd2ea-0668-5bb5-9d9d-955d685decf7","","checkpoint-group","pass","","","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","2.0 Pavement Construction"
"d22140c7-a94b-5d25-98b7-a8fb32103d1d","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","2.0 Pavement Construction","• Is the pavement intended to be Lower Subbase or Upper Subbase?"
"823d85d2-060f-550d-b5bb-e955db022fb2","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","2.0 Pavement Construction","• Transverse - Offset by not less than 2 m to any underlying pavement layers."
"1788d4b9-b774-50be-a87c-fe3d2af16f8a","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","2.0 Pavement Construction","• Place and compact layers so that the surface finish is smooth and uniform."
"cc824072-bee4-5e58-ba99-02fb5c4b2946","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","2.0 Pavement Construction","Request Sign Off"
"06cc7567-090f-5b41-b735-dc68c576f5e7","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","2.0 Pavement Construction","• Has the material maintained at optimum moisture content (>85%), with additional water being added if required during compaction?"
"8834cffa-21c4-5f6f-b3b9-8db187302798","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","2.0 Pavement Construction","• Area shall withstand test rolling without visible deformation or springing."
"6eff45ee-4b43-576b-9808-d7b3513d7e95","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","2.0 Pavement Construction","Request Sign Off"
"b432ae6c-dda3-5515-b0f6-15350ea430e0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","2.0 Pavement Construction","• What quantity of soft, wet or unstable material is present?"
"de532e74-8121-58c9-b461-edf72394d6bd","","checkpoint-status","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","2.0 Pavement Construction","• Has rectification process been submitted to VicRoads for Review?"
"2b4d2b4f-fb73-56e4-b978-d8df7f594ce5","","holdpoint","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","2.0 Pavement Construction","Request Sign Off"
"81148dfb-bed0-5644-b065-d9fe75db5b03","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","2.0 Pavement Construction","• Surface of each compacted layer in good order/condition & free from contamination until the subsequent pavement work is to commence."
"956ce573-bf0a-5b60-b33d-09ba9e332b6d","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","2.0 Pavement Construction","Request Sign Off"
"19c56fe3-f9ca-5a95-9748-12f51c625f67","","checkpoint-group","pass","","","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","3.0 Testing"
"02ba2f9b-bee0-53eb-a0de-192b2ee8d267","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","3.0 Testing","• Characteristic Density Ratio % (six tests per lot): Not less than 98.0% Modified (Scale A)"
"e590332d-cb69-51f3-88ab-a35dff70aa80","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","3.0 Testing","Request Sign Off"
"ee1fbe29-4059-5c35-987c-d3c63795535f","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","3.0 Testing","• Test every lot for acceptance until three consecutive lot of like material and/or work have passed the requirements."
"f62f42a5-e472-5553-8de9-eafe1a180b14","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","3.0 Testing","Request Sign Off"
"92d8b121-b03e-5941-abcb-d1dacda8c1d1","","checkpoint-group","pass","","","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","4.0 Completion"
"41ed043a-fcbb-556d-89ad-8f57801dbe2f","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","4.0 Completion","• Surface after completion shall be smooth and uniform, free of segmented areas and conforming to grade, thickness and cross-section shown on the drawings."
"1167531f-b2e2-5046-84ab-89400a93aa93","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","4.0 Completion","Request Sign Off"
"910b6007-97d2-5c7a-bcae-241621d71ef6","","checkpoint-group","pass","","","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","5.0 Work Lot Close Out"
"125eb91e-16bb-5787-a5ad-cb174b14a6ba","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","5.0 Work Lot Close Out","• All Test reports received and Reviewed as per Requirements for Testing and Acceptance of Surface Level Measurement, Compaction and Post-compaction Gradings and PIs (Clauses 304.06, 304.08, 304.10 and 304.11)"
"cf39a60c-44f2-5e33-82b9-eb2d931bb0d0","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)","5.0 Work Lot Close Out","• All Product Non-Conformance(s) recorded and closed (if applicable)"
"dd487ce0-40ed-4ce4-b5e0-6a2fc182139b","","folder-normal","pass","","step","TRUE","FALSE","Construction","STAGE 2.1","Zone 6B","3) ITP-003 - Asphalt & Sealing"
"77f5902c-049a-41cf-98e4-d48be0e7a783","","checklist-sectioned","pass","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-6B-1 ( Bike lane BC lot 1)"
"acf7ebaa-e54e-5c3a-9201-3642ca7ac67e","","checkpoint-group","pass","","","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-6B-1 ( Bike lane BC lot 1)","1.0 Pre-start activities"
"48bfb5e0-3dce-5e46-94dc-3d7c59b18c96","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-6B-1 ( Bike lane BC lot 1)","1.0 Pre-start activities","• What is the lot size?"
"678814f2-0be9-52a9-9f66-c52d8867fb61","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-6B-1 ( Bike lane BC lot 1)","1.0 Pre-start activities","• Is the asphalt mix design considered “General” and does it conform with VicRoads Section 407? Has mix design been approved by CYP D&C JV?"
"5cd9ec88-d6cc-55c7-99aa-40178faf8208","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-6B-1 ( Bike lane BC lot 1)","1.0 Pre-start activities","Request Sign Off"
"16b79046-d4d3-55fa-afa1-17f2c1d8461b","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-6B-1 ( Bike lane BC lot 1)","1.0 Pre-start activities","• Has the previous layer passed acceptance criteria?"
"bb02f1da-fb55-52cf-8b70-3b00e8b7f974","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-6B-1 ( Bike lane BC lot 1)","1.0 Pre-start activities","Request Sign Off"
"a16c1a5e-ae09-5373-a993-05802844d364","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-6B-1 ( Bike lane BC lot 1)","1.0 Pre-start activities","• For intermediate and base courses surface to be above 5 degrees Celsius. For wearing course installation, surface to be greater then 10 degrees Celsius. Has the above criteria been met?"
"61f25559-58df-576c-bb94-3c6627fa25b7","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-6B-1 ( Bike lane BC lot 1)","1.0 Pre-start activities","Request Sign Off"
"b14ddf6e-a853-588e-b35b-08edbb42bbf0","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-6B-1 ( Bike lane BC lot 1)","1.0 Pre-start activities","• Have the existing pits been raised/lowered to meet the surface level of Asphalt?"
"9c1b8700-3ed2-550e-9a0f-27b90b0f30a7","","checkpoint-group","pass","","","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-6B-1 ( Bike lane BC lot 1)","2.0 Hot Mix Asphalt Installation"
"68a4545b-369d-5e74-a537-858d135e29d7","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-6B-1 ( Bike lane BC lot 1)","2.0 Hot Mix Asphalt Installation","• The placement of asphalt on the sub-base or granular base for a new pavement or for an overlay of an existing bituminous surfaced pavement shall not commence until approval to proceed is obtained from CYP D&C JV."
