"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"27620973-575d-48b5-81f1-cd5e5a7dfe3f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"a8b76dfc-9074-4448-b2a3-40d9ae7ea995","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge"
"763e381f-9dcf-4baf-869d-9081cf5ca916","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","B3"
"28e39c01-93d7-42cc-a38f-3101ec7f94e1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","B3","Wet Fire"
"28bc6305-f0a7-4cce-9d19-4a65aa56e365","","checklist-sectioned","not-started","ENT-004 - Sprinkler rough in and fit off","checklist","FALSE","FALSE","Site QA","City Edge","B3","Wet Fire","Sprinkler Rough In & Fit Off"
"acf941c5-ecae-50ee-a0e0-cbae6fd57ed5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B3","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start"
"ce0c9a83-b6b4-5dc7-921c-f0bc21e889f2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Sign-Off","Work(s) completed to specification/drawings & Area left clean/tidy - Builder final signature to be attached below if applicable"
"b02faae5-498b-47ba-a9f0-0d304cee14a9","","checklist-flat","not-started","ENT-009 - Pressure Test Report","checklist-flat","FALSE","FALSE","Site QA","City Edge","Level 3","Zone B","Wet Fire","Pressure Test Checklist"
"447b7903-6850-546a-8df1-b9db7b780989","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Wet Fire","Pressure Test Checklist","Test Details & Results"
"6365a954-d4a6-5cab-b032-1219a1e8250f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Wet Fire","Pressure Test Checklist","Sign-Off Test completed to specification/drawings & Area left clean/tidy"
"1dd2d31a-bda9-4d05-9412-8bc5b898e4a5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","Level 3","Zone B","Dry Fire"
"78765a8b-f5da-433c-8e2f-126446ab9e29","","checklist-sectioned","not-started","ENT-013 - Fire Electrical rough in and fit off","checklist","FALSE","FALSE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off"
"32e3660c-85ac-5bb1-8677-2f6c4a6ad951","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start"
"951a1982-d176-5941-88e8-06c965276234","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Specification reference checked"
"01a335f3-2f14-5f82-9bba-3d1cfd77f3fb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Area clear, tidy and accessible"
"5f68f9d5-2a3e-5981-a253-03bca37eca98","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Cable/Conduit/Tray"
"6b9a0d71-64f4-5a56-812d-876efcfd42b9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Fire Devices"
"61831300-e2ad-5301-8cc1-47302f353415","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In"
"75fec0a4-a9a7-555f-acb5-5bd66e1465b2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Correct cable used (eg Fire rated as required)"
"e2cef679-66b2-526c-8dea-fe5ec81ffe5b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Cable Support"
"9f444b83-35b7-5cad-b040-2f5ebb64f633","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Segregation from other electrical services"
"2f798bfb-ad5a-58cf-9f27-13bcca5cea27","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Type of cable fixing and spacing"
"c2e18edc-333e-590b-8662-6818266ce7f5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","No cable joins between equipment"
"dac3fdf3-cc04-52fc-8782-5c6052c7a95d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Conduit type"
"c76fd84c-1f8a-50d4-aab0-47977f3a87d4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Conduit fixings"
"4ffa13a4-f31f-50f0-bf7f-5f708275267a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","MASDS"
"326789ff-3e3d-5083-b954-271f1022d070","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off"
"6eb7a24b-b023-57fe-88ab-2e5b5a7feed9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Sensor locations as shown on drawings"
"108d653b-4b00-5ffd-99a4-49c9b5e0c699","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Warden intercom phone locations"
"9c717fd3-2db8-5509-96fc-4dbb88bfc9ed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Break glass alarm located per drawings"
"9502222f-6a7c-592c-9e3a-fce26363f149","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Hold open devices located per drawings"
"e9946a5e-9c7f-580e-a561-cc3e40ddbe83","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Interface with Mechanical services"
"df6e82a3-45e7-52bf-a982-9cd1d48cc363","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Interface with DDC"
"0af11ce5-1013-5148-9322-3f7b204d2324","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Sensors fixed correctly"
"1236c133-b45c-5c20-ac4c-aac42cd7795f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","FIP installed & connected"
"6973b569-471c-5bbd-bc67-3f32d20600b3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Connection of system to Tyco for Monitoring"
"94a21d3d-ccba-51f1-a790-2bd649653669","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","MASDS Panel Fit Off"
"b8ab5635-9432-53c1-a75a-5af310e1349b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Strobes"
"aa67761c-3d7c-50c0-9544-e0d3d7453502","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning"
"737e6120-5276-5fd4-99d8-9d7a6337bd2b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","Confirm all devices indicate at FDCIE"
"493fa16d-02c0-5060-a8b3-d0e1b4d291dd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","Confirm operation of all ancillary functions from FDCIE"
"914d2abc-d31c-598d-895e-d64df9fdffb9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","FDCIE. Operate each alarm test, isolate and reset for each alarm zone"
"5123a98c-dab3-5f1d-8f9c-22cddaa74178","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","ASE. Confirm the master alarm facility receives all alarms"
"0549e9b4-68bb-5d0b-9ee3-d8c13e4de66c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","ASE. Confirm the master alarm facility receives all alarms"
"bcd3df5f-8636-53c9-84d8-4e7738194f2b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Sign-Off"
"c9af0aeb-9a6b-5a31-85df-b64891ccccfb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Sign-Off","Work(s) completed to specification/drawings & Area left clean/tidy - Builder final signature to be attached below if applicable"
"7b0e55af-beb2-4f60-bb68-afe691f1dc53","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","Level 3","Zone C"
"63c9d81e-9742-46de-acdf-e2b8c1e8ad61","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","Level 3","Zone C","Wet Fire"
"0ea8e292-18a7-4e90-83c6-a53f77857d6c","","checklist-sectioned","not-started","ENT-004 - Sprinkler rough in and fit off","checklist","FALSE","FALSE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Sprinkler Rough In & Fit Off"
"96b00d56-148b-5848-b834-7bbd8e9ec1b8","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start"
"ae1063b3-0c5d-5331-996a-cae414d9f854","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start","Specification reference checked"
"b15806ae-1540-57bc-8321-6ef7e033d3d0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start","Pipe + Fittings"
"8f10b2cf-60ca-5566-9a4e-57f77c46cc96","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start","Sprinklers"
"d7a69e76-3abd-5c35-93f8-0be78f771a58","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In"
"86771ec3-bc1a-5cff-99e6-e1373eef818b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Mains & branches installed to drawing"
"0d978b50-dc49-5812-98bf-34da3260a84b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Hangers Location"
"0961602f-6f9d-5be0-955c-50b3c16990ae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Concealed spaces sprinker heads installed"
"b589e68c-aebe-53ac-b464-19f83c9b2ec0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Outlets capped"
"1bd61f78-90be-5b53-b0f1-0b59c68fa091","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Pressure test carried out"
"271a3953-bf3e-5298-bfb1-051d7905555d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Pentrations sealed"
"99d6e99b-055b-5d2d-a942-52ddb2fb1f76","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Installation Fit-Off"
"b1195563-c1b9-5783-bd1c-72188e74f106","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Installation Fit-Off","Sprinkler heads fitted to final locations as per coordinated RCP"
"93caddea-4fcf-51ff-9ff4-0da1c531bdb3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Installation Fit-Off","Pressure test fit off"
"fc4b1e0e-8e1f-5c6a-acbe-0113fc5349db","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Sign-Off"
"f27c041c-354a-511e-8237-a4c196a3d53b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Sign-Off","Inspected by Independent Certifier - Signature attached below as applicable"
"b5acea85-23c0-4f20-941a-2734164ce200","","checklist-sectioned","not-started","ENT-006 - Hydrants & Hosereels rough in and fit off","checklist","FALSE","FALSE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off"
"34a7867c-219d-5f9c-a6b9-a71875d9acc5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start"
"7f05e8a4-1099-5ff7-8f1b-a33d6e425644","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Specification reference checked"
"ce78a7b2-09cc-542f-a3a1-32254e002234","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Area clear, tidy and accessible"
"9bc30b05-a2f6-5fb5-bace-0d19fc87281e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Pipe + Fittings"
"294fd547-25b4-51ba-9868-1de0b2429467","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Hose Reels / Millcocks"
"91626821-05b0-5273-a846-9d259d54f371","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In"
"03737704-b2b2-5164-b3af-568bbcba657b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In","Mains & branches installed to drawing"
"091527b8-4de3-55c3-9f42-c37ef78d059f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In","Hangers Location"
"9471cd0b-74a2-5e3a-8a51-298a127fd639","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In","Pentrations sealed"
"1ebfc284-355b-5ae0-88b3-b2d976722b0b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off"
"85b51f7c-e725-5c94-9638-9d9433bdf02c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Hose Reels (Minimum Clearances)"
"e5537108-4242-54b9-8f63-384eeb28ef44","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Millcocks (Minimum Clearances)"
"d420ae5f-b50e-5dc8-ab7d-80cb9db4f3c6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Pressure Test"
"8855b68b-ce55-5a20-baf6-1d49ed69b899","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Pipe Identification Labelling"
"6b4d2497-2fbc-5c4e-beee-1b0aa1653c57","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Statutory Signage"
"734648ad-1ba1-51d6-80e2-9777987ae970","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning"
"1dc6ff2f-b3d5-539b-b1c6-00c60be28fc3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning","Flow Tests"
"b880fc51-d650-5f35-93a5-882547c7b4c4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning","Certification"
"2a7119da-07b4-5d12-82b3-0497d519f6b1","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Sign-Off"
"5e123ee3-80b2-5719-93ef-a32b1eafee13","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Sign-Off","Work(s) completed to specification/drawings & Area left clean/tidy - Builder final signature to be attached below if applicable"
"169b82f4-ef17-4f16-a0ec-4bdf78b6d87a","","checklist-flat","not-started","ENT-009 - Pressure Test Report","checklist-flat","FALSE","FALSE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Pressure Test Checklist"
"028173c2-c213-58e7-abbb-8eab4be63cf7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Pressure Test Checklist","Test Details & Results"
"e272def7-f909-5ecf-a4cb-53c7f76e2849","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Wet Fire","Pressure Test Checklist","Sign-Off Test completed to specification/drawings & Area left clean/tidy"
"62eb7e57-7138-4035-8d16-82b6a1d935a6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","Level 3","Zone C","Dry Fire"
"6259ab19-8d52-44b6-b9af-c10be3eb0a32","","checklist-sectioned","not-started","ENT-013 - Fire Electrical rough in and fit off","checklist","FALSE","FALSE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off"
"799410e7-6e36-5707-a668-853a6725bf35","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start"
"d96953d0-fcc9-5b45-822d-770bb1429f71","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Specification reference checked"
"995e7952-4dc3-5011-afe5-fca96d5252af","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Area clear, tidy and accessible"
"4366ac41-8d11-5970-a69d-0793312ca995","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Cable/Conduit/Tray"
"e990eb50-b956-5b3c-bdf1-e1a15fba8896","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Fire Devices"
"e78128bf-437c-5981-99ac-e5f7f67dabe2","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In"
"94d331e0-f7f3-54cc-b2f9-a22c8cf8dfe7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Correct cable used (eg Fire rated as required)"
"e6e6414c-01bf-55da-a29c-7d15571efbb4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Cable Support"
"5efaa5ae-22c1-55fd-ab79-28622cd722be","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Segregation from other electrical services"
"2e4f9236-8dea-504b-93a5-a21dba233b4a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Type of cable fixing and spacing"
"f4525da8-f1e7-5569-b614-51ad844473df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","No cable joins between equipment"
"41188a9e-3d65-5641-a8ff-af3ef9aa3972","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Conduit type"
"305c58a7-569d-54ab-887b-55984a642fc9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Conduit fixings"
"f733cf1a-7e25-5043-b889-e7bfa9942e8a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","MASDS"
"0a9d0473-5d8a-5006-92a3-b7f65ca823b3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off"
"1c8872ce-abce-53d1-a282-78cc9504effa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Sensor locations as shown on drawings"
"16b4e667-094e-5ccd-88df-d336bc900993","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Warden intercom phone locations"
"52494aad-e4fd-5187-ad58-90453e8b1886","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Break glass alarm located per drawings"
"87c928d9-ec22-59cb-8f4c-91c4219736ff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Hold open devices located per drawings"
"989025ae-f6cd-56c2-89c0-c58a36ecfa94","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Interface with Mechanical services"
"c1e843a1-9571-57fe-b48b-77a5d632d81f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Interface with DDC"
"f39bf2c8-dfb3-5ae5-b4e9-0f0ea37f3f8f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Sensors fixed correctly"
"6bd868fe-dd2e-57f2-83c3-d1fa443692e0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","FIP installed & connected"
"ff27fcf5-f9ab-5838-b593-1fed144ecadc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Connection of system to Tyco for Monitoring"
"c5d52aab-9e28-5ed2-8b45-fe2005b662d6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","MASDS Panel Fit Off"
"aa476bbf-475c-55a5-bfd5-354237076176","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Strobes"
"a9307e5d-8ced-5048-8214-f8a21354b4ff","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning"
"2fadbeea-a5c9-5847-970c-39904fefaa5f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","Confirm all devices indicate at FDCIE"
"85b9e844-c4e6-52b7-9790-c8534eb99dfa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","Confirm operation of all ancillary functions from FDCIE"
