"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"65348e06-f5cb-446a-b899-db5e274a5674","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-start","checklist-flat","FALSE","FALSE","Overall Pre-start"
"f7378309-bb8c-5f1a-9a74-d8061f3d82a9","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-start","Overall Pre-start"
"41d351d1-28c0-5b2e-8124-7b634df62af8","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","System information:"
"cff59ae0-3f52-5d76-896d-b9180ac327e4","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","SSP Attached"
"34b69f5f-9202-5987-be9f-4b4eb062ab1e","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Task Analysis Attached"
"2f757f5b-73f2-5480-9edf-0590a550a9ca","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","Relevant Drawings Attached"
"88ad302b-ea28-5d32-b832-2fef6d9620b4","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Pre-Start Photos"
"60d7fabc-028b-4253-bfab-7d0599ae9cc2","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"9a35beb7-ef18-4516-88b8-98db53abc0f7","","folder-normal","not-started","","step","TRUE","FALSE","QA","RoofSafe Cable Systems"
"88e4cd86-afcb-4999-b24b-011e344ffbf9","","folder-normal","not-started","","step","TRUE","FALSE","QA","RoofSafe Cable Systems","1No RoofSafe Cable System - Line 01"
"51de5436-c487-477f-8895-d39fc1bc4d5d","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","1No RoofSafe Cable System - Line 01","Pre-Fit Off Checklist"
"91e37fe3-cac0-5960-9e14-18e5b19facc0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 29","Confirm the structure is in accordance with the details supplied by PBI"
"f4d7a233-99af-5ae0-acce-66a62c24a711","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 29","EMAIL PM"
"1c7c4469-3ea7-5f5b-9e5f-883d9428d20b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 29","Required number of photo(s) taken of installed anchor(s)"
"cfc5c5f8-f62f-5d4f-b63f-4125fb2b5fd8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 29","Installed as per PBI drawings supplied and manufacturer's requirements"
"e6e18f79-6327-48b7-aff6-ed2ec8e03a43","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 30"
"8221134b-06b7-556c-add8-0d2895903095","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 30","Confirm the structure is in accordance with the details supplied by PBI"
"6f4e1a74-d51e-5531-8437-83e869526afe","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 30","EMAIL PM"
"f14abf05-2d6f-5bd7-a244-7f41515fb615","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 30","Required number of photo(s) taken of installed anchor(s)"
"69634e41-53cc-5599-95fd-6952a086401e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 30","Installed as per PBI drawings supplied and manufacturer's requirements"
"208afc7c-c73a-415b-bc94-d9ca6b1af253","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 31"
"b7d08f08-8157-5469-9951-6c3cf8310a9a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 31","Confirm the structure is in accordance with the details supplied by PBI"
"8e58e85e-a74c-54cb-a3ca-c087fe833644","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 31","EMAIL PM"
"8f824948-e53d-52bc-a0ab-86b49c220afe","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 31","Required number of photo(s) taken of installed anchor(s)"
"c8204123-d36c-5f76-a660-be2f3e8124b5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 31","Installed as per PBI drawings supplied and manufacturer's requirements"
"4f5748e3-65d6-4825-bbfb-024dfd14d6d2","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 32"
"4da36084-ab7a-5456-a4c4-f3fd77c16c9b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 32","Confirm the structure is in accordance with the details supplied by PBI"
"0dfd264d-ed8d-52d7-a512-2c57906ebe73","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 32","EMAIL PM"
"42548136-75a1-51c3-81dd-026df8533c3c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 32","Required number of photo(s) taken of installed anchor(s)"
"da48af8f-c19b-51a2-a3e7-f199872fc0df","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 32","Installed as per PBI drawings supplied and manufacturer's requirements"
"3024ac88-9cde-421d-8d69-58438fd0e81f","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 33"
"4e134d45-868f-5d04-aaf4-0f3cc998b61e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 33","Confirm the structure is in accordance with the details supplied by PBI"
"6358358c-f576-5f23-9855-659a1553932c","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 33","EMAIL PM"
"4f5b16a2-eb75-569b-a6c4-40424a0a89aa","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 33","Required number of photo(s) taken of installed anchor(s)"
"770a00d5-e70a-5ed5-ad0e-09bfb34ee3be","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 33","Installed as per PBI drawings supplied and manufacturer's requirements"
"ed628145-22a9-46e7-acd5-0ebc9caf1ee1","","folder-normal","not-started","","step","TRUE","FALSE","QA","Anchor Points","2No AP Type 02 - Fall Arrest Anchors with First Man Strop up"
"8fd278ba-b165-4862-933b-5856e25a2c8c","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Anchor Points","2No AP Type 02 - Fall Arrest Anchors with First Man Strop up","Pre-Fit Off Checklist"
"0022835f-2ed2-5f04-8b8d-ccef1129b039","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","2No AP Type 02 - Fall Arrest Anchors with First Man Strop up","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"7e8452e1-356a-573a-9ba1-9a31cd25d361","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","2No AP Type 02 - Fall Arrest Anchors with First Man Strop up","Pre-Fit Off Checklist","EMAIL PM"
"d130c87f-cf75-56ff-ba10-90dcdb91328d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","2No AP Type 02 - Fall Arrest Anchors with First Man Strop up","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"6743204f-8f35-5e77-a95d-a50538fdcfc2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","2No AP Type 02 - Fall Arrest Anchors with First Man Strop up","Pre-Fit Off Checklist","Photos taken"
"3bd2096d-c815-4944-aad0-688457aa39a8","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","2No AP Type 02 - Fall Arrest Anchors with First Man Strop up","Fit Off Checklist - Anchor 01"
"ecfac800-0466-5f13-929b-ce676882f50f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","2No AP Type 02 - Fall Arrest Anchors with First Man Strop up","Fit Off Checklist - Anchor 01","Confirm the structure is in accordance with the details supplied by PBI"
"02ffec7c-9150-5a3f-9f98-c9dfda66cb96","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","2No AP Type 02 - Fall Arrest Anchors with First Man Strop up","Fit Off Checklist - Anchor 01","EMAIL PM"
"599fef33-049c-53a9-aba5-5c2df1ae7ba9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","2No AP Type 02 - Fall Arrest Anchors with First Man Strop up","Fit Off Checklist - Anchor 01","Required number of photo(s) taken of installed anchor(s)"
"62559bd1-ed4d-5f2c-a737-03be01d5e4a5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","2No AP Type 02 - Fall Arrest Anchors with First Man Strop up","Fit Off Checklist - Anchor 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"be9341fa-be4a-4cf5-bb8e-fa8725f032b3","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","2No AP Type 02 - Fall Arrest Anchors with First Man Strop up","Fit Off Checklist - Anchor 05"
"e7ef8241-8ca2-545a-af92-0aac7eaa8633","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","2No AP Type 02 - Fall Arrest Anchors with First Man Strop up","Fit Off Checklist - Anchor 05","Confirm the structure is in accordance with the details supplied by PBI"
"80b1eb36-4f9e-5592-89e1-494ec7051767","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","2No AP Type 02 - Fall Arrest Anchors with First Man Strop up","Fit Off Checklist - Anchor 05","EMAIL PM"
"5a9e5bdc-f281-5520-b8fa-94b96ac1d269","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","2No AP Type 02 - Fall Arrest Anchors with First Man Strop up","Fit Off Checklist - Anchor 05","Required number of photo(s) taken of installed anchor(s)"
"00e7b8b3-7ae3-528c-bf1e-d21236bd0752","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","2No AP Type 02 - Fall Arrest Anchors with First Man Strop up","Fit Off Checklist - Anchor 05","Installed as per PBI drawings supplied and manufacturer's requirements"
"836e1b5d-2be9-450a-b368-cb146b05329c","","folder-normal","not-started","","step","TRUE","FALSE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors"
"fbd8e5d0-7448-4bdc-8cb5-bcd1a8f0995a","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Pre-Fit Off Checklist"
"687a1a14-33ea-578a-b5fb-37f2ca0e6259","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"84f2c85a-68f8-5880-9ca8-e28f4716f601","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Pre-Fit Off Checklist","EMAIL PM"
"93efe6e9-462e-58ae-a0a7-9b34df5a254f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"b11f6666-cda7-5ee6-aaf3-3b01e9d456b6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Pre-Fit Off Checklist","Photos taken"
"30f8cd87-5a88-4398-899e-28330a2de5fe","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 35"
"342586bd-3ab5-5fd8-b5a6-81c8a85d60f6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 35","Confirm the structure is in accordance with the details supplied by PBI"
"709cc4ae-54a6-578e-9d3d-a1d6cb535bb0","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 35","EMAIL PM"
"f0cf57d1-a318-5bcd-91b3-b689da688d69","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 35","Required number of photo(s) taken of installed anchor(s)"
"0520c0f3-8796-595d-b097-28df6e83ef0a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 35","Installed as per PBI drawings supplied and manufacturer's requirements"
"21fb43eb-dc8d-4a01-b2a9-a9de919d00a0","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 36"
"77dca23e-0ecc-5b39-b8d9-40c787f562ca","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 36","Confirm the structure is in accordance with the details supplied by PBI"
"09c3a283-ad76-5545-a4f2-3b7bd3434319","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 36","EMAIL PM"
"012e592e-8409-58a3-904f-ef47ed656f29","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 36","Required number of photo(s) taken of installed anchor(s)"
"efe6b2b3-5482-5c3b-bda6-f5a1b0dc985c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 36","Installed as per PBI drawings supplied and manufacturer's requirements"
"41dfff63-7aaa-40e7-9fd0-0c5648124151","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 37"
"29e2f662-78e8-5c3b-a8fa-d5f2bbebba7c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 37","Confirm the structure is in accordance with the details supplied by PBI"
"3c6c23ee-7ae6-556b-90b2-780d42b593a9","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 37","EMAIL PM"
"158622e9-50c1-5ad2-b719-9f7b280f820b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 37","Required number of photo(s) taken of installed anchor(s)"
"1ba71fc8-e925-5b04-880a-e310ab179e30","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 37","Installed as per PBI drawings supplied and manufacturer's requirements"
"95531c68-fe66-460f-b4ed-6310a608400d","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 38"
"b42a2349-0fc6-5428-b8cb-62259fea1a11","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 38","Confirm the structure is in accordance with the details supplied by PBI"
"cd6ce45f-ebf1-54f2-b22b-48af40e9e484","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 38","EMAIL PM"
"bf525143-4924-5fe3-ac94-ff0ca4d49f16","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 38","Required number of photo(s) taken of installed anchor(s)"
"b3a5b8a0-9637-548e-a7d2-de6a8e669d15","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 38","Installed as per PBI drawings supplied and manufacturer's requirements"
"ba6ee1dc-911d-41d4-abbb-0d8ec21a817f","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 43"
"0edf2518-49dd-5cf3-a4e5-e92613851302","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 43","Confirm the structure is in accordance with the details supplied by PBI"
"c6a48818-0728-5ed3-b526-c012d7b7e2e0","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 43","EMAIL PM"
"58b56a08-f1a5-5279-a2d2-8f0aed1813c9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 43","Required number of photo(s) taken of installed anchor(s)"
"c37265a2-c8d1-51de-8242-45a716040241","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 43","Installed as per PBI drawings supplied and manufacturer's requirements"
"8a01e27b-437c-4a29-8bc7-b26bde963d93","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 45"
"dc370e57-df0c-5d61-a355-25024fa983d9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 45","Confirm the structure is in accordance with the details supplied by PBI"
"553432d4-808b-5dc5-8b39-89be853c21da","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 45","EMAIL PM"
"b16622fd-c948-5aa1-8b7d-3855d2031b81","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 45","Required number of photo(s) taken of installed anchor(s)"
"7e8f1359-a990-563e-b06b-7498acf85931","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 45","Installed as per PBI drawings supplied and manufacturer's requirements"
"4d89ef8d-97d7-4c69-a11e-194d92884908","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 46"
"26c8d5d7-1795-5214-bb92-1f105015bad3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 46","Confirm the structure is in accordance with the details supplied by PBI"
"b84654d9-ad97-5a65-be67-0f19e51f1817","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 46","EMAIL PM"
"08f71827-1b39-5f50-8101-7effbb687c0b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 46","Required number of photo(s) taken of installed anchor(s)"
"06981bcb-7173-5edb-88ce-f5a2d62dfa80","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 46","Installed as per PBI drawings supplied and manufacturer's requirements"
"71a05ec5-810b-4b65-8b9b-261549d0f938","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 47"
"7dad04dd-1923-50f6-97b1-e6e10b58369e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 47","Confirm the structure is in accordance with the details supplied by PBI"
"17efe8a2-ddc5-55f4-ae0a-d25f3557820a","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 47","EMAIL PM"
"7cb6b5d6-fc58-588d-8039-633976938377","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 47","Required number of photo(s) taken of installed anchor(s)"
"8a2ec111-b738-5fb7-bb59-251747f66958","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","8No AP Type 03 - Fall Arrest Anchors","Fit Off Checklist - Anchor 47","Installed as per PBI drawings supplied and manufacturer's requirements"
"be3ab2f3-7735-4886-8eeb-7731bfb0aa7b","","folder-normal","not-started","","step","TRUE","FALSE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up "
"c5d12ff7-08b6-436a-a644-8f1b43dabb02","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up ","Pre-Fit Off Checklist"
"f473580a-6575-51cb-9bb6-7726890cf022","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up ","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"a7e4a893-0e1b-5c90-a75c-9080e5f7e492","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up ","Pre-Fit Off Checklist","EMAIL PM"
"f59a05b3-0feb-5918-bf70-f7dce29de8da","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up ","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"0275ccd0-5a9a-5696-8591-a619b98cc66a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up ","Pre-Fit Off Checklist","Photos taken"
"998f53a1-6129-4ae5-b548-07c5813e4b7e","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up ","Fit Off Checklist - Anchor 34"
"aa3a62b9-caa1-5c5e-a66f-67beda739ab3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up ","Fit Off Checklist - Anchor 34","Confirm the structure is in accordance with the details supplied by PBI"
"d5347e5e-5c5a-529e-8a83-87450e0ba1a2","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up ","Fit Off Checklist - Anchor 34","EMAIL PM"
"9bcd20e0-bddf-524f-aa6b-c4f7459e5c8e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up ","Fit Off Checklist - Anchor 34","Required number of photo(s) taken of installed anchor(s)"
"1404510a-89d5-53b3-bf86-29bdacb5d40a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up ","Fit Off Checklist - Anchor 34","Installed as per PBI drawings supplied and manufacturer's requirements"
"3b6e11f9-3b20-43fd-9e53-6ccadb3b995f","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up ","Fit Off Checklist - Anchor 42"
"10870946-bff9-5912-ad35-d0a37e99edfa","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up ","Fit Off Checklist - Anchor 42","Confirm the structure is in accordance with the details supplied by PBI"
"b63bd439-9f89-5185-bc3e-8eb7cdd5f05c","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up ","Fit Off Checklist - Anchor 42","EMAIL PM"
"1d9df06f-9d76-5b6f-9f10-8b292f8930b1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up ","Fit Off Checklist - Anchor 42","Required number of photo(s) taken of installed anchor(s)"
"07274e8d-7003-5953-9dc8-59b334ffabc1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up ","Fit Off Checklist - Anchor 42","Installed as per PBI drawings supplied and manufacturer's requirements"
"61a3cbff-df0a-4383-b554-5d45a0db7d49","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up ","Fit Off Checklist - Anchor 44"
"eb0c96b7-c5dd-5af3-a7d5-560fe338cc15","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up ","Fit Off Checklist - Anchor 44","Confirm the structure is in accordance with the details supplied by PBI"
"ba37518b-a9e0-5541-86b7-4df01caa6c1b","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up ","Fit Off Checklist - Anchor 44","EMAIL PM"
"469293f2-fcf6-5a69-9ca8-fbda76f95281","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up ","Fit Off Checklist - Anchor 44","Required number of photo(s) taken of installed anchor(s)"
