"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ba5a401f-21e2-4202-98e7-3b417073d499","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"48aeacb7-b9f6-4a88-b680-f56b01931f58","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"b50d3471-ee4f-4665-b38f-8ba4fadfad28","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"a760ac41-d0fe-4cc0-9292-2c47264dc878","","checklist-sectioned","pass","2e38763aea9cfef5386e9c397d1b9c4d03d3f1e56a7b082a6dc0712abde9da76","checklist","FALSE","FALSE"," Precast Manufacture","weld plate details"
"9b4c9819-1a4c-4a19-9c1e-35cd2c4d66ae","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","weld plate details"
"4d6c3075-3b5e-48d6-9787-dbd01473960e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","weld plate details","Edge Detail"
"f70b4190-6ede-4ca8-b9c1-9aa5f94b913a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","weld plate details","Bar Projections"
"0dc5027f-7498-461f-8973-77916b414df2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","weld plate details","Cast in items"
"7fb65d97-df39-4d7e-9d7d-dc489dc6360f","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture","Panels 1 - 50"
"c56da1e8-12f4-40b4-bd95-e211208e6e85","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 50","Panel -1"
"d8ade419-7fd7-4ee0-b4d8-97d384542309","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -1","Pre-Pour Check"
"0569c9a8-c32e-42a2-8188-98efba049c92","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -112","Pre-Pour Check","Mould Clean"
"5b89a56a-5c41-4a27-a770-10bcc4dcf096","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -112","Pre-Pour Check","Mould Oiled"
"9774b689-1421-42d8-8b21-9b70abe0fc2d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -112","Pre-Pour Check","Mould - Workmanship"
"c5a6495e-46cd-465a-a5d6-1c0712f8ae03","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -112","Pre-Pour Check","Reinforcing"
"ebad235b-36e2-45a0-87d0-9d942e5933e8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -112","Pre-Pour Check","Cast In Items"
"2e6f51e5-cf2f-410e-a236-64ebd13333b0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -112","Pre-Pour Check","Marker Position and No."
"70a01877-3631-4f27-8961-924509e4f259","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -112","Pre-Pour Check","Make mould to Green Status"
"12dd5b9b-e559-491a-8614-c054ac39cb7a","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -112","Concrete Works"
"fcdefc3c-ae1e-4830-823b-216fbe1898dd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -112","Concrete Works","Concrete Works Details"
"da623cdd-b86a-4f0f-b9b7-58ce72326c29","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -112","Concrete Works","Wilco Sample Taken"
"fdbd4cb9-24a8-425a-ac07-049887b7f6ba","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -112","Concrete Works","Bridgeman Sample Taken"
"f31bf002-ab25-4aab-a747-d09177b99b42","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -112","Concrete Works","Supervisor Approval"
"cf957dc8-515b-40c0-87e2-622f8dda8f86","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -112","Post Pour Check"
"fad49836-e919-405e-a2c4-924e96035092","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -112","Post Pour Check","Edge Detail"
"d3c0bdeb-1b7c-4199-9acb-5953c7a8e0dc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -112","Post Pour Check","Bar Projections"
"b759439d-066b-4aed-8d6a-3dd9520709d4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -112","Post Pour Check","Cast in items"
"eb37bb50-28cd-4ae7-a61d-5b4c3e701a95","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -112","Stripping and Stacking"
"842064dd-250f-4441-9a57-0ac4e27234af","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -112","Stripping and Stacking","Stripping & Stacking"
"d9bdcda6-e364-4369-b1c4-fccf3f2c6c89","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 101 - 150","Panel -113"
"36bb7f02-f48c-4a95-b14e-394fb1aa8ec3","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -113","Pre-Pour Check"
"de4e2203-803b-4505-82b8-13fb22ffc4cb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -113","Pre-Pour Check","Dimensions"
"a8c55c69-032f-484f-98ab-7c3eacb539d5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -113","Pre-Pour Check","Mould Clean"
"52dd6929-b321-47b4-bacf-c2491664c47c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -113","Pre-Pour Check","Mould Oiled"
"c0c6c84c-2889-4157-be5e-579aeddb0814","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -113","Pre-Pour Check","Mould - Workmanship"
"5af1ef19-26b6-497a-8d79-ce9b8552c1ba","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -113","Pre-Pour Check","Reinforcing"
"469f66f1-832b-44eb-8b19-eb85b05d580f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -113","Pre-Pour Check","Cast In Items"
"40315913-6353-45df-b651-d352d4f0f2cf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -113","Pre-Pour Check","Marker Position and No."
"2a8aee81-6e53-4fcd-a3e8-18298aac53b3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -113","Pre-Pour Check","Make mould to Green Status"
"08557864-ae77-4596-91c2-e4ca4418e201","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -113","Concrete Works"
"d0e88c8f-f4db-41cf-af4f-366f267965e1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -113","Concrete Works","Concrete Works Details"
"265dea7c-854c-441e-b7c1-fc1e3c966bb3","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -113","Concrete Works","Wilco Sample Taken"
"2d148676-3eb7-4189-8d8e-72030d4c7e8f","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -113","Concrete Works","Bridgeman Sample Taken"
"0ac5ee3c-ad3e-4d12-a800-405748ba1291","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -113","Concrete Works","Supervisor Approval"
"aae502a0-d463-4746-b4ae-5db6015e4ad1","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -113","Post Pour Check"
"1ec45d61-d7fc-41ce-a279-ff02f5f159c4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -113","Post Pour Check","Edge Detail"
"8054efe6-3744-479e-ae8c-516d1c5e449b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -113","Post Pour Check","Bar Projections"
"1ca00c24-e97b-4d75-9978-a794ccbccb3e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -113","Post Pour Check","Cast in items"
"25ce42f8-78ab-4664-a340-0b1f0a02f417","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -113","Stripping and Stacking"
"d13964a0-c7e5-4013-9c27-212ba5b65e65","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -113","Stripping and Stacking","Stripping & Stacking"
"4f97d80e-9a44-44d3-81fe-1588834d1314","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 101 - 150","Panel -114"
"3376e4eb-9b62-49f8-b910-ad0c6638754f","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -114","Pre-Pour Check"
"2f2dec92-0ba7-4e28-b43c-545a461d961c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -114","Pre-Pour Check","Dimensions"
"5b8c36c0-78a7-4699-83ad-e17a501351bc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -114","Pre-Pour Check","Mould Clean"
"4b907679-ccf8-42e7-acba-5651a02b6a73","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -114","Pre-Pour Check","Mould Oiled"
"f241250a-5c74-4735-a279-1f4d5b716f46","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -114","Pre-Pour Check","Mould - Workmanship"
"79a1e031-d16a-4696-aa49-f4d9894257f1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -114","Pre-Pour Check","Reinforcing"
"f382ba5b-2cc3-4c76-8e40-205146e7af70","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -114","Pre-Pour Check","Cast In Items"
"c855c67b-f56b-477c-8ba7-791e8b5b679a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -114","Pre-Pour Check","Marker Position and No."
"4c0def79-ed19-4c37-9457-8e924fe61027","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -114","Pre-Pour Check","Make mould to Green Status"
"9dc6cb46-f2d9-45a3-bc23-1be41add2539","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -114","Concrete Works"
"b53c7b30-f6da-4fb8-adb4-6db216e800e3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -114","Concrete Works","Concrete Works Details"
"b5a36a11-fd5c-43cd-9f69-2b3677209b40","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -114","Concrete Works","Wilco Sample Taken"
"1dee6963-60ac-465f-bdeb-ed5d1f4fb23c","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -114","Concrete Works","Bridgeman Sample Taken"
"8a6e82ad-08f6-4ceb-b61e-1db25f48845f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -114","Concrete Works","Supervisor Approval"
"a31d4f00-2369-4824-a65c-5182239e821a","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -114","Post Pour Check"
"e6d3cebc-b5ae-4065-9b2c-ae2db6894f2b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -114","Post Pour Check","Edge Detail"
"425e4440-a5ea-4439-ac00-9504411f507a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -114","Post Pour Check","Bar Projections"
"e16983d8-bf0f-4aeb-aaef-9c6eadf668cc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -114","Post Pour Check","Cast in items"
"1061fd68-bd61-4626-b6c1-a38cdf8c787b","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -114","Stripping and Stacking"
"bdd70d6b-a92b-4a7e-85de-cf04e7a87d4a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -114","Stripping and Stacking","Stripping & Stacking"
"f012ff4d-90cf-4a19-a749-45b7a9fe3965","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 101 - 150","Panel -115"
"d44b8731-da3c-4cd5-a827-cbf5e2700035","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -115","Pre-Pour Check"
"fd8ab4f9-f750-4422-b07c-4e8d821c8552","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -115","Pre-Pour Check","Dimensions"
"2e2df99a-aa98-4c1c-8aca-ac70d11b482b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -115","Pre-Pour Check","Mould Clean"
"a421a496-3299-4007-9c38-622ddf089283","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -115","Pre-Pour Check","Mould Oiled"
"a8c2b975-4bd0-423e-9e88-c452761d15d6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -115","Pre-Pour Check","Mould - Workmanship"
"313132d7-ad32-4b9c-91de-af64e07c6602","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -115","Pre-Pour Check","Reinforcing"
"9ed4ad31-9d47-4085-b384-b4dd37ca0528","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -115","Pre-Pour Check","Cast In Items"
"d2d4f43e-d2a3-435c-877a-775743eae50d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -115","Pre-Pour Check","Marker Position and No."
"e50de9be-8579-4bd3-9007-a2fe159cd1d5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -115","Pre-Pour Check","Make mould to Green Status"
"2c9dbb9b-8d34-4360-bc71-d370efb44e2f","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -115","Concrete Works"
"0969e97d-02be-434a-b2a3-33545294383e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -115","Concrete Works","Concrete Works Details"
"a30dcb73-6fe5-4b2e-a91b-81214285948d","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -115","Concrete Works","Wilco Sample Taken"
"4141a07a-d289-4c28-9427-a86e6cbba50d","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -115","Concrete Works","Bridgeman Sample Taken"
"908db921-7604-40c2-bae9-d0fca0694cb3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -115","Concrete Works","Supervisor Approval"
"633f6280-92a7-43dc-bc22-e547d3037ca3","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -115","Post Pour Check"
"0b69f91f-75b0-4108-a09e-1fca42dd9a3d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -115","Post Pour Check","Edge Detail"
"5ad458a2-49fa-42f1-ba1f-771c22ab7520","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -115","Post Pour Check","Bar Projections"
"4ead27c9-4af7-4a63-90f1-b9b367cd5fb5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -115","Post Pour Check","Cast in items"
"623e5396-09fc-47ec-acf3-4b28b6d2da0e","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -115","Stripping and Stacking"
"7602a84d-0f40-497e-841c-f19487e11b2f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -115","Stripping and Stacking","Stripping & Stacking"
"55d6b302-b2b5-431f-89b5-fcc9b6c22f43","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 101 - 150","Panel -116"
"d4152e1e-2040-4f58-8ea8-e731e88c8736","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -116","Pre-Pour Check"
"6643940a-fff8-4d1c-9d6c-d644f7a5b934","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -116","Pre-Pour Check","Dimensions"
"ad03667f-4d05-48be-9d6f-8d8571567a1e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -116","Pre-Pour Check","Mould Clean"
"8125d6f3-33d5-425c-916a-0be72212c69f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -116","Pre-Pour Check","Mould Oiled"
"2e901b94-7a33-4cd7-99e8-1a790a47ea1d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -116","Pre-Pour Check","Mould - Workmanship"
"5ed13975-8652-4b81-9e44-7d551b0d6a2a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -116","Pre-Pour Check","Reinforcing"
"4ebec371-ec6a-40b5-86e3-efa5f589d743","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -116","Pre-Pour Check","Cast In Items"
"abb7d6ba-a597-4235-9866-45087a9db5b5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -116","Pre-Pour Check","Marker Position and No."
"66dc982f-a9c9-41cb-baba-f78d14dcc36f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -116","Pre-Pour Check","Make mould to Green Status"
"1725fb98-ad11-4665-a90e-53afb4a086a6","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -116","Concrete Works"
"ce07b492-cbe5-496e-bfb0-098107723144","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -116","Concrete Works","Concrete Works Details"
"eb4b41e9-70a6-425b-b27e-2fc7ac9f20ea","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -116","Concrete Works","Wilco Sample Taken"
"2d63d8f0-0e4a-4321-a9b0-f72e03c685a5","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -116","Concrete Works","Bridgeman Sample Taken"
"5dcdce4d-988f-432f-a44d-55c3f1f097e5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -116","Concrete Works","Supervisor Approval"
"c28c70f3-4ddc-426e-b2cd-51b38e9d9b7b","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -116","Post Pour Check"
"5b8df6ca-4ece-495e-9ac0-cfdb68af342f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -116","Post Pour Check","Edge Detail"
"257ff10d-b1b0-4f89-8dfd-14c772f27667","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -116","Post Pour Check","Bar Projections"
"6bcf422e-d9f0-44d1-ae60-100363a3505f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -116","Post Pour Check","Cast in items"
"40f74a02-4273-455a-abce-a52557bf24bd","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -116","Stripping and Stacking"
"a3f52ecc-de85-4477-974d-464b11cf8e27","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -116","Stripping and Stacking","Stripping & Stacking"
"91e378f7-33d7-4244-9384-718f0953dfd8","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 101 - 150","Panel -117"
"9f5175b9-3e62-48d3-a9c3-bf98e504f7de","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -117","Pre-Pour Check"
"a648469c-6d64-46e5-bc91-b41950363a44","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -117","Pre-Pour Check","Dimensions"
"cf1a9ef8-0b3e-47b0-b1ef-c0eb76792332","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -117","Pre-Pour Check","Mould Clean"
"3101d24a-d637-4649-9a38-ba07d6c114a5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -117","Pre-Pour Check","Mould Oiled"
"6c20ab1f-26bf-4de9-b325-4c03e1f86095","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -117","Pre-Pour Check","Mould - Workmanship"
"d2a79efb-8e19-4560-8569-cb5871683987","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -117","Pre-Pour Check","Reinforcing"
"df6d6ef5-7565-499f-886e-e5add2b1518d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -117","Pre-Pour Check","Cast In Items"
"bca58cc9-beb2-4a24-acbe-9358efda9c4c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -117","Pre-Pour Check","Marker Position and No."
"aac7efaa-b488-4ee2-8291-8a09283a42b2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -117","Pre-Pour Check","Make mould to Green Status"
"04869743-2c72-468f-abe1-8c28fae4a65e","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -117","Concrete Works"
"9e816fd4-e591-48a8-82b1-55fd1b543074","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -117","Concrete Works","Concrete Works Details"
"a6709dc8-1415-4d18-a1e7-8d40e1786802","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -117","Concrete Works","Wilco Sample Taken"
"4ca7fa0b-107f-4ce1-b93f-9994f55f397c","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -117","Concrete Works","Bridgeman Sample Taken"
"cb00bef4-6820-472d-adb9-84c3f05d0560","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -117","Concrete Works","Supervisor Approval"
"fa816f8b-3b50-4c06-8dc5-9ae1dab83a3a","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -117","Post Pour Check"
"b19612a9-3a4f-4cab-a646-179a8ace6ecb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -117","Post Pour Check","Edge Detail"
"1e0df26f-7fbc-46cb-8dfa-199d099da346","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -117","Post Pour Check","Bar Projections"
"832c5eca-7c6b-416d-b2c2-afe52e74f104","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -117","Post Pour Check","Cast in items"
"69e5078d-70e7-442c-8171-076b86404d32","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -117","Stripping and Stacking"
"23882c8d-21d3-4704-b75f-4b548f78f6d7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -117","Stripping and Stacking","Stripping & Stacking"
"80665fcd-a1af-46a9-9c28-c68b54764ddc","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 101 - 150","Panel -118"
"7b6e39b4-1ab7-4f92-a1f4-df887435529b","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -118","Pre-Pour Check"
"3bc7c4e2-76be-4663-aff2-55e6c4038947","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -118","Pre-Pour Check","Dimensions"
"c2170b1d-7c5b-4649-9473-e757f88a3b8d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -118","Pre-Pour Check","Mould Clean"
"18667581-0058-4546-8dcf-aeae2dc964f3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -118","Pre-Pour Check","Mould Oiled"
"9105dc57-ba01-4705-a8bc-e9e65e1ff62c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -118","Pre-Pour Check","Mould - Workmanship"
"836d5da8-e9ea-4dca-ac7e-3348976d5ef9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -118","Pre-Pour Check","Reinforcing"
"94e6c211-634c-499b-a6af-32910885b21d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -118","Pre-Pour Check","Cast In Items"
"bbb763ce-99ed-40b0-ae59-1ca91cf6140b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -118","Pre-Pour Check","Marker Position and No."
"484f06f2-4e73-4b99-84e2-7df993427d9b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -118","Pre-Pour Check","Make mould to Green Status"
"bc7697c2-c7e4-4046-8584-219c4b3d2a4c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -118","Concrete Works"
