"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"652928b3-520d-4922-a390-7a7d3f1a63eb","","checklist-flat","not-started","SYS - Fredon Compliance","checklist-flat","FALSE","FALSE","Compliance Documentation"
"8625df84-f6ff-5a0f-b4ac-b34f5f043499","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","Fully compliant, site specific Safety Manual and SWMS have been submitted and accepted by the Principal Contractor."
"4e1f2267-cca4-5abf-b9d5-b3a3adaa3b82","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","All Fredon electrical personnel undertaking these works have been trained and inducted in the Safety Manual and the relevant SWMS for these works."
"978cfdf6-ca16-5e66-b702-2d9a0740d08b","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","All Fredon electrical personnel undertaking these works are qualified to carry out these works, and are trained, and competent in the use of all equipment and plant required to carry out these works."
"b2ace1a4-35e2-47fa-b513-284f2b0c0df8","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"aba99fe8-b976-4701-ab8f-928212836072","","folder-normal","fail","","step","TRUE","FALSE","Site QA","In Ground Works"
"3d8335f3-5b16-488e-9043-c94f8073b0d2","","folder-normal","fail","","step","TRUE","FALSE","Site QA","In Ground Works","B2"
"c47cd587-351e-4847-809c-1b151bdd5546","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","In Ground Works","B2","Retail"
"2fb8e54e-d3bc-46ff-a47a-ff9fa0cae1a0","","checklist-flat","not-started","ITP 175 In Ground Works","checklist-flat","FALSE","FALSE","Site QA","In Ground Works","B2","Retail","ITP 175 In Ground Works"
"da375614-6690-5228-b9df-0e6ec1af307d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As built Drawings."
"aebaee96-552e-54d1-9912-c611cf0c1816","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Visually inspect entire circuit for completeness."
"d2e24ae8-5098-5905-a2bc-796e25bb1bfb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure fittings are protected if required"
"05ce95e2-4de2-5d66-9b12-0cc73f180b3b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Remove all rubbish - empty boxes etc."
"fdc0ec6c-c06d-5d41-b46e-d464d2f270ac","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Check that all ceilings, walls and floors are left neat and tidy and without any damage. IF DAMAGE OCCURS ADVISE FREDON SITE MANAGER IMMEDIATELY"
"7daec46a-ddde-5831-8f24-1258ac3dc028","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Cross check and verify that the As built Drawings are Complete and Correct."
"874affcb-9933-59f8-b5cb-aa17754ba561","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Verify all inspections are complete and collate records"
"54c093fd-c892-4444-92e8-9f0f9bc1909a","","checklist-flat","not-started","SYS - Documents","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B2","Commercial","Attach - Fit Off-Power, Switches & Accessories ITC 174.1"
"52cae4c3-400f-5715-8615-8057ce678ee6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B2","Commercial","Attach - Fit Off-Power, Switches & Accessories ITC 174.1","Attach ITP / ITC"
"5ba479b0-ea16-463c-bb2f-2128afbee384","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1"
"54e30390-413d-4e8f-820b-624194acad7b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail"
"19ffb641-a400-4708-82d3-343164919353","","checklist-flat","not-started","ITP 174 Fit Off-Power, Switches & Accessories","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories"
"a650cae2-2373-50cc-b1c4-d2f0add634bf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that the latest revision drawings and specifications are being referred to."
"037d0805-cdbb-5284-850e-2221eaad53dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","The Updated / Superseded drawing register, located next to the drawing rack in the site office, has been checked to ensure the latest revision drawings are being referenced."
"d92e3572-5514-596a-9be0-40aacfd4b56e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that all new installations have been coordinated with other services, both new and existing"
"769a9413-dff6-5aa7-ad50-0dab29cb8be2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that the latest service drawings are being referenced"
"d144ee10-95c1-5c1d-b783-1fff9042e27b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that the latest co-ordinated drawings are being referenced"
"f0c64cf7-c067-5b63-856b-401b463b9412","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure all required distances are kept from other services as per AS3000, e.g. in damp situations"
"453ac253-0338-5cc9-9831-4d2bafd9cb4e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure the fitting is compliant with Australian standards"
"33589a32-c79d-56ec-aafd-02ed696b0658","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Install GPOs / Switches as per manufacturer's recommendations"
"71d0ccb9-4596-52ea-a22c-b936b2c48943","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure GPOS are installed using the correct fixings and brackets"
"0b737061-a412-5dbe-ab49-2c5fbe36723e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure the correct item is being installed at each location prior to fit off (Current rating and Phases required)"
"145f4d3a-c366-5fe0-a12b-1d877fe2c2c5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Use fire boxes, acoustic boxes etc. where required - if in doubt check with the site manager"
"57db754b-51ea-5564-857e-0f463b03c313","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure correct weather proof fittings are used where required"
"872b5778-5964-582b-bf9e-2ab01953194d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","All switches and GPOs are installed in a tradesman like manner, e.g. level"
"18688ab1-02b7-5abf-a33f-89bc4286aecf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure all Sensors and PE-Cells are terminated correctly and switch the approved lights. They should also be installed in a position that will not obstruct it's ability to function correctly."
"e0278534-7454-5981-b2d9-b683c8e6c08b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure all ELV smart/programmable switches have been terminated with correct polarity and to manufacturer's recommendations"
"092df8c9-7312-572d-9712-00b109e23b1a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that all penetrations through the steel structure have been properly bushed before fitting off item"
"9b54d2ad-2382-5704-bee2-77387c1bc617","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Bushing installed is not able to fall off over time"
"e6101481-aa53-5ddc-820e-2ea532194c37","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Penetration is sealed to prevent ingress of vermin before fit off where required."
"9600c414-937e-575f-a72d-0f8110d8e25b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As built Drawings."
"218ea740-7947-58e0-9fee-7fa2dad456cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Visually inspect entire circuit for completeness."
"c76a8378-42ef-53ce-aed6-5a9ef9572a38","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure fittings are protected if required"
"62f19ea0-c1e8-5643-8a7c-a9f9442a4c91","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Remove all rubbish - empty boxes etc."
"c8d74d08-4e9e-5f63-a020-46d5811e5b9d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Check that all ceilings, walls and floors are left neat and tidy and without any damage. IF DAMAGE OCCURS ADVISE FREDON SITE MANAGER IMMEDIATELY"
"a352fb96-e382-5f39-a9c4-9ec39c0499f6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Cross check and verify that the As built Drawings are Complete and Correct."
"055e396d-826b-536a-81be-4d678a1fdc04","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Verify all inspections are complete and collate records"
"fbd8eedc-f5cb-4cc7-b431-a04108b6b563","","checklist-flat","not-started","SYS - Documents","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","Attach - Fit Off-Power, Switches & Accessories ITC 174.1"
"8d43892a-b42f-5d12-b0b6-7da8e650bd55","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Retail","Attach - Fit Off-Power, Switches & Accessories ITC 174.1","Attach ITP / ITC"
"151c6e66-4f86-4396-a1f2-5c72a01117f5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial"
"e68f7061-a11f-44ce-9657-dc6a90c46949","","checklist-flat","not-started","ITP 174 Fit Off-Power, Switches & Accessories","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories"
"d2fa2b4f-c4b2-5a71-a82b-67c0a0b8eeee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that the latest revision drawings and specifications are being referred to."
"4003e0c5-9f97-590a-9132-7d4da00b1c42","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","The Updated / Superseded drawing register, located next to the drawing rack in the site office, has been checked to ensure the latest revision drawings are being referenced."
"36dfb6c0-5cec-5d5d-9012-fb3e393b8966","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that all new installations have been coordinated with other services, both new and existing"
"bc031b64-b674-5ceb-9387-b3ad9efc7ab2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that the latest service drawings are being referenced"
"4f2ad625-77cb-56d2-89dc-e7c74f5615c8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that the latest co-ordinated drawings are being referenced"
"2388629b-641d-5629-b790-8c74936e126b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure all required distances are kept from other services as per AS3000, e.g. in damp situations"
"24658040-be50-5bff-a9ed-27eab000f8d2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure the fitting is compliant with Australian standards"
"d4059d24-6244-541a-8f4e-a4d09200c2da","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Install GPOs / Switches as per manufacturer's recommendations"
"19b83094-d012-55a0-9fdf-3ac70a79f3cd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure GPOS are installed using the correct fixings and brackets"
"d2df3a62-a560-50b0-bd91-9b0a93142a48","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure the correct item is being installed at each location prior to fit off (Current rating and Phases required)"
"bcdb145b-27ff-5840-b426-05d4b467ab55","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Use fire boxes, acoustic boxes etc. where required - if in doubt check with the site manager"
"ae7eda88-67b1-543a-ad87-3215c5528d1a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure correct weather proof fittings are used where required"
"942791f0-2cee-5c7d-912e-4d95915f8710","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","All switches and GPOs are installed in a tradesman like manner, e.g. level"
"319ca04f-aebc-59e6-9d41-2554475ba0c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure all Sensors and PE-Cells are terminated correctly and switch the approved lights. They should also be installed in a position that will not obstruct it's ability to function correctly."
"e72b26b0-fdd6-55bf-9960-08b66785f027","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure all ELV smart/programmable switches have been terminated with correct polarity and to manufacturer's recommendations"
"d73539fe-81a5-54d1-bafd-f71b06c35dd6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that all penetrations through the steel structure have been properly bushed before fitting off item"
"24d1858b-62f9-5c32-9208-74e4c0a79fda","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Bushing installed is not able to fall off over time"
"19839265-e1ad-5120-9a02-daff6f37682c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Penetration is sealed to prevent ingress of vermin before fit off where required."
"5dad2419-8aa8-57b9-989e-796426955f6a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As built Drawings."
"3492e381-1726-5111-bba4-7b1840101935","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Visually inspect entire circuit for completeness."
"83ed9457-93cd-541f-8de9-81d2606e4a1c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure fittings are protected if required"
"8f52ef5b-210c-57da-b419-38265d06dcf2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Remove all rubbish - empty boxes etc."
"f43ffa5b-5e32-5019-9f26-c31c9368c65f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Check that all ceilings, walls and floors are left neat and tidy and without any damage. IF DAMAGE OCCURS ADVISE FREDON SITE MANAGER IMMEDIATELY"
"cf28ec4c-0696-56d5-a362-8e5b0dcd52f1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Cross check and verify that the As built Drawings are Complete and Correct."
"347a039b-e893-5412-8ff4-10d8603c634f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Verify all inspections are complete and collate records"
"7e0b3f4b-35ac-44ae-8771-2db0e085f0d4","","checklist-flat","not-started","SYS - Documents","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","Attach - Fit Off-Power, Switches & Accessories ITC 174.1"
"40aae5fb-8e62-53e8-bc55-8ed6d955c65a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","B1","Commercial","Attach - Fit Off-Power, Switches & Accessories ITC 174.1","Attach ITP / ITC"
"64069b5e-8a27-4837-9430-285989395c0e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2"
"e416fdb1-4553-4cde-a4e2-0defe711d235","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail"
"10f99f23-0dbd-4818-b9ec-6f1382e2a1bb","","checklist-flat","not-started","ITP 174 Fit Off-Power, Switches & Accessories","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories"
"0970486e-bddf-5af8-9549-df8cd9ddd999","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that the latest revision drawings and specifications are being referred to."
"ef4d19a0-f415-5292-88f2-d40b98da6483","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","The Updated / Superseded drawing register, located next to the drawing rack in the site office, has been checked to ensure the latest revision drawings are being referenced."
"8b45603c-0b31-576b-b4b9-d63ec4dcf597","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that all new installations have been coordinated with other services, both new and existing"
"8d72e30e-fc18-5a89-a37e-c5a627f9c472","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that the latest service drawings are being referenced"
"db4f56a9-dab7-5760-8431-61660f3e8271","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that the latest co-ordinated drawings are being referenced"
"309c0623-9bb2-55a7-9a77-cad72a3d4ab8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure all required distances are kept from other services as per AS3000, e.g. in damp situations"
"fddc7445-5f98-5475-b87a-a924696e9694","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure the fitting is compliant with Australian standards"
"01e43b63-9e55-5670-92c7-5ec3ba166525","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Install GPOs / Switches as per manufacturer's recommendations"
"1b99b07c-b02a-56fb-842c-1f97c8c9ddc6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure GPOS are installed using the correct fixings and brackets"
"0bd48ebd-f49a-5f08-a3b4-17a1179ffeb1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure the correct item is being installed at each location prior to fit off (Current rating and Phases required)"
"25861309-a44c-5923-8bcd-294e4e7eb4db","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Use fire boxes, acoustic boxes etc. where required - if in doubt check with the site manager"
"429a0daf-7c7b-5373-9abf-49ee23ebeac6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure correct weather proof fittings are used where required"
"b3076728-f3af-5498-9f3e-9c0b5510416e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","All switches and GPOs are installed in a tradesman like manner, e.g. level"
"3702b177-d3e3-57e7-9fd8-48363c751e9e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure all Sensors and PE-Cells are terminated correctly and switch the approved lights. They should also be installed in a position that will not obstruct it's ability to function correctly."
"8df6bfe6-6758-53dd-8d7b-3edbf2fdfcc9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure all ELV smart/programmable switches have been terminated with correct polarity and to manufacturer's recommendations"
"be6793ed-de50-54ad-9128-2cc4096b2413","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that all penetrations through the steel structure have been properly bushed before fitting off item"
"dbe61c20-0098-57b7-9bdc-57f0b9daf12e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Bushing installed is not able to fall off over time"
"8285795f-84fa-5323-a541-022f8e2df0f3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Penetration is sealed to prevent ingress of vermin before fit off where required."
"5b855794-0554-52e9-911a-eb43e44ec3fd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As built Drawings."
"393a7d02-51f7-5201-a26a-7e3052e5dff4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Visually inspect entire circuit for completeness."
"b3eced21-0f0e-5c0a-beb3-23f8d9cf8e42","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure fittings are protected if required"
"9bfaad50-df8e-5fe7-8742-894ca7415896","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Remove all rubbish - empty boxes etc."
