"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"06a004aa-ba78-408e-9c3f-d67094b6e32e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Daily Pre-starts"
"a17d6eaa-0a05-4b4a-b14e-63a4e2305a5d","","checklist-flat","pass","Pre-start Toolbox Talks","checklist-flat","FALSE","FALSE","Daily Pre-starts","Pre-start Toolbox Talks"
"5fa6d1e3-61e2-4360-a28f-1f1b6f9d9ebd","","checklist-sectioned","work-in-progress","Installation of power cabling","checklist","FALSE","FALSE","Site QA","32 York Street","Lower Ground","Power"
"082fa54b-3373-528a-818a-2baf2d709e6b","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","32 York Street","Lower Ground","Power","Rough In"
"52ae0ebf-084d-5e08-a810-c95cb3bac435","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Power","Rough In","Confirm that the cable support system has been completed as per documentation"
"dd99e5bb-3d2d-5740-8afb-2b3e6e7cd451","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Power","Rough In","Electrical cables have been appropriately sized and selected to ensure that they will support currently installed and future equipment"
"70ba0443-6d53-54ac-becd-584addc761e7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Power","Rough In","Mechanical protection has been provided to minimise the likelihood of physical damage to cabling"
"d88d10b9-9110-56ab-a852-a13147ec6f9c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Power","Rough In","Cabling has been concealed where possible in ceiling spaces, wall cavities or risers"
"dd6598c1-323c-5b31-bd33-1d2abecb8c10","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Power","Rough In","All outlets have been wired as per drawings"
"9323b21b-d363-5354-8d3b-1ad70d46fab5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Power","Rough In","Height and location have been confirmed for each outlet"
"29ce2427-45f1-55c3-9e5f-de3d464e0dba","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","32 York Street","Lower Ground","Power","Fit Off & Commission"
"cfd3abb6-6896-5269-9692-03b23994df1d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Power","Fit Off & Commission","Equipment/materials have been selected and installed as per drawings/specifications"
"3a4c423d-3af8-5337-a026-e65c3db20ff5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Power","Fit Off & Commission","Terminations have been checked and all terminations are correct and secure in all outlets"
"ffe42a09-bb28-5507-a98e-d776723c5527","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Power","Fit Off & Commission","All cabling has been tested for insulations resistance and continuity"
"336e014a-0ca6-5e03-abc9-00f95475a9ae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Power","Fit Off & Commission","Each circuit is terminated at the DB and protected by the correct protective device"
"1ee9ae73-601e-5645-9bef-d93e4d6e8979","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Power","Fit Off & Commission","Each outlet has been labelled"
"b11384b7-572b-5bc8-8ce9-91fe84511fc9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Power","Fit Off & Commission","Functional test carried out on each outlet"
"7d90be38-5300-5c27-a7d7-0e035540aa15","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Power","Fit Off & Commission","Each outlet marked on the site as build’s"
"c08fd73b-b10a-537d-b4e3-4efb6d3dc7fb","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Power","Fit Off & Commission","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"99bb8485-5fbd-407c-8ba1-e243b5da5fb5","","checklist-sectioned","not-started","Installation of data cabling and outlets","checklist","FALSE","FALSE","Site QA","32 York Street","Lower Ground","Data"
"83c68a23-248a-5dff-b2ce-d11adc541e8b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","32 York Street","Lower Ground","Data","Rough In"
"9865a665-badf-5944-b96f-fb27a2f00bfe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Data","Rough In","Confirm that the cable support system has been completed as per documentation"
"70d2d12a-30ae-5d88-aa86-0aca0fef3664","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Data","Rough In","Data cabling has been selected as per drawings and specifications (Cat6/CatA & brand)"
"6b836b28-a2d2-50b3-ac50-c4e65b245c71","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Data","Rough In","Mechanical protection has been provided to minimise the likelihood of physical damage to cabling"
"3f417c39-6e63-5067-91c8-fb515d47e058","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Data","Rough In","Cabling has been concealed where possible in ceiling spaces, wall cavities or risers"
"aa3ea332-5463-5dd1-af33-1a235974cb3b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Data","Rough In","All outlets have been wired as per drawings"
"1f8f6b87-0e6c-5322-89c2-63a9d0967a12","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Data","Rough In","Height and location have been confirmed for each outlet"
"b9a0cdd8-a1fa-5e32-8f8f-df4c86b8d86c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","32 York Street","Lower Ground","Data","Fit Off & Commission"
"d6343d02-7410-54dc-9927-74f2462e9d3a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Data","Fit Off & Commission","Equipment/materials have been selected and installed as per drawings/specifications"
"2923faa3-51a1-5856-9804-c3927275e089","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Data","Fit Off & Commission","Terminations have been checked and all terminations are correct and secure in all outlets"
"f9ce460a-0622-5530-9543-0e5f27f3ac0b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Data","Fit Off & Commission","Outlets have all been secured in place and levelled"
"0e713c62-45df-5b71-872c-2b18e1d216e2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Data","Fit Off & Commission","All cabling has been tested using the Fluke data tester"
"afeaf69d-4de2-52dd-b54f-43ca74c264f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Data","Fit Off & Commission","Each cable has been correctly installed and terminated in the patch panel"
"0b2dd8cb-97d8-568d-871c-3ad4878e497a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Data","Fit Off & Commission","Each outlet has been labelled"
"4a753af8-0f34-5f92-af46-d819cb29910e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Data","Fit Off & Commission","Each outlet marked on the site as build’s"
"d05076fe-df70-5a8d-8501-044e40b6d6b1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Data","Fit Off & Commission","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"41229b20-cf32-42ed-9c1d-0d91c8a23b83","","checklist-sectioned","work-in-progress","Underground Conduits ITP001","checklist","FALSE","FALSE","Site QA","32 York Street","Lower Ground","In Slab conduits"
"395ec81b-d7f3-5200-811f-35f911cd0393","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","32 York Street","Lower Ground","In Slab conduits","Preparation"
"3302c681-f021-5333-8bec-827d2f796bfb","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","In Slab conduits","Preparation","Check clear of other services (The Clearance for gas pipes is 300mm & other services 100mm)"
"4dc154d3-75d6-5b40-aa07-4b95307fc082","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","In Slab conduits","Preparation","Check cable size to verify conduit size & determine size of trench"
"b69f9222-1cfd-5f33-ad83-492785ff5b99","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","In Slab conduits","Preparation","Organise barricades, webbing, plates, warning lights (if applicable prior to excavation) - please take a photo"
"b8710ad4-a8ef-5acc-b4bd-eb220c1539bd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","In Slab conduits","Preparation","Determine spoil removal, backfill material, compaction, cable marking protection & installment requirements"
"a5f8bc4a-b612-5451-8225-764dfcb12dd1","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","32 York Street","Lower Ground","In Slab conduits","Installation"
"476982f4-7255-553a-8bba-489e2824f4da","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","In Slab conduits","Installation","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"f62959e7-f309-55a7-afdd-f8727a26abd3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","In Slab conduits","Installation","Setout & alignment as per drawing (include revision below)"
"8c563b41-5434-53d9-ac43-4bd3515f7dbd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","In Slab conduits","Installation","Mark out trench route - Arrange saw cutting if required"
"b6857084-6f17-569d-aa1d-e3b810e0dacc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","In Slab conduits","Installation","Excavate trench & install barricades as required - please take a photo"
"6dbbc9af-1a5d-507f-ac6a-632feae7e883","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","In Slab conduits","Installation","Determine which way cable will be installed & lay coupling in no friction direction, install conduit glue."
"e277aeba-51ff-56cd-a2d3-d7c83d7cde14","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","In Slab conduits","Installation","Inspect trench by supply authority if applicable"
"5db3d5e3-7333-5ef6-8466-851f32818841","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","In Slab conduits","Installation","Install direction marker if applicable"
"6a81156d-e5b3-5805-b2e4-033c660bca16","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","In Slab conduits","Installation","Mark up DGR for future as builts"
"2c03e92a-4d70-552a-aaca-bb76a457d4ab","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","In Slab conduits","Installation","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"2930aea1-3082-46c6-8b8c-91461549f50b","","checklist-flat","not-started","Contractor","checklist-flat","FALSE","FALSE","Site QA","32 York Street","Lower Ground","Fire Contractor"
"93e07243-18f8-511e-b43b-a97e5c3129cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Fire Contractor","Has contractors ITP been received - Please take a photo / up load checklist"
"67d515d9-760f-44aa-a660-d745a54af2ee","","checklist-flat","not-started","Contractor","checklist-flat","FALSE","FALSE","Site QA","32 York Street","Lower Ground","Security Contractor"
"8441c019-0852-5bd4-87b1-8d6d8c7e6805","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Security Contractor","Has contractors ITP been received - Please take a photo / up load checklist"
"f402d352-6245-4b21-938a-b827ad3a1a91","","checklist-flat","pass","Installation of in-deck/slab conduits","checklist-flat","FALSE","FALSE","Site QA","32 York Street","Lower Ground","Installation of in-deck/slab conduits"
"acbaff87-7172-5fde-b9b9-2e9ee1e0d85c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Installation of in-deck/slab conduits","Confirm that the selected conduit is of adequate size for purpose"
"afaeaf9b-cb57-5b96-8c50-2d10ba3f7c82","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Installation of in-deck/slab conduits","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"50af4978-e713-490b-96d1-6868958c04dc","","checklist-flat","not-started","Contractor","checklist-flat","FALSE","FALSE","Site QA","32 York Street","Lower Ground","AV Contractor"
"1afa05be-c01e-59d7-bfe6-74266942dfec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","AV Contractor","Has contractors ITP been received - Please take a photo / up load checklist"
"4adfa6f2-e02f-49b5-836d-8f012f6b6db6","","checklist-flat","pass","Install Distribution Boards -Terminate Cables ITP006","checklist-flat","FALSE","FALSE","Site QA","32 York Street","Lower Ground","Install Distribution Boards -Terminate Cables ITP006"
"740ec3ba-a112-5cda-94d3-1fd5657fa1da","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Install Distribution Boards -Terminate Cables ITP006","Check delivery of distribution board - Check for damage (paint finish, dimensions & door against drawing) - Please take a photo"
"13916e7e-35ca-57e0-89df-19dc63779a01","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Install Distribution Boards -Terminate Cables ITP006","Locate & fix into position"
"d3ff674d-c880-58b7-bce7-d934db4472c7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Install Distribution Boards -Terminate Cables ITP006","Install sub mains cabling as appropriate (glands, tray & duct)"
"9405deae-365b-5a04-96ae-83ef21ee3e08","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Install Distribution Boards -Terminate Cables ITP006","Install lugs & terminate"
"44163932-79ac-50d5-a170-2e77fe1b8565","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Install Distribution Boards -Terminate Cables ITP006","Install sub circuit & terminate (if circuit not complete at the other end, it must not be terminated)"
"4503acb7-c01d-53f2-87b4-bada3a245c72","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Install Distribution Boards -Terminate Cables ITP006","Clean & vacuum area - please take a photo"
"9ef6ddf5-045c-58f5-a452-f1ccdd94465d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Install Distribution Boards -Terminate Cables ITP006","Clearly identify services"
"78bef51b-85ad-516e-915e-21cf11b545e3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Install Distribution Boards -Terminate Cables ITP006","Energise system"
"73efca98-f95a-5c0a-b2c5-f7381e6622c6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Install Distribution Boards -Terminate Cables ITP006","Check typed schedule for accuracy & install"
"c8774b86-e465-58cd-824b-0ea60e521fef","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Install Distribution Boards -Terminate Cables ITP006","Ensure switchboard cupboard & area is left clean - Please take a photo"
"58987619-92cc-56e1-9aff-f09f22d0d023","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Install Distribution Boards -Terminate Cables ITP006","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"7985e1ab-8dec-4bbc-abb1-f1c047589ccd","","checklist-sectioned","not-started","Electrical Installation Testing","checklist","FALSE","FALSE","Site QA","32 York Street","Lower Ground","Electrical Installation Testing"
"7418df5f-a93c-52ff-b791-af264ba27bb3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","32 York Street","Lower Ground","Electrical Installation Testing","Test Point/ Circuit Number"
"5650f39e-9823-50a6-a6f5-90fd759d373c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Electrical Installation Testing","Test Point/ Circuit Number","Main earth tested"
"7dbdb8d8-bdf1-54ad-8d6a-5060ad663ae0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","32 York Street","Lower Ground","Electrical Installation Testing","Continuity"
"ffcc4c8b-362b-5852-906c-c9583fc67ffe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Electrical Installation Testing","Continuity","Continuity tested"
"7ce46f04-a11c-5df1-9ccb-b42287e8702b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","32 York Street","Lower Ground","Electrical Installation Testing","IR "
"f19c7eb7-f2e0-5456-bbb9-ba393260d39a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Electrical Installation Testing","IR ","IR tested"
"e9892007-765e-5178-b28a-08ac9e3514ac","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","32 York Street","Lower Ground","Electrical Installation Testing","CCC"
"0fcac0d8-461d-595b-91f2-f2ad3930e3f6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Electrical Installation Testing","CCC","Correct Circuit Connections"
"285ca27e-b84f-5b6e-a700-d8648a393a15","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","32 York Street","Lower Ground","Electrical Installation Testing","Polarity "
"60c84714-4a90-5601-b9b6-50779c27147f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Electrical Installation Testing","Polarity ","Polarity tested"
"8a613db9-02aa-5b6b-8196-10ec5f7749a9","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","32 York Street","Lower Ground","Electrical Installation Testing","Fault Loop Impedance"
"e84392b7-db51-57e2-94ef-c150f41c8233","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Electrical Installation Testing","Fault Loop Impedance","Measured Loop Value R "
"6f6274f0-b9d3-5e36-83d1-d32e123b89e7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Electrical Installation Testing","Fault Loop Impedance","Maximum Permitted Loop Value"
"289fac2e-4849-5869-9e31-289026cd5dab","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","32 York Street","Lower Ground","Electrical Installation Testing","RCD "
"b6c1591b-310f-54f2-af83-fef627b3d53f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Electrical Installation Testing","RCD ","RCD tested"
"70d1e2fa-dadb-4e16-afb4-ffe3334563a8","","checklist-flat","pass","Mains, Sub Mains Cable in Conduits or on Trays ITP004","checklist-flat","FALSE","FALSE","Site QA","32 York Street","Lower Ground","Mains, Sub Mains Cable in Conduits or on Trays ITP004"
"9fdd9ea7-b8f2-5b38-b646-d51b56838c59","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Mains, Sub Mains Cable in Conduits or on Trays ITP004","Measure cable runs with appropriate accurate measuring instrument (eg tape measure, wheel)"
"b00cfa30-7a89-54bc-94f8-aaad39c1fef3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Mains, Sub Mains Cable in Conduits or on Trays ITP004","Check cable sizes resistance of protective earth conductor - shall be low enough to permit passage of current necessary to operate protective device"
"45569a03-8347-5128-92ea-b1a973c55219","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Mains, Sub Mains Cable in Conduits or on Trays ITP004","Confirm length of cable if sub contract item & order"
"2364e02a-f324-5d39-ac20-87d6e49a1ecb","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Mains, Sub Mains Cable in Conduits or on Trays ITP004","Install cable in appliance method (EG. Cable stands, electric winch, pulleys etc.) - ANY CABLE NOT TERMINATED IMMEDIATELY MUST HAVE THE ENDS TAPED COVERING THE BARE COPPER - please take a photo"
"9f730097-75e5-510c-bb1f-9f9fb49ffc1d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Mains, Sub Mains Cable in Conduits or on Trays ITP004","Trefoil cables & tie cables to support system (ensure spacing)"
"77bace86-e23d-57cc-a7a4-d56507c17e53","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Lower Ground","Mains, Sub Mains Cable in Conduits or on Trays ITP004","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"072b7e06-e2cc-4597-a2c3-18a4775123c6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","32 York Street","Upper Ground"
"ece387ed-6d82-4efd-ba6c-5897e5e113e2","","checklist-sectioned","work-in-progress","Installation of lighting cabling and fit off","checklist","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Lights"
"1e7338ff-80b7-5007-ba05-373fc8a84807","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Lights","Rough In"
"6c13d17a-4766-5d78-8fd0-5b1463d8baba","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Lights","Rough In","Confirm that the cable support system has been completed as per documentation"
"5f75e00d-9eca-5188-80ab-0612af579b4d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Lights","Rough In","Electrical cables have been appropriately sized & selected to ensure that they will support currently installed & future equipment"
"c3b87cd8-a59f-521c-89a1-892f3d82d56d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Lights","Rough In","Mechanical protection has been provided to minimise the likelihood of physical damage to cabling"
"70e016be-a48b-50de-9a48-462dedff0fbd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Lights","Rough In","Cabling has been concealed where possible in ceiling spaces, wall cavities or risers"
"a7b926e1-77b3-5688-8bcc-1466369582f6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Lights","Rough In","All lights have been wired as per drawings"
"7e9bcc6e-c7f0-52e6-97a4-0e79d5e8386d","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Lights","Fit Off & Commission"
"877e073f-35a4-55c7-ab94-a83e5887b4ee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Lights","Fit Off & Commission","Equipment/materials have been selected and installed as per drawings/specifications"
"d21f639d-9f0c-5093-b2cc-c921432ebd5f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Lights","Fit Off & Commission","Ceiling supports have been installed where required (ceiling fans / pendants"
"806ca56c-9ebc-5b00-8328-7c363e04cf42","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Lights","Fit Off & Commission","Terminations have been checked & all terminations are correct & secure in all outlets"
"adb4f196-468f-526e-ae6f-7d15bb78c287","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Lights","Fit Off & Commission","Switches have all been secured in place & levelled"
"42cd198d-cdd1-5f33-8214-31041f2e45fe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Lights","Fit Off & Commission","All lights are sitting flush & / or been levelled"
"ff529393-a330-59df-a673-e08a8b4a21db","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Lights","Fit Off & Commission","All cablings has been tested for insulations resistance & continuity"
"ca788dbb-a979-5f47-bfb1-2bf480675123","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Lights","Fit Off & Commission","Each circuit is terminated at the DB & protected by the correct protection device"
"34c6476f-86cb-570e-9988-b5f52869081d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Lights","Fit Off & Commission","Each switch has been labelled"
"d9c9ae58-0352-5a6c-bae0-f58fd0d29f12","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Lights","Fit Off & Commission","Each circuit has been marked on the site as build's"
"89c1216c-f9f2-59e9-b848-556ffc91d05d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Lights","Fit Off & Commission","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"1a6e95c7-834b-4762-92dd-e7d49efaab04","","checklist-flat","not-started","Installation of steel tray/basket","checklist-flat","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Containment"
"4b2b3cc6-9f73-568b-8e7c-4e6acfe9bec9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Containment","Confirm that the cable support system has been selected as per drawings and specifications"
"56a5ab5f-9c6c-5d07-b288-49c3d57321dd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Containment","All threaded rods have been cut off to correct size"
"60706e65-8292-5447-a985-545c2d97763a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Containment","All nuts/bolts/channel nuts have been tightened"
"074fc11d-db2c-5042-bc4a-653d1f0ea693","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Containment","Any changes to drawings have been noted on the site as built drawings"
"7a13d37c-c858-5bed-8dac-6f3d48ca0273","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Containment","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"9dcf3e03-41b8-4e7a-9697-9967a76c995b","","checklist-sectioned","work-in-progress","Installation of power cabling","checklist","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Power"
"1cd98acc-c8bb-57f9-9e82-c9b5ecc76253","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Power","Rough In"
"98c0729c-da71-534e-b1ab-e76ae4a2118b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Power","Rough In","Confirm that the cable support system has been completed as per documentation"
"ba3f27d0-876e-5cb9-996d-f0ac00e297d9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Power","Rough In","Electrical cables have been appropriately sized and selected to ensure that they will support currently installed and future equipment"
"f385c612-795d-5a95-8827-10a6575cc9f1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Power","Rough In","Mechanical protection has been provided to minimise the likelihood of physical damage to cabling"
"1b186864-8ee0-5c20-8264-3d3058c5fca4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Power","Rough In","Cabling has been concealed where possible in ceiling spaces, wall cavities or risers"
"273f0542-2ba2-5b58-b46b-1d8b1dba4c05","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Power","Rough In","All outlets have been wired as per drawings"
"5ef8c67b-16d6-58de-9341-213ee152faea","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Power","Rough In","Height and location have been confirmed for each outlet"
"426f6820-f905-5639-aab0-beffeec3e5c2","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Power","Fit Off & Commission"
"ca659c90-e731-58d1-b505-3651fc9e54d3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Power","Fit Off & Commission","Equipment/materials have been selected and installed as per drawings/specifications"
"ebdd16da-de61-5546-90d5-3bd09c7d359c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Power","Fit Off & Commission","Terminations have been checked and all terminations are correct and secure in all outlets"
"2604fd2e-1a24-5c22-a231-52793400fe25","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Power","Fit Off & Commission","All cabling has been tested for insulations resistance and continuity"
"c70fd283-a305-5e57-82af-95483bfd5a0f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Power","Fit Off & Commission","Each circuit is terminated at the DB and protected by the correct protective device"
