"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"84dcdaef-f9d9-42be-90bc-77b00453a684","","work-in-progress","","folder","TRUE","FALSE","QA"
"88d3dcb8-caea-428c-bde9-655cad4cbcca","","work-in-progress","Stormwater BG","checklist","FALSE","FALSE","QA","Stormwater BG Kavanagh St stage 1"
"3402305d-dbd8-540e-9a60-31dd0b6f2574","","pass","Stormwater BG:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"c200bbf5-c8fb-5779-8219-9dcda80de620","","pass","Stormwater BG:083eb9c4-fa14-554f-aec0-197652d9497a:962e5f6c-c171-43a6-9d63-8956c3994f36","signoff","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Notify and gain permit from principal contractor / client for inspection"
"091e0573-65b3-5683-a228-58342eee33d2","","pass","Stormwater BG:ca296f48-5010-50b6-a3a2-23677a2db500","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Latest specifications and standards nominated in ITP"
"6f707292-8d2d-5fb9-9aff-a6d64711ad0e","","pass","Stormwater BG:7aeeba92-0cf6-54f9-a401-eb28f9fdb45a","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Setout & alignment as per latest available drawing (include revision below)"
"3151a6db-e19b-5d49-bc9d-7a98691ddd60","","pass","Stormwater BG:f0f55c81-bcaf-59f1-9682-e6c957a7d1eb","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Correct approved materials as per sample register"
"f668e120-910d-59e7-925e-f29303e88cc0","","pass","Stormwater BG:4455766f-3eac-55cc-8857-4db1f20983f2","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Excavation undertaken & no issues (Any issues comment below)"
"14437fc9-b291-5dec-a9a0-7191454fbd57","","pass","Stormwater BG:c1585814-0959-5d58-87ab-4cfc872605cc","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Pipe bedding material (as per AS 500)"
"3635aafe-9609-5ca0-aa20-f809988eafcf","","pass","Stormwater BG:ce322e6d-7f63-5bf6-a477-b5f1a151ddbc","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Grades, fittings & joints installed to standards"
"2ef02a9b-04d3-5007-98aa-f7fb13595c90","","not-applicable","Stormwater BG:1744ed1f-3d17-58c0-b87e-b5de1228f3d4","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Pipe clean out via water flush"
"fe5f2a3e-9f0b-50cb-ad62-a4e9cbd1851e","","pass","Stormwater BG:3e501ca0-b9ec-5db7-953d-7fa76b2c0e91","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Inspection and Testing Prior to Concealment to AS 3500.2 section 13"
"c9c7af95-bef8-5adb-af47-4d226bc3e99d","","pass","Stormwater BG:0ccc95fa-921b-541d-b612-6d25903a866c","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Builder sign off prior concealment"
"c6ecd218-2817-5884-8012-28aa581f8e98","","pass","Stormwater BG:ae7f647a-2d28-5dfc-b8c3-04ca6f8e6945","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Seal open ends with caps & high light to avoid damage"
"78fa552f-5322-5675-b72a-783ff22b6054","","pass","Stormwater BG:e38f2575-5287-591a-80c5-9b90bda8b0c4","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Backfill & Compaction of Material (As per Specification / Geotechnical report)"
"2d7166b7-be27-56cb-a54c-670495caaa98","","work-in-progress","Stormwater BG:9d169dc9-90d0-5c2c-b845-d76ae7914da8","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","CCTV on completion & record results (If applicable)"
"738a0f40-4383-56e1-913e-3bda282d12c0","","pass","Stormwater BG:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"da574ad0-1431-408d-bb2e-a290d6d6aa08","","work-in-progress","","folder","TRUE","FALSE","QA","Civil"
"185812e3-a33e-4852-be69-1bff9b1acaa7","","work-in-progress","","folder","TRUE","FALSE","QA","Civil","Stormwater Drains"
"6c3c3cfe-35bd-42c1-a737-1444b225c9b8","","work-in-progress","Stormwater BG","checklist","FALSE","FALSE","QA","Civil","Stormwater Drains","Section 4.1 - 4.2"
"b0dc20cb-053b-51f3-834d-0d4dbd4298ec","","not-started","Fix 2 checklist:d2b587ba-e04c-5d8e-9a78-7f27ea1c00a2:ff4f4148-bc29-5882-b393-8570d89ccbee","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","Female Amenities (03.517)","Fix 2 checklist","Fixtures","Location & fixings (as per drawings & manufacturer guidelines)"
"63721e01-200d-5871-86c0-04ec2a5c66e6","","not-started","Fix 2 checklist:d2b587ba-e04c-5d8e-9a78-7f27ea1c00a2:b37858b9-4510-54f9-b379-46fecabc7e37","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","Female Amenities (03.517)","Fix 2 checklist","Fixtures","Silicone seals are acceptable standard (as applicable)"
"ceb1208f-691a-5913-9f58-daa21090fe4b","","not-started","Fix 2 checklist:d2b587ba-e04c-5d8e-9a78-7f27ea1c00a2:df7af16b-9bd4-5328-b7c8-cae4076c35d4","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","Female Amenities (03.517)","Fix 2 checklist","Fixtures","Operation of all fixtures, taps & points of demand"
"674f01a1-ae60-5c1c-8755-526bf588fe8d","","not-started","Fix 2 checklist:d2b587ba-e04c-5d8e-9a78-7f27ea1c00a2:884f19fe-03ab-54b9-a94b-fecf55157759","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","Female Amenities (03.517)","Fix 2 checklist","Fixtures","Final fit off inspection on all items"
"5005986f-b5c0-5c8f-9654-de103f428fbc","","not-started","Fix 2 checklist:d2b587ba-e04c-5d8e-9a78-7f27ea1c00a2:80069c7e-b2ec-550c-88e2-241bcf902e2e","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","Female Amenities (03.517)","Fix 2 checklist","Fixtures","Items protected until commissioning (Attach photos below)"
"37f262bd-d3e1-5a3a-9382-fbb67901a87d","","not-started","Fix 2 checklist:d2b587ba-e04c-5d8e-9a78-7f27ea1c00a2:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","Female Amenities (03.517)","Fix 2 checklist","Fixtures","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"be4aafcf-76d4-5e08-8acc-bc99c4688022","","not-started","Fix 2 checklist:bdd5cda7-43e6-5934-bc03-37a69b742c8c","section","FALSE","FALSE","QA","Hydraulics","New","Level 03","Zone 2","Female Amenities (03.517)","Fix 2 checklist","Commissioning"
"ad907a3f-60ef-5061-89fb-8cdbf2f13a69","","not-started","Fix 2 checklist:bdd5cda7-43e6-5934-bc03-37a69b742c8c:598f3b6f-8a3e-40fe-ab16-a8b93f94b1a8","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","Female Amenities (03.517)","Fix 2 checklist","Commissioning","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"d7c1f072-125c-59fd-b3c3-233633ff18aa","","not-started","Fix 2 checklist:bdd5cda7-43e6-5934-bc03-37a69b742c8c:598f3b6f-8a3e-40fe-ab16-a8b93f94b1a8:c25dc1d8-9ba7-4833-a0f2-906b9e9538b8","signoff","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","Female Amenities (03.517)","Fix 2 checklist","Commissioning","Notify and gain permit from principal contractor / client for inspection"
"28667131-2a6d-5da8-8702-f13ebd207154","","not-started","Fix 2 checklist:bdd5cda7-43e6-5934-bc03-37a69b742c8c:1a6f162a-4359-4c82-b4b1-f92203ff586d","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","Female Amenities (03.517)","Fix 2 checklist","Commissioning","Check products for imperfections"
"7cece6e0-b2d7-5b43-99f3-4d8958429cf5","","not-started","Fix 2 checklist:bdd5cda7-43e6-5934-bc03-37a69b742c8c:75105f13-45dd-56d6-8fe7-5d137cb4e94a","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","Female Amenities (03.517)","Fix 2 checklist","Commissioning","Fixtures location & fixings all correct (as per drawings & samples)"
"2e59631d-d0e5-5972-80f6-0692d0603b90","","not-started","Fix 2 checklist:bdd5cda7-43e6-5934-bc03-37a69b742c8c:75293eb1-0271-5738-84c2-43edbe7c86eb","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","Female Amenities (03.517)","Fix 2 checklist","Commissioning","Clean out all strainers / aerators"
"f1fe9406-970f-5d63-920b-0ae60c5f03fd","","not-started","Fix 2 checklist:bdd5cda7-43e6-5934-bc03-37a69b742c8c:4a80fbba-8f4d-526c-bed3-65803c5eaf52","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","Female Amenities (03.517)","Fix 2 checklist","Commissioning","Check for no cross connections / leaks / access to isolation valves"
"37d4fa79-5adb-5ba4-afdc-fd02f3dbebc4","","not-started","Fix 2 checklist:bdd5cda7-43e6-5934-bc03-37a69b742c8c:23533c22-fdf6-53df-9b9e-7cec6655b7d3","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","Female Amenities (03.517)","Fix 2 checklist","Commissioning","Floor wastes (clear of debris & draining correctly)"
"9411121b-ea85-5105-b4dc-6632f7ac07a1","","not-started","Fix 2 checklist:bdd5cda7-43e6-5934-bc03-37a69b742c8c:4dfaaf89-5ce8-59ce-b2a1-e3a7b6811c3a","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","Female Amenities (03.517)","Fix 2 checklist","Commissioning","Quality of silicone seals to fixtures acceptable"
"987e6cb0-676f-5217-a2be-e62ef6e86242","","not-started","Fix 2 checklist:bdd5cda7-43e6-5934-bc03-37a69b742c8c:bf805153-8bc5-5225-a08a-9099e8638797","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","Female Amenities (03.517)","Fix 2 checklist","Commissioning","Hot water tempering valve set to 50c (+/- 5c) & DDA thermostatic mixing valve set to 42 degrees."
"6a9132a2-ea50-5dd2-96ba-c6c54a4ce03a","","not-started","Fix 2 checklist:bdd5cda7-43e6-5934-bc03-37a69b742c8c:a4d51ff0-032d-5d47-9069-74c84a4883fe","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","Female Amenities (03.517)","Fix 2 checklist","Commissioning","Water pressure acceptable 350Kpa to 500 Kpa"
"0c10aaa0-ce31-56e4-999c-94d646c6d5c6","","not-started","Fix 2 checklist:bdd5cda7-43e6-5934-bc03-37a69b742c8c:432aa93e-aa13-4a79-87d8-887465a27d64","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","Female Amenities (03.517)","Fix 2 checklist","Commissioning","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"e2cec60d-39af-481e-a90d-52fbd4ffe4f7","","not-started","","folder","TRUE","FALSE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)"
"fe75ece9-f009-45bb-b7b5-fdd7d87eb336","","not-started","Fix 1 Checklist","checklist","FALSE","FALSE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist"
"4b4dc0fb-98db-540d-b626-b95399240b66","","not-started","Fix 1 Checklist:f8bfbdc9-8053-58bd-a022-baeeb34ce428","section","FALSE","FALSE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Sewer AG"
"f4f3a076-9a5c-5ea4-8229-2bfc071e8e2e","","not-started","Fix 1 Checklist:f8bfbdc9-8053-58bd-a022-baeeb34ce428:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Sewer AG","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"ed44bb65-3338-511a-9c51-6ac5ff5fd67f","","not-started","Fix 1 Checklist:f8bfbdc9-8053-58bd-a022-baeeb34ce428:083eb9c4-fa14-554f-aec0-197652d9497a:c25d3980-8898-424f-a705-c5b52a284b60","signoff","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Sewer AG","Notify and gain permit from principal contractor / client for inspection"
"0aaff29b-56b7-567d-8416-03f1414db353","","not-started","Fix 1 Checklist:f8bfbdc9-8053-58bd-a022-baeeb34ce428:c14305f2-9ed6-5c66-ba84-f6e1dbe68b58","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Sewer AG","Setout & alignment as per drawing (include revision below)"
"bf14f8b9-51ec-566e-a98d-8804e5e26c5d","","not-started","Fix 1 Checklist:f8bfbdc9-8053-58bd-a022-baeeb34ce428:ce322e6d-7f63-5bf6-a477-b5f1a151ddbc","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Sewer AG","Grades, fittings & joints installed to standards"
"706e399f-2964-5a2d-b289-25d521e002a2","","not-started","Fix 1 Checklist:f8bfbdc9-8053-58bd-a022-baeeb34ce428:410bf4a7-cdb4-5244-8684-ed3de2b0fb1a","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Sewer AG","Fixings & seismic support to standards"
"c00fb627-e809-5c4a-bb65-cfef16abfd36","","not-started","Fix 1 Checklist:f8bfbdc9-8053-58bd-a022-baeeb34ce428:65c25f8f-22a4-5daa-a14b-2023299a2c1d","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Sewer AG","Expansion joints per floor installed correctly & clipped"
"dc6099d6-5ca1-5b58-a300-2e158418b92c","","not-started","Fix 1 Checklist:f8bfbdc9-8053-58bd-a022-baeeb34ce428:af8e630c-839c-5cad-bff7-e6f0b9c48092","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Sewer AG","Pipe risers sealed per floor & capped off to prevent damage"
"7ff9151c-6696-5836-9e93-a93a2e12d017","","not-started","Fix 1 Checklist:f8bfbdc9-8053-58bd-a022-baeeb34ce428:e0f8ec9c-302d-5bb0-8eb3-f4e80b61eade","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Sewer AG","Correct invert level (As per Standards)"
"96bfc2ca-f29a-54a7-ada7-954007d7483b","","not-started","Fix 1 Checklist:f8bfbdc9-8053-58bd-a022-baeeb34ce428:6a147b79-3c3a-5107-9ae1-c708993977f5","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Sewer AG","Vents and AAV installed (As per Standards)"
"5b4096fa-9dfe-5078-b446-91496bff94d5","","not-started","Fix 1 Checklist:f8bfbdc9-8053-58bd-a022-baeeb34ce428:58c39949-84e1-5bec-9481-afb3069adeb5","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Sewer AG","Acoustic lagging installed to acoustic specification"
"fcfe1689-c11d-5a9c-964b-070bbf53936e","","not-started","Fix 1 Checklist:f8bfbdc9-8053-58bd-a022-baeeb34ce428:0eb38021-b577-5e0e-8e61-1868053ab9b4","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Sewer AG","Pipework water tested to 15Kpa"
"4e8fc86b-1d23-5d7d-a114-011c4167e166","","not-started","Fix 1 Checklist:f8bfbdc9-8053-58bd-a022-baeeb34ce428:7a255cfd-1417-58ed-a027-9a1a06843d91","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Sewer AG","Identifications of services"
"9bc2d324-2313-5198-8d56-96ecda1fd842","","not-started","Fix 1 Checklist:f8bfbdc9-8053-58bd-a022-baeeb34ce428:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Sewer AG","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"13c7b8d1-04cc-5bba-a053-35feeb79865b","","not-started","Fix 1 Checklist:2d247e4b-4643-55a7-be5d-495d22790e4d","section","FALSE","FALSE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Stormwater AG"
"f5b055c3-73da-56f2-bdd1-2351d5ebbab8","","not-started","Fix 1 Checklist:2d247e4b-4643-55a7-be5d-495d22790e4d:ed0d47fe-ff4b-4d3a-a1cc-17944c433991","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Stormwater AG","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"04504cce-08c6-5df7-a401-6b13abd6dcd6","","not-started","Fix 1 Checklist:2d247e4b-4643-55a7-be5d-495d22790e4d:ed0d47fe-ff4b-4d3a-a1cc-17944c433991:67fc16b7-94ac-4c30-888c-15af0fb8bf51","signoff","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Stormwater AG","Notify and gain permit from principal contractor / client for inspection"
"dd7c4c04-6820-5798-83d0-688d6aa68a7e","","not-started","Fix 1 Checklist:2d247e4b-4643-55a7-be5d-495d22790e4d:51d54e2b-ee8e-4180-8166-b5dee12f200a","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Stormwater AG","Setout & alignment as per drawing (include revision below)"
"d9403893-c02a-5db9-8c32-7b23648c473b","","not-started","Fix 1 Checklist:2d247e4b-4643-55a7-be5d-495d22790e4d:1427a3fd-c38d-5ebf-928c-558a4f7ed9e4","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Stormwater AG","Grades (as per AS:3500)"
"1add3e53-767f-5fc2-b796-e9b77b67e977","","not-started","Fix 1 Checklist:2d247e4b-4643-55a7-be5d-495d22790e4d:0425c0ef-7719-51c7-a7b1-b1b2088c7aef","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Stormwater AG","Location (as per hydraulic drawing)"
"77bb8503-d0d0-5d29-9e0c-89effd94e2a3","","not-started","Fix 1 Checklist:2d247e4b-4643-55a7-be5d-495d22790e4d:ff9a4ff9-5c7f-5393-9b60-ac364ef2382f","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Stormwater AG","Fixings - Securely fixed (As per Standards)"
"4f0c34b8-6c07-5785-98c9-81c98918034f","","not-started","Fix 1 Checklist:2d247e4b-4643-55a7-be5d-495d22790e4d:e4b22e0b-ecbc-5c4f-88db-9e20d3816be8","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Stormwater AG","Fittings Joints ETC (as per AS 3500)"
"f1719bb6-f8db-56d5-8b80-9878df3d0748","","not-started","Fix 1 Checklist:2d247e4b-4643-55a7-be5d-495d22790e4d:74b93783-f04a-59f9-9fd8-f08523d1dab8","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Stormwater AG","Inspection prior to closure"
"9b1c360a-5a6c-5eb1-9072-991d0927aeaf","","not-started","Fix 1 Checklist:2d247e4b-4643-55a7-be5d-495d22790e4d:1ef7c64e-399c-5102-b940-881f03e5c003","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Stormwater AG","Operation of pumps (Commissioning report) if Applicable"
"023b92c7-a6e4-5f89-9364-941b5577680d","","not-started","Fix 1 Checklist:2d247e4b-4643-55a7-be5d-495d22790e4d:9cf7d1b0-458e-528d-9e9d-c7fa76bd2c7a","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Stormwater AG","Test water and discharge requirements are met"
"bf30c1fb-7234-55e0-a61b-6968af51376e","","not-started","Fix 1 Checklist:2d247e4b-4643-55a7-be5d-495d22790e4d:a135d123-824b-556f-bb88-5a1febc2ba07","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Stormwater AG","Correct invert level AS per AS 3500"
"6ecc0b38-3014-5551-b063-7653d2063c4c","","not-started","Fix 1 Checklist:2d247e4b-4643-55a7-be5d-495d22790e4d:5329808e-7449-450e-a7a3-c2db7d98783e","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Stormwater AG","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"8bc300d4-0209-539c-950e-ccf58b22db21","","not-started","Fix 1 Checklist:659cf882-47fb-5779-a0de-5900f1f92fd3","section","FALSE","FALSE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Rough In"
"f98343d9-7e74-5bfb-ba17-20f132abe34f","","not-started","Fix 1 Checklist:659cf882-47fb-5779-a0de-5900f1f92fd3:0867b2e7-36dd-4bf0-a428-8808dde43291","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Rough In","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"920e2da6-e190-523a-9fc9-122c07f1a7ab","","not-started","Fix 1 Checklist:659cf882-47fb-5779-a0de-5900f1f92fd3:0867b2e7-36dd-4bf0-a428-8808dde43291:795c5f28-0f7f-4636-9315-ba43d5761873","signoff","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Rough In","Notify and gain permit from principal contractor / client for inspection"
"1831df4f-dab3-5a97-8881-ac43b51dcf8a","","not-started","Fix 1 Checklist:659cf882-47fb-5779-a0de-5900f1f92fd3:88ef6fd4-6501-4c66-af24-41d9f7752e50","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Rough In","Setout & alignment as per drawing (include revision below)"
"16370a6f-732d-5dc9-b509-6d9fa94d8f6e","","not-started","Fix 1 Checklist:659cf882-47fb-5779-a0de-5900f1f92fd3:d9ac4413-d238-59a4-b98d-983141533a2c","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Rough In","Material type (as per sample submission)"
"66909fe1-686f-54c5-a188-c138eff57e93","","not-started","Fix 1 Checklist:659cf882-47fb-5779-a0de-5900f1f92fd3:080af063-649e-586e-8d35-309a1a84fbda","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Rough In","Pipework installation checked against standards (as per AS 3500.1)"
"3536ca64-6a9b-59be-85d8-9dd967f7cfef","","not-started","Fix 1 Checklist:659cf882-47fb-5779-a0de-5900f1f92fd3:801a3b0d-b193-55e7-a017-ac6d43d66cc7","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Rough In","Welding / pressfit / push fit / witness marks (as per AS 3500.1)"
"e5c36271-25a9-5814-8609-292ba74d5784","","not-started","Fix 1 Checklist:659cf882-47fb-5779-a0de-5900f1f92fd3:70065ae0-8017-5658-b365-984b8c1474cb","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Rough In","Support & fixings checked (acoustic / seismic / water hammer/ silicone)"
"8e1bad28-d5f4-587b-adfc-1663bf7b1183","","not-started","Fix 1 Checklist:659cf882-47fb-5779-a0de-5900f1f92fd3:2a38040a-3343-5d0a-90af-6a08e88a21a2","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Rough In","Check for no cross connection"
"6407b45e-65db-58ec-8730-ae2ddd811b00","","not-started","Fix 1 Checklist:659cf882-47fb-5779-a0de-5900f1f92fd3:72f3c870-8985-5ea8-acf6-7ed803653557","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Rough In","Heights double checked before room sign off as per sample submission"
"8261db49-76ea-58dd-8676-a84445b04b4c","","not-started","Fix 1 Checklist:659cf882-47fb-5779-a0de-5900f1f92fd3:ed177efa-6244-50b7-9c64-68476a075087","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Rough In","Pipe risers water sealed per floor and capped off to prevent damage"
"a99de8b2-50aa-58de-b811-369c6de7fceb","","not-started","Fix 1 Checklist:659cf882-47fb-5779-a0de-5900f1f92fd3:f7e73412-8aa9-5e2d-a27f-e5b3eca8bfc2","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Rough In","Correct sewer ventilation"
"b5d07bf4-a8ff-5cd7-8b5f-88d58415e3e9","","not-started","Fix 1 Checklist:659cf882-47fb-5779-a0de-5900f1f92fd3:6e02cdeb-70f0-5c38-8fc1-13b3b41b9393","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Rough In","Pressure test water lines to (1500kpa)"
"e3a08116-5b1c-5bcd-8e78-288e89b7a63f","","not-started","Fix 1 Checklist:659cf882-47fb-5779-a0de-5900f1f92fd3:6fff9bea-2a31-551d-96df-36b4e7276458","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Rough In","Identification of services"
"7bbf2bf4-bfa2-5bd1-a3b5-a6e16cf50936","","not-started","Fix 1 Checklist:659cf882-47fb-5779-a0de-5900f1f92fd3:ec5c5a6f-1a76-48cd-bcdb-e242a2c4dc8e","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Rough In","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"45af8b4d-db94-5ac3-a9bd-77e14c2c1a26","","not-started","Fix 1 Checklist:2a3cedb6-ace6-5ceb-93e1-9888017183e2","section","FALSE","FALSE","QA","Hydraulics","New","Level 03","Zone 2","UD Ambulant (03.541)","Fix 1 Checklist","Rainwater"
