"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b482182c-2e25-47b9-b2e7-fa5cebbc4038","","checklist-flat","pass","SYS - PT - Overall Pre-start","checklist-flat","FALSE","FALSE","Overall Pre-start"
"d924c322-c128-507a-9f39-e02b374cc859","","checkpoint-status","pass","","","TRUE","TRUE","Overall Pre-start","Overall Pre-start"
"26a4297d-133a-5674-85a5-8731c42931f6","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","System information:"
"4b22831a-36f3-530c-8aa2-d556b715f61f","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","SSP Attached"
"4d1a38d8-3fb5-5ad5-b2a4-0cef7fbd9c46","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Task Analysis Attached"
"41f84eca-dc57-5123-ba8c-fe26465e4e54","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Relevant Drawings Attached"
"e73fa813-3e4d-5d1a-af87-accc6f0a80a6","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Pre-Start Photos"
"879ee930-294d-49b7-b438-0caf28e50165","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"21197986-7c8a-4f2c-a141-7d9b0aef3907","","folder-normal","not-started","","step","TRUE","FALSE","QA","Teaching Block 01"
"dc80e1cc-4342-4067-88db-fbe79f024ee1","","folder-normal","not-started","","step","TRUE","FALSE","QA","Teaching Block 01","1No RoofSafe Rail Fall Arrest System @ 36m - RSRail 01"
"e3efab24-927b-410f-92b0-f3194dcc60d5","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Teaching Block 01","1No RoofSafe Rail Fall Arrest System @ 36m - RSRail 01","Pre-Fit Off Checklist"
"e4c2dee1-a5df-5274-8e34-402e4521adc9","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No AP Type 02 Fall Arrest Anchor with First Up Strop","Fit Off Checklist - Anchor 16","Installed as per PBI drawings supplied and manufacturer's requirements"
"17189aad-2fb6-4e6a-9313-6ccbc19f78c3","","folder-normal","pass","","step","TRUE","FALSE","QA","Bloomfield Roof","1No Ladder Bracket"
"32ead95a-1e89-40ac-957c-126560206ac7","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Bloomfield Roof","1No Ladder Bracket","Pre-Fit Off Checklist"
"f15325ff-33c7-5172-88a3-836fa936fee9","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Ladder Bracket","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"819cd8a0-9d86-5d44-85b0-d687e91705ae","","holdpoint","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Ladder Bracket","Pre-Fit Off Checklist","EMAIL PM"
"24da3a4a-598b-5218-8b87-fbbd6adcb843","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Ladder Bracket","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"4015d231-5a21-5db1-8720-3c1fdcd85eaf","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Ladder Bracket","Pre-Fit Off Checklist","Photos taken"
"20f739c8-8351-4173-af4d-615c31bba3d2","","checklist-flat","pass","Fit Off Checklist - Ladder System","checklist-flat","FALSE","FALSE","QA","Bloomfield Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 02"
"fe4ad787-840a-59fb-becc-eff4e350669a","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 02","Installed to manufacturer or PBI Installation instructions"
"dcd9057a-024f-587d-aa75-7e474ae17914","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 02","Installed as per AS1657:2018"
"6f9480b8-5060-5a43-b0d0-be4c77b616df","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 02","All fixings secure"
"01f32c1e-c2b5-507f-b7f5-03d120608038","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Bloomfield Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 02","Top step of ladder flush with either walk-off kit or building edge"
"b482ec4f-8816-58e1-bb96-8ec9b61f9873","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 02","No unsealed penetrations to the roof"
"e460ef98-a9a0-592c-a560-94587d1edf72","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Bloomfield Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 02","If caged, cage start between 2m and 2.2m from ground level?"
"f7d40e14-ff7c-5a48-b5f4-d119b1cc1277","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Bloomfield Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 02","If ladder is above 3.5m, does it contain a cage?"
"fbc7fec0-64c5-53ed-b93c-753a743d3df8","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Bloomfield Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 02","If ladder is above 6m, does it have a mid-way platform?"
"32865507-b4a6-5e93-99dd-4923b4d3f2fa","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 02","Photo uploaded of clean work area"
"74ee1cf6-0891-5155-bfb0-c62b834651d0","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 02","Video taken"
"e3352cb3-d3f1-495b-9068-c706c6a46a62","","folder-normal","pass","","step","TRUE","FALSE","QA","Bloomfield Roof","1No Permanent Access Ladder System"
"5c92dd17-a2f8-4314-af78-e7630ee492c9","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Bloomfield Roof","1No Permanent Access Ladder System","Pre-Fit Off Checklist"
"8b9f68fe-7551-5d03-beaa-8292fadf6c67","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Permanent Access Ladder System","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"995e9e17-b533-5206-8863-2b8ede060126","","holdpoint","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Permanent Access Ladder System","Pre-Fit Off Checklist","EMAIL PM"
"75703e43-23ac-5ece-94e9-eb7457b6f526","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Permanent Access Ladder System","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"02c41b98-49a6-58e8-ac88-44083d2c2c8a","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Permanent Access Ladder System","Pre-Fit Off Checklist","Photos taken"
"842581f0-e2e3-4b3d-a1f9-8aa5131165dd","","checklist-flat","pass","Fit Off Checklist - Ladder System","checklist-flat","FALSE","FALSE","QA","Bloomfield Roof","1No Permanent Access Ladder System","Fit Off Checklist - Ladder System 03"
"b7d1db58-e274-57d5-be7d-ad5bdd5d8fd2","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Permanent Access Ladder System","Fit Off Checklist - Ladder System 03","Installed to manufacturer or PBI Installation instructions"
"4b8701cc-859b-55f3-81c1-cb47c1f3cdcc","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Permanent Access Ladder System","Fit Off Checklist - Ladder System 03","Installed as per AS1657:2018"
"0880fc4c-791a-559f-b64c-f5b33913d65c","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Permanent Access Ladder System","Fit Off Checklist - Ladder System 03","All fixings secure"
"1af6f859-dbd0-5d3d-97ba-0b4d4140767c","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Permanent Access Ladder System","Fit Off Checklist - Ladder System 03","Top step of ladder flush with either walk-off kit or building edge"
"0aafc09c-df11-587a-8805-f83704a6b558","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Permanent Access Ladder System","Fit Off Checklist - Ladder System 03","No unsealed penetrations to the roof"
"0ea2d5bb-0218-580a-a423-1d78157dc43c","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Bloomfield Roof","1No Permanent Access Ladder System","Fit Off Checklist - Ladder System 03","If caged, cage start between 2m and 2.2m from ground level?"
"53bc7c93-eae0-5fd6-97b7-6fa9b9ae4d5a","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Bloomfield Roof","1No Permanent Access Ladder System","Fit Off Checklist - Ladder System 03","If ladder is above 3.5m, does it contain a cage?"
"59eac2bf-f39a-5b1a-9d61-a4857b98051b","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Bloomfield Roof","1No Permanent Access Ladder System","Fit Off Checklist - Ladder System 03","If ladder is above 6m, does it have a mid-way platform?"
"4a28dbb8-80c6-5ace-947f-522b25825b87","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Permanent Access Ladder System","Fit Off Checklist - Ladder System 03","Photo uploaded of clean work area"
"2dfa5b9c-6784-561b-8b22-446e0738f7e8","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","1No Permanent Access Ladder System","Fit Off Checklist - Ladder System 03","Video taken"
"ab3f636b-2048-4040-8c1f-05fc3bcee330","","checklist-flat","work-in-progress","Data Plate, Access Point (Rails and Line Systems)","checklist-flat","FALSE","FALSE","QA","Bloomfield Roof","Data Plate, Access Point"
"13066d79-1891-514b-98be-98d6eb7c1645","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bloomfield Roof","Data Plate, Access Point","Details of Data Plate"
"9772a3cb-0158-56fb-bd54-d7a91a856d12","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bloomfield Roof","Data Plate, Access Point","1 photo required of Data Plate"
"893fa60e-03b0-5c05-881f-f72b512bd4ce","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","Data Plate, Access Point","Details of Access Point"
"49c96631-8948-54c4-8e1e-a62d43a958e4","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bloomfield Roof","Data Plate, Access Point","1 photo required of Access Area"
"fab592d1-5b85-5b23-a0b0-b70368f0df76","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bloomfield Roof","Data Plate, Access Point","Details of Rail Carriages/Cable Travellers"
"7118350f-4b64-562e-beb1-7463684d8267","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bloomfield Roof","Data Plate, Access Point","1 photo required of carriages/travellers"
"b8644b4d-728a-47b5-a913-52bf6c007f98","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Whare Roof"
"1b395115-edd9-4ccf-b62d-3100415f03ee","","folder-normal","pass","","step","TRUE","FALSE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors"
"e406987f-e789-46bc-8d6b-bdbead99f45c","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist"
"3c2e98fd-c588-5ea3-861f-c6801d7b0ca6","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"6bb40dc9-2a09-5203-a91b-a5b0e90da955","","holdpoint","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist","EMAIL PM"
"182e532e-9373-5763-bae0-65d310d41bec","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"6f120821-e5fc-59e1-a680-73440a565af6","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist","Photos taken"
"3b411bb2-8a63-4634-ad6a-85255def43a6","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 02"
"c1c4a4b0-08da-5417-bc53-124dcb57849b","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 02","Confirm the structure is in accordance with the details supplied by PBI"
"521cbcd4-25d2-52ee-ac54-358a530b557a","","holdpoint","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 02","EMAIL PM"
"3fb54b60-1538-5dcf-93c2-4c7cf7ad451f","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 02","Required number of photo(s) taken of installed anchor(s)"
"3bc6cfab-8ab4-5083-835f-7ffd20503c82","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"35375627-62d3-4431-a061-4ec23001a87d","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 03"
"e527ce4d-9a86-5ff5-883f-59635593cd34","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 03","Confirm the structure is in accordance with the details supplied by PBI"
"1cc59913-be1b-5504-aa5b-cfde35d3b052","","holdpoint","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 03","EMAIL PM"
"b930c28a-582a-5a18-9b90-0fd46bf714fa","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 03","Required number of photo(s) taken of installed anchor(s)"
"04297f24-3f11-59b0-9b45-4899f31f260b","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 03","Installed as per PBI drawings supplied and manufacturer's requirements"
"16f2bcdd-bb5b-43e4-b352-9c53b2cb40fd","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 04"
"1f00f6ce-4d5e-5862-b5ff-27b8d8aa5fec","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 04","Confirm the structure is in accordance with the details supplied by PBI"
"77aac25f-b732-5c6c-9f64-540dfa452d0e","","holdpoint","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 04","EMAIL PM"
"5302a26a-a5ac-55db-9e25-1b2705544aca","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 04","Required number of photo(s) taken of installed anchor(s)"
"31c9bf92-61b0-5934-ad10-971fc8db8c2f","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 04","Installed as per PBI drawings supplied and manufacturer's requirements"
"2e575658-dd9a-4720-9fe3-ac24d324672c","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 05"
"25f4e395-f6e7-5fa1-b5fd-56b493c29591","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 05","Confirm the structure is in accordance with the details supplied by PBI"
"0c4d6b80-9bba-52de-ad82-d3b64e56f9d3","","holdpoint","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 05","EMAIL PM"
"f7037f8b-1490-5c2a-952b-b4068f0ad3ab","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 05","Required number of photo(s) taken of installed anchor(s)"
"fd79e25b-ac9b-504c-89f8-e1755b9d37f4","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 05","Installed as per PBI drawings supplied and manufacturer's requirements"
"47864e90-ef3e-4327-a25d-8ac36c539232","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 06"
"a0ced88e-e158-5580-a980-96620fa50679","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 06","Confirm the structure is in accordance with the details supplied by PBI"
"8b9895ca-c2cf-5890-81c8-34f1ef665cf3","","holdpoint","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 06","EMAIL PM"
"820d4658-1e29-5e71-8cc6-10ff82615cfa","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 06","Required number of photo(s) taken of installed anchor(s)"
"287e80cd-a6f7-5baa-9ded-a6f217b34575","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 06","Installed as per PBI drawings supplied and manufacturer's requirements"
"f6ba03d0-498e-49fd-b563-ae709bcb36ac","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 07"
"69295106-9d69-54a9-8ab9-506c79ac706b","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 07","Confirm the structure is in accordance with the details supplied by PBI"
"cae641cc-a9ea-5417-9a0c-bab2751705a2","","holdpoint","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 07","EMAIL PM"
"cd7e45fd-8012-51bd-b740-a2aff91416e9","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 07","Required number of photo(s) taken of installed anchor(s)"
"08be61a0-068a-5694-a572-12b7b8651259","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","6No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 07","Installed as per PBI drawings supplied and manufacturer's requirements"
"7a798b76-7f30-4af4-8188-27f8eabd0305","","folder-normal","pass","","step","TRUE","FALSE","QA","Whare Roof","1No AP Type 02 Fall Arrest Anchor w First Up Strop"
"e5960562-3938-443b-b626-4c7dc11bceb6","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Whare Roof","1No AP Type 02 Fall Arrest Anchor w First Up Strop","Pre-Fit Off Checklist"
"d6d7e8e5-396a-5b3e-b548-a87f6e874df7","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","1No AP Type 02 Fall Arrest Anchor w First Up Strop","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"e01cb286-e20d-5730-b0d1-011b0ac22592","","holdpoint","pass","","","TRUE","TRUE","QA","Whare Roof","1No AP Type 02 Fall Arrest Anchor w First Up Strop","Pre-Fit Off Checklist","EMAIL PM"
"5ba8c1d6-c1e2-5e66-8f36-f90f216af3a6","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","1No AP Type 02 Fall Arrest Anchor w First Up Strop","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"9667ca40-dd48-5f93-bf03-b66d946bad7f","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","1No AP Type 02 Fall Arrest Anchor w First Up Strop","Pre-Fit Off Checklist","Photos taken"
"17c782bd-b511-4f23-9b99-fb20e27b3ef6","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Whare Roof","1No AP Type 02 Fall Arrest Anchor w First Up Strop","Fit Off Checklist - Anchor 01"
"cf97264d-0d3b-5e43-80d2-02ff99b827e4","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","1No AP Type 02 Fall Arrest Anchor w First Up Strop","Fit Off Checklist - Anchor 01","Confirm the structure is in accordance with the details supplied by PBI"
"ebf27993-e1b6-5e29-b09a-a01ab8483971","","holdpoint","pass","","","TRUE","TRUE","QA","Whare Roof","1No AP Type 02 Fall Arrest Anchor w First Up Strop","Fit Off Checklist - Anchor 01","EMAIL PM"
"9dd88440-3707-5521-bffe-185bfe689eab","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","1No AP Type 02 Fall Arrest Anchor w First Up Strop","Fit Off Checklist - Anchor 01","Required number of photo(s) taken of installed anchor(s)"
"f54aa537-db37-5c77-ad7c-784c9b1b82fd","","checkpoint-status","pass","","","TRUE","TRUE","QA","Whare Roof","1No AP Type 02 Fall Arrest Anchor w First Up Strop","Fit Off Checklist - Anchor 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"c3c2df7f-ef7e-4ed8-ba27-ae91020ce73b","","folder-normal","not-started","","step","TRUE","FALSE","QA","Whare Roof","1No Ladder Bracket"
"413a2aed-0fdc-469a-9f71-0ef10ea7bab0","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Whare Roof","1No Ladder Bracket","Pre-Fit Off Checklist"
"9a5918f1-ae9f-56e5-95a7-9f6ae97f4249","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Whare Roof","1No Ladder Bracket","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"b918a641-8de8-50b9-ac0b-07452313a7e0","","holdpoint","not-started","","","TRUE","TRUE","QA","Whare Roof","1No Ladder Bracket","Pre-Fit Off Checklist","EMAIL PM"
"51e41c92-bfee-520f-ab89-009877fa492d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Whare Roof","1No Ladder Bracket","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"d76b5d57-e4c3-5e6c-8185-a9a0d64c6842","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Whare Roof","1No Ladder Bracket","Pre-Fit Off Checklist","Photos taken"
"86675103-bc86-45d8-b559-fd33f3a69892","","checklist-flat","not-started","Fit Off Checklist - Ladder System","checklist-flat","FALSE","FALSE","QA","Whare Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 01"
"ac4e56a0-5ce9-5c4c-b83e-b38c6526137e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Whare Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 01","Installed to manufacturer or PBI Installation instructions"
"c9a704ad-119a-5770-a3aa-206cefa034b7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Whare Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 01","Installed as per AS1657:2018"
"b0835454-0c6f-5189-840f-3281cd969d13","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Whare Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 01","All fixings secure"
"ebdba1da-d82a-5a30-b717-4cccc53303c3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Whare Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 01","Top step of ladder flush with either walk-off kit or building edge"
"d40f692a-465c-570a-98c0-017c6d3836ec","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Whare Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 01","No unsealed penetrations to the roof"
"47983d94-41ce-5326-ba52-e4eda200497c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Whare Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 01","If caged, cage start between 2m and 2.2m from ground level?"
"19ef6b05-a55b-5df5-9fb5-4a61afea9091","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Whare Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 01","If ladder is above 3.5m, does it contain a cage?"
"a663bf27-73d8-5afd-8df0-af8e8a41f622","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Whare Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 01","If ladder is above 6m, does it have a mid-way platform?"
"c9d889ed-f3a4-599c-93cd-12aec340e7fc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Whare Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 01","Photo uploaded of clean work area"
"c1baafdb-151a-586b-9647-3b4fc8ec9c0b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Whare Roof","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket 01","Video taken"
"1c4d512d-3f78-4321-9210-7a693da63379","","checklist-flat","not-started","Data Plate & Access Point (Anchor Points)","checklist-flat","FALSE","FALSE","QA","Whare Roof","Data Plate & Access Point"
"bf4c9634-b570-5424-b57f-c3b5dab57349","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Whare Roof","Data Plate & Access Point","Details of Data Plate"
"f1c0b132-44ee-5541-92e8-3c1df93e17bd","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Whare Roof","Data Plate & Access Point","1 photo required of Data Plate"
"99665cb6-f4e8-5fce-b466-3a197a3f2fb8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Whare Roof","Data Plate & Access Point","Details of Access Point"
"288965bc-a31a-5d13-9f18-80cbe8261629","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Whare Roof","Data Plate & Access Point","1 photo required of Access Area"
"abf41075-88f0-42a7-a6bf-53a1b1ee1da1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Roof Access Requirements"
"aae4022b-f286-4751-85c1-4b299e8ebef4","","checklist-flat","work-in-progress","Roof Access Requirements","checklist-flat","FALSE","FALSE","Roof Access Requirements","Roof Access Requirements"
"009b0390-0428-5c78-8993-81509bbffa01","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Roof Access Requirements","Roof Access Requirements","Brief description of roof access requirements for Recert Team"
"cd1c6838-7347-4430-b939-d194bc6b3cfc","","checklist-flat","not-started","SYS - PT - Practical Completion","checklist-flat","FALSE","FALSE","Practical Completion"
"28fb9bcc-2a08-59e8-883d-cb71992eb206","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Practical Completion","System installed and ready for review from Project Manager."
"04b099b1-5b7f-5ffa-b692-d6f6ddda80e7","","holdpoint","no-status-not-started","","","TRUE","TRUE","Practical Completion","Request Review to PM"
"47cf8286-fac3-5806-b4c9-f5a0b2bb822d","","checkpoint-status","not-started","","","TRUE","TRUE","Practical Completion","Project Manager has reviewed, checked and approved system."
"fa6dffb9-cda3-53d7-995a-cbef40639902","","checkpoint-status","not-started","","","TRUE","TRUE","Practical Completion","PM to send to PBI admin to close out and archive"
