"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3bc5c2c2-2eca-4255-9e70-e19de8c14886","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"79822113-bc36-4b27-bbae-32355e01ecad","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"895332ca-dbed-4472-afd6-08b8721b413f","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"26bd579e-008e-49f2-9da8-dca6758c0225","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","East Feature"
"7035c855-d61d-4474-9daa-d33a025b9551","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","East Feature","E1"
"fd8d8e3d-2e92-4a5a-b47e-4cd589f64788","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","East Feature","E1","E1-1"
"ae189634-bf5a-43eb-a123-c07ec8237894","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E1","E1-1","Pre-Pour Check"
"d84f6951-bb8b-4d73-9a34-814a917a1aa2","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-1","Concrete Works"
"ee42551f-f198-43d0-b054-51d601433c80","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-1","Concrete Works","Concrete Works Details"
"92d36165-ba6b-4674-9401-a3cfb732f330","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-1","Concrete Works","Wilco Sample Taken"
"7106a347-10ab-4e6b-bb00-4e357f14c7a3","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-1","Concrete Works","Bridgeman Sample Taken"
"ac301d8e-da20-44b2-b0af-216323df8e02","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-1","Concrete Works","Supervisor Approval"
"a1c1c182-8086-4358-ae95-3e860e20db69","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-1","Post Pour Check"
"cb9b18d0-bd72-4108-a161-c999091ecde0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-1","Post Pour Check","Edge Detail"
"d1f5b78a-1e2b-47eb-b833-7b0424d9cb67","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-1","Post Pour Check","Bar Projections"
"16964dcd-b760-477c-a157-1383a399b46a","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-1","Post Pour Check","Cast in items"
"cc6ddfd7-bd2f-4c28-9b9a-c51e1592397d","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-1","Stripping and Stacking"
"ac813f06-b02f-47e0-af86-096d5941f3b5","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-1","Stripping and Stacking","Stripping & Stacking"
"5eeebc0d-ce66-46b7-8077-6066d4ce2ed2","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","East Feature","E4","E4-2"
"9ef46244-9cf0-43b1-91bd-da0b8a6ecd85","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-2","Pre-Pour Check"
"33b6c520-df89-44ec-9bc2-58d675fdfb12","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-2","Pre-Pour Check","Dimensions"
"3e2e55a3-736d-41bc-8a0f-7c3047a9fd58","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-2","Pre-Pour Check","Mould Clean"
"72f58f8b-505b-4d83-b0aa-472b78bbd4e5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-2","Pre-Pour Check","Mould Oiled"
"54bec2e1-910c-4bfc-97b2-a6c7a1b65630","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-2","Pre-Pour Check","Mould - Workmanship"
"f0350291-5b81-4536-87fe-781eba4018cb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-2","Pre-Pour Check","Reinforcing"
"3b7b8bae-0df7-441c-946b-7937f339949c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-2","Pre-Pour Check","Cast In Items"
"cd3032e0-9505-4d3a-b867-7478fefaca9f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-2","Pre-Pour Check","Marker Position and No."
"498aa0d4-5e6a-4281-8991-adecf900918b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-2","Pre-Pour Check","Make mould to Green Status"
"a93bf3be-bcfb-47c8-a7ca-32207f375d65","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-2","Concrete Works"
"c27ae32a-c80f-422d-a397-ca7b2dfcdf8d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-2","Concrete Works","Concrete Works Details"
"2e4bb962-d118-49a8-a136-7fb7aff2b1f2","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-2","Concrete Works","Wilco Sample Taken"
"10750ef5-5e1e-4666-af84-8e77924e4e91","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-2","Concrete Works","Bridgeman Sample Taken"
"1b7111a1-b594-4d83-8cef-25eb433a098c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-2","Concrete Works","Supervisor Approval"
"95db6a69-46c9-452e-a2aa-1818114dc4ca","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-2","Post Pour Check"
"fd066cb6-2ddc-4b70-9fad-02ab09f46f22","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-2","Post Pour Check","Edge Detail"
"1aee6992-31ca-43f6-8d63-dd31808a8f61","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-2","Post Pour Check","Bar Projections"
"e8c9f713-abb8-4887-8e7f-c37f2361e8e7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-2","Post Pour Check","Cast in items"
"cfd10988-42ae-482c-a3dd-707e431a1fef","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-2","Stripping and Stacking"
"c80f8a4b-49e5-4106-8477-dfa73c5437dd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-2","Stripping and Stacking","Stripping & Stacking"
"2cd70e99-cb9c-49b0-a36e-9764abec0d66","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","East Feature","E4","E4-3"
"5616f0fb-7fe6-4381-86d5-72f5f6cdb14f","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-3","Pre-Pour Check"
"44136c78-3f7a-45ce-af01-f4ed3b6d0b75","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-3","Pre-Pour Check","Dimensions"
"92eda1ee-ec13-4723-a98e-c5141a02408f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-3","Pre-Pour Check","Mould Clean"
"8df85ca0-e7d0-438a-b219-944a521e0f19","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-3","Pre-Pour Check","Mould Oiled"
"34a5646c-5207-4803-8cc8-600f38ac1cf1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-3","Pre-Pour Check","Mould - Workmanship"
"41885ac2-4b4d-44d6-834a-7ff9cb00cbb3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-3","Pre-Pour Check","Reinforcing"
"e89d5af6-dcd3-4d07-9360-54e96610b333","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-3","Pre-Pour Check","Cast In Items"
"f51b23e2-091c-41b3-95fe-8565161f7a55","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-3","Pre-Pour Check","Marker Position and No."
"9b025ac7-2604-47d7-a057-dde022e7314f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-3","Pre-Pour Check","Make mould to Green Status"
"19e21b9a-45de-4891-b232-28e8baaa786c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-3","Concrete Works"
"221023d9-e33e-436d-bf84-7c827175275c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-3","Concrete Works","Concrete Works Details"
"fb730f26-e762-41db-a5fa-6a93413dccab","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-3","Concrete Works","Wilco Sample Taken"
"1ed91eb5-0777-44d4-8ecc-e7de558ec3a9","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-3","Concrete Works","Bridgeman Sample Taken"
"dde5c5c9-9354-49e4-b896-3200eeafe7fe","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-3","Concrete Works","Supervisor Approval"
"d945d314-1cbe-449b-bd84-8ba4ec76f262","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-3","Post Pour Check"
"ead0172f-933d-4dd7-8219-edd78637ea0b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-3","Post Pour Check","Edge Detail"
"d9af66ba-e981-43a2-a50e-5a6accbd243b","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-3","Post Pour Check","Bar Projections"
"48abd8ef-fe38-4132-b15f-28e0b499993d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-3","Post Pour Check","Cast in items"
"2a4ad012-7415-4e1f-970e-fcd0d92376cc","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-3","Stripping and Stacking"
"337d8f2d-835f-41ee-8e74-eead0e46cf6c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-3","Stripping and Stacking","Stripping & Stacking"
"de58a026-0a23-4f43-ab2e-9fd9770a8aa8","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","East Feature","E4","E4-4"
"19ced0f1-d158-4e0f-8b21-2ed42619bc87","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-4","Pre-Pour Check"
"2a3cb9cd-ccd1-4901-b354-a7ce48adf0d5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-4","Pre-Pour Check","Dimensions"
"3d977921-8f57-46f2-8c04-2e93bf0a1228","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-4","Pre-Pour Check","Mould Clean"
"27ff9a29-69bc-478f-a159-2128098e92b1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-4","Pre-Pour Check","Mould Oiled"
"bdfb4742-6179-4735-b6b2-db92ca377da8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-4","Pre-Pour Check","Mould - Workmanship"
"db8764c6-2dc7-4b86-aeaa-b94f7c6ea15e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-4","Pre-Pour Check","Reinforcing"
"c43b7efc-4dfa-4625-82d8-62c0b007901b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-4","Pre-Pour Check","Cast In Items"
"1de834d9-fd94-4df9-8af7-94361d5a70fd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-4","Pre-Pour Check","Marker Position and No."
"306f1cb8-2b48-474d-9a8c-bfc18c8498ab","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-4","Pre-Pour Check","Make mould to Green Status"
"c621544e-e764-4ef0-a19b-2db2d62a8213","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-4","Concrete Works"
"ec4aa907-5ed9-498c-97b1-d7633751a4f8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-4","Concrete Works","Concrete Works Details"
"6f2593a8-1646-42b0-8ca1-c58e02fcb0da","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-4","Concrete Works","Wilco Sample Taken"
"3403bedb-5a53-49fb-aab2-09ef90c12441","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-4","Concrete Works","Bridgeman Sample Taken"
"ff57e8a4-8a56-4098-9555-e39c00cd9220","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-4","Concrete Works","Supervisor Approval"
"1337d2a5-6a86-4313-ad9f-18010dfddff8","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-4","Post Pour Check"
"32e5b8a7-4940-4575-bf7d-10bc8d9fffa3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-4","Post Pour Check","Edge Detail"
"d258ef5c-7a6a-409d-a55c-48abf007dfec","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-4","Post Pour Check","Bar Projections"
"980bb6ca-1ce6-4a48-b12f-fbca9bd7a2ab","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-4","Post Pour Check","Cast in items"
"528d6795-b0cc-4153-b46e-870a24b09120","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-4","Stripping and Stacking"
"a6522d6c-d878-49c5-8df5-372a83b1b773","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E4","E4-4","Stripping and Stacking","Stripping & Stacking"
"4d8694ec-eb5c-4bc0-a097-e565171863cb","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","East Feature","E5"
"eb3b3735-e0d6-4474-8d35-0285be973ae9","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","East Feature","E5","E5-1"
"9d336359-e836-4bad-97ec-f979c815b5c1","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-1","Pre-Pour Check"
"29a4ebe4-729c-48de-b25b-41703a69cc15","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-1","Pre-Pour Check","Dimensions"
"3308a1f4-865b-4274-bd61-a0d9e8441c46","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-1","Pre-Pour Check","Mould Clean"
"c4a3b0d0-4280-42da-89e2-b6c52c8157ad","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-1","Pre-Pour Check","Mould Oiled"
"54474587-2d1e-4c8c-b202-b93ee7ef01c9","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-1","Pre-Pour Check","Mould - Workmanship"
"b6a77d8b-7ead-4906-9c50-e7bab2172d69","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-1","Pre-Pour Check","Reinforcing"
"4d6e081b-a975-47eb-bff2-6cb1fc16a1c8","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-1","Pre-Pour Check","Cast In Items"
"75aa5c44-0fee-45bc-8f71-9f95b52df3be","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-1","Pre-Pour Check","Marker Position and No."
"68897e69-ad7f-4373-b342-5ecf3ac83421","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-1","Pre-Pour Check","Make mould to Green Status"
"655a77e0-1c8c-4ab3-961f-2ef697bd8b03","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-1","Concrete Works"
"37780143-c8f7-4772-aa0b-32d24761fe5b","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-1","Concrete Works","Concrete Works Details"
"d404426a-0f98-4e94-be17-709c45c3ed97","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-1","Concrete Works","Wilco Sample Taken"
"1bccfe1b-aa4f-478e-9b98-6a01ef73b980","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-1","Concrete Works","Bridgeman Sample Taken"
"bc8b2702-4b46-4cf2-9550-9b05ce251f64","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-1","Concrete Works","Supervisor Approval"
"8e722b51-26e3-4b5c-97ef-c7eb27053785","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-1","Post Pour Check"
"a134e61f-145d-4906-a579-3b6f467cabea","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-1","Post Pour Check","Edge Detail"
"c3f66144-18e0-4108-ac66-daa259c27d52","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-1","Post Pour Check","Bar Projections"
"991574d1-1313-44b4-af70-ebada7e8101d","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-1","Post Pour Check","Cast in items"
"8ef8f3d7-84bb-47c9-b94e-b0862b0f4d89","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-1","Stripping and Stacking"
"1098ec91-7573-41db-ab46-de5e8edb3801","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-1","Stripping and Stacking","Stripping & Stacking"
"d2b1c3f8-5065-43a7-a712-25a9af58d7d2","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","East Feature","E5","E5-2"
"2fba1e54-5f7d-4364-8836-27d0d9e59857","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-2","Pre-Pour Check"
"1d965660-98c6-4397-8247-6307a38bc6bf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-2","Pre-Pour Check","Dimensions"
"78e92393-58f3-42a1-b304-ee9aefa43199","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-2","Pre-Pour Check","Mould Clean"
"893020a8-4ef0-46fd-9405-7ab31c0a79d8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-2","Pre-Pour Check","Mould Oiled"
"f8a40854-1858-4bf5-9fc4-d8960786abac","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-2","Pre-Pour Check","Mould - Workmanship"
"ef5fe2fe-2267-4672-b886-b3ea9b9ba828","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-2","Pre-Pour Check","Reinforcing"
"0b12199f-21c1-4a95-b62d-49e40c12d34c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-2","Pre-Pour Check","Cast In Items"
"38f57447-86df-4832-9300-3701ea6da171","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-2","Pre-Pour Check","Marker Position and No."
"18f9bb3d-f87b-4cae-a1cd-bd877b39c921","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-2","Pre-Pour Check","Make mould to Green Status"
"356b1580-d4a3-42ef-9b24-9d5aa13bac8a","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-2","Concrete Works"
"ceba4bbc-9e0d-49a5-9ea7-f841ea9f170c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-2","Concrete Works","Concrete Works Details"
"9ca3fd57-d01a-4d66-bf83-e524fd41fa6e","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-2","Concrete Works","Wilco Sample Taken"
"8cde03fe-793e-4080-8945-3398b3dae004","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-2","Concrete Works","Bridgeman Sample Taken"
"2dedd81b-db43-47ef-b3a4-535d47435de3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-2","Concrete Works","Supervisor Approval"
"c4f36396-bda6-4b23-b96e-aacad3d66d05","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-2","Post Pour Check"
"8ed2bbc8-c965-4fa6-a92a-1baac79ec8cb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-2","Post Pour Check","Edge Detail"
"872e7fbf-f7c4-4a82-82ea-eebe00de6165","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-2","Post Pour Check","Bar Projections"
"c91231b7-87a3-4628-aa34-076bd447481b","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-2","Post Pour Check","Cast in items"
"9f1b0416-bc40-458a-9239-76b90b034ab9","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-2","Stripping and Stacking"
"f242a940-9ce6-4971-80f5-5b49609df6a2","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-2","Stripping and Stacking","Stripping & Stacking"
"1a620f56-84f5-4787-a9fb-718da39687a5","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","East Feature","E5","E5-3"
"f8001423-b263-4a8d-9ed7-a3e681da69ef","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-3","Pre-Pour Check"
"60114e66-9aeb-460e-90bb-6aa202b33899","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-3","Pre-Pour Check","Dimensions"
"7203a18d-74ed-4def-a0be-508cc4c4fc0e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-3","Pre-Pour Check","Mould Clean"
"30cc9d3f-2761-49e7-8ca0-bb5cd12c547d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-3","Pre-Pour Check","Mould Oiled"
"23623275-f87c-4e92-9f07-95d284f4d573","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-3","Pre-Pour Check","Mould - Workmanship"
"576fbd21-ef37-4883-acb0-91bb3a07b691","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-3","Pre-Pour Check","Reinforcing"
"4743e8be-8fd5-4986-b126-3b5a3bab8392","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-3","Pre-Pour Check","Cast In Items"
"0908c396-55da-4504-af50-7c989f6fef25","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-3","Pre-Pour Check","Marker Position and No."
"5f6ad680-9c74-4881-9fe8-857f27e203cb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-3","Pre-Pour Check","Make mould to Green Status"
"5ef83c97-df38-46fe-9ed8-567eec185331","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-3","Concrete Works"
"eda88e0a-0840-4e80-8183-91c1246de165","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-3","Concrete Works","Concrete Works Details"
"31c367b3-28e2-49e2-8bd3-ee200ab8ddc2","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-3","Concrete Works","Wilco Sample Taken"
"5d1d9947-6f3e-4ae0-9b55-50837f127517","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-3","Concrete Works","Bridgeman Sample Taken"
"738ef9d3-5d9d-4f10-90ba-08582ebc324a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-3","Concrete Works","Supervisor Approval"
"b397eb74-c75f-4fdf-8c9b-dde7505fc387","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-3","Post Pour Check"
"00a821a1-f042-493d-85c0-56045a0c5197","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-3","Post Pour Check","Edge Detail"
"35e93327-f95e-404c-86e6-993e5791c720","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-3","Post Pour Check","Bar Projections"
"a6e416e0-c50d-4c12-be78-60d299ac5c4c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-3","Post Pour Check","Cast in items"
"2ad9af7b-69de-4482-b248-dcf1fb8e6849","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-3","Stripping and Stacking"
"e4980f73-e1db-4661-9d0d-e33f9266f94b","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-3","Stripping and Stacking","Stripping & Stacking"
"182f100d-d7b4-4df1-85b0-fd0700451bac","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","East Feature","E5","E5-4"
"1b37f7d9-2dd2-4fab-967b-611d312a8ee8","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-4","Pre-Pour Check"
"e76b4c1d-8576-41cf-aeb3-ca5aef4592a9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-4","Pre-Pour Check","Dimensions"
"5d70321a-26d0-4f8b-a33f-dbbb80155369","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E5","E5-4","Pre-Pour Check","Mould Clean"
