"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b7fb5dcb-864d-4df6-97e3-0c36e86f272d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"bba66228-5cbf-4ed0-a025-fd7efd218ffd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 1"
"891fcc24-1c60-4bdc-8e4a-1d7735c0c195","","checklist-sectioned","work-in-progress","External Elements Installation Checklist","checklist","FALSE","FALSE","Site QA","Level 1","External"
"44fe3c77-7bbf-5177-9727-c154ba557a49","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Level 1","External","Westside"
"1e8f48cb-35db-50cb-8149-771c40ddc65e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","102","W07","Installation of sub-head and caulked"
"564f2c42-2fd4-5e26-89c9-f7037276a285","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","102","W07","Install frames including trims to doors"
"52ccb169-a816-5ca0-9934-d3c0a9beb301","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","102","W07","Install windows and trimming"
"c6c4027e-2670-5c8f-a0d3-61cf19033fa0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","102","W07","Install door panels"
"618b147d-6154-5241-91b2-bc2723b38433","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","102","W07","Installation of all hardware"
"80c568e8-4c23-5f5c-ba77-21d5e44cec85","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","102","W07","Ensure all external and internal angles are sealed"
"b3d2d2ff-6a37-5aaf-8bb8-bd34c624532a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","102","W07","Handover"
"af87f161-23a3-4200-bebb-36ac2a5046b7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 1","103"
"dd1bcb0f-85fd-4f2a-8e40-dc028e1aa1d2","","checklist-flat","work-in-progress","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 1","103","W14-A"
"c366dccc-e68e-50e9-ba04-dd902c9eab16","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 1","103","W14-A","Waterproofing angle completed"
"6eae0c67-8671-53d9-99b2-b4ef375e63bb","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 1","103","W14-A","(Attach photo)"
"a720e5f4-31aa-5822-8a57-fe200de00793","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W14-A","Installation of sub-sill and caulked"
"f5ef28cb-8f65-5457-920a-d7650f1fdacc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W14-A","(Attach photo)"
"c4d91827-41fd-5ad3-a926-81b8516a9178","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W14-A","Water test sub-sill"
"70552c1c-ce71-5fac-a867-a5d2fab008cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W14-A","(Attach photo)"
"e9dbb7ef-4426-5480-97d2-74de98b78069","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W14-A","Installation of sub-head and caulked"
"09365784-fb6c-5a4e-8d92-90c43f5254da","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W14-A","Install frames including trims to doors"
"ef82a5c8-7e9d-533f-812b-a7beb1467b00","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W14-A","Install windows and trimming"
"1bdd3fa7-ae7b-517f-afb3-b50027d6c2e7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W14-A","Install door panels"
"ecfb0b26-cbc9-5e0d-a134-305fb8733131","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W14-A","Installation of all hardware"
"3df984f0-fdc9-58ef-a855-fffd3f62c0b8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W14-A","Ensure all external and internal angles are sealed"
"14065e74-90eb-58bf-be64-ea601b78c80e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W14-A","Handover"
"0c5a7f16-daad-46c1-9dd6-6182ba208d72","","checklist-flat","work-in-progress","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 1","103","W23"
"3560b96e-e43d-5e8c-a5c1-6e61601eccc2","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 1","103","W23","Waterproofing angle completed"
"33df8a61-f60c-572b-bc9f-1963a33f0dcd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W23","(Attach photo)"
"5878c671-8ee0-5009-835b-d8d59d835817","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 1","103","W23","Installation of sub-sill and caulked"
"ceee7d80-5953-569c-8904-3c45caaa0bd5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W23","(Attach photo)"
"a4d76f8e-97cc-5e2f-a19f-21a95752c081","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W23","Water test sub-sill"
"4654d345-813a-5904-a5af-ab40e93c5cf0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W23","(Attach photo)"
"2331bd09-7dfe-5816-8f41-c4a494affea7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W23","Installation of sub-head and caulked"
"5d4222ca-80fd-5232-bf09-12bf0efcfbfc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W23","Install frames including trims to doors"
"dce23035-b8eb-5a3b-b84e-3c36520c6758","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W23","Install windows and trimming"
"d0b5cc21-38b5-5908-bce7-ee74a8ce5cff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W23","Install door panels"
"210ba5eb-c093-524a-9aed-05dca74c6329","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W23","Installation of all hardware"
"af2c626c-c812-5353-ab88-006423da58ae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W23","Ensure all external and internal angles are sealed"
"f6240904-cd0b-5243-9a97-f52cd9048e03","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W23","Handover"
"6437bd1a-af25-4fcc-870b-b1c331493ae4","","checklist-flat","work-in-progress","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 1","103","W01-D"
"474df18e-8181-5e75-82b0-766f4c936b87","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","Waterproofing angle completed"
"e91df0a5-236c-59a8-b5f4-dcdb14fee6dc","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","(Attach photo)"
"33e39fb1-d6cc-5996-a276-6243accf8c61","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","Installation of sub-sill and caulked"
"3a6a1ca4-3896-5ee2-aae2-a095e36e9d7b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","(Attach photo)"
"268ea073-0b15-5326-ac11-aa1a9be06287","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","Water test sub-sill"
"b7d169b2-2cd5-569f-b8a8-36b18b3e8fcf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","(Attach photo)"
"17452780-8d47-5113-9946-7127ae6e8e39","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","Installation of sub-head and caulked"
"a01be8bb-4c28-5c8d-b7d8-09d3023f82c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","Install frames including trims to doors"
"26c82692-fc8e-53a7-87ac-a8873967c8c1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","Install windows and trimming"
"2ddb7ffe-9caf-57fd-84bd-847917b7ac9d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","Install door panels"
"e3f0d52d-ade7-593b-a210-63391eb8c7b5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","Installation of all hardware"
"eb77a1a3-e874-5f25-b830-96cd7a35e95e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","Ensure all external and internal angles are sealed"
"3adfd9a8-2c2a-5e61-a253-b4a01df9090b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","Handover"
"43ff1ea7-08a4-4046-875b-05b9c28cde86","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 1","103","W22"
"156a54ca-0eca-568e-bf13-d0f815e42d3a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","Waterproofing angle completed"
"9e348eb7-33a6-5724-b058-5af731b5e1a2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","(Attach photo)"
"c3a4b939-3185-50de-95a8-6cb0b1900d46","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","Installation of sub-sill and caulked"
"416fe34e-636b-5eba-a142-e0593824812f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","(Attach photo)"
"cfec7fe8-fb8e-57c8-a1bc-91c97907b606","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","Water test sub-sill"
"20ca9124-c838-56d3-a202-33c31b314f62","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","(Attach photo)"
"a72b049d-f6f7-5189-8f5b-b7e3b51320a4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","Installation of sub-head and caulked"
"3f3cf2b7-9de9-54d5-8392-537656caba41","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","Install frames including trims to doors"
"d33d46b3-1617-59b0-a749-e528cd5d8a94","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","Install windows and trimming"
"c115e0ee-2fe9-58e6-9476-2912be90d25d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","Install door panels"
"bc32d2d7-61a5-5a45-888a-75e312772e74","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","Installation of all hardware"
"8331d077-2793-5123-94e3-5216815120f5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","Ensure all external and internal angles are sealed"
"09797273-778d-5cbb-b88a-942cb117fab6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","Handover"
"40694ee6-0f28-435c-84eb-e54ae93f30c5","","checklist-flat","work-in-progress","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 1","103","W02-1"
"246bbb04-1285-5b98-9ebc-8f875d359c0d","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","Waterproofing angle completed"
"a3c43e2b-a5f2-5262-ac6d-96f70f6dacff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","(Attach photo)"
"08e0d3bc-5ced-52bb-9d3f-ef21fd76f301","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","Installation of sub-sill and caulked"
"d893ac45-3a68-576a-8709-12ff8c5804e8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","(Attach photo)"
"ecbaf99f-7ddf-515b-9731-2b1e57d1a54e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","Water test sub-sill"
"9ead2056-94f7-5217-93e2-be86f82ef89c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","(Attach photo)"
"da1c409d-6077-5a7c-a525-7d93b14b0a17","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","Installation of sub-head and caulked"
"23a92421-682b-5804-a9e0-6ba4bea0934d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","Install frames including trims to doors"
"89a9b9e0-9794-5172-a218-94af93bebe43","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","Install windows and trimming"
"eed2f1f5-1a47-5fbf-92ae-deb078a78aeb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","Install door panels"
"a37c5665-fd56-5931-86b6-9b8f17ed3f07","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","Installation of all hardware"
"b88d0e18-5feb-5c67-bd1e-1e397fd0b03a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","Ensure all external and internal angles are sealed"
"68edb756-a9f2-585c-bbb0-038f603ab1b8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","Handover"
"46c317a9-c92c-4f56-8a86-d64907da0ae6","","checklist-flat","work-in-progress","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 1","103","103-B"
"dcdc297f-5733-5a97-943a-c92bd3c4bf87","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 1","103","103-B","Waterproofing angle completed"
"602733c9-d27b-5f44-a0a4-3054d64013d2","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 1","103","103-B","(Attach photo)"
"23f0d632-189e-5d47-a329-c0256c14167e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","103-B","Installation of sub-sill and caulked"
"d34b6b71-9bd9-5825-a024-6bf3fcbde5c2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","103-B","(Attach photo)"
"f230f0ae-a83d-5f5b-9309-622fcc51b249","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","103-B","Water test sub-sill"
"47102739-4ec6-546a-9792-106ba39f2fd5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","103-B","(Attach photo)"
"906a7879-9b9b-5f28-866e-7609da61af84","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","103-B","Installation of sub-head and caulked"
"9bd9a970-4b4c-556d-a0d9-1aca73209581","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","103-B","Install frames including trims to doors"
"caf1ddf6-ed7a-5984-8dce-5204bc4951ae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","103-B","Install windows and trimming"
"a0bf1692-6e9c-5ea1-89e6-fdcf8aad3d28","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","103-B","Install door panels"
"5c8c3846-e176-56a3-a93c-c9e00604dfb4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","103-B","Installation of all hardware"
"46823021-7fa6-5f62-92fc-60ce133a0dae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","103-B","Ensure all external and internal angles are sealed"
"3ddcd72c-2116-5c36-896d-6e3ab5aa9b82","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","103-B","Handover"
"f344900e-189b-4588-84a5-4fb0841e7c67","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 2"
"6a571a52-39d9-48bc-bb31-caee0714a92c","","checklist-sectioned","work-in-progress","External Elements Installation Checklist","checklist","FALSE","FALSE","Site QA","Level 2","External"
"188158c9-d9bc-543c-b801-2c68a996596b","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Level 2","External","Westside"
"a68397ef-3281-54ad-8313-666921f7b013","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 2","External","Westside","Slab edge installation Completed"
"219682f3-380f-54ca-8c31-23e90d1c54c9","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 2","External","Westside","Vertical Full height sunshades installed"
"69d8b58b-514b-5869-985d-9196794a5131","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","External","Westside","BMU Brackets installed"
"929518b2-3319-5c4d-9d20-1e1f6aa897a0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","External","Westside","All end caps to feature completed"
"75c1cbe0-8331-51f9-9c5f-dd8cfdca9bff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","External","Westside","All external trimming completed"
"1601a392-38df-51af-af7d-3b68f8c048a9","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 2","External","Westside","All external sealing completed"
"483fa55a-d93d-5b09-9b1b-4dfafd9c0c00","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 2","External","Eastside"
"5ad4d01f-d212-59c8-93b0-45e8989f1c5c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","External","Eastside","Horizontal sunshade installed"
"9a359a3a-27cc-5ad6-94cb-fbcac05d5b80","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","External","Eastside","Vertical fins detail installed"
"04e01777-d891-59d1-bf4f-0889f41c0b5a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","External","Eastside","All end caps to feature completed"
"113ce1ab-532e-59fd-bfab-75cdad632ae9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","External","Eastside","All external trimming completed"
"f775746a-27db-564d-ae94-8517c884bd64","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","External","Eastside","All external sealing completed"
"49d7951e-34d8-45ff-9589-a6731597dcd0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 2","Lobby"
"a5f246c4-5083-4c81-bbc4-ac2311bb3ad3","","checklist-flat","work-in-progress","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 2","Lobby","W09-A"
"3038411f-56bc-59b2-8ad1-4f798e43ae60","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 2","Lobby","W09-A","Waterproofing angle completed"
"576f35be-ca33-5322-b101-4c32265e6b57","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Lobby","W09-A","(Attach photo)"
"8a713dbf-c083-5002-b212-c72a6aeaa471","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Lobby","W09-A","Installation of sub-sill and caulked"
"1433d683-562e-5d0a-862a-c33b5691b36b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Lobby","W09-A","(Attach photo)"
"ba6f05e0-5cf4-5d53-9990-c73203f39201","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Lobby","W09-A","Water test sub-sill"
"55706869-616c-5023-a916-109a4b2f9026","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Lobby","W09-A","(Attach photo)"
"d9f2fa82-7570-5197-bb5c-a9aad763d315","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Lobby","W09-A","Installation of sub-head and caulked"
"e961a768-303e-5336-8789-08c0dc6bb11e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Lobby","W09-A","Install frames including trims to doors"
"23f4df89-be88-519b-9e57-5dc02f4f51a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Lobby","W09-A","Install windows and trimming"
