"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2f4e4715-b80a-4b0b-ad28-94cc28f01fd2","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-start","checklist-flat","FALSE","FALSE","Overall Pre-start"
"4de6dc19-d3e9-529b-a4c4-4a4d65db7d7b","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-start","Overall Pre-start"
"9859ddad-5811-59ff-8f81-04e51bab323e","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","System information:"
"7f89d0ce-462d-5530-8cb2-975f08d653c9","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","SSP Attached"
"ca33ee05-98ba-51e7-a1e2-7fb935f5d47f","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Task Analysis Attached"
"58ccdf3b-4805-50df-b156-ce4c342998a4","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Relevant Drawings Attached"
"10e25e66-4a3f-5222-9277-697a8b198762","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Pre-Start Photos"
"f16f1d2f-6bc0-4c89-89a3-db4530ea2e79","","folder-normal","not-started","","step","TRUE","FALSE","QA"
"9122d620-7045-4786-8bf0-2bf0d7d22aeb","","folder-normal","not-started","","step","TRUE","FALSE","QA","New Roof"
"7d30f25f-8b14-4944-a91e-887e7a4ba8f7","","folder-normal","not-started","","step","TRUE","FALSE","QA","New Roof","2No AP Type 01 Fall Arrest Anchors "
"105f3757-7555-4bf0-8d6b-e9487ab9b9db","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","New Roof","2No AP Type 01 Fall Arrest Anchors ","Pre-Fit Off Checklist"
"d4d2cf8b-4c0a-5ba2-aad6-dbe1a8cdd03e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 33","Required number of photo(s) taken of installed anchor(s)"
"f1b11d72-641c-5d1e-ab23-777209425d17","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 33","Installed as per PBI drawings supplied and manufacturer's requirements"
"abf7ed47-ccb6-42f7-8fe8-614453cf93e4","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 34"
"de2b6223-8764-59d9-9b80-e5df50c4acfd","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 34","Required number of photo(s) taken of installed anchor(s)"
"20350150-cb6f-5637-be9e-77cfcb585eac","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 34","Installed as per PBI drawings supplied and manufacturer's requirements"
"a657f36b-acb4-4d13-ab51-ee90044c7c81","","folder-normal","not-started","","step","TRUE","FALSE","QA","Existing Roof","2No Ladder Brackets"
"04cad6e2-f498-4543-9a5a-1ae432d34b7c","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Existing Roof","2No Ladder Brackets","Pre-Fit Off Checklist"
"7cdc72bf-4bf9-51b5-bde2-544de3c3cf89","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","2No Ladder Brackets","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"5f51cc60-3dde-56c0-a0b0-cbb91ba1bb5e","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Roof","2No Ladder Brackets","Pre-Fit Off Checklist","EMAIL PM"
"0d82e40f-d275-5941-b081-7708ab28f94f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","2No Ladder Brackets","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"08cb231c-18a5-4303-a189-fac4a77d9ceb","","checklist-flat","not-started","Fit Off Checklist - Ladder Bracket","checklist-flat","FALSE","FALSE","QA","Existing Roof","2No Ladder Brackets","Fit Off Checklist - Ladder Bracket 01"
"1dc686c0-e48e-5bbc-8f81-ef3ba7a3f154","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","2No Ladder Brackets","Fit Off Checklist - Ladder Bracket 01","Confirm the structure is in accordance with the details supplied to PBI"
"ba283d0c-25b0-5da2-8874-d4e8d6d96842","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","2No Ladder Brackets","Fit Off Checklist - Ladder Bracket 01","Photos taken of installed item"
"cb36c5bb-e272-58f4-bc16-ce84b71ef7eb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","2No Ladder Brackets","Fit Off Checklist - Ladder Bracket 01","Height from ground level to gutter"
"42e5a6ca-46a6-5fdc-ba2e-3e7d1ec46418","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","2No Ladder Brackets","Fit Off Checklist - Ladder Bracket 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"f138fb68-734e-49f8-b8cb-ae1621116207","","checklist-flat","not-started","Fit Off Checklist - Ladder Bracket","checklist-flat","FALSE","FALSE","QA","Existing Roof","2No Ladder Brackets","Fit Off Checklist - Ladder Bracket 02"
"85f18404-678a-5bf1-95ca-d30920f86402","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","2No Ladder Brackets","Fit Off Checklist - Ladder Bracket 02","Confirm the structure is in accordance with the details supplied to PBI"
"ffc7a633-06d9-526e-898c-fe397635fc73","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","2No Ladder Brackets","Fit Off Checklist - Ladder Bracket 02","Photos taken of installed item"
"7da65e4b-0cc2-515e-8b68-0d86be7ad70d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","2No Ladder Brackets","Fit Off Checklist - Ladder Bracket 02","Height from ground level to gutter"
"ef9522db-c66d-59c6-a5c5-de63b84e18e3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","2No Ladder Brackets","Fit Off Checklist - Ladder Bracket 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"12e80f4f-217d-4046-b174-e2c96122ba1a","","folder-normal","not-started","","step","TRUE","FALSE","QA","Existing Roof","Access Cleats to Existing Corrugate "
"e8de26e6-e0d5-4504-b627-737033f1f478","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Existing Roof","Access Cleats to Existing Corrugate ","Pre-Fit Off Checklist"
"006ab28a-0428-5b66-89db-cea81c9bfc40","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","Access Cleats to Existing Corrugate ","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"d2501d9b-16e3-5496-bb60-87b8480eb9ff","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Roof","Access Cleats to Existing Corrugate ","Pre-Fit Off Checklist","EMAIL PM"
"88d88e1d-aaca-5972-935d-2b0b894bc0d0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","Access Cleats to Existing Corrugate ","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"c1dbf65b-4f0c-47d6-b704-64ef1966b5b1","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Existing Roof","Access Cleats to Existing Corrugate ","Fit Off Checklist - Access Cleats"
"2695dc10-7bbc-5109-ba52-48f6e4177f70","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","Access Cleats to Existing Corrugate ","Fit Off Checklist - Access Cleats","Photos taken of installed item"
"775285ce-797b-565c-b215-7f92a133063a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","Access Cleats to Existing Corrugate ","Fit Off Checklist - Access Cleats","Installed as per PBI drawings supplied and manufacturer's requirements"
"4b2ebed2-d57f-4b8b-a3d7-637d6b0b178a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Roof Access Requirements"
"255284bb-04bd-465c-9bfd-eaf9d4dc570e","","checklist-flat","work-in-progress","Roof Access Requirements","checklist-flat","FALSE","FALSE","Roof Access Requirements","Roof Access Requirements"
"bd1b21b2-5bbe-5364-b1a4-96739156ee36","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Roof Access Requirements","Roof Access Requirements","Brief description of roof access requirements for Recert Team"
"8d347d8e-fe87-4ab3-b696-2bcc5545413a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Data Plate & Access Point"
"da2a7945-6209-4310-8798-2279cc0255fb","","checklist-flat","work-in-progress","Data Plate, Access Point (Rails and Line Systems)","checklist-flat","FALSE","FALSE","Data Plate & Access Point","Data Plate, Access Point & Carriage/Travellers"
"c8575fe7-62ea-552d-9c9d-7947eb84764c","","checkpoint-status","not-started","","","TRUE","TRUE","Data Plate & Access Point","Data Plate, Access Point & Carriage/Travellers","Details of Data Plate"
"dc23504f-3110-5e84-b3cd-4c1c2bd95524","","checkpoint-status","not-started","","","TRUE","TRUE","Data Plate & Access Point","Data Plate, Access Point & Carriage/Travellers","1 photo required of Data Plate"
"e6b5b533-3ed1-5bee-9a17-9063eff9a867","","checkpoint-status","not-started","","","TRUE","TRUE","Data Plate & Access Point","Data Plate, Access Point & Carriage/Travellers","Details of Access Point"
"454df7a8-b1e5-51b0-84f8-6636d01d8ee3","","checkpoint-status","not-started","","","TRUE","TRUE","Data Plate & Access Point","Data Plate, Access Point & Carriage/Travellers","1 photo required of Access Area"
"abdf2b1b-5e1a-5524-b923-65a42624d80e","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Data Plate & Access Point","Data Plate, Access Point & Carriage/Travellers","Details of Rail Carriages/Cable Travellers"
"ae27d23e-0b84-5e8f-8054-1448cc0351db","","checkpoint-status","not-started","","","TRUE","TRUE","Data Plate & Access Point","Data Plate, Access Point & Carriage/Travellers","1 photo required of carriages/travellers"
"46559265-3cac-4fde-ba19-d3dd7ed5ef40","","checklist-flat","no-status-not-started","SYS - PT - Practical Completion","checklist-flat","FALSE","FALSE","Practical Completion"
"e56d8c8d-44df-59f8-a659-441187bbcfd8","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Practical Completion","System installed and ready for review from Project Manager."
"cfdcbb5e-b96e-5ad8-8345-2aee2765a7d8","","holdpoint","no-status-not-started","","","TRUE","TRUE","Practical Completion","Request Review to PM"
"3efc32b8-e712-5a03-b9d0-f40000bec159","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Practical Completion","Project Manager has reviewed, checked and approved system."
"8a635afe-a101-543b-81e2-fe7cd21690fc","","holdpoint","no-status-not-started","","","TRUE","TRUE","Practical Completion","Additional information required"
"0630f752-aba5-54cd-b437-6c951d2fa07a","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Practical Completion","PM to send to PBI admin to close out and archive"
"75004d17-09fe-57ea-9d96-9e36776906c1","","holdpoint","no-status-not-started","","","TRUE","TRUE","Practical Completion","Send to PBI Admin"
