Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id,,,,,,,,,,,,,,,,,,,,,,
label,671c3703-6228-51cd-9f4d-42a4b89ca8ba,,note,Acceptance Criteria - No cracks greater than 0.2mm (exposure classification B1) If cracking is observed follow Structural Concrete Crack Repair ITP for investigation and repair.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,e56636d0-b71e-5196-a56a-6427c4da5d50,,note,Method - Visual Measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,a8a83e94-bdd5-5fcf-8885-9772f90403b4,,note,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,2f4e73ad-7a09-553c-bd73-fa04d8dddf5e,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,58a84b2a-4317-51ee-b803-6d827c9d0530,,note,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,017c7c26-b0d4-571d-bf49-4e416de2ea74,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,6.4 - Surface Inspection - Surface Finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,e338adb1-c2c6-5f21-b13a-93617fb156f5,,note,Reference - IFC Drawings 610.31 (a) - (n) 610.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,2732711f-abb4-5929-8d78-d0159f97b4ac,,note,Acceptance Criteria - Comply with the IFC drawings and specifications. Where surface finishes are non-conforming follow Structural Concrete Patch Repair ITP for investigation and repair.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,0a2c0c57-2c8e-5690-aacf-2c26294f50d0,,note,Method - Visual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,505f59db-423d-58d6-9a00-b9436aa219dc,,note,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,50cb94fc-5c3a-5fb0-a6dc-9a2f7a9f41bf,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,b6f07abc-b362-5c19-a91e-4d8f549561ed,,note,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,18d89ee0-1eff-5033-b9e7-328ea8894424,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,6.5 - Measurement of Concrete Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,9c04e3e0-47ec-5c78-9d7a-88683570dddb,,note,Reference - 610.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,274c1769-1da8-5123-8448-d801b4d0c376,,note,"Acceptance Criteria - Concrete covermeter check one 3m² test area for every 25m² exterior surface area. Minimum 10 no. measurements recorded in each area. Where low cover is identified, an assessment to evaluate the influence on durability of the structure is submitted to the Nominated Authority. Attach: Covermeter Check Record",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,9cd3f90b-1132-5e50-82b7-3584757cdbaa,,note,Method - Measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,565212a3-3f9a-52f9-8ff0-f96d0b8030c1,,note,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,79e6f8f0-dc6f-5e30-bce2-6eed0e444c52,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,fbeb93bc-13e8-582c-a824-a7a8c0be6448,,note,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,6d441370-0c64-59fb-b1a6-285300ed16f6,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,6.6 - Early Age Compressive Strength Results - Placement of Fill Against Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,3ae1967f-7536-58e9-831d-6cb6f3bec996,,note,Reference - Early Loading and Trafficking of Decks and Approach Slab Procedure 610.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,ce716b6b-c005-5d03-aa7b-174c644cd372,,note,Acceptance Criteria - Fill is not placed against concrete within 14 days of pour. Proposed placement of fill prior to 14 days - follow the Early Loading and Trafficking of Decks and Approach Slabs Procedure. Attach: Concrete Test Results or Maturity Test Results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,2a478ee0-8c9d-5937-aa30-c976ef70df12,,note,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,5024904e-fd6c-54c2-ac7a-88083c407e4c,,note,"Frequency - Where applicable, each substructure element",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,76141904-b90b-5645-b555-d1149325e74a,,note,Category - SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,79ac799c-26fe-535c-8569-b8e41383db16,,note,Responsibility - Foreman SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,5dc8cd0c-6c6d-5a80-910e-ae04c0bba17b,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,6.7 - Compressive Strength Test Results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,49b05607-c868-5f9e-a4ff-b2f17444e919,,note,Reference - IFC Drawings Table 610.05.051 610.16 (g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,7019dc92-4d64-58eb-9b20-96f1ecedee0f,,note,"Acceptance Criteria - 7 day compressive strength to comply with table 610.051 for early indication that the strength is tracking correctly. 28 day compressive strength (average of the 2 no. cylinders) per sample comply with the design strength. Note: 1 of the 2 no. 28 day cylinders per sample may be as low as 90% of the required strength, so long as the average meets the required strength. Attach: Compressive Strength Test Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,91f9378e-7d6b-5b3f-8de3-054ef2f4151e,,note,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,e7447507-9e95-5994-803b-99ee192cefe3,,note,Frequency - Each cylinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,5a063d64-0095-59d9-b590-642d3a3fc8f2,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,f78635f8-b362-5bca-8cd3-867093b9298c,,note,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,aabdd767-7979-5168-8e07-12f403eaf0fa,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,6.8 - As-built Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,4e787d84-d422-57b9-87fa-a4574e74bf81,,note,Reference - IFC Drawings 610.47 Table 610.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,962cdbb0-781c-54a2-beeb-94d0a523b697,,note,Acceptance Criteria - Provide record of dimensional measurements to demonstrate concrete members comply with tolerances as per the table 610.462 as applicable to the element. Attach: Survey As-builts / Survey Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,5b975817-1518-573c-8f41-0a7016b9d07d,,note,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,765bb70a-b6e9-570e-9716-13a64ea836a0,,note,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,d5c19e56-f3e0-57a1-b37b-605b35871e84,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,92612b34-43ab-5aa7-8161-a063acf24b74,,note,Responsibility - Surveyor SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,6b39aee2-7915-5ae9-b374-bbaeb333ac89,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,6.9 - Non-conformance Report (NCR) Closure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,6a4afbfe-1b73-575f-b113-932a5654c0f9,,note,Reference - MRPA Quality Management Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,4522cd81-a806-539f-8fcf-188d6c7462d8,,note,"Acceptance Criteria - Ensure that any NCRs pertaining to the lot / element / Work area that this ITP covers, have been closed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,f016c3da-ccb4-5fb0-a86d-104b8bac0380,,note,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,d9f9b507-14f0-5884-b597-9ad21ce95c55,,note,"Frequency - Once, prior to closure of this lot / element / Work area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,d0b4a905-4103-575e-aaf7-f7a5c4f2f428,,note,Category - HP*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,102165b4-8eb2-51ad-acf8-cfef477a884a,,note,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,6001f37b-89fd-56e1-8d62-e505adc23557,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Final Inspection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,e68c1839-171a-5fc5-9e3f-fc66ae4fb0e3,,note,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed above have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,817ce759-d9f5-5c9e-8bf7-b580ad3cad02,,note,FH Environmental Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,afe8fcbe-1e68-5e0e-ade5-7f30bd2dcda5,,note,Name:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,a41be08b-b9c0-58f5-a862-f0a70144a852,,note,Position:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
text,2fb7352c-ca95-5352-8ef6-b45d0f69e3f5,,textbox,Date Completed:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,Sign ITP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
