"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"92629502-633a-4afd-9e87-446d5bb71137","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"f3abeaa6-a1fb-47da-9a2c-e4800db7e734","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"ef2b1446-26ae-4930-ae2c-91221f638998","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"e9aade0f-c429-4132-ab20-1790a51f95eb","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","Panels"
"96649801-bb7c-4adf-810d-4b2b56c74295","","checklist-sectioned","pass","d445abf1a31c2db1731abc4e69e7a97b58c2708cdb80c557fdb618a745b730f8","checklist","FALSE","FALSE"," Precast Manufacture","Panels","weld plate details"
"7e972815-4d6c-4bcf-8439-8b3339ef89ed","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","weld plate details","Weld plate details"
"52972272-b05c-474b-b9b9-4b155a13724a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","weld plate details","Weld plate details","Edge Detail"
"f1ddc90f-19db-4e38-89f9-ea93f3b9a674","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","weld plate details","Weld plate details","Bar Projections"
"eebcc785-e53d-4e96-8c52-4f375aece3fc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","weld plate details","Weld plate details","Cast in items"
"1c1933a8-3fb9-4117-bdf9-69b0920eda3c","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","Panels","Panels 1 - 30"
"9eb33580-ba79-460e-a31e-85930b3a7fd9","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -1"
"be49fd85-f6be-4fa0-a274-d5ee741f3619","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -1","Pre-Pour Check"
"606c545e-02e2-43aa-99bd-5916611fca56","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110"
"0944ac7d-8b91-4a85-8219-de2683a390ae","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110","Pre-Pour Check"
"2a73d056-1e87-4b69-9245-ce429ae5e712","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110","Pre-Pour Check","Dimensions"
"196fdcd9-9373-4d89-b567-10e69106e182","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110","Pre-Pour Check","Mould Clean"
"d1890219-fcf2-45ed-9686-0f632e813efa","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110","Pre-Pour Check","Mould Oiled"
"8e58eef9-b63e-4545-b504-8b5aff4c136f","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110","Pre-Pour Check","Mould - Workmanship"
"e5f0dcfb-8550-4b28-9948-312666f356eb","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110","Pre-Pour Check","Reinforcing"
"1ee2502b-6922-4ae6-b236-f407cb4849a3","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110","Pre-Pour Check","Cast In Items"
"35c7946f-676b-40c8-ab03-e3ce0a9e9f88","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110","Pre-Pour Check","Marker Position and No."
"3fb21d5d-6215-4f60-bbc6-1323209d8645","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110","Pre-Pour Check","Make mould to Green Status"
"3a0cded1-f6dd-4f20-94f0-a8214e72ec28","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110","Concrete Works"
"79b20cc5-93c5-4e0d-a76d-d648bebc6be2","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110","Concrete Works","Concrete Works Details"
"a8465c01-a047-41dc-aa63-a3e5e748c48f","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110","Concrete Works","Wilco Sample Taken"
"8779fff2-fe76-4a2c-b298-4261a3b5cfa7","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110","Concrete Works","Bridgeman Sample Taken"
"4c1e4571-534d-4d43-ba6c-7d19d3a25153","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110","Concrete Works","Supervisor Approval"
"48a03812-9db6-4c33-bb24-8a1dd19da037","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110","Post Pour Check"
"dbb3cf53-0e00-4c89-8301-2b2184efd00e","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110","Post Pour Check","Edge Detail"
"51c7e8eb-938d-4d9e-b57e-4ea96f913ac0","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110","Post Pour Check","Bar Projections"
"7a5e9cad-69de-4c45-bfba-e839196636d3","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110","Post Pour Check","Cast in items"
"ca983c58-2e59-49aa-badb-b9919a5b82e4","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110","Stripping and Stacking"
"f917199b-066d-4541-a596-91997108189e","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -110","Stripping and Stacking","Stripping & Stacking"
"5d5aaf43-d499-490e-bedb-64f93dddad7c","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111"
"97ef3b31-ae62-4c71-977a-f4f6a13d636e","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111","Pre-Pour Check"
"1c2272c7-6c6d-46dc-83f0-a15fdd421b3e","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111","Pre-Pour Check","Dimensions"
"2e3f3f56-c25c-4380-b8a0-8f67b0733a9b","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111","Pre-Pour Check","Mould Clean"
"23ac4a5e-e2e3-4afc-99d0-b4054d959f98","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111","Pre-Pour Check","Mould Oiled"
"236c3fb0-04b2-4543-b5aa-fd9526e14f01","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111","Pre-Pour Check","Mould - Workmanship"
"fa54b4f2-4831-43ac-9a4b-0e7e0e8e61fa","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111","Pre-Pour Check","Reinforcing"
"a3c9d836-cec0-4992-a8bf-4f77d9c8a77a","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111","Pre-Pour Check","Cast In Items"
"d3ad48fc-26c4-4767-a978-7881abf55685","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111","Pre-Pour Check","Marker Position and No."
"f972424f-ff2c-4c61-b687-155e73a0813b","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111","Pre-Pour Check","Make mould to Green Status"
"ac1dd73d-7bf7-4157-8b02-94f5216e3c53","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111","Concrete Works"
"c7c3df64-355f-4f71-a3ea-b6c0b17af313","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111","Concrete Works","Concrete Works Details"
"fb5479d7-1f3c-4f4c-8863-7928f10a0383","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111","Concrete Works","Wilco Sample Taken"
"e7301ebc-cb65-4674-adfe-963656bd3ddd","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111","Concrete Works","Bridgeman Sample Taken"
"03d303a8-66f1-4686-9e66-b295b16f4d25","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111","Concrete Works","Supervisor Approval"
"94431b82-eb5b-4327-87f6-6693654107d1","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111","Post Pour Check"
"ba1d1be2-8caa-44d1-8f16-bec679ef2786","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111","Post Pour Check","Edge Detail"
"f3055d94-8d97-449a-ab11-576f6cc328c4","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111","Post Pour Check","Bar Projections"
"aaf46d80-f582-43db-9241-b14f5d4d0272","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111","Post Pour Check","Cast in items"
"cd967d45-9d0c-470b-9c7e-5176040b8ff0","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111","Stripping and Stacking"
"9617bd5e-75a1-417a-8c41-1be0c63d1214","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -111","Stripping and Stacking","Stripping & Stacking"
"cf1ca7d4-1518-46ee-a34f-d9b03dc39596","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112"
"22404aef-ce92-4ba5-bc65-bb3435620516","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112","Pre-Pour Check"
"0e7efabf-338e-4818-8c07-ba0927063caf","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112","Pre-Pour Check","Dimensions"
"c063eb6f-ea95-4211-a3b1-5706287817eb","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112","Pre-Pour Check","Mould Clean"
"4f8ef621-9b44-4e58-af38-07e087a9ccdd","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112","Pre-Pour Check","Mould Oiled"
"f7c70515-5e01-4093-9b3d-4c9a83ee5ed2","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112","Pre-Pour Check","Mould - Workmanship"
"5cc7e6de-6c24-43c0-8839-aa664f288270","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112","Pre-Pour Check","Reinforcing"
"01147d66-ac6f-4ca1-86f8-724ab895c18f","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112","Pre-Pour Check","Cast In Items"
"2011537f-c46f-4f49-b943-180e1ba71763","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112","Pre-Pour Check","Marker Position and No."
"610ee3df-7d2f-47b2-b132-3abab7413e03","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112","Pre-Pour Check","Make mould to Green Status"
"bf4e418a-839c-4a2a-949c-5059393e64f3","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112","Concrete Works"
"9f637ff6-6558-4e5c-ac1f-45f3e916a83b","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112","Concrete Works","Concrete Works Details"
"c9f202a5-edff-4012-9e12-6cc4e45b5d33","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112","Concrete Works","Wilco Sample Taken"
"1897c70a-bca5-4bff-aa7e-e93df9f6e8d1","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112","Concrete Works","Bridgeman Sample Taken"
"700c9a39-da9e-4224-840e-0c09498d9d26","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112","Concrete Works","Supervisor Approval"
"93d8089f-c7f9-4c69-a606-b2aa528588f5","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112","Post Pour Check"
"9adabca2-8d18-4f6d-b19e-be0be23bd72e","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112","Post Pour Check","Edge Detail"
"eccdacc8-1b59-4f6b-b2c7-84d3895db9a2","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112","Post Pour Check","Bar Projections"
"d54698f0-14b5-484f-90f3-0d5358d8a2a1","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112","Post Pour Check","Cast in items"
"182c8e4a-33a0-4431-a978-9a5fbebdb055","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112","Stripping and Stacking"
"3223a0d1-8992-48cf-bd33-6935814c68cb","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -112","Stripping and Stacking","Stripping & Stacking"
"c822a859-8355-4ef1-a5d0-99c23e2da03f","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113"
"bf1c5ac5-113e-48ef-b831-7efe42a51370","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113","Pre-Pour Check"
"ae241a32-91ec-4d51-8a31-7ed8df387465","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113","Pre-Pour Check","Dimensions"
"b6ea1c0a-a967-4b63-8a30-4df6ac5e1557","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113","Pre-Pour Check","Mould Clean"
"1501fea1-3a5b-40cf-b0dc-205af3bce820","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113","Pre-Pour Check","Mould Oiled"
"781cafba-7baa-4039-b90a-f0d1de347fd7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113","Pre-Pour Check","Mould - Workmanship"
"5a09b3ab-6a9a-4762-88c5-e62198bde06f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113","Pre-Pour Check","Reinforcing"
"9fd701ef-e3da-4627-a057-d41c45036df5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113","Pre-Pour Check","Cast In Items"
"b216eced-305c-4e33-bc08-c22605709e9d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113","Pre-Pour Check","Marker Position and No."
"759f7dba-e1d5-4e45-948d-65c0ecbab03f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113","Pre-Pour Check","Make mould to Green Status"
"faf5ad5e-8de5-4f3c-876d-055e4de279d3","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113","Concrete Works"
"767b4bba-2635-4e1f-8a9f-7bfaa29ac738","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113","Concrete Works","Concrete Works Details"
"f0986943-28b3-4e30-8496-a1d1f0c42a92","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113","Concrete Works","Wilco Sample Taken"
"d29b899d-8e4c-4241-a9ca-7149c65d429e","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113","Concrete Works","Bridgeman Sample Taken"
"2c348d35-7a55-4706-9d1c-e56ed1cf44ad","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113","Concrete Works","Supervisor Approval"
"94fd805e-60db-4cab-9875-5415163b4559","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113","Post Pour Check"
"2277bcee-8838-429c-8e4d-aad52ed5e422","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113","Post Pour Check","Edge Detail"
"9cbddc99-1406-470e-9fbd-64fe86a2823b","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113","Post Pour Check","Bar Projections"
"d2406b88-2db3-4fa8-81b4-dc1616e37b44","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113","Post Pour Check","Cast in items"
"7a89a345-f3ff-40e4-8f5d-fecf4eb68aea","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113","Stripping and Stacking"
"a798766e-2657-4067-8f57-fae5d730e954","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -113","Stripping and Stacking","Stripping & Stacking"
"bf661b1a-1ee6-4b7a-8a57-959958fe9a9f","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114"
"db05d9e3-282d-41a6-8fbd-fb85a657b033","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114","Pre-Pour Check"
"5af879f8-da60-4b9b-a182-a196a4814d9f","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114","Pre-Pour Check","Dimensions"
"7c891027-e70f-41e5-8c49-7e20ff7d046b","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114","Pre-Pour Check","Mould Clean"
"10115142-fb92-4c19-8b2a-e27c0d96e8c5","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114","Pre-Pour Check","Mould Oiled"
"8480e87d-7fe7-43f4-941c-4cc3ce2f5401","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114","Pre-Pour Check","Mould - Workmanship"
"94ef268a-2970-41d1-b1e0-e107c66fba09","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114","Pre-Pour Check","Reinforcing"
"ff70e852-9b90-41c9-a1c9-1ef60f081770","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114","Pre-Pour Check","Cast In Items"
"5b3b9615-0438-45a1-b929-3aca0df45257","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114","Pre-Pour Check","Marker Position and No."
"4611bc34-fdaa-414d-ae15-b7565f6b4ac8","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114","Pre-Pour Check","Make mould to Green Status"
"150c9478-94dd-46a4-bde8-d569ee4a23be","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114","Concrete Works"
"b411c38b-07f1-43ad-9a45-376d318b113a","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114","Concrete Works","Concrete Works Details"
"a372cec1-d5b1-480a-8466-449e04c9bf08","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114","Concrete Works","Wilco Sample Taken"
"e9d50db9-f1c3-42c2-94f9-c710df76f9a8","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114","Concrete Works","Bridgeman Sample Taken"
"37bf1162-727a-4832-96a0-3076c9f920fe","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114","Concrete Works","Supervisor Approval"
"9bcb1a64-6c63-4461-b6ad-b0b3639376a9","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114","Post Pour Check"
"8ed1bd2d-a481-4a02-85d6-8586502355b5","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114","Post Pour Check","Edge Detail"
"c25928a6-10e2-4564-8343-225b654a0d17","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114","Post Pour Check","Bar Projections"
"7b914919-c695-4804-91c8-6f266eafad37","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114","Post Pour Check","Cast in items"
"8be7a6a2-64d1-4ab0-afcd-79aa375b5842","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114","Stripping and Stacking"
"655fc415-1596-4ff0-aec7-5d03dfb2bc1f","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -114","Stripping and Stacking","Stripping & Stacking"
"835dadd2-9352-4d87-8c50-39b53df57214","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115"
"dc672610-354a-4dff-9c0e-a37f18b00eee","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115","Pre-Pour Check"
"15957adb-9068-4c12-9a15-b8812460f6c1","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115","Pre-Pour Check","Dimensions"
"926ec043-c4fd-4b5d-84c3-4204aa4d51db","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115","Pre-Pour Check","Mould Clean"
"e002fea9-b604-4c88-8374-04102430f823","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115","Pre-Pour Check","Mould Oiled"
"b392918a-38f2-4dd1-ac9b-a8e9846738e6","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115","Pre-Pour Check","Mould - Workmanship"
"e35ef4f0-14db-472b-ab8a-cdfad6d83f9e","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115","Pre-Pour Check","Reinforcing"
"b59daa0c-4c98-4fa9-b829-db0fe22070da","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115","Pre-Pour Check","Cast In Items"
"f94d33ed-73f4-4d90-aac5-79d1dcb68e47","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115","Pre-Pour Check","Marker Position and No."
"845bccbd-5780-4bdd-a963-6d5a6d327a87","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115","Pre-Pour Check","Make mould to Green Status"
"5965f057-7b79-42e0-b182-6f1ae385ffe4","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115","Concrete Works"
"5cb79797-aef1-4495-bb61-b1bb2a17076e","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115","Concrete Works","Concrete Works Details"
"e762dd59-df4c-478f-a953-3b76747d2054","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115","Concrete Works","Wilco Sample Taken"
"1e2ee38f-6e98-4867-8fa5-d0e684ff1a0c","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115","Concrete Works","Bridgeman Sample Taken"
"5eb6e570-fcd6-4e8d-90e6-863e3a435a94","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115","Concrete Works","Supervisor Approval"
"86d56bca-1396-4f92-be97-18495e1fa3d6","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115","Post Pour Check"
"10e23c1c-d31d-49e9-8373-e817964fb3ac","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115","Post Pour Check","Edge Detail"
"bc72eea0-1dd0-4a30-8a44-0690528431f7","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115","Post Pour Check","Bar Projections"
"7eff0776-bf40-49c5-a63d-3f89198a6c6b","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115","Post Pour Check","Cast in items"
"44dca84d-f612-4934-94e5-4f76e7a68ad5","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115","Stripping and Stacking"
"4cf2b28a-c954-454f-bf6f-cffe1d4028e7","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -115","Stripping and Stacking","Stripping & Stacking"
"59fe11b6-537d-421a-9a2a-129fcf6c218e","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 91- 120","Panel -116"
"a1957403-cb20-42ba-b195-5ac655b2ff8c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 91- 120","Panel -116","Pre-Pour Check"
