"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6be96b54-1395-415a-8809-5cdb06c3df62","","folder-normal","work-in-progress","","step","TRUE","FALSE","CHIP SEAL 2023/2024"
"dba39b4d-6c9e-4b7c-99e7-5a2df490d257","","checklist-flat","pass","Approved Design Report","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Approved Design Report"
"453b5c0d-7690-5677-801c-6d78bf6987e4","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Approved Design Report","Approved Design Report"
"3bdc86aa-c525-4600-b61f-9b165c7aa866","","checklist-flat","pass","QMP","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Quality Management Plan"
"190ea7b0-72df-5762-80c9-28dcdeb6a194","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Quality Management Plan","QMP"
"a3240db8-d6b0-457b-a263-526c0df79034","","checklist-flat","pass","Verified Program","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Verified Program"
"3eefe3ed-de89-50aa-bcdf-f3d2142164ec","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Verified Program","Verified Program"
"99d72dcc-e3e4-4cc5-85a7-15ed6cc0339e","","folder-normal","work-in-progress","","step","TRUE","FALSE","CHIP SEAL 2023/2024","Testing Results"
"f82751f9-57eb-45e8-a181-13724a43a536","","checklist-flat","work-in-progress","Production and Testing ITPs","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Testing Results","Bitumen Testing Results"
"14631d68-685c-5838-9706-3e48b11c12bb","","checkpoint-status","work-in-progress","","","TRUE","TRUE","CHIP SEAL 2023/2024","Testing Results","Bitumen Testing Results","Production and Testing ITPs"
"f3031e18-502f-4bed-bb06-26d6e29d70da","","checklist-flat","pass","Production and Testing ITPs","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Testing Results","Winstones Whitehall Chip Production Testing"
"707d9d4f-dfcc-5a7c-905d-2724c3aea68b","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Testing Results","Winstones Whitehall Chip Production Testing","Production and Testing ITPs"
"e97ed169-cf64-4e0d-beba-801d1718b7d3","","checklist-flat","pass","Production and Testing ITPs","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Testing Results","Winstones Pukekawa Chip Production Testing"
"0b700f40-b486-5c64-8302-4a9946767fd9","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Testing Results","Winstones Pukekawa Chip Production Testing","Production and Testing ITPs"
"fc7ac62e-5057-4e47-af52-ad264d9a3698","","checklist-flat","pass","Production and Testing ITPs","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Testing Results","Waiotahi Waioeka - High PSV"
"c2e3d980-3de1-5a0a-bd09-fce672ff1aea","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Testing Results","Waiotahi Waioeka - High PSV","Production and Testing ITPs"
"aa59c016-4ea0-43c2-949f-1af62a8c137f","","checklist-flat","pass","Production and Testing ITPs","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Testing Results","Glenbrook High PSV"
"e473ce35-bf56-5f4d-bcb2-4655bd149d29","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Testing Results","Glenbrook High PSV","Production and Testing ITPs"
"ea006cb8-3868-4a0c-83ee-474e292decee","","checklist-flat","pass","Production and Testing ITPs","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Testing Results","JSWAP Low PSV "
"e27c5d15-afd4-52cb-9aa1-47b57e72ce3a","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Testing Results","JSWAP Low PSV ","Production and Testing ITPs"
"d3117f66-da83-4762-a536-45f2bbcdf123","","folder-normal","work-in-progress","","step","TRUE","FALSE","CHIP SEAL 2023/2024","SH2"
"7cd8e206-ec38-494f-812b-6805231c1ce1","","checklist-sectioned","work-in-progress","ITP - Resurfacing Physical Works","checklist","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.1 WDC Bdy	 SH2 RS 209 RP 0 - 539"
"2238148d-c22f-5dc9-9246-a414662fa1a6","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH30","30.34. Rotoma Glade I A SH30 RS170 RP 11190 - 11924","3.0 Construction"
"5084f875-2786-52b7-b1ed-ca6d3bfc3258","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.34. Rotoma Glade I A SH30 RS170 RP 11190 - 11924","3.0 Construction","Start spraying Temp >10°C"
"084fe0de-1313-5a0e-be65-6f710f46819c","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.34. Rotoma Glade I A SH30 RS170 RP 11190 - 11924","3.0 Construction","Binder application variation"
"cbf5511d-a559-5d30-97f1-5d1d38949c57","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.34. Rotoma Glade I A SH30 RS170 RP 11190 - 11924","3.0 Construction","Sealing chip application"
"f70120c3-54db-5086-b95e-3743f6a98a2d","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.34. Rotoma Glade I A SH30 RS170 RP 11190 - 11924","3.0 Construction","PTR Rolling pattern"
"250b4cac-3e01-5a62-b71c-b451704c241e","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.34. Rotoma Glade I A SH30 RS170 RP 11190 - 11924","3.0 Construction","Traffickating"
"9d760595-14e8-5738-ab35-10ac0c4bcf4e","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.34. Rotoma Glade I A SH30 RS170 RP 11190 - 11924","3.0 Construction","Tagging for line marking"
"b7420ab2-ebd2-5453-91e2-f062b8fff1a2","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.34. Rotoma Glade I A SH30 RS170 RP 11190 - 11924","3.0 Construction","Post-Sealing Surfacing Condition"
"206141e2-9c3b-5ba9-abbd-f5836dac3fb3","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH30","30.34. Rotoma Glade I A SH30 RS170 RP 11190 - 11924","4.0 Post-Construction"
"6caaa849-2655-5d20-8e00-700a49ba8730","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.34. Rotoma Glade I A SH30 RS170 RP 11190 - 11924","4.0 Post-Construction","Linemarking and RRPM Reinstated, Matches previous linemarking - within 48 hours of sealing"
"a3f17e4b-3820-5fdf-ab75-2250222fa4ae","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.34. Rotoma Glade I A SH30 RS170 RP 11190 - 11924","4.0 Post-Construction","Spray Sheet/s Checked & Supplied for Claiming"
"2f5164ec-e95e-5baa-bf89-d1be9996d0d9","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.34. Rotoma Glade I A SH30 RS170 RP 11190 - 11924","4.0 Post-Construction","Collect & Upload RAMM data"
"1689ad5c-ce23-5f91-a18f-89071521a815","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH30","30.34. Rotoma Glade I A SH30 RS170 RP 11190 - 11924","5.0 Out Of Season Sealing"
"45d15066-edf5-55a0-91f9-73fb26941199","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.34. Rotoma Glade I A SH30 RS170 RP 11190 - 11924","5.0 Out Of Season Sealing","Out of Season Sealing"
"e1350147-dce7-4e4a-b7fe-2b8edd9d09f9","","checklist-sectioned","work-in-progress","ITP - Resurfacing Physical Works","checklist","FALSE","FALSE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480"
"352ce43c-e690-5b2d-b901-b1880962cd08","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","1.0 Pre-Works (Off Site)"
"39256065-ad19-57c7-b9b4-438985a14d37","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","1.0 Pre-Works (Off Site)","Stakeholder Management Requirements met"
"8950517b-5f3a-547a-ba3c-28923e604ff1","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","1.0 Pre-Works (Off Site)","Confirm if any environmental protection is required"
"09e510c1-7aef-5e78-8f28-76bc9d9e2937","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","1.0 Pre-Works (Off Site)","Daily work briefing, confirm scope, that you have all staff, materials and plant needed to complete the work"
"8ad879f6-4cf9-5bf8-8d7a-b4a85e07e6f3","","checkpoint-group","work-in-progress","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","2.0 Pre-Construction (On Site)"
"f45e4520-f029-5200-9b25-e6005b605ebf","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","2.0 Pre-Construction (On Site)","Job start, identify risks and controls, communicated to team"
"34014f23-abff-5ff1-ae45-f0e4be62d282","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","2.0 Pre-Construction (On Site)","Establish traffic management to plan"
"20aa5f2d-7bf1-591f-82ef-9799983842f1","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","2.0 Pre-Construction (On Site)","Confirm site is on approved programme"
"bd3f469f-a65b-5350-81a1-364829d7a899","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","2.0 Pre-Construction (On Site)","Confirm site extents (i.e. Check what is marked on the road matches the job sheet / programme details"
"7e9a2e92-2321-5068-aeb2-d59d22e5b4e1","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","2.0 Pre-Construction (On Site)","Stockpiled sealing chip is clean and suitable for sealing"
"8fe58e55-183c-5e39-8412-591c7b2f79c2","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","2.0 Pre-Construction (On Site)","Stockpiled sealing chip is the same grade(s) as specified in the chipseal design"
"b1c435d8-7044-5a2b-9b73-1e132bf08ad2","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","2.0 Pre-Construction (On Site)","Record & photograph environmental protection measures installed"
"25710dc9-bebb-5f92-8f3f-a6156978b650","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","2.0 Pre-Construction (On Site)","Binder application rate"
"73975e1b-3f01-5498-b69f-5b73ce1d558d","","checkpoint-status","work-in-progress","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","2.0 Pre-Construction (On Site)","Pre-Sealing surface condition"
"417a34e4-dfd1-5806-9e12-c57f747b98ef","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","3.0 Construction"
"c90f153c-5b03-5ce7-a5c1-f37eb6eec309","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","3.0 Construction","Start spraying Temp >10°C"
"d43b9ffc-9166-577d-b769-628ce6efcf15","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","3.0 Construction","Binder application variation"
"2eb88762-35ef-5743-88bf-bcc576d6eba4","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","3.0 Construction","Sealing chip application"
"03a04119-f5e6-50e7-89e1-797e7bfd4eb2","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","3.0 Construction","PTR Rolling pattern"
"d01e9230-4c4f-55c4-bc50-b1477c75ba0c","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","3.0 Construction","Traffickating"
"03603a28-787c-5619-8eba-3934686910ee","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","3.0 Construction","Tagging for line marking"
"742388f8-d37f-5466-acde-06c30b253513","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","3.0 Construction","Post-Sealing Surfacing Condition"
"1ee46fac-478e-5fb3-b2a5-564c8a6f9148","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","4.0 Post-Construction"
"0221bab4-e5eb-5f3d-bad6-15fe5e5c16ea","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","4.0 Post-Construction","Linemarking and RRPM Reinstated, Matches previous linemarking - within 48 hours of sealing"
"3b63f822-3f80-5fc8-b6e2-2072a41bc245","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","4.0 Post-Construction","Spray Sheet/s Checked & Supplied for Claiming"
"a82fe0ef-231e-5ada-ad0e-a178ba82969a","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","4.0 Post-Construction","Collect & Upload RAMM data"
"bfaed1e6-34d1-54fb-8ab3-16d38c23c12b","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","5.0 Out Of Season Sealing"
"889312f9-4dec-55c1-ad14-5a61fd0449ca","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.35. Rotoma Glade II SH30 RS170  RP 11924 - 12480","5.0 Out Of Season Sealing","Out of Season Sealing"
"b09f674e-8c91-47e3-9d2d-7486d619b33c","","checklist-sectioned","work-in-progress","ITP - Resurfacing Physical Works","checklist","FALSE","FALSE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692"
"94027952-827a-5b6e-963f-5e97de770134","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","1.0 Pre-Works (Off Site)"
"a08a6dce-2809-5d85-aa5b-19964f0e35dd","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","1.0 Pre-Works (Off Site)","Stakeholder Management Requirements met"
"0223a039-ed07-53d9-ab56-eb3ec3a9767a","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","1.0 Pre-Works (Off Site)","Confirm if any environmental protection is required"
"8387a800-c7c5-5b3f-b303-944f59c92720","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","1.0 Pre-Works (Off Site)","Daily work briefing, confirm scope, that you have all staff, materials and plant needed to complete the work"
"303215da-2339-526c-afb6-0431743d739c","","checkpoint-group","work-in-progress","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","2.0 Pre-Construction (On Site)"
"2026c7ac-49e4-5913-b9e5-9d06918fc1af","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","2.0 Pre-Construction (On Site)","Job start, identify risks and controls, communicated to team"
"8aa76d72-68ad-56da-a29b-5c11baa49ba6","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","2.0 Pre-Construction (On Site)","Establish traffic management to plan"
"497505de-1dc1-5102-a5ab-5321d1ef663b","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","2.0 Pre-Construction (On Site)","Confirm site is on approved programme"
"bd12b691-eb75-528b-901e-1e533979b7dc","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","2.0 Pre-Construction (On Site)","Confirm site extents (i.e. Check what is marked on the road matches the job sheet / programme details"
"e08c37b5-4b3b-564e-90c6-4387a250c86a","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","2.0 Pre-Construction (On Site)","Stockpiled sealing chip is clean and suitable for sealing"
"cc9fac34-f067-52c6-814e-184ea5f7d887","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","2.0 Pre-Construction (On Site)","Stockpiled sealing chip is the same grade(s) as specified in the chipseal design"
"7f54a95a-94f2-5f20-8125-5dae264f74b8","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","2.0 Pre-Construction (On Site)","Record & photograph environmental protection measures installed"
"1342945b-3da6-512c-a0a1-41e822d02929","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","2.0 Pre-Construction (On Site)","Binder application rate"
"e2785e05-f8ab-5ee7-b359-6f5d28ec4e2d","","checkpoint-status","work-in-progress","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","2.0 Pre-Construction (On Site)","Pre-Sealing surface condition"
"64544892-94be-59fe-b3ed-8d5bf01d2fcd","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","3.0 Construction"
"f3307134-3738-51a6-bf25-625cb0542807","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","3.0 Construction","Start spraying Temp >10°C"
"c61639db-a078-5ba1-bfab-cc660361bef5","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","3.0 Construction","Binder application variation"
"8f05296f-6dd6-54da-a396-766112232d48","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","3.0 Construction","Sealing chip application"
"100d87ee-cfbb-588e-b6bb-5540a5d8849c","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","3.0 Construction","PTR Rolling pattern"
"81fae1d3-c300-5954-ab2f-a022ab8c5d5e","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","3.0 Construction","Traffickating"
"a702be73-35a6-54d3-bc64-1b872739b789","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","3.0 Construction","Tagging for line marking"
"9b9334ef-df1d-5850-b246-b38f6ac3b6f0","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","3.0 Construction","Post-Sealing Surfacing Condition"
"48a8ec40-36e1-52ce-87e4-cc1ea36e8b01","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","4.0 Post-Construction"
"b31c41f9-644e-541f-b618-cd77ad394575","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","4.0 Post-Construction","Linemarking and RRPM Reinstated, Matches previous linemarking - within 48 hours of sealing"
"de93deb3-0945-5082-b13e-f7a7eabd0cca","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","4.0 Post-Construction","Spray Sheet/s Checked & Supplied for Claiming"
"13144467-5881-5f67-8afd-bee562384789","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","4.0 Post-Construction","Collect & Upload RAMM data"
"b8568045-b170-59cc-9f92-3c853e4f8bff","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","5.0 Out Of Season Sealing"
"72f308b6-201f-5f72-8e40-6349ef357435","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH30","30.36 Rotoma Glade II A SH30 RS170 RP 12480 - 2692","5.0 Out Of Season Sealing","Out of Season Sealing"
"3bb47983-b445-46a7-bd92-f0725dc2815e","","folder-normal","pass","","step","TRUE","FALSE","CHIP SEAL 2023/2024","SH33"
"a80df7c2-aee3-40e7-bd1e-ca5beda815f4","","checklist-sectioned","pass","ITP - Resurfacing Physical Works","checklist","FALSE","FALSE","CHIP SEAL 2023/2024","SH33","33.1 Duxton SH33 RS 0  RP 3354 - 3495"
"c923a70e-347e-5777-909f-5dc6ecce705b","","checkpoint-group","pass","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH33","33.1 Duxton SH33 RS 0  RP 3354 - 3495","1.0 Pre-Works (Off Site)"
"c62a9ce5-ac80-5113-997f-4dee99572292","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH33","33.1 Duxton SH33 RS 0  RP 3354 - 3495","1.0 Pre-Works (Off Site)","Stakeholder Management Requirements met"
"b3a89124-8259-50ae-a6d2-ebfd046fa9c7","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH33","33.1 Duxton SH33 RS 0  RP 3354 - 3495","1.0 Pre-Works (Off Site)","Confirm if any environmental protection is required"
"a3ff6acf-d78f-576e-a767-a8d4ffd7b970","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH33","33.1 Duxton SH33 RS 0  RP 3354 - 3495","1.0 Pre-Works (Off Site)","Daily work briefing, confirm scope, that you have all staff, materials and plant needed to complete the work"
"ab76cc81-d1b3-51b1-9131-ae1094eeaaf5","","checkpoint-group","pass","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH33","33.1 Duxton SH33 RS 0  RP 3354 - 3495","2.0 Pre-Construction (On Site)"
"8406012e-e6d6-5e00-a03b-31b9d334c66f","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH33","33.1 Duxton SH33 RS 0  RP 3354 - 3495","2.0 Pre-Construction (On Site)","Job start, identify risks and controls, communicated to team"
"99746dfb-85bb-5e5a-8d6d-803ed772265c","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH33","33.1 Duxton SH33 RS 0  RP 3354 - 3495","2.0 Pre-Construction (On Site)","Establish traffic management to plan"
"c8738db3-1d4e-5d1e-932c-a7d17f8a4e12","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH33","33.1 Duxton SH33 RS 0  RP 3354 - 3495","2.0 Pre-Construction (On Site)","Confirm site is on approved programme"
"9e53fa97-5710-542b-ac76-a79ffc227b5f","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH33","33.1 Duxton SH33 RS 0  RP 3354 - 3495","2.0 Pre-Construction (On Site)","Confirm site extents (i.e. Check what is marked on the road matches the job sheet / programme details"
"2899b4db-2289-5e70-88f7-9998f215687c","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH33","33.1 Duxton SH33 RS 0  RP 3354 - 3495","2.0 Pre-Construction (On Site)","Stockpiled sealing chip is clean and suitable for sealing"
"a85748ac-27e8-591d-94a0-2f63ae1049ff","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH33","33.1 Duxton SH33 RS 0  RP 3354 - 3495","2.0 Pre-Construction (On Site)","Stockpiled sealing chip is the same grade(s) as specified in the chipseal design"
"db056e36-8959-5a16-9da5-6a6996df88c3","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH33","33.1 Duxton SH33 RS 0  RP 3354 - 3495","2.0 Pre-Construction (On Site)","Record & photograph environmental protection measures installed"
"c9cdb50b-b272-550c-bc90-9e4d86f749a0","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH33","33.1 Duxton SH33 RS 0  RP 3354 - 3495","2.0 Pre-Construction (On Site)","Binder application rate"
"d375a28c-6feb-51fb-bee7-11d635ad3ec6","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH33","33.1 Duxton SH33 RS 0  RP 3354 - 3495","2.0 Pre-Construction (On Site)","Pre-Sealing surface condition"
"52a9a3a1-d9c8-5d31-88bd-222f5335f506","","checkpoint-group","pass","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH33","33.1 Duxton SH33 RS 0  RP 3354 - 3495","3.0 Construction"
"53256b61-3dc5-543a-8ef7-18c0470f3374","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH33","33.1 Duxton SH33 RS 0  RP 3354 - 3495","3.0 Construction","Start spraying Temp >10°C"
"891da9bd-57b2-500b-b5da-602a557f1c8a","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH33","33.1 Duxton SH33 RS 0  RP 3354 - 3495","3.0 Construction","Binder application variation"
