"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f32fe923-a9a5-40c9-bf3d-0a951c7f68b9","","fail","","folder","TRUE","FALSE","Site QA"
"81658017-0dea-438a-bbe9-86872c867d6e","","fail","","folder","TRUE","FALSE","Site QA","Level 1"
"e3486b85-6a1d-4fab-a53a-846ff4d74b16","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 1","Zone 1 - A1511"
"57f22067-8d5e-4838-857e-8126d49a51c8","","pass","","folder","TRUE","FALSE","Site QA","Level 1","Zone 1 - A1511","1028 - Sterile Store"
"a07deae0-1715-4271-8989-09ebbd5db789","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2093 - OR9","Floor Vinyl"
"5e54fa6c-d1f1-42be-b453-28678ec7b00e","","fail","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2093 - OR9","Wall Covering"
"04dcc01f-3bd9-45ef-8723-06400f45e4ab","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2091 - Medication area"
"7c1b5852-e4cd-4f27-8a14-29ad36f782ff","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2091 - Medication area","Preparation"
"4fc609c1-4e78-4ca0-8141-af9eed2a606a","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2091 - Medication area","Floor Vinyl"
"00150ee7-e815-4821-b4b3-84e836c3be05","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2091 - Medication area","Wall Covering"
"105452ce-5b2e-4ffa-8955-7314547984e9","","pass","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2090 - Disposal area"
"1df0e8e8-b0d0-4dd7-8bf6-e41b54daa4b4","","pass","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2090 - Disposal area","Preparation"
"e04fc963-4c9d-4cc0-8960-a1c69b9c4d8d","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2090 - Disposal area","Floor Vinyl"
"d3ef3c51-d219-44ca-afdb-3da7c9bdd7f7","","pass","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2090 - Disposal area","Wall Covering"
"6c8980d2-f53f-47c2-82e6-f3c2efab4561","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2086 - OR 6"
"f7ce5c87-3f59-48bb-9887-0506e57ffc27","","pass","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2086 - OR 6","Preparation"
"8d3da8f7-a17a-4cd4-9c88-8ced2f327e9d","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2086 - OR 6","Floor Vinyl"
"d3d3477e-7b4f-41d5-987f-d2b363ea7d22","","work-in-progress","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2086 - OR 6","Wall Covering"
"8afc26f5-8d4b-43b1-af4f-663ce125238a","","pass","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2087 - Clean up"
"75c18cf6-d5fa-45fa-aadd-4614d7c18b84","","pass","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2087 - Clean up","Preparation"
"07d7470c-2d0b-482c-9116-f45ddcf322b1","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2087 - Clean up","Floor Vinyl"
"70b7be15-db6b-484a-b1e5-3b8a03eafd37","","pass","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2087 - Clean up","Wall Covering"
"9c12518f-1202-469b-87a0-62acd3b9d4be","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2085 - Scrub"
"2e77471a-08d7-4b27-99ab-6d7939f3f1a5","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2085 - Scrub","Preparation"
"5628c656-b2e9-419e-ba35-e43826ff1a47","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2085 - Scrub","Floor Vinyl"
"8c638df7-ab09-4e3a-8335-267a53594fcf","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2085 - Scrub","Wall Covering"
"f56fbfae-a47a-4ac4-b895-0a514f2a209f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2083 - Set up room"
"4590bfe3-d6ba-4be4-8aa8-5f6531e5fb8d","","pass","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2083 - Set up room","Preparation"
"1de5b572-fa01-43c7-a5ad-bda2034fc04c","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2083 - Set up room","Floor Vinyl"
"d8686877-9586-40ca-822a-2ec1e26c45cf","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2083 - Set up room","Wall Covering"
"ad374ad5-dee3-40da-a07f-fb908b1d9a3f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2089 - Store room"
"2f4abef4-3c37-4349-a77f-ad1cc24c3f9a","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2089 - Store room","Preparation"
"dd2c15ef-16b3-4c10-b9b6-d8340d6f00fd","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2089 - Store room","Floor Vinyl"
"1baff2da-de5b-43f2-89e7-3d6c652c5c45","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2089 - Store room","Wall Covering"
"bbf91eec-5540-4d21-bfec-43091b19d0be","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2084 - Scrub room"
"0d2e5e41-2880-4a9f-9f18-af3258cb4b8d","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2084 - Scrub room","Preparation"
"c7136a17-b6dc-4b41-8384-f6ca3cc4dd06","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2084 - Scrub room","Floor Vinyl"
"6c0c0701-99e9-4ff3-8f11-377aba746982","","work-in-progress","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2084 - Scrub room","Wall Covering"
"54b8ef27-4dec-460b-a808-f6718492a0b9","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2082 - OR 5"
"1415634c-7619-4f1c-bc89-ef211e5e55e1","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2082 - OR 5","Preparation"
"25f20072-f93f-4351-b728-70d27433082c","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2082 - OR 5","Floor Vinyl"
"acb62f50-c9f5-4c82-b61b-e4ae2dc62403","","work-in-progress","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2082 - OR 5","Wall Covering"
"0ac0e85c-b900-44a4-a286-6dd0c3f2473c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2078 - Clean up"
"e550d042-8fa4-4a6d-b4fb-f3515365f144","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2078 - Clean up","Preparation"
"652bb0b8-e7ef-43f6-b1dd-c12b044f4695","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2078 - Clean up","Floor Vinyl"
"db3c1a15-5b29-4153-aa9f-fb52488f3d66","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2078 - Clean up","Wall Covering"
"a130bf2c-53d7-4d54-954e-c5ca3f6fe458","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2076 - OR 4"
"82d8f4c7-ff21-4eec-8788-d48df8e54cda","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2076 - OR 4","Preparation"
"daa066a3-30db-44ad-810a-fbf5989f9003","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2076 - OR 4","Floor Vinyl"
"56580ad8-32a4-440e-857e-63330a6ea51f","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2076 - OR 4","Wall Covering"
"d3511524-218d-4a3b-ae82-a470d9c3a1fc","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2079 - Scrub"
"f93a01cf-3525-4a8c-91ff-4fb90ae2d59c","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2079 - Scrub","Preparation"
"38925826-2e14-4cb2-8e1c-2fe880b9aadd","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2079 - Scrub","Floor Vinyl"
"c0b84265-6370-4c2c-9bd6-80660ee507d1","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2079 - Scrub","Wall Covering"
"14334ceb-db55-45f7-bcc2-2ee169d6c0aa","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2075 - Heater Cooler Room"
"5b5651a7-7b67-41f2-a1ac-65990358762b","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2075 - Heater Cooler Room","Preparation"
"635fa008-d2b7-402c-8f22-688f56d3d401","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2075 - Heater Cooler Room","Floor Vinyl"
"0a2b7780-467a-4603-b2a1-6236d6294193","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2075 - Heater Cooler Room","Wall Covering"
"3cb4a7da-58c2-46b1-abb4-4f011bcd732e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2035 - Implants & Sterile Room"
"9437203b-c8f4-4d52-9253-46467792ce7a","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2035 - Implants & Sterile Room","Preparation"
"26298d35-fa79-4115-aa2e-491ea7024a3f","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2035 - Implants & Sterile Room","Floor Vinyl"
"a9faac8a-1f3e-4446-8f96-3904bb14ff13","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2035 - Implants & Sterile Room","Wall Covering"
"96858ae5-5b4b-4498-869b-78ff712b6aa7","","pass","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2028 - Specimen"
"b7f9d67a-6c3f-4d4e-9f8c-a972a2259df0","","pass","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2028 - Specimen","Preparation"
"a9c29515-1366-4f2f-9a8b-74ab5bf57529","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2028 - Specimen","Floor Vinyl"
"20777300-acf5-4d05-96bc-d0a2514df586","","pass","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2028 - Specimen","Wall Covering"
"db5803a6-8d23-4fa5-b03b-b594a1cfb5f1","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2025 - Interview"
"7010da21-999b-4ea5-8739-368e496ccf6f","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2025 - Interview","Preparation"
"5443cbc4-a0fd-48ed-a4ca-8f335ffda9d8","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2025 - Interview","Floor Vinyl"
"2f25cd85-52b9-4d54-87fb-3c5089aa2b4a","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2025 - Interview","Wall Covering"
"3b825d5e-4c29-489c-9d18-c4cc690d4f11","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2034 - CNM Office"
"1f2f711a-373d-4539-9a57-91eca34bea0e","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2034 - CNM Office","Preparation"
"52044ccf-c577-4644-bb4e-e0032b914f7e","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2034 - CNM Office","Floor Vinyl"
"629cdd8a-8c30-4092-9043-1dc13c05064f","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2034 - CNM Office","Wall Covering"
"2a3f28bd-6ef0-4185-a7de-fa97a84ae798","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2029 - WC"
"36059118-722a-4f27-afde-81e135db110e","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2029 - WC","Preparation"
"98f79343-4712-4188-9aea-2d661b918fcb","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2029 - WC","Floor Vinyl"
"1cafee12-e93d-4432-a8c4-ab5a9e0df860","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2029 - WC","Wall Covering"
"608c2f48-a663-4839-87c0-f766538e1d6d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2033 - OR HUB"
"fffa2acf-ea54-4926-845b-a7057b6206fc","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2033 - OR HUB","Preparation"
"682564a7-b138-4156-8568-e03fb89ecb14","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2033 - OR HUB","Floor Vinyl"
"ee721c60-7d8f-4737-a7cf-39e22cc419a4","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2033 - OR HUB","Wall Covering"
"c13424fd-8f39-4d21-881f-277021c43db0","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2032 - OR Write up"
"b16a1442-fc68-4b62-acde-8903d36c1f95","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2032 - OR Write up","Preparation"
"e61836f3-bb7c-42ce-9937-49d9abac355f","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2032 - OR Write up","Floor Vinyl"
"0f60ee0f-7087-4d8f-bab3-ce7dd056bb09","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2032 - OR Write up","Wall Covering"
"50b66523-ec2a-43c6-886c-ee1ab68665b2","","pass","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2031 - OR Manager"
"c7e17ecb-a035-4445-9715-d0119cd3eef7","","pass","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2031 - OR Manager","Preparation"
"17dddb35-5767-4e58-9cbd-2c7ee5e380b6","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2031 - OR Manager","Floor Vinyl"
"119e6e7f-d640-4ab5-8783-7360225c5303","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2026 - Reception"
"f63131f1-1aa5-43f0-81fe-6cda87f66a99","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2026 - Reception","Preparation"
"193e7b1a-23f7-49ae-837c-1d210d15fe22","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2026 - Reception","Floor Vinyl"
"22e403aa-358f-4052-af68-d54f01ee1570","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2026 - Reception","Wall Covering"
"83cd93cb-ef1b-4067-aef9-52a13001a3ff","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523"
"65f91de2-7dc8-4e90-9827-1e89e57c767a","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2001 - Stair 1"
"9522c74e-f9eb-4d9d-aa4c-58071f7b0781","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2001 - Stair 1","Preparation"
"dfd233fd-ddf3-4bb0-9253-6e68891c773d","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2001 - Stair 1","Floor Vinyl"
"8a942b2c-c945-4e53-b73b-919dcd899ff1","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2001 - Stair 1","Wall Covering"
"c97aac5a-2808-4a44-8cee-012fcc12566f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2115 - Prendergast link"
"00d7a656-210f-4573-be80-4fcfde182b20","","work-in-progress","Entrance Mat","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2115 - Prendergast link","Entrance Matting"
"65eea082-2e6e-484b-9c03-b14fd4a0e8b7","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2027 - Corridor"
"3b51e676-3404-43b7-9cd3-2135b4202c86","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2027 - Corridor","Preparation"
"0913cecf-ac83-4219-ab21-59c4089a0344","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2027 - Corridor","Floor Vinyl"
"43e7e4cc-c4b8-439a-9fa8-0d6299098c4d","","work-in-progress","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2027 - Corridor","Wall Covering"
"ff6d4bd4-141b-4ec1-a225-a56402c7ccbd","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2112 - Staff training"
"55d0928b-998d-443b-a0aa-76c0c0ad601c","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2112 - Staff training","Preparation"
"4119cc96-aa25-4ba2-9e2e-e9576c44b42a","","not-started","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2112 - Staff training","Carpet tiles"
"f9b7f8a5-ba89-480e-88ca-4eed6b812a54","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2111 - Anaesthetic Store"
"fe452cab-ba55-42cf-85cb-81a82cfb3b51","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2111 - Anaesthetic Store","Preparation"
"05012231-f9ab-4bdd-b430-f23e983f9312","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2111 - Anaesthetic Store","Floor Vinyl"
"f0d44e30-8193-4acb-a711-5913f29c50a8","","pass","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2111 - Anaesthetic Store","Wall Covering"
"7d7082c9-04dc-4df1-b20f-eaa0b948b18e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2027 - Corridor"
"9a2e50ba-c7fb-4969-b7c7-e5a9a95c0616","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2027 - Corridor","Preparation"
"b8b8bb41-e6fc-4d3b-babc-cf2e26dcb53a","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2027 - Corridor","Floor Vinyl"
"eea64d6b-0517-4360-b930-91625235fe58","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2027 - Corridor","Wall Covering"
"0c2f4f25-ea7c-4a93-8ced-339055630def","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2120 - Accessible WC"
"d8b50bbf-7855-4beb-95f5-1be62c413437","","pass","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2120 - Accessible WC","Preparation"
"2cff21f2-fe5b-430c-a7a7-6e52eacff2fe","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2120 - Accessible WC","Floor Vinyl"
"42aa4a50-9229-4c69-b2c3-de7fbc5deade","","work-in-progress","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2120 - Accessible WC","Wall Covering"
"33df28d6-79b6-42fd-b317-b0dfcacf1909","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2124 - WC"
"3ed3336d-e840-4a73-b358-1eff26191eaa","","pass","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2124 - WC","Preparation"
"f0e9582e-ed40-4032-b846-80271d4df100","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2124 - WC","Floor Vinyl"
"f296a9e3-03b4-4e5d-b910-bcf97ee54bf3","","work-in-progress","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2124 - WC","Wall Covering"
"086bfd9d-cee3-4936-b634-2fbea1385a7b","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2114 - Linen"
"c2456d7c-d2db-4bbe-a185-1effb1c98260","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2114 - Linen","Preparation"
"9e177a13-f980-4f2b-af0e-c298e98332c0","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2114 - Linen","Floor Vinyl"
"964e2176-76b3-4235-971e-16383a8aefcb","","work-in-progress","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2114 - Linen","Wall Covering"
"36210300-2f6c-4a39-aef9-db00a9c821b9","","pass","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2122 - Blood Fridge"
"6ad341e8-261e-456d-ba04-69f768d5b591","","pass","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2122 - Blood Fridge","Preparation"
"48dd746c-1b1c-450a-b6c0-f2f17e7f3996","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2122 - Blood Fridge","Floor Vinyl"
"9b0ff9e0-d4af-434c-8f74-3f896c6bd3ea","","pass","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2122 - Blood Fridge","Wall Covering"
"06c756de-48b8-41a9-8b3c-04ce56728df2","","pass","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2121 - Store"
"173f6614-9616-4c01-b7eb-a4c3a59064c9","","pass","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2121 - Store","Preparation"
"e4f0be41-f693-4873-9dde-d739cb3e114f","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2121 - Store","Floor Vinyl"
"b639e4fc-abb3-41aa-acb5-c14781a77c57","","pass","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2121 - Store","Wall Covering"
"0a326c64-7385-4af4-8cc3-801b1e00e944","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2208 - Clean Consumables"
"e231d3b9-10fd-425f-8348-82a398774e5e","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2208 - Clean Consumables","Preparation"
"aa0631ee-af55-42f6-8882-7e2395d5f8d4","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2208 - Clean Consumables","Floor Vinyl"
"c4a2958b-72ad-4cb2-a50b-c855ab53c248","","pass","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2208 - Clean Consumables","Wall Covering"
"3cb0c50f-9ea7-4aae-920e-8d28a817116e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2207 - Staff Base"
"e5af13ee-515a-4d14-a2f1-1ea4ded63b7f","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2207 - Staff Base","Preparation"
"90b4c74b-d9f8-45e9-b08b-f689eae22d5c","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2207 - Staff Base","Floor Vinyl"
"793e97e8-b6fd-4c1f-95ba-51ba6bb25a06","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2207 - Staff Base","Wall Covering"
"8917bf4b-971f-462d-a3d8-a87041d9f161","","pass","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2123 - Cleaner"
"b85a4c3d-cb02-4349-a65e-4819e43b3c6c","","pass","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2123 - Cleaner","Preparation"
