"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d8e7b1fb-b4f1-4454-a556-22fd3f8450eb","","folder-normal","","","step","TRUE","FALSE","Site QA"
"b73585f3-6a5d-4801-b2d4-17b08f835ef7","","folder-normal","","","step","TRUE","FALSE","Site QA","Lift Cores"
"63480db9-bb30-4de3-8926-76a240b377b2","","folder-normal","","","step","TRUE","FALSE","Site QA","Lift Cores","Tower"
"593b99ee-69e1-4e00-b649-352b36ae0fbc","","folder-normal","","","step","TRUE","FALSE","Site QA","Lift Cores","Tower","Basement 3"
"993eb021-a17b-4c61-af66-75c7352055ac","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 15","Pre Pour"
"331191ee-a864-477c-b906-68df39372a2b","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 15","Formwork"
"d5d301fc-11d4-437c-a395-d6e0d76e4bf2","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 15","Stairs"
"f220d16a-f0ac-4d46-af97-30ddcb1d36ea","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 16"
"18c561b7-1b75-4bd3-8640-9104f35bc4fb","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 16","Pre Pour"
"076b56e3-aec9-41f7-b39c-9955a39af3af","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 16","Formwork"
"99676ee8-cc50-47ef-9c25-8fa6ef58696d","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 16","Stairs"
"7d0be561-1fd9-4a20-b4e7-32e46079e893","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 17"
"aca2a335-c864-405a-a715-f0d5738bb278","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 17","Pre Pour"
"40666e40-db39-4885-98b5-5a9e17d2af5f","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 17","Formwork"
"c57694c1-faff-427c-8a14-5c3865231e17","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 17","Stairs"
"9322534b-ac22-4faa-9913-e6dbb9ef0bd1","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 18"
"d5492134-91f6-40cf-ae45-4c41f1c19277","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 18","Pre Pour"
"a8bba86b-56f7-4c3f-8633-e7f36553cae8","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 18","Formwork"
"13a13bf0-0a35-44ba-af3c-a674823b39cc","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 18","Stairs"
"e9d582cd-52b1-4077-ba19-5b2a713fbe68","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 19"
"22e6e092-9fca-493f-8f83-6f21748f51df","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 19","Pre Pour"
"ef1e50eb-5fe3-49fe-a47e-dea6d10c1173","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 19","Formwork"
"daea19ff-d9eb-4ccb-858d-9d85d8dd94d0","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 19","Stairs"
"2e5306c5-a80d-4169-85ec-7b110928b96f","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 20"
"c2712ee7-c9fa-49f6-b75a-07d933c18f8a","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 20","Pre Pour"
"da0e6942-de3f-40b2-892b-e53056e9a4f1","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 20","Formwork"
"4b729b04-b0c9-4bae-9903-4ba588756532","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 20","Stairs"
"cd044879-e662-49ed-9f14-98f86081bdca","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 21"
"8f403f72-4521-410e-a545-110e1c7bbb13","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 21","Pre Pour"
"5e3f6bb1-4e64-43df-8336-b68e0fb97770","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 21","Formwork"
"5446031e-87e4-4d3c-a6fd-dd911d87c43f","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 21","Stairs"
"07e8b824-cb54-484a-98a4-a35d847a4a7e","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 22"
"e8f6b658-6c35-41d1-bee4-e20ae9e06705","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 22","Pre Pour"
"adbfc0de-da01-4a48-911d-c19ad43f2344","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 22","Formwork"
"b73468ea-49df-4eae-b1d9-b0b381e50b91","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 22","Stairs"
"353edabc-5c7e-4fef-90a2-e5978faa1367","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 23"
"70ed79e1-27ef-41df-8ce1-5f59590ad2f4","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 23","Pre Pour"
"6c44b59c-e75c-4ec3-b8eb-0f1b1293b2ed","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 23","Formwork"
"fc58e5ed-a03a-45d2-94c7-c99eca2c4411","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 23","Stairs"
"4b2ba3cf-df27-496c-b64b-9f40f84c6b74","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 24"
"f765543b-9479-4344-8fd6-80ab623cb3cf","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 24","Pre Pour"
"bb0f8a1e-2697-4fb7-9c3c-de74ace5696f","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 24","Formwork"
"2f5b77f7-77ee-4699-b6b5-c7b5826b5ac8","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 24","Stairs"
"c7c77a3e-bed6-46a3-b06e-3341a8eb8bbe","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 25"
"aae96595-e2ed-4386-aa78-8d29a5ec95ef","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 25","Pre Pour"
"659e9d87-0497-49ff-9f67-ffd6f3cc41a3","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 25","Formwork"
"715393c1-c027-4acc-91a3-6073b4b76421","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 25","Stairs"
"6143cdb5-9c9c-4b08-ad5c-3ebb9b135b94","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 26"
"cdddd1cc-03e9-4682-b6de-eb26ff563f12","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 26","Pre Pour"
"d282a5d2-3696-4fd0-9cfd-57c027cdeb83","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 26","Formwork"
"8e699436-400f-4ee0-9733-5c9560790d12","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 26","Stairs"
"7476de4e-9420-49f9-bbda-7f3fe3ede0e6","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 27"
"d849a8ef-1dae-4b32-b7cf-05f994eb97e2","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 27","Pre Pour"
"2507f048-b5e2-4b10-b8fd-eeb14fe5b681","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 27","Formwork"
"04185e72-c1de-438c-b76d-3adfdd59b1fe","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 27","Stairs"
"1faf248b-4fae-426e-b74b-3fddb86d1810","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 28"
"bf5cb28b-2308-4679-8c60-e766d77fbb55","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 28","Pre Pour"
"057e543d-3448-4711-b04a-a9ba8225e243","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 28","Formwork"
"aa66729f-6135-4624-95ee-4615d0cbbea1","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 28","Stairs"
"6043d8ec-b3c9-4a6f-8aad-7224baf6b7f5","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 29"
"9636ee0e-b020-4913-85e3-d9d19167eb5f","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 29","Pre Pour"
"0374033f-5544-48ce-893e-37dcd277a765","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 29","Formwork"
"d1689f92-8919-4bbb-ae13-8c567c58e6d0","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 29","Stairs"
"38aa2729-c561-4856-9e82-5d8b7171a317","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)"
"313b5068-38e5-43d4-b796-1c37679febe8","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)","Basement 2"
"594808db-04aa-4c3b-80ce-e50a7637eaa2","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)","Basement 2","Pre Pour"
"0372e41b-651a-4296-83f0-c5dc1612aa2f","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)","Basement 2","Formwork"
"096a6e86-f271-45b7-855e-15bae7511905","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)","Basement 2","Stairs"
"a51bcd15-64b1-4c38-ac2c-760c44b48020","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)","Basement 1"
"85c64211-4c14-4a52-8122-738181cfc448","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)","Basement 1","Pre Pour"
"808f00bc-0af6-4144-b8ec-1891bcd16633","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)","Basement 1","Formwork"
"f95f0f0f-c1e4-485c-a7f5-ae3e1f4c78c7","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)","Basement 1","Stairs"
"53d208d1-2f9d-494c-9fc1-1da1ae78bfa4","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)","Lower Ground"
"24f2e478-ed18-432a-a359-1147c83d3ca6","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)","Lower Ground","Pre Pour"
"87003553-929b-4d0a-aaa6-ddbc4b4e103a","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)","Lower Ground","Formwork"
"c2933fff-ccff-4b36-a58e-b0b7801dc5fa","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)","Lower Ground","Stairs"
"8b0819b0-a950-4bd3-b333-5b83ea9bf09c","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)","Upper Ground"
"1135f9dc-0483-4513-bcb3-3f1fb8eae955","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)","Upper Ground","Pre Pour"
"5f40cad2-18d2-45ea-b9e6-d9e1875dd90c","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)","Upper Ground","Formwork"
"0933ecb6-55dd-4134-b7cd-725c628bc013","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)","Upper Ground","Stairs"
"39543cf9-c6f9-46cb-88f9-3dc71261eb6d","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)"
"ec9551ed-cb38-484c-8951-be00fbcdfa90","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Lower Ground"
"5e1f3a28-5aef-49e2-a105-65c2e2389ec7","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Lower Ground","Pre Pour"
"04e84d7b-0894-45c8-a77b-19dc8c8f6f81","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Lower Ground","Formwork"
"259d418d-8bd2-4d2f-b4b9-64257a50f0bd","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Lower Ground","Stairs"
"a5991002-9e5e-40d7-b6e1-e1c0fbb6012f","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Upper Ground"
"eda161a6-cc59-40cb-9e7b-c3c904951714","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Upper Ground","Pre Pour"
"563a34c8-7a57-4304-8d2e-0211a5c74270","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Upper Ground","Formwork"
"f3c05d24-0581-43c7-8d58-342fca185e02","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Upper Ground","Stairs"
"abd07e63-df26-4e75-b216-0a6cfd0614a6","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Level 1"
"e00b63e4-52be-4dd7-9432-181ce04b7306","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Level 1","Pre Pour"
"3615cfa4-a2da-4a5e-b114-47c5e42842ce","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Level 1","Formwork"
"89ef4cfb-f21b-4a05-b0e0-73a3ed73d7f6","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Level 1","Stairs"
"26209dea-eff2-49e3-ad73-7a8f3eb0161d","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Leverl 2"
"75903012-ddac-4538-a993-dce46a334fba","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Leverl 2","Pre Pour"
"49ff1a7b-d05f-4277-91a6-96d891e661a1","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Leverl 2","Formwork"
"e8f81b3f-f431-48a1-bbed-d09b89e4bbde","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Leverl 2","Stairs"
"240608bb-8f76-45eb-80c9-1291579648b9","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Level 3"
"355f5082-a6f7-41b5-b258-7db108dfee67","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Level 3","Pre Pour"
"dee79f3e-b0b4-40b6-9d8e-20fb02ced6da","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Level 3","Formwork"
"e91f0f16-aec2-44e8-8ee9-85a80ca1b239","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Level 3","Stairs"
"b4b8dba8-8d69-4b1f-b26b-9e572164acfe","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Level 4"
"1212d805-70ed-4a90-a5aa-69ad97dab4fd","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Level 4","Pre Pour"
"ccc4acc5-a1eb-4010-a51e-a5cb5eae0fcf","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Level 4","Formwork"
"4e721fe5-9c56-42b5-adeb-6d99cb7d9a8b","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Level 4","Stairs"
"d2d9ddc6-a89a-4ab3-a5ea-aa1a865d0a3e","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 06"
"8393f361-c139-4b67-aad8-7046e34e8e8f","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 06","Basement 2"
"9c4a0aaf-07ee-4449-8e37-b0747734e16c","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Basement 2","Pre Pour"
"133b42f0-8799-45b6-93b9-7d5a19494d2b","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Basement 2","Formwork"
"fde1fcb4-0026-46f9-8103-1fd0fbeb0683","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Basement 2","Stairs"
"371b921c-bb65-49bd-8400-11b3969c24dc","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 06","Basement 1"
"457596ac-2819-42e8-a184-4ec0c873f432","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Basement 1","Pre Pour"
"41fe3927-e717-48ff-8e7d-ce7043910b00","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Basement 1","Formwork"
"6889260c-cbe3-434a-afa9-543dc15d164e","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Basement 1","Stairs"
"3425e21d-9422-4f9c-97d1-4f2dfe845678","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 06","Lower Ground"
"bd824534-4a54-46f5-b114-9a026ed72d0c","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Lower Ground","Pre Pour"
"84983fc7-af1e-4e52-90f9-3fd82099d2e2","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Lower Ground","Formwork"
"930a130a-ddb9-4c9b-9c86-a8483f57e08a","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Lower Ground","Stairs"
"ba9d1461-0427-4d9e-80c8-5b6bb189b58b","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 06","Upper Ground"
"07dea2e4-c4e3-4971-b731-a06ba00d2a9f","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Upper Ground","Pre Pour"
"821e88b8-3b86-4c60-84f4-d424c58c98d6","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Upper Ground","Formwork"
"fd40452e-ed18-49b6-ac58-fd3a90df0337","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Upper Ground","Stairs"
"cebb28e4-c203-493c-8d46-60108c229702","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 06","Level 1"
"67e06992-377c-43d9-a839-5549a3b9b2ca","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Level 1","Pre Pour"
"ba7c25ba-a5aa-464e-950d-ef640a60b194","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Level 1","Formwork"
"b40c0a39-2624-4ce5-a1f8-1edbe6afa74b","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Level 1","Stairs"
"5aef9a16-0fc6-4db1-a32b-981e534baab6","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 06","Level 2"
"3c23ee0e-56df-4f9a-8659-d682b2629d8c","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Level 2","Pre Pour"
"c8ca481b-0494-4d91-a67c-5e951abfaeb1","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Level 2","Formwork"
"ea54b91a-7c94-4ddc-93ba-1caf755542e0","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Level 2","Stairs"
"34f6ffb2-f5cd-455a-a8bf-b4245d26f9db","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 06","Level 3"
"d23bf79f-993f-4ca7-b291-8dccae1a77ba","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Level 3","Pre Pour"
"8125e403-768c-4a19-a568-a4477bd56e0f","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Level 3","Formwork"
"7f69d522-2519-4629-816c-62ee279ff32c","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Level 3","Stairs"
"de873c5c-c4ad-4c53-bb8e-9a37d0b1f617","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 06","Level 4"
"cb7ab976-03b5-4253-bcb2-940223a72e44","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Level 4","Pre Pour"
"027f49f1-b9e9-4ddf-a0c1-804b190f1216","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Level 4","Formwork"
"880036ec-5a6c-48b4-850e-962cb409cb19","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Level 4","Stairs"
"e692fbe6-df47-424e-bb58-3cc1a007b353","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)"
"eaee9ab3-66c9-4663-80a0-57c8f4589469","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Lower Ground Mezzanine"
"4a410055-e5b9-464c-86bf-a57e54d829ca","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Lower Ground Mezzanine","Pre Pour"
"b60c6d4a-ffe1-4a26-8eb7-c271390d5746","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Lower Ground Mezzanine","Formwork"
"a139b304-9888-46d5-9317-77b9f9f402b3","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Lower Ground Mezzanine","Stairs"
"d971b29c-7b3e-4b87-8018-d87d45940311","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Upper Ground Mezzanine"
"5df6ee20-10c6-4110-9e27-4a738681974b","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Upper Ground Mezzanine","Pre Pour"
"7b9fe480-7c6a-48f7-8be4-d65455224a97","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Upper Ground Mezzanine","Formwork"
