"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8105cfb6-9ad4-47cb-b980-57165c367f62","","folder-normal","","","step","TRUE","FALSE","Site QA"
"6109dfb9-4bf2-4dfc-b8e7-538c854e78da","","folder-normal","","","step","TRUE","FALSE","Site QA","Footings"
"32bc448a-75fe-4575-81d1-c63b24fb4761","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Upper Ground"
"cfb5b73a-e08b-4f6e-89d3-8b2436cfcf6e","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","School","Upper Ground","Steel Fixing Checklist"
"6c38b9ba-cc2c-473c-8d4c-8d8884fd370f","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Mechanical Culvert SOG"
"0a4958bc-5bcf-4778-9f8c-2309100b56b9","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","School","Mechanical Culvert SOG","Steel Fixing Checklist"
"8a318382-447c-402e-8e31-efdfbf29ff87","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Upper Ground Mezzanine"
"085d5ae0-a6ac-483d-add7-6a63fbd951d4","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","School","Upper Ground Mezzanine","Steel Fixing Checklist"
"4fe5f5b8-75b2-4a24-a163-2f12374a4230","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall"
"5009b6a2-c076-477b-88d7-8028dc91c1b6","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 1"
"59b8d8ae-9189-4536-b331-11ff6326310a","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 1","Pour 1"
"7447f842-f1ff-483a-afd4-717b4697ae2d","","checklist-flat","","1e81a1e21faaad9fcf2a75c8430653a61a62357ddf8b4f06d0cebc5ebfc83ed9","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 1","Pour 1","Steel Fixing Checklist"
"478db994-30b8-46e7-8e15-a7bd834d5483","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 1","Level 1.2"
"b09b1560-c5a8-47de-8250-48c30d17ee99","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 1","Level 1.2","Steel Fixing Checklist"
"23be43f7-6f0a-422a-b36e-8da5f478accc","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 1","L1-L2 lift shaft"
"d2e9ffd4-0e36-41f2-bb93-9b919c817356","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 2"
"c8e45e23-ed63-426b-8b3f-188fe02b0197","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 2","Pour 1"
"04128bb1-052e-4f93-93b7-06a2dbf125f6","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 2","Pour 1","Horizontal Elements"
"698111ea-67f5-4b92-83c1-9a72cd8a08d4","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 2","Pour 1","Vertical Elements"
"8540d882-b651-4937-a2c1-a7c2c8aa6e0d","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 2","Pour 2"
"b124da9d-b801-4cbd-8115-ae5c48794ece","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 2","Pour 2","Horizontal Elements"
"f85e78b7-d4bd-4ec1-b510-96061c42f417","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 2","Pour 2","Vertical Elements"
"b73f059a-9137-4b2d-8a45-7d0836a5376b","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 3"
"21eff366-2711-4980-9823-b9774874dda7","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 3","Pour 1"
"46a802a9-4a26-4780-8357-c8c0bf41780c","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 3","Pour 1","Horizontal Elements"
"d5ff50f5-b2fd-4239-97d0-e9bf1fd84e81","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 3","Pour 1","Vertical Elements"
"733147b8-97eb-457e-95d9-c3edafb1df03","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 3","Pour 2"
"7a99ff21-c8a8-44d6-aedb-5723338a6326","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 3","Pour 2","Horizontal Elements"
"ed34c97d-9ec9-47da-a371-5fac09bc8969","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 3","Pour 2","Vertical Elements"
"407ab61e-b93e-4d73-bec0-69b26aa1e062","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 4"
"7d99c3d2-c77e-4931-9197-0adf20819de0","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 4","Pour 1"
"b2ff5f0b-dfb3-46c2-b0b6-d85567e2d280","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 4","Pour 1","Horizontal Elements"
"3c9b74f6-1adc-4f99-a0d1-5471de3e3070","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 4","Pour 1","Vertical Elements"
"943d2d90-3fb6-4fcb-b07c-acebfa8367a8","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 4","Pour 2"
"a299dafe-62ed-461b-ad5e-c0a741220f61","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 4","Pour 2","Horizontal Elements"
"526a8594-a618-4046-9685-3b5eb1890bc1","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 4","Pour 2","Vertical Elements"
"15a2dd6e-2277-4763-908b-198777a4026b","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Lower Ground"
"99ffdfd0-2b6b-4b3a-ac82-6f8d538ceb2d","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Lower Ground","Steel Fixing Checklist"
"155e47f2-34df-49ce-83b1-3cead4a85d15","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Upper Ground"
"ac196688-0de9-4aef-9ea5-233c580535d3","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Upper Ground","Steel Fixing Checklist"
"17f3e63f-bb22-4ce9-a9cd-140377438334","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)"
"002c9c89-9f13-4692-b62b-8bb7d957e9d0","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1"
"e5fe5fd7-44d6-4b3c-9bc1-09abeac1fd6c","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Pour 1"
"4c9e722a-7353-4e33-a501-4f69c8b37dd3","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Pour 1","Horizontal Elements"
"1405ccaf-b70c-4bf8-968d-c9f8503ffd2f","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Pour 1","Vertical Elements"
"367427a6-4791-4f7b-bd03-236a5adc252d","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Pour 2"
"0650d921-be8d-4984-8193-9f70bc2bc9dd","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Pour 2","Horizontal Elements"
"05d64999-bc5f-462c-890e-d440b526b8a6","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Pour 2","Vertical Elements"
"3c13ac2f-ce11-4ddb-a780-cdbec55ad546","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 2"
"535f82eb-1e62-4696-aeec-2c7525353e7d","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 2","Pour 1"
"6ce66e13-3b04-4ec6-a729-c029aa953690","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 2","Pour 1","Horizontal Elements"
"75ebec76-3995-4345-98ac-a853b2c960a6","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 2","Pour 1","Vertical Elements"
"ac1724b8-a705-4b97-a1da-a28f832caf7c","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 2","Pour 2"
"b7da954e-c25d-40a9-bc91-6010b60520e9","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 2","Pour 2","Horizontal Elements"
"59311b86-a712-4255-b61e-60bef1f7f2cf","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 2","Pour 2","Vertical Elements"
"af5b4e30-502e-42d7-a95b-a798eef09811","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 3"
"1aef7cd5-525f-4064-84f5-5171b0886a32","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 3","Pour 1"
"4ad533bf-ecb0-49f5-a19e-b602b579799f","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 3","Pour 1","Horizontal Elements"
"f725f9bd-7e12-47a0-831e-e77d87e6028c","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 3","Pour 1","Vertical Elements"
"e4477623-bec2-4176-9753-90927e301fbe","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 3","Pour 2"
"c954212f-6f96-48cf-8b3d-6f8ee4a42fea","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 3","Pour 2","Horizontal Elements"
"c8b07ea8-1fba-43a7-8a11-d4cd200d23e8","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 3","Pour 2","Vertical Elements"
"fc8fcebb-db56-4c44-a461-f49edb574210","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4"
"fd4c3ed2-cc03-411c-8f31-635283891da8","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Pour 1"
"07cea3c6-2b5d-4cc5-85be-89c3e477b282","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Pour 1","Horizontal Elements"
"eda71a7e-66ca-4cb8-8db5-3d2bf63b7735","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Pour 1","Vertical Elements"
"53db9da9-80d5-4366-8a8c-7e7a0588f2d8","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Pour 2"
"d8569356-ab49-4728-9af3-15ddb19827b8","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Pour 2","Horizontal Elements"
"828cc2cb-35b1-4233-9fda-19428c40e77b","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Pour 2","Vertical Elements"
"0a29289e-864b-48b9-8066-df5589da9e9c","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)"
"6eab8a17-a580-42d8-ba96-edd2232e6fcb","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 5"
"65c9e0d7-7348-4de5-bc46-7ae25e9d5f31","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 5","Pour 1"
"72f32c7b-72d4-49e1-90f9-31b3a7f14cb1","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 5","Pour 1","Horizontal Elements"
"d5b12d85-5c40-4a47-8dc3-af4415d58ff6","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 5","Pour 1","Vertical Elements"
"beb78e1e-c4f7-44a8-8798-78b2d132a019","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 5","Pour 2"
"c0de0072-6926-4f04-8e46-d1a7bfdaf430","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 5","Pour 2","Horizontal Elements"
"69f569b5-79e8-416c-aa18-b3d3f122c959","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 5","Pour 2","Vertical Elements"
"f3c0c4e4-d555-40ec-910a-bb1a3641ab9a","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 6"
"4ee28584-a4a4-4df7-a0ab-c4274a50677b","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 6","Pour 1"
"6f4eface-c6f7-4b7c-ac37-a74371f8f6f2","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 6","Pour 1","Horizontal Elements"
"39650fb8-b3d3-468a-964e-5b63ff0af732","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 6","Pour 1","Vertical Elements"
"2dadb36b-fc9e-441c-911d-170502b195f7","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 6","Pour 2"
"7caa198b-17f8-49ed-b8c7-727f87464b61","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 6","Pour 2","Horizontal Elements"
"9a690f6d-3e3d-4b82-9662-f9f0eeb32319","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 6","Pour 2","Vertical Elements"
"30cf6eb4-d0f2-4bb7-b9e3-f460719541b5","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 7"
"c1e6f4f7-dd38-4250-be14-3a1572e1fbb7","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 7","Pour 1"
"07958b2d-5811-475a-ac0b-7e70a541074e","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 7","Pour 1","Horizontal Elements"
"731053c9-061f-4056-8b46-70c699d8d339","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 7","Pour 1","Vertical Elements"
"53e9ee39-733c-49aa-af61-61b7618cf18a","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 7","Pour 2"
"83432659-b014-49d7-a7e7-b63e9fc18d36","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 7","Pour 2","Horizontal Elements"
"3f120506-6392-43ff-857f-97b26513d0b2","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 7","Pour 2","Vertical Elements"
"b7fb0343-1553-4ae8-8d2d-24d1c9ddd00a","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 8"
"9c7c83e0-9104-4c55-9231-658028c744ad","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 8","Pour 1"
"4f6459c8-1910-4c7d-aed6-940394ff989f","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 8","Pour 1","Horizontal Elements"
"16c36925-c2db-433d-9ebc-8f590901713b","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 8","Pour 1","Vertical Elements"
"e458dc52-b36d-4e15-b3f3-dc8b27f9a92a","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 8","Pour 2"
"dfceb5af-4989-4571-ae66-9d8ad7e43242","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 8","Pour 2","Horizontal Elements"
"2590e904-7752-4319-83c1-3c2ff0850675","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 8","Pour 2","Vertical Elements"
"a9c8f216-5e5f-4e1c-b121-33ca9f2c3e83","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 9"
"45ad4484-2089-437f-b575-8a4bc12bb412","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 9","Pour 1"
"f8276e92-72b6-43de-b29e-025fcfd836fe","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 9","Pour 1","Horizontal Elements"
"a43f80bc-7ec0-4dcc-91e3-2e1ac15eb2ca","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 9","Pour 1","Vertical Elements"
"6367f222-1fb1-4ea7-bbb7-d9a034e83303","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 9","Pour 2"
"52933ae3-3a41-4a00-bbb7-19d74eafa342","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 9","Pour 2","Horizontal Elements"
"355225d0-b18b-4dd8-ba72-e7a095a2be78","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 9","Pour 2","Vertical Elements"
"1998cfd7-45c6-4730-9452-5f1bccc6c3f0","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 10"
"bdbbc381-80c8-4919-b512-c24b8985e7a4","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 10","Pour 1"
"e1c57958-133d-4c6e-89c3-8d8dd764c99b","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 10","Pour 1","Horizontal Elements"
"443ea81a-9408-4c1c-aa8c-eaf7654cb619","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 10","Pour 1","Vertical Elements"
"c1250b98-7093-46e1-bfcc-5762e44dca07","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 10","Pour 2"
"368e1c4e-08a3-47a3-9ad2-dc73e5580246","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 10","Pour 2","Horizontal Elements"
"2a1872bf-c1d2-46ff-a95a-67468c99bb58","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 10","Pour 2","Vertical Elements"
"9d2b44c7-fb3a-4719-9126-6b92edf1a97c","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 11"
"f2471c2a-000b-4e99-8508-dc3a88bddaae","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 11","Pour 1"
"0a978534-6249-499e-bfce-e6ea32eedc43","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 11","Pour 1","Horizontal Elements"
"a1f73bac-1b98-4ea2-96cc-ffa6ffe06e3a","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 11","Pour 1","Vertical Elements"
"9e0b5235-8f6c-4a30-9eae-be05950b6a10","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 11","Pour 2"
"213cd6f3-1205-4a85-9f88-f3530bd20e7d","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 11","Pour 2","Horizontal Elements"
"12d1fda7-d9e6-47b8-a2ca-74f9283df566","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 11","Pour 2","Vertical Elements"
"74ef2f13-80d9-4e5b-9e04-9e080ed503b3","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 12"
"be7cc3cc-0cdb-4c9b-8b62-cfeba60bcdaf","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 12","Pour 1"
"52a66c43-cb39-490b-944e-a84bd97b6d14","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 12","Pour 1","Horizontal Elements"
"e3b2e7a0-e05a-4f25-b740-5f093745aa54","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 12","Pour 1","Vertical Elements"
"f390ce8f-66fd-41e6-a47a-7b5c873a201b","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 12","Pour 2"
"ff2bce3a-1358-47c1-9bf4-dd3374b98705","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 12","Pour 2","Horizontal Elements"
"12b0de31-735a-40e4-bfb1-f840f948d832","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 12","Pour 2","Vertical Elements"
"19a9a1a2-1c58-4256-b34c-02c0469ae818","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 13"
"3202f554-5e13-4b0d-95b8-a9026a808a90","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 13","Pour 1"
"3adbdf66-3cc5-44fc-a6c0-64aa3d4c1c0f","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 13","Pour 1","Horizontal Elements"
"66800429-4d92-4f6f-8df3-ffeb7a2d81bf","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 13","Pour 1","Vertical Elements"
"ba79be8a-ecab-4696-b3c9-2418b9704f61","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 13","Pour 2"
"b4239cfd-12c2-4c3f-ae86-9387da4ae4e7","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 13","Pour 2","Horizontal Elements"
"25e48379-38a8-401c-9250-88b23eee3024","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 13","Pour 2","Vertical Elements"
"1fd62d32-4f86-4c82-8362-7684050331f5","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 14"
"612c1851-8c2e-40de-ab7a-0565d8601d52","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 14","Pour 1"
"3cfaadc6-8579-444a-b50e-19bda081433d","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 14","Pour 1","Horizontal Elements"
"f652de98-e1dc-4ef2-a5ad-928b76bb4c55","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 14","Pour 1","Vertical Elements"
"f65d4696-494f-4534-89d6-80619e7256cb","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 14","Pour 2"
"6ef490da-0c2f-4324-b5fe-a3a6b6cbaca6","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 14","Pour 2","Horizontal Elements"
"9ec58b25-fb32-4d45-a42d-fb50118e65aa","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 14","Pour 2","Vertical Elements"
"c356b15b-f421-49c9-b32d-6a3ab8d70267","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 15"
"4a5d2f08-f17f-4f15-acaa-55cb973989b5","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 15","Pour 1"
"845abd73-5acf-4e08-affa-3975a801d2fd","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 15","Pour 1","Horizontal Elements"
"b6be6e1d-c315-4b73-bf01-e35c5366038e","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 15","Pour 1","Vertical Elements"
"db3427af-0b47-4c13-b45f-f7731eefcc2d","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 15","Pour 2"
"464e8d31-9b5c-40b6-b847-bdc2a72619f9","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 15","Pour 2","Horizontal Elements"
"f8f89559-3fa8-4309-84c2-34b9074e6316","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 15","Pour 2","Vertical Elements"
"7243cbcc-146c-48c8-a9e5-fb32bf6d26a9","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 16"
"a070db06-6229-4ca6-83b0-a868c3dd4b33","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 16","Pour 1"
"0c8a3e8d-b329-40e9-a66d-565bab2a8184","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 16","Pour 1","Horizontal Elements"
"cc752670-7ff1-4449-baaf-207a27ed38e1","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 16","Pour 1","Vertical Elements"
"6edbb6da-82b3-4e14-a381-d8c5c5859f39","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 16","Pour 2"
"eb4e3c3a-b5d6-41b3-96c0-acb2f7825ea5","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 16","Pour 2","Horizontal Elements"
"68d87373-2ecc-43f1-b0b1-ecf211fd47e7","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 16","Pour 2","Vertical Elements"
"e4bcdb76-01de-4256-8af9-1b0d0d1183cd","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 17"
"41f1964b-2e11-43ec-af57-598e760d3dd7","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 17","Pour 1"
"ead22ab5-0c32-47cf-ac09-5f6be9f46069","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 17","Pour 1","Horizontal Elements"
