"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"17204dd9-c270-45f9-a03e-b03a778e2ea5","","folder-normal","pass","","step","TRUE","FALSE","Stage 401"
"f7f02d53-3fe7-4c91-ab1b-0daadfa6067d","","folder-normal","pass","","step","TRUE","FALSE","Stage 401","June 2022"
"c084e06d-2c77-447f-825d-cf87f7f854fe","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","February 2022","Site Visit Report - tunnel slab, 23.02.22"
"900600e4-9cb0-409e-aa17-da4f55d9efeb","","folder-progress","pass","","checklist","TRUE","FALSE","Stage 5 - B03","March 2022"
"e233e2db-1caf-4db8-b986-d4c1263faf58","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","March 2022","Site Visit Report - beams to grids B,C,B1 and grid 2"
"f53a4a6d-c9cb-4f28-bc1c-84554baa9385","","folder-progress","pass","","checklist","TRUE","FALSE","Stage 5 - B03","April 2022"
"699e42ec-cf2f-4de0-b2c4-3089effdfb0b","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","April 2022","Site Visit Report - beams to grids D to G+"
"ce992e86-ec4a-4c2c-8c9f-76b5e774493e","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","April 2022","Site Visit Report - tunnel roof"
"c9973057-333e-4b87-b852-935f9666ab90","","folder-progress","pass","","checklist","TRUE","FALSE","Stage 5 - B03","May 2022"
"e99cc525-99e0-4c77-917f-9166fd32c55c","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","May 2022","Site Visit Report - suspended ground floor grids A to D"
"0b4c40d7-7414-4e5f-b530-3f12ab3d2cee","","folder-progress","pass","","checklist","TRUE","FALSE","Stage 5 - B03","June 2022"
"47319c64-b18e-401a-bb57-aeab186d2bdf","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","June 2022","Site Visit Report - ground suspended floor grids E to H"
"1984be8e-9ee2-4219-ab9e-348e9257e403","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","June 2022","Site Visit Report - Tunnel Ramp reo"
"70f4e6ee-95f7-4bdf-9b32-6bf287fdd0db","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","June 2022","Site Visit Report - entry setdowns"
"6e05232e-a9de-40c9-8438-d31c4cd17266","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","June 2022","Site Visit Report - ground stitch joints "
"1f3873ac-58bf-497e-93fd-c7327701f737","","folder-progress","pass","","checklist","TRUE","FALSE","Stage 5 - B03","July 2022"
"705a7f08-1117-42b2-954b-edfa75d009c9","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","July 2022","Site Visit Report - level 1 suspended floor grids A to E"
"d1ae424d-5fa7-435c-8563-21a7885af266","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","July 2022","Site Visit Report - first floor stitch joints"
"b7846f26-09aa-4bac-8630-1cb29dc88340","","folder-progress","pass","","checklist","TRUE","FALSE","Stage 5 - B03","August 2022"
"bfe25e7b-9403-415f-b3e6-c44c69da33b2","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","August 2022","Site Visit Report - 1st suspended floor grids E to H"
"6b741e1b-05b8-4dd2-bf0e-b8d1457d6f4c","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","August 2022","Site Visit Report - first floor panel stitch joints"
"3858c70b-8c77-485c-9aa6-f1641c9d5858","","folder-progress","pass","","checklist","TRUE","FALSE","Stage 5 - B03","September 2022"
"e277c4c6-c9a3-4869-9246-457f45b5dc59","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","September 2022","Site Visit Report - P1-1-06, P1-4-07 and P1-1-06"
"8aacc52f-317c-4a4d-acd4-9d2d10433342","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","September 2022","Site Visit Report - stitch joints"
"b4180e64-bc5c-40b6-b847-284d227e4aa1","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","September 2022","Site Visit Report - second suspended slab grids A to E"
"a4386598-ffa1-4657-b558-2afd0446d341","","checklist-sectioned","pass","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 5 - B03","September 2022","MV Site Visit Report - corbels "
"353980e7-1874-41dc-9bca-1b53a750fd6c","","checklist-sectioned","pass","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 5 - B03","September 2022","MV Site Visit Report -2nd suspended floor grids E to H"
"cdd945be-175e-44dc-842d-0f9f6387f465","","folder-progress","no-status-not-started","","checklist","TRUE","FALSE","Stage 5 - B03","October 2022"
"897e2dc0-5115-47e8-9782-2a5e4dd93cad","","folder-progress","pass","","checklist","TRUE","FALSE","Stage 5 - B03","November 2022"
"e3ee09e9-8815-4388-bb05-803f5ba32ec9","","checklist-sectioned","pass","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 5 - B03","November 2022","MV Site Visit Report - preline inspection "
"6328750b-9c24-40c5-b10d-92d69225a29c","","folder-progress","no-status-not-started","","checklist","TRUE","FALSE","Stage 5 - B03","December 2022"
"f055fe42-4e34-4d62-b30c-44c5aec2e630","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 5 - B03","December 2023"
"7070e00b-fb39-4e53-95eb-ffb75286ebea","","checklist-sectioned","work-in-progress","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 5 - B03","December 2023","MV Site Visit Report - B03 Upper level preline inspection"
"ac8d949c-f7d9-4759-8a02-16c79da11d4e","","folder-normal","pass","","step","TRUE","FALSE","Stage 6 - THB06, THB07, THB08, THB09"
"9f8f2ad8-5ebf-411d-b5ac-2e966cb3231d","","folder-normal","pass","","step","TRUE","FALSE","Stage 6 - THB06, THB07, THB08, THB09","February 2022"
"a6e823b5-2b66-4690-95ae-38dbe70fb10c","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 6 - THB06, THB07, THB08, THB09","February 2022","Site Visit Report - TBH09"
"0a329d52-9206-42c0-aeed-2253ccd0f5da","","folder-normal","pass","","step","TRUE","FALSE","Stage 6 - THB06, THB07, THB08, THB09","March 2022"
"ac820e3a-17a4-42b9-a6c7-53cf0895e750","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 6 - THB06, THB07, THB08, THB09","March 2022","Site Visit Report - THB08"
"f3ec8cf6-5cd5-446f-bdbd-5136961ac09c","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 6 - THB06, THB07, THB08, THB09","March 2022","Site Visit Report - THB06"
"d81e867c-e8fe-42f2-8a04-9a28ccfe8939","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 6 - THB06, THB07, THB08, THB09","March 2022","Site Visit Report - THB07"
"c69b2d32-233d-4dd5-871c-53f82167d685","","folder-normal","pass","","step","TRUE","FALSE","Stage 7 - THB14, 15, 16 & 17"
"222a6bdc-5962-4098-96e7-0a5bd4f18a9b","","folder-normal","pass","","step","TRUE","FALSE","Stage 7 - THB14, 15, 16 & 17","Stage 7A - THB14, THB15"
"b9b9dcd2-8c67-475a-8a1d-3fc48a121253","","folder-normal","pass","","step","TRUE","FALSE","Stage 7 - THB14, 15, 16 & 17","Stage 7A - THB14, THB15","THB 14"
"efbac3e6-6cd9-498c-9f83-a9ffc6cdd32c","","checklist-sectioned","pass","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 7 - THB14, 15, 16 & 17","Stage 7A - THB14, THB15","THB 14","MV Site Visit Report - THB-14"
"ba83e43a-0605-4a91-bfe7-d3138842f1a9","","folder-normal","pass","","step","TRUE","FALSE","Stage 7 - THB14, 15, 16 & 17","Stage 7A - THB14, THB15","THB 15"
"b5c92b10-ed27-484f-86f0-0a5f0b3f6e2d","","checklist-sectioned","pass","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 7 - THB14, 15, 16 & 17","Stage 7A - THB14, THB15","THB 15","MV Site Visit Report - THB15"
"1888bbb1-8b6b-46a9-9108-004a0f29b5ad","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 7 - THB14, 15, 16 & 17","Stage 7B - THB16, THB17"
"e7ec0156-e76d-408a-916f-6f5c09e14ea7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 7 - THB14, 15, 16 & 17","Stage 7B - THB16, THB17","THB 16"
"98f5abea-760d-49be-aae5-0a4e19fc07b4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 7 - THB14, 15, 16 & 17","Stage 7B - THB16, THB17","THB 17"
"0ffc433c-7018-495d-a39a-fad1867fdea6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 8 - B04"
"2a210a14-b505-44bf-9404-f30836293dfa","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 8 - B04","Basement"
"3f264b2b-1753-4c9e-8231-c734fd1351f2","","folder-normal","pass","","step","TRUE","FALSE","Stage 8 - B04","Basement","November 2022"
"2557193f-e476-413a-9878-95d50f4d0bd0","","checklist-sectioned","pass","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 8 - B04","Basement","November 2022","MV Site Visit Report - lift base"
"9dbcbfa1-84ef-4857-87ce-6c62e4f5b887","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 8 - B04","Basement","December 2022"
"40eb9d1b-9f98-410a-a984-94ecfd86bb5c","","checklist-sectioned","work-in-progress","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 8 - B04","Basement","December 2022","MV Site Visit Report - B04 Foundations part 1"
"a75bacd8-467f-40cf-ad69-a7b6d13825c8","","folder-normal","pass","","step","TRUE","FALSE","Stage 8 - B04","Basement","January 2023"
"da049a20-ece4-4187-91e8-4816d7d1a956","","checklist-sectioned","pass","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 8 - B04","Basement","January 2023","MV Site Visit Report - B04 Foundation Part 1 Slab Prepour Inspection"
"6131316a-8b89-46f4-9694-9c2ccc8d4ef2","","checklist-sectioned","pass","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 8 - B04","Basement","January 2023","MV Site Visit Report - B04 Foundation Part 2 Foundation Beam Prepour Inspection"
"ee7c6141-3191-4558-9f20-f1310737d2a5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 8 - B04","Ground Floor"
"fb000b9a-71ae-494f-915a-ffd1f849f954","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 8 - B04","Ground Floor","Month 2023"
"7bbc2cb6-cce8-4d35-8f00-ced0bf461e7d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 8 - B04","Ground Floor","Month"
"73d5bc08-1470-4383-a534-c81852d4acad","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 8 - B04","Level 1"
"fec8c9a1-9b53-47ca-91ef-55dabdbb90f0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 8 - B04","Level 1","Month "
"19e83fb1-e0e4-46c7-b9cd-9e7c57edbbf2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 8 - B04","Level 2"
"d0fc45a6-cca0-4430-8f63-804bb51bbbfe","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 8 - B04","Level 2","Month"
"70686b77-1b6f-44d5-ac29-16fef090f836","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 9 - B05 & B06"
"300df5c2-f76e-46e5-b774-07e420d5a290","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 9 - B05 & B06","B05"
"32791197-430f-4c59-9b31-6934bce2ac52","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 9 - B05 & B06","B05","Basement"
"755dccf1-f380-4cfa-bb30-3e8e1454d8db","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 9 - B05 & B06","B05","Ground Floor"
"585a278a-7009-4a63-a224-39f0c37635ef","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 9 - B05 & B06","B05","Level 1"
"ff330764-0b32-48f9-ae7a-de6d78d71b6a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 9 - B05 & B06","B05","Level 2"
"3168d7af-4df6-4a0b-935f-993a5809f2d2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 9 - B05 & B06","B06"
"17ba81b1-5b5e-49f0-8a98-9c60fce99c90","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 9 - B05 & B06","B06","Basement"
"db6ab0b4-b1df-4425-9656-2d4ff191a937","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 9 - B05 & B06","B06","Ground Floor"
"3008e08b-2c8a-4b05-bfb9-050edba0a19f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 9 - B05 & B06","B06","Level 1"
"4d23b4ea-52cf-44b8-8064-9ad5902f36f8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 9 - B05 & B06","B06","Level 2"
"71afb523-9766-496c-a72a-0d89cc37c321","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 10 - THB18 & 19"
"9d0e6af5-a6f3-4c20-8bec-d310a16aff80","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 10 - THB18 & 19","THB 18"
"21f6563f-be1b-4193-90e7-8185545f39c7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 10 - THB18 & 19","THB 19"
"a285f132-db4f-4c3f-ab2c-1967b1a6c91a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Compliance Documents - Mill certificates, Concrete dockets, Concrete strength test results & PS4"
"960bff67-aab1-486e-9b67-8b25d32741af","","folder-normal","pass","","step","TRUE","FALSE","Compliance Documents - Mill certificates, Concrete dockets, Concrete strength test results & PS4","Stage 2 - THB02, 03, 04, 05, 10, 12"
"8a57415c-e91b-4b2a-b875-e2756b3c6690","","checklist-flat","pass","474a6d9c20c35e9b0e9cb559828eb68b0a7ba8a299eba3450b3524a8a9444893","checklist-flat","FALSE","FALSE","Compliance Documents - Mill certificates, Concrete dockets, Concrete strength test results & PS4","Stage 2 - THB02, 03, 04, 05, 10, 12","Compliance Documents"
"bad31a9a-065c-5f5a-88df-426a74276645","","checklist-flat","pass","474a6d9c20c35e9b0e9cb559828eb68b0a7ba8a299eba3450b3524a8a9444893","checklist-flat","FALSE","FALSE","Compliance Documents - Mill certificates, Concrete dockets, Concrete strength test results & PS4","Stage 4 - B02"
"5ce4c721-2e17-4a3a-8a61-5fd416c36f51","","folder-normal","work-in-progress","","step","TRUE","FALSE","Compliance Documents - Mill certificates, Concrete dockets, Concrete strength test results & PS4","Stage 1 - B01"
"18d271b0-d0f7-438c-bc19-b3b96d22fe67","","checklist-flat","work-in-progress","474a6d9c20c35e9b0e9cb559828eb68b0a7ba8a299eba3450b3524a8a9444893","checklist-flat","FALSE","FALSE","Compliance Documents - Mill certificates, Concrete dockets, Concrete strength test results & PS4","Stage 1 - B01","Compliance documents"
"d096078c-7e96-4fa0-9ba7-1b4a42220973","","folder-normal","fail","","step","TRUE","FALSE","Precast Inspections"
"10bd38ed-eb5b-4d67-be28-51d6c729ed2c","","folder-normal","fail","","step","TRUE","FALSE","Precast Inspections","Stage 1 - B01"
"56df9d59-6b33-4835-b7b2-eb2306f39df9","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - PB1 , PB3 9.11.21"
"bce6b3cc-4a8e-4acc-b166-2700c62a107e","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - PV2, PN1, 11.11.21"
"2f459c13-19e4-4ed4-b7c9-e279f3bfa486","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - PS1,p12-4,P12-7 and p12-8"
"ab3f20d0-7db6-42bf-9c1c-918449a5383f","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - PT-1, 24.11.21"
"83f9c998-336d-46df-bab3-e910928728a7","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - P12-9, PS-1,P16-5 and P16-6"
"231abf9a-e16b-4a03-9e22-20cab3cb1508","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - B2B and B2"
"a6d8ea48-227a-417a-ba70-aed3a0ee19e2","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - PB1"
"12dc5c10-1286-4072-886b-4b4127f37bb5","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - P4 -  P10"
"ff0610d9-841b-4908-9c90-0e5e1c2522e3","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - P17 and P9"
"0d396a4b-d140-4390-bcd9-a694065f9972","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - ST1"
"b0a8aabb-55cc-4099-a637-99093ebe1c56","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - P20, 05.04.22"
"67b7af46-dd9d-4a87-acdc-820e6ec6207c","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - P15, 19.04.22"
"8d2206a4-ca1d-4708-9ebe-a45685b93d77","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - P16"
"aa9ff3a8-f111-4cab-b083-43bc0a697a51","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - P19 - 10.05.22"
"143a02e7-faa5-454b-803d-c9059c62a332","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - St02"
"03cb75ae-9a29-4951-8fbd-5b32e288504a","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - PT and P2"
"0d9da868-b2b5-45f7-9811-f3a007d0b9d0","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - P6, 03.06.22"
"81f2fa5b-b354-4668-9f95-908fb75555d0","","checklist-sectioned","work-in-progress","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - P7"
"74f1d8bf-f1ff-4739-ad84-3f2a6d32f0c5","","checklist-sectioned","work-in-progress","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - P83, P78 and P60"
"edf2f3f9-be26-402c-8ce2-fbe2c626aa25","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - P85"
"675a58ea-b857-4c59-a7ab-9564a68fbe59","","checklist-sectioned","work-in-progress","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - P89"
"414b2456-8564-498b-8444-a6a65b211165","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - P102"
"cb9a0ddb-80aa-4579-abfc-505800d31175","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - P56, P66"
"be1c7f2d-514c-4bef-a190-869d0b78712e","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - P101, P54"
"1d0e9384-c396-468e-ae2f-a21c2bcd0bfb","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - P46 and P72"
"5bfcf058-93bf-4554-870d-daa399aa5b90","","checklist-sectioned","work-in-progress","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - P80"
"223e7dd0-d980-4684-91b4-6d2313418923","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - p22, p28"
"df5fd05f-be1b-41d5-9b1d-db1d199556bc","","checklist-sectioned","work-in-progress","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - PC23, PC25"
"bdb44800-739f-4909-a01e-1bb571099190","","checklist-sectioned","work-in-progress","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - P29"
"3531b7ad-71af-41f8-9f9c-c0fadd6935b3","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - P159"
"c0eb4160-815a-45e6-bfd6-20a778f1958e","","checklist-sectioned","work-in-progress","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","Site Visit Report - P51, P300 and P301"
"e1bb3783-fbe5-4583-b3e9-7e99d1c6fb2f","","checklist-sectioned","pass","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","MV Site Visit Report - P49, 107 and 108"
"b127c693-5952-4035-9c67-1758aabbeefd","","checklist-sectioned","work-in-progress","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","MV Site Visit Report - P130"
"29864382-204a-4dcf-a9bb-8683f5a6d66e","","checklist-sectioned","pass","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","MV Site Visit Report -P142, 186, 188"
"8586e4f5-ec1a-48c2-b446-41961680aced","","checklist-sectioned","work-in-progress","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","MV Site Visit Report - P140"
"d2efcbc8-f917-4e0d-a922-8276dbcad16d","","checklist-sectioned","work-in-progress","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","MV Site Visit Report - P320, P321, P322, P323"
"7fa5bfc3-2a5a-49f3-a592-e35642582edd","","checklist-sectioned","fail","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","MV Site Visit Report - ST13: B01 Area A Stair Flight 1"
"f262de73-1ce7-4965-b05c-53de1e578f87","","checklist-sectioned","fail","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","MV Site Visit Report - P324, 325, 327, 328 & 226"
"36e90269-40e1-4463-b755-b24dac87eab0","","checklist-sectioned","fail","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","MV Site Visit Report - Area A Flight 03 Stair and Area E Level 01 P230"
"8934f1b3-8961-4416-a3c7-d54194830ef1","","checklist-sectioned","fail","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","MV Site Visit Report - Area A Stair Flight 02, Area E Level 01 P227"
"0c11e4c4-e112-4978-a70a-256030725009","","checklist-sectioned","fail","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","MV Site Visit Report - Area C L01: P319, P326, P329, P330, P331. Area C L1 P158. Area E L1 P228"
"ca7928e4-bc5c-47fa-a517-5d64c716fa30","","checklist-sectioned","fail","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","MV Site Visit Report - Area E Level 01 P227 & P229. Area C Flight 01 Stairs"
"c8d23bdf-326c-4152-bc4d-97157361e468","","checklist-sectioned","pass","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Precast Inspections","Stage 1 - B01","MV Site Visit Report - Area A Stair Flight 04 and Area E Level 01 P229"
"62950d63-2914-48f8-9a01-788744243466","","folder-normal","pass","","step","TRUE","FALSE","Precast Inspections","Stage 4 - B02"
