"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"32dd5aa5-4efc-467c-9954-cbe9e1746993","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure"
"24c0ff89-1837-475f-883b-64d2b1d2ef70","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure","Level 1"
"17ff1078-0546-47c0-b6ae-d267062d4fc7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure","Level 1","Structure"
"6c3e80c3-565b-4593-991c-dd6a99801fc7","Child Component(a2cc7f90-222d-41e8-8547-29ba63091be9) -- Component Specified(615f4ec9-6a4b-44ef-b296-ca84a0f15886): DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checklist-sectioned","pass","Structure/Concrete Checklist ","checklist","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Extension of pile to grid 212/ AA-BB"
"a2cc7f90-222d-41e8-8547-29ba63091be9","Child Component Specified(615f4ec9-6a4b-44ef-b296-ca84a0f15886): DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checkpoint-group","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Extension of pile to grid 212/ AA-BB","Component"
"0154324a-1050-4011-95ff-d11bd543d23b","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 1","Bulkhead Install Section","Is AFFL height following dimensions in the drawing?"
"85840b93-14a1-4e0f-a257-299a40045661","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 1","Bulkhead Install Section","Stud / Nogs spacing and height according to drawing?"
"2cef9963-c320-4191-bdcb-f995a1e9b84c","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 1","Bulkhead Install Section","Is DPC isolating timber / steel plate from concrete and steel structure"
"743c1884-e63f-4dbf-942a-b30443e1635b","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 1","Bulkhead Install Section","Is bracing according to location / set out / height according to drawing?"
"98f56eb3-5891-4cf5-a948-a72fe94cd25b","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 1","Bulkhead Install Section","All works completed, reviewed and approved"
"264c0a13-5400-4943-a41c-0b79b6225814","","checklist-sectioned","pass","60ebbdc8b4b425f4da84aba2ce0f20a806b27545794103b49db07148fd0d5791","checklist","FALSE","FALSE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 2"
"ec7b4e6e-a4e3-476f-9c1b-bc408c7186e9","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 2","Seismic Install (Beam Bracing)"
"f8a6fe13-f10a-4017-af65-43aa45424fe1","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 2","Seismic Install (Beam Bracing)","All relevant drawings and revision numbers checked and attached"
"527a1403-af6d-4bbd-a3ae-380b7c2f0f0d","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 2","Seismic Install (Beam Bracing)","Location checked and correct"
"7fcc26b1-8c22-4933-8939-da21c45f9f78","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 2","Seismic Install (Beam Bracing)","Dimensions checked and accurate"
"dde5f517-92c9-4408-900c-9f133fd92b1e","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 2","Seismic Install (Beam Bracing)","All elements securely fitted"
"1158a751-0fb2-4c88-8605-28c4cd382df6","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 2","Seismic Install (Beam Bracing)","All works completed, reviewed and approved"
"667d5a65-76d4-44f8-b991-79c326211385","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 2","Bulkhead Install Section"
"deb85e87-9b8e-47be-8653-fa72f5aea456","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 2","Bulkhead Install Section","All relevant drawings and revision numbers checked and attached"
"ea8bc64e-efb5-4f6b-bba4-031c4e80ba48","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 2","Bulkhead Install Section","Is setting out and construction according to grid and datum?"
"97e589d6-2877-4eea-ab9f-92f2e123a507","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 2","Bulkhead Install Section","Is AFFL height following dimensions in the drawing?"
"8031659d-c7b0-4c20-906c-a97bbe3b6c5f","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 2","Bulkhead Install Section","Stud / Nogs spacing and height according to drawing?"
"0c4fc785-2ef1-42c1-98a6-25c423a778b1","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 2","Bulkhead Install Section","Is DPC isolating timber / steel plate from concrete and steel structure"
"cb0d3ec6-29d6-4820-99e1-6d7aa80de664","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 2","Bulkhead Install Section","Is bracing according to location / set out / height according to drawing?"
"fb6f759b-cf21-4503-90e5-1b6c159edf9a","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 2","Bulkhead Install Section","All works completed, reviewed and approved"
"9ea8858d-1248-4b9f-bf56-34657ae6048e","","checklist-sectioned","pass","60ebbdc8b4b425f4da84aba2ce0f20a806b27545794103b49db07148fd0d5791","checklist","FALSE","FALSE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 3"
"75bf6923-0abe-4fb7-87e2-455292fdc1b8","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 3","Seismic Install (Beam Bracing)"
"15f9836f-7536-47e9-8511-fd259a266114","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 3","Seismic Install (Beam Bracing)","All relevant drawings and revision numbers checked and attached"
"ad6c4ee8-02a1-4766-9eb7-679b55a022b5","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 3","Seismic Install (Beam Bracing)","Location checked and correct"
"fdfdd619-b8db-4161-83a2-fd1caa2a0823","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 3","Seismic Install (Beam Bracing)","Dimensions checked and accurate"
"d6fc7d41-aec8-44f5-8937-9a883b9b6588","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 3","Seismic Install (Beam Bracing)","All elements securely fitted"
"adaef583-a6c8-4fdf-9f5a-3614c6f128a7","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 3","Seismic Install (Beam Bracing)","All works completed, reviewed and approved"
"9f52c3c0-0c39-4213-b650-353699b6bbb6","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 3","Bulkhead Install Section"
"e633afda-9565-4a1d-b870-f357ba4d0f49","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 3","Bulkhead Install Section","All relevant drawings and revision numbers checked and attached"
"4e70ed8a-eb3e-4c7c-8628-d3b1b7e774e8","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 3","Bulkhead Install Section","Is setting out and construction according to grid and datum?"
"e771bc4b-3ae6-44b7-8caf-5a3fba78bdc2","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 3","Bulkhead Install Section","Is AFFL height following dimensions in the drawing?"
"bd792e01-c21d-4bc5-945a-337d0c1a6907","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 3","Bulkhead Install Section","Stud / Nogs spacing and height according to drawing?"
"1c567e03-3fbc-4402-aece-a3da0ff4428a","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 3","Bulkhead Install Section","Is DPC isolating timber / steel plate from concrete and steel structure"
"4a18e408-b31c-44df-83a5-05b84fe6c14d","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 3","Bulkhead Install Section","Is bracing according to location / set out / height according to drawing?"
"62c9f550-fad9-4f24-aa16-fe139775f3cd","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 3","Bulkhead Install Section","All works completed, reviewed and approved"
"61b97c2b-e64b-45fa-8bf5-2655850bbd67","","checklist-sectioned","pass","60ebbdc8b4b425f4da84aba2ce0f20a806b27545794103b49db07148fd0d5791","checklist","FALSE","FALSE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 4"
"62d24659-50ee-413f-a9fd-31aa15fdf9cf","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 4","Seismic Install (Beam Bracing)"
"4f684085-3276-480d-b3a0-4f48125bd77b","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 4","Seismic Install (Beam Bracing)","All relevant drawings and revision numbers checked and attached"
"95d0c200-8e42-434b-be52-33f48639c697","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 4","Seismic Install (Beam Bracing)","Location checked and correct"
"5f6d52cb-d80b-45d8-942a-ca5b7a43f41e","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 4","Seismic Install (Beam Bracing)","Dimensions checked and accurate"
"b73471d3-638d-4e28-a181-3e9389a701a1","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 4","Seismic Install (Beam Bracing)","All elements securely fitted"
"ccee0fcd-6ef6-4688-8064-a235289de197","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 4","Seismic Install (Beam Bracing)","All works completed, reviewed and approved"
"8b397e9c-ce08-41de-b059-cdbcca8acf2e","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 4","Bulkhead Install Section"
"7ef6a3b7-67cd-425b-9757-ac3630236377","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 4","Bulkhead Install Section","All relevant drawings and revision numbers checked and attached"
"3cb4bb0f-1ba9-4bc0-9a86-7e64342fd5ec","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 4","Bulkhead Install Section","Is setting out and construction according to grid and datum?"
"d6394d05-4cd7-434f-9f04-3b1d70c6260c","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 4","Bulkhead Install Section","Is AFFL height following dimensions in the drawing?"
"685d2ce8-bec9-4cba-868b-4dc0b6cf2d21","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 4","Bulkhead Install Section","Stud / Nogs spacing and height according to drawing?"
"87efcc58-d305-441d-a66a-3371e2312d58","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 4","Bulkhead Install Section","Is DPC isolating timber / steel plate from concrete and steel structure"
"6a078bab-c7f8-4231-b9a3-a4d8df33334d","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 4","Bulkhead Install Section","Is bracing according to location / set out / height according to drawing?"
"65abb807-6173-4216-aa81-2060efd39a28","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 4","Bulkhead Install Section","All works completed, reviewed and approved"
"956f6476-3805-4cb5-b3c1-8644128228ca","","checklist-sectioned","pass","60ebbdc8b4b425f4da84aba2ce0f20a806b27545794103b49db07148fd0d5791","checklist","FALSE","FALSE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 5"
"086a1031-48f9-4c08-a42d-60897f9a275b","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 5","Seismic Install (Beam Bracing)"
"cca57451-8207-40ff-8365-840624a48026","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 5","Seismic Install (Beam Bracing)","All relevant drawings and revision numbers checked and attached"
"eb990b9f-ca1d-4b94-a8dc-de4637990a52","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 5","Seismic Install (Beam Bracing)","Location checked and correct"
"73d73398-a330-470d-b560-db45d033f467","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 5","Seismic Install (Beam Bracing)","Dimensions checked and accurate"
"239e7a2b-df4d-4ec3-9033-9d56015326c3","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 5","Seismic Install (Beam Bracing)","All elements securely fitted"
"4cdbf3a3-ae86-4a1d-8ee0-0d677288dee0","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 5","Seismic Install (Beam Bracing)","All works completed, reviewed and approved"
"d8608d2e-b3bd-4f06-b948-6454fcced386","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 5","Bulkhead Install Section"
"2cd1a06c-24c8-47d3-8b33-fcb3965dc750","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 5","Bulkhead Install Section","All relevant drawings and revision numbers checked and attached"
"d7c16ce3-9e6e-439b-800e-8ea2ce735287","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 5","Bulkhead Install Section","Is setting out and construction according to grid and datum?"
"983def3f-3993-43ff-971a-f0becc490708","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 5","Bulkhead Install Section","Is AFFL height following dimensions in the drawing?"
"ff6d405b-c64a-4f1f-856f-ef38d6b7b721","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 5","Bulkhead Install Section","Stud / Nogs spacing and height according to drawing?"
"37c3c1d0-80ab-4651-a601-1d803dd141b1","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 5","Bulkhead Install Section","Is DPC isolating timber / steel plate from concrete and steel structure"
"b06c03e0-5988-44e3-a13e-4cf78ae1c170","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 5","Bulkhead Install Section","Is bracing according to location / set out / height according to drawing?"
"53049fdc-c0aa-459c-8b31-799298d9ce67","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 5","Bulkhead Install Section","All works completed, reviewed and approved"
"7cb590fd-ea95-4b94-a4f5-93f8c165ff4e","","checklist-sectioned","pass","60ebbdc8b4b425f4da84aba2ce0f20a806b27545794103b49db07148fd0d5791","checklist","FALSE","FALSE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 6"
"f5b7f155-442b-470c-8d98-e54f669458e4","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 6","Seismic Install (Beam Bracing)"
"b17d83cb-ab0b-4d13-8bf1-9ed06e2ee642","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 6","Seismic Install (Beam Bracing)","All relevant drawings and revision numbers checked and attached"
"a6afc76c-e205-4140-acf3-0ea562764b0e","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 6","Seismic Install (Beam Bracing)","Location checked and correct"
"87cc35a0-ce8c-4241-baa2-61be2bce4d6f","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 6","Seismic Install (Beam Bracing)","Dimensions checked and accurate"
"da04679a-d555-4cf4-9696-86f34a38febe","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 6","Seismic Install (Beam Bracing)","All elements securely fitted"
"4a0944fb-3103-4855-81c8-7256b6804147","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 6","Seismic Install (Beam Bracing)","All works completed, reviewed and approved"
"88545fe6-41c9-4df1-990b-149e92865897","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 6","Bulkhead Install Section"
"6f83d4c4-3be9-41af-8c7a-3ae77bbc55c8","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 6","Bulkhead Install Section","All relevant drawings and revision numbers checked and attached"
"cf489b4d-19cb-49a6-aa8c-4f470097e3f5","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 6","Bulkhead Install Section","Is setting out and construction according to grid and datum?"
"5ebb3ea7-ca3f-4807-aa4c-868d779edd74","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 6","Bulkhead Install Section","Is AFFL height following dimensions in the drawing?"
"7ef16e6d-14e8-4853-80eb-b62a68be0ac2","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 6","Bulkhead Install Section","Stud / Nogs spacing and height according to drawing?"
"cfc24fbe-e2e7-46b2-bf21-a7625ab37755","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 6","Bulkhead Install Section","Is DPC isolating timber / steel plate from concrete and steel structure"
"d3e24d56-3c3b-4d3e-a4c5-03608c18b23c","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 6","Bulkhead Install Section","Is bracing according to location / set out / height according to drawing?"
"f632a83f-f040-4bd0-94a1-03c7cc8a7479","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 6","Bulkhead Install Section","All works completed, reviewed and approved"
"cfb91272-0750-4e15-9691-d901474bd179","","checklist-sectioned","pass","60ebbdc8b4b425f4da84aba2ce0f20a806b27545794103b49db07148fd0d5791","checklist","FALSE","FALSE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 7"
"fbf08435-4a6e-433d-a014-b3c39fa2e286","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 7","Seismic Install (Beam Bracing)"
"77e1ad38-87cc-4234-8642-d12d5869d028","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 7","Seismic Install (Beam Bracing)","All relevant drawings and revision numbers checked and attached"
"88a8aa25-a08b-4320-a93b-5d5c54feef6a","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 7","Seismic Install (Beam Bracing)","Location checked and correct"
"136c4b02-d8b2-4f43-9a1f-0267cd43b527","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 7","Seismic Install (Beam Bracing)","Dimensions checked and accurate"
"d5b5c38e-0b95-4483-b38d-3eeaf0f7976e","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 7","Seismic Install (Beam Bracing)","All elements securely fitted"
"303b187f-b7f9-4255-9c35-23e005f656fc","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 7","Seismic Install (Beam Bracing)","All works completed, reviewed and approved"
"5cb846f5-4cc5-4b2f-8eba-2c13e521847e","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 7","Bulkhead Install Section"
"47c4a552-bcc7-40b0-9216-84f2121e8b06","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 7","Bulkhead Install Section","All relevant drawings and revision numbers checked and attached"
"579cf275-4bc3-496e-abcc-2b609dc1b3ea","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 7","Bulkhead Install Section","Is setting out and construction according to grid and datum?"
"56726d10-0604-44d9-b283-1843143d7726","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 7","Bulkhead Install Section","Is AFFL height following dimensions in the drawing?"
"27f71db5-5214-4ca0-866f-a787308781c5","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 7","Bulkhead Install Section","Stud / Nogs spacing and height according to drawing?"
"2ead5f10-052e-4540-bf97-3d2afde09872","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 7","Bulkhead Install Section","Is DPC isolating timber / steel plate from concrete and steel structure"
"c34a66ac-b584-47a7-83e9-13e025b690fe","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 7","Bulkhead Install Section","Is bracing according to location / set out / height according to drawing?"
"a71266e5-03f1-49ac-a497-0a31db58dc60","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 7","Bulkhead Install Section","All works completed, reviewed and approved"
"3fda89bf-e37d-4299-86d1-33eba7a058f3","","checklist-sectioned","pass","60ebbdc8b4b425f4da84aba2ce0f20a806b27545794103b49db07148fd0d5791","checklist","FALSE","FALSE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 8"
"8d6f3281-1012-497d-ab7a-0a9c2a4ceada","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 8","Seismic Install (Beam Bracing)"
"30a72298-3e08-4867-8198-b6e5451a47a2","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 8","Seismic Install (Beam Bracing)","All relevant drawings and revision numbers checked and attached"
"5a121cd9-bf31-425c-99ca-f612fe4b7b87","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 8","Seismic Install (Beam Bracing)","Location checked and correct"
"f3f56383-741d-40c9-9698-2384900ef4f1","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 8","Seismic Install (Beam Bracing)","Dimensions checked and accurate"
"0e65ca77-b7ce-4ec7-9539-9da7319de9fe","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 8","Seismic Install (Beam Bracing)","All elements securely fitted"
"f04ce815-db9e-4561-8f7f-8f2b52d6d1ca","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 8","Seismic Install (Beam Bracing)","All works completed, reviewed and approved"
"5ec6b401-7683-45cf-87e1-66519bfb7d52","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 8","Bulkhead Install Section"
"afe3c107-197c-4983-b5b8-34b83fe7f1a1","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 8","Bulkhead Install Section","All relevant drawings and revision numbers checked and attached"
"f63fe429-8949-4111-a1d2-a694c31b7851","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 8","Bulkhead Install Section","Is setting out and construction according to grid and datum?"
"f34371b3-e106-42b1-af81-7d57dadf2a57","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 8","Bulkhead Install Section","Is AFFL height following dimensions in the drawing?"
"e6403cdb-917c-4589-8f45-5f7a52ce7eeb","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 8","Bulkhead Install Section","Stud / Nogs spacing and height according to drawing?"
"fafd3844-984f-4d41-8ad3-eb3c82446b13","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 8","Bulkhead Install Section","Is DPC isolating timber / steel plate from concrete and steel structure"
"e39ba81e-4edb-4433-b053-fd4c3b470a1f","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 8","Bulkhead Install Section","Is bracing according to location / set out / height according to drawing?"
"f536c4ec-0658-4c79-87dc-a277a72f589e","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 6","QA"," Bulkheads & Seismic - Level 6","Zone 8","Bulkhead Install Section","All works completed, reviewed and approved"
"270173ba-7574-48e2-b4db-1783c330f6db","","folder-normal","not-started","","step","TRUE","FALSE","Fit Out","Level 6","QA"," Lining & Stopping - Level 6"
"f63b4c52-7c64-4e7b-add8-4134066a60ac","","folder-normal","not-started","","step","TRUE","FALSE","Fit Out","Level 6","QA"," Lining & Stopping - Level 6"," North (Grid 207-214)"
