"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"99a1db00-728e-4f09-be38-395caf8f966f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"5690c4ae-ad34-4f36-8b0c-f84cd883d634","","folder-normal","pass","","step","TRUE","FALSE","Site QA","ITP-001 - Sediment Control"
"2c9f3401-02e2-4d3d-a8db-60cf8cb7ce60","","checklist-sectioned","pass","0b82de3d42fcb329e4f44fba6423241847a17a64a1404f01d3d03593ad5f078c","checklist","FALSE","FALSE","Site QA","ITP-001 - Sediment Control","Sediment Control - 01"
"4892043d-d507-5fd2-bdd7-40a180302683","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-001 - Sediment Control","Sediment Control - 01","Lot Conformance."
"34da9269-5fa9-4c82-8759-248526d9d9a7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning"
"b8b0ee19-1d47-4c51-a413-b8a88ec6d991","","checklist-sectioned","work-in-progress","CC0394 - ITP-009 - Fire Service Installation & Commissioning REV1","checklist","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning"
"4ca74d2f-ae07-583f-9592-114b3a446245","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","Lot Conformance."
"b71c051c-d5d3-5776-ad3d-436e3445602b","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","Lot Conformance.","Lot Conformance"
"b540445a-c88d-56b5-8dbb-5b3cbb19bcec","","holdpoint","work-in-progress","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","Lot Conformance.","AUTHORITY HOLDPOINT"
"b04a7cb0-e9c2-59da-9d68-a76cb800a209","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","1.0 Preliminaries"
"8b39284c-d534-535f-99cc-a48f2da791ed","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","1.0 Preliminaries","1.1 - Determine Lot Size"
"cda47efd-1122-563e-be03-8362479ae600","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","1.0 Preliminaries","1.2 - Survey Set-out"
"caddbf5e-3938-517d-ad17-214fea1fa8ab","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","1.0 Preliminaries","1.3 - Approved Material Type"
"e3abc5da-2968-5e7d-98f3-a151da011283","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","2.0 In Process Works"
"1eae2200-3aa2-50c4-b6cc-7b8c8ae0fc7f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","2.0 In Process Works","2.1 - Excavation"
"3e6dcfa1-fd7f-50e2-a53b-2f80619fac28","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","2.0 In Process Works","2.2 - Removal of Obstructions"
"0ac0c608-a47e-57fb-bbd3-b015af8f609d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","2.0 In Process Works","2.3 - Bedding"
"170249e4-7af5-5642-9568-8437b2f0d862","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","3.0 Installation of pipes"
"0da464f7-c468-5156-ade3-6e8a40d371e3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","3.0 Installation of pipes","3.1 - Pipe Installation"
"c457ee78-5746-5cc9-b952-733218359dd2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","3.0 Installation of pipes","3.2 - Electrofusion Weld fittings/pipe/couplings"
"66c91abc-ef6c-5d5c-a91e-676c285a06e9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","3.0 Installation of pipes","3.3 - Cover"
"d9fe623c-a926-5d7f-8f45-2ad4481412e6","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill"
"bea04408-a3be-53b1-ba73-931fb53195a5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill","4.1 - Backfill Material"
"128a2c72-e42b-5559-be45-346ce4024fb8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill","4.2 - Layer Thickness"
"6e32278d-db95-5919-b2d1-04d1b00f6674","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill","4.3 - Compaction"
"98cc6f04-b0eb-5de1-8bd2-22fec2658136","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill","4.4 - Preliminary Pressure testing"
"53224a0e-2260-587d-8aeb-28a8dfb33948","","holdpoint","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill","AUTHORITY HOLDPOINT"
"478ecf1c-fa70-5b45-b774-8d119396cad6","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","5.0 Fire Hydrant Install"
"91b13bed-b104-5843-b0ca-8f5e78ae9d81","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","5.0 Fire Hydrant Install","5.1 - Survey set-out"
"7789b8d2-13e8-52c8-9a34-94b880028807","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","5.0 Fire Hydrant Install","5.2 - Approved Material Type"
"53e88a3b-1d60-5964-b1fd-bd8d46ee05c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","5.0 Fire Hydrant Install","5.3 - Fire Hydrant Install"
"c831829e-9c9d-5092-a9a0-b7645458eb27","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check"
"7ade8ec2-e002-5b67-9aca-4a605af5a881","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check","6.1 - Clean & Finish"
"40e5ec01-a1f9-5da3-ae2b-13f2a16fef62","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check","6.2 - Testing"
"af221100-e1e7-5e2d-bf37-b83106282d56","","holdpoint","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check","AUTHORITY HOLDPOINT"
"bdc2ed61-a636-5993-bbb8-23839ec954d4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check","6.3 - As-Builts"
"0c757db1-1123-4226-ba89-78efb9b5641e","","checklist-sectioned","work-in-progress","CC0394 - ITP-009 - Fire Service Installation & Commissioning REV1","checklist","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning"
"490090ab-3d47-5883-a0e1-41a3448e41d2","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","Lot Conformance."
"b23dab17-4e52-5f14-a8dc-1b94b55b1414","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","Lot Conformance.","Lot Conformance"
"51750364-c410-5bde-94e2-afd8779caea8","","holdpoint","work-in-progress","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","Lot Conformance.","AUTHORITY HOLDPOINT"
"bb82e400-4e68-5ce7-a19b-44ecfd4ee875","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","1.0 Preliminaries"
"a235e89f-79a0-5010-aef9-3290e8aaa0ac","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","1.0 Preliminaries","1.1 - Determine Lot Size"
"89272e44-630d-5fd7-b9a7-ea9ae395cc9c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","1.0 Preliminaries","1.2 - Survey Set-out"
"94caa05d-6032-5c53-a96e-19360ccf42cc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","1.0 Preliminaries","1.3 - Approved Material Type"
"d78319bd-6440-51a3-94e7-edf3073a83db","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","2.0 In Process Works"
"c6c965c5-caed-5bdb-a71c-928fc96c6eb4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","2.0 In Process Works","2.1 - Excavation"
"f8f40215-9c07-5d18-8e10-f4b4dac8f7b9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","2.0 In Process Works","2.2 - Removal of Obstructions"
"c64bb8bc-a199-5832-83b9-1c04f311b7df","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","2.0 In Process Works","2.3 - Bedding"
"bb7dc86c-3158-5b66-a3ae-79bd04173941","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","3.0 Installation of pipes"
"d2b52708-b0a5-5bed-9a49-0e0bc8b591c1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","3.0 Installation of pipes","3.1 - Pipe Installation"
"c6bf2935-86dc-5bc0-bcb3-a01745afc1ab","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","3.0 Installation of pipes","3.2 - Electrofusion Weld fittings/pipe/couplings"
"b97389cf-3f08-56c4-9648-f8595a294208","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","3.0 Installation of pipes","3.3 - Cover"
"3f3c7809-6aac-5b55-95ea-9ad7db5d352a","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill"
"9ccf851b-a8f4-515e-a4bb-58c60cfd34a8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill","4.1 - Backfill Material"
"15393420-30ec-59ae-8bd2-6738f8f95eff","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill","4.2 - Layer Thickness"
"ffe9f8ea-2500-53dd-9aec-59f67ce66a6b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill","4.3 - Compaction"
"f50b5a3c-75c8-58f9-9f60-76a4db796c8b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill","4.4 - Preliminary Pressure testing"
"22afa131-5ad8-5b01-8158-fe78f3e476f3","","holdpoint","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill","AUTHORITY HOLDPOINT"
"31209e01-7969-5d4c-b73b-2c178f88c533","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","5.0 Fire Hydrant Install"
"e7f241b8-645c-50c6-bee6-2a441c5876dd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","5.0 Fire Hydrant Install","5.1 - Survey set-out"
"21bca4aa-786f-5ad0-8b24-15d784b636e0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","5.0 Fire Hydrant Install","5.2 - Approved Material Type"
"9f2301c5-d3e1-51ad-836a-1933cfcba6b8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","5.0 Fire Hydrant Install","5.3 - Fire Hydrant Install"
"bfbb1087-6c28-580b-a1a2-a3413a4641bf","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check"
"a0a685d2-22fe-53c5-b3db-b58ff5e8d844","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check","6.1 - Clean & Finish"
"9df7f28f-3c30-5989-8780-d617d271ca76","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check","6.2 - Testing"
"ddada647-9331-5805-a5f3-a1f1c0dcf6ae","","holdpoint","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check","AUTHORITY HOLDPOINT"
"5fbe18f1-5a86-5547-aa3c-cb9fb0f2ffaf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 002 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check","6.3 - As-Builts"
"0f71ab7d-6ea5-458b-9132-a245cc54cd37","","checklist-sectioned","work-in-progress","CC0394 - ITP-009 - Fire Service Installation & Commissioning REV1","checklist","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning"
"ba73c925-c6e0-5fb6-a748-d61b7800caff","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","Lot Conformance."
"bab2a23f-b615-5039-9172-55a23e814d99","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","Lot Conformance.","Lot Conformance"
"33858274-e3ae-50f6-8dbf-0e79fd9e4361","","holdpoint","work-in-progress","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","Lot Conformance.","AUTHORITY HOLDPOINT"
"13ebae27-7f06-5f21-80b9-c4172d69d510","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","1.0 Preliminaries"
"1658d3c6-b31a-5748-8442-3e0429b32399","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","1.0 Preliminaries","1.1 - Determine Lot Size"
"075b5647-6796-5bb7-abf4-20d5424f414b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","1.0 Preliminaries","1.2 - Survey Set-out"
"a561ccc4-4d23-594c-9a07-8d40e192da30","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","1.0 Preliminaries","1.3 - Approved Material Type"
"78ca6eae-23f4-588f-b401-086b0da4046a","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","2.0 In Process Works"
"d683c6b8-f0bc-5357-94f4-c68edde26e31","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","2.0 In Process Works","2.1 - Excavation"
"bd661c64-1265-50ac-bdcc-22dc9e9a4518","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","2.0 In Process Works","2.2 - Removal of Obstructions"
"607b74a9-bfac-5f77-b784-fb1b5f381bd1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","2.0 In Process Works","2.3 - Bedding"
"44bfbff4-5e2a-55b3-ae73-19891260eeac","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","3.0 Installation of pipes"
"4a8df991-d918-5bca-8865-a4668765a05f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","3.0 Installation of pipes","3.1 - Pipe Installation"
"54984f7d-e81d-5d97-8be0-f30a393c4d90","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","3.0 Installation of pipes","3.2 - Electrofusion Weld fittings/pipe/couplings"
"41b36f4c-476f-5f02-b67e-b4e7b5aef3ac","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","3.0 Installation of pipes","3.3 - Cover"
"a641252b-dccd-513b-bbe7-ceef4c94073e","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill"
"7198b245-b156-5fd2-baea-c7a91710763e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill","4.1 - Backfill Material"
"8a8ca94b-f2dd-5f37-82b7-9842f3c482b4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill","4.2 - Layer Thickness"
"ef1a80d0-2d02-5002-a37f-2f6bbc1cdd67","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill","4.3 - Compaction"
"9d4a20da-9032-5c09-af2e-70a2ab765091","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill","4.4 - Preliminary Pressure testing"
"b6aec004-9bb2-5029-ac3b-e0a80f5914f9","","holdpoint","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill","AUTHORITY HOLDPOINT"
"23b70c09-8121-566e-b027-0fc1fcee5977","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","5.0 Fire Hydrant Install"
"92d9c05e-d07a-5d83-8cec-db781dd70fcc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","5.0 Fire Hydrant Install","5.1 - Survey set-out"
"5af5d92a-4ae9-5e4a-91bf-ba7f514b9d48","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","5.0 Fire Hydrant Install","5.2 - Approved Material Type"
"b1a82e0c-a8f1-55c4-b4ee-4bcc068d3377","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","5.0 Fire Hydrant Install","5.3 - Fire Hydrant Install"
"017ff175-876d-53ca-85f8-3abc9dad9dc6","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check"
"0670f8f0-d8dd-52ce-8baa-8de7e1339b18","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check","6.1 - Clean & Finish"
"0f9b9b30-5f5e-57c9-926b-23305c0f11fd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check","6.2 - Testing"
"5291f0d4-2878-538e-b5c4-a4b9bc0cd2e2","","holdpoint","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check","AUTHORITY HOLDPOINT"
"0b1a8cb8-aa22-5b85-bb01-fa575639ceb9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 003 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check","6.3 - As-Builts"
"edea19b8-53b7-47d6-8a0d-dab6d6156595","","checklist-sectioned","work-in-progress","CC0394 - ITP-009 - Fire Service Installation & Commissioning REV1","checklist","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 004 - CC0394 - ITP-009 - Fire Service Installation & Commissioning"
"c231258e-1756-5a74-b517-6a902fc3c003","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 004 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","Lot Conformance."
"27ac8b32-d8f4-5072-8ed4-c104a7534509","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 004 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","Lot Conformance.","Lot Conformance"
"f78b5be1-3f54-5922-a520-2d34b54ff52d","","holdpoint","work-in-progress","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 004 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","Lot Conformance.","AUTHORITY HOLDPOINT"
"b3dccf53-c605-5c97-be13-49424173a9e4","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 004 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","1.0 Preliminaries"
