"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"882d0c44-8e52-4023-b99e-9547e4ce480a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"5755627f-f126-42eb-b15d-dde9b52255e7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Inground"
"b8bf2c51-5b82-4865-bc4d-0698c9e945a2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Inground","PP1"
"5261d809-53bd-4f66-9f13-6ad822e04f67","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Inground","PP1","A-C"
"95228171-c071-4564-a9b8-7a9abb5691eb","","checklist-flat","work-in-progress","Stormwater Below Ground","checklist-flat","FALSE","FALSE","Site QA","Inground","PP1","A-C","Stormwater"
"c0d41993-853c-5e41-a73c-9d391c877311","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Breeze way","FH","Backfill Material"
"77ce6676-2752-58e9-aa0c-5ab09000a281","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Breeze way","FH","Compaction Test (Paved Areas)"
"0f11ce55-8588-5da3-9fd6-adc10c52a9e2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Breeze way","FH","Landing valve installed correct height"
"dc09459e-e2c4-5bde-b34b-08ce3d5a061a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Breeze way","FH","Storz cap and tag installed"
"2aee5d30-e238-5e92-8bd0-4c1beb8c8523","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Breeze way","FH","Pressure Test"
"2fff323f-e46f-4a24-828d-1a2b0cabe896","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ground Floor","External Warehouse","Pumps"
"d654c4a9-7113-4fc9-bf3c-32061817caf5","","checklist-flat","not-started","Fire Hydrant Service","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","External Warehouse","Pumps","FH"
"a9cc2559-cc0a-5fba-8fb1-aede65db7685","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","FH","Identification of Services"
"536c729c-db68-5913-8e24-e7a81cb84d04","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","FH","Set Out and Alignment"
"8fa941b3-b50b-5611-a9f2-414ab4e1c94b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","FH","Materials, Joint Type, Fixings and Fittings"
"2c613101-f170-55e0-ae1c-9500ce175cd9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","FH","Fire Collars Installed in Penetrations"
"ef678728-0150-5720-9ee2-da4133d84909","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","FH","Fire Penetrations Caulking & Sealed"
"da2f6757-966e-5eec-ab54-d5be211a540a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","FH","Backfill Material"
"14e95f91-04f7-5031-8149-7a83b4701d89","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","FH","Compaction Test (Paved Areas)"
"114459fe-84d1-53d3-ab70-30de8a1a71c3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","FH","Landing valve installed correct height"
"4da5dd28-8853-54a8-92ec-d312c10ce164","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","FH","Storz cap and tag installed"
"bb32bc2f-8d4a-5810-ade1-b4dad1c00a44","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","FH","Pressure Test"
"8a380659-d1cd-46f5-8223-3fc5f35b111b","","checklist-flat","not-started","Cold Water","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","External Warehouse","Pumps","Cold water"
"327d2405-fca9-5678-b14e-5da34436a5ac","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","Cold water","Set-Out & Alignment"
"8129c427-a861-51fa-aedb-5f6549166903","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","Cold water","Materials type checked & correct"
"3d31eb14-1900-5fe9-9978-f8a51a0e0d22","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","Cold water","Structural penetrations completed & checked"
"580cdc2b-8150-57e6-856f-103d2a9ed890","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","Cold water","Correct fittings"
"951b0a1a-a065-57e0-b696-18b3787cf4d4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","Cold water","Fittings & fixtures"
"ca725e04-2db1-5045-8dc2-b011004afd2b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","Cold water","Fire collars installed"
"6b766896-51eb-5d1a-9d2c-606b098c748b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","Cold water","Fire penetration caulked"
"560066e8-f661-5fc4-b368-eb3a1b6bbc18","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","Cold water","Pressure & Temperature testing completed"
"c4358d27-ae50-5937-87d2-303d1b991bb8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","Cold water","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"743bb191-b12d-43ee-8979-daf722003163","","checklist-flat","not-started","Recycled Water","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","External Warehouse","Pumps","Recycled"
"1968f49c-ad8c-5e55-b003-1f830517a6b2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","Recycled","Set-Out & Alignment"
"099ccb2b-2b51-5fbe-8e5f-b749d95661c3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","Recycled","Materials type checked & correct"
"ff943c06-fadd-5aa4-84af-c837ec93ad75","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","Recycled","Structural penetrations completed & checked"
"8da5465d-ec3d-5316-b359-d291b7018abf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","Recycled","Correct fittings"
"75cff079-9e3a-5687-896f-a808a0ac1f1e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","Recycled","Fittings & fixtures"
"0c3a6a91-0426-5de2-a930-4e135482b14c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","Recycled","Fire collars installed"
"1a34380a-7d23-58ba-a353-97f231c3db64","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","Recycled","Fire penetration caulked"
"08acc4da-906d-5893-a984-e33208bd937c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground Floor","External Warehouse","Pumps","Recycled","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"668d5d3f-c841-4c44-aa26-ac844a3655d3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1"
"cc3988ca-5051-40c3-a7b2-7c50d5be3b52","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","Warehouse 4"
"fec7a15d-ae0f-4ebe-b8ec-4c1d9b47fad3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","Warehouse 4","L1"
"9f7ed233-d060-4beb-a5bb-2445e115f3ce","","checklist-flat","not-started","Penetrations","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 4","L1","Setout/penetrations"
"ba8a88a1-3039-52ab-b540-afeff0fc0c4b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Setout/penetrations","Set Out of Penetration Location"
"14f48c10-64f6-5f60-b7fc-10ad1fc3d556","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Setout/penetrations","Approval of Location & Details"
"f60ad0c7-b19d-5b3d-a5da-f428e45ff713","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Setout/penetrations","Non Fire Rated System"
"709aa016-3fee-52ed-aef9-7ce314d81245","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Setout/penetrations","Fire Collars Installed in Penetrations"
"a55a2ad5-128e-5eb1-acfa-b714f7ca0138","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Setout/penetrations","Fire Penetrations Caulking & Sealed"
"d1806e6b-2d4d-5af0-b4cd-bf4f6c06993c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Setout/penetrations","Seals, Flashing, Fillers, etc."
"b7358510-4f57-567d-8735-f15e99fc71ce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Setout/penetrations","Installation of Penetration"
"e32c2fde-1226-4fda-86ed-d4d73875fe9a","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 4","L1","Rough In"
"4f5be390-0316-5861-afd7-c8fb4768c5c2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Rough In","Set Out and Alignment"
"46932552-68ca-5ca9-91e8-c36e3a0ec489","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Rough In","Materials Type"
"61cf90fe-6e1e-5acf-8ccb-ac774b0353ed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Rough In","Pipework pex"
"e8d0294f-dbf1-5555-b378-3b59e48074a4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Rough In","Pipework pvc"
"44e9fb78-46d1-5323-96b8-23a40317b399","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Rough In","Support and Fixings"
"cec641e6-18b6-5c97-a72f-f75c26613e41","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Rough In","Fire Collars, Caulking & Sealants"
"30e282c6-001d-5d28-9893-c25806811175","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Rough In","Pressure Test"
"dbf242c3-22f3-4d8f-8dcd-fdbe2cab675c","","checklist-flat","not-started","Cold Water","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 4","L1","Cold Water"
"f757b657-2401-5d65-86cf-e28e816ad20c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Cold Water","Set-Out & Alignment"
"2e4a6831-3ccd-5276-af5a-5530ed9380c3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Cold Water","Materials type checked & correct"
"77e98852-7f45-522f-9f4d-77cea8abcd7c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Cold Water","Structural penetrations completed & checked"
"c1fa647f-ca55-534b-a8b2-4adf91a219e6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Cold Water","Correct fittings"
"d8a197b0-4cc0-546f-ba1b-e617c9ac0434","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Cold Water","Fittings & fixtures"
"587c1f7a-be0b-56da-80cf-92e8725f65cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Cold Water","Fire collars installed"
"2ecdd191-f85a-5805-beaf-c9d52c4c405e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Cold Water","Fire penetration caulked"
"ef43c76b-d16a-5e51-ab53-4193b7aee347","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Cold Water","Pressure & Temperature testing completed"
"e271bf8e-0faf-5657-9e23-84a3d578aebf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Cold Water","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"267de0f7-7847-4487-9672-06079021fee8","","checklist-flat","not-started","Hot Water","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 4","L1","Hot water"
"6b4739a7-cd39-56e3-86d1-c2aca7eb5b16","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Hot water","Set-Out & Alignment"
"c93aedd2-5b01-591f-9f3b-bda2f1cec0ec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Hot water","Materials type checked & correct"
"8d6fd05a-d676-512b-9a63-6a93b45a1019","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Hot water","Structural penetrations completed & checked"
"af877b46-8610-5d17-b176-6ee281d74361","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Hot water","Correct fittings"
"5a6d2799-629d-5610-b6b9-e60e9aaac334","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Hot water","Fittings & fixtures"
"e62ad213-6bb8-52e2-b511-1ce804de35b2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Hot water","Fire collars installed"
"10e39d6e-662f-5629-a624-71cfc6ff46d8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Hot water","Fire penetration caulked"
"9a2bb2c9-b49a-5586-b6de-6e32f9b99700","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Hot water","Insulation / lagging installed"
"2c759229-52cd-5ad0-8b5c-47ff1246605a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Hot water","Temp control valves installed"
"1a7e0fc9-6ae2-5585-9e05-3193f10f15c3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Hot water","Pressure & Temperature testing completed"
"542c738d-1b9f-5e06-8a29-37c9bc696265","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Hot water","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"69991e41-54dc-4e46-895a-32bba0f4ab53","","checklist-flat","not-started","Siphonic Systems","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 4","L1","Sanitary Waste Stacks"
"c16a02de-753a-5a69-b8a2-14b43ac4bf36","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Sanitary Waste Stacks","Set-Out & Alignment"
"9ad770ec-8d7e-5133-8df7-fb3821347a37","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Sanitary Waste Stacks","Materials type checked & correct"
"821bf300-7173-5b4b-aafb-90df959b920b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Sanitary Waste Stacks","Structural penetrations completed & checked"
"b72c9fed-c198-59e2-8a58-f3acda34c4c1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Sanitary Waste Stacks","Correct fittings"
"f96254c8-8ec9-5d19-9952-e23e411f9004","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Sanitary Waste Stacks","Fittings & fixtures"
"fae3a58d-085c-5ec7-be6e-495f5c80f804","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Sanitary Waste Stacks","Fire collars installed"
"54808a44-fff4-5b41-96e9-aa713f918c9e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Sanitary Waste Stacks","Fire penetration caulked"
"40d5faa8-50f6-5561-bc52-bd2ef412b47b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Sanitary Waste Stacks","Insulation / lagging installed"
"91912f9e-ff37-5c5a-8772-8c629d983b17","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Sanitary Waste Stacks","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"e3c9f157-f6b6-4c42-874a-b07129b9fe60","","checklist-flat","not-started","Recycled Water","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 4","L1","Recycled water"
"9005ce9e-703d-5f9b-b168-51c780053791","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Recycled water","Set-Out & Alignment"
"fe15fd97-4ec8-55c4-a80b-571801839d41","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Recycled water","Materials type checked & correct"
"a0df0607-9884-5d81-93d5-e7b6a524dcf0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Recycled water","Structural penetrations completed & checked"
"0f77cea8-b2a6-55de-b7a0-56e0aa1282a9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Recycled water","Correct fittings"
"79345fc4-dc96-54ca-b7f5-d9af8ceed9b6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Recycled water","Fittings & fixtures"
"9d530d63-891f-5eb0-980c-8358cc8865fb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Recycled water","Fire collars installed"
"2d109aa4-ba8d-57b7-8009-6c2e86ea418a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Recycled water","Fire penetration caulked"
"82514869-01bc-5d30-9b49-9be4413c1b44","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Recycled water","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"28878d12-0d2c-430b-804c-4944130b1ca8","","checklist-flat","not-started","Fire Hydrant Service","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 4","L1","FH"
"e95a9043-daa1-58c1-8688-476142db3d43","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","FH","Identification of Services"
"1042eb63-9ed2-5798-bc33-9a454623d9ca","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","FH","Set Out and Alignment"
"3cb3b6e5-54ea-5eb6-8fcb-5b9bfbad5b6a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","FH","Materials, Joint Type, Fixings and Fittings"
"d2b94f48-5639-5445-8930-29ef89ab9330","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","FH","Fire Collars Installed in Penetrations"
"5ca845bf-3522-5ff9-ae79-3c01bfc43b48","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","FH","Fire Penetrations Caulking & Sealed"
"6fa4e4ca-a757-58c8-a92d-6dff51b3c20e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","FH","Backfill Material"
"5280ee45-ccb9-568f-96b6-1774de1a65d5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","FH","Compaction Test (Paved Areas)"
"f4f9ea10-89fe-5841-8e0e-123ea1ef3c96","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","FH","Landing valve installed correct height"
"467f3c3f-0b7d-58e9-995d-b3401874b43b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","FH","Storz cap and tag installed"
"e55816e7-c34f-560f-be69-3d947fb3623e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","FH","Pressure Test"
"cbe4899b-b859-44b1-a3e9-87600c5fb5c3","","checklist-flat","not-started","Fire Hose Reel","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 4","L1","FHR"
"c0bdbed7-3165-52bc-a195-57fb757b78a1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","FHR","Identification of Services"
"c864d225-acc6-5fff-b376-b4d798c3c23b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","FHR","Set Out and Alignment"
"ad8efd74-ba58-5dba-99ba-edec6f3f7b41","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","FHR","Materials, Joint Type, Fixings and Fittings"
"38122462-5011-56d4-9df5-54d50b44d0c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","FHR","Fire Collars Installed in Penetrations"
"1b67d638-1690-50d9-9246-630399c93da0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","FHR","Fire Penetrations Caulking & Sealed"
"f0d96ec5-5960-574d-b776-d6eff8868ba7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","FHR","Backfill Material"
"893d92b9-f96d-5a69-8697-805c56b159ce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","FHR","Compaction Test (Paved Areas)"
"f949b7e3-269c-52a8-8e54-18f7933bf4cd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","FHR","Hose Reel Installation"
"1f307379-2a03-5092-ae99-2c2b645f1b5c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","FHR","Tag installed"
"34d5f8c6-920c-5e08-9a6b-79695e2be053","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","FHR","Pressure Test"
"56bee327-5bce-4e46-b254-e2117d822047","","checklist-flat","not-started","Sanitary Fixture","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 4","L1","Sanitary fixtures fit off"
"48cc58da-c989-51ce-9675-982f438b4334","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Sanitary fixtures fit off","Set-Out & Alignment"
"8446cd2c-6101-5534-82a3-ea71e2e9a5d5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Sanitary fixtures fit off","Materials type checked & correct"
"530124b3-67fe-5a81-a5c3-64865e3362b0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Sanitary fixtures fit off","Correct fittings"
"6c1c22b5-e660-5a4a-a9a5-469973596bbf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Sanitary fixtures fit off","Fittings & fixtures"
"d07db0ec-6c04-591f-accc-418acccefe73","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Sanitary fixtures fit off","Fixture install completed"
"ef52a9f8-18eb-579a-98be-5f6c86324588","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Sanitary fixtures fit off","Check products for imperfections"
"73b288e5-dcf4-57fa-93b2-e262b5ccaebc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Sanitary fixtures fit off","Silicone seals completed - Neat & tidy"
"4d20ab2b-cc6d-5094-acdd-1940a4e6c39c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1","Sanitary fixtures fit off","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"c610ac4d-90a7-414f-9f1a-4bc1fd163831","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","Warehouse 4","L1 Mezzanine"
"ec808338-3f33-4ef1-9a09-a3ac7b479796","","checklist-flat","not-started","Penetrations","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 4","L1 Mezzanine","Setout/penetrations"
"598f3fd8-2776-56aa-9fda-646c68beabab","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1 Mezzanine","Setout/penetrations","Set Out of Penetration Location"
"08c0426d-fd92-5540-934b-2518d3ffa8a1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1 Mezzanine","Setout/penetrations","Approval of Location & Details"
"28e6d863-153d-5afb-887d-1bedd3b7fe56","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1 Mezzanine","Setout/penetrations","Non Fire Rated System"
"0488b96f-24df-5e57-a216-8a8bee2f8899","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1 Mezzanine","Setout/penetrations","Fire Collars Installed in Penetrations"
"51b189f6-cf3a-5617-985f-f89359b5f078","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1 Mezzanine","Setout/penetrations","Fire Penetrations Caulking & Sealed"
"99f1fe79-6b57-5da9-953c-46408a72fbea","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1 Mezzanine","Setout/penetrations","Seals, Flashing, Fillers, etc."
"f49ba88a-6b36-5b9e-9a56-4511c06422d6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1 Mezzanine","Setout/penetrations","Installation of Penetration"
"ee72189d-97c8-4fdb-92c5-a661c2910b8b","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 4","L1 Mezzanine","Rough In"
"469248a6-a6f7-58d0-910d-27d4b0b33f84","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1 Mezzanine","Rough In","Set Out and Alignment"
"9026324d-3e68-5a1a-9e41-00a8f0663c43","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1 Mezzanine","Rough In","Materials Type"
"e18357e3-6be0-52ad-babb-9241dbcf1841","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1 Mezzanine","Rough In","Pipework pex"
"9cab762a-383e-54fe-bd79-6766fa93908d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1 Mezzanine","Rough In","Pipework pvc"
"5fb856c7-d574-5cbb-b4f0-7e84109fba1b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1 Mezzanine","Rough In","Support and Fixings"
"1e60f5d9-70d5-519a-88ee-bd94b1bb6b32","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1 Mezzanine","Rough In","Fire Collars, Caulking & Sealants"
"13300de7-46ea-5abb-b563-87af3dc948c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 4","L1 Mezzanine","Rough In","Pressure Test"
