"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"175233bd-89e7-4ae4-a461-f40b148d9775","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"8de7fbab-8428-4352-a0e0-ebc9575036c9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs"
"db312f5a-1666-48f4-9499-fc53ddb0baaa","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building A"
"10d56fa3-6812-4e1b-809d-539c430f7737","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building A","A1"
"07389c42-3a0c-467a-81c8-730e61ee1709","","checklist-flat","fail","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-PAEDS-A.01","AE-ITCX-006 - Distribution Board Visual Inspection"
"5e19169e-f030-489d-808c-da198a5196db","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-PAEDS-A.01","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"0facc90b-2c94-4461-ac40-d98a9275a82c","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-PAEDS-A.01","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"41e4a072-17d4-47b8-a2f6-f136716a3441","","checklist-flat","pass","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-PAEDS-A.01","AE-ITCX-32 - Electrical Commissioning"
"5a568320-8dbd-4833-b25c-b2684522a6d9","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-PAEDS-A.01","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"1ad74568-d041-4dd6-971a-bd873c0293ff","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-PAEDS-B.01"
"6bfe3709-0165-4230-9107-9b34218e6662","","checklist-flat","pass","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-PAEDS-B.01","AE-ITCX-029 - Rough-In"
"0388f4c3-b0bc-4f74-ae4d-2957a3be189d","","checklist-flat","pass","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-PAEDS-B.01","AE-ITCX-030 - Cut-Out Sheet"
"6bb35472-fdfa-46f6-9b00-581e2791af31","","checklist-flat","pass","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-PAEDS-B.01","AE-ITCX-31 - Fit-Off General"
"23b314b6-3620-4c7e-8262-4b69d896b632","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-PAEDS-B.01","AE-ITCX-018 - DB Fit Off Sheet"
"6da77e1a-1c70-4bf3-94d3-a24c0e25c177","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-PAEDS-B.01","AE-ITCX-006 - Distribution Board Visual Inspection"
"897f22f2-4b32-4ac4-9f45-021b73d0a841","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-PAEDS-B.01","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"a5bc2c29-3355-42eb-a8dd-586a3b0e62c8","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-PAEDS-B.01","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"fd349d4a-d939-48c3-9b39-ae1ce17268b4","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-PAEDS-B.01","AE-ITCX-32 - Electrical Commissioning"
"4509b896-454e-43fa-82f4-e67834abd305","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-PAEDS-B.01","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"46236cba-966b-48a8-8efe-514a04bd3a12","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-00-1-B.01"
"94332c1f-35c1-45b6-a4f2-dbe181b2be0b","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-00-1-B.01","AE-ITCX-029 - Rough-In"
"6fd520dd-bb66-4649-be03-ea2c21a0766a","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-00-1-B.01","AE-ITCX-030 - Cut-Out Sheet"
"da99989b-a6ee-469f-a86a-eab0f8e3f112","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-00-1-B.01","AE-ITCX-31 - Fit-Off General"
"85aab83f-06ef-4782-861b-a0631f666265","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-00-1-B.01","AE-ITCX-018 - DB Fit Off Sheet"
"9f1ac24a-b67d-4a24-ba6d-041603217255","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-00-1-B.01","AE-ITCX-006 - Distribution Board Visual Inspection"
"80b46789-40ca-4289-8246-cee06ebe2932","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-COMMS"
"b1a46461-b9be-4274-aaf0-69c74e6b46eb","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-COMMS","AE-ITCX-029 - Rough-In"
"4090d858-07a5-4536-ac76-801ae154aa2d","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-COMMS","AE-ITCX-030 - Cut-Out Sheet"
"43ea94b1-ebf8-4c61-a91f-b48e371c3a25","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-COMMS","AE-ITCX-31 - Fit-Off General"
"98bd8ac1-e5d3-49cb-9eab-df57eb6752e1","","checklist-flat","not-started","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-COMMS","AE-ITCX-018 - DB Fit Off Sheet"
"0f1747f3-5682-424d-93e2-81e82269d512","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-COMMS","AE-ITCX-006 - Distribution Board Visual Inspection"
"d7d29d8d-df84-45b1-ae6e-f29cb7cc6aa2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-PLANT-B.01"
"cc9e9693-c1ae-4807-be1a-98b9172cc0b2","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-PLANT-B.01","AE-ITCX-029 - Rough-In"
"86afc411-5de3-4c38-834a-2fc0cb6d527e","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-PLANT-B.01","AE-ITCX-030 - Cut-Out Sheet"
"45d1f95b-1634-4f32-98b5-2400d8be9ba1","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-PLANT-B.01","AE-ITCX-31 - Fit-Off General"
"cf298217-f066-454c-aa96-a3ad24f76f37","","checklist-flat","not-started","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-PLANT-B.01","AE-ITCX-018 - DB Fit Off Sheet"
"099014ee-8508-4c94-bb69-d3a6fb106b62","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-PLANT-B.01","AE-ITCX-006 - Distribution Board Visual Inspection"
"1e66824a-2a51-471d-80a6-057f23339219","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-PLANT-B.01","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"92b5ac63-8813-42a1-973c-e8e5fd177105","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-PLANT-B.01","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"fa423883-85c7-4937-bccc-c56e7df16f2c","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-PLANT-B.01","AE-ITCX-32 - Electrical Commissioning"
"ebdc1ac3-3c9b-4c31-8549-a620c73b22a4","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-PLANT-B.01","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"242f65e1-1cb9-4d20-8981-8450410bb0e9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-PLANT-U.01"
"d7816b08-dde9-4e43-be79-b33513558b3e","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-PLANT-U.01","AE-ITCX-029 - Rough-In"
"90936e3d-71a6-462b-a543-62ff9e6f623c","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-PLANT-U.01","AE-ITCX-030 - Cut-Out Sheet"
"ce134117-bb8a-4c0b-90e5-c4cc0ac07d99","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-PLANT-U.01","AE-ITCX-31 - Fit-Off General"
"b4908861-ac96-49ea-b256-e7a06a6946ba","","checklist-flat","not-started","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-PLANT-U.01","AE-ITCX-018 - DB Fit Off Sheet"
"dadb8d39-09c5-477c-a6fc-f34b73b4dd29","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-PLANT-U.01","AE-ITCX-006 - Distribution Board Visual Inspection"
"b8dc897a-f23b-4dba-9308-612b30629d9b","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-PLANT-U.01","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"a8fca6d8-5c06-4a22-8e67-c87c97f142ac","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-PLANT-U.01","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"16fda775-f448-490e-bde7-fbd78d4596a5","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-PLANT-U.01","AE-ITCX-32 - Electrical Commissioning"
"263e0bd4-2dcf-4c57-97ad-d0e7118f4d53","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-PLANT-U.01","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"64081b94-6801-4590-bc40-8faca948760a","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-B.01"
"bdcb50e5-7fb4-45ae-b076-8710117ea534","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-B.01","AE-ITCX-029 - Rough-In"
"b1903b43-0235-4518-998e-1ed4209a23c4","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-B.01","AE-ITCX-030 - Cut-Out Sheet"
"d3529aa9-cefa-480f-819a-f140f29440c2","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-B.01","AE-ITCX-31 - Fit-Off General"
"a647c609-88f2-46d2-a6ee-432950c46a92","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-B.01","AE-ITCX-018 - DB Fit Off Sheet"
"f4149bf8-d4a8-42ef-9909-107a70225d1e","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-B.01","AE-ITCX-006 - Distribution Board Visual Inspection"
"0dfb4dd2-6570-49b0-9fa7-4e85d8cd7594","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-B.01","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"1f1e6c58-4512-446e-ba93-7081e34f45fc","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-B.01","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"321c549e-1575-41a4-a1a4-8627dd0d68d6","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-B.01","AE-ITCX-32 - Electrical Commissioning"
"56ed4de5-b6f1-4d34-90d9-774d9107932a","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-B.01","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"c4bafd00-29ba-4fe4-bf23-ef05708d8261","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-A.01"
"b7cb00cc-08af-4028-9034-9a90369e9c1c","","checklist-flat","work-in-progress","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-A.01","AE-ITCX-029 - Rough-In"
"a232e3fd-5e79-4710-8cc9-affa3c2fc6bd","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-A.01","AE-ITCX-030 - Cut-Out Sheet"
"7b3ecedc-d28d-48b8-b307-ca156e21cf5a","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-A.01","AE-ITCX-31 - Fit-Off General"
"283b900e-ae01-439f-a431-93f407f2608d","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-A.01","AE-ITCX-018 - DB Fit Off Sheet"
"663e8404-7a42-4c60-b725-f406f0ef9b3f","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-A.01","AE-ITCX-006 - Distribution Board Visual Inspection"
"3c35c914-3f54-417d-9672-45bbdc843adc","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-A.01","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"abbc1e06-e941-4077-9f95-afdc51e9e589","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-A.01","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"14adce1d-3718-4cc5-b874-587d26641dbb","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-A.01","AE-ITCX-32 - Electrical Commissioning"
"6a1472b7-bd69-4ab3-94ec-81b695609d64","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-A.01","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"bf5543c8-919a-4cdc-8f23-30d105bf2075","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-U.01"
"263a39a9-5d67-4c53-94e1-189ab5c17ee5","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-U.01","AE-ITCX-029 - Rough-In"
"40fe924b-fe8e-4724-9c9b-c655bd96cb96","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-U.01","AE-ITCX-030 - Cut-Out Sheet"
"ae2437db-7ddd-42e1-bf89-c7feb52c1f15","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-U.01","AE-ITCX-31 - Fit-Off General"
"5e4eecea-56fe-45ec-9758-9da14dc2f22a","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-U.01","AE-ITCX-018 - DB Fit Off Sheet"
"d2255c7b-6d03-40a9-a25e-0d85a2b13508","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-U.01","AE-ITCX-006 - Distribution Board Visual Inspection"
"23dd29df-e4a0-42ae-995d-9c3e0a7ea09b","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-U.01","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"fbae9555-88fb-4969-bb15-c08e7498f746","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-U.01","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"d46b8591-4e74-4f4f-a8f6-8bd7201e9dab","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-U.01","AE-ITCX-32 - Electrical Commissioning"
"709c69d7-d365-4611-9dea-c5d3f2827dbd","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU1-U.01","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"5644ad78-9f5d-4620-92d0-42df58cddf01","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-COMMS"
"5ef516d2-6e5f-4472-88b6-bb0b8e58a475","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-COMMS","AE-ITCX-029 - Rough-In"
"6f07a5d0-1044-4750-9134-1bb77f33d57e","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-COMMS","AE-ITCX-030 - Cut-Out Sheet"
"fb5154a6-21ab-48d3-83ef-17ef783845c1","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-COMMS","AE-ITCX-31 - Fit-Off General"
"e5e952fd-14bd-422b-8cae-0be933fc616d","","checklist-flat","not-started","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-COMMS","AE-ITCX-018 - DB Fit Off Sheet"
"737b17b5-da51-4c2d-8f97-666b5138ca60","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-COMMS","AE-ITCX-006 - Distribution Board Visual Inspection"
"89b8319d-80d5-435f-9e53-b8bab6f24885","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU2-B.01"
"019e58bc-cc9d-4f7d-891b-5605bbb1d92a","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU2-B.01","AE-ITCX-029 - Rough-In"
"3eb19f82-5b8b-4a64-807d-fabf5e9279d7","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU2-B.01","AE-ITCX-030 - Cut-Out Sheet"
"fa2ad619-da27-4d94-91df-48b4a16a64e7","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU2-B.01","AE-ITCX-31 - Fit-Off General"
"3b1a383c-346d-4ce4-abf4-398f58f11890","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU2-B.01","AE-ITCX-018 - DB Fit Off Sheet"
"744b1032-fb2c-428c-9bf1-5d65c86418fc","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU2-B.01","AE-ITCX-006 - Distribution Board Visual Inspection"
"75c4f5c8-047d-4686-a69d-1480b4c4d49f","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU2-B.01","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"0bc6c3ba-34e5-453c-b13e-e0b735464e00","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU2-B.01","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"30e4bdd8-77a8-42ce-90ba-54226ec1e82d","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU2-B.01","AE-ITCX-32 - Electrical Commissioning"
"14d7fa97-e4ca-4d3d-a881-7aafd30120bc","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU2-B.01","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"c49690a3-7005-485b-942f-da05b6e545ea","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L2-IPU2-A.01"
