"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8e12bb11-6e0b-4097-95c7-154203689a29","","work-in-progress","","folder","TRUE","FALSE","QA Checks"
"bc0bc1c6-7664-4dcc-89ac-1207acbcf824","","not-started","","folder","TRUE","FALSE","QA Checks","August"
"982d7acc-39f7-42b3-9952-869aefacef17","","not-started","Form 87 - QA Form","checklist","FALSE","FALSE","QA Checks","August","QA Form"
"4178ed29-90ae-5559-9e68-55dc2abf14a2","","not-started","Form 87 - QA Form:9af97d8f-6e91-433e-b605-e741f4b57ce2","section","FALSE","FALSE","QA Checks","August","QA Form","Details"
"071eb3d8-c61f-51cb-b400-d1e52472f749","","pass","Load Check:143b91cb-e6fd-497a-821c-c8748d248c1f","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014202","Forklift operator has filled out paperwork correctly"
"3463bb85-0a19-560f-9f17-53fd4115fff8","","pass","Load Check:c6e69326-db2c-4a8b-8212-8b6c64b42517","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014202","Check load to loading docket and take photos of products"
"edc89190-6835-5bac-959b-e1ae3ce4cd8f","","pass","Load Check:c899fab9-8e93-4b10-a0ff-0107b7e155d7","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014202","Confirm that products are not damaged and up to MJB standards"
"798318ae-5a89-5947-921c-f8d339cd88dd","","not-applicable","Load Check:91a2ca2b-a807-429d-a3bc-face4fe9c428","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014202","If Pipes are on the load, ensure rubber rings are also loaded and take photos"
"54add309-0c21-5341-bf20-e9715706ae4c","","not-applicable","Load Check:ae8e8144-26d4-48df-90fc-6d7fe8b27c17","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014202","Load has been strapped and secured"
"36c09495-0c1b-5932-9be4-37faba03a323","","pass","Load Check:d2ca4f0d-653b-4213-86a9-2b8c9d94adbb","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014202","Photos to be taken of each product, strapping and a wide view photo of the truck/trailers"
"b602190e-f4ee-50c7-8e0a-08bdc4908bb1","","work-in-progress","Load Check:3a8dc706-eeea-4cd3-9aae-fde76014b0d7","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014202","Once all checks complete sign off loading docket, attach a photo and return to driver"
"79e2a59d-7d3a-4598-bea8-079c06880afa","","pass","Load Check","checklist","FALSE","FALSE","Load Checks","September","11/09","SO014172"
"50fb46a5-5c70-5d30-8c74-3c62c661e903","","not-applicable","Load Check:21eea468-bf6f-49df-bc20-fb253f197c51","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014172","Photo of loading docket"
"779fac5c-eb4b-5691-af31-cba960e1567a","","pass","Load Check:143b91cb-e6fd-497a-821c-c8748d248c1f","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014172","Forklift operator has filled out paperwork correctly"
"dfefa059-1617-5ce2-8c9e-a16a311276f4","","pass","Load Check:c6e69326-db2c-4a8b-8212-8b6c64b42517","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014172","Check load to loading docket and take photos of products"
"7cfcfda3-1ceb-54f2-9cc0-5bb39f71d032","","pass","Load Check:c899fab9-8e93-4b10-a0ff-0107b7e155d7","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014172","Confirm that products are not damaged and up to MJB standards"
"4281c7a0-2104-58d3-9768-e7d876a60c81","","pass","Load Check:91a2ca2b-a807-429d-a3bc-face4fe9c428","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014172","If Pipes are on the load, ensure rubber rings are also loaded and take photos"
"7b2a4361-c372-5cc2-ba07-e0a889f40022","","not-applicable","Load Check:ae8e8144-26d4-48df-90fc-6d7fe8b27c17","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014172","Load has been strapped and secured"
"5a3fde06-6cc5-52f8-a3f7-1a608c5dcfa8","","pass","Load Check:d2ca4f0d-653b-4213-86a9-2b8c9d94adbb","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014172","Photos to be taken of each product, strapping and a wide view photo of the truck/trailers"
"612ec853-dd41-5767-8893-d2857fbcb87a","","pass","Load Check:3a8dc706-eeea-4cd3-9aae-fde76014b0d7","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014172","Once all checks complete sign off loading docket, attach a photo and return to driver"
"ee6544e6-8c82-4ddd-9519-fb0238d335c9","","pass","","folder","TRUE","FALSE","Load Checks","September","12/09"
"28a98e72-9378-49d0-af3c-98f8021f08eb","","pass","Load Check","checklist","FALSE","FALSE","Load Checks","September","12/09","SO014049"
"e0263e38-ad0a-5614-82be-368f536947d0","","not-applicable","Load Check:21eea468-bf6f-49df-bc20-fb253f197c51","checkpoint","TRUE","TRUE","Load Checks","September","12/09","SO014049","Photo of loading docket"
"ce81614b-4754-5ffa-8dc9-1438fc276f76","","pass","Load Check:143b91cb-e6fd-497a-821c-c8748d248c1f","checkpoint","TRUE","TRUE","Load Checks","September","12/09","SO014049","Forklift operator has filled out paperwork correctly"
"d243e543-a7fe-5bbd-a35a-e88495eb83d9","","pass","Load Check:c6e69326-db2c-4a8b-8212-8b6c64b42517","checkpoint","TRUE","TRUE","Load Checks","September","12/09","SO014049","Check load to loading docket and take photos of products"
"5bee94c3-29bf-5259-bcaa-85d41490383a","","pass","Load Check:c899fab9-8e93-4b10-a0ff-0107b7e155d7","checkpoint","TRUE","TRUE","Load Checks","September","12/09","SO014049","Confirm that products are not damaged and up to MJB standards"
"71e243ec-ed60-5ad0-9422-0eb6507f1a2b","","not-applicable","Load Check:91a2ca2b-a807-429d-a3bc-face4fe9c428","checkpoint","TRUE","TRUE","Load Checks","September","12/09","SO014049","If Pipes are on the load, ensure rubber rings are also loaded and take photos"
"88daf312-4871-526c-ac79-f5de7acfa975","","pass","Load Check:ae8e8144-26d4-48df-90fc-6d7fe8b27c17","checkpoint","TRUE","TRUE","Load Checks","September","12/09","SO014049","Load has been strapped and secured"
"82668b13-6e4a-54ef-8216-3c04d86ff407","","pass","Load Check:d2ca4f0d-653b-4213-86a9-2b8c9d94adbb","checkpoint","TRUE","TRUE","Load Checks","September","12/09","SO014049","Photos to be taken of each product, strapping and a wide view photo of the truck/trailers"
"1878c4ed-3472-5d28-abd7-c23b375b0933","","pass","Load Check:3a8dc706-eeea-4cd3-9aae-fde76014b0d7","checkpoint","TRUE","TRUE","Load Checks","September","12/09","SO014049","Once all checks complete sign off loading docket, attach a photo and return to driver"
"f78b32af-3f34-47a6-8dc1-d01003684325","","not-started","","folder","TRUE","FALSE","Load Checks","September","13/09"
"6a53b2ee-c237-4f6e-8c4f-1a4ac7754aeb","","not-started","Load Check","checklist","FALSE","FALSE","Load Checks","September","13/09","SO16458"
"b6756634-5f61-5990-93e6-8fa822b350b1","","not-started","Load Check:21eea468-bf6f-49df-bc20-fb253f197c51","checkpoint","TRUE","TRUE","Load Checks","September","13/09","SO16458","Photo of loading docket"
"c28e3d51-798d-5283-b05a-cd7fe322f2fd","","not-started","Load Check:143b91cb-e6fd-497a-821c-c8748d248c1f","checkpoint","TRUE","TRUE","Load Checks","September","13/09","SO16458","Forklift operator has filled out paperwork correctly"
"291c6152-15c0-58de-9e63-6e4670c43988","","not-started","Load Check:c6e69326-db2c-4a8b-8212-8b6c64b42517","checkpoint","TRUE","TRUE","Load Checks","September","13/09","SO16458","Check load to loading docket and take photos of products"
"62f7cf26-0b28-5302-bc73-52601e15db3b","","not-started","Load Check:c899fab9-8e93-4b10-a0ff-0107b7e155d7","checkpoint","TRUE","TRUE","Load Checks","September","13/09","SO16458","Confirm that products are not damaged and up to MJB standards"
"f2607884-d067-527e-abe6-53a5eef11137","","not-started","Load Check:91a2ca2b-a807-429d-a3bc-face4fe9c428","checkpoint","TRUE","TRUE","Load Checks","September","13/09","SO16458","If Pipes are on the load, ensure rubber rings are also loaded and take photos"
"af2d9bbf-4711-5588-bc3d-b5011228e3e4","","not-started","Load Check:ae8e8144-26d4-48df-90fc-6d7fe8b27c17","checkpoint","TRUE","TRUE","Load Checks","September","13/09","SO16458","Load has been strapped and secured"
"09dc83f8-3902-5e49-a8e0-bed1b2c214e4","","not-started","Load Check:d2ca4f0d-653b-4213-86a9-2b8c9d94adbb","checkpoint","TRUE","TRUE","Load Checks","September","13/09","SO16458","Photos to be taken of each product, strapping and a wide view photo of the truck/trailers"
"61a258e8-6a35-5908-8b0d-70f5168df387","","not-started","Load Check:3a8dc706-eeea-4cd3-9aae-fde76014b0d7","checkpoint","TRUE","TRUE","Load Checks","September","13/09","SO16458","Once all checks complete sign off loading docket, attach a photo and return to driver"
"8a660b89-f925-4540-a6b7-cd5178743cf4","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","September","16/09"
"46caf084-e0f8-414a-b637-e1f008d5e821","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","September","17/09"
"40f3c39e-4e30-4e29-bdcc-3141e62939c9","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","September","18/09"
"43f5d924-4f50-4db7-8121-3cb528cb93f1","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","September","19/09"
"498f9e56-94f3-4e1d-aa14-e1f243069f77","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","September","20/09"
"220d4ab6-263e-4dfe-9c32-0f1f3536c8b4","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","September","23/09"
"2b2b5271-d002-4137-bf25-95d59e07b043","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","September","24/09"
"4b37af6a-98d8-4cce-b839-0b845e8a096a","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","September","25/09"
"faaffbab-f282-4b15-84b8-1f34ef21c9e6","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","September","26/09"
"37f94383-885a-4e50-b53b-97456b48b41d","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","September","27/09"
"464eef5b-0b8b-4d41-97e6-275955001736","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","September","30/09"
"fa6e5421-14fc-44f6-8b7a-6d4472b7b294","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October"
"3abfef47-127e-4223-af27-7e2eba6f9cf6","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","01/10"
"9860eadc-d108-45e0-aee4-990f89298ddb","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","02/10"
"f9bcb95c-fc0a-4b84-bb93-15e6ba7f5e4f","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","03/10"
"546bcada-7828-4c60-a02a-0aa013af7a12","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","04/10"
"cbddd9ed-023c-40e3-b4d2-bb7e2f72c7f9","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","07/10"
"64a55e5b-7e18-4e4b-8d74-d2282d86b067","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","08/10"
"813ebad8-a9ee-47e9-a9a7-ed83a6134a49","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","09/10"
"779a0fd4-7179-4a15-a24c-e865f856b5e3","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","10/10"
"b5100cd9-22be-45a4-87f3-e2eee151c471","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","11/10"
"7e2bf36b-c7a4-49df-bae5-fefbc701393d","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","14/10"
"edb599a8-bf5d-4d23-937c-60c25adf9234","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","15/10"
"517adcd9-7169-4339-abbd-ed1347fe8b1c","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","16/10"
"fbfcb291-e76a-4f79-8773-3706a7b1ce5b","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","17/10"
"84ebe81e-a25d-4963-af17-4af77abb89c1","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","18/10"
"ec71971d-9c7f-43c3-8f6a-c9557f125e3d","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","21/10"
"b77312f5-1a06-45ee-b871-f3a5744e54b5","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","22/10"
"6b9e7d3a-c075-4735-9ba3-f5a6ffd2516b","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","23/10"
"0294a22a-ff48-4a46-b2af-e9dd6a586b4e","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","24/10"
"4e6027ec-0141-471b-885f-2512156b0ad8","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","25/10"
"3f6e0e3e-9b67-4515-aea8-7607581756c2","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","28/10"
"3db3a0d7-2ca3-4b0b-9b50-44bbf4d93be0","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","29/10"
"dceb19e0-eb9b-4a15-adb7-61878f054839","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","30/10"
"bf7f57f4-8f96-4619-9538-d2fc49e24482","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","October","31/10"
"3879d3ed-cdc9-475f-9429-e4b302e9b41a","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November"
"e03a3d64-35bc-425b-b926-95ceebcf2cfd","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","01/11"
"df218ef1-b415-4d70-9d42-810cc2c2e4ee","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","04/11"
"59d41e55-e260-466d-a0f2-a5733c1e0f40","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","05/11"
"8e92b57b-e3c4-4361-a9e3-e15f4fd7c22e","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","06/11"
"923ef4e8-e339-40c9-8308-d4072cce6191","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","07/11"
"860fa452-78f6-4330-b062-71e2b47a1439","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","08/11"
"6ac71b4a-b595-426c-99da-aab694690e87","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","11/11"
"60afbe55-ab6b-4be6-8c85-5cb2519e7efa","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","12/11"
"34c5557d-0efc-4ff2-a36c-3510b4b58074","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","13/11"
"934bc808-7532-40ba-b4cc-3c69be093167","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","14/11"
"ff0cf6b8-2ee6-4a08-8943-ffd9f8a7845f","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","15/11"
"e18a5aeb-e57d-4a55-8c4c-b237e3dd722f","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","18/11"
"838b1e35-81ce-497f-9ad7-f1ac56fef4a6","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","19/11"
"f74ad560-131f-4034-9862-d61f8679c294","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","20/11"
"8ac7fc08-2231-4ae4-8eec-f671eb0f2a56","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","21/11"
"777b4369-60a3-47db-9e08-3ff1725e43ac","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","22/11"
"edd49ad1-7028-4643-8df9-a9b5f65fd27c","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","25/11"
"43692d88-d4bf-4e66-8a2c-981c20097e0c","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","26/11"
"c7f9e70f-ae6e-4c15-9587-697ec0910c12","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","27/11"
"c64357a7-8bbf-4bc5-b134-8949cdcf0e5e","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","28/11"
"7f25279c-8812-447e-8ce2-aff07ac48c8f","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","November","29/11"
"77f31af9-67e8-4bdc-b695-6207b6a0e3d6","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December"
"b1a75437-e843-439e-9038-4dbfd3b2695e","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","02/12"
"0b73cefd-f1f4-4473-9164-26f3cad6bac7","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","03/12"
"cc3f6199-a9ca-4ca3-94f3-7d547389c992","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","04/12"
"527da559-c715-44c3-89c5-396c68cf09e1","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","05/12"
"0e30117c-3fc9-42ef-aa8c-1e2bd3894826","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","06/12"
"30291969-8abb-46e0-9661-5558805e3037","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","09/12"
"ffac2618-3161-42c3-8c7c-cefb1b3936aa","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","10/12"
"fd3a7a81-9408-4ce4-89d5-532920103943","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","11/12"
"80059030-d9cd-4327-8488-fbc1ce5f84c2","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","12/12"
"6c111997-2638-4265-9bf4-c6fda40a55b5","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","13/12"
"9eb1a557-d6b0-4997-83e1-0a46e1933bb2","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","16/12"
"ae1c6ea2-54f2-4c01-995e-7cf214628865","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","17/12"
"6f748f56-ee2f-4b6c-ba1f-9be361c8e458","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","18/12"
"bcf2f2b1-f9fa-4363-a91d-689305e2d15e","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","19/12"
"58d96f22-263d-46ed-9f31-efa3794ade0e","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","20/12"
"b3dd9e87-0d26-46f9-9037-f4c7c5b071d9","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","23/12"
"258a7756-d3e0-492a-a6a4-1dd8eefaa7ef","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","24/12"
"8bf2b18b-0767-43b7-981c-b49bca16500a","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","25/12"
"6130552f-7cee-4c6b-9628-703b277d9068","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","26/12"
"db7ba857-422d-477d-b7c0-12e49552d9a2","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","27/12"
"e323ceb8-61cf-46bb-9259-ca760501f3ae","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","30/12"
"b9186c13-fce6-4da3-8d23-38ec845c60f3","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","December","31/12"
