"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c77db8a2-1826-4d22-b147-8fb55560ba76","","checklist-flat","no-status-started","734b9d363aedb7dda42c38a805789356110a5ecc0dc38ec6ebe7d6973e97b96f","checklist-flat","FALSE","FALSE","Overall Pre-set"
"053545e0-51cd-467d-9bc7-a6af74626d1a","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Overall Pre-set"
"b167c478-d764-4109-80ec-d795e81b65ba","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","System information:"
"d35f857e-c5a5-484b-a711-b89608d98894","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","SSP Attached"
"f7d2502a-c850-4536-b6cc-3da7997a8e02","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","Task Analysis Attached"
"a5020707-f281-4e7e-a34b-e9c2caecd1dd","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Relevant Drawings Attached"
"ec0c074f-2d12-415d-93c6-6c17067eaf6c","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA"
"1a1c19b0-7be2-421a-9af9-1e4b4d516b62","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA","External Roof Areas"
"8157b185-ea3c-49ca-8c99-3c3ecfea5010","","folder-normal","not-started","","step","TRUE","FALSE"," QA","External Roof Areas","RoofSafe Cable Systems"
"23462847-f963-4207-a2d4-f92dfc730c74","","folder-normal","not-started","","step","TRUE","FALSE"," QA","External Roof Areas","RoofSafe Cable Systems","RoofSafe Cable - Line 01"
"4b6d9c22-49bb-43a7-8f7b-382b2bbf0a2d","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","RoofSafe Cable Systems","RoofSafe Cable - Line 01","Pre-Fit Off Checklist - Line 01"
"1c0a6777-ddce-4c55-a882-e241ea730631","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 02","Pre-Fit Off Checklist - UNRail 02"
"f45d889c-eb91-4e16-9a1b-7faba5246bbb","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 02","Pre-Fit Off Checklist - UNRail 02","Confirm structure is in accordance to the details provided"
"a697fb34-c7ae-4834-a55e-c3f2ef25fc97","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 02","Pre-Fit Off Checklist - UNRail 02","EMAIL PM"
"507783e2-0a5a-4bf1-bf1f-31ad98db7de9","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 02","Pre-Fit Off Checklist - UNRail 02","Plinths/ bases/post installed in accordance with details provided"
"7c539514-7295-4e0f-9808-a58dd6ac892e","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 02","Pre-Fit Off Checklist - UNRail 02","Photos taken"
"9735be5e-c47f-48bc-a374-444a01bde756","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 02","Rail Checklist - UNRail 02"
"ca5d71bf-fd54-4344-9930-a7d7283af761","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 02","Rail Checklist - UNRail 02","Confirm the structure is in accordance with the details supplied by PBI"
"b2592227-07ed-4594-9e09-ba139d5df30b","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 02","Rail Checklist - UNRail 02","EMAIL PM"
"e3abeaff-5609-4c60-9564-872c1aa35b15","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 02","Rail Checklist - UNRail 02","Photo taken of Engraved Line Plate / ID Tag"
"10b3fa23-ac78-44a3-a203-28427262df8c","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 02","Rail Checklist - UNRail 02","Video taken of system"
"64655adb-62d7-4c41-85e2-b0bde9941193","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 02","Rail Checklist - UNRail 02","Description input of location / person Rail systems shuttle left with"
"560ecbed-aac1-453b-9099-da3905d4d199","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 02","Rail Checklist - UNRail 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"0921445a-a68d-4c80-a80a-0ffa397b5564","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA","External Roof Areas","FA & Abseil Anchors"
"016a5e5a-e372-473c-b23c-56e245c78107","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors"
"8437b843-e0db-4803-901e-42c6908fb6f6","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Pre-Fit Off Checklist - Anchors 1 - 8"
"72618e97-6a90-50a0-9fad-a91757aa254a","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Pre-Fit Off Checklist - Anchors 1 - 8","Confirm structure is in accordance to the details provided"
"15190d10-9a6b-5f23-835b-6fe5d1cfaaad","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Pre-Fit Off Checklist - Anchors 1 - 8","EMAIL PM"
"224758bf-6d37-551e-9270-58ff9e8dfaef","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Pre-Fit Off Checklist - Anchors 1 - 8","Plinths/ bases/post installed in accordance with details provided"
"e6921dd8-7f21-59b0-8812-34eb3b1516a3","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Pre-Fit Off Checklist - Anchors 1 - 8","Photos taken"
"d9f8b506-65e2-40eb-9cd1-4eda2c74953f","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 01"
"631eed45-f27c-5e35-ad18-754679bd26ea","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 01","Confirm the structure is in accordance with the details supplied by PBI"
"d7b497c5-9633-55d6-935a-6f35cb764ce8","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 01","EMAIL PM"
"2d282325-de6f-511a-99b1-5f7142d1e6ba","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 01","Required number of photo(s) taken of installed anchor(s)"
"9e09c171-e22e-59a1-a143-5afd2e1595c6","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"cd74dbe5-822d-4e93-ae77-69bf104f9846","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 02"
"4687fab6-b5f7-5bdd-bb5d-cb93781f25fd","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 02","Confirm the structure is in accordance with the details supplied by PBI"
"e0792e59-f627-537f-96ce-1a6a337aa8c3","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 02","EMAIL PM"
"9696785a-8f9c-5b0e-8a03-d3707c6c3e8e","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 02","Required number of photo(s) taken of installed anchor(s)"
"3919c971-4354-539e-8218-37ba617e1404","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"3c5f119a-1698-4f52-bf63-7ca20e67d29f","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 03"
"0087f83e-cf1a-58f6-bd56-416c967473c8","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 03","Confirm the structure is in accordance with the details supplied by PBI"
"bcf64151-4acf-5800-aeb4-adbad4a18b64","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 03","EMAIL PM"
"d50e69f3-7e47-5145-8228-a7a73be22fa6","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 03","Required number of photo(s) taken of installed anchor(s)"
"89cbceb5-70c4-502e-ad65-4d7ccb1b942d","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 03","Installed as per PBI drawings supplied and manufacturer's requirements"
"be76a693-2430-4822-b444-003be81c9eff","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 04"
"e889899e-c78f-5109-80d8-0efeebf56bff","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 04","Confirm the structure is in accordance with the details supplied by PBI"
"f2559049-0c41-5fb1-8ad5-ad808d5bfaf1","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 04","EMAIL PM"
"13441e50-b947-5f5b-9e77-4c7e171c81c5","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 04","Required number of photo(s) taken of installed anchor(s)"
"323cc0e0-068e-578d-9c0a-19514a4cb322","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 04","Installed as per PBI drawings supplied and manufacturer's requirements"
"4b7cf836-ba78-4744-af56-9a3c1f5d9801","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 05"
"4cf81969-afbc-5eff-8e1a-a42c2b119970","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 05","Confirm the structure is in accordance with the details supplied by PBI"
"75d05d09-7fc5-5873-b306-e3da501ab6f9","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 05","EMAIL PM"
"70bbd6a4-ccbd-5898-b6a4-b1f9e073c842","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 05","Required number of photo(s) taken of installed anchor(s)"
"e41c1826-a7c8-513d-9f5d-f95d65abd158","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 05","Installed as per PBI drawings supplied and manufacturer's requirements"
"c2733424-2a35-4228-8bc5-539b4e6a4d43","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 06"
"f68e2d75-595d-5077-99f9-daf5a0544415","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 06","Confirm the structure is in accordance with the details supplied by PBI"
"01f1a0e3-fb7c-5c76-bcef-3a9883249c25","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 06","EMAIL PM"
"347a036e-bace-53e4-98f2-7f9f2cff372f","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 06","Required number of photo(s) taken of installed anchor(s)"
"52c1ba68-9ed3-5eab-9496-4705306a1cc7","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 06","Installed as per PBI drawings supplied and manufacturer's requirements"
"dcc0b3ee-1db6-4582-b977-b8008d9e2ff2","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 07"
"53069745-910a-59f7-907c-80bfefeecc08","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 07","Confirm the structure is in accordance with the details supplied by PBI"
"8994e754-8fb0-58d5-ace8-aaf8f0a5d00f","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 07","EMAIL PM"
"21bb380c-456e-52aa-b57f-6b346ea5ad1e","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 07","Required number of photo(s) taken of installed anchor(s)"
"2ed13897-12dd-56a2-8502-cc8e7a395b93","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 07","Installed as per PBI drawings supplied and manufacturer's requirements"
"bfcd12ed-ff55-491c-b6e9-c82defb7fd4a","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 08"
"62cf60fa-1b4e-5c3a-8993-30f61bc1d32a","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 08","Confirm the structure is in accordance with the details supplied by PBI"
"97b935a9-bc08-5dfe-96dd-42c5bf81b0cd","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 08","EMAIL PM"
"ff6559b2-29ad-5659-8563-ccdfc6da9847","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 08","Required number of photo(s) taken of installed anchor(s)"
"8f47120e-c066-5f10-a1e1-59fa01226891","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","8no Type 01 FA  & Abseil Anchors","Fit Off Checklist - Anchor 08","Installed as per PBI drawings supplied and manufacturer's requirements"
"e354053f-f8d4-4334-a4e7-9a7a98f2346d","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors"
"7460c37a-f326-4985-80d6-f47458076073","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Pre-Fit Off Checklist - Anchors 09 - 14"
"0a0081b9-4fbe-54f0-ad1e-efb1c485c1fb","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Pre-Fit Off Checklist - Anchors 09 - 14","Confirm structure is in accordance to the details provided"
"b9f16a0d-fa52-5a7c-a3fd-bea06354cb4d","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Pre-Fit Off Checklist - Anchors 09 - 14","EMAIL PM"
"2c779722-4b81-56c6-8562-0a4b5383138d","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Pre-Fit Off Checklist - Anchors 09 - 14","Plinths/ bases/post installed in accordance with details provided"
"ca24f7db-4389-56a4-b9e3-3c7e85d3c360","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Pre-Fit Off Checklist - Anchors 09 - 14","Photos taken"
"333e1ff7-f792-4339-bb84-3f57a83fea06","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 09"
"9d7d28d0-bed1-59b4-8e39-607642615a83","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 09","Confirm the structure is in accordance with the details supplied by PBI"
"9a0bbb4a-183c-5c3a-85ef-a0a0d380a623","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 09","EMAIL PM"
"fcb0a415-9718-55d7-9bcd-754c0828ff71","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 09","Required number of photo(s) taken of installed anchor(s)"
"d13ba928-e092-509f-872f-2855ead29312","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 09","Installed as per PBI drawings supplied and manufacturer's requirements"
"c0592de8-d89c-407b-83bf-cd04cd2def88","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 10"
"0733fe01-ae02-583f-b178-a98373adf600","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 10","Confirm the structure is in accordance with the details supplied by PBI"
"e61e011b-5ad1-5303-a3c7-ca6478babbc0","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 10","EMAIL PM"
"3eb05c89-8cf8-53ff-bca2-f0ada983ea7a","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 10","Required number of photo(s) taken of installed anchor(s)"
"8f1af9c7-8488-5b32-aad5-bc4a17df75a8","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 10","Installed as per PBI drawings supplied and manufacturer's requirements"
"b2f7a140-6cdc-4534-89a8-2c8266988f43","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 11"
"762931fa-627d-5c9b-9bf7-b7d48fd66893","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 11","Confirm the structure is in accordance with the details supplied by PBI"
"a2d71390-6a88-514f-bf72-7080bfaf7e58","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 11","EMAIL PM"
"32865c09-86fe-5b70-a591-7451222b98be","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 11","Required number of photo(s) taken of installed anchor(s)"
"45cff142-03c0-5a71-91e8-b037e8a27d2a","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 11","Installed as per PBI drawings supplied and manufacturer's requirements"
"e3f6fdd1-b11c-4575-9925-4005d2212a4d","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 12"
"eea82bfb-8a87-5030-b6db-33ca1d99a4c3","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 12","Confirm the structure is in accordance with the details supplied by PBI"
"26b1db1c-4d98-551c-953e-f8220c17d051","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 12","EMAIL PM"
"69d610cc-8f64-5f21-8636-98ec4868caa7","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 12","Required number of photo(s) taken of installed anchor(s)"
"129a1b2c-5e98-50ef-bd43-de8ee882b062","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 12","Installed as per PBI drawings supplied and manufacturer's requirements"
"6f0b09b2-6a89-42f6-94de-d79deb2a5133","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 13"
"e8d5dbde-7271-5a71-982a-c12cc83850c5","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 13","Confirm the structure is in accordance with the details supplied by PBI"
"2f3816b0-6045-5e8e-a6e4-996cabd75116","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 13","EMAIL PM"
"6fff8998-070b-5307-a63e-34542494a60a","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 13","Required number of photo(s) taken of installed anchor(s)"
"eb155bbe-da4d-5559-88d4-13b9e925ffce","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 13","Installed as per PBI drawings supplied and manufacturer's requirements"
"c22333da-e858-47b8-a851-5e5a1595afb3","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 14"
"ed0b4665-1218-5949-9c93-7e58553d1109","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 14","Confirm the structure is in accordance with the details supplied by PBI"
"e2283a5a-ec70-576b-b0cb-a391c90a9bd9","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 14","EMAIL PM"
"07e935a1-a641-5997-8de3-9d3647d84347","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 14","Required number of photo(s) taken of installed anchor(s)"
"630ad7bc-6338-5b3c-b03a-122ba1e4a7bc","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","FA & Abseil Anchors","6no Type 02 FA  & Abseil Anchors","Fit Off Checklist - Anchor 14","Installed as per PBI drawings supplied and manufacturer's requirements"
"c502ac25-1f1c-4881-90d4-9bf41ca9f345","","checklist-flat","not-started","Data Plate, Access Point & Carriages/Travellers","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","Data Plate, Access Point & Carriages/Travellers"
"d7b88715-c188-46d4-8b76-1934adc27f95","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE"," QA","External Roof Areas","Data Plate, Access Point & Carriages/Travellers","Details of Data Plate"
"6615c229-9261-4f27-bd5c-594b8be827ec","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","Data Plate, Access Point & Carriages/Travellers","1 photo required of Data Plate"
"1488937c-be5a-45e5-8b16-975d02d8549b","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE"," QA","External Roof Areas","Data Plate, Access Point & Carriages/Travellers","Details of Access Point"
