"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9aeeb75e-2990-4433-abb7-04b602991abd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Multi-Deck Car Park"
"ac62c71a-1631-46a1-bcff-3e4936234cdb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Multi-Deck Car Park","Level 1"
"131c15a9-6a27-4bbf-a72a-2c8cf5f13f4f","","checklist-sectioned","not-started","ITP-212 Testing and Commissioning","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-212 – Testing and Commissioning"
"4b34daeb-291a-5a8a-a866-bf29b0457a8f","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-212 – Testing and Commissioning","Safety"
"1a857fc6-108d-5fa8-b770-7d1cf3c500b1","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning","De-Energised Testing","Submit test results for review with site management"
"1651b914-be52-5203-beb8-b2f67afa451e","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning","De-Energised Testing","Site supervisor reviews ITC for completeness."
"ec3a102b-e060-522e-8c4b-4f69c88529d1","","holdpoint","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning","De-Energised Testing","Permit Reviewed"
"968a94c0-2358-5160-8534-a35b7056e73d","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning","Energised Testing"
"ec606438-dc2b-52ac-9f63-79a598fd41e6","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning","Energised Testing","Test For Voltage"
"dcb57cbc-8b9c-547b-a79c-9b40393ee089","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning","Energised Testing","Phase rotation"
"5ba499cd-4c5f-5421-917c-7c6a29489a34","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning","Energised Testing","Earth Fault Loop Impedance"
"195de48f-0cd1-5fbc-8f71-891e23d173d7","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning","Energised Testing","Operation of Residual Current Devices"
"599fe912-4411-5d61-ad7a-043c16aa4037","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning","Final Inspection"
"44bf8e4f-07ba-5a8d-948e-797fc357950e","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning","Final Inspection","At works completion confirm all circuit schedules are complete & correct."
"42dd1f2c-4c48-5ef8-bf16-8cf1f2e18549","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning","Final Inspection","All circuit descriptions are clear & worded to be easily understood."
"c436cb63-4abd-5e69-aebe-11428893b51c","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning","Final Inspection","Any circuits not tested remain disconnected from circuit breaker & terminated in BP connected."
"d2615ea6-52d0-5b7f-ac94-32fbab690cbc","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning","Final Inspection","All equipment has been labelled in accordance with project requirements, and labelling aligns with as built drawings."
"2449d01c-7852-5bb7-9265-33d515a02807","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning","Final Inspection","Ensure that any changes made during testing which effect as built documentation are captured via RED pen mark up on drawings."
"d7e15512-5a3a-5cc8-b2f2-d1b3a0c25c6b","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning","Final Inspection","Compile list of any incomplete works or defects which require rework."
"e3416f69-e3ed-54b9-a5ea-be2631c2b1a4","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning","Final Inspection","Reinstate all switch board covers, doors and panels. LOCK THE SWITCHBOARD DOOR & CHECK ALL OF THE ABOVE"
"9ba90f49-91e9-5a09-8a80-fd9b33fdd03d","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning","Completion"
"7c6c337b-357e-59eb-8fd6-dd8759c22264","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning","Completion","Documentation - Once complete:"
"7223edaf-bed4-5120-851b-1fc4f9e6f7f4","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning","Completion","Fredon site supervisor shall review all documentation"
"4038efd0-5d94-5b83-be35-4a105c623360","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning","Completion","Fredon Project Manager to provide certificate of testing and compliance Certificate of Compliance"
"8bf11d2b-0d27-4ef9-8d29-4deb62e82e00","","checklist-flat","not-started","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITC-216.1 – In-Slab Works"
"281718df-b9ff-573a-9b7a-98a3c70b8aa0","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITC-216.1 – In-Slab Works","Attach any relevant photos & documents"
"3ddea808-e3d3-5ff4-81d7-bad1ee503a64","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITC-216.1 – In-Slab Works","No Structural Implications"
"834373ea-36b4-5491-9af2-ac97c465d353","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITC-216.1 – In-Slab Works","Marked Out Correctly"
"2b3151eb-9c01-5e04-8476-1e5822711bfe","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITC-216.1 – In-Slab Works","Glued & Tied Securely"
"fd2fe6f0-5d15-5998-8fbe-76a9d8634f23","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITC-216.1 – In-Slab Works","As Installed Drawing Attached"
"6b1b8b1d-d0d9-5588-a044-62d276fde3be","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITC-216.1 – In-Slab Works","Conduit Ends Capped"
"8ec301b4-9195-5d1a-af3f-9592db851936","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITC-216.1 – In-Slab Works","Signed By Installing Tradesman"
"39b60741-4435-5058-86c2-09d004921a22","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITC-216.1 – In-Slab Works","Ensure photos are taken"
"955b6feb-4488-4b85-848b-66b7d318740a","","checklist-sectioned","not-started","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation"
"2e0bc7e5-b32a-533f-b1cb-183f9843f6af","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Coordination"
"82cd95b8-eea8-5369-b63b-ea89000b2817","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Coordination","Ensure that all new installations have been coordinated with other services, both new and existing"
"8f5221f4-8044-5bc9-a9a8-9c086c0e8b4a","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Coordination","Prior to installation submit conduit shop drawing for review to the satisfaction of structural engineer"
"7fe295ee-d0fa-5656-8214-42b2be2bf68d","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Metering / Setting Out"
"2bf94aeb-a26b-5516-ad5f-2d33dd9961cb","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Metering / Setting Out","Ensure that the latest service drawings are being referenced"
"de4ccf5e-777f-51f1-9c78-008aad05ecc4","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Metering / Setting Out","Ensure that the latest coordinated drawings are being referenced"
"ba18d4f9-6759-5fee-b872-1886910deb22","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Metering / Setting Out","Ensure correct datum points are identified confirm datum points with building works supervisor. Use correct set out measurement tools and equipment"
"73ae732b-14e5-507b-94f4-2289931f7fee","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Metering / Setting Out","Engage certified surveyor for critical set out works"
"28ea2714-b33f-5b1e-8812-37fdceb2244e","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Conduit Selection"
"dba30387-0201-5319-bf77-65feba9e4b0b","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Conduit Selection","Identify circuit to be installed, confirm circuit cabling requirement. Select conduit size accordingly"
"3dfbb959-44ff-5c6e-87c2-2e6c321adf5e","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Conduit Installation (General)"
"3665513d-55e6-5922-8549-368a1326c5b1","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Conduit Installation (General)","Conduit to be measured and cut using correct tools"
"426174f5-133c-5171-a662-171a8837244a","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Conduit Installation (General)","All conduit bends to be sweeping using bending spring. Or large sweeping proprietary bends"
"2f6baa66-2e3d-54b2-a7d3-85f549f50a18","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Conduit Installation (General)","All joins to be glued using PVC jointing cement"
"848c45fb-78f3-5cee-bd0c-985ff2c958ce","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Conduit Installation (General)","All conduit boxes to be correct type with correct number of entry points i.e. 2way, 3 way T, 4way"
"d7b19079-977e-5c49-a24f-9c32a6feef5a","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Conduit Installation (Fixing)"
"e3e8c715-8664-5b2f-9d92-a422dee92848","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Conduit Installation (Fixing)","Ensure entire conduit installation is fixed to steel work using tie wire"
"f99dc3fc-5ebf-5f30-9ec3-f8f56df066d9","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Conduit Installation (Fixing)","Conduit should be tied to bottom mat of steel"
"1bd77661-3e2a-5d52-a428-bf0f8eeab0cf","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Conduit Installation (Fixing)","Ensure conduit installation is supported from deck over entire length"
"1246ee92-d43e-5ce8-9bb9-ee2f403e2f71","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Cast In Items"
"677b164c-527f-5493-85c5-d0771cfb3e90","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Cast In Items","Ensure that the void/materials are fixed securely at its final location with the correct dimensions to allow the final equipment to be installed at FFL and Adjacent to walls Floor Boxes & Cast in Light's etc"
"52e2e734-3868-5add-bf7e-5c61faab4d1f","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Conduit Installation (Covering)"
"df53b4ed-3098-5994-a312-de4a54975313","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Conduit Installation (Covering)","Ensure sufficient concrete cover can be achieved"
"90ce4d50-fbb8-55e1-a4b4-feedaaebe5f2","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Earthing"
"576e1a1b-e275-53af-af63-44be8d382e75","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Earthing","Ensure that if the slab may be used as a floor for showers and bathrooms have an equipotential bond to the steel reinforcement."
"f3d802e3-5392-51e2-bcbb-224b311cc1de","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Concrete Pour"
"a0ae1feb-91e5-57dc-90ff-06bf1fa516d2","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Concrete Pour","Observe concrete pour with particular attention to critical area"
"9fa38fe6-2eea-5b18-accf-df13bad2d131","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Final Inspection"
"b2e5264d-4d49-5616-9983-471c708f6708","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Final Inspection","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As built drawings."
"237bb596-bca4-5e54-ac6a-eab1fd0e1930","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation","Final Inspection","Cross check and verify that the As Built Drawings are Complete and Correct"
"3befc6ca-541b-47be-9a1e-6e79f47cf318","","checklist-sectioned","not-started","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling"
"982e9bc4-d91c-573e-b547-fd81335eac17","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Coordination"
"6ee87a8a-17d5-5840-9beb-e6648ba70173","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Coordination","Please attach marked up drawing - Please take photo of title block"
"6f93a31f-0759-5b22-85ad-61e30feb0d25","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Coordination","Ensure that all new installations have been coordinated with other services, both new and existing"
"0cac801a-3f97-5cd3-b139-506aff972dbd","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Coordination","Ensure that all new installations numbering and labelling systems meet specification and have been approved by the client"
"51a14ba5-f5df-5058-bf13-07b068fc1923","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Coordination","Prior to installation submit numbered Communications shop drawings for review to the satisfaction of services engineer"
"f46b9c41-3475-5b72-90f4-9c370ce5d3a5","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Horizontal Cabling Rough-in"
"fdf81d6e-c310-5ef4-aa65-283ed5af7728","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Horizontal Cabling Rough-in","Ensure that the latest services and coordinated drawings are being referenced"
"5a75a9e7-b423-5ab4-a7dc-77889b8b54ca","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Horizontal Cabling Rough-in","Ensure that the latest coordinated drawings are being referenced"
"d9149dd1-7ec6-5a49-ae8e-89aedd106c70","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Horizontal Cabling Rough-in","Ensure the cable does need exceed manufactures bending radius and is segregated to other services as per AS S2009:2013"
"a48ee2b4-d624-5a4b-ac21-de7e90517bab","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Horizontal Cabling Rough-in","Ensure the cable has adequate support and the pathway is less than 90 m including service loops & goose necks before drops"
"a0f9e617-479b-5fc2-b039-3a26da0d11d8","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Visual Inspection of Rough In"
"97ff220e-8145-5a63-8d9c-f3821471fc45","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Visual Inspection of Rough In","Visual inspection of rough in carried out to ensure completion."
"3660dbf1-4b2c-517e-9c3e-ee9a98b60c32","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Visual Inspection of Rough In","All relevant drawings checked to ensure that all services have been allowed for."
"4e9b573a-060e-5bc7-94bb-465958d2daa5","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Cabinet"
"e850050c-ee6d-58e0-bee8-c4c9b2be0e29","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Cabinet","Ensure Cabinet Layouts are installed to the latest drawing layouts with door swing and clearances considered"
"3c002863-a433-5dfc-bcee-79514025cc57","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Cabinet","Ensure cabinet is secured and and all accessories, panels and management installed correctly to latest RU Layout Drawings"
"362317a1-ffe0-5187-9c73-4b802579ea03","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Cabinet","Ensure all shielded equipment is earthed and the electrical contractor has supplied an earth with a maximum resistance of 0.5Ω"
"66f168e0-37e8-5ea9-a391-bcf83c991b1c","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Horizontal Cabling Fit-off (Field)"
"7a18293b-0ab2-5232-8f86-dd92e69b17ab","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Horizontal Cabling Fit-off (Field)","Ensure that all Field End Cabling has been labelled, terminated and is level to other services"
"e53a3fab-4263-5016-b61e-9c76aa10f9a9","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Horizontal Cabling Fit-off (Communications Room)"
"d78620f5-3849-5929-a004-e569d252b883","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Horizontal Cabling Fit-off (Communications Room)","Ensure that cables are bunched into their final looms and dressed throughout the communications room to individual patch panels"
"f835414e-ed48-5076-85e7-ae2e4e8e7461","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Horizontal Cabling Fit-off (Communications Room)","Ensure that all cabling is terminated according to communications rack lay out drawings"
"0da984cf-fdea-5f1b-8a1c-948c567328ba","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Horizontal Cabling Fit-off (Communications Room)","Ensure that all cabling is terminated has been labelled"
"2be10c38-5445-5aa6-9410-7a1242bc74dc","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Horizontal Cabling Fit-off (Communications Room)"
"5fe897d7-5da1-5b65-86b9-d0f132b550db","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Horizontal Cabling Fit-off (Communications Room)","Ensure that Fluke DSX Testing has the correct parameters as per manufacturer and client requirements all results are recorded with their correct label on cabinet and latest revision drawings"
"8a88cc27-c9e2-5421-b480-13eaa0f5c59d","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Test Results Recording"
"0e9afb99-3c82-5844-a166-9bcf25a95873","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Test Results Recording","Ensure all test results are downloaded and stored in both their native format and as PDF's or safe keeping"
"3a055f1e-02ae-5be7-a126-a027132b132a","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Final Inspection"
"94032172-8b18-57bb-8840-0f1115e379fc","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Final Inspection","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As Built Drawings."
"3a2f9bc0-59d4-540a-8bf2-38cd781258b7","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Final Inspection","Cross check and verify that the as built drawings are complete and correct"
"bf6f607a-d4e5-54ba-be21-72eb88985a40","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Final Inspection","Verify all inspections are complete and collate records"
"99de98c5-3cd3-5c81-bdad-67a8859c8c68","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling","Final Inspection","Verify all testing are complete and collate records"
"8f4e9b8e-1c53-4ffa-8bcb-3ffddb37bf71","","checklist-sectioned","not-started","ITP-227 Backbone Copper Cabling","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling"
"e9268b03-cfc9-5086-bd28-4e37f8c77d90","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling","Coordination"
"607c2909-270f-5580-98a8-b44706548380","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling","Coordination","Please attach marked up drawing - Please take photo of title block"
"695021a4-c390-571c-8c26-02a798d0f7c0","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling","Coordination","Ensure that all new installations have been coordinated with other services, both new and existing"
"7139f010-35de-50db-8e33-b1283447715e","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling","Coordination","Ensure that all new installations numbering and labelling systems meet specification and have been approved by the client"
"9ad84c8e-d07a-5f73-ad0e-0439535706a8","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling","Coordination","Ensure the cable is suitable for the environment (Gel filled, screened ect)"
"c27bdf40-161a-5ef1-9c12-5e9506363d6e","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling","Cable Installation"
"ba99e158-0aea-56e1-911f-b23f96575467","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling","Cable Installation","Ensure that the latest drawings are being referenced"
"3bc05028-99b9-5b06-922c-2a62ddcbc617","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling","Cable Installation","Ensure the cable has adequate support and does need exceed manufactures bending radius and is segregated to other services as per AS S2009:2013"
"621afdcb-b1e2-5409-b41d-df945b9bd3ed","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling","Installation of Distribution Boards"
"1078734d-db84-51e8-aaa7-798671f9cb90","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling","Installation of Distribution Boards","Ensure the distribution frame is fastened securely and at appropriate height for future maintenance and expansion"
"a6cfa1f2-a041-5d1d-a80f-af992874f538","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling","Termination"
"ac791cff-992e-5ed5-a96c-bb261f433cbe","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling","Termination","Ensure that all cores are punched down with the manufactures punch down tool and in the correct colour Sequence"
"b8796c7d-0211-517d-b500-e154f968886e","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling","Testing"
"620ff226-26f5-5362-9db1-f19ba4767c3a","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling","Testing","Test each pair on the disconnect module for correct wire mapping"
"37e4bc93-7f95-5122-a83b-6f89e65282f5","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling","Final Inspection"
"e71f2e1b-8f9f-59f1-85bc-0e99f6e19013","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling","Final Inspection","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As Built Drawings."
"d5760d46-dc71-50c4-9488-c2adebb3008e","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling","Final Inspection","Ensure that the record book is updated and installed within the Distribution Frame"
"a8ce81c2-ba64-58b2-b1af-8021e2cb9e41","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling","Final Inspection","Cross check and verify that the As Built Drawings are Complete and Correct"
"dcad7f67-a51d-5754-b0eb-d5f630161e6d","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling","Final Inspection","Verify all inspections are complete and collate records"
"4399e956-2b43-46a9-9976-1b4f3c788d1c","","checklist-sectioned","not-started","ITP-226 Fibre Optic Cable","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling"
"7e6517ce-d610-5ab9-98c4-dcfde719a196","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Coordination"
"1696aecb-9d8d-5dd0-a0c4-70b01a26d21a","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Coordination","Please attach marked up drawing - Please take photo of title block"
"5750bf24-5a88-5afa-a69e-8103a7160550","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Coordination","Ensure that all new installations have been coordinated with other services, both new and existing"
