"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2793d104-8096-4488-97b7-cfe0d7b439cf","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-start","checklist-flat","FALSE","FALSE","Overall Pre-start"
"7d321522-7a02-5d81-b091-e54c960d4be3","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-start","Overall Pre-start"
"32477aa7-6521-54cb-a261-5ec481244801","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","System information:"
"2c631555-8751-57b9-9490-7ed5a48ef577","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","SSP Attached"
"68710b7d-7182-5ec6-a417-9c1a38e26746","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Task Analysis Attached"
"2f0f3d98-ce8d-5a07-86ea-b731b5a0cf46","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Relevant Drawings Attached"
"0eb7569e-810e-58b9-ad27-068363b1d975","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Pre-Start Photos"
"4df8bc77-76b6-4b3f-aab0-8d414016ea97","","folder-normal","work-in-progress","","step","TRUE","FALSE","DO NOT SEND IN HANDOVER KIT - QA"
"e5b74782-410e-4552-a5aa-975403a4a4ef","","folder-normal","pass","","step","TRUE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","RoofSafe Cable Systems"
"623a55be-28c7-4ff8-a837-c9b7bf7d13e9","","folder-normal","pass","","step","TRUE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","RoofSafe Cable Systems","1No RoofSafe Cable System @ 124m - Line 01"
"ab1184ed-50be-4d9c-98dd-195e95ef4422","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","RoofSafe Cable Systems","1No RoofSafe Cable System @ 124m - Line 01","Pre-Fit Off Checklist"
"78c8a8b3-bd18-534e-945c-9684a9c3186b","","checkpoint-status","pass","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","8mm Horizontal Lifeline Cable Systems","1No 8mm Horizontal Lifeline Cable System @ 2.7m - HLL Line 02","Fit Off Checklist - HLL Line 02","Confirm the structure is in accordance with the details supplied by PBI"
"bd1d5dab-dc98-57aa-9776-378f3872dca5","","holdpoint","pass","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","8mm Horizontal Lifeline Cable Systems","1No 8mm Horizontal Lifeline Cable System @ 2.7m - HLL Line 02","Fit Off Checklist - HLL Line 02","EMAIL PM"
"c0632892-623b-5ca4-9363-21eeda4dfec0","","checkpoint-status","pass","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","8mm Horizontal Lifeline Cable Systems","1No 8mm Horizontal Lifeline Cable System @ 2.7m - HLL Line 02","Fit Off Checklist - HLL Line 02","Photo taken of line pull test - 4 photos required"
"6ab553e7-a566-507f-b58b-37767cddf97a","","checkpoint-status","pass","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","8mm Horizontal Lifeline Cable Systems","1No 8mm Horizontal Lifeline Cable System @ 2.7m - HLL Line 02","Fit Off Checklist - HLL Line 02","Photo taken of Swages - 12 photos required"
"14a387d9-bfe9-5542-8466-cc2eb94eb4ed","","checkpoint-status","pass","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","8mm Horizontal Lifeline Cable Systems","1No 8mm Horizontal Lifeline Cable System @ 2.7m - HLL Line 02","Fit Off Checklist - HLL Line 02","Photo taken of Engraved Line Plate / ID Tag"
"46610fa6-b386-5705-ad84-66e7abb8de38","","checkpoint-status","pass","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","8mm Horizontal Lifeline Cable Systems","1No 8mm Horizontal Lifeline Cable System @ 2.7m - HLL Line 02","Fit Off Checklist - HLL Line 02","Video taken of system"
"a62e987c-77f4-5ac8-beec-a4c1bcd07a2c","","checkpoint-status","pass","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","8mm Horizontal Lifeline Cable Systems","1No 8mm Horizontal Lifeline Cable System @ 2.7m - HLL Line 02","Fit Off Checklist - HLL Line 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"9f9600d3-086d-4b81-b78f-4fd574263eed","","folder-normal","work-in-progress","","step","TRUE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems"
"a486e15e-b354-4ea1-a744-c035942931b6","","folder-normal","work-in-progress","","step","TRUE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1"
"e9857699-80b3-4526-b059-703a3de59f2a","","folder-normal","work-in-progress","","step","TRUE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @52m - ALTRail 01"
"58cf895f-46b1-4852-bcd7-19671d4d00d1","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @52m - ALTRail 01","Pre-Fit Off Checklist"
"97614b01-9a20-5c7c-9d09-aaa330ec9931","","checkpoint-status","pass","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @52m - ALTRail 01","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"049fbe42-af3b-510a-939b-651e019aac11","","holdpoint","pass","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @52m - ALTRail 01","Pre-Fit Off Checklist","EMAIL PM"
"6c15ebaa-0adc-55ba-837e-01d16a5fd6f0","","checkpoint-status","not-applicable","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @52m - ALTRail 01","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"e8648b05-a1ce-53e7-b228-1c99fc82928c","","checkpoint-status","pass","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @52m - ALTRail 01","Pre-Fit Off Checklist","Photos taken"
"a52b4b24-976b-4ee9-a35f-cf64e01ad891","","checklist-flat","work-in-progress","Rail Checklist","checklist-flat","FALSE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @52m - ALTRail 01","Rail System - ALTRail 01"
"ce329a3d-b429-5006-aee7-e58b6c8ec7ae","","checkpoint-status","work-in-progress","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @52m - ALTRail 01","Rail System - ALTRail 01","Confirm the structure is in accordance with the details supplied by PBI"
"37f06bd7-58fa-5346-9b40-4001488ae0a0","","holdpoint","work-in-progress","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @52m - ALTRail 01","Rail System - ALTRail 01","EMAIL PM"
"5c05160c-9eeb-5cf0-b66b-c1ffc831f117","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @52m - ALTRail 01","Rail System - ALTRail 01","Photo taken of Engraved Line Plate / ID Tag"
"3384b4cb-c81c-5a92-ba52-cc180cdfa2df","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @52m - ALTRail 01","Rail System - ALTRail 01","Video taken of system"
"55683607-422d-5efb-9c07-2bfa6c86e422","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @52m - ALTRail 01","Rail System - ALTRail 01","Description input of location / person Rail systems shuttle left with"
"7437a84d-5f67-5711-8f2e-7501008b4d50","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @52m - ALTRail 01","Rail System - ALTRail 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"2439e528-beb1-4063-b512-d5df70970d9e","","folder-normal","not-started","","step","TRUE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 02"
"ab815cd2-bcdf-4a5c-9342-b746be6cb54e","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 02","Pre-Fit Off Checklist"
"2c333f05-91a9-5067-93ff-0abfdf0dbd8d","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 02","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"01581111-ec4a-5a85-b681-149c48c4339b","","holdpoint","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 02","Pre-Fit Off Checklist","EMAIL PM"
"b07e6d2f-a4f4-5dd9-bdff-aedd5c499c9d","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 02","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"b87a5773-4b20-5efb-ad75-5342368ee987","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 02","Pre-Fit Off Checklist","Photos taken"
"daf17a71-6569-4af3-8a11-50a8c4c19a9e","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 02","Rail System - ALTRail 02"
"b73942e9-c81d-5d79-94f6-aa727a8ebacb","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 02","Rail System - ALTRail 02","Confirm the structure is in accordance with the details supplied by PBI"
"b8d6b609-e73a-5aa0-a55d-e4786154f333","","holdpoint","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 02","Rail System - ALTRail 02","EMAIL PM"
"bdd92320-1f47-5d19-9da0-ff193479fcc7","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 02","Rail System - ALTRail 02","Photo taken of Engraved Line Plate / ID Tag"
"323f9400-d84d-5b39-87d1-23dd9f2a9c78","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 02","Rail System - ALTRail 02","Video taken of system"
"eea1e980-2dd7-56cd-abe4-aeef8c28a8f1","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 02","Rail System - ALTRail 02","Description input of location / person Rail systems shuttle left with"
"c03c6e5b-ae16-5089-a7ea-2b6571ba40bf","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 02","Rail System - ALTRail 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"9dbbfa9a-d7eb-4b99-b0de-fba5e06b6ffe","","folder-normal","not-started","","step","TRUE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 03"
"b82b9e1f-7746-4149-86a6-7ae6804e3ff2","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 03","Pre-Fit Off Checklist"
"5c89c966-9f3b-51ee-87c2-4393277cc741","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 03","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"d35e9a51-0664-51c2-a023-b1d303f9dacf","","holdpoint","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 03","Pre-Fit Off Checklist","EMAIL PM"
"9a3d52f4-a393-5f84-970b-0fdf07429f6b","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 03","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"720da38a-f1b2-51ba-8f46-9459819784e7","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 03","Pre-Fit Off Checklist","Photos taken"
"480415c0-eeb8-41f3-bc3f-847fd0c1cf30","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 03","Rail System - ALTRail 03"
"87956424-2395-5d2d-b476-700a3138af10","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 03","Rail System - ALTRail 03","Confirm the structure is in accordance with the details supplied by PBI"
"c198c8a8-2172-5cde-97fa-6bee71d942a0","","holdpoint","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 03","Rail System - ALTRail 03","EMAIL PM"
"3c77a2c5-7d3a-5281-97a9-96771eed0d51","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 03","Rail System - ALTRail 03","Photo taken of Engraved Line Plate / ID Tag"
"c4e79b0c-0a6f-5c57-bf2c-595c9ace84e1","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 03","Rail System - ALTRail 03","Video taken of system"
"6e12b300-b68d-5cb2-98bb-be558d174831","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 03","Rail System - ALTRail 03","Description input of location / person Rail systems shuttle left with"
"5a32daa8-f5c1-53fb-b70e-a9331a90eff2","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 1","1No Altrac Structure Rail System @17m - ALTRail 03","Rail System - ALTRail 03","Installed as per PBI drawings supplied and manufacturer's requirements"
"5283421a-b670-4f12-b2f4-2b0fdc1d0e53","","folder-normal","not-started","","step","TRUE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2"
"02721f18-355b-44be-9c07-192a3a2a66df","","folder-normal","not-started","","step","TRUE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @52m - ALTRail 04"
"15ca73f4-63de-486e-b877-d36f0b4a5d0f","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @52m - ALTRail 04","Pre-Fit Off Checklist"
"5af883bc-f5b7-5134-aad2-6917a2d84877","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @52m - ALTRail 04","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"b3ce7892-e38c-57c0-b0dd-1e56ec3af9b7","","holdpoint","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @52m - ALTRail 04","Pre-Fit Off Checklist","EMAIL PM"
"f12545e2-0594-5c94-920b-38833a3b31cf","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @52m - ALTRail 04","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"f8eb15df-905e-53dc-8231-d424f2454eaf","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @52m - ALTRail 04","Pre-Fit Off Checklist","Photos taken"
"131eda4b-ceef-4d82-8766-73a1d3bba47b","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @52m - ALTRail 04","Rail System - ALTRail 04"
"85d70f5f-2bae-510b-8974-004b08cc519f","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @52m - ALTRail 04","Rail System - ALTRail 04","Confirm the structure is in accordance with the details supplied by PBI"
"16917b75-e1b8-5226-939a-d6ffb5e7d02e","","holdpoint","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @52m - ALTRail 04","Rail System - ALTRail 04","EMAIL PM"
"5a7d56ab-7389-5c68-b70f-84b0561d54d3","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @52m - ALTRail 04","Rail System - ALTRail 04","Photo taken of Engraved Line Plate / ID Tag"
"eb052952-8e86-5d9f-8cdc-ac9226bb7113","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @52m - ALTRail 04","Rail System - ALTRail 04","Video taken of system"
"abfad950-894a-5c26-8e3d-7dfb0133a079","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @52m - ALTRail 04","Rail System - ALTRail 04","Description input of location / person Rail systems shuttle left with"
"4db7f9ad-c7c8-5f5f-9920-74bcac43deff","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @52m - ALTRail 04","Rail System - ALTRail 04","Installed as per PBI drawings supplied and manufacturer's requirements"
"8e724b54-74b3-45f1-9073-02012ab68c91","","folder-normal","not-started","","step","TRUE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 05"
"beaedf14-abfe-4289-a8d3-6d9893b7f90d","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 05","Pre-Fit Off Checklist"
"cd8ad583-616e-5995-817d-711229866c60","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 05","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"8239c2f2-2688-5327-b8de-4f2d78ee7354","","holdpoint","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 05","Pre-Fit Off Checklist","EMAIL PM"
"93718367-87c6-5b39-ba6f-01b5d77dafce","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 05","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"5feec041-d354-5c56-a945-9b1bd870f92e","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 05","Pre-Fit Off Checklist","Photos taken"
"30f8884e-24d4-44df-9a0f-a8b3e24b3ae4","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 05","Rail Checklist 05"
"09d5b4f6-1f5a-546f-a43f-92e36b5214b2","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 05","Rail Checklist 05","Confirm the structure is in accordance with the details supplied by PBI"
"af281384-c45f-5c3c-bf07-191ed0ac98c7","","holdpoint","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 05","Rail Checklist 05","EMAIL PM"
"5a765ee2-4733-51c8-921b-ffd4497bc8bf","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 05","Rail Checklist 05","Photo taken of Engraved Line Plate / ID Tag"
"93c99616-e4bb-5bee-afe6-895245376d61","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 05","Rail Checklist 05","Video taken of system"
"ad00b759-8ec4-5992-a4d6-812a972ec630","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 05","Rail Checklist 05","Description input of location / person Rail systems shuttle left with"
"67518985-b3c6-5b78-bc17-2ce130b15384","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 05","Rail Checklist 05","Installed as per PBI drawings supplied and manufacturer's requirements"
"3d85b096-8b97-4b59-b2fc-fcc84c3c839d","","folder-normal","not-started","","step","TRUE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 06"
"9224d590-ce11-45ff-93fe-53c134ab3be3","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 06","Pre-Fit Off Checklist"
"157152a3-c5af-55c7-9dc4-878850d4c524","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 06","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"a011e1c6-2709-59ee-95a1-1be8da8c70d2","","holdpoint","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 06","Pre-Fit Off Checklist","EMAIL PM"
"05de5615-cf81-576c-9ac2-117192237fce","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 06","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"c1f98031-b9ac-5c5c-90cd-d71abda1f7c3","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 06","Pre-Fit Off Checklist","Photos taken"
"14fb59c7-801b-4954-b62c-9feb940f9799","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 06","Rail Checklist 06"
"7fdca793-9669-5d5d-a428-b3a5dfdf4192","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 06","Rail Checklist 06","Confirm the structure is in accordance with the details supplied by PBI"
"22ba5013-3e25-5786-92b3-2e5197bf5acc","","holdpoint","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 06","Rail Checklist 06","EMAIL PM"
"bd78c0fd-5e38-5bed-8428-1e9a3f0d8009","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 06","Rail Checklist 06","Photo taken of Engraved Line Plate / ID Tag"
"beef2572-0a62-5f49-9407-c9ec51a1d5fb","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 06","Rail Checklist 06","Video taken of system"
"8dd94876-8f78-50b3-a01f-bfc595f7921c","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 06","Rail Checklist 06","Description input of location / person Rail systems shuttle left with"
"c74fd955-857e-5256-8efd-5f8f24df0cc2","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Rail Systems","Hangar 2","1No Altrac Structure Rail System @17m - ALTRail 06","Rail Checklist 06","Installed as per PBI drawings supplied and manufacturer's requirements"
"0d691231-ddce-4085-92c4-0dc347d73b45","","checklist-flat","work-in-progress","Data Plate, Access Point (Rails and Line Systems)","checklist-flat","FALSE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","Data Plate, Access Point & Carriage/Travellers"
"c5942a8d-20b7-56a2-a47d-027cb22c4941","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Data Plate, Access Point & Carriage/Travellers","Details of Data Plate"
"444f9089-afdf-59d7-8804-a18b3fc2f90d","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Data Plate, Access Point & Carriage/Travellers","1 photo required of Data Plate"
"e1b8c222-986f-5508-a8a9-899a352bbb32","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Data Plate, Access Point & Carriage/Travellers","Details of Access Point"
