"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"aedc3686-8bc6-4aa8-a885-f82f6d643319","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"af11d9ce-762a-50b7-844f-5566b82978c1","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"bafcc70f-08f3-4d78-8bc4-b55b930ecc7e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"1a39be66-eb87-4e74-a29c-706688e2ee27","","checklist-sectioned","pass","2e38763aea9cfef5386e9c397d1b9c4d03d3f1e56a7b082a6dc0712abde9da76","checklist","FALSE","FALSE","Precast Manufacture","Weld plate details"
"881fc2f7-4624-56d5-9fe5-7055b7581f7d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details"
"ea7f4ad4-bffd-52af-9c67-f8eeef48f33d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Edge Detail"
"827675aa-3982-5083-b119-c9b76b38d07f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Bar Projections"
"93529ee4-6443-5c7e-8fc2-54a1d59d0bc8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Cast in items"
"9d8622e4-44ed-41fa-b549-4ebc86b9c5ef","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 30"
"0880abe4-1680-46d9-8392-b59e4af53caa","","checklist-sectioned","not-started","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30","Panel -1"
"b34683d2-3c28-576b-8188-83c8add0bd68","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -1","Pre-Pour Check"
"ab825b01-5965-57b9-b197-13a0aec7e189","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -47","Pre-Pour Check","Cast In Items"
"5679a427-e83c-5be7-8a2b-5a72d30672b0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -47","Pre-Pour Check","Marker Position and No."
"089259bb-1403-59a3-9d5c-9ecf9df760c7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -47","Pre-Pour Check","Make mould to Green Status"
"de4c2898-b0f3-58d0-a2b3-02382f9dd497","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -47","Concrete Works"
"019ba2b4-ee44-5c30-90bf-2ede176f2471","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -47","Concrete Works","Concrete Works Details"
"dc9be2a8-ab6b-5c19-a6d9-e0fff220b2b2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -47","Concrete Works","Wilco Sample Taken"
"051404ea-6d81-560c-80b1-c72ba5459886","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -47","Concrete Works","Bridgeman Sample Taken"
"ace87083-ae29-58e4-9ad8-5c6045c0e8ce","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -47","Concrete Works","Supervisor Approval"
"1b67531f-59fc-588e-a4bc-d7d81ee54522","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -47","Post Pour Check"
"53a45f99-70da-560b-abcf-2fc56f300448","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -47","Post Pour Check","Edge Detail"
"fb622aec-1a06-55a3-bf5c-0e7bf4a80029","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -47","Post Pour Check","Bar Projections"
"05fa1711-6e38-55a4-8be4-e103dc8a7a20","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -47","Post Pour Check","Cast in items"
"5b478d7c-3ae2-5021-bcfe-94c10256765c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -47","Stripping and Stacking"
"bf5eb38a-98f1-58d6-b2df-9fd6217db139","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -47","Stripping and Stacking","Stripping & Stacking"
"e48d6d4d-2aae-43e2-b416-2e127ae748a3","","checklist-sectioned","pass","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 31 - 60","Panel -48"
"171f149a-fae1-5e72-8a07-268cbee8cfcb","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -48","Pre-Pour Check"
"03f3c679-223f-5e20-973d-4b9ae3267373","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -48","Pre-Pour Check","Dimensions"
"997479da-5ad5-532e-8776-4889775efeaf","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -48","Pre-Pour Check","Mould Clean"
"4c657f99-d957-5ac2-9c3a-27bb012bfba6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -48","Pre-Pour Check","Mould Oiled"
"703ef695-de6c-5f2a-a4dc-ba6837926b06","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -48","Pre-Pour Check","Mould - Workmanship"
"3717c267-4be6-5468-a993-6102427ac7bf","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -48","Pre-Pour Check","Reinforcing"
"970cc8c4-eaa3-5e0a-9b86-520e4ab4f89c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -48","Pre-Pour Check","Cast In Items"
"5b7f595c-864e-540c-9c63-549730932718","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -48","Pre-Pour Check","Marker Position and No."
"510943af-addc-5116-a4b9-a3000f188c13","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -48","Pre-Pour Check","Make mould to Green Status"
"63585d7e-36d7-5aa1-8433-60f607b5a9bc","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -48","Concrete Works"
"621e29a9-99e5-5f9b-a94e-96998b8b3a42","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -48","Concrete Works","Concrete Works Details"
"fc4a8e28-d59f-5c0d-a9de-3b66a1c98c3f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -48","Concrete Works","Wilco Sample Taken"
"012f325f-bafc-5f9c-b1e1-0947e56700bd","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -48","Concrete Works","Bridgeman Sample Taken"
"6b371068-c928-51a9-8455-def54a553da7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -48","Concrete Works","Supervisor Approval"
"98ec2ee3-e0f5-53d1-9b3a-210ebceeae8e","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -48","Post Pour Check"
"84189104-6be3-54f0-9357-d5085043d6a2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -48","Post Pour Check","Edge Detail"
"ed2ed3d6-4cbd-59d8-8943-ba997e9cda55","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -48","Post Pour Check","Bar Projections"
"caba0215-e733-5205-bd35-f8305713084b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -48","Post Pour Check","Cast in items"
"94096bc6-0858-5d17-bc54-6bd95d33b688","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -48","Stripping and Stacking"
"af10040c-2922-5091-989c-70f2d672018f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -48","Stripping and Stacking","Stripping & Stacking"
"3d706be7-8c6d-46ac-ba9d-663903487a4a","","checklist-sectioned","pass","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 31 - 60","Panel -49"
"198ea67d-67b8-5c0e-96af-38b6a8625715","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -49","Pre-Pour Check"
"0339eec5-426f-5ec8-9a93-81a7fc6d29cd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -49","Pre-Pour Check","Dimensions"
"9d1f369f-60f3-5968-9889-1f6672717d58","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -49","Pre-Pour Check","Mould Clean"
"63cd2718-f9f6-5771-9c6d-cff7a056ef53","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -49","Pre-Pour Check","Mould Oiled"
"8c9ccdde-ae6f-5f0d-a1ef-efd0c6b82122","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -49","Pre-Pour Check","Mould - Workmanship"
"555021fb-30d0-5410-8493-2a17ecdc60f3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -49","Pre-Pour Check","Reinforcing"
"93d8ccee-f298-5724-8ec0-c006df8b74c6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -49","Pre-Pour Check","Cast In Items"
"73d11b40-24e4-5471-ba8e-ae950bd6a3de","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -49","Pre-Pour Check","Marker Position and No."
"890a0dd9-275e-521e-859a-988e6943229d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -49","Pre-Pour Check","Make mould to Green Status"
"5ec248a2-8e15-556e-8af7-9df7c4088ac2","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -49","Concrete Works"
"d9008bb1-e54d-53d9-8aa5-b40c64332814","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -49","Concrete Works","Concrete Works Details"
"d38d71c6-44ca-5835-8a40-764ccbe201ba","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -49","Concrete Works","Wilco Sample Taken"
"32972ebc-56d5-5342-86f0-07b9c074b764","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -49","Concrete Works","Bridgeman Sample Taken"
"e451a4e1-7958-5543-abc1-f16dc154f8f5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -49","Concrete Works","Supervisor Approval"
"0b56573e-49cc-5ca9-b734-25102a16c3a4","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -49","Post Pour Check"
"72c5a7ad-f3ae-5327-82a1-3cbca4498fdc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -49","Post Pour Check","Edge Detail"
"bdf39959-8990-52f3-bf26-b99434bea9f9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -49","Post Pour Check","Bar Projections"
"cdc09aee-300f-569c-b73c-0574b7715434","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -49","Post Pour Check","Cast in items"
"90a8f3c0-8520-5506-8164-85cb75fb13fe","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -49","Stripping and Stacking"
"007d5aa6-0578-51ac-8b29-a15e911da33a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -49","Stripping and Stacking","Stripping & Stacking"
"91f4c3a7-6376-485d-8a76-03b281f14111","","checklist-sectioned","pass","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 31 - 60","Panel -50"
"caa9bde7-be63-55de-ad0d-b7a11f81d269","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -50","Pre-Pour Check"
"9c498419-8325-5cc7-bc4a-d6dedde5f9f2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -50","Pre-Pour Check","Dimensions"
"09e48588-5af5-5136-8a81-cc0fc6837af7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -50","Pre-Pour Check","Mould Clean"
"2cdd2dda-0b38-5b95-b7a3-7ea786dd7690","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -50","Pre-Pour Check","Mould Oiled"
"dd143346-5170-54d7-9180-f640f04b4202","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -50","Pre-Pour Check","Mould - Workmanship"
"442677aa-5661-5be4-8e06-0fde68d4846d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -50","Pre-Pour Check","Reinforcing"
"78d1f7f3-17e8-539e-bbba-634783a87b2e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -50","Pre-Pour Check","Cast In Items"
"f4b6614d-375e-58c5-a905-371667f98f4e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -50","Pre-Pour Check","Marker Position and No."
"0bd1711f-d051-59a8-81fc-b8f713157f3f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -50","Pre-Pour Check","Make mould to Green Status"
"1baeafc5-653f-59ad-802a-b466effe26e8","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -50","Concrete Works"
"cb56beb1-b2a1-5fa9-9719-8e25668e03e1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -50","Concrete Works","Concrete Works Details"
"98ce524d-53ab-5d02-9f1e-ed7b8da088b7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -50","Concrete Works","Wilco Sample Taken"
"b1eb687a-aa47-594d-9a2b-c39cb9d07aaa","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -50","Concrete Works","Bridgeman Sample Taken"
"0a79c5df-05c8-5c43-b723-71bc456ea1b3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -50","Concrete Works","Supervisor Approval"
"0375886d-a7cb-5307-9d9c-92e91cef7db1","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -50","Post Pour Check"
"ad2430ee-ffc9-52d6-aba3-554fe4e3ea03","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -50","Post Pour Check","Edge Detail"
"ecea9b36-98bd-5860-bfab-1e7f46056a6f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -50","Post Pour Check","Bar Projections"
"1ffc7f8b-4260-57e7-aab2-b7291f2ab1e6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -50","Post Pour Check","Cast in items"
"609c5b96-ceee-5fe6-9295-0bb51c84f0d9","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -50","Stripping and Stacking"
"46c447ed-1c4d-5288-81a6-f333f0d8700f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -50","Stripping and Stacking","Stripping & Stacking"
"9e88d971-fe8e-42f6-9481-536b06f2163d","","checklist-sectioned","pass","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 31 - 60","Panel -51"
"0da95a42-6b30-5014-8a0d-418727937440","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -51","Pre-Pour Check"
"1540be7e-4fe8-5a7c-986f-29dbdf9e4640","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -51","Pre-Pour Check","Dimensions"
"873e2920-cd23-578a-a72e-d2db46b730ed","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -51","Pre-Pour Check","Mould Clean"
"12b3c794-a562-565b-bd80-b37ed8da1e78","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -51","Pre-Pour Check","Mould Oiled"
"a717ef24-a7f0-51c7-90e9-06aca0e26ed8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -51","Pre-Pour Check","Mould - Workmanship"
"f2ef906d-a849-56da-bfc6-62e8308d112b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -51","Pre-Pour Check","Reinforcing"
"495af92e-c734-5fe6-adc0-b6180b40ea8f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -51","Pre-Pour Check","Cast In Items"
"86cffdd2-ddb3-5fcf-a712-780637e8b959","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -51","Pre-Pour Check","Marker Position and No."
"8d2e7831-1514-5afc-b828-7d87cc3b4b1b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -51","Pre-Pour Check","Make mould to Green Status"
"4ae73a12-9387-5400-b54f-242d91658b22","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -51","Concrete Works"
"de8daa1a-11b6-503b-a1cc-d5e3a0570a98","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -51","Concrete Works","Concrete Works Details"
"89f71a28-15e0-59c1-9e28-7bac882e9610","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -51","Concrete Works","Wilco Sample Taken"
"b9f907c3-5fcb-5cf5-8fe0-c7164fbffdca","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -51","Concrete Works","Bridgeman Sample Taken"
"a6bde2d4-4389-564e-ad66-e89644cc9551","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -51","Concrete Works","Supervisor Approval"
"01efb055-9431-51f0-a9d0-5055548d149b","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -51","Post Pour Check"
"6b7d20da-a406-59cb-ab60-5b7c9d1c4b04","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -51","Post Pour Check","Edge Detail"
"edc7e3f0-2b27-5d53-b9df-97c93a49f231","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -51","Post Pour Check","Bar Projections"
"9bdbae39-d9e8-5d9b-9e3f-52d12f5f1fa1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -51","Post Pour Check","Cast in items"
"ab6715cd-c902-5647-8ff9-e10e46b01142","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -51","Stripping and Stacking"
"1a7c2e96-00a6-594c-a899-267a96ad68ed","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -51","Stripping and Stacking","Stripping & Stacking"
"e8f80551-fae4-4cc2-b163-72b2e5d11c10","","checklist-sectioned","work-in-progress","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 31 - 60","Panel -52"
"243fd653-f258-5e77-afce-1d80b20d8f03","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -52","Pre-Pour Check"
"e63b4cf8-2a75-5c7d-9867-3cc25ad3fab9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -52","Pre-Pour Check","Dimensions"
"938e1046-d132-57d3-9354-45e439df3859","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -52","Pre-Pour Check","Mould Clean"
"918fd147-5977-5b12-8d43-69d7c1ec5bb4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -52","Pre-Pour Check","Mould Oiled"
"830c6754-adf4-5a06-ada1-3b0ed228e2b3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -52","Pre-Pour Check","Mould - Workmanship"
"875a96a3-ebd8-563b-af84-8eabefe4a317","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -52","Pre-Pour Check","Reinforcing"
"268aba45-d77f-5929-b469-77ffa7580bbe","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -52","Pre-Pour Check","Cast In Items"
"f1ab2fe4-bdf7-50a0-9e8a-8e42aa9cef2e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -52","Pre-Pour Check","Marker Position and No."
"706b4081-847b-5a09-9a2b-0549a9032f9f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -52","Pre-Pour Check","Make mould to Green Status"
"680f244e-f7f0-50bd-b5a1-fbdd655789c1","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -52","Concrete Works"
"8afb2e60-30a9-51de-9dae-f956de58d8ed","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -52","Concrete Works","Concrete Works Details"
"e817ea38-ea7d-5039-955b-ed9bb26c976c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -52","Concrete Works","Wilco Sample Taken"
"ff604647-4f7b-5f02-89de-a8fb004642ec","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -52","Concrete Works","Bridgeman Sample Taken"
"fe91719d-409e-55f5-a775-ba8d59b7f5d5","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -52","Concrete Works","Supervisor Approval"
"3d6779d8-bde1-5021-8623-a13c3f098141","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -52","Post Pour Check"
"ca77f014-026c-5271-a04a-754fd93604f6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -52","Post Pour Check","Edge Detail"
"07b86194-0d12-52d6-8975-2b4b8d6340a6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -52","Post Pour Check","Bar Projections"
"d3002892-5a69-5a62-be2f-afd5a1559e14","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -52","Post Pour Check","Cast in items"
"78cfabd3-d57f-5995-9922-5ec00c9fc7f1","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -52","Stripping and Stacking"
"99e29a03-30e0-527b-b966-1c58dd1dc01d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -52","Stripping and Stacking","Stripping & Stacking"
"36054365-1ca8-4544-bde6-98fa3fcf8eb3","","checklist-sectioned","work-in-progress","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 31 - 60","Panel -53"
"61cd4099-4859-50a7-abff-e06d1596d74e","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -53","Pre-Pour Check"
"a608fa1a-6ea9-5cc2-92c5-eab950926446","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -53","Pre-Pour Check","Dimensions"
"b3e4208a-9364-5e16-b24d-fdfed09a14bc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -53","Pre-Pour Check","Mould Clean"
"d591f636-9b4c-5224-9eff-6d371162c4f0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -53","Pre-Pour Check","Mould Oiled"
"fef6c241-f81d-537d-abb2-c30d440257ff","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -53","Pre-Pour Check","Mould - Workmanship"
"b4ec8e61-9ae5-5097-a560-dd0becbb45c2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -53","Pre-Pour Check","Reinforcing"
"fecee830-9988-5687-ab69-63eea9228b81","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -53","Pre-Pour Check","Cast In Items"
"a27eb621-1fe8-5b98-8830-3ab7220f9590","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -53","Pre-Pour Check","Marker Position and No."
"5e023c19-0609-5d82-96ff-2ff47aa55a26","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -53","Pre-Pour Check","Make mould to Green Status"
"dbff0836-931f-5ef0-ab4a-e0c7a6dd4d20","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -53","Concrete Works"
"b3e97ac3-81c4-5caa-80d9-16d4493ed2cb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -53","Concrete Works","Concrete Works Details"
"5e1e94c4-01b0-517c-8ab3-152ae35a7696","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -53","Concrete Works","Wilco Sample Taken"
"328fbeca-d6e1-5981-8369-9b1149879fcb","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -53","Concrete Works","Bridgeman Sample Taken"
"66a9e669-e3dd-5c42-907c-094f61f29d65","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -53","Concrete Works","Supervisor Approval"
"7f6a3075-5606-58eb-a921-298590ef8b5d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -53","Post Pour Check"
"df50269b-3d42-5eb8-b429-525f9fc983c2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -53","Post Pour Check","Edge Detail"
"d77f6fa9-49fd-5cbd-8457-bb6e1efb7a91","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -53","Post Pour Check","Bar Projections"
"cd9b0cb6-1945-51b1-a8bb-babf8f66be28","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -53","Post Pour Check","Cast in items"
