"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"48b2cf9e-2b67-4519-9523-d50f38fedca6","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"61ac5ac0-930c-481c-a981-c71dc2e7d339","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block A"
"6a6be177-ebcd-472b-ba68-843b525a0b10","","not-started","","folder","TRUE","FALSE","Site QA","Block A","Lot 01"
"f6f1f4a3-018e-4a8b-af86-af192e958526","","not-started","","folder","TRUE","FALSE","Site QA","Block A","Lot 01","Rough-in Plumbing Installation"
"2d2d188a-3399-4044-b5d1-6068fa40db53","","not-started","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Rough-in Plumbing Installation","Waste & Vent Installation"
"a3ca5ade-3d54-5d02-b80c-3fc1f2a3eecb","","not-started","","section","FALSE","FALSE","Site QA","Block A","Lot 01","Rough-in Plumbing Installation","Waste & Vent Installation","Details:"
"24ac1884-6407-59d0-bef6-13c146a466e0","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"6bda47f0-22aa-5bea-bfac-f61089da32ae","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Installation complies with current drawings & specifications"
"9e5e422e-653c-53c9-952d-c8d6a9bae47b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"8596e890-1979-53c3-9533-9d9b4752b6fa","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check for damage or leaks"
"777cece4-fb7e-5df3-ae6b-22cb3d1b1560","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check fixing points are secure"
"0890df49-48d2-500d-a6b8-446f2439ed6f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check level & alignment"
"385c1208-425b-5b6d-85f9-d7989afe38e0","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check mini stops"
"4e0b6dc7-4ac7-5fca-98a7-1007c1d86726","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check flexible connections are not twisted or kinked"
"bc48a6c3-81d6-53c5-8ad0-3344e81fcdac","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check special DDA accessories (if applicable)"
"d4efb069-cdc0-5f12-97c1-b5a5c009c3c9","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check waste & trap connections"
"3e956d90-288b-5ae8-92d1-ed734ed27052","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check all functions, controls & remote sensors for correct operation"
"635bae92-01e7-5783-ac85-8c6885b4d7fd","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check trap is clear of debris"
"b4bf54e7-045f-5b4e-bc2f-0c232ddeec1c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check caulking"
"824ea32a-3901-405a-8f16-d3ce36bef83c","","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Shower & Tapware Installation"
"fdf4620c-f903-577a-b5fc-fc849f197ab7","","not-started","","section","FALSE","FALSE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:"
"b300185a-ebc0-5a3b-bc30-e870f23bdcdf","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"a039044c-f5dd-5b76-b6a6-a45f7d7d2654","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"ca9e5803-3aef-5bce-aedc-6454338fe0ba","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Installation complies with current drawings & specifications"
"7bdfbdc4-fbb3-5d02-9f88-dbcc4a85642e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"cfe94544-4dbb-5d09-a932-50fed94837e3","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check for damage or leaks"
"464ec2f8-b13a-5c59-9e13-6ebe36081248","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check fixing points are secure"
"cf2f1488-b933-5802-95b9-0a7e0ed95c77","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check level & alignment"
"79ef8c26-1a34-54d9-82fa-18af9362472b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check wall plates, mixers & diversion valves"
"b04bcd42-0955-5219-a708-2da761b42928","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check outlets, wall rails & hand showers"
"cd165965-9a17-5211-9778-84b5d6f0cbbd","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check special DDA accessories (if applicable)"
"8fc7470e-ad4a-5ee1-9e65-46df5842a7f7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check waste & trap connections"
"d0d3f281-3a6b-523d-bbcd-7b6c608f8270","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check all functions & controls for correct operation"
"e4512452-92b1-52bb-b2cb-fe3ec758c8b6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check floor grate level & alignment"
"4fd6e3d9-44ed-5223-a058-528d0caf2504","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check trap is clear of debris"
"510d20f2-3ed8-5580-9ccb-fa71fcb349a4","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check caulking"
"a6672327-8218-456e-b185-ae639c3cd96e","","not-started","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"7f4e6ed9-9acd-5b45-8807-05ab5eda1baf","","not-started","","section","FALSE","FALSE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:"
"61ee8541-58af-5624-85cb-7cafcc3bf5ae","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"638c9c59-777c-5ab1-8d7b-89a2f1009d31","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"ddcbb03c-6638-50c1-8eb7-5a9b1542c931","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Installation complies with current drawings & specifications"
"7ff9998f-0f52-5e18-81ed-802e3a4d6850","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"ab87a0de-66b4-5bf6-a02e-c107cb7294ca","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check for damage or leaks"
"a2ec41c2-bbfc-516d-8571-354c991ff49a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check fixing points are secure"
"f5f5d35d-25af-54ca-b38a-f265e9cbebf1","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check level & alignment"
"a12e8be1-a517-5028-b9b1-a638345a04ed","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check mini stops"
"ebac246c-d84c-5142-9d9d-43a887e41e7e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check flexible connections are not twisted or kinked"
"7976d926-5102-562c-8461-6e5c3b9f89b3","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check waste & trap connections"
"74d4b9b3-4c0f-5e05-8ea1-0b252d0815ac","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check dishwasher waste & water connections"
"0f8b43d2-1981-5468-a65e-d2d1863518dc","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check stop valves for future connections are capped"
"4184fdbb-8e00-52b4-9dfd-0edaa03bbcea","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check all functions & controls for correct operation"
"9b7098b9-a51b-54a2-b312-51828b21707d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check trap is clear of debris"
"fa3b6f72-4ad6-5bd5-876e-bf69f887d7d8","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check caulking"
"edda1640-58c4-4374-a475-777021a2f03d","","not-started","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Washing Machine Stops Installation"
"10272992-0b9a-5c0e-aaa3-5a6fec39b9a7","","not-started","","section","FALSE","FALSE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:"
"7d4b8ce2-38e7-5cce-b020-5e2fe864656c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"52d6984b-6f18-51e4-935e-5240b61e2552","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"b2986ca0-67ba-533d-b548-cd4a59501eb3","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","Installation complies with current drawings & specifications"
"e6da1518-6543-5817-bf5c-8265406cbf3c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"a903f5a4-586f-58f5-b4ed-b4c7483d98b9","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","Check for damage or leaks"
"be571992-5a4d-5c6b-bbe3-203360328b61","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","Check level & alignment"
"4a42afc6-05ae-5800-bf58-74d4d12ddb01","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","Check stops hose connections are capped off"
"030caf78-38ad-4f7e-95ff-148eb4728983","","not-started","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"7775cf5c-269e-5736-8bcd-afc3f84bf309","","not-started","","section","FALSE","FALSE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:"
"125be234-3df6-5b08-b665-c45e352a473f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"b4837ec4-65ea-5ed3-95d5-e8ae6245085f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"4aa1b7ca-fa4f-52d7-b792-79afd55b7918","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Installation complies with current drawings & specifications"
"db0c81fc-7dc6-5a52-9fb3-74807b02ecd7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"58078440-284e-59fb-b7bb-2b89128f9c4f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check for damage or leaks"
"12f708ad-f90c-5879-9447-d9fb59be2647","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check fixing points are secure"
"99fdc252-c248-5a89-9197-f2ad25b74a8a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check level & alignment"
"606a2901-9b75-5bb8-8d33-ff26097d6121","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check mini stops"
"3d92fec5-7f89-5a1b-877f-9f6ed991cae2","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check flexible connections are not twisted or kinked"
"00251844-01da-50de-a680-49a3bd430f38","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check waste & water connections"
"0d817653-a7a6-5951-a2ef-20cbfdf938b4","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check stop valves for future connections are capped"
"132170ae-00cc-538e-8442-f80224452061","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check all functions & controls for correct operation"
"2a4a1bee-40f7-5aab-b0d3-cb8b24101e01","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check trap is clear of debris"
"df2c89e1-fb5a-53e5-9f17-5677fb5d6ac8","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check caulking"
"9b135014-e7ac-4d58-aefb-818c0b9b1f1c","","not-started","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Tundish Installation"
"2e200246-a52f-5906-a4a2-25407d4747a2","","not-started","","section","FALSE","FALSE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Tundish Installation","Details:"
"77f27587-6d63-5244-ac09-d665dcfa85aa","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Tundish Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"bbec9c02-528c-5a71-9ae6-fa34519480e2","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Tundish Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"687fe375-af6d-50df-95e0-002c6d05f532","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Tundish Installation","Details:","Installation complies with current drawings & specifications"
"af79dd0a-2baa-5c01-b0e3-1d41b3e02000","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Tundish Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"67b0f6e1-e677-5b43-aeea-784c8cf4a129","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Tundish Installation","Details:","Check for damage or leaks"
"a064bf58-ebf0-51c4-b916-0eb84ebf80ab","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Tundish Installation","Details:","Check fixing points are secure"
"8bd03d14-fcef-5e18-9860-5818db007ed0","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Tundish Installation","Details:","Check level & alignment"
"1c08ba26-51d3-58dd-a51a-c33bf786fa9d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Tundish Installation","Details:","Check waste & trap connections"
"d80cf9f4-739e-56b5-b429-164a4e7a5e83","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Tundish Installation","Details:","Check trap is clear of debris"
"7d80378c-a1e8-4ab0-85d4-6bbac70042d8","","not-started","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Hose Tap Installation"
"46991e88-cd16-5362-9ff4-d320f7c3e07c","","not-started","","section","FALSE","FALSE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Hose Tap Installation","Details:"
"7134ae99-ec75-5ff8-90a7-1aa3d4b8911a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Hose Tap Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"000578f7-ff54-56df-8d06-02ca82c4b3c4","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Hose Tap Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"6c81bd3c-9600-5847-91b5-554269b89623","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Hose Tap Installation","Details:","Installation complies with current drawings & specifications"
"65db1f27-ead0-5351-a92d-500690c8aa0a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Hose Tap Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"65bbc422-cd97-5fb6-b587-70736a3420b2","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Hose Tap Installation","Details:","Check for damage or leaks"
"fb37961e-53c4-567e-b0a7-b577df0fbeec","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Hose Tap Installation","Details:","Vacuum breaker fitted"
"a134311d-8874-5b84-a6f9-bff3c58efda5","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Hose Tap Installation","Details:","Check pipe colour coding"
"9c38a157-db29-40ef-939d-7553cfa49472","","not-started","85f8719d60ad41b98a5587b25184f5e446cd76b96c5346e09c4474473806b8a9","checklist","FALSE","FALSE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Gas Appliance Installation"
"5c568a80-d33e-5529-a97d-1878736f11f3","","not-started","","section","FALSE","FALSE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Gas Appliance Installation","Details:"
"51a8e8d8-7142-5c36-9a8f-be6dd5b12402","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"7a777179-c408-5712-b859-4f8c21bc87e0","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)"
"0a644837-dae8-5c5f-a07b-6602f9e38c29","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Installation complies with current drawings & specifications"
"6bfbb9d4-d62b-511b-8b68-45bba2e2f6c2","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"0690b5eb-81f0-5601-bafa-68efe72b1338","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check for damage or leaks"
"01191176-aeea-5688-8eea-59f66c3e12ad","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check fixing points are secure"
"3173fa91-3fef-521b-a77d-4c7b5fd7d7fb","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check level & alignment is correct"
"6f2c4e99-b6e4-5ab6-b029-0ee75f7eef40","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check surrounding wall material is fire rated"
"2f14a488-fe56-54fa-b67e-bd2ad61e9c73","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check distance from cook-top to range hood complies with manufacturer specification"
"e24aa62b-1f91-5d0a-921d-9fd1e5274d3e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check surrounding walls to closest burner distance complies with manufacturer specification"
"0a95f801-5b13-5e25-81f6-b74e6e00577d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check flexible connections are not twisted or kinked"
"0e64e235-dbce-51b0-8716-b0088c787bb8","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check gas isolation valve"
"72daa313-3c3a-5cae-ad8c-53a2f98b13f0","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check gas pressure regulator"
"828affe8-1b9e-5512-b3df-6ece08492d68","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check all functions & controls for correct operation"
"433600e1-b6ca-4e3d-b2cb-563e1a779bcc","","not-started","","folder","TRUE","FALSE","Site QA","Block C","Lot 27","Hot Water Unit Installation"
"c2afe985-037d-40e5-a900-410ec9d9694b","","not-started","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Block C","Lot 27","Hot Water Unit Installation","Hot Water Unit Installation"
"bd12450b-c493-5574-ab5c-db487a7536d3","","not-started","","section","FALSE","FALSE","Site QA","Block C","Lot 27","Hot Water Unit Installation","Hot Water Unit Installation","Details:"
"800711c7-2bba-5741-afe9-8fac06573bef","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Hot Water Unit Installation","Hot Water Unit Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"45c52e82-9735-5542-bf6a-d6c027bec493","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Hot Water Unit Installation","Hot Water Unit Installation","Details:","Installation complies with current AS/NZS-3500"
"d622ffff-0bf9-578a-ba91-268be89f0eea","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Hot Water Unit Installation","Hot Water Unit Installation","Details:","Installation complies with current drawings & specifications"
"89e3688e-7562-5ce9-baa0-24b3775f4f5b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Hot Water Unit Installation","Hot Water Unit Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"a4afa2fc-0147-50da-96fd-2da30ae04d69","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block C","Lot 27","Hot Water Unit Installation","Hot Water Unit Installation","Details:","Check for damage or leaks"
