"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"05b6b7d1-bd37-4557-9677-3c01b3f63e59","","folder-normal","not-started","","step","TRUE","FALSE","Basement"
"3f910a05-31a3-4bee-b656-ef72e84d7de4","","folder-normal","not-started","","step","TRUE","FALSE","Basement","LB1"
"e837b3d9-858c-43d6-9d4b-917846159191","","folder-normal","not-started","","step","TRUE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01"
"1e96ab6a-686f-482c-9f42-2574a030fb18","","folder-normal","not-started","","step","TRUE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA"
"fdffae52-cfbe-4fbc-8389-390ae54fc6af","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Outside Air Duct"
"daa41a1b-b463-5ee2-a1ff-31734d4b9c03","","checkpoint-group","not-started","","","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Outside Air Duct","First Fix QA"
"2b221128-4a13-4df4-8fa6-1ec82e7f2fbb","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.07","IU-B-03.07"
"29618f92-047d-4c41-9913-7173954b869c","","checklist-sectioned","not-started","a1ba252b4f3eb2a481bd82929c21d46c353f76ab9bb5e461f0cbf93c6139a037","checklist","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.07","IU-B-03.07","CRL-ITR-016 - DX Units"
"9201e07a-e05e-5341-b678-426bd3d840f4","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.07","IU-B-03.07","CRL-ITR-016 - DX Units","DX Units"
"27279617-aa4f-548d-8149-d30e5316e027","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.07","IU-B-03.07","CRL-ITR-016 - DX Units","DX Units","Correct Indoor Unit Installed"
"27ea905f-3946-5903-afd6-a2cd5e26332d","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.07","IU-B-03.07","CRL-ITR-016 - DX Units","DX Units","Out door Unit Installed"
"5edbfe9d-5aa3-56c3-a01e-d4057b28bf3c","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.07","IU-B-03.07","CRL-ITR-016 - DX Units","DX Units","u/s of Unit at correct height"
"9c949f3b-7740-53f7-99fb-f7deeafeca93","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.07","IU-B-03.07","CRL-ITR-016 - DX Units","DX Units","Refrigeration Pipework installed as per drawings"
"4cd85111-e0e0-57d4-826b-8f3f51efbcb8","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.07","IU-B-03.07","CRL-ITR-016 - DX Units","DX Units","Condensate Piping installed"
"b8049a61-f22b-5b06-bf21-fcad02755317","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.07","IU-B-03.07","CRL-ITR-016 - DX Units","DX Units","Pressure Tested"
"d889cf14-2366-53f1-a785-efe16edf48af","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.07","IU-B-03.07","CRL-ITR-016 - DX Units","Unit Second Fix QA"
"dab64711-6d5d-5c33-9bac-8e3f547b7cb1","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.07","IU-B-03.07","CRL-ITR-016 - DX Units","Unit Second Fix QA","Filters Installed"
"cf3a9581-f45b-5601-ac93-5ea209555325","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.07","IU-B-03.07","CRL-ITR-016 - DX Units","E4M QA"
"48037457-e11e-52ec-907b-f7f7d5baea17","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.07","IU-B-03.07","CRL-ITR-016 - DX Units","E4M QA","Electrical Isolators installed in correct location"
"1e863f99-337e-5058-ae66-547238ab64a3","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.07","IU-B-03.07","CRL-ITR-016 - DX Units","E4M QA","Units Terminated"
"0c1b02da-35b1-559a-a3ef-20a227f3ec7d","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.07","IU-B-03.07","CRL-ITR-016 - DX Units","E4M QA","Units Tested and Running"
"b3bd2a3e-63a2-4a72-bb32-bd06322b1e35","","checklist-flat","not-started","CRL-ITR-018 - Condensate Insulation","checklist-flat","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.07","IU-B-03.07","CRL-ITR-018 - Condensate Insulation"
"9bf00eee-e074-5c3c-9588-f2e7e0ecef97","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.07","IU-B-03.07","CRL-ITR-018 - Condensate Insulation","Approved materials have been used (e.g. Elastomeric closed cell insulation), min 9m thick"
"19a197dc-88ac-5f97-8cfe-85fb1811602d","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.07","IU-B-03.07","CRL-ITR-018 - Condensate Insulation","Condensate pipework insulated correctly"
"bd085771-206a-5917-96e5-91ba204cec0a","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.07","IU-B-03.07","CRL-ITR-018 - Condensate Insulation","Confirm insulation is free of damages"
"001b1efb-3531-45e8-af79-058445e2f9a8","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08"
"f2d30e2f-15f7-4449-900e-762c407c9e92","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08"
"5d8d5f1c-c3fe-4633-abd9-d16bebe243cd","","checklist-sectioned","not-started","CRL-ITR-004 - Fans","checklist","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-004 - Fans"
"0dd97751-8c75-5778-b090-4cd8d84d3dd8","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-004 - Fans","Fans"
"0036b0c7-0803-55ac-a287-d7d59786a029","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-004 - Fans","Fans","Correct Equipment / plant installed"
"0d82f994-9a6c-58d7-bc20-a4a88a31477d","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-004 - Fans","Fans","Correct mountings / springs installed"
"e2606c25-8fda-507c-ad1c-94be6494c7eb","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-004 - Fans","Fans","U/S of Fan heights correct as per Workshop Drawings."
"c22666f9-9bd5-545d-9463-c23a46261701","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-004 - Fans","Fans","Correct Attenuator installed"
"62df91eb-2465-5bde-8120-18fae639ab0f","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-004 - Fans","Fans","Seismic Bracing Installed"
"feb35c3e-7023-5c11-a627-c6af718e9ab0","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-004 - Fans","Fans","Label to be installed"
"d873d6fc-d70d-5a7e-9b0a-79d82bd4f24e","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-004 - Fans","E4M QA"
"1570da76-2ac5-5e9b-87d5-2ecf95bc4e94","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-004 - Fans","E4M QA","Electrical Isolators installed in correct location"
"a6c8208f-8818-5d2f-bba1-45e6c6f756c4","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-004 - Fans","E4M QA","Units Terminated"
"64987cfe-5e9e-5cde-8381-97893621f424","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-004 - Fans","E4M QA","Units Tested and Running"
"e47db938-b08e-463f-9c8d-42c155ac14ac","","checklist-sectioned","not-started","CRL-ITR-001 - Mechanical Duct","checklist","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-001 - Mechanical Duct"
"cade46fd-1b8d-584b-aa60-030ac3d43425","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-001 - Mechanical Duct","First Fix QA"
"ca74b2f9-a27d-5b16-aa74-4a79827eda2e","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-001 - Mechanical Duct","First Fix QA","Check-off Shop Drawings. Is it all installed correctly: i.e.., each run complete."
"2cb81f58-42b9-5261-b17e-1844db390b27","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-001 - Mechanical Duct","First Fix QA","U/S of duct heights correct as per Workshop Drawings."
"0c165881-52d1-5f1b-a34f-c1315562bce6","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-001 - Mechanical Duct","First Fix QA","Duct Hangers (is spacing correct, installed level , rods trimmed back etc)"
"cbcf20a6-d1a8-57ca-9e68-bc71d4d3ef5d","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-001 - Mechanical Duct","First Fix QA","Duct jointing (Joints sealed, cleats fitted etc)"
"c3b1a741-414f-5243-83af-55c224178a4e","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-001 - Mechanical Duct","First Fix QA","Orientation of VCD/MVCD and equipment to be installed correct way"
"998e8e6e-28b1-5e0b-aae1-466947af430d","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-001 - Mechanical Duct","First Fix QA","Access Panels to be installed as per drawing"
"d6541572-03f9-53ff-9e06-2dfb84effbef","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-001 - Mechanical Duct","First Fix QA","Filter Box installed"
"969ed315-b313-5e9b-9aed-df988a9c4bdc","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-001 - Mechanical Duct","Second Fix QA"
"004a93fa-0235-563d-9ea8-9b082670a115","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-001 - Mechanical Duct","Second Fix QA","All volume control dampers set fully open."
"e25cf5b7-262c-59e9-976e-3a1273ac9608","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-001 - Mechanical Duct","Second Fix QA","Seismic bracing installed as per Drawing"
"5e3ee237-a037-54c3-9463-8336ba8af712","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-001 - Mechanical Duct","Second Fix QA","Flexibles installed and supported correctly"
"b31fc0f4-74f3-58a4-8f50-12daf41351ff","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-001 - Mechanical Duct","Fit Off QA"
"3fa6a310-0ef8-5228-b414-09686c33bcb6","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-001 - Mechanical Duct","Fit Off QA","Correct Equipment / Correct Grills / Diffuser Installed"
"9a57607c-31b0-5184-a8d9-c9a10e3acd5c","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-001 - Mechanical Duct","Fit Off QA","Restrained correctly"
"11afd25b-2988-5a0c-9dea-d57418ca2548","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","SAF-B-03.08","CRL-ITR-001 - Mechanical Duct","Fit Off QA","Flexible connection fixed correctly to grill box"
"a74a0c34-a875-454a-8dc0-b64ba99ab4a1","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08"
"a90a2f5f-6f7b-4c31-ba1e-bb55f5c821f6","","checklist-sectioned","not-started","CRL-ITR-004 - Fans","checklist","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-004 - Fans"
"0f78cb44-2321-5d06-a7ed-d84db4e21dc9","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-004 - Fans","Fans"
"a9ff8487-1b92-5ac7-a664-5aa22d328af6","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-004 - Fans","Fans","Correct Equipment / plant installed"
"c114a672-5ded-52e8-a700-88ef6c947d80","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-004 - Fans","Fans","Correct mountings / springs installed"
"c64e145a-f472-5959-9430-5056e330395b","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-004 - Fans","Fans","U/S of Fan heights correct as per Workshop Drawings."
"e08a17ae-a60c-5604-88fb-3219bafb3872","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-004 - Fans","Fans","Correct Attenuator installed"
"95c5b52f-407b-5a7b-82f7-c7decde9200f","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-004 - Fans","Fans","Seismic Bracing Installed"
"9eff8b0b-17db-57e5-bd20-1bb675dab16e","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-004 - Fans","Fans","Label to be installed"
"48c5b2ec-1939-5a1f-a054-b9add423b04c","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-004 - Fans","E4M QA"
"db5405ea-0ac9-5775-938c-46a4b1a788b9","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-004 - Fans","E4M QA","Electrical Isolators installed in correct location"
"1ff1c41b-ae75-54d5-8730-ca495a8071e8","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-004 - Fans","E4M QA","Units Terminated"
"42aca9c7-340a-577d-9ff5-9211736abd25","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-004 - Fans","E4M QA","Units Tested and Running"
"64e2584f-95f9-4fa5-9c31-35dc630974c8","","checklist-sectioned","not-started","CRL-ITR-001 - Mechanical Duct","checklist","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-001 - Mechanical Duct"
"a4a9010e-9f53-5baa-b7de-edc007c699d2","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-001 - Mechanical Duct","First Fix QA"
"817ad182-ffda-5077-ab03-c535bf9a226f","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-001 - Mechanical Duct","First Fix QA","Check-off Shop Drawings. Is it all installed correctly: i.e.., each run complete."
"7b49ffb9-d7f0-5fba-afa0-f447fb5741be","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-001 - Mechanical Duct","First Fix QA","U/S of duct heights correct as per Workshop Drawings."
"5e51c28b-7375-5f14-917f-127382f62241","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-001 - Mechanical Duct","First Fix QA","Duct Hangers (is spacing correct, installed level , rods trimmed back etc)"
"7c0a59d5-60f3-5d10-ba7b-e2d96493a3e2","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-001 - Mechanical Duct","First Fix QA","Duct jointing (Joints sealed, cleats fitted etc)"
"0b93ad43-d44c-5cf6-bbd8-3870d6625d25","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-001 - Mechanical Duct","First Fix QA","Orientation of VCD/MVCD and equipment to be installed correct way"
"54e0c354-b67f-5803-864b-e4f9d5b5e388","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-001 - Mechanical Duct","First Fix QA","Access Panels to be installed as per drawing"
"03624235-77fa-5c23-ad6c-9c5c2603d9d1","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-001 - Mechanical Duct","First Fix QA","Filter Box installed"
"977fdc48-d200-5d34-a38a-0ac4fa6ceff7","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-001 - Mechanical Duct","Second Fix QA"
"0bba64e4-f0bc-51ad-81d9-1b5fdb64e6bb","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-001 - Mechanical Duct","Second Fix QA","All volume control dampers set fully open."
"97d46404-3fa0-512b-a9f0-3d305401c5c3","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-001 - Mechanical Duct","Second Fix QA","Seismic bracing installed as per Drawing"
"130c1e1e-4566-58c6-be94-757dd23719bd","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-001 - Mechanical Duct","Second Fix QA","Flexibles installed and supported correctly"
"07cc9f9c-1b3f-5db3-a80a-dc37adf40e3e","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-001 - Mechanical Duct","Fit Off QA"
"1cb14766-4fe1-55c1-9378-d117f993e406","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-001 - Mechanical Duct","Fit Off QA","Correct Equipment / Correct Grills / Diffuser Installed"
"6a1dbbaa-5b52-5c0c-923f-263f9b670c83","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-001 - Mechanical Duct","Fit Off QA","Restrained correctly"
"d67bea51-a588-5b1b-aaba-7eb029377b35","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EAF-B-03.08","CRL-ITR-001 - Mechanical Duct","Fit Off QA","Flexible connection fixed correctly to grill box"
"1be217fc-1c05-41ce-b29a-6f0519279e9e","","checklist-sectioned","not-started","Duct Heater","checklist","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EDH-B-308"
"f49535d7-43b9-5495-a68f-3bfaa3522df3","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EDH-B-308","Duct Heater"
"07c269e7-9a23-5dc3-bbec-e244138b1a7b","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EDH-B-308","Duct Heater","Correct Equipment / plant installed"
"b722dda3-fa7f-5b0d-85d8-a0aa1b9a2a94","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EDH-B-308","Duct Heater","Mountings / springs installed"
"2c9a0858-2055-5add-97df-ff43e2c265ea","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EDH-B-308","Duct Heater","Check-off Shop Drawings. Is it all installed correctly: i.e.., each run complete."
"04f71871-3b36-5080-8f46-a2577b131053","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EDH-B-308","Duct Heater","U/S of Equipment heights correct as per Workshop Drawings."
"1f92cb4a-cafb-597e-8df1-f2057d7c7d51","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EDH-B-308","Duct Heater","Fire rated insulation installed as per spec"
"7b780473-e6fe-57c7-8475-a940e673c23c","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EDH-B-308","E4M QA"
"109d161e-b305-5caf-a954-ce9ec66104a9","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EDH-B-308","E4M QA","Wiring First Fix Complete"
"003b0b31-b76a-5e66-8495-7d9a82c14651","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EDH-B-308","E4M QA","Cable Tray Installed Correctly"
"8fd40e1a-82d0-5ab7-96eb-112f94cedce9","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EDH-B-308","E4M QA","Electrical Isolators installed in Correct location"
"3b85fd68-fc1c-5725-b3d6-f9af2824c5cb","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EDH-B-308","E4M QA","Units Terminated"
"4d57b311-af1d-5ca4-ae53-6b254eee58aa","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EDH-B-308","E4M QA","Temp Sensors and Controllers Installed"
"e819e95f-475d-5444-8642-2e5444ba21ab","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","EDH-B-308","E4M QA","Units Tested and Running"
"2435a583-393c-4651-a07f-4fdd35c9adcb","","checklist-sectioned","not-started","CRL-ITR-001 - Mechanical Duct","checklist","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","Kitchen Hood Duct"
"fa4ac83e-e83f-515f-aaaf-f4969fcd4655","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","Kitchen Hood Duct","First Fix QA"
"9e1cf24b-dd3d-50c8-b174-671727281ca4","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","Kitchen Hood Duct","First Fix QA","Check-off Shop Drawings. Is it all installed correctly: i.e.., each run complete."
"b85785ac-052b-519d-abfc-85ef0ba287ec","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","Kitchen Hood Duct","First Fix QA","U/S of duct heights correct as per Workshop Drawings."
"d2f99f78-e417-5cd8-9eec-82cc730468b2","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","Kitchen Hood Duct","First Fix QA","Duct Hangers (is spacing correct, installed level , rods trimmed back etc)"
"7eb10fef-1f4a-514e-aa47-439f5078ea86","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","Kitchen Hood Duct","First Fix QA","Duct jointing (Joints sealed, cleats fitted etc)"
"96b290f5-7535-5d2b-a0d0-0b5d4c11a74f","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","Kitchen Hood Duct","First Fix QA","Orientation of VCD/MVCD and equipment to be installed correct way"
"94a6b408-8aff-5fa4-8217-0420c9329a19","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","Kitchen Hood Duct","First Fix QA","Access Panels to be installed as per drawing"
"958a5cd1-7713-5238-81d8-06b85110a590","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","Kitchen Hood Duct","First Fix QA","Filter Box installed"
"d5e82799-21ad-564d-bc01-808d1d19ebd9","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","Kitchen Hood Duct","Second Fix QA"
"d51b5c3e-cfa9-5153-8c47-cbefc57eb58b","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 3","MD9533-DP-B-03-01","Apartment 03.08","Kitchen Hood Duct","Second Fix QA","All volume control dampers set fully open."
