"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"acae8e9e-4bd2-4cb9-92e9-2f5391bdedc6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)"
"c7fb5a79-cb6b-4e9b-9673-1939dde6b86a","","checklist-flat","","Reference Drawing","checklist-flat","FALSE","FALSE","Zone A (Building B)","Reference Drawing"
"d653557b-d41e-445b-9a57-fdb20ca75bb2","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground"
"656c9593-ddac-4b15-95a0-c93db8c3e949","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A"
"5b3deb69-b141-412b-84f9-4568cecfa06d","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","WAIT (LG.B.140)"
"1e930e68-582b-4daf-831a-11134b3129df","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WS PPE (LG.B.184)","Pre Grid Sign off"
"ddc4a0aa-66b0-49cc-8d83-988f19181388","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WS PPE (LG.B.184)","Pre Ceiling Sign off"
"240c3334-d627-4035-b60a-c997d704682f","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB ENC (LG.B.310)"
"d27a792a-de5d-44b3-94ae-b4901f50b53a","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB ENC (LG.B.310)","Pre Sheet Sign off"
"1b17dd4a-25b7-476d-83a4-9b6a1ad27a3d","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB ENC (LG.B.310)","Pre Grid Sign off"
"089777c7-0206-4f29-bd02-56c9829c34b7","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB ENC (LG.B.310)","Pre Ceiling Sign off"
"6d721250-52f4-419e-8f7d-6384ca83e901","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.296)"
"9d02d6ad-c332-4c3f-bc97-d2c8cf132db9","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.296)","Pre Sheet Sign off"
"fbfbba71-8e94-4020-addc-b3788f4c8122","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.296)","Pre Grid Sign off"
"18974776-daf0-46fd-896a-560086ed5312","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.296)","Pre Ceiling Sign off"
"f2c166ef-6609-4a47-9bea-652c1682568e","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCST (LG.B.300)"
"58114fcf-8dad-431a-ad82-094206477175","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCST (LG.B.300)","Pre Sheet Sign off"
"bf78d93e-ea29-41ed-9a63-07b9787029e3","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCST (LG.B.300)","Pre Grid Sign off"
"2faa9a79-4b89-49a6-a84e-783bf62440bc","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCST (LG.B.300)","Pre Ceiling Sign off"
"b607102b-74cc-445c-a94e-19ca11999340","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST EQUIP (LG.B.408)"
"d2b9ed2a-8c5c-4f4b-b9a6-c4e8fd459535","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST EQUIP (LG.B.408)","Pre Sheet Sign off"
"3b064ff5-10dd-4e32-a94a-bbfdcf14f494","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST EQUIP (LG.B.408)","Pre Grid Sign off"
"22022c7f-f3eb-41a4-a256-593704c40add","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST EQUIP (LG.B.408)","Pre Ceiling Sign off"
"280b8ff3-362d-4ae1-bb8c-c7d48146758b","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCPT (LG.B.305)"
"85a1b66f-1921-45f9-b701-c6d28e743c5e","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCPT (LG.B.305)","Pre Sheet Sign off"
"4f3a1fa9-9276-4dda-9d7e-d192c70d04fa","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCPT (LG.B.305)","Pre Grid Sign off"
"ca824f78-a0d3-41c7-86fb-a69632344c9e","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCPT (LG.B.305)","Pre Ceiling Sign off"
"c554a4aa-5b04-481f-a791-22fe55b7a83a","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST CLEAN (LG.B.302)"
"bf713227-0e4a-490b-b8b0-3b7be855ed12","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST CLEAN (LG.B.302)","Pre Sheet Sign off"
"933325ef-11d9-4a51-a296-620571561092","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST CLEAN (LG.B.302)","Pre Grid Sign off"
"bad7c54c-18d2-41fb-8445-13b86ac3e999","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST CLEAN (LG.B.302)","Pre Ceiling Sign off"
"8e2a0bf5-7858-45ed-abe8-987b139ac3f2","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","DU (LG.B.298)"
"c9cb6035-963b-417c-a340-5ad3ed71f9fb","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","DU (LG.B.298)","Pre Sheet Sign off"
"baa7f0cc-f3c0-4291-ab2f-9f0007fb6da1","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","DU (LG.B.298)","Pre Grid Sign off"
"88722f6f-db49-4dda-b79b-37d761ad9fbb","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","DU (LG.B.298)","Pre Ceiling Sign off"
"3fa23714-75f4-4a88-9752-149bd5887c13","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCPT (LG.B.334)"
"136b07f9-8644-402b-9335-34e127828e19","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCPT (LG.B.334)","Pre Sheet Sign off"
"ce6a1282-69ed-4d71-b491-ec9e901db472","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCPT (LG.B.334)","Pre Grid Sign off"
"9bd14037-9783-46ef-86f7-f1930709a7a7","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCPT (LG.B.334)","Pre Ceiling Sign off"
"0d380e9d-77b3-4fc2-864e-c163d7de9f51","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.331)"
"39e49d6e-b4f5-4256-91ad-a822f21fe562","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.331)","Pre Sheet Sign off"
"6cb9da3c-ca7a-4530-a1b4-a0c058cdd163","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.331)","Pre Grid Sign off"
"c3372843-5fe7-40f3-a52a-3d6bc98b2404","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.331)","Pre Ceiling Sign off"
"e9f45742-ff36-45c0-b922-e27125e3c46d","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","WS PPE (LG.B.332)"
"4456c6a8-45b6-4dd7-a2bd-58bcb400d7a5","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WS PPE (LG.B.332)","Pre Sheet Sign off"
"2774fc7d-f934-486a-8cfd-930ff1696db7","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WS PPE (LG.B.332)","Pre Grid Sign off"
"e7651e9b-d345-49ec-ae81-623b84a28d59","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WS PPE (LG.B.332)","Pre Ceiling Sign off"
"058c86b8-f496-49d8-ba95-8e07e27419c2","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.317)"
"8f78b86e-a462-4fbd-a404-54e9a43a9fd1","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.317)","Pre Sheet Sign off"
"fc247ffb-f41a-4d26-8428-58fd9a98eff6","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.317)","Pre Grid Sign off"
"5832e1f3-d364-444c-a961-1233846e0418","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.317)","Pre Ceiling Sign off"
"0293d29d-da96-449e-a5a7-937d69d39cb1","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.237)"
"8ec0f0d9-09c7-476e-8ee9-e531674c5511","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.237)","Pre Sheet Sign off"
"5de57cbf-d562-4109-9404-e3273834e212","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.237)","Pre Grid Sign off"
"e0066878-0a04-4343-85f8-9f8063285e81","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.237)","Pre Ceiling Sign off"
"0c94583b-b8ae-4270-a88b-fffbf0a7ef17","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB ENC (LG.B.312)"
"d0b237c8-979d-4022-974f-45c8c4c1761e","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB ENC (LG.B.312)","Pre Sheet Sign off"
"21df903e-392e-4c0f-aaad-61573b7410ca","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB ENC (LG.B.312)","Pre Grid Sign off"
"c88ab086-72bf-469b-8f9b-1068e78cac97","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB ENC (LG.B.312)","Pre Ceiling Sign off"
"ea0ac82f-6357-400d-8454-efd6d91e282b","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","BRES (LG.B.329)"
"a553ef4e-2309-421b-ac0f-a894899b9ddc","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BRES (LG.B.329)","Pre Sheet Sign off"
"f6d5e2e3-f303-4374-8694-641c2fa90d34","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BRES (LG.B.329)","Pre Grid Sign off"
"e5e8417e-56c6-467e-a4df-4264f7c84261","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BRES (LG.B.329)","Pre Ceiling Sign off"
"b549a94f-153b-41de-9824-83e404bc78cd","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","CLEAN UP (LG.B.407)"
"4d480e72-d92f-4438-a70e-b792c92fa0ad","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CLEAN UP (LG.B.407)","Pre Sheet Sign off"
"f666502a-03d4-4878-9ea8-e5802d15e7db","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CLEAN UP (LG.B.407)","Pre Grid Sign off"
"3cc53aab-2a2b-4104-b537-444101d8c84a","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CLEAN UP (LG.B.407)","Pre Ceiling Sign off"
"e47ba844-c640-4f1b-b67a-2b338b035b44","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST STATION (LG.B.330)"
"e8f7370a-6de1-4e48-8c17-c761ada8bb32","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST STATION (LG.B.330)","Pre Sheet Sign off"
"1484284f-7c5b-4c60-8ea8-98ae113a25dd","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST STATION (LG.B.330)","Pre Grid Sign off"
"6374e903-dab1-4d42-b980-4cb31629ef97","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST STATION (LG.B.330)","Pre Ceiling Sign off"
"3b401935-3e0f-4846-8886-04b81944adac","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","BPT (LG.B.308)"
"3b7140ea-72f0-4902-84b0-1acac1b3a8c9","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BPT (LG.B.308)","Pre Sheet Sign off"
"42546b3c-9ce7-45df-9dbb-050db78fdf11","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BPT (LG.B.308)","Pre Grid Sign off"
"b59b572b-91fb-4f18-ac2b-038dd7e42cc8","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BPT (LG.B.308)","Pre Ceiling Sign off"
"84bfb59e-c8b0-4234-b1c6-807a6ecdfab8","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","MEDS (LG.B.303)"
"0ef2e446-8201-4a74-b378-bdc6e0e80f7a","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","MEDS (LG.B.303)","Pre Sheet Sign off"
"7f3ee2dd-cfff-465e-844d-7be1bd6ea4a8","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","MEDS (LG.B.303)","Pre Grid Sign off"
"1d7af29d-fdde-45c7-8531-22b9d610bb0d","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","MEDS (LG.B.303)","Pre Ceiling Sign off"
"c1cee6ba-ed1f-4e5b-9dbb-8627515cb1d4","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.304)"
"3cd9ae21-6567-4648-bb11-d3376bcff38c","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.304)","Pre Sheet Sign off"
"592597ed-8ab8-411b-b33a-ae19f629cecc","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.304)","Pre Grid Sign off"
"28568fa4-932e-4eaa-baf1-c4b22e2b9893","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.304)","Pre Ceiling Sign off"
"b3843897-f206-4c23-810e-6c28d1a037c0","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.327)"
"9f2f9892-1bf3-4de6-9a50-7195d7ff466a","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.327)","Pre Sheet Sign off"
"90dd51d3-467d-4f14-a1c8-f446267b91c7","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.327)","Pre Grid Sign off"
"558d3198-a72f-4ba0-863b-350a08bbcfc1","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.327)","Pre Ceiling Sign off"
"73dcbd4c-c8a4-4a40-a288-82bb795a0180","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","BBEV (LG.B.299)"
"7e4d31fc-7785-4091-8508-f8eeaabbfa4d","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BBEV (LG.B.299)","Pre Sheet Sign off"
"56381ea5-f407-4650-9407-4b53941e9ca0","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BBEV (LG.B.299)","Pre Grid Sign off"
"cbfdb835-5d18-4cca-9fac-14f28d42795c","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BBEV (LG.B.299)","Pre Ceiling Sign off"
"447fee76-0ac1-4aea-8925-8a44810ba98e","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","HWPPE (LG.B.154)"
"dee1e90e-e6de-4080-9b22-6aaf719f0282","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","HWPPE (LG.B.154)","Pre Sheet Sign off"
"50c5ce21-ed58-4cd4-a02e-f6c36519234d","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","HWPPE (LG.B.154)","Pre Grid Sign off"
"40b20f3c-7f80-407c-8ee0-11faca4a3fb3","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","HWPPE (LG.B.154)","Pre Ceiling Sign off"
"dae6a209-2602-4885-b9c0-2987284587fd","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.335)"
"c868d438-7d0d-4efd-9d13-f47c3cf55b08","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.335)","Pre Sheet Sign off"
"4f7f184b-7428-4652-85a5-1b567635a7f9","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.335)","Pre Grid Sign off"
"16c20af0-d55c-40d4-9df9-63bdb1516713","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.335)","Pre Ceiling Sign off"
"ccbf2f92-3ab0-4d35-b2ad-82a12bf45dad","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","FD RM (FD-B-LLG.3) (LG.B.610)"
"ecbf23bc-b725-405e-8cb2-82e3add2ceeb","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","FD RM (FD-B-LLG.3) (LG.B.610)","Pre Sheet Sign off"
"8fc46d13-8776-40f1-a128-afddc8afa60f","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","FD RM (FD-B-LLG.3) (LG.B.610)","Pre Grid Sign off"
"37dd08c6-a507-4a33-bd70-b5e2a31d87b3","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","FD RM (FD-B-LLG.3) (LG.B.610)","Pre Ceiling Sign off"
"0dd45dd0-4eb1-4fd2-8d8a-3f431953bf3c","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.318)"
"2335d7e4-f006-4816-84dd-8f6e17025df5","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.318)","Pre Sheet Sign off"
"d1ab29ee-f933-4019-8ebe-c9619ef710eb","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.318)","Pre Grid Sign off"
"724a962e-1e85-45d0-827f-d5f94a7be0fd","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.318)","Pre Ceiling Sign off"
"fdf2f63c-43ea-479e-a37b-3f687db6d500","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","WS PPE (LG.B.319)"
"a5611fca-ce97-4101-a795-144599a2fbf1","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WS PPE (LG.B.319)","Pre Sheet Sign off"
"df61e658-1590-4ed5-b501-b888df1bc1f0","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WS PPE (LG.B.319)","Pre Grid Sign off"
"d3141562-6bc4-45a6-95cc-19e1c29224b8","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WS PPE (LG.B.319)","Pre Ceiling Sign off"
"0c215162-11b9-4646-9fe0-a209a7da7505","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.320)"
"ee7c0ada-6ae5-4e0a-8842-c17e0562690e","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.320)","Pre Sheet Sign off"
"aef35076-2ed3-40cb-8895-95f0cb898eb7","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.320)","Pre Grid Sign off"
"f0b9f1d4-ed9a-417c-92f0-f31dc7b0f36d","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.320)","Pre Ceiling Sign off"
"427813ed-f4ec-4716-bb8d-7133e3ef3ff4","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","HWPPE (LG.B.328)"
"dbf316f8-a8e1-408f-9165-e7cc58f3c7b4","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","HWPPE (LG.B.328)","Pre Sheet Sign off"
"b604b24f-ea2e-413c-8027-18134b47a9d4","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","HWPPE (LG.B.328)","Pre Grid Sign off"
"1b29d87f-f75d-484e-8e33-1fd455d7dfb9","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","HWPPE (LG.B.328)","Pre Ceiling Sign off"
"3924cf07-b94a-42a4-a7aa-47c4fc82b508","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.322)"
"1ed3aa29-32b5-4a6d-a443-3f3796c71a1d","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.322)","Pre Sheet Sign off"
"0940244a-f6b5-4921-b796-52046b279e9d","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.322)","Pre Grid Sign off"
"a4fcdb5f-f37f-4493-97dd-0e853c6e0af9","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.322)","Pre Ceiling Sign off"
"7652b22c-5106-45c6-8c94-03e30334407a","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","WS PPE (LG.B.316)"
"67a9efac-247a-4370-abce-d5f0e6b0c6b2","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WS PPE (LG.B.316)","Pre Sheet Sign off"
"2c657c87-0c1c-4790-960d-05057ea955d4","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WS PPE (LG.B.316)","Pre Grid Sign off"
"289b25a7-0236-4cd3-9c2d-441e376981be","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WS PPE (LG.B.316)","Pre Ceiling Sign off"
"1c33d890-93f1-4c3c-9d35-cae1ccd37f5e","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.324)"
"61f1e691-54cd-49b5-8af6-1447acabe607","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.324)","Pre Sheet Sign off"
"95537c22-6b5e-4091-b15a-72f2269f69ba","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PBTR A (LG.B.324)","Pre Grid Sign off"
