"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8599c4b3-c860-4b72-888e-37488d0ab913","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"591fe72c-4725-5800-abe1-7d66cc1f8501","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"9d2d6742-1f40-4aee-b8b7-28a045f59fa2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"91d920b2-45e6-4b6e-aa74-393baf02e3cf","","checklist-sectioned","work-in-progress","2e38763aea9cfef5386e9c397d1b9c4d03d3f1e56a7b082a6dc0712abde9da76","checklist","FALSE","FALSE","Precast Manufacture","weld plate details"
"9f4c1c4c-9558-5cfa-9c59-48fe66f34ab8","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","weld plate details","weld plate details"
"e4dfa416-0fad-5a10-abd4-14c15a247bbd","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","weld plate details","weld plate details","Edge Detail"
"66441a8f-5eab-51f4-90fe-b1fe81ad56c9","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","weld plate details","weld plate details","Bar Projections"
"70851c5c-2104-593f-84f9-97da8a4afd12","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","weld plate details","Cast in items"
"6fecd6c2-cd67-4084-9963-c5db6d0f3255","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 25"
"90c75b9c-8e22-4dd5-bd65-148a5704c77f","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -1"
"c6803a99-7956-5c76-9783-7c02a36e7eca","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -1","Pre-Pour Check"
"fec3d9e3-7a55-577f-861f-984b42211015","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Pre-Pour Check","Mould Clean"
"8f168de4-bc28-5564-8f60-29f3833c4aca","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Pre-Pour Check","Mould Oiled"
"e6c5c8e6-88a3-5b4f-b86f-c61fa4c8037e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Pre-Pour Check","Mould - Workmanship"
"0912e26b-639e-5988-83aa-0ca3695170c7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Pre-Pour Check","Reinforcing"
"f6756b71-613e-5723-aa60-5bc3a527c25d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Pre-Pour Check","Cast In Items"
"f5787b99-72f5-5414-80dc-513a8469f100","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Pre-Pour Check","Marker Position and No."
"0ea50453-6cb7-5cf7-9a87-cfd4bfad52ec","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Pre-Pour Check","Make mould to Green Status"
"b0ff402f-5ac8-53ce-b12f-7d67420e8d5a","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Concrete Works"
"6a7721d3-0c3c-58b9-94f3-fd43b2851607","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Concrete Works","Concrete Works Details"
"3d4491a8-3f01-5c48-b996-fd140b4d5603","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Concrete Works","Wilco Sample Taken"
"464f050e-f5b9-5184-af34-13275d5a17ee","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Concrete Works","Bridgeman Sample Taken"
"bb9611f8-4f67-5588-a2d3-36ae5c0df5b9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Concrete Works","Supervisor Approval"
"bb101d9f-3e94-51d8-8bc2-eaf164f49ff0","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Post Pour Check"
"ac27e014-4822-5f05-87c9-5886e7fc515f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Post Pour Check","Edge Detail"
"a55cc45a-c985-527b-ba16-6485f93ef97e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Post Pour Check","Bar Projections"
"3a766325-7691-5d0c-9d46-285e121e490a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Post Pour Check","Cast in items"
"6896fdb8-f625-5bd3-91ac-7b12ea5b2436","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Stripping and Stacking"
"88779cd3-2cad-52bc-8e08-acad30f4d78b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -48","Stripping and Stacking","Stripping & Stacking"
"4ae5bd7b-7c28-43f2-a882-833a6ce84222","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 26 - 50","Panel -49"
"ed3de6ef-fa8b-56d0-9c25-cf524ebf535c","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Pre-Pour Check"
"57115cce-55c6-56e7-a7bd-2712c4db1d8e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Pre-Pour Check","Dimensions"
"b229e6d8-b653-5c9c-9836-9f9edabc1342","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Pre-Pour Check","Mould Clean"
"6da8025e-86f6-56e5-8c2e-80d21913f900","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Pre-Pour Check","Mould Oiled"
"baaa6a53-c83d-52a0-9341-884dc81e3393","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Pre-Pour Check","Mould - Workmanship"
"d3ae0484-7ded-598c-a464-67a5cc203a4e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Pre-Pour Check","Reinforcing"
"70808387-dbf4-50a7-a00f-a75c9d0b4788","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Pre-Pour Check","Cast In Items"
"afbe588c-df6b-5d8d-92dd-29f246d939bd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Pre-Pour Check","Marker Position and No."
"ccfe4372-5d3c-54ed-879b-34c4eb0022c2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Pre-Pour Check","Make mould to Green Status"
"59788cce-9480-5007-a17a-8fecb920fcd7","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Concrete Works"
"2ec320bf-59be-56f3-95bc-a6859e8e0334","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Concrete Works","Concrete Works Details"
"cad25cdc-4dcb-580f-86c4-ee79bcb4d7c5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Concrete Works","Wilco Sample Taken"
"992b48ff-33dc-5b25-aa82-5138e8156b08","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Concrete Works","Bridgeman Sample Taken"
"ccd36955-3cf6-53c8-8b12-d0eb6205515f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Concrete Works","Supervisor Approval"
"7ffbde60-a6b8-54ff-8629-40030b8fa8ae","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Post Pour Check"
"6885cb2d-d733-50d6-83b3-9f2e461494f7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Post Pour Check","Edge Detail"
"2a82ba91-fbe6-5fb3-b62a-ae6fcf04a401","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Post Pour Check","Bar Projections"
"21367ffe-3d19-5131-8441-570359bc63c0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Post Pour Check","Cast in items"
"44a26d54-7bb0-5629-ab22-24ae8dc33f0b","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Stripping and Stacking"
"363da13e-5415-5cfb-b274-51bd8b8068d8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -49","Stripping and Stacking","Stripping & Stacking"
"2981b0df-3107-46d3-94d9-f84705b9d35f","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 26 - 50","Panel -50"
"ad2a26d7-a57a-5668-b507-7c82bf87c612","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Pre-Pour Check"
"59fdc5d7-ce0c-5ed1-98b7-b3c6f6925907","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Pre-Pour Check","Dimensions"
"05e7f7e4-453b-559d-aa17-c71a4376635a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Pre-Pour Check","Mould Clean"
"1fd66036-8e40-54cc-9854-b81c55d63576","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Pre-Pour Check","Mould Oiled"
"9158975d-c1e4-5201-8117-fdf109eb09df","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Pre-Pour Check","Mould - Workmanship"
"3b64f12a-20c1-53de-a19f-45a9f61b5716","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Pre-Pour Check","Reinforcing"
"8a8e8099-6b4a-5756-9d9b-c4611e222a5f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Pre-Pour Check","Cast In Items"
"06655ef3-0a35-5266-aed9-236030c4e099","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Pre-Pour Check","Marker Position and No."
"580740f7-006b-5248-83c7-b013bd348029","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Pre-Pour Check","Make mould to Green Status"
"fcf7c514-0612-56d4-9244-220d3dbfc664","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Concrete Works"
"703b962d-1708-5713-8a09-8976173127a1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Concrete Works","Concrete Works Details"
"b97098e1-16ad-5422-ae89-c69c936f6b67","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Concrete Works","Wilco Sample Taken"
"16cc0b4f-ad4b-53e8-b1d4-b472174fb897","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Concrete Works","Bridgeman Sample Taken"
"2cee172e-2379-57eb-a0da-90595c12bdde","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Concrete Works","Supervisor Approval"
"244cdcf1-d17f-5ff5-a0b2-0e2ea6debb73","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Post Pour Check"
"9173c1b7-3583-5d1f-b110-4732f78938d4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Post Pour Check","Edge Detail"
"6d17d66e-8510-5038-9abc-f854567fda30","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Post Pour Check","Bar Projections"
"be0e7234-9041-5d40-aa3c-50549d76ab0c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Post Pour Check","Cast in items"
"41670325-f32c-59fe-99f0-5c5d1953684a","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Stripping and Stacking"
"b3775f31-1696-5f0e-b625-5ab0b6e7dfbe","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -50","Stripping and Stacking","Stripping & Stacking"
"c93a5dd6-ff85-4594-bf9a-c4d320dd677d","","folder-normal","not-started","","step","TRUE","FALSE","Precast Manufacture","Panels 50 - 75"
"8a6d24cd-c41c-47bb-8bc3-1dafd21037dd","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 50 - 75","Panel -51"
"f4729b54-eb14-5851-9611-8859056584df","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -51","Pre-Pour Check"
"40fd0a0e-f244-50ab-aa92-86c2199ba29a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -51","Pre-Pour Check","Dimensions"
"8a0a25cd-5235-531a-89d0-63c84fe0044b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -51","Pre-Pour Check","Mould Clean"
"879b2016-1270-5285-966e-35a82341d315","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -51","Pre-Pour Check","Mould Oiled"
"6a8f260d-65d5-5be3-87eb-925ccf570403","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -51","Pre-Pour Check","Mould - Workmanship"
"689d7981-d916-5d14-99ec-fed4f25a4d03","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -51","Pre-Pour Check","Reinforcing"
"2f0fe1bc-1f48-5123-9ed3-f54897fb9c98","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -51","Pre-Pour Check","Cast In Items"
"51c48e29-6398-5d8f-aaf0-5e9be5163d19","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -51","Pre-Pour Check","Marker Position and No."
"d7492018-3412-51b7-8f2b-711d1ea08f9e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -51","Pre-Pour Check","Make mould to Green Status"
"d38055e7-7095-5d8e-8497-c5d91233248c","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -51","Concrete Works"
"819e6b51-0e3a-5ca9-9c0c-00217055ed65","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -51","Concrete Works","Concrete Works Details"
"a51821fb-625b-50b9-bafe-dbff0252fe43","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -51","Concrete Works","Wilco Sample Taken"
"4aa1bd57-0d14-50b2-b3b9-9d74736c06fe","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -51","Concrete Works","Bridgeman Sample Taken"
"88a59c96-0fec-5901-99a0-c43b780d4083","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -51","Concrete Works","Supervisor Approval"
"e659de37-3e6a-5543-9f2c-83b9c8a0376f","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -51","Post Pour Check"
"c081e1c6-c556-5371-831c-166d21ea1263","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -51","Post Pour Check","Edge Detail"
"17b11f5c-9665-5d8b-b8ea-39ea3560551a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -51","Post Pour Check","Bar Projections"
"ccfc262e-201a-5bb8-b1c0-64a10b7ff75f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -51","Post Pour Check","Cast in items"
"cee9b233-c00b-5f17-91f0-a06cde8894f7","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -51","Stripping and Stacking"
"3e2841e9-e56e-5d07-ba6d-6a4d41727d27","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -51","Stripping and Stacking","Stripping & Stacking"
"c08b2660-2538-4172-9296-bff73ee49c0f","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 50 - 75","Panel -52"
"85a0fed6-3057-53a1-a627-1cd25ad013eb","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -52","Pre-Pour Check"
"867a68d9-9d59-5c4f-a0f8-cea0b2bed52e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -52","Pre-Pour Check","Dimensions"
"cee0b1b5-6211-55ab-a463-cba4ae4e86b0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -52","Pre-Pour Check","Mould Clean"
"fac52675-3001-5fa7-8b0a-de14ab8f7273","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -52","Pre-Pour Check","Mould Oiled"
"cb6cc17d-137d-5369-9c56-6ef231c05b23","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -52","Pre-Pour Check","Mould - Workmanship"
"67be2e17-b418-5d7c-88cc-2e3c46a1f1df","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -52","Pre-Pour Check","Reinforcing"
"5326a50d-80b1-533e-87f1-142aef041bc2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -52","Pre-Pour Check","Cast In Items"
"50010380-216a-52a9-b69b-819d6357c95c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -52","Pre-Pour Check","Marker Position and No."
"2add35a0-9b4c-5bed-a1eb-dc302abcc308","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -52","Pre-Pour Check","Make mould to Green Status"
"8932deac-2742-52d7-8413-376194e9b91b","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -52","Concrete Works"
"c9a3a38e-76af-5638-8690-4756251242a2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -52","Concrete Works","Concrete Works Details"
"341bec64-22eb-52f5-b876-92c158abeb5c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -52","Concrete Works","Wilco Sample Taken"
"b7eaddb9-d83b-517f-bb9e-7a2246e22d40","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -52","Concrete Works","Bridgeman Sample Taken"
"3d7678f6-180a-59ab-91e6-f0773b247c37","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -52","Concrete Works","Supervisor Approval"
"143e4047-613e-52ef-b3a8-23f94e4f20e7","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -52","Post Pour Check"
"66f92780-f069-548e-b03c-33f8c00fa1bc","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -52","Post Pour Check","Edge Detail"
"71d6b2ff-494e-56dd-959f-2e774a67daf7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -52","Post Pour Check","Bar Projections"
"b5acdc31-0d7d-5cad-9e69-bca7a43d46cf","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -52","Post Pour Check","Cast in items"
"c9a8c0c4-e03f-51cb-8535-045c0b30bf93","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -52","Stripping and Stacking"
"4b305495-902e-5896-ba3b-109f48086581","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -52","Stripping and Stacking","Stripping & Stacking"
"5079bf93-89f3-419f-9ab2-d79596b9dd41","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 50 - 75","Panel -53"
"65e86f3b-7126-5520-a767-dab0ce110b9b","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -53","Pre-Pour Check"
"af946777-eeb4-507f-8d88-e93db5fc4298","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -53","Pre-Pour Check","Dimensions"
"5e2073c3-0aa9-5b04-9cd9-5ba27cc18022","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -53","Pre-Pour Check","Mould Clean"
"afb616ca-f261-5abf-8f71-94c965be10ee","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -53","Pre-Pour Check","Mould Oiled"
"bc6b4803-d450-5e48-8f98-f39bccf8a550","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -53","Pre-Pour Check","Mould - Workmanship"
"ed84ee7d-fb09-55b6-b589-2a133c19620d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -53","Pre-Pour Check","Reinforcing"
"0a447224-8490-5b0b-812e-8a92239aada7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -53","Pre-Pour Check","Cast In Items"
"f683f39d-0ec0-57ff-a473-26bb5aa53081","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -53","Pre-Pour Check","Marker Position and No."
"a79a609a-9fd0-5fee-a5d4-73fb5ba689da","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -53","Pre-Pour Check","Make mould to Green Status"
"9d4d3677-bfbc-51c3-8e47-bd5608544694","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -53","Concrete Works"
"843eba57-7420-5606-ac63-48ecb5f6afcd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -53","Concrete Works","Concrete Works Details"
"2d6e639e-6a3b-592c-8ee1-4b92ed4496cd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -53","Concrete Works","Wilco Sample Taken"
"a34bb646-5aff-50c3-b222-030f863acaad","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -53","Concrete Works","Bridgeman Sample Taken"
"ba730e10-a0bf-5765-a01a-c66ed244967a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -53","Concrete Works","Supervisor Approval"
"d5ed1514-c416-57e6-9faf-d4d85ab290b6","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -53","Post Pour Check"
"aa36ec69-4e7f-5928-83b7-eda5e42ab7c6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -53","Post Pour Check","Edge Detail"
"9530be26-e960-5abf-b621-d005303a3129","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -53","Post Pour Check","Bar Projections"
"b3a88bd9-6153-597f-a298-a3390f8216a6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -53","Post Pour Check","Cast in items"
"1d309070-d0e6-5f81-ad06-027f2647af81","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -53","Stripping and Stacking"
"4661adf5-48af-5e28-846f-135848d92e65","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -53","Stripping and Stacking","Stripping & Stacking"
"a55794e6-ffa8-428a-85dd-1d9d35d910c4","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 50 - 75","Panel -54"
"bd02bc09-abde-5785-86a3-5a0ff5cf9ec0","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -54","Pre-Pour Check"
"ace34350-a16c-51e8-bfc7-a525cb9d8331","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -54","Pre-Pour Check","Dimensions"
"c08d342d-01d4-5268-941a-cc1c6673b803","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -54","Pre-Pour Check","Mould Clean"
"7076a248-d5c0-5f8b-977a-58dd727593d4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -54","Pre-Pour Check","Mould Oiled"
"c41527d9-b703-55e4-90e6-5cb6e4d7e8c7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -54","Pre-Pour Check","Mould - Workmanship"
"13a9d62a-6c37-5f63-8085-fa33178f0947","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -54","Pre-Pour Check","Reinforcing"
"429edf31-c51e-5df4-9b52-5bcdfed5e11f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -54","Pre-Pour Check","Cast In Items"
"3665314f-c611-52c7-877b-b638f00c2fb3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -54","Pre-Pour Check","Marker Position and No."
"10cea2c1-15b3-515c-a4ac-ec78a2523920","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -54","Pre-Pour Check","Make mould to Green Status"
"41a3b340-2002-5f72-b989-4a2e4fb894f1","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 50 - 75","Panel -54","Concrete Works"
