"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9cb8348d-88b4-4a60-bbb7-7b1b47838c5a","","checklist-flat","not-started","Pre-commencement Checklist","checklist-flat","FALSE","FALSE","Pre-Commencement Checks"
"334f52e1-c2ff-4f14-bb96-e4876073a65c","","checkpoint-status","not-started","Pre-commencement Checklist:05e8bc87-74fa-4dfc-9b7d-c9df2ee18ff0","","FALSE","FALSE","Pre-Commencement Checks","Quality Management Plan Completed, Agreed and Attached"
"bbc3c402-be2a-49f6-9f51-6282fa6cbdfb","","checkpoint-status","not-started","Pre-commencement Checklist:63846bd2-69d0-44b2-958d-0fb4f269ef3f","","FALSE","FALSE","Pre-Commencement Checks","Inspection & Test Plan Completed, Agreed & Attached"
"458e0881-6b94-4f16-a021-fec553de4abc","","checkpoint-status","not-started","Pre-commencement Checklist:a9d7356a-66ff-4124-9ec1-15908b033a95","","FALSE","FALSE","Pre-Commencement Checks","Relevant Breakdown & Checklist Setup on Conqa & Reviewed by Main Contractor"
"2628597e-306f-4f5e-ac53-18d347c5834e","","checkpoint-status","not-started","Pre-commencement Checklist:e9b74007-9810-4850-9176-707ce3919fd5","","FALSE","FALSE","Pre-Commencement Checks","Conqa Setup & Project Team Trained & Given Access"
"be7efbc2-8e57-441b-9e36-c79b7c4e410a","","checkpoint-status","not-started","Pre-commencement Checklist:22e00068-f669-4869-929d-5667472ca392","","FALSE","FALSE","Pre-Commencement Checks","Review Access Granted to Main Contractor & Relevant Parties"
"12f15359-df46-4a4a-9bfd-18bd38866fa3","","checkpoint-status","not-started","Pre-commencement Checklist:ee60efdf-eec7-42cb-bae3-0fb162188e9e","","FALSE","FALSE","Pre-Commencement Checks","Matrix/Insight Setup (if required)"
"0d48d478-545e-46ca-be22-a8d4b5134e3e","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA - Building B01"
"99677cbe-9e1a-4c39-af9c-dd9933140435","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B01","Fitout"
"9bfc41ca-bba3-41c2-9967-be608acb5ece","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B01","Fitout","Ground Level"
"2916f4b7-b1a4-49db-9758-2fa97b876d1e","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B01","Fitout","Ground Level","Area 2"
"d87d4f2d-299c-4432-85c3-e511fee972a8","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B01","Fitout","Ground Level","Area 2","Apartments"
"2ed8b2b7-f6d6-459f-8ea5-9acf59e1883b","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","QA - Building B01","Fitout","Ground Level","Area 2","Apartments","G064"
"3ece2a59-7fc1-425f-a4a1-191347d274ab","","checklist-flat","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23)","checklist-flat","FALSE","FALSE","QA - Building B04","Level 1","Apartment 121"
"c3569282-f36b-4c75-93c9-59b69323e065","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):3062b4a6-63ee-4e4e-bf6c-3b651fe2de73","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 121","Area floor level acceptable"
"71ad8262-584b-4f16-a096-e2670b13b842","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e0fb787d-9253-43e7-92a6-d37394f36b75","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 121","Wiring on the floor completed (photos attached)"
"a5dc703f-4f34-487c-84c5-029c595c80e6","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 121","Self leveling coverage completed"
"2ea55434-ced1-4aa3-840a-14fdbfd59c94","","holdpoint","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583:cf71e51b-b30f-4f74-8028-1e36cf5bc55b","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 121","Raise Remedial/ Main Contractor Sign Off"
"9f498868-0ab6-40fc-88d0-6a61ccc80443","","checklist-flat","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23)","checklist-flat","FALSE","FALSE","QA - Building B04","Level 1","Apartment 122"
"98880f56-c87c-4a76-9cb0-a5411f750adf","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):3062b4a6-63ee-4e4e-bf6c-3b651fe2de73","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 122","Area floor level acceptable"
"7e32cd12-86ef-4a38-b6dd-fbfec076f45e","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e0fb787d-9253-43e7-92a6-d37394f36b75","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 122","Wiring on the floor completed (photos attached)"
"6c20cf6d-daa4-478e-be2b-8ba0dc3756ab","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 122","Self leveling coverage completed"
"556bfa1c-e9d1-4595-9e9c-63be906d2ab3","","holdpoint","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583:cf71e51b-b30f-4f74-8028-1e36cf5bc55b","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 122","Raise Remedial/ Main Contractor Sign Off"
"c1ad7471-0402-4c38-8204-cefcf9f74e2b","","checklist-flat","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23)","checklist-flat","FALSE","FALSE","QA - Building B04","Level 1","Apartment 123"
"db5eff7e-c618-40e9-bc55-af333742c9c0","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):3062b4a6-63ee-4e4e-bf6c-3b651fe2de73","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 123","Area floor level acceptable"
"6b7acf11-0c2b-480d-8ced-f5bcb02f84c5","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e0fb787d-9253-43e7-92a6-d37394f36b75","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 123","Wiring on the floor completed (photos attached)"
"39417c90-232c-41fb-8046-51c7d36e178b","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 123","Self leveling coverage completed"
"4e70e156-3efa-424c-80df-60772c53aca3","","holdpoint","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583:cf71e51b-b30f-4f74-8028-1e36cf5bc55b","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 123","Raise Remedial/ Main Contractor Sign Off"
"207b9f2d-a9da-48f4-b296-4649c068a03d","","checklist-flat","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23)","checklist-flat","FALSE","FALSE","QA - Building B04","Level 1","Apartment 124"
"23200719-8f99-4b0a-a006-d2a1d0280e6e","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):3062b4a6-63ee-4e4e-bf6c-3b651fe2de73","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 124","Area floor level acceptable"
"a2f7015e-cdb4-49e5-9e18-a7b80b2e85a0","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e0fb787d-9253-43e7-92a6-d37394f36b75","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 124","Wiring on the floor completed (photos attached)"
"cf6b96b6-5e68-42d3-aa7b-69caec755f79","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 124","Self leveling coverage completed"
"dfa5e17a-5355-4764-9bb4-e13b555fca40","","holdpoint","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583:cf71e51b-b30f-4f74-8028-1e36cf5bc55b","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 124","Raise Remedial/ Main Contractor Sign Off"
"db768558-026e-471f-8471-b5f2e50591f3","","checklist-flat","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23)","checklist-flat","FALSE","FALSE","QA - Building B04","Level 1","Apartment 125"
"b4b24e07-5ad2-4f7e-9665-46280bea380e","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):3062b4a6-63ee-4e4e-bf6c-3b651fe2de73","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 125","Area floor level acceptable"
"a628d143-2adf-4762-ad0b-803b1e04e047","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e0fb787d-9253-43e7-92a6-d37394f36b75","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 125","Wiring on the floor completed (photos attached)"
"1b116eb3-0cc0-48b8-bf2b-9f98be81dad5","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 125","Self leveling coverage completed"
"b4867716-89a8-4005-9a6a-996f151ae4f9","","holdpoint","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583:cf71e51b-b30f-4f74-8028-1e36cf5bc55b","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 125","Raise Remedial/ Main Contractor Sign Off"
"da5d2a14-bc85-4c23-b391-e4fed5143c8d","","checklist-flat","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23)","checklist-flat","FALSE","FALSE","QA - Building B04","Level 1","Apartment 126"
"d5ccf12c-9c0f-4ecd-ac19-3b7af5f13395","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):3062b4a6-63ee-4e4e-bf6c-3b651fe2de73","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 126","Area floor level acceptable"
"5e4c37a0-d8cc-4c77-915b-1ebfa5ee3f85","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e0fb787d-9253-43e7-92a6-d37394f36b75","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 126","Wiring on the floor completed (photos attached)"
"bceaa762-54b4-4087-aa3d-a6113db9abdd","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 126","Self leveling coverage completed"
"dbf3b0cf-f2c3-4371-a194-2f262b060a20","","holdpoint","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583:cf71e51b-b30f-4f74-8028-1e36cf5bc55b","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 126","Raise Remedial/ Main Contractor Sign Off"
"930e3a32-3b19-4005-8216-5081b8a8f482","","checklist-flat","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23)","checklist-flat","FALSE","FALSE","QA - Building B04","Level 1","Apartment 127"
"cfdba78e-6c03-4bfa-ba1f-80c7f6586af7","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):3062b4a6-63ee-4e4e-bf6c-3b651fe2de73","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 127","Area floor level acceptable"
"311217b9-d3a5-472b-9356-80b71783191b","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e0fb787d-9253-43e7-92a6-d37394f36b75","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 127","Wiring on the floor completed (photos attached)"
"49fb5cf7-251e-47c9-801e-1e1e77914a9d","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 127","Self leveling coverage completed"
"6efac9bb-425f-4a48-ab8f-d4c35732e15d","","holdpoint","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583:cf71e51b-b30f-4f74-8028-1e36cf5bc55b","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 127","Raise Remedial/ Main Contractor Sign Off"
"8609b0ea-ee20-4782-a1c5-f9a337b8ef70","","checklist-flat","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23)","checklist-flat","FALSE","FALSE","QA - Building B04","Level 1","Apartment 128"
"5931c407-46e5-4d25-baac-5746c4c13074","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):3062b4a6-63ee-4e4e-bf6c-3b651fe2de73","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 128","Area floor level acceptable"
"49ad5784-4f98-40bc-82f6-16b027596bbd","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e0fb787d-9253-43e7-92a6-d37394f36b75","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 128","Wiring on the floor completed (photos attached)"
"241b81bf-bcd8-47e4-903d-f2d5f4f86869","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 128","Self leveling coverage completed"
"f574f18c-8c91-44d2-9758-4036ddc0c52a","","holdpoint","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583:cf71e51b-b30f-4f74-8028-1e36cf5bc55b","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 128","Raise Remedial/ Main Contractor Sign Off"
"f99338de-f38c-42be-a6ab-18404dcf9d84","","checklist-flat","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23)","checklist-flat","FALSE","FALSE","QA - Building B04","Level 1","Apartment 129"
"f3aedbf8-9576-46bf-b6f0-89a57233e38c","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):3062b4a6-63ee-4e4e-bf6c-3b651fe2de73","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 129","Area floor level acceptable"
"1e0285f0-ac67-4b6f-ab5f-d8e1fc578c13","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e0fb787d-9253-43e7-92a6-d37394f36b75","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 129","Wiring on the floor completed (photos attached)"
"0f60d191-55eb-49c8-bbf7-3ae049213463","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 129","Self leveling coverage completed"
"da261df0-ca30-49d8-82a5-0d5cf8620fbc","","holdpoint","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583:cf71e51b-b30f-4f74-8028-1e36cf5bc55b","","FALSE","FALSE","QA - Building B04","Level 1","Apartment 129","Raise Remedial/ Main Contractor Sign Off"
"0de9ef00-e525-4a74-9fea-f076c92b1c7d","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B04","Level 2"
"f2e1d1c3-5a10-4653-a157-c804bca57857","","checklist-flat","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23)","checklist-flat","FALSE","FALSE","QA - Building B04","Level 2","Apartment 220"
"1e18f012-56c6-4f61-8b59-5adfc3a8a00f","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):3062b4a6-63ee-4e4e-bf6c-3b651fe2de73","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 220","Area floor level acceptable"
"eb07d5be-cb14-467d-aa90-b9347c23ecd0","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e0fb787d-9253-43e7-92a6-d37394f36b75","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 220","Wiring on the floor completed (photos attached)"
"110186fc-2ff9-4e6a-b758-dd5c5afec32a","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 220","Self leveling coverage completed"
"4732b2b3-7956-42cb-8fb8-c588367b32e1","","holdpoint","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583:cf71e51b-b30f-4f74-8028-1e36cf5bc55b","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 220","Raise Remedial/ Main Contractor Sign Off"
"2f55d63d-a323-4467-8d9d-02d31a784d39","","checklist-flat","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23)","checklist-flat","FALSE","FALSE","QA - Building B04","Level 2","Apartment 221"
"15b97ce1-a96d-48fe-ba43-9c78e27656a7","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):3062b4a6-63ee-4e4e-bf6c-3b651fe2de73","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 221","Area floor level acceptable"
"17c9a645-03e5-49e2-9798-a17d2d3b806b","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e0fb787d-9253-43e7-92a6-d37394f36b75","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 221","Wiring on the floor completed (photos attached)"
"5712c686-c4b0-424e-862b-ad27cd6c0dae","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 221","Self leveling coverage completed"
"9bc019b5-4767-4194-bd1b-2a8132a462ff","","holdpoint","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583:cf71e51b-b30f-4f74-8028-1e36cf5bc55b","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 221","Raise Remedial/ Main Contractor Sign Off"
"bbca1ec4-0287-49fe-a72b-6c8073c32bf2","","checklist-flat","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23)","checklist-flat","FALSE","FALSE","QA - Building B04","Level 2","Apartment 222"
"fc31f3ed-b850-4f8c-8549-e244676d907d","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):3062b4a6-63ee-4e4e-bf6c-3b651fe2de73","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 222","Area floor level acceptable"
"2a545226-28c2-4b38-81c5-ab183131d576","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e0fb787d-9253-43e7-92a6-d37394f36b75","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 222","Wiring on the floor completed (photos attached)"
"215f7684-87df-4f77-a817-2be109fdeeda","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 222","Self leveling coverage completed"
"869120fd-7a51-4cf5-ba69-e3f2be8151a1","","holdpoint","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583:cf71e51b-b30f-4f74-8028-1e36cf5bc55b","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 222","Raise Remedial/ Main Contractor Sign Off"
"a52f85ad-cbc9-45d3-95fb-03d2bfc89239","","checklist-flat","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23)","checklist-flat","FALSE","FALSE","QA - Building B04","Level 2","Apartment 223"
"723fec9b-00ab-4cfa-8e72-a9254a8f420b","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):3062b4a6-63ee-4e4e-bf6c-3b651fe2de73","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 223","Area floor level acceptable"
"a66cc7fe-0d7d-48a9-8571-0be889a0c615","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e0fb787d-9253-43e7-92a6-d37394f36b75","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 223","Wiring on the floor completed (photos attached)"
"7e138af0-4827-4962-b581-89ab18b9b484","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 223","Self leveling coverage completed"
"c8c20926-eebd-4601-bf66-d82ff4afe2e6","","holdpoint","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583:cf71e51b-b30f-4f74-8028-1e36cf5bc55b","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 223","Raise Remedial/ Main Contractor Sign Off"
"f956cd11-dcf6-4e74-8682-7c56de4c69c3","","checklist-flat","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23)","checklist-flat","FALSE","FALSE","QA - Building B04","Level 2","Apartment 224"
"121b235d-3b47-4065-a529-5987740a0659","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):3062b4a6-63ee-4e4e-bf6c-3b651fe2de73","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 224","Area floor level acceptable"
"eed92022-d08d-46c0-a0af-6e1afc7669b5","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e0fb787d-9253-43e7-92a6-d37394f36b75","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 224","Wiring on the floor completed (photos attached)"
"e86f9374-8613-44ce-b039-dee3a5d05c8e","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 224","Self leveling coverage completed"
"47931636-a179-4bb7-b2c1-92172e1c84cc","","holdpoint","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583:cf71e51b-b30f-4f74-8028-1e36cf5bc55b","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 224","Raise Remedial/ Main Contractor Sign Off"
"c6f5ff67-0eb5-439c-8612-a71f1cdfba67","","checklist-flat","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23)","checklist-flat","FALSE","FALSE","QA - Building B04","Level 2","Apartment 225"
"5c09b6eb-4628-4ef0-a8a9-5b8e833673b6","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):3062b4a6-63ee-4e4e-bf6c-3b651fe2de73","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 225","Area floor level acceptable"
"0f53f3aa-2d77-4d8b-b50b-f070aaaa29e3","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e0fb787d-9253-43e7-92a6-d37394f36b75","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 225","Wiring on the floor completed (photos attached)"
"e623fc2d-9d0d-4865-9b10-fa0afeaca316","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 225","Self leveling coverage completed"
"bd2f4045-4cda-47b3-ad0d-6e38b111a1f8","","holdpoint","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583:cf71e51b-b30f-4f74-8028-1e36cf5bc55b","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 225","Raise Remedial/ Main Contractor Sign Off"
"d6f3bed9-94f6-401f-8ef6-0a3736aceee5","","checklist-flat","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23)","checklist-flat","FALSE","FALSE","QA - Building B04","Level 2","Apartment 226"
"1b34cb7c-5d46-4cf9-9962-54cda2fc0204","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):3062b4a6-63ee-4e4e-bf6c-3b651fe2de73","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 226","Area floor level acceptable"
"2fef2dad-2a5b-4f42-9fa6-99cbba0bf105","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e0fb787d-9253-43e7-92a6-d37394f36b75","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 226","Wiring on the floor completed (photos attached)"
"e6f31cd1-5270-4e4c-aaa0-3c0c76938aee","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 226","Self leveling coverage completed"
"4def9e16-ece2-4dd6-ba7f-b4ac64665898","","holdpoint","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583:cf71e51b-b30f-4f74-8028-1e36cf5bc55b","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 226","Raise Remedial/ Main Contractor Sign Off"
"ee8ce396-3fc9-4d38-afb9-a18b56184505","","checklist-flat","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23)","checklist-flat","FALSE","FALSE","QA - Building B04","Level 2","Apartment 227"
"2b429815-a91f-4244-8845-305a08625ff7","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):3062b4a6-63ee-4e4e-bf6c-3b651fe2de73","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 227","Area floor level acceptable"
"81be3b50-e3d2-494c-91af-488c73a1c3b1","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e0fb787d-9253-43e7-92a6-d37394f36b75","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 227","Wiring on the floor completed (photos attached)"
"c8bc8dfd-eef0-49ec-8063-b0cf606a9638","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 227","Self leveling coverage completed"
"7f789965-7d83-4c22-ae8c-0d48fa6971fc","","holdpoint","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583:cf71e51b-b30f-4f74-8028-1e36cf5bc55b","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 227","Raise Remedial/ Main Contractor Sign Off"
"7b682620-90e9-4287-99fa-f1910b1339e6","","checklist-flat","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23)","checklist-flat","FALSE","FALSE","QA - Building B04","Level 2","Apartment 228"
"832d51dc-c662-4afd-aa07-695c70424bb9","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):3062b4a6-63ee-4e4e-bf6c-3b651fe2de73","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 228","Area floor level acceptable"
"96ab40c8-5695-4492-a1c4-121bea31c8ab","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e0fb787d-9253-43e7-92a6-d37394f36b75","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 228","Wiring on the floor completed (photos attached)"
"fd212b7c-601e-4d6b-b096-c552d51e9801","","checkpoint-status","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 228","Self leveling coverage completed"
"836b6b6f-3be7-44a3-965a-427f39d09733","","holdpoint","pass","zSYS - QA - Underfloor Heating (old version, 01-09-23):e1548822-9a09-47e1-b0c5-191d4caf0583:cf71e51b-b30f-4f74-8028-1e36cf5bc55b","","FALSE","FALSE","QA - Building B04","Level 2","Apartment 228","Raise Remedial/ Main Contractor Sign Off"
