"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"214d6b83-bdcd-4c13-9d0f-4a7fcc19746f","folder-normal has incorrect meta.stepType folder-progress","folder-normal","work-in-progress","","step","FALSE","FALSE","B04 Fitout"
"f812e80d-ee4e-4559-ab17-c0b567bc032d","folder-normal has incorrect meta.stepType folder-progress","folder-normal","work-in-progress","","step","FALSE","FALSE","B04 Fitout","Level 1"
"c92acc2b-5ed1-459c-9ff6-c3557cdb51dd","","checklist-sectioned","pass","Level 1 Residential Areas","checklist","FALSE","FALSE","B04 Fitout","Level 1","Residential Areas"
"70a84a8c-012d-4951-958c-8e94378343f3","","checkpoint-group","pass","Level 1 Residential Areas:3b6f196d-198a-4199-9761-9671e2144911","","FALSE","FALSE","B04 Fitout","Level 1","Residential Areas","Apartment A88"
"cdbcc64b-734b-4fc3-be4f-85dded5c98bd","","checkpoint-group","not-started","Level 4 Corridors & Lobbies:a1756f5c-2d97-4db9-9087-e027fac992ff","","FALSE","FALSE","B04 Fitout","Level 4","Corridors & Lobbies","Corridor - Area B"
"e98b2636-8eea-462f-8b45-b388560724c3","","checkpoint-status","not-started","Level 4 Corridors & Lobbies:a1756f5c-2d97-4db9-9087-e027fac992ff:e2eff994-e029-4f91-984b-88734b3885f7","","FALSE","FALSE","B04 Fitout","Level 4","Corridors & Lobbies","Corridor - Area B","Area floor level acceptable"
"5a2ad7f6-b4b5-4e7d-a9b2-7e2217462310","","checkpoint-status","not-started","Level 4 Corridors & Lobbies:a1756f5c-2d97-4db9-9087-e027fac992ff:df20b792-c8ff-4d7e-a04e-9a85fb0964bb","","FALSE","FALSE","B04 Fitout","Level 4","Corridors & Lobbies","Corridor - Area B","Wiring on the floor completed (photos attached)"
"b03ad4d8-dba5-48f9-abda-b9c67058ed46","","checkpoint-status","not-started","Level 4 Corridors & Lobbies:a1756f5c-2d97-4db9-9087-e027fac992ff:da9e7037-dccd-4dbe-9111-63a7070453ab","","FALSE","FALSE","B04 Fitout","Level 4","Corridors & Lobbies","Corridor - Area B","Self leveling coverage completed"
"aae4c3c1-6221-4108-893a-f521055f59cd","","holdpoint","not-started","Level 4 Corridors & Lobbies:a1756f5c-2d97-4db9-9087-e027fac992ff:da9e7037-dccd-4dbe-9111-63a7070453ab:8adef91d-bc1b-437b-9fe8-5308fef098c5","","FALSE","FALSE","B04 Fitout","Level 4","Corridors & Lobbies","Corridor - Area B","Raise Remedial/ Main Contractor Signoff"
"1db5df74-69e8-47fa-98de-943bcf799079","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout"
"28b844a7-1ae7-43d2-ae6b-6a5fac36737d","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 1"
"1d467585-0e0c-4f27-bed3-34313c1391b4","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 1","Apartment"
"dfbe42e1-2446-48f4-8fbc-c9be354a54d8","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 1","Apartment","A69"
"2b85e002-2eef-4c75-8fca-25f2d4b33be8","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 1","Apartment","A69","Bathroom"
"1a950655-542d-5f51-a416-f124165955a2","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 1","Apartment","A69","Bathroom","Wiring on the floor completed correctly"
"8d6826c9-583f-5d8d-8de3-797397480685","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 1","Apartment","A69","Bathroom","Self levelling coverage completed and acceptable"
"0d64ae63-0580-5bbe-921d-a93e8d1a3cb5","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 1","Apartment","A69","Bathroom","Underfloor heating completed - specified level of finish achieved"
"c020b426-d901-54a1-a1ee-d8d8376aa15d","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 1","Apartment","A69","Bathroom","Inspections completed and issued to Foreman"
"330f1136-aec2-5fe4-ae30-6603ca12b060","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 1","Apartment","A69","Bathroom","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"a502194b-2422-453c-929e-3dd1a5239d4c","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 2"
"4e6de3e1-32a2-4071-844a-b7256dd7bd2c","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 2","Apartment"
"6900dc2f-a097-4464-ad4c-1eb4aed35510","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 2","Apartment","B69"
"6d3dc757-b2e1-41fe-8514-d89dd3b6660d","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 2","Apartment","B69","Bathroom"
"a82b3079-2f9f-507c-8391-dff7589a5cd7","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 2","Apartment","B69","Bathroom","Wiring on the floor completed correctly"
"b6947a93-5488-5a5c-80ff-81d02355c141","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 2","Apartment","B69","Bathroom","Self levelling coverage completed and acceptable"
"8d70d849-ecfb-5235-b90c-c17aaba07287","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 2","Apartment","B69","Bathroom","Underfloor heating completed - specified level of finish achieved"
"afcfe510-0dd3-5423-b8a0-cb67d188bdfd","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 2","Apartment","B69","Bathroom","Inspections completed and issued to Foreman"
"ac19689e-d90f-5184-8170-2fe46e17511f","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 2","Apartment","B69","Bathroom","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"cf9d1523-0e00-45e7-8ff5-ad5f9c565536","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 2","Apartment","B70"
"35d6a852-54be-4e55-bb93-a89bb23c3589","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 2","Apartment","B70","Bathroom"
"f06c0b07-9820-59ad-88f8-2d7a1d63907a","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 2","Apartment","B70","Bathroom","Wiring on the floor completed correctly"
"3a3ff5bb-1df4-587f-a7f3-862ac061392b","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 2","Apartment","B70","Bathroom","Self levelling coverage completed and acceptable"
"80c19ff4-eb3a-5953-8e6b-3b61bd3c33ba","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 2","Apartment","B70","Bathroom","Underfloor heating completed - specified level of finish achieved"
"08668819-4731-5571-a3fd-fbf324a96643","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 2","Apartment","B70","Bathroom","Inspections completed and issued to Foreman"
"f3fa4547-071f-59f6-9979-bf77980aae16","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 2","Apartment","B70","Bathroom","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"8362114c-714b-4b43-873c-571f29f9ff88","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 3"
"92b568c6-208e-4454-90c2-66b4422df27e","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 3","Apartment"
"b92c23f1-19a4-4c34-afee-827d8c3a7923","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 3","Apartment","C69"
"d41247d1-9e9e-4f47-a4a5-b1d8387d24e4","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 3","Apartment","C69","Bathroom"
"1ca31a9b-1bf3-5d69-af72-8228cad53439","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C69","Bathroom","Wiring on the floor completed correctly"
"c41ed513-8c27-594f-8580-9553a3432787","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C69","Bathroom","Self levelling coverage completed and acceptable"
"b0bc1999-d7fc-5675-afd4-3fcb62b76a00","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C69","Bathroom","Underfloor heating completed - specified level of finish achieved"
"02f11492-cebd-55ed-aadc-01aa049e6b6c","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C69","Bathroom","Inspections completed and issued to Foreman"
"1b3cce2c-35cd-5fee-b768-1234d28e0aa1","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C69","Bathroom","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"e61240ea-51ba-4e5d-ba55-5e63913c20fd","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 3","Apartment","C70"
"78c085da-72ef-465a-a0d3-c12b6208653f","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 3","Apartment","C70","Bathroom"
"af999bbc-a9c6-5e2d-a3cd-b959a2506ed6","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C70","Bathroom","Wiring on the floor completed correctly"
"076b84a1-e0d5-5d2c-8fbe-dbc8c0e865d6","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C70","Bathroom","Self levelling coverage completed and acceptable"
"53f88292-dba8-51a1-9034-0fa9b3038397","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C70","Bathroom","Underfloor heating completed - specified level of finish achieved"
"9c1a4a4c-dae3-5446-81d1-b63cadd3e09c","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C70","Bathroom","Inspections completed and issued to Foreman"
"40572f87-80a0-5eeb-96cb-713f3fc1d9af","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C70","Bathroom","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"ece9bc23-6eb5-4978-bac5-39b2d6e6ab53","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 3","Apartment","C71"
"f6a612e0-69b3-4907-92e3-43ab6697b46c","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 3","Apartment","C71","Bathroom"
"e22da30a-e785-5339-8a07-3a401d286793","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C71","Bathroom","Wiring on the floor completed correctly"
"2c14d76a-3103-5a4f-ada0-187c81007d91","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C71","Bathroom","Self levelling coverage completed and acceptable"
"53fddd10-0898-5f19-b498-4544218021d7","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C71","Bathroom","Underfloor heating completed - specified level of finish achieved"
"9f7f39d6-0cb3-57b5-82ba-8255058d5b03","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C71","Bathroom","Inspections completed and issued to Foreman"
"383a76f3-b3b7-5bd3-a5cd-21bf811b9d6a","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C71","Bathroom","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"8c8f76ce-f5a3-4714-aeb9-7795bfb27f04","","checklist-flat","not-started","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 3","Apartment","C71","Ensuite"
"7b467075-18db-58b6-a15c-de64dbbd3159","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C71","Ensuite","Wiring on the floor completed correctly"
"a98ce809-89cc-5871-a042-e43fe41c3c59","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C71","Ensuite","Self levelling coverage completed and acceptable"
"a8f11200-ba66-56e4-924a-9d8899846b15","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C71","Ensuite","Underfloor heating completed - specified level of finish achieved"
"44dfb0ef-9aff-5872-928b-4b83ac0effc9","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C71","Ensuite","Inspections completed and issued to Foreman"
"aa9bc024-9d59-5615-aaab-d198a9d5ed27","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C71","Ensuite","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"19905a0b-5905-4ebc-99a6-9844a832e024","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 3","Apartment","C72"
"7c61261e-56e9-4fed-9eae-a714706c3aec","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 3","Apartment","C72","Bathroom"
"aa34eb0e-eede-56af-85cb-09a5c5161e69","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C72","Bathroom","Wiring on the floor completed correctly"
"53e008d9-086e-5138-b330-96dc4c06f6fc","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C72","Bathroom","Self levelling coverage completed and acceptable"
"43acbf42-9f77-50af-8332-84694090970f","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C72","Bathroom","Underfloor heating completed - specified level of finish achieved"
"39994bed-ccb7-5165-b378-512661bceff9","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C72","Bathroom","Inspections completed and issued to Foreman"
"46c0c644-2fa1-5550-9b9a-9f611b395855","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C72","Bathroom","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"da4ef720-b55a-41f1-ab38-554e3e11d805","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 3","Apartment","C72","Ensuite"
"7972ccc4-dd34-5ca1-addc-ec103f150fd1","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C72","Ensuite","Wiring on the floor completed correctly"
"55810a34-7db5-5346-86d4-9e53012718f6","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C72","Ensuite","Self levelling coverage completed and acceptable"
"17b9e163-792e-5577-8791-4072d6cc77ed","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C72","Ensuite","Underfloor heating completed - specified level of finish achieved"
"b6916c3c-23c7-5558-9e31-0b91fc683c3c","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C72","Ensuite","Inspections completed and issued to Foreman"
"57649f45-b17a-5292-a73f-e7ef9df13232","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C72","Ensuite","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"b0e9dd2d-0cab-4d2d-bdb9-c2463d61a92e","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 3","Apartment","C73"
"7d27599b-90c9-4544-a7d4-bc13094d71d4","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 3","Apartment","C73","Bathroom"
"e7452f83-216f-545e-97cd-066cbba34cce","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C73","Bathroom","Wiring on the floor completed correctly"
"f98abf90-0bd4-5206-a220-88888a0175b6","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C73","Bathroom","Self levelling coverage completed and acceptable"
"79d1251a-e4da-569d-b050-6d0e29acf98d","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C73","Bathroom","Underfloor heating completed - specified level of finish achieved"
"48e001c5-e289-5448-b7bc-e8326da427cd","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C73","Bathroom","Inspections completed and issued to Foreman"
"1fec52ba-6e6a-5d73-bfbf-46faa2d6c3ff","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C73","Bathroom","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"7889bf37-b0a7-4d24-879b-f512bbe71007","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 3","Apartment","C74"
"37611105-549d-4494-bcea-bcfa28e2358e","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 3","Apartment","C74","Bathroom"
"1e0695ef-f0e5-53ef-a7e9-39db54a30bfb","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C74","Bathroom","Wiring on the floor completed correctly"
"ee3f1f03-dae4-522b-8ec7-ed9640bf3241","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C74","Bathroom","Self levelling coverage completed and acceptable"
"16b5b83e-9d6c-59ae-b481-52fa5b3b788c","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C74","Bathroom","Underfloor heating completed - specified level of finish achieved"
"89ec2f1c-1f96-5894-b3d8-312838f8c9c3","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C74","Bathroom","Inspections completed and issued to Foreman"
"2faba5e3-db72-596b-b694-58cae7e15549","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C74","Bathroom","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"9ec9416b-bf47-4163-8787-d8f07d01b133","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 3","Apartment","C75"
"27e2cab5-55f7-42a8-886f-855f181df4f6","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 3","Apartment","C75","Bathroom"
"1fce2aad-8afa-5ce3-9d22-1c2bf5be4394","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C75","Bathroom","Wiring on the floor completed correctly"
"72b4773e-6c85-541e-b34c-3abb6a528659","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C75","Bathroom","Self levelling coverage completed and acceptable"
"00bc2b24-6d92-5a20-8a72-63f0e8a1e79d","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C75","Bathroom","Underfloor heating completed - specified level of finish achieved"
"979d68bd-5df0-5285-b2f9-06ff9b5bb941","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C75","Bathroom","Inspections completed and issued to Foreman"
"4ab34a33-edb0-5ebc-9f67-968fc346ac05","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C75","Bathroom","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"23d6f189-09e1-4613-8ad4-fdcb58bbffa9","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 3","Apartment","C76"
"cc75b0af-2bfe-4e54-83bc-6b849447372d","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 3","Apartment","C76","Bathroom"
"65a6c56b-9be3-5102-a1ad-ded2d80150b6","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C76","Bathroom","Wiring on the floor completed correctly"
"ca1c5283-d302-5b9c-9275-5b5ab3c98a8a","","checkpoint-status","pass","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C76","Bathroom","Self levelling coverage completed and acceptable"
"7f03d2cf-e2e6-5c25-9690-2ad028afcefe","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 3","Apartment","C76","Bathroom","Underfloor heating completed - specified level of finish achieved"
