"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"bd8b178e-db9b-49fc-b15f-f898a2c592a0","folder-normal has incorrect meta.stepType folder-progress","folder-normal","work-in-progress","","step","FALSE","FALSE","B02"
"c2bf966c-45ec-45fb-afcd-04352ca1930f","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5"
"efa9b2d2-66ed-4d02-adba-e6bf5b523aaf","","checklist-sectioned","not-started","SYS - Finger 1: Grids A - N & 1 - 6.5 Ground Floor","checklist","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Ground Floor"
"336c0d37-9dfd-4200-be00-bd7a3c95de4d","","checkpoint-group","not-started","SYS - Finger 1: Grids A - N & 1 - 6.5 Ground Floor:86ccb46d-335a-441e-8187-4fe6ed1eb282","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Ground Floor","G15"
"04f249bf-c22b-5193-87b3-e11118f24dcc","","checkpoint-status","pass","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Stage 5","Fitout QA","B09","Unit 28","Wiring on the floor completed correctly"
"1dd2753c-b413-53f5-b949-b78c2552ecba","","checkpoint-status","pass","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Stage 5","Fitout QA","B09","Unit 28","Self levelling coverage completed and acceptable"
"11c0ae56-5b02-5162-bad2-552f4c5899a2","","checkpoint-status","pass","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Stage 5","Fitout QA","B09","Unit 28","Underfloor heating completed - specified level of finish achieved"
"1b4b354f-cf51-5f3a-bb87-ac1f77c90886","","checkpoint-status","pass","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Stage 5","Fitout QA","B09","Unit 28","Inspections completed and issued to Foreman"
"27b5d53a-cdfa-57ba-b361-ebd0bc8c4463","","holdpoint","pass","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Stage 5","Fitout QA","B09","Unit 28","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"ff8bdd86-9044-4539-b697-bd18a09ed933","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Stage 5","Fitout QA","B09","Unit 30"
"5d5fdf88-f81e-522f-a970-ba57cba12188","","checkpoint-status","pass","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Stage 5","Fitout QA","B09","Unit 30","Wiring on the floor completed correctly"
"8d496246-efb2-5960-bb5e-81d75f40b141","","checkpoint-status","pass","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Stage 5","Fitout QA","B09","Unit 30","Self levelling coverage completed and acceptable"
"b86613f7-2216-5770-a118-0c7528749685","","checkpoint-status","pass","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Stage 5","Fitout QA","B09","Unit 30","Underfloor heating completed - specified level of finish achieved"
"f71f0b94-372b-5a54-af06-92c5fc203c69","","checkpoint-status","pass","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Stage 5","Fitout QA","B09","Unit 30","Inspections completed and issued to Foreman"
"f760e5fe-023f-576d-b19e-c888356af629","","holdpoint","pass","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Stage 5","Fitout QA","B09","Unit 30","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"f71301da-8da0-4e51-8269-8b55429af618","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Stage 5","Fitout QA","B09","Unit 32"
"cc9718aa-2d89-5e01-8652-6d4da0958622","","checkpoint-status","pass","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Stage 5","Fitout QA","B09","Unit 32","Wiring on the floor completed correctly"
"bdb2e653-3ff5-5459-83a5-57931b295033","","checkpoint-status","pass","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Stage 5","Fitout QA","B09","Unit 32","Self levelling coverage completed and acceptable"
"28959a37-abcb-5fb1-8722-c918ce6f702f","","checkpoint-status","pass","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Stage 5","Fitout QA","B09","Unit 32","Underfloor heating completed - specified level of finish achieved"
"1b019ef5-7e86-5e22-bbee-b72b9f13a404","","checkpoint-status","pass","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Stage 5","Fitout QA","B09","Unit 32","Inspections completed and issued to Foreman"
"7cdd62a9-fd29-5003-a8a1-aee36adfb736","","holdpoint","pass","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Stage 5","Fitout QA","B09","Unit 32","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"c3a1149f-73cd-432c-9298-d6c3ca60eebc","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 5","Fitout QA","B10"
"971750d3-ca0f-4d20-8db4-630165ef44fe","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Stage 5","Fitout QA","B10","Unit 16"
"2c0ccece-7555-539f-b95a-5b804f87ecc1","","checkpoint-status","pass","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Stage 5","Fitout QA","B10","Unit 16","Wiring on the floor completed correctly"
"c8141515-b480-5a29-a45d-8f3e5d7f3942","","checkpoint-status","pass","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Stage 5","Fitout QA","B10","Unit 16","Self levelling coverage completed and acceptable"
"4d62a439-a39c-5ae1-a23a-ca635ecfd551","","checkpoint-status","pass","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Stage 5","Fitout QA","B10","Unit 16","Underfloor heating completed - specified level of finish achieved"
"88f2cca1-2ce4-58f2-9149-234ab957201e","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Stage 5","Fitout QA","B10","Unit 16","Inspections completed and issued to Foreman"
"6cd02182-fbb0-5cb0-a9fb-7f8b97c0ef89","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Stage 5","Fitout QA","B10","Unit 16","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"6a4eaa37-ffad-412a-8fd8-d4ef6d386700","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Stage 5","Fitout QA","B10","Unit 18"
"b0df0a5a-ec68-56e8-b490-c717c4262a72","","checkpoint-status","pass","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Stage 5","Fitout QA","B10","Unit 18","Wiring on the floor completed correctly"
"c8ebd4d4-055e-5714-a120-2b0ccf751316","","checkpoint-status","pass","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Stage 5","Fitout QA","B10","Unit 18","Self levelling coverage completed and acceptable"
"5f180052-94f6-503b-aca9-057d894a6db7","","checkpoint-status","pass","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Stage 5","Fitout QA","B10","Unit 18","Underfloor heating completed - specified level of finish achieved"
"2d54d38b-d5c0-59a7-ad55-3fdd4589e2d7","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Stage 5","Fitout QA","B10","Unit 18","Inspections completed and issued to Foreman"
"a2835f19-9f9d-55e4-8f37-0d84ada581f8","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Stage 5","Fitout QA","B10","Unit 18","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"6f20cf86-33ef-4b6d-ad1a-e70356b7982b","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Stage 5","Fitout QA","B10","Unit 20"
"72b217e7-17b4-502b-ac02-feb4a512047e","","checkpoint-status","pass","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Stage 5","Fitout QA","B10","Unit 20","Wiring on the floor completed correctly"
"e3b8d494-2e19-512d-98bb-d769e4078362","","checkpoint-status","pass","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Stage 5","Fitout QA","B10","Unit 20","Self levelling coverage completed and acceptable"
"7896c438-3f3f-5226-a18f-72ac393aeddb","","checkpoint-status","pass","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Stage 5","Fitout QA","B10","Unit 20","Underfloor heating completed - specified level of finish achieved"
"65b1b0e8-f224-5dfa-a9ee-fb39fb5ce165","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Stage 5","Fitout QA","B10","Unit 20","Inspections completed and issued to Foreman"
"c70acd43-5522-5bfc-8923-76ea15a98762","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Stage 5","Fitout QA","B10","Unit 20","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"9707ddfd-2b2a-4c63-b11b-fbeb1f125a96","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Stage 5","Fitout QA","B10","Unit 22"
"16c915da-72db-59ff-a116-56cb2872fb55","","checkpoint-status","pass","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Stage 5","Fitout QA","B10","Unit 22","Wiring on the floor completed correctly"
"cd3f11a5-99a2-5181-80af-b52f8c15b5eb","","checkpoint-status","pass","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Stage 5","Fitout QA","B10","Unit 22","Self levelling coverage completed and acceptable"
"84d4a058-ccc9-56fc-9647-dc6018eb6360","","checkpoint-status","pass","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Stage 5","Fitout QA","B10","Unit 22","Underfloor heating completed - specified level of finish achieved"
"5492d0e2-d4dc-514e-bd96-c72910e075a5","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Stage 5","Fitout QA","B10","Unit 22","Inspections completed and issued to Foreman"
"de1d75ab-435c-58ef-b21a-f1f17ec5fbfc","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Stage 5","Fitout QA","B10","Unit 22","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"0ea1819c-1d35-45b6-9bf0-a34903cbba73","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 5","Fitout QA","B08"
"fc4b7daa-4cf6-47db-9d2c-0cb2aab8ef21","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Stage 5","Fitout QA","B08","Unit 23"
"4e465805-f9f1-59e0-b592-dcb7bc0fab6a","","checkpoint-status","pass","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 23","Wiring on the floor completed correctly"
"a7ea785e-5dd8-591e-bc16-c5018dab70d5","","checkpoint-status","pass","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 23","Self levelling coverage completed and acceptable"
"fd83868b-29bf-5d1b-9a48-31a0ad710269","","checkpoint-status","pass","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 23","Underfloor heating completed - specified level of finish achieved"
"2b764e32-be96-58d6-86fc-35ef012d6b6e","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 23","Inspections completed and issued to Foreman"
"7485705f-c4fd-5aab-becf-bf4e4e2a1d65","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 23","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"b52c8587-e4cc-4573-b635-25454f14752e","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Stage 5","Fitout QA","B08","Unit 25"
"0acedc05-6acc-5b78-9f9e-831eee0cf13b","","checkpoint-status","pass","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 25","Wiring on the floor completed correctly"
"05127111-dd93-5ada-bdf9-382efd1fd807","","checkpoint-status","pass","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 25","Self levelling coverage completed and acceptable"
"38021c7e-f9f5-56e4-8798-e8587cdcc489","","checkpoint-status","pass","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 25","Underfloor heating completed - specified level of finish achieved"
"8fbd484b-8d61-575f-9663-4055519a2ff5","","checkpoint-status","pass","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 25","Inspections completed and issued to Foreman"
"d77d3221-c623-591e-8cf4-60c35bbfa364","","holdpoint","pass","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 25","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"2a81f28b-2434-4e80-8023-efc50f9938e4","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Stage 5","Fitout QA","B08","Unit 27"
"291dc446-e924-5160-aa32-a59c1e58e2c7","","checkpoint-status","pass","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 27","Wiring on the floor completed correctly"
"7bce0dab-f906-5213-b575-760bd2aee8e6","","checkpoint-status","pass","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 27","Self levelling coverage completed and acceptable"
"c67f36d2-2605-5344-812b-81d0c6bb739b","","checkpoint-status","pass","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 27","Underfloor heating completed - specified level of finish achieved"
"16dfc675-b68f-52d0-b376-2ccb2b0ba594","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 27","Inspections completed and issued to Foreman"
"e1e93fe6-fd55-5c53-8935-d463610e42ee","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 27","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"9163b37d-3fb3-4c45-a398-55a75e6cf468","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Stage 5","Fitout QA","B08","Unit 29"
"04188f46-3a2a-5325-9b22-73764a40a2b9","","checkpoint-status","pass","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 29","Wiring on the floor completed correctly"
"eb0ed30f-fdf0-5031-beb6-a4f3a187b258","","checkpoint-status","pass","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 29","Self levelling coverage completed and acceptable"
"a1331a41-f970-50e7-ab54-38ca122618da","","checkpoint-status","pass","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 29","Underfloor heating completed - specified level of finish achieved"
"48a88a2a-c3ea-50d7-9593-1be9098d6d2c","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 29","Inspections completed and issued to Foreman"
"ed04f7a3-b504-55aa-8cb6-e90b66f7b104","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 29","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"d1822b9c-b3a6-43b9-b992-90f270819898","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Stage 5","Fitout QA","B08","Unit 31"
"f99d4417-a65e-5eea-a35a-67b36d03796a","","checkpoint-status","pass","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 31","Wiring on the floor completed correctly"
"715eef97-1787-5818-a36f-930b2024d474","","checkpoint-status","pass","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 31","Self levelling coverage completed and acceptable"
"f6523052-b565-5a1c-8201-772540185408","","checkpoint-status","pass","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 31","Underfloor heating completed - specified level of finish achieved"
"7b56c19b-860a-5f49-9277-fa1624e3728a","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 31","Inspections completed and issued to Foreman"
"9418fc07-8510-588a-925a-f7352baa833b","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Stage 5","Fitout QA","B08","Unit 31","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"826ef240-2a03-42eb-a1fe-dba763b57790","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 5","Fitout QA","B11"
"8f4e84e5-9102-45df-897a-eab47756923c","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Stage 5","Fitout QA","B11","Unit 15"
"441c9101-550a-5cf1-a496-a3770b97d67a","","checkpoint-status","pass","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Stage 5","Fitout QA","B11","Unit 15","Wiring on the floor completed correctly"
"edf7c704-c71e-51a1-b484-98a3e6d66828","","checkpoint-status","pass","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Stage 5","Fitout QA","B11","Unit 15","Self levelling coverage completed and acceptable"
"91f866ea-717b-5c02-9ef1-d2965132e177","","checkpoint-status","pass","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Stage 5","Fitout QA","B11","Unit 15","Underfloor heating completed - specified level of finish achieved"
"787205dd-d410-5db2-9224-92a7f612dccd","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Stage 5","Fitout QA","B11","Unit 15","Inspections completed and issued to Foreman"
"58f5d0f7-ede1-5193-9111-69c2ad0589a6","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Stage 5","Fitout QA","B11","Unit 15","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"ac65ea6c-cde1-4480-9162-c9b4b64c5b5b","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Stage 5","Fitout QA","B11","Unit 17"
"3cdc507f-3fa8-5dab-818c-83cff9a6c1e4","","checkpoint-status","pass","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Stage 5","Fitout QA","B11","Unit 17","Wiring on the floor completed correctly"
"52f1ff38-e2f6-5a39-b77f-9493276b1434","","checkpoint-status","pass","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Stage 5","Fitout QA","B11","Unit 17","Self levelling coverage completed and acceptable"
"c8c96a45-e3ec-5ffb-89ac-a927608bb453","","checkpoint-status","pass","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Stage 5","Fitout QA","B11","Unit 17","Underfloor heating completed - specified level of finish achieved"
"9c35faac-7c56-50cc-ab65-4be330aaa155","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Stage 5","Fitout QA","B11","Unit 17","Inspections completed and issued to Foreman"
"01a7c0c4-e10c-5fd1-a7f9-13f7ee18ebaf","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Stage 5","Fitout QA","B11","Unit 17","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"5223656a-7b02-4169-b72d-04296d587a84","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Stage 5","Fitout QA","B11","Unit 19"
"dca36d21-deb8-55c5-adc3-295fcdbd5fb7","","checkpoint-status","not-started","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Stage 5","Fitout QA","B11","Unit 19","Wiring on the floor completed correctly"
"4e5e9bab-ec2f-59b3-8654-a9cd5c1eea44","","checkpoint-status","pass","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Stage 5","Fitout QA","B11","Unit 19","Self levelling coverage completed and acceptable"
"c813c74f-5fe5-546f-b823-b79a03dea02c","","checkpoint-status","pass","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Stage 5","Fitout QA","B11","Unit 19","Underfloor heating completed - specified level of finish achieved"
"49244bcb-1641-56f5-8b85-1e02d567a285","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Stage 5","Fitout QA","B11","Unit 19","Inspections completed and issued to Foreman"
"b4fb598e-3406-561e-875b-4f0429060afc","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Stage 5","Fitout QA","B11","Unit 19","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"7407d943-f4bd-4c44-94ad-73b3bb9dbe93","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Stage 5","Fitout QA","B11","Unit 21"
"957a3d60-2082-5e87-8f69-1c38c89dcfa9","","checkpoint-status","not-started","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Stage 5","Fitout QA","B11","Unit 21","Wiring on the floor completed correctly"
"d71674d7-e53c-5441-9d9d-73c68324c325","","checkpoint-status","pass","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Stage 5","Fitout QA","B11","Unit 21","Self levelling coverage completed and acceptable"
"13139bf5-2d02-579d-b9ee-c849b83f6daf","","checkpoint-status","pass","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Stage 5","Fitout QA","B11","Unit 21","Underfloor heating completed - specified level of finish achieved"
"37ce98ab-9b51-5d7f-b536-20da21a6c6cc","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Stage 5","Fitout QA","B11","Unit 21","Inspections completed and issued to Foreman"
"76bdf5ac-d0dd-5508-9a84-340d2af7a519","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Stage 5","Fitout QA","B11","Unit 21","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"a4950519-341f-462c-83c6-8a5ee7725158","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 5","Fitout QA","B07"
"43053221-7bbc-4885-b9b8-01451f972377","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Stage 5","Fitout QA","B07","Unit 6"
"4881a351-3922-5ed6-9daf-8b8a7c8fa2e4","","checkpoint-status","pass","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Stage 5","Fitout QA","B07","Unit 6","Wiring on the floor completed correctly"
"fa5b3a24-3355-580a-8bcb-4ac740816fe8","","checkpoint-status","pass","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Stage 5","Fitout QA","B07","Unit 6","Self levelling coverage completed and acceptable"
