"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b60c4645-5d93-480c-af02-f8dd14a47037","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"5d2d9831-7207-462c-8886-0bb0cf01be16","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA","B01A"
"d9c50cdc-8595-4c19-abc0-f9efbce9da90","","checklist-sectioned","pass","zSYS - B01A - Level 5","checklist","FALSE","FALSE","QA","B01A","Level 5"
"575f0bbc-7e22-419e-b7c0-7c6bfddd311b","","checkpoint-group","pass","zSYS - B01A - Level 5:b27c844d-748a-4473-8198-d0b952a4a71a","","FALSE","FALSE","QA","B01A","Level 5","ALS 562 - Bathroom"
"abb2e853-f7da-4360-bc3a-d4172e512a97","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5:2c6555fb-9fee-4ddf-9609-e5f464d52874","","FALSE","FALSE","QA","B03D","Level 1","A34","Ensuite","Wiring on the floor completed (photos attached)"
"797f92a3-585d-4430-8650-244f5490c047","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5:824b3418-fbc0-47c8-a910-ce2be990b215","","FALSE","FALSE","QA","B03D","Level 1","A34","Ensuite","Self leveling coverage completed"
"eb184228-480b-42dd-8112-25827b4f53b5","","holdpoint","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5:824b3418-fbc0-47c8-a910-ce2be990b215:754b4812-1a07-4b97-9542-0207c53598e2","","FALSE","FALSE","QA","B03D","Level 1","A34","Ensuite","Raise Remedial/ Main Contractor Sign Off"
"87c4b04f-81ab-4df3-a849-0f8d48c36384","","folder-progress","pass","","checklist","TRUE","FALSE","QA","B03D","Level 2"
"b9c384fa-672b-44e7-b9f4-8c7e9f820f4f","","checklist-sectioned","pass","zSYS - B03C QA","checklist","TRUE","FALSE","QA","B03D","Level 2","B34"
"f61f6bdc-8d92-4baa-95e7-c0f1ae1213c1","","checkpoint-group","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c","","FALSE","FALSE","QA","B03D","Level 2","B34","Bathroom"
"23f2fccf-c007-4a73-b303-28414a37b2b8","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:7d645cf9-adcd-4f5a-bf6c-6425f9e641de","","FALSE","FALSE","QA","B03D","Level 2","B34","Bathroom","Area floor level acceptable"
"69973472-e068-4b1c-8171-bb35b0ab0100","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:200da0ef-abf8-4163-9928-49deb188bc5e","","FALSE","FALSE","QA","B03D","Level 2","B34","Bathroom","Wiring on the floor completed (photos attached)"
"6792e903-6c09-4726-a92d-02a2fd371f6b","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:a586a5fa-bd2d-4d42-8ecf-36faea3c5040","","FALSE","FALSE","QA","B03D","Level 2","B34","Bathroom","Self leveling coverage completed"
"a3f57c70-b001-4d7c-b7ad-3bf17b922a3a","","holdpoint","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:a586a5fa-bd2d-4d42-8ecf-36faea3c5040:ab8f45d2-7572-45c7-b7af-21c02fdc82c0","","FALSE","FALSE","QA","B03D","Level 2","B34","Bathroom","Raise Remedial/ Main Contractor Sign Off"
"8775396f-f042-4a92-830b-2a3ae74d89a6","","checklist-sectioned","pass","zSYS - B03C QA","checklist","TRUE","FALSE","QA","B03D","Level 2","B35"
"cf99a377-83fd-421b-af74-eec48bf0f4ea","","checkpoint-group","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c","","FALSE","FALSE","QA","B03D","Level 2","B35","Bathroom"
"0c3e5a3a-285f-4592-9201-af3396482537","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:7d645cf9-adcd-4f5a-bf6c-6425f9e641de","","FALSE","FALSE","QA","B03D","Level 2","B35","Bathroom","Area floor level acceptable"
"b20fbd32-1df4-4db1-aebf-1dceeb3b15ae","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:200da0ef-abf8-4163-9928-49deb188bc5e","","FALSE","FALSE","QA","B03D","Level 2","B35","Bathroom","Wiring on the floor completed (photos attached)"
"993cb6d1-1cd3-4625-8874-90ba51042d8f","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:a586a5fa-bd2d-4d42-8ecf-36faea3c5040","","FALSE","FALSE","QA","B03D","Level 2","B35","Bathroom","Self leveling coverage completed"
"da330af6-c972-47f8-952b-d7d549efd01a","","holdpoint","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:a586a5fa-bd2d-4d42-8ecf-36faea3c5040:ab8f45d2-7572-45c7-b7af-21c02fdc82c0","","FALSE","FALSE","QA","B03D","Level 2","B35","Bathroom","Raise Remedial/ Main Contractor Sign Off"
"8ea998dc-a3e1-4ab6-affa-a90904e13ed0","","checklist-sectioned","pass","zSYS - B03C - Level 1 - A31","checklist","TRUE","FALSE","QA","B03D","Level 2","B36"
"d7172592-c263-4e1e-a728-cb4ac3fec341","","checkpoint-group","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce","","FALSE","FALSE","QA","B03D","Level 2","B36","Bathroom"
"2f2a2ff0-4049-42c8-af48-d4165def7cfa","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce:2771c8d9-5107-44af-ba2d-c8a7010deb6b","","FALSE","FALSE","QA","B03D","Level 2","B36","Bathroom","Area floor level acceptable"
"ae363c7c-8308-4824-ae66-48f763b91a40","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce:b296c100-06b7-4b5b-b154-0deb63e7be51","","FALSE","FALSE","QA","B03D","Level 2","B36","Bathroom","Wiring on the floor completed (photos attached)"
"12432676-f8aa-4abc-b0fa-79141bd2686c","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce:7e70421f-b526-4a39-9b7f-8e46c4d496ec","","FALSE","FALSE","QA","B03D","Level 2","B36","Bathroom","Self leveling coverage completed"
"367e87c6-9de8-411a-9f60-ae5d359c3149","","holdpoint","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce:7e70421f-b526-4a39-9b7f-8e46c4d496ec:220627a8-e26e-4839-bf2d-c32a03789dfe","","FALSE","FALSE","QA","B03D","Level 2","B36","Bathroom","Raise Remedial/ Main Contractor Sign Off"
"485a52c9-ed98-4910-b5e0-8f0721922d0d","","checkpoint-group","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5","","FALSE","FALSE","QA","B03D","Level 2","B36","Ensuite"
"4df3ed05-eded-4fe3-8fac-e2bf78cab8d3","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5:8d7c8b3f-b219-4c86-89ea-84706d08727f","","FALSE","FALSE","QA","B03D","Level 2","B36","Ensuite","Area floor level acceptable"
"02849a2b-ca62-4f79-b2c6-e572a28c461b","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5:2c6555fb-9fee-4ddf-9609-e5f464d52874","","FALSE","FALSE","QA","B03D","Level 2","B36","Ensuite","Wiring on the floor completed (photos attached)"
"ce068dfc-3bfa-4284-9c3a-f9b3aa5f4b4f","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5:824b3418-fbc0-47c8-a910-ce2be990b215","","FALSE","FALSE","QA","B03D","Level 2","B36","Ensuite","Self leveling coverage completed"
"07687440-f68b-4e22-a4dc-c01f104612ba","","holdpoint","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5:824b3418-fbc0-47c8-a910-ce2be990b215:754b4812-1a07-4b97-9542-0207c53598e2","","FALSE","FALSE","QA","B03D","Level 2","B36","Ensuite","Raise Remedial/ Main Contractor Sign Off"
"9198434b-e671-4c50-a367-8b38632b3137","","checklist-sectioned","pass","zSYS - B03C - Level 1 - A31","checklist","TRUE","FALSE","QA","B03D","Level 2","B37"
"9c0c04eb-0932-4120-b9be-c502594c5abf","","checkpoint-group","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce","","FALSE","FALSE","QA","B03D","Level 2","B37","Bathroom"
"e7a5b0df-e1ae-4635-8bc3-84a7ec09125b","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce:2771c8d9-5107-44af-ba2d-c8a7010deb6b","","FALSE","FALSE","QA","B03D","Level 2","B37","Bathroom","Area floor level acceptable"
"2c8e577c-eafb-4557-a1d6-b66a5bc49567","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce:b296c100-06b7-4b5b-b154-0deb63e7be51","","FALSE","FALSE","QA","B03D","Level 2","B37","Bathroom","Wiring on the floor completed (photos attached)"
"03a3e14b-e441-4f1b-8d4b-d0fb7634cca9","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce:7e70421f-b526-4a39-9b7f-8e46c4d496ec","","FALSE","FALSE","QA","B03D","Level 2","B37","Bathroom","Self leveling coverage completed"
"0a16b9d9-fa83-4e3d-8d34-369d3764302f","","holdpoint","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce:7e70421f-b526-4a39-9b7f-8e46c4d496ec:220627a8-e26e-4839-bf2d-c32a03789dfe","","FALSE","FALSE","QA","B03D","Level 2","B37","Bathroom","Raise Remedial/ Main Contractor Sign Off"
"ea1730a4-c677-4174-90f7-51b5a53bcff9","","checkpoint-group","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5","","FALSE","FALSE","QA","B03D","Level 2","B37","Ensuite"
"6ee8ce95-7f9f-4161-836b-c6b443c26a92","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5:8d7c8b3f-b219-4c86-89ea-84706d08727f","","FALSE","FALSE","QA","B03D","Level 2","B37","Ensuite","Area floor level acceptable"
"7978c2e2-1d2a-4274-962c-a9da07c7c3c0","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5:2c6555fb-9fee-4ddf-9609-e5f464d52874","","FALSE","FALSE","QA","B03D","Level 2","B37","Ensuite","Wiring on the floor completed (photos attached)"
"c93bfb51-303b-479e-96ab-b6fdcd54be16","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5:824b3418-fbc0-47c8-a910-ce2be990b215","","FALSE","FALSE","QA","B03D","Level 2","B37","Ensuite","Self leveling coverage completed"
"3c50ac89-e0b8-424b-8235-3d10dfe8e140","","holdpoint","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5:824b3418-fbc0-47c8-a910-ce2be990b215:754b4812-1a07-4b97-9542-0207c53598e2","","FALSE","FALSE","QA","B03D","Level 2","B37","Ensuite","Raise Remedial/ Main Contractor Sign Off"
"1b445729-fcd2-411f-9b95-af07d2058292","","folder-progress","pass","","checklist","TRUE","FALSE","QA","B03D","Level 3"
"06546da1-e8c4-4927-af05-b9addc480009","","checklist-sectioned","pass","zSYS - B03C QA","checklist","TRUE","FALSE","QA","B03D","Level 3","C34"
"8e10431f-c2f1-4e68-becf-99cb3f3f6b7a","","checkpoint-group","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c","","FALSE","FALSE","QA","B03D","Level 3","C34","Bathroom"
"1adabef7-d8dd-493d-962b-1cb807fd85e9","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:7d645cf9-adcd-4f5a-bf6c-6425f9e641de","","FALSE","FALSE","QA","B03D","Level 3","C34","Bathroom","Area floor level acceptable"
"77908a5a-8385-4676-be17-fd2900033584","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:200da0ef-abf8-4163-9928-49deb188bc5e","","FALSE","FALSE","QA","B03D","Level 3","C34","Bathroom","Wiring on the floor completed (photos attached)"
"d4202255-4c05-4e61-95fa-1d08053f584f","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:a586a5fa-bd2d-4d42-8ecf-36faea3c5040","","FALSE","FALSE","QA","B03D","Level 3","C34","Bathroom","Self leveling coverage completed"
"fc5a6fa5-3034-45b4-bbf7-426ef58e263d","","holdpoint","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:a586a5fa-bd2d-4d42-8ecf-36faea3c5040:ab8f45d2-7572-45c7-b7af-21c02fdc82c0","","FALSE","FALSE","QA","B03D","Level 3","C34","Bathroom","Raise Remedial/ Main Contractor Sign Off"
"85785474-a6b8-41ea-a62e-fec4613496b5","","checklist-sectioned","pass","zSYS - B03C QA","checklist","TRUE","FALSE","QA","B03D","Level 3","C35"
"052462d7-41f1-4f7d-8fe1-b77c50899c22","","checkpoint-group","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c","","FALSE","FALSE","QA","B03D","Level 3","C35","Bathroom"
"f4b2c49c-0cd4-4f86-99d7-9fb77bf12441","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:7d645cf9-adcd-4f5a-bf6c-6425f9e641de","","FALSE","FALSE","QA","B03D","Level 3","C35","Bathroom","Area floor level acceptable"
"a822ca9d-a616-473d-b98a-322123b27040","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:200da0ef-abf8-4163-9928-49deb188bc5e","","FALSE","FALSE","QA","B03D","Level 3","C35","Bathroom","Wiring on the floor completed (photos attached)"
"7ccce5c8-d47e-409a-bb73-881c1d2899b5","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:a586a5fa-bd2d-4d42-8ecf-36faea3c5040","","FALSE","FALSE","QA","B03D","Level 3","C35","Bathroom","Self leveling coverage completed"
"80d594eb-38af-46ef-bf18-14ded6ca85ec","","holdpoint","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:a586a5fa-bd2d-4d42-8ecf-36faea3c5040:ab8f45d2-7572-45c7-b7af-21c02fdc82c0","","FALSE","FALSE","QA","B03D","Level 3","C35","Bathroom","Raise Remedial/ Main Contractor Sign Off"
"a91669dc-214f-4e50-a3c2-78de95a4351a","","checklist-sectioned","pass","zSYS - B03C - Level 1 - A31","checklist","TRUE","FALSE","QA","B03D","Level 3","C36"
"e7945d6b-7922-44bf-b336-30b4e2506456","","checkpoint-group","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce","","FALSE","FALSE","QA","B03D","Level 3","C36","Bathroom"
"b99b0fea-fa73-4920-85e5-5cf2ffc61cfa","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce:2771c8d9-5107-44af-ba2d-c8a7010deb6b","","FALSE","FALSE","QA","B03D","Level 3","C36","Bathroom","Area floor level acceptable"
"bffa2cdf-8b1b-4e68-b871-54767a1b55bb","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce:b296c100-06b7-4b5b-b154-0deb63e7be51","","FALSE","FALSE","QA","B03D","Level 3","C36","Bathroom","Wiring on the floor completed (photos attached)"
"b713f37f-ea65-479d-8b50-00d221296fe8","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce:7e70421f-b526-4a39-9b7f-8e46c4d496ec","","FALSE","FALSE","QA","B03D","Level 3","C36","Bathroom","Self leveling coverage completed"
"ef916e72-bd0d-4b73-a28e-4bf5cb1d633d","","holdpoint","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce:7e70421f-b526-4a39-9b7f-8e46c4d496ec:220627a8-e26e-4839-bf2d-c32a03789dfe","","FALSE","FALSE","QA","B03D","Level 3","C36","Bathroom","Raise Remedial/ Main Contractor Sign Off"
"6c3dbb03-d5fe-460c-a6b7-86de3a02f82a","","checkpoint-group","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5","","FALSE","FALSE","QA","B03D","Level 3","C36","Ensuite"
"cc9bc56b-7472-4f84-a55f-89178dc6977e","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5:8d7c8b3f-b219-4c86-89ea-84706d08727f","","FALSE","FALSE","QA","B03D","Level 3","C36","Ensuite","Area floor level acceptable"
"68035d4f-0427-4aa1-9657-6c0baaf8073f","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5:2c6555fb-9fee-4ddf-9609-e5f464d52874","","FALSE","FALSE","QA","B03D","Level 3","C36","Ensuite","Wiring on the floor completed (photos attached)"
"7bc70617-0ad2-4088-9014-1de86cbd30a7","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5:824b3418-fbc0-47c8-a910-ce2be990b215","","FALSE","FALSE","QA","B03D","Level 3","C36","Ensuite","Self leveling coverage completed"
"38c24196-5378-45d4-be63-7e53991b29c3","","holdpoint","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5:824b3418-fbc0-47c8-a910-ce2be990b215:754b4812-1a07-4b97-9542-0207c53598e2","","FALSE","FALSE","QA","B03D","Level 3","C36","Ensuite","Raise Remedial/ Main Contractor Sign Off"
"89a37cc9-8eeb-4fb8-9a3b-d6c9392aafc0","","checklist-sectioned","pass","zSYS - B03C - Level 1 - A31","checklist","TRUE","FALSE","QA","B03D","Level 3","C37"
"d72abea9-81c7-48dd-95bc-1592aa5e057b","","checkpoint-group","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce","","FALSE","FALSE","QA","B03D","Level 3","C37","Bathroom"
"f2c9fc2d-4033-4678-8b2b-9f9ee0ecacf9","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce:2771c8d9-5107-44af-ba2d-c8a7010deb6b","","FALSE","FALSE","QA","B03D","Level 3","C37","Bathroom","Area floor level acceptable"
"b3953d23-78d8-468c-9c3e-1584d4851b9a","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce:b296c100-06b7-4b5b-b154-0deb63e7be51","","FALSE","FALSE","QA","B03D","Level 3","C37","Bathroom","Wiring on the floor completed (photos attached)"
"3d46b87f-2974-415e-ac95-e4f4c8481127","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce:7e70421f-b526-4a39-9b7f-8e46c4d496ec","","FALSE","FALSE","QA","B03D","Level 3","C37","Bathroom","Self leveling coverage completed"
"f41a2e75-8ef3-4fc7-a102-14f6d755d318","","holdpoint","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce:7e70421f-b526-4a39-9b7f-8e46c4d496ec:220627a8-e26e-4839-bf2d-c32a03789dfe","","FALSE","FALSE","QA","B03D","Level 3","C37","Bathroom","Raise Remedial/ Main Contractor Sign Off"
"6a1d18f7-db0b-4069-9f61-8f4e5781e294","","checkpoint-group","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5","","FALSE","FALSE","QA","B03D","Level 3","C37","Ensuite"
"cc7eeaa9-1858-429e-addd-cfe79bc83dfa","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5:8d7c8b3f-b219-4c86-89ea-84706d08727f","","FALSE","FALSE","QA","B03D","Level 3","C37","Ensuite","Area floor level acceptable"
"b9bf9b15-fb0e-4f2c-800c-c85db8894546","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5:2c6555fb-9fee-4ddf-9609-e5f464d52874","","FALSE","FALSE","QA","B03D","Level 3","C37","Ensuite","Wiring on the floor completed (photos attached)"
"fd48eef4-9b51-435c-8802-b523cf7b7b65","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5:824b3418-fbc0-47c8-a910-ce2be990b215","","FALSE","FALSE","QA","B03D","Level 3","C37","Ensuite","Self leveling coverage completed"
"779b4971-b0b4-427a-9a77-267d340b47bc","","holdpoint","pass","zSYS - B03C - Level 1 - A31:30885581-bbe5-4981-9578-f755bf9c2ec5:824b3418-fbc0-47c8-a910-ce2be990b215:754b4812-1a07-4b97-9542-0207c53598e2","","FALSE","FALSE","QA","B03D","Level 3","C37","Ensuite","Raise Remedial/ Main Contractor Sign Off"
"38cefba4-87d0-494a-9919-f1b6241b288a","","checklist-sectioned","pass","zSYS - B03C QA","checklist","TRUE","FALSE","QA","B03D","Level 3","C38"
"ba83b574-036e-4ee8-9757-2cbd650738c4","","checkpoint-group","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c","","FALSE","FALSE","QA","B03D","Level 3","C38","Bathroom"
"9b258405-5fd8-4b2d-9c1e-88670b46ba77","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:7d645cf9-adcd-4f5a-bf6c-6425f9e641de","","FALSE","FALSE","QA","B03D","Level 3","C38","Bathroom","Area floor level acceptable"
"954d94d7-752b-42d4-b27c-5540275e051a","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:200da0ef-abf8-4163-9928-49deb188bc5e","","FALSE","FALSE","QA","B03D","Level 3","C38","Bathroom","Wiring on the floor completed (photos attached)"
"b71fab02-3e42-4546-9a61-b82139b2935f","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:a586a5fa-bd2d-4d42-8ecf-36faea3c5040","","FALSE","FALSE","QA","B03D","Level 3","C38","Bathroom","Self leveling coverage completed"
"9370fe84-4826-405d-b21e-2471f3cf5828","","holdpoint","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:a586a5fa-bd2d-4d42-8ecf-36faea3c5040:ab8f45d2-7572-45c7-b7af-21c02fdc82c0","","FALSE","FALSE","QA","B03D","Level 3","C38","Bathroom","Raise Remedial/ Main Contractor Sign Off"
"4b1c178f-3d04-48e5-ba28-1d52218f12ef","","checklist-sectioned","pass","zSYS - B03C QA","checklist","TRUE","FALSE","QA","B03D","Level 3","C39"
"219eb269-40ff-44bb-9765-81552379f914","","checkpoint-group","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c","","FALSE","FALSE","QA","B03D","Level 3","C39","Bathroom"
"f1e1a1d4-055b-4259-8588-bfd8dfa96181","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:7d645cf9-adcd-4f5a-bf6c-6425f9e641de","","FALSE","FALSE","QA","B03D","Level 3","C39","Bathroom","Area floor level acceptable"
"90146f6d-663c-47f8-82d3-21dd26dbb02f","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:200da0ef-abf8-4163-9928-49deb188bc5e","","FALSE","FALSE","QA","B03D","Level 3","C39","Bathroom","Wiring on the floor completed (photos attached)"
"8e7cbd4c-c53c-483f-afdc-3301cb6090e7","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:a586a5fa-bd2d-4d42-8ecf-36faea3c5040","","FALSE","FALSE","QA","B03D","Level 3","C39","Bathroom","Self leveling coverage completed"
"1b393397-412f-46fd-bbcf-28a4600c530e","","holdpoint","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:a586a5fa-bd2d-4d42-8ecf-36faea3c5040:ab8f45d2-7572-45c7-b7af-21c02fdc82c0","","FALSE","FALSE","QA","B03D","Level 3","C39","Bathroom","Raise Remedial/ Main Contractor Sign Off"
"b4034809-20e9-444c-92b7-aab0a93f5c39","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","QA","B03D","Level 4"
"86e54ad9-9fde-49be-83c6-9bf6579e0d20","","checklist-sectioned","pass","zSYS - B03C QA","checklist","TRUE","FALSE","QA","B03D","Level 4","D34"
"135b3d2d-2242-4707-a025-83b1cae251c9","","checkpoint-group","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c","","FALSE","FALSE","QA","B03D","Level 4","D34","Bathroom"
"13e08dbf-6434-4372-a5a1-d9bc7f5bfd43","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:7d645cf9-adcd-4f5a-bf6c-6425f9e641de","","FALSE","FALSE","QA","B03D","Level 4","D34","Bathroom","Area floor level acceptable"
"44ed7104-3e67-49a3-ae4a-52b53cf324ad","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:200da0ef-abf8-4163-9928-49deb188bc5e","","FALSE","FALSE","QA","B03D","Level 4","D34","Bathroom","Wiring on the floor completed (photos attached)"
"a2ec4129-c0da-41c6-a73e-22cd18abaf6d","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:a586a5fa-bd2d-4d42-8ecf-36faea3c5040","","FALSE","FALSE","QA","B03D","Level 4","D34","Bathroom","Self leveling coverage completed"
"a8dc93fa-ee82-47b7-adbd-13c10983bfc2","","holdpoint","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:a586a5fa-bd2d-4d42-8ecf-36faea3c5040:ab8f45d2-7572-45c7-b7af-21c02fdc82c0","","FALSE","FALSE","QA","B03D","Level 4","D34","Bathroom","Raise Remedial/ Main Contractor Sign Off"
"a4356645-8ec8-4df8-9d50-8da0a6e2bd4a","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","QA","B03D","Level 4","D35"
"d2205ac4-91e8-4ee3-acf7-e5dd400e4904","","checklist-flat","pass","zSYS - B03D - Bathroom","checklist-flat","FALSE","FALSE","QA","B03D","Level 4","D35","Bathroom"
"772b4326-6b02-437d-a5c5-421c2c5129c3","","checkpoint-status","pass","zSYS - B03D - Bathroom:19f235ac-1a77-46fc-abb1-b431c4df924d","","FALSE","FALSE","QA","B03D","Level 4","D35","Bathroom","Area floor level acceptable"
"831b4bcf-ff70-4577-b210-d412e78d62df","","checkpoint-status","pass","zSYS - B03D - Bathroom:e2f48b5e-4542-48c7-91be-57f36e2c1883","","FALSE","FALSE","QA","B03D","Level 4","D35","Bathroom","Wiring on the floor completed (photos attached)"
"7daa6f18-9857-4511-84e6-ff67296f0e66","","checkpoint-status","pass","zSYS - B03D - Bathroom:7cdc2920-ed24-4648-8272-403868d844c6","","FALSE","FALSE","QA","B03D","Level 4","D35","Bathroom","Self leveling coverage completed"
