"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"70513420-2675-400f-865a-e38ff25d6488","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation"
"d0a0d546-66a9-4bf2-99d5-496a00b2e3a6","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation","Stormwater"
"aa993fa1-58eb-4e0a-9e7e-614d53ca03c3","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation","Stormwater","Standard Double Cesspit 1A(SWDCP 1A) to Stormwater Soakpit 1 (SWSP1)"
"f62772cd-967b-4e73-8b20-fe4ea42b9a99","","checklist-sectioned","not-started","Stormwater- Pipeline Installation Checklist","checklist","FALSE","FALSE","Drainage Installation","Stormwater","Standard Double Cesspit 1A(SWDCP 1A) to Stormwater Soakpit 1 (SWSP1)","Stormwater- Pipeline Installation Checklist"
"d1c909f9-ae57-5673-98cd-9176fe03d82b","","checkpoint-group","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca","","FALSE","FALSE","Drainage Installation","Stormwater","Standard Double Cesspit 1A(SWDCP 1A) to Stormwater Soakpit 1 (SWSP1)","Stormwater- Pipeline Installation Checklist","Pipe Laying"
"316802bd-881d-571d-bc23-c324d01934a5","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:3bece902-9f31-4dbe-a81f-cbea05ba5048","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Stormwater Soakpit 4(SWSP4)","Drainage - Soakpit Install Checklist","Backfill","Any waterproofing/ drainage / service requirements completed and inspected"
"4ecd2de8-3aa5-56c4-874c-9bb83cc8e8e1","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:f507f3b8-62f1-4eb4-ada2-dba0e99a480b","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Stormwater Soakpit 4(SWSP4)","Drainage - Soakpit Install Checklist","Backfill","Approval given to commence backfill - attach any other relevant inspections and observations closedout"
"0c3f2d69-e72f-50de-8539-2e9cb50d055d","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:4e402f1b-2f42-497f-9500-bb027bd2a73f","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Stormwater Soakpit 4(SWSP4)","Drainage - Soakpit Install Checklist","Backfill","General photos and observations during backfill"
"2af363a7-6db5-512a-afd9-5e69b39f89fa","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:d2246ea0-1593-4b63-9313-877bf5a83229","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Stormwater Soakpit 4(SWSP4)","Drainage - Soakpit Install Checklist","Backfill","Backfill completed correctly and heights checked/ correct"
"0f81b2d8-9131-4654-a4da-7a65ff8377ea","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)"
"19851c43-6a82-4792-a3ec-0b80627a3b19","","checklist-sectioned","not-started","Stormwater- Pipeline Installation Checklist","checklist","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist"
"f9b1491d-5d9f-55db-ac99-26379e147390","","checkpoint-group","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca","","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying"
"dcdc6168-81f0-514c-b689-ca7733858172","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:0e7aaaa3-b759-4859-b836-2d8db0e93825","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Latest consented drawings"
"0c3c0601-b9eb-5020-afcc-14d648276d66","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:48b9b4e0-5649-4bc9-87a0-b179262693cc","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Setout completed checked and accurate"
"da9619f7-218a-5af0-afb8-7c9ace394d86","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:e3b4f544-f151-4f36-8301-84ac59ec0f67","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Excavation Accurate - Location & Depth"
"83cb2050-84c4-5ceb-a28a-0598f3782f0a","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:3b5b1990-1547-45ca-a0fc-7c2dada5ce89","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Ground Conditions Checked & Acceptable"
"b1260649-ba17-510e-bf06-9591bc42d666","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:f4c14850-749f-415e-ad60-4ac5d54034f9","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Bedding depth and material correct"
"619b9d13-30dc-568f-9280-8d30da892d64","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:49164952-313a-4b22-92ab-3b847456b693","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Correct pipe laid to specified level and grade (all joints sealed correctly as specified)"
"f5aa00ae-2237-5dbd-a50a-cff91d2044f8","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:d27c0140-2652-49c4-b093-b61ea6421f8a","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Connections to manholes complete and approved"
"99643dc2-580d-5efd-ab42-568e71d2d3d3","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:9f1341e4-974b-446c-82c5-1c365476fdba","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","All Downpipes have been checked, installed and approved"
"6d141c8b-6733-5c72-9576-8f76e15b4d88","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:66273d08-a3ff-40b9-bb80-476c78573c3f","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Location confirmed"
"99be6f12-5f82-542c-9585-3376b73e25f6","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:c8e8b675-41b0-4bd4-ba43-7d4ad4ea7bdc","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Heights are correct"
"31e23aa3-27d9-5d7a-921a-2df3ed9cdfb3","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:2d7339b5-9c3c-472e-88be-1274d95fae9d","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Caps are secure"
"78aafd96-2183-5b58-9f51-519ac8039755","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:0961e97c-8ada-404c-ad74-2904d17d1402","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","All Cess Pitts have been checked, installed and approved"
"093d6360-1086-5ad0-8fd1-816f3db3ef01","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:3a50c613-e53a-450c-80ee-79d3b5fdbf55","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Location confirmed"
"0256af93-8c79-5175-80fa-50ce9cf915ea","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:a7af3f46-3793-48a3-8c2e-e30ac62b04b5","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Heights are correct"
"5a850dfb-635f-5450-9d6c-d4ef55f9d537","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:cb9aae7e-d22c-4433-b2f9-441e783eb6c8","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Caps are secure"
"8f09ff21-97b2-5772-aacb-31bcca93be95","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:5c517e65-621c-49c1-ac0f-1487bcf6d65c","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Pipe Laying Completed"
"2977a930-95ba-562e-9607-46ee23a3eb35","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:bd0edfc9-e6fb-42a4-bf63-bddc0ae5358b","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Bedding Sound"
"5b80d560-01b8-510c-92ed-41a3124da467","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:7a3633d0-cb1d-4456-aa88-e669f9ab1678","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Soil Removed"
"8fb35604-cdd2-513c-9434-984399397347","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:e2eee042-ea5b-4720-bd88-396227607c17","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Trench Compacted"
"d49fb477-d5e9-5aa8-9806-1627eafd7856","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:972937fa-1913-4765-a4d9-fca9bf01efc1","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Hard Filled"
"b4dacced-c8bb-5dad-9e29-df928703cbe4","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:ea1108a1-ab36-44be-b4b0-f8ba8a655b54","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Install Tests completed, reviewed & approved"
"40516f8d-2b93-5c10-8b65-b39f00afdf71","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:8d403cc0-6693-4a14-896c-fcbfa116a6d9","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Local Authority Inspection Passed"
"ce57acea-0a67-5ec4-aa21-573249b2d901","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:71b6e6bc-2d00-4ab8-a1fc-379a04914c72","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Area of Work Inspection Completed & Sign Off"
"db5ada2c-1095-55a7-8933-df9d0673cae3","","checkpoint-group","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9","","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Backfill"
"52ed378d-2a81-5c75-92ea-378193456337","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:5189e464-7ecd-4c78-8d87-06a10c81f1e8","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Backfill","Backfill methodology and material confirmed"
"9a728070-1e8c-594e-80cf-f00d41ac2336","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:e8233221-50c5-4e57-80da-b6247bc47cdb","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Backfill","Any formwork/ debris removed from area"
"71d68fc4-6030-5f4f-8fce-3affb70f4e30","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:88e16a35-9b12-408f-abe1-0d72356f8ac5","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Backfill","Any waterproofing/ drainage / service requirements completed and inspected"
"ba558a93-4b24-556a-8214-f3185373ec55","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:2be963c6-9cac-4fda-b7ed-5911896e1d34","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Backfill","Approval given to commence backfill - attach any other relevant inspections and observations closedout"
"ec35f7ea-d9f2-5ca8-9041-6a9d6dc465d5","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:e3fbc0b4-b1ef-444d-bf09-7fc7dca2dfe3","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Backfill","General photos and observations during backfill"
"4a5890e2-dd1e-505c-b6f4-336fb40131aa","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:e63cdfb5-e127-4e8a-922a-c3874991123d","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Stormwater- Pipeline Installation Checklist","Backfill","Backfill completed correctly and heights checked/ correct"
"5a1f2c5f-275c-4667-a360-0cf8629266eb","","checklist-sectioned","not-started","Drainage - Soakpit Install Checklist","checklist","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist"
"1eb8a77d-968c-5510-9f10-8ea61a159c7e","","checkpoint-group","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb","","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist","Soakpit Install"
"aa60893f-7440-5047-b0cb-8acb8c4e9f57","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:db727cb6-74fd-4982-a20e-4a9d49b90451","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist","Soakpit Install","Latest consented drawings"
"2d34008e-ac3b-5b5b-b96b-b1f50b0967ac","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:c7c1e6ca-0aa9-45ca-ae44-f52b11615248","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist","Soakpit Install","Setout Completed checked and accurate"
"ee450885-b856-5d7e-8919-4d094140399b","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:e66fcc7b-ce75-403b-b734-0f1e981914ae","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist","Soakpit Install","Excavation Accurate - Location & Depth"
"03e543cb-df1a-50c4-bf60-2f764c613660","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:941a9c44-6260-4135-a79a-171a7c3a076f","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist","Soakpit Install","Ground conditions checked & acceptable"
"528cfed6-64b3-5466-a3a8-679a5ebd75ac","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:e5d7856d-e723-40b9-9c7c-4dd60efda0de","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist","Soakpit Install","Bedding depth and material correct & compacted"
"b25dcb0f-47f2-56d3-9720-59199dc3db57","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:aa4ffd2b-9cce-45c7-a007-9d9d3a889795","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist","Soakpit Install","Correct Soakpit installed to specified height and sitting level"
"252eb2c3-14ec-5ef4-8b67-1188e0e86af0","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:34ed79c2-51f2-41b0-8c7d-707a4472065a","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist","Soakpit Install","Risers Installed (if applicable)"
"2a868bdc-c287-5abf-acc1-54b80d7abaa6","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:d4813821-e51d-4537-8278-8bef6a8bfbc3","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist","Soakpit Install","Joints & connections correctly sealed as specified"
"bc913b74-eca9-5b04-9ac1-e43c20603fa2","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:908437b8-5111-43ba-b1a0-dea6f1ec3041","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist","Soakpit Install","Soakpit benching completed and acceptable"
"b324da47-6eda-5472-a0da-b7254dac1b2c","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:7dff9e22-46aa-4598-98cf-87ff89670be5","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist","Soakpit Install","Concrete Lid Installed and sitting appropriately"
"8f432244-f6fe-5618-bcb8-2de7a5704b6f","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:920f1501-075f-4ec2-a2ad-5151fc19e2f7","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist","Soakpit Install","Cast Iron Lid Installed and sitting flush"
"f89cab85-9086-5504-98b2-a9dde9ff742a","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:3511c752-109c-4ca5-8b09-26c6cb7650ba","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist","Soakpit Install","Signoff on Completed Work (Council etc)"
"9db75102-521d-5eb9-964a-d869b3beb377","","checkpoint-group","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c","","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist","Backfill"
"d2eea1d3-7719-53d8-84ad-cd866c0729f4","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:703d9d9a-9a4d-408f-a6c0-f9ae40b5e08c","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist","Backfill","Backfill methodology and material confirmed"
"e65e24f4-81e2-50e7-b79d-70364aff9870","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:946595d8-eb21-415f-99db-5ce5a55f5b2b","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist","Backfill","Any formwork/ debris removed from area"
"87238eaf-c027-5fdc-8462-c4864b07a9b8","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:3bece902-9f31-4dbe-a81f-cbea05ba5048","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist","Backfill","Any waterproofing/ drainage / service requirements completed and inspected"
"99c8655f-002b-5d4f-a18f-59650baf56c6","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:f507f3b8-62f1-4eb4-ada2-dba0e99a480b","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist","Backfill","Approval given to commence backfill - attach any other relevant inspections and observations closedout"
"b2cd2a71-2a71-5a1f-a021-0317c91f8bac","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:4e402f1b-2f42-497f-9500-bb027bd2a73f","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist","Backfill","General photos and observations during backfill"
"82927301-c577-5bc9-aa08-0b381fb59972","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:d2246ea0-1593-4b63-9313-877bf5a83229","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit5 (SWSP5) to Stormwater Soakpit 6 (SWSP6)","Drainage - Soakpit Install Checklist","Backfill","Backfill completed correctly and heights checked/ correct"
"4a851935-804f-4bb8-9af4-30ec0f0b400d","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)"
"0d779d7d-8d98-43bf-bada-d3c9b2f5ed4e","","checklist-sectioned","not-started","Stormwater- Pipeline Installation Checklist","checklist","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist"
"989fa019-3607-5fe8-88a1-9bc0fd997061","","checkpoint-group","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca","","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying"
"0abe6120-7237-5fb4-9d65-58bafcbf5181","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:0e7aaaa3-b759-4859-b836-2d8db0e93825","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Latest consented drawings"
"9a35fe77-9124-5898-93c8-5ff2a95978c2","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:48b9b4e0-5649-4bc9-87a0-b179262693cc","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Setout completed checked and accurate"
