"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d3b19441-62ee-4648-9930-bd2ebb6c04a1","","folder-normal","","","step","TRUE","FALSE","2020"
"7721ca35-07fa-4900-8e14-7320bf1fdd5b","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10001215 MOT : 110209 WATERCARE LABORATORY SERVICES"
"85b55699-8f81-4480-b0ed-896fe10b78f5","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000131 MOT : 93701 WESTERN WATER SUPPLY (WAITAKERE)"
"060b4a0c-8c01-4007-8d0c-bf683f3eaafc","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000069 MOT : 89794 WHANGAREI HOSPITAL"
"cc474350-776f-4a5a-b5b8-df10b15a1819","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000343 MOT : 101613 WILSON HELLABY LTD"
"a83e0e64-7246-43bd-88bc-a4a40d43b9fb","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10024970 MOT : BV4-141118 YASHILI NZ DAIRY POKENO CO2"
"c221df42-7d5c-46e8-95b6-e9af174ce609","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10001562 MOT : BV4-141119 YASHILI NZ DAIRY POKENO LIN"
"b1c889d6-2cb7-4c28-a00c-9c0c8dfc9ce5","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10029586 MOT : BV01-151104A Z ENERGY"
"32d96867-03e1-4e40-b2bb-5624f2c4c97e","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10033804 MOT # BV01-200914  HILTON FOODS LIN 157BLK VS11000 "
"c0021ac8-0dbc-4bc8-8468-309aa1ed5d73","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000438 MOT # 110996 SN 730 HILTON FOODS LIN 157BLK VCS55 "
"cb35b0b0-87cf-47c9-a020-3db72a3d6c80","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10036044 MOT # BV01-180822A SN 29557 HILTON FOODS CO2 214BLK "
"bedf8472-f17e-4fb1-a616-7e3a30a04dff","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10040347 MOT # BV01-200803B SN 31922 HILTON FOODS LOX 100BLK "
"e4553a83-b219-4994-9549-05121e493cde","","folder-normal","","","step","TRUE","FALSE","2022/2023","#10000347 MOT Genesis Power Station"
"f7dd6fca-bb47-4232-8df7-171ebae9027b","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","#10000347 MOT Genesis Power Station","10000347 MOT Genesis Power Station"
"dbeffe6d-95ee-463c-b298-c03265effc08","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10002306 Mulcahy Engineering  Liquid Argon MOT#BV4-110518B"
"f6c1756b-8dae-4609-bae0-e4d446aee309","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10002309 MOT #BV4-110518E Foley Industries"
"97bd5175-52ed-479c-b3c9-5eb3428f2ac7","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10002161 MOT : BV04-090410 REPLIKA MANUFACTURING"
"29bb1fe0-5989-4938-866c-7040d77bd3d8","","folder-normal","","","step","TRUE","FALSE","2023/2024"
"2da100b5-e658-456e-adca-3d89e6089af6","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2023/2024","10030159 MOT : BV4-150123A AIR NEW ZEALAND - CRYOSPEED"
