"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0c79cdc8-1eca-4725-b2ab-7cb0e4e6722c","","fail","","folder","TRUE","FALSE","H&S"
"7bb268e8-bb82-4d34-87e5-d9e14d99e155","","not-started","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","H&S - Daily Pre Start Checklist"
"fde1227b-329f-47cc-a243-efbf63dde5eb","","not-started","H&S - Site Toolbox Checklist","checklist","FALSE","FALSE","H&S","H&S - Site Toolbox Checklist"
"d8aaebac-8764-45a9-b039-9e500a87b9bc","","not-started","H&S - Accident & Incident Investigation Report","checklist","FALSE","FALSE","H&S","H&S - Accident & Incident Investigation Report"
"59989943-68bc-4e1f-97e0-07e9af794cb6","","work-in-progress","","folder","TRUE","FALSE","H&S","Daily Pre Start"
"3f6933fb-8cab-4e4d-bae5-b11723e53171","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 25.09.24"
"ec839ae8-67e8-4f2b-940d-63b95e8b67a3","","not-started","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 26.09.24"
"f05d3806-e862-4d81-8af5-97ff8f276c93","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 27.09.24"
"0f5c5412-c8f5-4a08-b6d1-4e3b268bd8f6","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 30.09.24"
"2e31f4e1-dff2-4b95-a897-2a84d4181c52","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 01.10.24"
"eda09661-a88e-494e-ba51-72f8d696bb13","","work-in-progress","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 02.10.24"
"9481e037-61fe-4fd8-8fa0-6369261f6a67","","work-in-progress","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 03.10.24"
"62ce1904-4848-4de8-b918-bfa55e23b4fa","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 04.10.24"
"95428650-7337-42f7-9e50-5ecf25500239","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 07.10.24"
"105f91a2-54c1-4103-9bf3-f66ff3705829","","not-started","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 08.10.24"
"cb3ef069-c084-4eb2-ace7-6a04f59da525","","not-started","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 09.10.24"
"26b9fd7f-dd36-46c3-a446-0efa0cb07673","","not-started","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 10.10.24"
"0a46dd86-85cf-48d6-89ec-da5455b23d25","","not-started","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 11.10.24"
"2d9a71a1-dcc5-41ba-a8b1-1087bd5375f1","","work-in-progress","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 14.10.24"
"efc17522-bdd6-435c-9689-a34b7d189aa3","","work-in-progress","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 15.10.24"
"780f5f28-cbeb-49de-8280-28f869cc21fd","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 16.10.24"
"88a229b1-4066-431f-b4e4-2588321b6c3f","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 17.10.24"
"8e02c3f5-fc90-46aa-b0fe-2d69c8f01fc5","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 18.10.24"
"80002f45-899f-4bf1-ac56-ef7a87a9f504","","work-in-progress","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 21.10.24"
"587904b4-eb80-4867-99b6-33f30c3ed924","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 22.10.24"
"fd5ca290-1a57-4a6d-a4ab-aa9be1ca58f4","","work-in-progress","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 23.10.24"
"87a24428-a43f-4297-9ee0-607a741b7094","","work-in-progress","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 24.10.24"
"f372c38a-bb31-4640-b765-94d52a596c83","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 30.10.24"
"5a403656-47f3-4676-8459-34fdc19d30c6","","work-in-progress","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 31.10.24"
"aec4b4d2-01eb-42ce-bfa8-ef376322583d","","work-in-progress","","folder","TRUE","FALSE","H&S","Weekly toolbox"
"b0f2bc5e-1c29-4618-bd4a-be9734ce9524","","work-in-progress","H&S - Site Toolbox Checklist","checklist","FALSE","FALSE","H&S","Weekly toolbox","H&S - Site Toolbox Checklist 04.10.24"
"e5a57789-8be4-48ce-acd2-5f3d636fc562","","work-in-progress","H&S - Site Toolbox Checklist","checklist","FALSE","FALSE","H&S","Weekly toolbox","H&S - Site Toolbox Checklist 18.10.24"
"5077ff09-7e7d-4993-9893-463eb866d307","","work-in-progress","H&S - Site Toolbox Checklist","checklist","FALSE","FALSE","H&S","Weekly toolbox","H&S - Site Toolbox Checklist 25.10.24"
"d2b5ae07-2994-4b95-ad8d-b8e426491339","","fail","","folder","TRUE","FALSE","H&S","Weekly Site Inspection"
"d1076d41-9d4b-4349-8cc2-021089310b0d","","work-in-progress","H&S - Weekly Site Inspection Checklist","checklist","FALSE","FALSE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 18.10.24"
"6e969a9a-e5de-4e65-9fc0-08c2529425a8","","fail","H&S - Weekly Site Inspection Checklist","checklist","FALSE","FALSE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24"
"41b7ef42-adb6-4ee1-bba3-4c433f01e92e","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"ddbed6c3-1a26-4eec-86a4-9e3b65d286ec","","pass","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Pre nail framing Checklist (Sample) "
"0578b7f9-bbcb-467f-be74-1cba6e97a661","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 "
"d68833c4-b836-452d-b74d-2c6c37fec049","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 "
"bcfa6d7e-4d4a-4378-a6ab-b3d3da0b1209","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1A"
"6e96cc46-ef7b-4a6f-900a-79ce445cce5b","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) "
"3d753735-b443-4181-a75f-f348243e7235","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","SHOP (1017) ","Trims Checklist"
"d8d29886-8bc5-4dd3-a7a6-be1ca1f9791d","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","RECEPTION 1 (2018) "
"2a0ddc51-a8b9-40f7-9837-d67c144bdadc","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","RECEPTION 1 (2018) ","Pre Nail Framing Checklist"
"69c4338b-4011-459a-b22e-89257a89a983","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","RECEPTION 1 (2018) ","Doors Checklist"
"2f4aff07-c668-41b6-bad9-08b95d69a627","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","RECEPTION 1 (2018) ","Trims Checklist"
"d739829c-6b69-457c-b865-4fc39515a50d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","LIFT 3 (2023) "
"cac1e237-efb9-4a98-b385-41a993301290","","work-in-progress","CLT Floor/Wall/Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","LIFT 3 (2023) ","CLT Wall Checklist"
"c92fb1f3-b9dd-4889-97db-9332a8c25330","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","ENTRY FOYER (2024) "
"b3994d7b-3951-49c3-a9a1-4fa2ede32391","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","ENTRY FOYER (2024) ","Pre Nail Framing Checklist"
"898e5be0-da8f-4a5b-baee-3c288b97656b","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","ENTRY FOYER (2024) ","Trims Checklist"
"e1aca3ba-90a4-4732-96ed-4e725448fd36","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","WIND LOBBY (2025) "
"face1b5c-3cd5-49ec-b2ad-77abd1d3a7af","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","WIND LOBBY (2025) ","Pre Nail Framing Checklist"
"e0e675f3-2865-4ad9-952c-161571274a00","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","WIND LOBBY (2025) ","Trims Checklist"
"d435d688-6aa9-4558-8de3-4231388b2d6b","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","CORRIDOR (2001) "
"f951c018-4110-48bc-8976-b8e86b99ce01","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","CORRIDOR (2001) ","Pre Nail Framing Checklist"
"e39ff052-aeed-4e4f-bbda-401e9088a23d","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","CORRIDOR (2001) ","Doors Checklist"
"997ecb58-059c-427b-9e74-81c82e9a7e79","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","CORRIDOR (2001) ","Trims Checklist"
"0a1a4b27-9b4b-4b30-a956-d634639a85cf","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","GARBAGE RM (2002) "
"dc79b336-55c9-4881-a60a-4e4e420220b8","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","GARBAGE RM (2002) ","Pre Nail Framing Checklist"
"41594333-59f4-4514-bd4d-e4ec65e3a246","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","GARBAGE RM (2002) ","Door Checklist"
"9b4e1289-682a-48e5-ac2a-17a3e06721b7","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","GARBAGE RM (2002) ","Trims Checklist"
"2f12169e-1709-4207-b9c8-f7dad9ba60fb","","not-started","CLT Floor/Wall/Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","CLT Floor Checklist"
"136074d3-1040-493a-b92f-4cd0fbe1b418","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2B "
"25b79464-7120-45ae-a666-2f89e7cf9907","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2B ","TV AREA (2020) "
"38954ed5-8c59-4c76-8e92-7d2939a77995","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2B ","TV AREA (2020) ","Pre Nail Framing Checklist"
"501f30a9-7584-46ca-9fcd-8a9db3bb9907","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2B ","TV AREA (2020) "," Doors Checklist"
"ed52eb28-ecda-43bd-b0d0-3fa2807162c1","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2B ","TV AREA (2020) ","Trims Checklist"
"328b9f8c-3949-4366-a1d0-d80e2ab9733b","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2B ","LIBRARY (2021) "
"5e3d6b0d-d1dd-4586-8947-009308ab393d","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2B ","LIBRARY (2021) ","Pre Nail Framing Checklist"
"15d91085-c333-4d93-8a5a-d480810e8418","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2B ","LIBRARY (2021) ","Trims Checklist"
"9b644ce5-cc32-4dea-9c2e-732da5bfbf21","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2B ","MAIN LOUNGE (2026) "
"fa4caeeb-b9c8-4318-974f-fa5971a488bd","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2B ","MAIN LOUNGE (2026) ","Pre Nail Framing Checklist"
"70b9023a-4ecb-4765-8389-d7b981f8404e","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2B ","MAIN LOUNGE (2026) ","Doors Checklist"
"a1164073-b641-4219-a522-3143a63a01d2","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2B ","MAIN LOUNGE (2026) ","Trims Checklist"
"64ad0876-7987-4134-97ad-6738eed5f452","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2B ","BAR LOUNGE (2027, 2028) "
"f02cfd38-2941-4127-94eb-5125668dc673","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2B ","BAR LOUNGE (2027, 2028) ","Pre Nail Framing Checklist"
"739f9a45-99d0-4d3b-a6b0-167c43fe3ac2","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2B ","BAR LOUNGE (2027, 2028) ","Trims Checklist"
"54176902-1b63-4e4d-ba19-a6c994d492df","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2B ","CAFE DINING (2029) "
"7010c196-a6d1-4e1a-b7bd-aa8f163e553b","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2B ","CAFE DINING (2029) ","Pre Nail Framing Checklist"
"65c0ea97-ab6e-42f9-85ce-4b3ca8bf6dfa","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2B ","CAFE DINING (2029) ","Trims Checklist"
"238294c2-b107-4b0c-952c-5eb5d3a587ba","","not-started","CLT Floor/Wall/Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2B ","CLT Floor Checklist"
"e4f25df1-a890-4548-84b6-b0b2417fc49e","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C "
"308832b3-5cce-4e59-b686-fb945590adbb","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C ","SALES (2030) "
"6f3f5f09-673d-42e1-8046-d3b7ec54cfeb","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C ","SALES (2030) ","Pre Nail Framing Checklist"
"8b855d2c-1195-41a7-8a9b-93879d8a4a9e","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C ","SALES (2030) ","Door Checklist"
"f3ed3812-2c33-4caf-a666-bc1dbff99f57","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C ","SALES (2030) ","Trims Checklist"
"549a70a8-033c-43d7-a0a1-ed6298efc825","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C ","SALON (2031) "
"5b12342c-e5aa-41b7-801c-d4c3c16be72e","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C ","SALON (2031) ","Pre Nail Framing Checklist"
"478ab918-c77b-4b0a-9249-8e599417628e","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C ","SALON (2031) ","Door Checklist"
"3adf0a42-b693-4835-928b-a8ef4f7e7ff5","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C ","SALON (2031) ","Trims Checklist"
"7eee437c-ad59-4bf2-8cf9-4b12e68927a9","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C ","SPA THERAPY (2034) "
"a4901250-8cfa-4259-815d-31e87f7c4cd8","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C ","SPA THERAPY (2034) ","Pre Nail Framing Checklist"
"8edb00eb-2501-48cc-acd2-a5c7186aae81","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C ","SPA THERAPY (2034) ","Doors Checklist"
"26b2a563-f981-4376-8f4b-a00ec9547abe","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C ","SPA THERAPY (2034) ","Trims Checklist"
"d7fd1ef4-1484-4a4f-9645-84380a05f466","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C ","CHANGE RM 1 (2035) "
"cfb31775-5e67-4190-8cf2-675cbc5f2b8d","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C ","CHANGE RM 1 (2035) ","Pre Nail Framing Checklist"
"ca895a27-2d54-466b-8d24-47bd34f5648d","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C ","CHANGE RM 1 (2035) ","Door Checklist"
"234a0467-4856-4ba3-93e6-900bee2082b6","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C ","CHANGE RM 1 (2035) ","Trims Checklist"
"0b73ef41-7007-49ba-b996-9f8f74dd680d","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C ","ACTIVITES AREA 2 (2033) "
"764a1a82-014b-4477-992e-d540c80c68f4","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C ","ACTIVITES AREA 2 (2033) ","Pre Nail Framing Checklist"
"29574816-8cf2-4262-a155-f8b728b75cd4","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C ","ACTIVITES AREA 2 (2033) ","Trims Checklist"
"f5714769-4033-49fa-a774-3185f0093c08","","not-started","CLT Floor/Wall/Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2C ","CLT Floor Checklist"
"d38d5cbb-b1ee-4a37-b864-0e1a32bd5a57","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 3 "
"238c7b0f-c286-4538-a3b2-7857540b81ad","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A"
"0a260f86-b88f-436b-883c-42c6f6670921","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","SA4 (021) "
"3cc5150f-15ac-49f1-aecb-cce1639fd115","","work-in-progress","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","SA4 (021) ","Pre Nail Framing Checklist"
"a03b06e4-ecbf-437e-9e81-80d63dd67a74","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","SA4 (021) ","Doors Checklist"
"ca0c60ba-88f7-4216-8305-cade92a6ce70","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","SA4 (021) ","Trims Checklist"
"c420bec3-5249-4294-9a73-a3dacde65bf6","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","SA2 (022) "
"e684131e-7288-4082-bc91-ad27eef4261f","","work-in-progress","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","SA2 (022) ","Pre Nail Framing Checklist"
"be52b790-331f-4d62-9a87-6f9643cfe2ff","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","SA2 (022) ","Doors Checklist"
"1535df5e-1b5a-4e52-af52-7ab1c0cfc733","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","SA2 (022) ","Trims Checklist"
"a9eace2d-c4c9-4c26-9b2a-c8883e20d387","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","SA2 (023) "
"2f63dfc4-4c11-4acf-8d81-b6032b07af8d","","work-in-progress","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","SA2 (023) ","Pre Nail Framing Checklist"
"55ab2ebd-55c4-44d1-87f5-b3cbd9b2af51","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","SA2 (023) ","Doors Checklist"
"34fb4ca5-ac0b-420d-8923-9071949d4b96","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","SA2 (023) ","Trims Checklist"
"b46882a8-3c48-4135-9051-6b6e23ccad20","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","SA4 (024) "
"4ac74344-f3d8-495c-a733-ee676272e2eb","","work-in-progress","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","SA4 (024) ","Pre Nail Framing Checklist"
"b280f3f1-01f0-4734-ad00-6db408b92879","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","SA4 (024) ","Doors Checklist"
"50b975fe-1797-4a74-abbb-1e876f07e74f","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","SA4 (024) ","Trims Checklist"
"91d80150-643a-4ae7-b3fa-5fef2a5cbbc0","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","SA3 (025) "
"b37afc1d-ba58-4c22-bc06-5210865affc5","","work-in-progress","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","SA3 (025) ","Pre Nail Framing Checklist"
"9f20df97-87ad-4941-a521-3c9c66fe88ec","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","SA3 (025) ","Doors Checklist"
"fb00e429-fdd1-46a5-acc8-541adba90186","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","SA3 (025) ","Trims Checklist"
"ee62ffb4-f5e9-41ab-8428-fce982d0a051","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","CHAPEL (3002) "
"81464c7e-ee00-4223-9500-e827b2ace920","","work-in-progress","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","CHAPEL (3002) ","Pre Nail Framing Checklist"
"0d1578b1-23f4-4a4f-aa6e-f4ad645b7326","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","CHAPEL (3002) ","Door Checklist"
"43e6c904-84c8-4fc6-85c7-4d592081f1a4","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","CHAPEL (3002) ","Trims Checklist"
"f8471f8e-7735-4734-ad4a-5c6cf1c67f90","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","CORRIDOR (3004) "
"bbf4510a-92f8-404d-b8af-25b354d6c5b1","","work-in-progress","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","CORRIDOR (3004) ","Pre Nail Framing Checklist"
"c1447b99-e505-4079-b3db-3279787fc36a","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","CORRIDOR (3004) ","Doors Checklist"
"5f2751db-ec67-4e08-8778-46f2c7efc805","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","ST3 (3005) "
"2107e075-f992-41b2-b667-9f45fdfe322d","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","ST3 (3005) ","Pre Nail Framing Checklist"
"a0398a88-36f2-450a-9c94-109c55c417cd","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","ST3 (3005) ","Doors Checklist"
"f850fe12-ed8d-4598-9aa9-f503d91f4bba","","not-started","CLT Floor/Wall/Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3A","CLT Floor Checklist"
"6259450b-5ebd-44d0-a84d-b801a445c9cc","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3B "
"f99f683d-990f-4f61-a26d-e1bb4f94eec9","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3B ","SA3 (026) "
"eb74e64e-1bf4-4976-a1c1-09af0180d578","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 3 ","Zone 3B ","SA3 (026) ","Pre Nail Framing Checklist"
