"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b683adb2-4923-4991-8a13-a5722e04e8bb","","folder-normal","not-started","","step","TRUE","FALSE","B01"
"68495235-ead8-4a9c-a54f-0e3be05f8e13","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor"
"672784cb-4846-4708-b435-d0ce2f173184","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area A - Dementia Care"
"82b6aa77-7cb9-4db1-9709-c2e426e2349a","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area A - Dementia Care","Apartment 1 (Accessible)"
"b0605418-e538-4768-b895-28a2a11b4bcf","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","LAUNDRY - DIRTY","Handover"
"ab12b5f0-a7d0-43e4-acd0-dcd961a1bcd5","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","CLEAN"
"7d80ffd2-9990-44f9-8a40-e5ce8d9515e5","","checklist-flat","not-started","Rough In (Cavity Pockets Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","CLEAN","Rough In (Cavity Pockets Only)"
"0e9034dd-c8ba-4a3e-a04d-d61df31c8687","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","CLEAN","Fit Off"
"8f416022-acda-4407-9f88-ee94760baa54","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","CLEAN","Installation"
"fae34c33-8027-44c4-9249-274b1c8adf96","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","CLEAN","Handover"
"2f0aff90-91a8-4b1e-b1ce-80b15f8b6a23","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","CLEANER CUPBOARD"
"887a0666-211a-422e-a859-ea5c25096109","","checklist-flat","not-started","Rough In (Cavity Pockets Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","CLEANER CUPBOARD","Rough In (Cavity Pockets Only)"
"f61a5126-48b3-4370-80e0-3e76cc5aa727","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","CLEANER CUPBOARD","Fit Off"
"3cf6b815-01fb-4f63-adb0-ce7a3e3e9ce5","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","CLEANER CUPBOARD","Installation"
"de04162f-0917-46f1-8047-486569519634","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","CLEANER CUPBOARD","Handover"
"7d301d61-b589-40a1-9423-428001a7a01d","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","PABX/NCS"
"eec39133-f01a-487f-92b4-91cc04d665b8","","checklist-flat","not-started","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","PABX/NCS","Rough In (PMJ Only)"
"ae27ad91-1e1b-4135-9721-b7c95666b003","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","PABX/NCS","Fit Off"
"07e3e428-9d4c-4a9d-9a5d-0adb6adf78a8","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","PABX/NCS","Installation"
"ae2eb865-98ce-409d-ada0-c1f0e7144d73","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","PABX/NCS","Handover"
"03bb832a-274b-4c62-aa6b-3181f4a85d73","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","CHANGE ROOM 1"
"750ca7e0-0fd2-4845-a90d-f85ec399ba9f","","checklist-flat","not-started","Rough In (Cavity Pockets Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","CHANGE ROOM 1","Rough In (Cavity Pockets Only)"
"c5b7c2aa-f1f2-45a7-9878-b2c076b5294b","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","CHANGE ROOM 1","Fit Off"
"6ba366fe-092b-43f1-9f1b-b0dc3554f2e3","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","CHANGE ROOM 1","Installation"
"0f43a6a8-2842-41a0-8a1b-5c089b36fa68","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","CHANGE ROOM 1","Handover"
"141c4aa3-2236-4375-980a-9478a521c62d","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","CHANGE ROOM 2"
"9b37a3f5-ea02-4c5c-80cd-78d067fe4adb","","checklist-flat","not-started","Rough In (Cavity Pockets Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","CHANGE ROOM 2","Rough In (Cavity Pockets Only)"
"6d1a8c2a-2ce0-404f-bea1-caf989cc0323","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","CHANGE ROOM 2","Fit Off"
"3e06f09a-36c1-42db-92b9-98dd9fbd7d0c","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","CHANGE ROOM 2","Installation"
"6998ff0b-8985-4655-b558-27263174b872","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","CHANGE ROOM 2","Handover"
"97ba58e3-fd86-45c5-8466-15410e0f6352","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","RESIDENT WORKSHOP"
"c1d4cf80-7211-406a-8c8c-4b19ef3511c1","","checklist-flat","not-started","Rough In (Cavity Pockets Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","RESIDENT WORKSHOP","Rough In (Cavity Pockets Only)"
"db937dce-8820-42f0-8afc-4df7ade2bc9a","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","RESIDENT WORKSHOP","Fit Off"
"04e0ce0e-34ff-4d95-b35e-d7896b7888c4","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","RESIDENT WORKSHOP","Installation"
"8df4bd77-d22b-47aa-bf5f-0621723b9375","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","RESIDENT WORKSHOP","Handover"
"6822e3d9-b6e1-4bdf-b6dc-ff1a0424a94b","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","ACCESSIBLE W/C"
"03ad35e7-4d4f-43a3-880f-8ee198d2b484","","checklist-flat","not-started","Rough In (Cavity Pockets Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","ACCESSIBLE W/C","Rough In (Cavity Pockets Only)"
"ea6688f4-f8fc-4929-94aa-f6dc7f95c61c","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","ACCESSIBLE W/C","Fit Off"
"71f8aea6-d70d-4a60-af73-f462be42097f","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","ACCESSIBLE W/C","Installation"
"d59eeade-b1d5-4bdd-8eef-85d860de8099","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","ACCESSIBLE W/C","Handover"
"5593b225-1f2e-48c7-8a25-75612e0211c1","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","SCOOTER PARKING"
"15eadfc7-f448-4aff-a47a-75e62fdab8e8","","checklist-flat","not-started","Rough In (Cavity Pockets Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SCOOTER PARKING","Rough In (Cavity Pockets Only)"
"6e0fc4ae-ea9c-4d40-9773-a0c5c2a53018","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SCOOTER PARKING","Fit Off"
"f8c748eb-ef84-4e6b-96d3-0ff7091344e5","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SCOOTER PARKING","Installation"
"2b1478a7-bb7a-4c86-9ca2-d0af9beebc40","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SCOOTER PARKING","Handover"
"d7f6623f-7d94-4ec3-bc8b-a68849ac6108","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","CORRIDOR ENTRY"
"297ca4f9-c8b4-4c59-800d-98d369782ae9","","checklist-flat","not-started","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","CORRIDOR ENTRY","Rough In (PMJ Only)"
"42a10f6f-07ea-4013-927b-8c8df2e3ab01","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","CORRIDOR ENTRY","Fit Off"
"66c60f07-ad3d-44e4-a8af-925b824f3334","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","CORRIDOR ENTRY","Installation"
"df6f2927-56d8-4e53-b9e9-9605f6524e80","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","CORRIDOR ENTRY","Handover"
"0455da6a-f761-40d7-877c-f858b2ecbf69","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","STORE ROOM"
"ea1766b2-dc72-4084-ba50-494e27e6f15e","","checklist-flat","not-started","Rough In (Cavity Pockets Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","STORE ROOM","Rough In (Cavity Pockets Only)"
"b9f6082d-ab53-4464-aeee-21507d9b0656","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","STORE ROOM","Fit Off"
"f4feb60a-047f-48d4-833d-651acd269bc5","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","STORE ROOM","Installation"
"2296e569-5c68-4e57-8585-da16a2a4a22c","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","STORE ROOM","Handover"
"8bf89c1b-6803-4995-bb5a-fc3cdb759e85","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","SMOKE LOBBY"
"f830db4c-42a8-4182-a717-52ebbe861d69","","checklist-flat","not-started","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SMOKE LOBBY","Rough In (PMJ Only)"
"2b67836c-b9fc-41e4-a206-3f2065843d13","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SMOKE LOBBY","Fit Off"
"c8e3e5a8-022d-4b27-bba9-11cc27e27ada","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SMOKE LOBBY","Installation"
"c7ae1ada-5dbd-41e2-a438-80556b8a50d0","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SMOKE LOBBY","Handover"
"9bc9a8fa-a99f-4d24-9495-a48cf40a60b8","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","STAIR"
"b6b64fdb-11a6-4e7e-88d7-c26df6785662","","checklist-flat","not-started","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","STAIR","Rough In (PMJ Only)"
"353d5ae6-20c7-461e-9232-07a64e43138e","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","STAIR","Fit Off"
"5d16c8d2-e7b3-45a3-a3c8-456ed97d4ffe","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","STAIR","Installation"
"2d894665-2583-43d6-9f85-5c57a46d04ed","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","STAIR","Handover"
"48f4e390-1b02-4b67-a216-31b5c9e750c1","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","SERVICE CUPBOARD"
"9c6c5b76-a26e-4e75-b720-c7f18337f2eb","","checklist-flat","not-started","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SERVICE CUPBOARD","Rough In (PMJ Only)"
"1e358907-7527-4fa4-a87a-e8b6c3a1ae04","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SERVICE CUPBOARD","Fit Off"
"e0954b1b-e542-484d-8d45-85dc2ba9cab8","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SERVICE CUPBOARD","Installation"
"d0cc0dd1-9170-40e0-829f-2b78bdefac05","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SERVICE CUPBOARD","Handover"
"a6bab06c-8c05-467c-9d6f-ee1ede0bedfc","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","STAFF CORRIDOR EAST"
"d7991cd2-12e6-481a-afb1-432c63d916aa","","checklist-flat","not-started","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","STAFF CORRIDOR EAST","Rough In (PMJ Only)"
"baad347b-43a4-41b6-81ce-67d335c370e8","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","STAFF CORRIDOR EAST","Fit Off"
"5af1f8d0-9596-447e-86d2-fa26c9809157","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","STAFF CORRIDOR EAST","Installation"
"f6e430b1-41c8-4657-84d2-f3b63608e13b","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","STAFF CORRIDOR EAST","Handover"
"908f3744-2aa1-4ea8-a735-330a68296e0e","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","MAIN BIN ROOM"
"b26fa907-d6dc-4376-bff4-f4bcc902ecdc","","checklist-flat","not-started","Rough In (Cavity Pockets Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","MAIN BIN ROOM","Rough In (Cavity Pockets Only)"
"38611168-4d61-4364-acb0-d931e8d4a5ab","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","MAIN BIN ROOM","Fit Off"
"34623bf7-131d-42c1-9821-a9132347dac0","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","MAIN BIN ROOM","Installation"
"6319b08c-c434-42ff-895e-c11a032d6d1a","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","MAIN BIN ROOM","Handover"
"54c6a645-95b5-45be-8369-104d5a39c633","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","MSB"
"4ff65927-18ce-4b26-9cc5-1c6278e72b79","","checklist-flat","not-started","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","MSB","Rough In (PMJ Only)"
"844ff9cb-4e80-4dad-a118-5be3d44cea62","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","MSB","Fit Off"
"a52acf70-2d20-4597-bb24-288d616e46db","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","MSB","Installation"
"53202298-d929-4458-821c-1dfb9f964a20","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","MSB","Handover"
"bb5f3ef2-ef5e-470e-9492-9cc1b8c7b1c1","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","NBN"
"3a51cc3a-013d-4993-849d-428c44f4a696","","checklist-flat","not-started","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","NBN","Rough In (PMJ Only)"
"4c724889-69fd-448b-ba48-15a1d4919cb8","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","NBN","Fit Off"
"0a3f4023-d7e0-493d-b8d6-d93f7118b2ac","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","NBN","Installation"
"b62a6c15-2a99-4e9f-a828-2d7573f36f89","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","NBN","Handover"
"162cd787-3107-4719-9a75-7e20ea0bdca9","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","SMOKE LOBBY 2"
"05400401-e8c0-423d-92c1-d0f5733074e4","","checklist-flat","not-started","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SMOKE LOBBY 2","Rough In (PMJ Only)"
"79abebe9-3275-4b18-be10-f81e023bc3a4","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SMOKE LOBBY 2","Fit Off"
"f8959d15-af17-48e0-90d0-1f2c4961c484","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SMOKE LOBBY 2","Installation"
"d339344e-348f-468c-a9dc-f2aff7413c2f","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SMOKE LOBBY 2","Handover"
"19997100-f254-4126-bf2e-c4f6923e66f6","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","STAIR 2"
"743ae983-1e9f-497d-aea3-dd8496a52e04","","checklist-flat","not-started","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","STAIR 2","Rough In (PMJ Only)"
"ab52a693-df77-40fc-ae6b-59da52e8af83","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","STAIR 2","Fit Off"
"92b7478e-bc5c-44ba-a8c9-cbfb113b90f5","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","STAIR 2","Installation"
"25656224-948e-4d3a-a7c6-98863884d3d6","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","STAIR 2","Handover"
"20584bbc-0d5c-49c5-b4b8-a0ddf4a58403","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","SPRINKLER & PUMP ROOM"
"907f274a-95bd-404f-a8a8-acd70d568d46","","checklist-flat","not-started","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SPRINKLER & PUMP ROOM","Rough In (PMJ Only)"
"cfc81bdf-ed22-408f-9dc2-82f9ca924cd7","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SPRINKLER & PUMP ROOM","Fit Off"
"310c73f9-3da9-431e-9687-5b857047e73a","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SPRINKLER & PUMP ROOM","Installation"
"ea3ca372-4091-434f-8104-793e8b86fab3","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SPRINKLER & PUMP ROOM","Handover"
"145c3cf4-28b2-4e9a-87aa-c0b31e98d0a9","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","GENERATOR ROOM"
"c9f8bdf5-057a-4fa0-8193-e03a87427557","","checklist-flat","not-started","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","GENERATOR ROOM","Rough In (PMJ Only)"
"84166e62-b244-485b-ba6c-b2895450d776","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","GENERATOR ROOM","Fit Off"
"d19f303a-80b8-4340-8f88-4d4ef53aa0d4","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","GENERATOR ROOM","Installation"
"237e0fca-cde8-4600-b8a0-3b18608a2a89","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","GENERATOR ROOM","Handover"
"4650417d-0d72-4f31-aafc-49b3dd45781f","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","GARDENER W/SHOP"
"73d6ffa1-f65f-4136-8d71-2fe4af38d8e8","","checklist-flat","not-started","Rough In (Cavity Pockets Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","GARDENER W/SHOP","Rough In (Cavity Pockets Only)"
"5bc68255-78a9-45a6-be89-a8d089927885","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","GARDENER W/SHOP","Fit Off"
"5516ba0f-5b35-4b94-a0cd-b1c8f67bd2e2","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","GARDENER W/SHOP","Installation"
"e07b73cf-1bee-42c4-81e9-6328cac4feac","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","GARDENER W/SHOP","Handover"
"137814af-c89d-4410-82f5-112a6529612a","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","MAINTENANCE W/SHOP"
"c5ff24be-6b14-4b98-8b31-43d39b7cf406","","checklist-flat","not-started","Rough In (Cavity Pockets Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","MAINTENANCE W/SHOP","Rough In (Cavity Pockets Only)"
"6212cfe1-b60a-4808-b850-2834b68e2c0a","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","MAINTENANCE W/SHOP","Fit Off"
"508cae89-dcd5-4dc2-bfdb-968b31610c70","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","MAINTENANCE W/SHOP","Installation"
"04d0b23c-0ccd-4280-81ca-f774ae3a8ad7","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","MAINTENANCE W/SHOP","Handover"
"69779c91-3361-49e5-9ef6-5263ffe068ae","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA B","SMOKE LOBBY"
"bf681db0-8a93-4fd2-9683-a7dceb2fd823","","checklist-flat","not-started","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SMOKE LOBBY","Rough In (PMJ Only)"
"f1b35c3c-d63f-4b2e-b93e-1b350996bcd6","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SMOKE LOBBY","Fit Off"
"e32769c4-2c2f-4fb4-bdf5-15edc8958e25","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SMOKE LOBBY","Installation"
"65dfa587-ca07-48a3-9549-5edeee0339e2","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA B","SMOKE LOBBY","Handover"
"81a0b011-dafb-447e-a3a9-cbeb6f88029c","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA C"
"8f19d651-7cd0-4099-96dc-2263f5d3038a","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA C","LIFT 4 - SMOKE LOBBY/STAIR"
"4ff5da93-c83c-4273-ba5e-bbc7df381aa6","","checklist-flat","not-started","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA C","LIFT 4 - SMOKE LOBBY/STAIR","Rough In (PMJ Only)"
"06c92f28-4a0d-4cb6-95cc-b1235bc16e01","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA C","LIFT 4 - SMOKE LOBBY/STAIR","Fit Off"
"2c745a2c-86c8-454f-a1ad-221f075dfba0","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA C","LIFT 4 - SMOKE LOBBY/STAIR","Installation"
"6685dea8-54fd-4e26-bd8f-fd5c4772b31d","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA C","LIFT 4 - SMOKE LOBBY/STAIR","Handover"
"70d10b64-86a8-45f0-8fe9-aeaf9d7934da","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA D"
"7b8b7682-f83b-4b66-bdbb-ab459972ffe2","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA D","BICYCLE STORE"
"d459c473-ab82-46ef-b722-f8b44d5aeed4","","checklist-flat","not-started","Rough In (Cavity Pockets Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA D","BICYCLE STORE","Rough In (Cavity Pockets Only)"
"d4c215e1-27f5-4792-8928-08dacf6f24d0","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA D","BICYCLE STORE","Fit Off"
"e9c8604f-af72-4756-a8e1-71091d24951e","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA D","BICYCLE STORE","Installation"
"ce0c9d7d-512a-47e7-97b6-f66f1a2ea964","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA D","BICYCLE STORE","Handover"
"076e447b-407d-43b1-966b-9fafd53751ec","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA D","WASTE ROOM"
"f50cc2e8-faf5-4bb9-8322-cf44e2e1cd9c","","checklist-flat","not-started","Rough In (Cavity Pockets Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA D","WASTE ROOM","Rough In (Cavity Pockets Only)"
"1b06de68-7950-464b-8128-86b33ebc38ff","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA D","WASTE ROOM","Fit Off"
"2c984b0d-acd1-4210-bd29-3213d72f30e5","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA D","WASTE ROOM","Installation"
"0215cfad-dfec-423c-b32a-dfa0e79c3078","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA D","WASTE ROOM","Handover"
"c8ff905d-12be-42c0-9530-99d22db5ce48","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA E"
"7b2a7db2-06ae-45d0-b66e-d25fbdc00e13","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA E","LIFT/STAIR 5"
"218be886-2060-4287-93f0-6122fd0de819","","checklist-flat","not-started","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA E","LIFT/STAIR 5","Rough In (PMJ Only)"
"f714fbc0-c8d0-40b7-a3bd-82ad33cffc96","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA E","LIFT/STAIR 5","Fit Off"
"1cebf4a7-7a07-4360-8479-b14d4a691b65","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA E","LIFT/STAIR 5","Installation"
"0df2cf5a-fc38-4981-abd0-7f364a373549","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA E","LIFT/STAIR 5","Handover"
"eb5dd011-ee34-4013-afc6-d19068ee594b","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA E","SMOKE LOBBY"
"5f715409-e175-4115-b3c0-b99ebcf2fc7b","","checklist-flat","not-started","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA E","SMOKE LOBBY","Rough In (PMJ Only)"
"37623630-df13-465a-af05-e5c7c7449cbf","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA E","SMOKE LOBBY","Fit Off"
"f641b4cf-1319-4a4d-b161-4fe2a1cbe787","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA E","SMOKE LOBBY","Installation"
"9f4cb45e-0f46-43f7-bef5-7c5240a45647","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA E","SMOKE LOBBY","Handover"
