"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f5be62f9-6eb3-475b-8327-9273845eb6f7","","no-status-not-started","","folder","TRUE","FALSE","Site QA"
"daf415f0-76d9-4631-8849-392bb85b0ee8","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Whole Site"
"80a5474b-7659-4f87-941c-efda5f050a18","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4D","16.01 - Landscape and Revegetation Works"
"d3470aa1-000a-4360-9b26-ba0c0c64d942","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4D","28.01 - Contractor's Camp and Site Facilities"
"897d5ba4-4476-4ab2-ae38-047fe48164f8","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4D","30.01 - Dense Graded Asphalt"
"c9c71f76-0ed8-4a4e-b892-2269a42d14dd","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4D","45.01 - Road Surface Delineation"
"f40dd65b-8e9c-4070-91e5-7cce706b6bbd","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4D","51.00 - Environmental Management Systems"
"9fd84d61-5b34-4e37-81ea-ab0369080aca","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4D","52.01 - Erosion and Sediment Control"
"0ca8417e-fa5e-4a8a-97c3-268cfd7a7eae","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4D","70.01 - Placement of Concrete"
"60a48b2f-760e-4b29-a42a-dab2145ff6d7","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4D","70.02 - MRTS70 Normal Class Concrete"
"06244257-4a12-4d73-9c4f-a50e67fada97","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4D","70.03 - Supply of Concrete"
"1434c3b8-2420-4357-92e9-449425a09272","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4D","71.01 - Reinforcing Steel"
"b9ebdf91-75ca-4687-9f39-75e3510f61ab","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F"
"81bc1eb6-dcc8-4104-aa47-a503d2100b4f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","02.01 - Traffic Management"
"d3bd104a-0a29-4cce-9bf4-5331c1d97020","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","03.01 - Removal of Existing Drainage Structures and Concrete Slabs"
"10966571-76b8-4755-b708-09c15d32fc15","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","03.02 - Supply and Installation of Precast Concrete Pipe"
"08f39767-adaf-48d2-8d6e-b442cefced97","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","03.03 - Culvert Component/End Structure Insitu Cast"
"c94c1c99-1b01-4a8e-acc8-7a39f9b8e3b6","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","03.04 - Pre Cast End Structure"
"7189331f-a7f4-4ae9-ae1f-ea8a970d0c7f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","03.05 - Supply and Installation of Precast Box Culverts"
"80e28e8e-9e63-413e-bf9f-2769e6447aa5","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","03.20 - Kerb - Cast Insitu/Extruded"
"a7a73a1b-c99b-40bd-b391-38f9c935fbe8","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","03.27 - Subsoil Drains"
"a76ccce8-f36b-4370-9d3f-029d40484cfd","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","03.28 - Sheet or Strip Filter Drains"
"14944b7a-ed13-4ca7-bcb5-2bacd22b51c9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","03.41 - Rock Protection"
"796bd5b7-d9ac-41d8-b883-c3145c4514ce","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","04.01 - Clearing & Grubbing"
"de127e64-a896-4574-893f-bb1e165797d9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","04.04 - Ground Surface Treatment"
"4882fb9b-03bc-4fad-a518-2509c5d8efe4","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","04.05 - Embankment"
"2c7089d9-3560-4f3a-b98e-430c4b95f5c4","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","04.06 - General Excavation"
"b54e8ccc-b88a-4376-94a6-23f0c15538c4","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","04.07 - Structure Excavation (Unsuitable)"
"b647974e-916a-4c14-9a3b-52a17da01447","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","04.08 - Stripping of Topsoil"
"ee0433af-0edf-47b6-a623-ee29543fa86b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","04.10 - Backfill"
"90e9b9c5-0677-470f-a5e2-a7dd8506ec8b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","04.11 - Demolition of Road Furniture"
"42dac263-424e-41f8-b09f-a6b20581cb03","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","04.18 - Subgrade Testing"
"9c47b9a1-eaea-4a16-a44c-d909d6eaf00c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","05.01 - Placement of Unbound Pavement"
"3e4b169e-cd42-4b01-ad1a-e3d79c2351f1","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","10.01 - Plant Mixed Lightly Bound (Cemented) Pavements"
"09a27ef0-847d-450e-9de4-9447df9cd738","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","14.01 - Supply and Installation of Road Signs"
"0b3b6f23-9c3c-4c0d-8336-f8fffe9e3081","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","16.01 - Landscape and Revegetation Works"
"ab7c8a7c-650b-4ec5-a695-d3198fb45aa2","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","28.01 - Contractor's Camp and Site Facilities"
"ab49525b-4a3e-4191-8062-6807b2ebe09b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","30.01 - Dense Graded Asphalt"
"50d682e8-481c-4cb9-9897-e2d0bfdddb13","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","45.01 - Road Surface Delineation"
"e8baed72-8a21-40f1-8f07-1b5aca4355a8","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","51.00 - Environmental Management Systems"
"1c924b9c-8564-4b4e-b1b9-7be5eb259130","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","52.01 - Erosion and Sediment Control"
"70f8becb-5c38-4986-be89-ba0689aceb2c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","70.01 - Placement of Concrete"
"1bcf3780-48bf-423e-a7cf-eb3571e4abdc","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","70.02 - MRTS70 Normal Class Concrete"
"a9baa47a-9ead-4a7d-bebd-57ef73330178","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","70.03 - Supply of Concrete"
"5eefae91-b8a2-4e37-a147-b9d525767507","","no-status-not-started","","folder","TRUE","FALSE","Site QA","4F","71.01 - Reinforcing Steel"
"05fad958-f2e1-4686-8d0f-149d822be8c9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B"
"1f39f593-307c-40ee-964d-1e9498b078df","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","02.01 - Traffic Management"
"1cddb8d6-6b0b-4d55-bb50-4727feb4d3e4","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","03.01 - Removal of Existing Drainage Structures and Concrete Slabs"
"ce265b57-e071-4118-8126-ce530e75b16c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","03.02 - Supply and Installation of Precast Concrete Pipe"
"9be66206-cd78-498d-8356-e666ecaf4794","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","03.03 - Culvert Component/End Structure Insitu Cast"
"eb5d7e87-f37d-43f9-b625-b1e91acea2e3","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","03.04 - Pre Cast End Structure"
"dd802283-318b-46c6-876d-ca131c0bfa79","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","03.05 - Supply and Installation of Precast Box Culverts"
"4a8eec04-c99b-4e8b-9d2b-4d9a91b0ce0c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","03.20 - Kerb - Cast Insitu/Extruded"
"eada3f20-41c4-482a-87e8-4de00ec3cf55","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","03.27 - Subsoil Drains"
"d5d1f881-4ea8-45dc-863f-5eb696b60a14","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","03.28 - Sheet or Strip Filter Drains"
"beda9395-89ae-435e-bb31-3e1af552114f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","03.41 - Rock Protection"
"91e2765e-bbce-4508-9ae7-680dde72c468","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","04.01 - Clearing & Grubbing"
"c4bdf1ee-8d2c-438d-b185-d2ae771f63e6","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","04.04 - Ground Surface Treatment"
"8db34212-2472-4b70-a362-57c82605ebbd","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","04.05 - Embankment"
"28e68cd5-c3e8-472a-b153-5f8a00e17e98","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","04.06 - General Excavation"
"315e4d3a-ecb4-40af-bd45-63e7347e0502","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","04.07 - Structure Excavation (Unsuitable)"
"ec89107b-fa89-484b-a655-9c63f8820776","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","04.08 - Stripping of Topsoil"
"cc45e11c-44d8-4841-95b7-436d7219c8e0","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","04.10 - Backfill"
"54e74414-fcf4-4a6a-91f6-3bc03b34c06b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","04.11 - Demolition of Road Furniture"
"88b31ab7-0514-4de3-b81a-4d92aadc5dec","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","04.18 - Subgrade Testing"
"48fc825a-ae14-4c90-a2f0-97ebfabd36ca","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","05.01 - Placement of Unbound Pavement"
"1e88d6e6-85f3-42ed-9392-69cc05deff89","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","10.01 - Plant Mixed Lightly Bound (Cemented) Pavements"
"d922943c-fc36-40a8-bdee-c6ce7cce081e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","14.01 - Supply and Installation of Road Signs"
"3bbd866e-f854-4919-8b92-e6cd99c855b6","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","16.01 - Landscape and Revegetation Works"
"46e220dc-63cf-4802-b970-b4996f7c8c72","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","28.01 - Contractor's Camp and Site Facilities"
"86b8e403-0b48-4735-ab81-2966427990b0","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","30.01 - Dense Graded Asphalt"
"f0a424b6-2ea4-4c79-b1a2-f75562828130","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","45.01 - Road Surface Delineation"
"ffedf0ef-2d7d-487d-8335-660e8bf64dfb","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","51.00 - Environmental Management Systems"
"65ddb623-63c9-4a49-96e2-d2de821e03cd","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","52.01 - Erosion and Sediment Control"
"90ca3a9d-a175-4edd-8636-688f6bc78935","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","70.01 - Placement of Concrete"
"ce60b3a3-8eba-45c5-92c9-d25b7a122bb9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","70.02 - MRTS70 Normal Class Concrete"
"d41dfc92-afe0-43e7-8b6b-1a428223bd5b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","70.03 - Supply of Concrete"
"c795c57e-f644-4cc1-968e-7ae9ff2cb419","","no-status-not-started","","folder","TRUE","FALSE","Site QA","5B","71.01 - Reinforcing Steel"
"f12870d1-b456-46da-9b10-82a21e60ac7b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A"
"7167004c-f082-476b-bfd0-da75cceea193","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","02.01 - Traffic Management"
"579e8e01-26aa-430a-a475-4af22ba79c0f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","03.01 - Removal of Existing Drainage Structures and Concrete Slabs"
"6c3a75a9-8183-4145-a5ba-8418319e26ee","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","03.02 - Supply and Installation of Precast Concrete Pipe"
"2321e16e-03f7-4738-9961-cc133541722c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","03.03 - Culvert Component/End Structure Insitu Cast"
"e8d091fa-d357-4ab7-adad-e4ec3e21247e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","03.04 - Pre Cast End Structure"
"b8bd322c-01da-49b7-bbe3-baafd338a830","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","03.05 - Supply and Installation of Precast Box Culverts"
"aec4f41a-7bb5-4df8-af3a-1cab1f1a472b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","03.20 - Kerb - Cast Insitu/Extruded"
"ed7efc0d-47ce-4452-b6ce-c4056a7e9e3b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","03.27 - Subsoil Drains"
"3e762b44-2d35-45c6-8617-1a1d3f8e6cee","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","03.28 - Sheet or Strip Filter Drains"
"e3a21033-70d5-4d92-b0dc-ffdd4ba56be8","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","03.41 - Rock Protection"
"a30d89b8-441d-4a9b-b2e9-1ffa65a9de4e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","04.01 - Clearing & Grubbing"
"df828a10-b82a-4ee7-9807-c2a5a53c2da3","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","04.04 - Ground Surface Treatment"
"2d8289c8-3aa7-42df-ac5c-ed3c4a1af003","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","04.05 - Embankment"
"97688f4c-0134-4a33-8a9b-65ada4c57eb4","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","04.06 - General Excavation"
"b4586b86-e72e-477d-98b7-7c8485feba69","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","04.07 - Structure Excavation (Unsuitable)"
"488c15f3-09d4-4ec1-b005-d31c30a72152","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","04.08 - Stripping of Topsoil"
"0b402539-1e4a-4535-939c-33d96c489d74","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","04.10 - Backfill"
"cde8702e-6e45-4ceb-bcb1-2e55de183419","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","04.11 - Demolition of Road Furniture"
"17cad3f8-c209-4e83-82f8-e27b38e47bdf","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","04.18 - Subgrade Testing"
"0fc9e367-7996-4f41-844f-031512b4a36a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","05.01 - Placement of Unbound Pavement"
"3db7781a-ecb0-467a-848f-8ed9a22652a1","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","10.01 - Plant Mixed Lightly Bound (Cemented) Pavements"
"8c735d30-b1cf-431b-b852-4bd6ea7a02df","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","14.01 - Supply and Installation of Road Signs"
"af892431-ea06-4aae-99ad-d7a0a1486439","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","16.01 - Landscape and Revegetation Works"
"31de2750-e1ff-489f-9e6c-33e52bc03aff","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","28.01 - Contractor's Camp and Site Facilities"
"2771022f-4138-4050-b800-046af7cfe41e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","30.01 - Dense Graded Asphalt"
"e92d810f-70a1-447d-9b90-15c3611e3ef8","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","45.01 - Road Surface Delineation"
"e5cfcb1d-b426-40a9-b598-a492546dfa17","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","51.00 - Environmental Management Systems"
"aa45aa9e-8c5e-43d8-beed-e0f5d9ea1bb1","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","52.01 - Erosion and Sediment Control"
"344ba511-b9a5-410d-85ee-d75ee3f041d3","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","70.01 - Placement of Concrete"
"3e8e8c3c-47f9-434a-ae69-03a644e1ed56","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","70.02 - MRTS70 Normal Class Concrete"
"c4dc4503-10c4-4776-aace-c4f910f8b19c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","70.03 - Supply of Concrete"
"b2d103ef-2ef4-4e54-9177-80efbdb919b2","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03A","71.01 - Reinforcing Steel"
"154a8728-25b0-4a51-84fb-f5bec8e6bbcc","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B"
"b0781b97-5d60-4b57-98b8-5d3e8b2d4d09","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","02.01 - Traffic Management"
"f7d3817f-1d2e-479f-9cc6-3afc25417df9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","03.01 - Removal of Existing Drainage Structures and Concrete Slabs"
"425a5a2c-4ee2-4c04-80ec-713437b409c1","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","03.02 - Supply and Installation of Precast Concrete Pipe"
"c2e1c415-d3ff-405e-885f-7941e891ae46","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","03.03 - Culvert Component/End Structure Insitu Cast"
"30defb88-443e-4669-8d67-a7b372136540","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","03.04 - Pre Cast End Structure"
"28549639-9aff-47e4-b851-a9871f6c01ef","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","03.05 - Supply and Installation of Precast Box Culverts"
"8a595953-1012-4eba-9ff2-37d678d6e90b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","03.20 - Kerb - Cast Insitu/Extruded"
"afb63fdc-5bb3-4798-b3be-3f28958ca397","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","03.27 - Subsoil Drains"
"042c92ef-3578-4655-810b-1ff39e5c1bc9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","03.28 - Sheet or Strip Filter Drains"
"d8ce1f25-ce1a-41bd-83bc-a96f1beed3b6","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","03.41 - Rock Protection"
"fef446f3-cbc1-4f39-b695-faac08a2398f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","04.01 - Clearing & Grubbing"
"aeb6fc71-d9b1-4cda-9a14-c4f06b42f330","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","04.04 - Ground Surface Treatment"
"d8faa7cf-c82e-4d22-9a7b-3f40c1d08d9d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","04.05 - Embankment"
"b8b28367-6de3-44ca-ae21-4f6385beba19","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","04.06 - General Excavation"
"24bcbdfb-ea68-4beb-8698-90c76deb5279","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","04.07 - Structure Excavation (Unsuitable)"
"5992a0d5-5c37-4a05-8782-928891199b78","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","04.08 - Stripping of Topsoil"
"767b0d29-3936-44a6-90e2-474c5bc0874c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","04.10 - Backfill"
"5aaab919-76f6-4721-980a-386c1eb60e76","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","04.11 - Demolition of Road Furniture"
"6a478988-a386-4939-a983-4b2b45fa8273","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","04.18 - Subgrade Testing"
"2dcdd499-55e5-43dc-8249-ddbf94df475b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","05.01 - Placement of Unbound Pavement"
"08c22bde-30a5-4ecf-a6ce-c98670b92f74","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","10.01 - Plant Mixed Lightly Bound (Cemented) Pavements"
"84e631e0-cf35-479f-a884-e09ddaf90928","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","14.01 - Supply and Installation of Road Signs"
"53ff7177-c9e4-463e-9ce4-16126466b4bf","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","16.01 - Landscape and Revegetation Works"
"9286c014-4301-49e9-bb81-3443277fc838","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","28.01 - Contractor's Camp and Site Facilities"
"c7bd4615-a90f-4a7f-ae88-5f605a946e0b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","30.01 - Dense Graded Asphalt"
"fbf318bd-e21f-4e56-ac94-98b69b5ccdea","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","45.01 - Road Surface Delineation"
"613bb1c9-7778-4a16-9e2f-daa35f471a58","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","51.00 - Environmental Management Systems"
"42f8d3bd-2cce-43be-86ac-56b7753d852f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","52.01 - Erosion and Sediment Control"
"1f1084de-8f44-4a1b-a7ee-7b196c803ab2","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","70.01 - Placement of Concrete"
"bef0d978-c967-4c7a-896f-cdadbcdd7816","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","70.02 - MRTS70 Normal Class Concrete"
"25fd5e8d-d0a0-45b2-bb32-4575d4609698","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","70.03 - Supply of Concrete"
"afa96909-7a5a-4dc1-bcdd-795cd2c2f9ed","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03B","71.01 - Reinforcing Steel"
"d38eca09-775f-4f92-b8ff-b386dd7e5ab6","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C"
"39d2032d-8ca3-4738-a918-d33d59a29b57","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","02.01 - Traffic Management"
"42f9d720-579c-4eb5-92d0-3d7381fed9e1","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","03.01 - Removal of Existing Drainage Structures and Concrete Slabs"
"e432bee7-2bba-4f00-ab97-5a0fd6f1732d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","03.02 - Supply and Installation of Precast Concrete Pipe"
"995134f6-303c-4d2d-9707-3471aa892e3b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","03.03 - Culvert Component/End Structure Insitu Cast"
"a0d4ef55-01e6-4006-ab4d-e5a741d41e9a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","03.04 - Pre Cast End Structure"
"7e97c913-8640-4565-b278-0db0cfae77ab","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","03.05 - Supply and Installation of Precast Box Culverts"
"74a0aff6-2ade-4158-97da-26a2ccc3fe2e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","03.20 - Kerb - Cast Insitu/Extruded"
"87991b6e-8de7-4c23-b2bc-51036addb65b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","03.27 - Subsoil Drains"
"02a070ad-aa8c-478d-8016-de4afd829c4a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","03.28 - Sheet or Strip Filter Drains"
"7387d14b-82b3-40ed-b29c-c1f3ac2deea3","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","03.41 - Rock Protection"
"c4470ead-afbe-4b28-8945-e5096c1de245","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","04.01 - Clearing & Grubbing"
"df52eb97-3066-4caa-9990-e581f8faea17","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","04.04 - Ground Surface Treatment"
"ed1a3337-b23a-4590-9004-7f37ebced898","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","04.05 - Embankment"
"ea4e40a6-07be-4e96-a91e-3571d2dd062f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","04.06 - General Excavation"
"ab8daad5-91f5-4386-9018-8c4c72fb08e1","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","04.07 - Structure Excavation (Unsuitable)"
"6d5d4078-1558-453d-b044-2f2be7e63935","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","04.08 - Stripping of Topsoil"
"f328c538-fa85-482c-a263-659e47c84d09","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","04.10 - Backfill"
"a2b459f5-3494-4fc0-b564-5beafe4f5faa","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","04.11 - Demolition of Road Furniture"
"1b53e81d-acdb-45fe-9591-f841c52781b7","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","04.18 - Subgrade Testing"
"317b6857-638c-4bd7-9acc-9cbcff6049b8","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","05.01 - Placement of Unbound Pavement"
"8b139dd5-b416-4d49-ba45-7766a2918b21","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","10.01 - Plant Mixed Lightly Bound (Cemented) Pavements"
"fe0a895f-96e0-4440-948c-0379a356e5b9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","14.01 - Supply and Installation of Road Signs"
"58e3aea6-ed5f-4059-8652-65a44d99be23","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","16.01 - Landscape and Revegetation Works"
"aca0e24e-1a3d-486b-95c8-531592353eb2","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","28.01 - Contractor's Camp and Site Facilities"
"b659a8ba-7172-4464-bdef-1c347f0d4438","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","30.01 - Dense Graded Asphalt"
"899ecfec-e26b-47d2-b977-b3797ab2045c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","45.01 - Road Surface Delineation"
"5f5a1b10-22da-4d7b-bc08-09c7ccc455aa","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","51.00 - Environmental Management Systems"
"8ea574ae-21ad-41b5-b8ad-3d18f18fff82","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","52.01 - Erosion and Sediment Control"
"41d834d8-f334-42a6-b1f7-98a8dedf3d65","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","70.01 - Placement of Concrete"
"20c4baa7-f365-4d4b-b570-5699beed0320","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","70.02 - MRTS70 Normal Class Concrete"
"7c3319e5-449c-481f-a103-cd38d0b362d5","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","70.03 - Supply of Concrete"
"d9f566c1-d726-49fe-9696-05febca52dee","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP03C","71.01 - Reinforcing Steel"
"0fd54b2d-e00b-4e00-9933-d1bbd13f6314","","no-status-not-started","","folder","TRUE","FALSE","Site QA","WP04A"
