"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"98be5657-2d65-4439-8aad-c693c9a0a16b","","folder-normal","","","step","TRUE","FALSE","IPL QA"
"d925928b-fe12-4b2e-9605-9a6484d0ac1c","","folder-normal","","","step","TRUE","FALSE","IPL QA","B01"
"b20999b5-8806-48e3-9093-a1e801bb1e0b","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix"
"d3ac50e7-cfc1-4ac1-9341-4519c1d50fc2","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Basement"
"dc7d26b2-453a-4dd6-bd28-c20e084876d8","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Basement","Area A"
"5879b4d7-7610-4863-aecc-803546119e37","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","Carpark"
"928cf2b3-ec35-4be1-ada5-f8faef3c6c1e","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","Swimming Pool"
"2e64948e-1e30-4d4f-b265-7189785520e7","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","SPA"
"69a14eda-647b-4f80-a5a8-ed9ea36a8b16","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","Lobby"
"a222ad0b-a87a-4207-934d-ef1b6d89ad7d","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","Lift 1"
"00ceb7cb-4fb0-46ff-82b2-8babe6664778","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","Stairs"
"dcea2cb8-2934-4851-a601-0eb67a03815e","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","WC"
"e5318dba-cef4-4455-bbbc-bda18dec5d71","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","Resident workshop shed"
"a4afe3b8-e883-4e73-b85f-877037558b69","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Basement","Area B"
"93c08065-2ad9-4443-8688-14d3b2744934","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area B","Car Park"
"3f8e632a-603f-42fc-8ea6-2fd50891c385","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Basement","Area C"
"74061f28-04bb-41bb-bc93-4b709a2a48c0","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area C","Car Park"
"dc97a12b-315c-478c-a772-a3b921f6be79","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area C","Lobby"
"d703491d-959a-4683-99a3-f226bd454913","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area C","Lift 2"
"279ec996-bf12-4e04-99e3-6dff964eb307","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Basement","Area D"
"c5e2f842-6af6-48fb-a66d-21fc2e9f030e","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area D","Car Park"
"c84dd06f-61cd-4c43-895e-8ba48840a373","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Basement","Area E"
"64088e6e-a75c-4b29-8b9a-e7af75849b9d","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area E","Car Park"
"26487cfe-1e6c-4912-8b19-80f2bfa2c247","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area E","Lobby"
"7776eadf-4072-4712-892a-3d4468ceb67a","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area E","Lift 3"
"e28d3a68-f338-4712-ab28-f473bd2cd98b","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area E","Gardener room"
"eb0f569d-62cf-47c1-a7d7-651db5970a09","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area E","Maintenance"
"b1b9fa27-9730-4e5c-8a8a-56548c5054e6","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area E","Staff room"
"3fee67a7-aecc-4f24-a013-6604495313a5","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Ground Level"
"fc25c70a-e2cb-4c29-9e05-9a95f34282af","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Ground Level","Area A"
"7f0fd5e3-a0af-47ff-b131-3494bca2567e","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Ground Level","Area A","Common Areas"
"cb45489b-3c28-4ae7-b1f9-a4a4cd04a44a","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area B","Residential Areas","APT 459"
"60d14654-37ce-4be3-80bb-b856fd245e63","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area C"
"98d0152d-ba7c-4bef-9736-48d1cf1d6001","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area C","Common Areas"
"580162c4-c032-4e66-9f88-5627d1b4179d","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area C","Common Areas","Corridor"
"fd060412-d682-4806-b889-58ac2334fc7f","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area C","Residential Areas"
"d4a4381c-c14c-4ac6-91ef-562b81672c41","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area C","Residential Areas","APT 460"
"8b487c61-1d58-4a2c-8e26-bb55d0ac8c5c","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area C","Residential Areas","APT 461"
"cca776bb-4508-4cdc-abaa-f4de83c2fd4d","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area C","Residential Areas","APT 462"
"fe1d56f3-66b8-4ccb-bf34-b37169e1e238","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area C","Residential Areas","APT 463"
"c1ca3f2d-0964-4d90-a28f-83f1a5dc0fac","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area D"
"cadcda4c-2add-43d5-a34c-d9fe8cb197f3","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area D","Common Areas"
"aeab8150-fdde-4997-8fd3-a3c4f30f3c28","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area D","Common Areas","Corridor"
"13c114d4-01af-4a82-8a7d-622fbaaf69f8","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area D","Common Areas","Laundry"
"73a50170-64f7-4d51-b738-cf82b878f889","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area D","Common Areas","Stair 4"
"08c45242-63ef-42a0-ac2e-31619ddf204a","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area D","Common Areas","Lift 4"
"29d94ccb-4e19-4b9d-a8e0-6d9c2fa5d5ad","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area D","Residential Areas"
"f03ca081-ced7-4c46-86f0-69c98a02688a","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area D","Residential Areas","APT 464"
"0ee6e4c2-ef5d-40ec-8ed8-c929a114806e","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area D","Residential Areas","APT 465"
"0c1aea6b-c7dc-4fc5-9e3c-6600e9591da2","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area D","Residential Areas","APT 466"
"2f4b53d6-307f-4d19-93aa-090a8bd983b9","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area D","Residential Areas","APT 467"
"f53e029c-da4c-40c7-a4da-809beb72cd3b","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area D","Residential Areas","APT 468"
"8cead7be-f8ba-41fa-a712-27be454852bf","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area E"
"c19f466f-d393-45d9-a7ac-23cdde8ed7ed","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area E","Common Areas"
"fa127c6c-14ff-49c8-bf1b-c10c34ecd161","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area E","Common Areas","Corridor"
"a7da7c98-8eed-4e59-b532-2e48e0b927bc","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area E","Common Areas","Laundry"
"19746678-f2c1-4fda-bb46-dde98ddbd901","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area E","Common Areas","Stair 3"
"e0974368-ec4e-4aa7-9ca3-652d2005be11","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area E","Common Areas","Lift 3"
"276c21e5-bc05-4fde-af61-c527f8a5572a","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area E","Service Areas"
"18890d7f-2749-43c9-a60d-a0b941f0d0fc","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area E","Service Areas","Comms Room"
"36fceb18-f17c-412a-907d-d88991e0d4bc","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area E","Residential Areas"
"1c10255e-3af0-438d-9d0d-af4c20a06e76","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area E","Residential Areas","APT 469"
"c84bb9d1-3af0-48f1-bb5b-b26750cbeb7a","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area E","Residential Areas","APT 470"
"60db546c-a30e-4cb7-bc0a-a53a21a7cbd7","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area E","Residential Areas","APT 471"
"19db14f6-d888-4f6c-9409-a48effd2ed38","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Level 4","Area E","Residential Areas","APT 472"
"a9fe8580-3e77-4b65-a784-63b6f077c72a","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm"
"74b7dd48-b3e3-4882-a88f-febe44e3e9db","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Basement"
"ca317ac0-c9a1-4fa4-bf12-878e8d68a980","","checklist-sectioned","","3e14323991ab6c0b7858c0be5a39a35e6773bc8fbaecd83c48142a06ca0d849e","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Basement","Area A"
"c7bf6049-dc41-4202-ab7e-635849bc383e","","checklist-sectioned","","a17470929981c9b5f735fc79fa6b08da13e1ac86e98fda7b08444f2acf7dc704","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Basement","Area B"
"8b2892b7-c58e-46de-ac39-c080bf5c78ea","","checklist-sectioned","","5aa3de4167350d971e8d118a4d16230badb316e54cd4fc33195ad591d7af453a","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Basement","Area C"
"9c3212e8-1d88-4f0c-a0ce-323490753ea5","","checklist-sectioned","","a17470929981c9b5f735fc79fa6b08da13e1ac86e98fda7b08444f2acf7dc704","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Basement","Area D"
"bcf1bbdd-1c16-4ff1-867d-41cf947ca06a","","checklist-sectioned","","28cb812de241407f2498c0a4e9b54567d966a9aada21fc6420412c1cb0f176ff","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Basement","Area E"
"d22f0801-d4fd-4f06-b6b1-41f1eac7834c","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Ground Level"
"154f3cdc-399c-43f2-b567-6185f9673974","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Ground Level","Area A"
"36eec6e7-6033-4d77-8ab9-95d2e2d21826","","checklist-sectioned","","7a4e100201cfeec3463ba73567b91a45a371dfb353d72989dc6a8c3c6e95c81a","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Ground Level","Area A","Common Areas"
"3a0ba24b-e631-4df1-9929-082cc08d80f1","","checklist-sectioned","","df112b434588ed33864d5b55b81fa109bf57b270f25f42ae19363c226ae7afcf","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Ground Level","Area A","Service Areas"
"ad4f0671-3b6e-4239-a431-04a4c31b2ec6","","checklist-sectioned","","1fa9649d952be5cb30c3b8f37e8fa8a4f79838c9056ed4e09af56858ee98300c","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Ground Level","Area A","Residential Areas"
"c1b1235c-6f89-4612-958e-6d6ab700df75","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Ground Level","Area B"
"05f4eeb0-310c-4def-ac91-db1567f6fcf1","","checklist-sectioned","","344d961302ab34790d5856d9ff406ff0d4a443036e38e46658fda818ce06e208","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Ground Level","Area B","Common Areas"
"f096f0c4-1c28-4f99-85fc-12ce07afd4a7","","checklist-sectioned","","b35618b002c5007040158dc3b52962d9150f2bcff193607801fb9af71a0520cf","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Ground Level","Area B","Service Areas"
"0c9f44f1-1adf-43cb-8df4-2b7e2e089325","","checklist-sectioned","","7fbb893635a485ab3f19784023d0e1e933df022a066e356e36aaabcb004f8ac9","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Ground Level","Area B","Residential Areas"
"83e2a0a5-14c4-48f9-ae45-b70628dddf11","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Ground Level","Area C"
"18ae0467-347a-4bda-86b9-6efabd1d5b38","","checklist-sectioned","","0f718aa940dc3162b68801872d5b4931212fc9a374ad6d2b895edfc160b7d87c","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Ground Level","Area C","Common Areas"
"9f264256-e329-4bd2-825c-3187f7f84001","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Ground Level","Area D"
"bfb120c1-a3ac-4c2b-8083-bce06e0ce9da","","checklist-sectioned","","addc63113cdc83334eeae11664376bfa039e1f1ea5c709b021a69b4556444ed2","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Ground Level","Area D","Common Areas"
"11602b2a-eaba-4ccc-a589-1fc74f51e136","","checklist-sectioned","","6d019dc1432f8522cef70556d05162b69802fdf7904857c6bc65cf3b33a4c9dd","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Ground Level","Area D","Residential Areas"
"b616561d-730d-4e50-b6ff-5f0d4f268695","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Ground Level","Area E"
"8087728c-4d7d-44a2-804c-e4f049d0e23d","","checklist-sectioned","","3445b45bcd33fb31fdafde77b8ad63dc24b422d14ab879ee0c4c704793f488cd","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Ground Level","Area E","Common Areas"
"ce972df1-5bda-428b-a411-49098d5def0c","","checklist-sectioned","","6526272025ac1ff9441b88a3d655f74146d7cc1ceaa5c39af6312d9428e64b26","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Ground Level","Area E","Service Areas"
"02984677-21b3-48f3-af7a-940bb1897ff9","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 1"
"4d6bba90-eaa5-446e-b8f0-9a1b398afd41","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 1","Area A"
"3e328763-925a-4350-8192-da8b36a0b516","","checklist-sectioned","","ed97e1705f7166c9ec775305c3771691cc93e8b772037c52ef6b13bb7af084fd","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 1","Area A","Common Areas"
"a44594a2-39cc-48b2-a9d6-17c6044309fb","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 1","Area B"
"3d1152c3-1336-4e01-b5e0-352f7dc7964b","","checklist-sectioned","","ff7f3c007ae96ee5554df6536b9190f44b6277d0b0142ee0d89838c22432b90a","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 1","Area B","Common Areas"
"bd37698f-cb6a-437c-b3ae-9cf85275d68b","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 1","Area C"
"9efcb4f0-7560-4d3d-8d9a-33098200ce4d","","checklist-sectioned","","5173e4ce3ccdd095c8d0fef86fc13abfb293c7dade19c0a66fe2b1ebbcd99cc5","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 1","Area C","Common Areas"
"d77e8c2f-4966-4e99-b701-b6a9bcf2b36f","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 1","Area D"
"daecf6fd-daa3-4bea-8386-5f4ffc412e12","","checklist-sectioned","","af451ebe7794bba33711ea7a107fdaaf6aef77c355e4208ead8007868a50e6d7","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 1","Area D","Common Areas"
"50642a05-d428-4632-80be-d4492f7fe7b7","","checklist-sectioned","","7517300928adc9dd0925c1948cecd3a199ccf01175b62d03e5bb19e65766a153","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 1","Area D","Residential Areas"
"050ee1ba-3a5d-4c23-ab3d-2c7320a0fd77","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 1","Area E"
"0332d50a-c568-4fd4-a731-08e94426e1bd","","checklist-sectioned","","5846b0ccfc7c088702b47ad3eb6d906428b7d9bcb4c24b434fa5a68da053e23e","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 1","Area E","Common Areas"
"b8e9f372-b65a-4552-a9bb-ebea3f581db7","","checklist-sectioned","","7e51e5ccf07af396a4c579d9b60964025a2e5cfcc84ce88bc9c35e58cd831514","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 1","Area E","Residential Areas"
"06a161e9-997a-4aab-aae2-69f4fd8d808a","","checklist-sectioned","","bc84513454fa239ab78269fc60ece9af1d94b9f065d15ed09885f53ffc4089ed","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 1","Area E","Service Areas"
"701e25ac-462f-4dc3-bf90-12bd8bf21990","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 2"
"36855034-0f3d-4ca7-b871-b92cf48676ba","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 2","Area A"
"77c08a24-a283-4cb2-b1ce-5dcf4ad31354","","checklist-sectioned","","cb6cc921756a3cfedc9340864dcc0a1dd85898c43dc16e0e6a06790f68067b37","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 2","Area A","Common Areas"
"351d7d02-6a0c-4b7a-b190-827f9d4eb945","","checklist-sectioned","","32c5fb09f09489e7acb5af6fc6db00e092e2bc35c63d5c8f63192d0f6e80163c","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 2","Area A","Residential Areas"
"74261414-b0db-43f4-ae92-9e8f2ee37f2c","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 2","Area B"
"828d5e64-4c13-4d81-a280-6ba7a8ab5fb8","","checklist-sectioned","","3779d686301ba8919c5b7ab1fe5b12d0c6eac1472a9643b98199737f356da214","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 2","Area B","Common Areas"
"46ba59c4-2e26-40bc-a7dd-1f6953d18e86","","checklist-sectioned","","530b32f80af73f677bef51e927ddc9e13decd016a27c0819cebc697949aa8666","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 2","Area B","Service Areas"
"f7d4ba47-9494-4ef6-8c6b-d8b7cc29536a","","checklist-sectioned","","ca4ddf91b2c01352df5889ae3c5121e387efff656b856b7f6b4cc014c8bb29d7","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 2","Area B","Residential Areas"
"1ec1272a-82b7-435a-b979-eb726fddbc9f","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 2","Area C"
"829d086f-591a-4e1d-a568-4b7b49fbf493","","checklist-sectioned","","5c4e5f4c89a64e98fbf5cc4ea0e0dc26ddff5c2f9be5fa4510ae03463626bf29","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 2","Area C","Common Areas"
"81f36ac0-7ea1-4fa2-b340-e25db194802c","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 2","Area D"
"bace0818-ef97-42fe-8e01-f538f4a4ca29","","checklist-sectioned","","df68f46ac390606067e8c647bf7da03ff2de22ca5324284ab8b157a2e70d0da1","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 2","Area D","Common Areas"
"f1ba0188-95cd-4b34-9d85-567e13e74eec","","checklist-sectioned","","a32c0a2ffb0cc6a1061f947d05be9cd3f98b620f5258f51c458f6651d9793d0c","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 2","Area D","Residential Areas"
"bafd73a0-dae4-4330-a6f9-ab3aa0e37ec4","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 2","Area E"
"5e372100-7c40-46d7-aaed-b526d04a93f7","","checklist-sectioned","","f71521eb4c4b75249b07cb02377ff276efeb21f897adc18f3ba6dbe464d3b019","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 2","Area E","Common Areas"
"113803a8-7544-4fa0-83ea-c2e0e5aa58ff","","checklist-sectioned","","ed320179ef9cd43fa100ac7be1695c5698a1a58cd8d83592bed1789bd8623f2f","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 2","Area E","Service Areas"
"baf278aa-1d0b-4998-8479-9f216d51f608","","checklist-sectioned","","d6a72eb2cad8891d78bbb49187756c75d578b4a470d9c3bfc85c526ffc3ad633","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 2","Area E","Residential Areas"
"e9cb5f19-d79d-4bcf-a389-66bcdd7b3e77","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 3"
"b2f151be-ecd0-48c7-aefa-e43906e17fae","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 3","Area A"
"026649d7-fc97-48ce-b9d9-9c08f8bd0c92","","checklist-sectioned","","604ec9ce2dea783bff1c8740db688f1485764da2ae172c8cab1a653d949af92e","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 3","Area A","Common Areas"
"ef7dbd08-462b-490d-96c9-8d67f15af6f8","","checklist-sectioned","","09b0075a98f4c55115203045a723a7b2717f38471654eea95896043ec98eb083","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 3","Area A","Residential Areas"
"a04f63e0-b20c-4b84-ba12-56c60b561330","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 3","Area B"
"d03e567e-34d1-455c-860b-b2ec5703ab96","","checklist-sectioned","","4fb3f85486ee2cd45d51d8e08690fb8dc230198edf78faa0325477035a789dbd","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 3","Area B","Common Areas"
"d4a7e0da-0ce4-4540-b9f2-7c75040af72c","","checklist-sectioned","","95fe623f63d7bd7e8aff3be7a32f9a41d43bcda7b660577c03c0805bcb350f0c","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 3","Area B","Residential Areas"
"61b8cbe6-c42a-463b-b5a2-0c5b5ec841c9","","checklist-sectioned","","4bdb9190c4df999bfc75f096dcf60fa8aa8c0b4324ac16fbd4d3f9133d2ef444","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 3","Area B","Service Areas"
"f65fd8d4-fed3-4c25-b0ca-a459d416b1e2","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 3","Area C"
"691ca2d7-f2ef-4034-b706-20d59049220c","","checklist-sectioned","","a7a4e166a30c2b622d81aadcf192c2e4e4fb0ba100c00f7336af10afd3d23fa8","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 3","Area C","Common Areas"
"00611254-627e-4788-9adc-3c64d3068df9","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 3","Area D"
"6a2f7f40-935e-4f21-95aa-f9d3519efecb","","checklist-sectioned","","0c083b43a2c92e453aa4852939d88a7be28896880e2e257fbf93188085bfe347","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 3","Area D","Common Areas"
"022a9a23-3b53-4329-8cc8-eba6a19054f1","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 3","Area E"
"0ce90d97-f79f-4bfb-9967-dd9f1f787461","","checklist-sectioned","","2c6896dd15d2c6af3ddc52885d45fd03f2b64dbe50a4124d730ba255977e128b","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 3","Area E","Common Areas"
"2668c910-2deb-47f6-bb63-34d2ebdcf3c9","","checklist-sectioned","","e6aa3d8ecff0c9a75ba9b2fc5faa96fb80027468851c2c636ca0bea6f74a8bf4","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 3","Area E","Residential Areas"
"e270431d-9dc9-4d7b-ba7b-e637c88fb2c3","","checklist-sectioned","","aa6767385a22927c126f1d01f2b60d2205fd97b78273e0eb97f8063a001857b9","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 3","Area E","Service Areas"
"d9516282-b947-4d4d-ab15-5cdde793230f","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 4"
"f75b967a-8065-4e37-9f56-af4e86dc2320","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 4","Area A"
"57102652-c23d-4b3d-aac8-12cc335bfc9a","","checklist-sectioned","","2895e5d96bd4ebc5c66fa5d6958e84530ddc485748af6bdbccb61acd12c24a41","checklist","TRUE","FALSE","IPL QA","B01","Aquatherm","Level 4","Area A","Common Areas"
