"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d516bb46-7961-4cc9-ac3e-ffaf4b3af258","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA / ITP's"
"842e5247-fc12-4ca3-b17e-193ac9a094b7","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA / ITP's","Roofing"
"15aabfc0-5267-48d1-8b60-4568564fc36e","","folder-normal","not-started","","step","TRUE","FALSE","QA / ITP's","Roofing","Roof Fascia Capping Aluminium"
"eac1ac88-fc42-48d6-8147-656d96bbf7c2","","folder-normal","not-started","","step","TRUE","FALSE","QA / ITP's","Roofing","Roof Fascia Capping Aluminium","Soffit Cladding"
"4408716e-53c9-4964-886f-6d42ad07c556","","checklist-sectioned","not-started","Soffit Cladding checklist","checklist","FALSE","FALSE","QA / ITP's","Roofing","Roof Fascia Capping Aluminium","Soffit Cladding","Soffit Cladding"
"320a1458-7e2a-5ac3-986c-39a9efe2efeb","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roof Fascia Capping Aluminium","Soffit Cladding","Soffit Cladding","Material Inspection"
"738a66e0-b1c2-56b0-ac4c-9407d1ee1494","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Terrace 2 - Wall","Eurobond Installation","Installation","Drip flashing at base of sheets - White to match panels (Including Tape)"
"15a3f42d-fa79-5728-ac82-9b87b3fd4c30","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Terrace 2 - Wall","Eurobond Installation","Installation","External corner flashing - White to match panels - including tape"
"aac6d56f-8d8c-5244-af6e-3c1b51776e1a","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Terrace 2 - Wall","Eurobond Installation","Installation","Insulated Panel Wall Cladding - Drill weep holes in J extrusion"
"18393753-eff3-5671-b974-12affff4fafa","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Terrace 2 - Wall","Eurobond Installation","Installation","Wall Flashing - White external with Tape"
"fe51a82f-444e-5fbd-85b9-6ec847a39296","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Terrace 2 - Wall","Eurobond Installation","Installation","Wall Flashing - Galvanised internal corner trim with tape"
"7732ad2c-74e8-555b-950b-542cb93c2f5c","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Terrace 2 - Wall","Eurobond Installation","Installation","Area clean and free of debris"
"8fadc518-bcbc-5c44-be79-f140e10f1f18","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Terrace 2 - Wall","Eurobond Installation","Installation","Materials in good condition"
"61185f1d-170a-5d24-9e16-b4cdc201cd83","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Rainspan","Zone 3","Terrace 2 - Wall","Eurobond Installation","Signoffs"
"d45869f7-42e7-5c66-af4a-b5626abace35","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Terrace 2 - Wall","Eurobond Installation","Signoffs","Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation"
"75eee8bc-1f7b-5bfc-bc7c-306bd24cbb75","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Terrace 2 - Wall","Eurobond Installation","Signoffs","Inspected and accepted by Authorized Representative"
"15e0f71b-0115-5f92-99ae-c25dd73874d3","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Terrace 2 - Wall","Eurobond Installation","Signoffs","Reinspection requested by Subcontractor"
"b341c923-73c7-5f40-814f-5094935113e7","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Terrace 2 - Wall","Eurobond Installation","Signoffs","Non-Conforming Items to be Rectified"
"d1d81404-e9e0-5f1c-bf65-f8c8b680ccad","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Terrace 2 - Wall","Eurobond Installation","Signoffs","Follow up work satisfactorily"
"a5830b6f-3dee-50d7-a140-89e70b92eedf","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Terrace 2 - Wall","Eurobond Installation","Signoffs","All items have been completed and demonstrated satisfactorily"
"f7023ca5-2aa7-4669-9b1a-1caf77bb35ff","","folder-normal","not-started","","step","TRUE","FALSE","QA / ITP's","Rainspan","Zone 3","Section C - Wall"
"b7e3148e-a8ac-4d08-a7ec-abc90df75d91","","checklist-sectioned","not-started","Rainspan Zone 3 - Section C - Wall Eurobond Installation checklist","checklist","FALSE","FALSE","QA / ITP's","Rainspan","Zone 3","Section C - Wall","Eurobond Installation"
"611bef42-9760-5c1c-8f82-edc28bb7c2ec","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Rainspan","Zone 3","Section C - Wall","Eurobond Installation","Material Inspection"
"ee299e1b-2b60-5b65-bf23-4369de9f67bd","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section C - Wall","Eurobond Installation","Material Inspection","Wall Cladding - 125mm Mineral Wool Panel - MC01"
"2c781f4c-fe0a-5035-9601-e053d136cda8","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section C - Wall","Eurobond Installation","Material Inspection","Wall Cladding - Ledger angle"
"1eb39be5-a570-5e2a-9523-c0930cd10aeb","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section C - Wall","Eurobond Installation","Material Inspection","Stainless Screws"
"9853c286-4ca2-5939-a1db-bcef2a97b8cc","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Rainspan","Zone 3","Section C - Wall","Eurobond Installation","Installation"
"0f273e67-4223-5602-ad53-3a21a81cc117","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section C - Wall","Eurobond Installation","Installation","Drip flashing at base of sheets - White to match panels (Including Tape)"
"4220ce31-88e3-5aa0-87e0-05fcc21ed615","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section C - Wall","Eurobond Installation","Installation","External corner flashing - White to match panels - including tape"
"472587f0-83ad-5c60-baab-78ad9216a20d","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section C - Wall","Eurobond Installation","Installation","Insulated Panel Wall Cladding - Drill weep holes in J extrusion"
"6a2e6ba0-8f5c-5685-9520-fa2db63663bb","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section C - Wall","Eurobond Installation","Installation","Wall Flashing - White external with Tape"
"ba120a83-9fd6-5297-a1a7-60344d81f68b","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section C - Wall","Eurobond Installation","Installation","Area clean and free of debris"
"02aed99b-42aa-5a4d-88b5-dfbca421de20","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section C - Wall","Eurobond Installation","Installation","Materials in good condition"
"ed71c2aa-dde8-533a-b329-f9e15cce1170","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Rainspan","Zone 3","Section C - Wall","Eurobond Installation","Signoffs"
"d4daa470-2b99-5e91-afc8-c025267c4c73","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section C - Wall","Eurobond Installation","Signoffs","Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation"
"10de0c53-736b-54e3-a9a9-3432ba257e16","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section C - Wall","Eurobond Installation","Signoffs","Inspected and accepted by Authorized Representative"
"76d2ec17-bc13-502e-8191-7021fece9bdf","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section C - Wall","Eurobond Installation","Signoffs","Reinspection requested by Subcontractor"
"92b150c4-c786-595c-be70-693adaa1414d","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section C - Wall","Eurobond Installation","Signoffs","Non-Conforming Items to be Rectified"
"110d0ee1-5fc9-5a47-925f-a22092090417","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section C - Wall","Eurobond Installation","Signoffs","Follow up work satisfactorily"
"1de37450-d348-5ae3-bafd-0bdf9f22b5b6","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section C - Wall","Eurobond Installation","Signoffs","All items have been completed and demonstrated satisfactorily"
"f2ef967f-4433-4a96-899d-25b28ab9cfef","","folder-normal","not-started","","step","TRUE","FALSE","QA / ITP's","Rainspan","Zone 3","Section F - Wall - MC01"
"0912bbb1-7c88-46de-982f-9ae71602773e","","checklist-sectioned","not-started","Rainspan Zone 3 - Section F - Wall - MC01 Eurobond Installation checklist","checklist","FALSE","FALSE","QA / ITP's","Rainspan","Zone 3","Section F - Wall - MC01","Eurobond Installation"
"798c99cf-4f3f-5328-aafc-cdedb3c2823d","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Rainspan","Zone 3","Section F - Wall - MC01","Eurobond Installation","Material Inspection"
"cc901205-94a4-5c51-ba9a-1df5dc9030b2","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section F - Wall - MC01","Eurobond Installation","Material Inspection","Wall Cladding - 125mm Mineral Wool Panel - MC01"
"2dc0357e-43fc-55ac-bc1a-b48b1eaf370a","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section F - Wall - MC01","Eurobond Installation","Material Inspection","Wall Cladding - Ledger angle"
"eab4c503-19cd-5671-ade2-8b8aee57a6ea","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section F - Wall - MC01","Eurobond Installation","Material Inspection","Stainless Screws"
"d8f98c2d-a92e-52e2-997d-143672800e9e","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Rainspan","Zone 3","Section F - Wall - MC01","Eurobond Installation","Installation"
"219fb887-3c8e-5c4a-bbe6-abca4d7a5024","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section F - Wall - MC01","Eurobond Installation","Installation","Wall Flashing - White external with Tape"
"522432cb-0c64-5ba8-a4ef-d350aa9058e4","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section F - Wall - MC01","Eurobond Installation","Installation","Insulated Panel Wall Cladding - Drill weep holes in J extrusion"
"d0998006-d5ef-5cd5-8adf-a6ff147ed128","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section F - Wall - MC01","Eurobond Installation","Installation","Wall Flashing - Galvanised internal corner trim with tape"
"a07156cc-1012-56bf-b8dc-018647aae948","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section F - Wall - MC01","Eurobond Installation","Installation","Area clean and free of debris"
"e3286977-85c1-5a90-90dc-5362264cfdbc","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section F - Wall - MC01","Eurobond Installation","Installation","Materials in good condition"
"ff5ae76f-c478-5d0f-9806-168ad6036deb","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Rainspan","Zone 3","Section F - Wall - MC01","Eurobond Installation","Signoffs"
"35f75602-1a7d-5028-9b21-68a08f1cc5ce","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section F - Wall - MC01","Eurobond Installation","Signoffs","Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation"
"960b9141-2cbe-5a3c-91b0-db65fc4f03c5","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section F - Wall - MC01","Eurobond Installation","Signoffs","Inspected and accepted by Authorized Representative"
"f72e4ccb-207d-5dd3-afec-4015e2a0e6ba","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section F - Wall - MC01","Eurobond Installation","Signoffs","Reinspection requested by Subcontractor"
"5c52de82-2c17-5dcd-82ba-a896b7a0fbee","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section F - Wall - MC01","Eurobond Installation","Signoffs","Non-Conforming Items to be Rectified"
"cf272377-03e9-53f5-b0df-187b872541ff","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section F - Wall - MC01","Eurobond Installation","Signoffs","Follow up work satisfactorily"
"21ce7a03-66c3-50d1-ad33-fa4c10e9cec2","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Section F - Wall - MC01","Eurobond Installation","Signoffs","All items have been completed and demonstrated satisfactorily"
"45496f1e-df04-4aab-beb7-acb6ba578bb6","","folder-normal","not-started","","step","TRUE","FALSE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit"
"6f0e6a35-4908-48da-949c-8f10387c0fc3","","checklist-sectioned","not-started","Rainspan Zone 3 - Level 1 - Soffit Eurobond Installation checklist","checklist","FALSE","FALSE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation"
"61711e53-1138-5389-b774-106777a9dac0","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Material Inspection"
"549fefb2-f996-585a-a7fd-8342d73b752d","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Material Inspection","Soffit Cladding - 100mm Mineral Wool Panels (same as MC01) - Level 1"
"d77235b0-5863-533f-9d78-c90be727cbef","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Material Inspection","Soffit Cladding - 100mm Mineral Wool Panels (same as MC01) - Entry"
"f8de820b-72d8-5470-a3da-2cadd87c3334","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Material Inspection","Soffit Cladding - 100mm Mineral Wool Panels (same as MC01) - Airlock"
"640c3a46-398a-532b-8ee6-b37d6be4d3a0","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Material Inspection","Soffit Cladding Top Hat - 1.6mm - Channel support at panel ends - Entry"
"73916683-9b49-5b26-b30a-3c9d067b2f96","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Material Inspection","Soffit Cladding Top Hat - 1.6mm - Channel support at panel ends - Airlock"
"44e04c68-8694-5256-aad5-a5e8d13870db","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Material Inspection","Soffit Cladding Top Hat - 1.6mm - Channel support at panel ends - L1"
"b2963ded-6b84-5002-9ce1-22359ccc1634","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Material Inspection","Wall Cladding - Ledger angle"
"1321dfa9-6ff2-5e4b-ae5b-a99bf1922ddf","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Material Inspection","Stainless Screws"
"d4eaf82f-7ae7-536a-9a9b-e8e85984450e","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Installation"
"396f72d8-6150-5814-8210-20b843bbd032","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Installation","Soffit Flashing - Galvanised internal trim with tape"
"3c0a126d-3502-506f-94fb-50a3ba93f0f2","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Installation","Wall Flashing - White external with Tape"
"f85d71fc-d04e-5007-81d2-59e43ec07f64","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Installation","Soffit Penetration - Level 1 & Entry"
"325451b6-cdef-5778-9bba-0a76fed62cf8","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Installation","Insulated Panel Wall Cladding - Drill weep holes in J extrusion"
"51e45575-7b69-5ea0-8963-9692d0e95607","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Installation","Wall Flashing - Galvanised internal corner trim with tape"
"db958084-452b-5c8e-a550-f9e8204e8153","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Installation","Area clean and free of debris"
"10f2a9dc-c8f2-5904-a475-a469f6fc1189","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Installation","Materials in good condition"
"4da21053-48e8-5216-8173-f9905e1e819e","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Signoffs"
"e4e938ba-8b8c-5627-bc60-0bb8038164b1","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Signoffs","Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation"
"33fa99b7-f8d5-5062-aae8-67eedfecfcda","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Signoffs","Inspected and accepted by Authorized Representative"
"4004998e-9934-5646-9982-4c03a24cf984","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Signoffs","Reinspection requested by Subcontractor"
"caf8c3a5-dfad-5718-a62c-ee0b24d02639","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Signoffs","Non-Conforming Items to be Rectified"
"335e72ea-fa81-5496-a8df-ac608f8261d3","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Signoffs","Follow up work satisfactorily"
"3c1213db-5974-5144-b08d-250ad7ed9dca","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Rainspan","Zone 3","Level 1 - Soffit","Eurobond Installation","Signoffs","All items have been completed and demonstrated satisfactorily"
"1845fa7d-258c-424d-9299-a5e65d592811","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA / ITP's","Dridesign"
"a1ff1772-654c-4c58-9183-1a8946cff7a0","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA / ITP's","Dridesign","Zone 3"
"e66b52d2-8bc5-482b-aece-6bda7b22af55","","folder-normal","not-started","","step","TRUE","FALSE","QA / ITP's","Dridesign","Zone 3","Section C - Wall"
"9bf41940-5e0e-4ed1-be51-9ed629a4bb70","","checklist-sectioned","not-started","Dridesign - Zone 3 - Section C - Wall Dridesign Installation checklist","checklist","FALSE","FALSE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign"
"a09cb670-9486-5bb4-b432-6ba10add5d42","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Material Inspection"
"085e1627-5710-54f6-8caa-c7aed42bc339","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Material Inspection","Dri Design Panels - Aluminium panels - non perforated"
"c74643ab-f162-5c7f-9e2c-9265f6cb1e51","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Material Inspection","Dri Design Panels - Aluminium panels - 80m2 only perforated to bleacher area"
"a1c38f66-386f-5fd0-83bf-28a560c7408c","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Material Inspection","Insulation - Wall - Acoustic Black Perforated - 50mm"
"14e1aa3f-0aed-547c-a3c7-6476e3d972d5","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Material Inspection","Metal Wall Cladding - Custom On Site Panel"
"5898acf1-4174-518a-b85d-87f2a283b2f1","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Material Inspection","PVC Tape to the rear of the Cassette Top Flanges"
"11cc2477-fde7-52ae-be76-0b8063a91528","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Installation"
"e038a825-100a-52fb-9420-281a04494739","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Installation","Aluminium - Small face extrusion"
"3e2e6c7e-cc28-5873-b532-96d4a2259028","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Installation","Aluminium - Wall Trim - 400mm"
"6aae1b73-b33e-591c-90b9-cd26afd60f61","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Installation","Aluminium - Window Trim - 400mm"
"149536fb-8ecd-51ba-9aa5-5bd2fcedf569","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Installation","Aluminium - Foot Flashing - stepped to stairs"
"3db273dc-1562-5c4b-94b2-c1eb28dc217e","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Installation","Wall Penetration - Overflow slots through facade"
"26a8470e-8cae-580d-bc87-e1bcd13f2db1","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Installation","Area clean and free of debris"
"7069beac-d6c8-5e69-8743-6fb0417a786d","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Installation","Materials in good condition"
"c9a720d5-f731-5cf3-9884-aceaf1210166","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Signoffs"
"a948fc4b-2901-592c-81f5-51055290b165","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Signoffs","Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation"
"15f0c5b7-4597-5a6b-a9c3-1d84c6dde653","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Signoffs","Inspected and accepted by Authorized Representative"
"5a976414-416e-5966-b9f0-1c477e7ac77a","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Signoffs","Reinspection requested by Subcontractor"
"293004ac-6cec-5f72-a54d-d7dba130cb7d","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Signoffs","Non-Conforming Items to be Rectified"
"d095058e-7086-592f-86cd-89f63277853c","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Signoffs","Follow up work satisfactorily"
"b287228f-836a-59fd-a05f-95174af9ba47","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section C - Wall","Dridesign","Signoffs","All items have been completed and demonstrated satisfactorily"
"c1053858-92f5-49d0-bb4b-a6724581475c","","folder-normal","not-started","","step","TRUE","FALSE","QA / ITP's","Dridesign","Zone 3","Section F - Wall"
"9dde6485-1974-4b21-bcb7-b369cf8c1c2f","","checklist-sectioned","not-started","Dridesign - Zone 3 - Section F - Wall Dridesign Installation checklist","checklist","FALSE","FALSE","QA / ITP's","Dridesign","Zone 3","Section F - Wall","Dridesign"
"d5974a60-6bc0-5bf9-8a86-6f662798391b","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Dridesign","Zone 3","Section F - Wall","Dridesign","Material Inspection"
"c1604cf4-efcf-57e5-bb30-0309865eee4a","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section F - Wall","Dridesign","Material Inspection","Dri Design Panels - Aluminium panels"
"37d0ba42-1b80-5cda-b4cf-a7d801e43213","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section F - Wall","Dridesign","Material Inspection","Metal Wall Cladding - Custom On Site Panel"
"45f5c476-887d-5c4f-a555-c2166f294918","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section F - Wall","Dridesign","Material Inspection","Dridesign J extrusion & PVC tape"
"c6fe816c-7aab-543e-8014-d19c02fbcc2f","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Dridesign","Zone 3","Section F - Wall","Dridesign","Installation"
"9e89d7c7-fd71-56dd-b852-70da68526bb1","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section F - Wall","Dridesign","Installation","Aluminium - Small face extrusion"
"fc0d5bb5-4886-5ed5-8b7d-6aefb326d480","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section F - Wall","Dridesign","Installation","Aluminium - Wall Trim - 400mm"
"28720832-49a9-5399-8d44-f3b00bcea6c8","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section F - Wall","Dridesign","Installation","Aluminium - Window Trim - 400mm"
"ca0b0b8a-ec30-53fa-89ff-e67942cfac1b","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section F - Wall","Dridesign","Installation","Aluminium - Foot Flashing - stepped to stairs"
"d2406794-611e-50ab-963c-939668cd1b8e","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section F - Wall","Dridesign","Installation","Wall Penetration - Overflow slots through facade"
"fd62f867-94ff-5966-8e5b-de21d6a97373","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section F - Wall","Dridesign","Installation","Area clean and free of debris"
"9312a24d-9f22-5bd8-943b-92becd1d5352","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Dridesign","Zone 3","Section F - Wall","Dridesign","Installation","Materials in good condition"
"3e380796-a366-5446-a742-5a31d72863a7","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Dridesign","Zone 3","Section F - Wall","Dridesign","Signoffs"
