"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6ee8c941-4a57-46c3-9e40-002d25c68b5c","","folder-normal","not-started","","step","TRUE","FALSE","External"
"274ab599-a046-408a-b88c-37d708f5d3a2","","folder-normal","not-started","","step","TRUE","FALSE","External","Building 3"
"af9e3deb-1cdd-4527-8e90-482bd0c34901","","folder-normal","not-started","","step","TRUE","FALSE","External","Building 3","L1"
"3f356c12-ba65-4dfd-a09e-7c4c954232b7","","checklist-flat","not-started","Seismic Suite (Without Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L1","Type:C1.1"
"a355c9ed-8d4f-5fbb-b03f-4ca5c92e4c05","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L6","Type:6.17b","Air seal as per shop drawing"
"4639d23e-928c-593d-b0b1-4ee95f3249e8","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 3","L6","Type:6.17b","Report if any damage on factroy glazed glass"
"366b329d-e604-53b4-86f3-4482e72b4a72","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 3","L6","Type:6.17b","Trade Clean"
"d1fe0607-6240-5441-a95b-a1a4de1b5005","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 3","L6","Type:6.17b","Wights - Sign Off"
"45852296-23ae-4d85-b3bf-7e5140e5f27c","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L6","Type:3.13b"
"71a8a21f-2b0e-5335-8cf7-a36a4bbdab6c","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 3","L6","Type:3.13b","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"8286fa40-d60a-5c77-914c-c5cae5ea5db2","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 3","L6","Type:3.13b","Setout/Grids/Datum Lines"
"84f2170d-e325-59ab-9970-bfba86583f10","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 3","L6","Type:3.13b","Head/jamb flashing installed as per shop drawing"
"a3e0606b-f7fd-5f14-a885-a39fc14432c2","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L6","Type:3.13b","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"732f7bdd-b320-5d8d-aca1-c783d5cfe53d","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L6","Type:3.13b","Splicers & Soakers Sealed"
"73488f59-fb8b-546c-b2b1-06c542c2b899","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L6","Type:3.13b","Panel Fitted & Locked Off"
"5722d638-8f57-508b-bd22-d5c5b7e04e41","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L6","Type:3.13b","Feature screen installed & Lock off, provide photos for the lock-off screws"
"0856a1b9-ce7e-5117-90f8-11ced8131e87","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L6","Type:3.13b","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"0051927e-0843-545f-80f5-49711775357a","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L6","Type:3.13b","Air seal as per shop drawing"
"fcf13a06-f8f1-5a30-aa76-cca6f874ee33","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 3","L6","Type:3.13b","Report if any damage on factroy glazed glass"
"09af6f29-f33f-5565-b431-37dcdf1ce110","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 3","L6","Type:3.13b","Trade Clean"
"64c81c0a-12a5-567e-8904-58d1d3909d55","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 3","L6","Type:3.13b","Wights - Sign Off"
"886e9cb3-34c7-469f-87f7-f1a429280d11","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L6","Type:6.16"
"f91e7407-e545-5e3e-8d73-936e8a69b613","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 3","L6","Type:6.16","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"226c7343-eb20-505c-b502-cba750f91f24","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 3","L6","Type:6.16","Setout/Grids/Datum Lines"
"36041f70-1739-592c-977a-8842e62f768a","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 3","L6","Type:6.16","Head/jamb flashing installed as per shop drawing"
"85eb7d20-eebb-5a6c-9a04-a4b7a591365e","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L6","Type:6.16","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"a6eb014f-1137-5615-8778-7c2a4ebe299d","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L6","Type:6.16","Splicers & Soakers Sealed"
"05101c83-c770-55cd-a57c-fd1ff0da61fa","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L6","Type:6.16","Panel Fitted & Locked Off"
"c5e6d264-ed15-5098-9361-86fa44ed1535","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L6","Type:6.16","Feature screen installed & Lock off, provide photos for the lock-off screws"
"c234d35d-e2d7-5acc-aa67-0cb1248fc6c9","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L6","Type:6.16","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"4acf46d4-2686-598f-9448-ec0ab52d79b0","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L6","Type:6.16","Air seal as per shop drawing"
"1c22028a-2e7d-5bd2-b09d-32ab86ac433a","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 3","L6","Type:6.16","Report if any damage on factroy glazed glass"
"8a2e0ff2-a880-5141-8f25-3c92c883fa3d","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 3","L6","Type:6.16","Trade Clean"
"c815ae77-a61e-51e7-9390-96906f7481ce","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 3","L6","Type:6.16","Wights - Sign Off"
"50c1b4c5-c8f1-4458-8a4e-617cf689b3fc","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L6","Type:3.15a"
"cc242980-fc5b-5665-8311-f8d2fedc01a9","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 3","L6","Type:3.15a","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"8770ba4a-9837-54d4-b6db-b9d8f82bb8a8","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 3","L6","Type:3.15a","Setout/Grids/Datum Lines"
"a97c5711-4ea9-5b40-baac-519977ad3239","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 3","L6","Type:3.15a","Head/jamb flashing installed as per shop drawing"
"8a5dd5df-95a7-57e6-a0a5-67179079c6c6","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L6","Type:3.15a","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"509efd28-9431-5849-a28f-3fba4833ba69","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L6","Type:3.15a","Splicers & Soakers Sealed"
"f70f1c1e-9fcb-56cf-b88d-730705425f45","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L6","Type:3.15a","Panel Fitted & Locked Off"
"789c2004-324d-59ff-9fc6-e362e030bb91","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L6","Type:3.15a","Feature screen installed & Lock off, provide photos for the lock-off screws"
"65d6a280-d758-54f4-a3ff-383c98aaa765","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L6","Type:3.15a","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"30481171-7353-5795-9d34-4bc17d2b5ab5","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L6","Type:3.15a","Air seal as per shop drawing"
"0de174c1-0056-589a-b146-77ebd8bfd51f","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 3","L6","Type:3.15a","Report if any damage on factroy glazed glass"
"d910eeeb-7d75-5b17-8c15-59a3040564b2","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 3","L6","Type:3.15a","Trade Clean"
"c4eead59-b6d9-57c0-b73f-c68ab0a2a9a3","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 3","L6","Type:3.15a","Wights - Sign Off"
"a62fd3b3-f3d4-42aa-803d-1c09f8d6b12a","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L6","Type:4.15"
"b906576c-dbdc-573f-a175-7833e71b7942","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 3","L6","Type:4.15","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"64180fc6-56e2-557d-aa66-5d51a1ffd340","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 3","L6","Type:4.15","Setout/Grids/Datum Lines"
"d3fb3d79-e478-5163-983a-600c073c4053","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 3","L6","Type:4.15","Head/jamb flashing installed as per shop drawing"
"bca37238-2785-5f39-9e90-067a9b4dab59","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L6","Type:4.15","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"9eef6a55-0931-5d14-9780-1edc1535cbda","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L6","Type:4.15","Splicers & Soakers Sealed"
"7647ee11-d0c0-5f36-be72-bed7ea0394c7","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L6","Type:4.15","Panel Fitted & Locked Off"
"88f8b2ca-b881-597b-8ff9-a3c0d7935747","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L6","Type:4.15","Feature screen installed & Lock off, provide photos for the lock-off screws"
"59944d85-bbc8-5dcc-82fb-46c5729d1384","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L6","Type:4.15","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"d4b5ff83-fb46-5ae3-ae56-d193d9642cd1","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L6","Type:4.15","Air seal as per shop drawing"
"e8f9ed0f-4b17-5cdf-90be-630a6aebaaa9","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 3","L6","Type:4.15","Report if any damage on factroy glazed glass"
"c41796f2-3a5e-52a3-b723-a1074cb13e76","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 3","L6","Type:4.15","Trade Clean"
"ddf87d32-0300-589b-a1e1-994f5c4a1aa4","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 3","L6","Type:4.15","Wights - Sign Off"
"8658a5bd-7234-4b23-8f78-f29419118783","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L6","Type:6.14"
"fbec0e4c-44b8-5bfc-afa7-756241f879fa","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 3","L6","Type:6.14","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"1d0a9142-b278-589d-bd2f-4b3c0d55edc4","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 3","L6","Type:6.14","Setout/Grids/Datum Lines"
"31e08617-4422-5bdf-a92c-bed820960f8a","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 3","L6","Type:6.14","Head/jamb flashing installed as per shop drawing"
"2b9dde89-e4c9-57fc-8b8b-f38c61f0d183","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L6","Type:6.14","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"706c1dfe-f40a-5273-8252-92efed29af2b","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L6","Type:6.14","Splicers & Soakers Sealed"
"71caf013-2c8d-50cc-824f-ed18b28dc2ff","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L6","Type:6.14","Panel Fitted & Locked Off"
"1f13f9d0-da21-5c33-a8a3-e76eedaadc00","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L6","Type:6.14","Feature screen installed & Lock off, provide photos for the lock-off screws"
"a87ca1a6-652b-5e19-b924-a54d2444b20c","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L6","Type:6.14","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"4500fb98-a7ef-5b0d-8366-15a475f8ac84","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L6","Type:6.14","Air seal as per shop drawing"
"7984e6f4-cad8-5a97-97e4-f50032db8edd","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 3","L6","Type:6.14","Report if any damage on factroy glazed glass"
"96a0a887-b192-5317-bc7c-6d5f31cec86b","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 3","L6","Type:6.14","Trade Clean"
"f5510853-dd47-54ce-bd6b-3dd31ba170ea","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 3","L6","Type:6.14","Wights - Sign Off"
"0255bb3b-b8b2-4b79-b55b-ea9d889b3a43","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L6","Type:6.13"
"287ded7b-97e6-5251-9d5d-3d98b9bfb8d5","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 3","L6","Type:6.13","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"dcf952de-6867-5eca-bf5e-db376642799c","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 3","L6","Type:6.13","Setout/Grids/Datum Lines"
"7807e8b5-5f0f-569c-9853-707ed345f7b2","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 3","L6","Type:6.13","Head/jamb flashing installed as per shop drawing"
"45713002-51e4-520b-a04b-6c33e8e35a01","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L6","Type:6.13","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"be3310c5-6fa5-5e63-baa8-93cd8513abc7","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L6","Type:6.13","Splicers & Soakers Sealed"
"b85779bf-7c67-59c9-ad92-786246e11802","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L6","Type:6.13","Panel Fitted & Locked Off"
"bc1236d2-c799-5032-8252-36b79caac661","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L6","Type:6.13","Feature screen installed & Lock off, provide photos for the lock-off screws"
"5be6b2a7-f869-5b7e-a5cd-8b852d51daa8","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L6","Type:6.13","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"0cc8a1fe-658b-5811-9e5f-c25a5f47cead","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L6","Type:6.13","Air seal as per shop drawing"
"5114e4ed-d44b-5c92-8c3f-96554170c493","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 3","L6","Type:6.13","Report if any damage on factroy glazed glass"
"6e3ba9e0-ef05-54b6-b04c-92afdbef82c4","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 3","L6","Type:6.13","Trade Clean"
"7ade903b-d066-5b70-8b49-256054c2db39","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 3","L6","Type:6.13","Wights - Sign Off"
"3464a5e7-4cee-4b4a-bfe6-8f8b920fc545","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L6","Type:3.12a"
"3d6c0b3d-ec57-53e5-bfb8-6b1460616003","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 3","L6","Type:3.12a","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"a2761eef-cb7a-5620-8f01-f0a9bbb2e31c","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 3","L6","Type:3.12a","Setout/Grids/Datum Lines"
"27afbe37-43b9-53aa-bc28-18cd69065549","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 3","L6","Type:3.12a","Head/jamb flashing installed as per shop drawing"
"79721953-8066-5e0b-8e06-a3ab5634ea1a","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L6","Type:3.12a","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"ed37e5cd-6c94-5e42-a22c-d965d5b3ea86","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L6","Type:3.12a","Splicers & Soakers Sealed"
"132ba1da-94a1-5750-a49f-a582cc087ae5","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L6","Type:3.12a","Panel Fitted & Locked Off"
"2718d451-b3a5-51bc-8315-e6a0dcfb2ead","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L6","Type:3.12a","Feature screen installed & Lock off, provide photos for the lock-off screws"
"3c0da05d-a51a-500f-8caa-bdd66d1eda2f","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L6","Type:3.12a","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"cbf41cff-827f-53b1-af0e-9d4dfbcf8e30","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L6","Type:3.12a","Air seal as per shop drawing"
"31a55c88-bb9b-509f-911b-b2a7b4e21b88","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 3","L6","Type:3.12a","Report if any damage on factroy glazed glass"
"432ecc61-82b6-5c8d-8c57-446aeb742717","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 3","L6","Type:3.12a","Trade Clean"
"c48a1c21-0ec9-557a-a6b3-775f572b83a9","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 3","L6","Type:3.12a","Wights - Sign Off"
"acb2ded4-2750-44fb-a9b7-ac573fb7191c","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L6","Type:H3"
"60925d1d-4045-5ef3-a01a-e36385bbd1c8","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 3","L6","Type:H3","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"33ef2283-a1e8-589b-9318-705fa39601df","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 3","L6","Type:H3","Setout/Grids/Datum Lines"
"579d78a4-d427-591e-9496-3f728098ab25","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 3","L6","Type:H3","Head/jamb flashing installed as per shop drawing"
"2edb9052-1e0c-56ac-8a51-2be43a7992e0","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L6","Type:H3","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"351be3ad-e440-5276-b476-6bc6cd0d831c","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L6","Type:H3","Splicers & Soakers Sealed"
"6d0d478e-10f0-5385-8e3a-3f14d2fcd640","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L6","Type:H3","Panel Fitted & Locked Off"
"cfdbf78a-c433-5046-9600-4e045e792e41","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L6","Type:H3","Feature screen installed & Lock off, provide photos for the lock-off screws"
"e3be2050-9466-59af-a27c-e1bc97acd3a7","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L6","Type:H3","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
