"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"181b8919-19aa-4e2c-87e8-9332abe1a4e2","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"02072b7f-b057-51f1-9051-2c4e1238f55e","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Lot 1"
"78108b51-5698-554f-81f4-904582daafe7","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Lot 1","Earthworks"
"ba7e9415-dda6-54d5-9ed3-18b9e51e704b","","checklist-flat","pass","QA - Detailed Excavation -","checklist-flat","FALSE","FALSE","Site QA","Lot 1","Earthworks","Detailed Excavation"
"82a3aa81-8a8d-5708-8fdc-b5f559b70ae6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Services Located"
"994fbd60-3bf3-5b2b-80bb-40ce86f21349","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Location accurate"
"214f7057-04e0-5f3b-b93c-83bbe3688e35","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Topsoil stripped completely"
"4cd86227-df7e-5c9f-8c63-3c866edadf7e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Building pads set out correctly with RLs as required for cut/fill"
"7de0d35b-e368-58d0-bfaa-10f004f2a48b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Correct cut back for walls/foundations"
"e1b202b1-d0f7-58f3-86e8-258d47d42e2c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Geotech Engineer Inspection"
"869be14f-c022-5d6f-8069-a3eadc69e020","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Detailed excavation completed, reviewed and approved"
"17b284cb-d3f2-5cac-8069-5f087ca7b7b1","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Lot 1","Stormwater"
"db890b43-3931-5358-8194-842c99749de5","","checklist-sectioned","pass","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 1","Stormwater","Pipeline Installation EXSWMH to B/1"
"f293b2ef-a930-5ba4-be69-63184691052e","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Lot 1","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying"
"b8b5e67f-344d-52ba-a55b-119a86be19d6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 7","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Metal compacted"
"c9a95859-4c58-51a9-a2b0-734dbe9e4120","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 7","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Lids set"
"76c8f921-5fdb-5868-b8c2-11c93537fa66","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 7","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Steel placed"
"664112f9-6a7c-5709-bee4-2a63bc1038a2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 7","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Engineer Inspection"
"56c51d60-80aa-56a5-b649-f12594864554","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 7","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Boxing stripped"
"7b362c0c-ecbe-5e44-a04a-b1342c43b4f8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 7","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Topsoil placed (if required)"
"763860bb-8ce0-5b13-a548-35463444abc2","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Lot 8"
"acd3e7b1-5698-5760-b1d1-333113a5784b","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Lot 8","Earthworks"
"1117892a-8566-5369-bd3a-f89186b47cce","","checklist-flat","pass","QA - Detailed Excavation -","checklist-flat","FALSE","FALSE","Site QA","Lot 8","Earthworks","Detailed Excavation"
"2798cb8e-1454-55a2-8a56-a376a95bf19a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Earthworks","Detailed Excavation","Services Located"
"8f51b257-1bb1-5840-977c-14083f037034","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Earthworks","Detailed Excavation","Location accurate"
"7c2da140-008b-5829-b452-0b55ecac48f6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Earthworks","Detailed Excavation","Topsoil stripped completely"
"a7c73e84-9852-528c-b43e-adbb9016c903","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Earthworks","Detailed Excavation","Building pads set out correctly with RLs as required for cut/fill"
"59adb796-65ab-59b6-a358-3ca4ea38d483","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Earthworks","Detailed Excavation","Correct cut back for walls/foundations"
"01576f69-572e-55f4-95f5-3232718372bb","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Earthworks","Detailed Excavation","Geotech Engineer Inspection"
"05f9be28-86a3-5a00-a77f-7150bb79e6de","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Earthworks","Detailed Excavation","Detailed excavation completed, reviewed and approved"
"61eb9f89-4b9d-5be8-b68c-f6289479936a","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Lot 8","Stormwater"
"3a98abbe-75a2-508c-a387-8cb0df2258a8","","checklist-sectioned","pass","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 8","Stormwater","Pipeline Installation EXSWMH to B/1"
"48cab848-7706-5e66-9914-b7a6d18050a7","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Lot 8","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying"
"44c7de5d-8bbd-5ad7-86ed-d0081c019f06","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Latest consented drawings"
"34b0718b-8e30-5c24-8a36-2873605d2cfb","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Setout completed checked and accurate"
"3994667b-28ec-5a16-8f89-39b5c7a21720","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Services Located and before you dig plans checked"
"61f7a84a-57b7-5184-b316-d7a017a24085","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","All junctions marked out and run through with operator"
"5c9adff0-0759-53b3-973f-a6af821dd448","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Laser grade checked. Correct +/-. Benching required if >1.5m"
"a97841d3-8481-5e10-b61c-f5232a815c7d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Laser checked for line with string line"
"a3022476-c0b6-5bf1-bf83-fe99b79aac31","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Correct trench width for pipe size"
"4dd0015b-c220-5bd0-a8a7-1536418ef388","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Starter checked for fall. Starter epoxyed to seal from water."
"acd5ca22-d3cc-59c5-a671-34cb7c0ad665","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"c73c14ca-af5c-5354-b325-881fbff1b2a4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Ground Conditions Checked & Acceptable"
"4957f9be-8a2d-5fd5-9e22-3f6febe7c549","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","General photos during pipe laying"
"fa03f0e1-08a8-5249-aec1-a6d034167003","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Pipe Laying Completed"
"7e5d51c8-c5f0-5fa9-a44c-94b99fc7cf27","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","CCTV Completed"
"85675240-9b64-5b3a-903e-dfb79eabdf5b","","checklist-sectioned","pass","9a2a9405598fb4c1164f518114d976e703ca2b2a9f4d972c544b81627b120834","checklist","FALSE","FALSE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/1"
"382960aa-6032-56a6-a84e-150a9f43fdcc","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install"
"a92641b4-16b3-538e-baee-aae86bc1ee41","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Latest consented drawings"
"63b3ce88-fa16-5117-81b7-e059643cd2b8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Setout an manhole sizing checked"
"a31c366b-2e0f-5b4b-97d9-473b5e3d1cea","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Services Located and before you dig plans checked"
"2fb747df-6ce2-55d2-813e-9883cdcad401","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","MHS measured onsite. Prep height determined from Lid Level. "
"3fd0b610-c1cc-5ffc-830e-4882df6f547c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Benching/shield required if >1.5m"
"3baffc5b-2cb5-5dac-b599-224d79b0f649","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Ground conditions checked & acceptable"
"30c4739c-6523-5b53-8979-e450ca3e1a98","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Bedding depth and material correct & compacted (Photo Required)"
"485baf3a-9234-55e0-90fe-3c468e273ca8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Cut in Manhole Shearbands ( Photos required)"
"6f4303e7-5943-52bd-a8dc-42106e1fc1a7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Manhole Risers epoxyed (if applicable Photo required)"
"3258c602-1fff-5cdf-8404-a7de0a52662d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Inside of starters epoxyed all the way around"
"87ac69e5-80bd-5dc0-9190-70e48dd1c806","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Manhole benching completed and acceptable (Photo required)"
"d7898246-6c70-5a4a-b76b-ccedd2ddb755","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Concrete Lid Installed, Correct orientation and sealed"
"a07aab26-7479-5f95-8b64-7a591d693704","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Cast Iron Lid Raised and Installed at 90 degrees to steps"
"663ab979-7d3a-5d0d-8970-dd18adf5f0f8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Epoxy completed inside lid and "
"3f45650e-12fe-5f41-89e3-ea3361ce4ab9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Stormwater lids to be spray painted blue"
"7843da40-6bad-57ab-a0d9-000b79fe94cf","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Sewer manhole safety grille installed"
"190d44a2-db46-541e-86fb-b231440566e6","","checklist-sectioned","pass","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 8","Stormwater","Pipeline Installation B/1 to B/2"
"fb20ab3c-6ddb-5c0b-946c-2c18b4f1de43","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Lot 8","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying"
"d90dba84-4e03-5e7e-919b-441e37b56636","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Latest consented drawings"
"1dd68293-11a0-515a-b2b8-3d8c601d8029","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Setout completed checked and accurate"
"b81ee98d-d4b5-5020-a4b1-a13cfd96b9ac","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Services Located and before you dig plans checked"
"f0990297-66e7-5d0a-b566-1f31469242d2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","All junctions marked out and run through with operator"
"3de62345-3c1d-5481-88fb-f262cd4ce50f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Laser grade checked. Correct +/-. Benching required if >1.5m"
"5e204db3-c80a-568f-98cd-111349f4e3ba","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Laser checked for line with string line"
"5a4a1453-40f1-537d-9f9d-e47c01cd054d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Correct trench width for pipe size"
"89ed4a65-6afa-522d-9a20-745df625f89f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Starter checked for fall. Starter epoxyed to seal from water."
"725e60cd-a1f2-540c-b3df-bb1424f828f7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"47d64357-18ab-5ef7-95e7-631bae3d5106","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Ground Conditions Checked & Acceptable"
"2a360918-b908-5856-999c-d876eacad11e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","General photos during pipe laying"
"313858e4-a965-5947-8a3e-c010192671e8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Pipe Laying Completed"
"f97ad0a8-885d-5cb6-91fe-2342a4030625","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","CCTV Completed"
"39c23ad8-7825-5570-90e3-0bae110cc53a","","checklist-sectioned","pass","9a2a9405598fb4c1164f518114d976e703ca2b2a9f4d972c544b81627b120834","checklist","FALSE","FALSE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/2"
"1bb0eae6-7539-5434-a0fa-f22c0e663d7b","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install"
"a85e2b87-ba51-5009-bbbf-15fe41767abe","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Latest consented drawings"
"8597167e-e377-5f27-9157-eeb84db23fb4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Setout an manhole sizing checked"
"cc0b07f3-511e-5b60-aabf-2a3df17c94e4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Services Located and before you dig plans checked"
"a6698a24-dbb3-5702-94ee-5a9a037934f8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","MHS measured onsite. Prep height determined from Lid Level. "
"1e7a9b91-1be5-5743-8c37-098d7ae1852f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Benching/shield required if >1.5m"
"4ab4bc6b-07e5-5e9b-a896-46ca4f36b378","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Ground conditions checked & acceptable"
"3c2181c7-8fed-5253-8750-277e4c9bdcff","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Bedding depth and material correct & compacted (Photo Required)"
"a03b41c4-55e7-5671-9aae-9b1a06788a50","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Cut in Manhole Shearbands ( Photos required)"
"9ebff21d-b239-572d-8f3a-c1888621d71d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Manhole Risers epoxyed (if applicable Photo required)"
"0d2ff512-8ba5-53f5-aff6-ca2a9b5e968c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Inside of starters epoxyed all the way around"
"b3196368-5873-516f-8860-89c71c272270","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Manhole benching completed and acceptable (Photo required)"
"e8eda5cd-d8c8-5388-9b7b-762ccbf26da2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Concrete Lid Installed, Correct orientation and sealed"
"4c1160e8-d618-5b2c-baa1-155329228591","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Cast Iron Lid Raised and Installed at 90 degrees to steps"
"d2608a19-630a-526e-aac0-1ceba9cb6dfb","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Epoxy completed inside lid and "
"f5f4a87b-26a2-5c3a-b606-9e390282b755","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Stormwater lids to be spray painted blue"
"ec1b21ec-8472-5edc-8fee-7b4b7e5da12d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Sewer manhole safety grille installed"
"61acbefa-21e7-5f38-9771-e79cec796324","","checklist-sectioned","pass","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 8","Stormwater","Pipeline Installation SWMH B/2 to SWCP02"
"41b66748-2916-5e06-b80c-f9ccef67b44b","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Lot 8","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying"
"e44fcaf4-1372-5f44-86a1-e625372add08","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Latest consented drawings"
"6e03bff7-ed76-5ad0-b007-5099204bac61","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Setout completed checked and accurate"
"f0631cfb-d545-52ee-9491-4e61ed301cb1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Services Located and before you dig plans checked"
"8e7b73df-8cc3-5de0-9d98-1ef21489dd87","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","All junctions marked out and run through with operator"
"6205ac0e-28ae-5291-bc93-7be0172b052d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Laser grade checked. Correct +/-. Benching required if >1.5m"
"09da4d0f-ef94-5f5d-8162-f3c87ec333d5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Laser checked for line with string line"
"568d5a17-b4bc-58d3-8034-d0f54e1ea358","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Correct trench width for pipe size"
"fb5b9dcd-f639-59ff-8b7b-b08e2359dea6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Starter checked for fall. Starter epoxyed to seal from water."
"ba12fff3-5314-5a36-9efd-ab62146bced0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"5c9df7ba-3c3e-586b-9506-bb5925805a8e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Ground Conditions Checked & Acceptable"
"559fd733-1b22-5b01-a9a2-2432b04ad86a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","General photos during pipe laying"
"46a80e11-f7f9-5696-96b4-b2a64792bb87","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Pipe Laying Completed"
"2ed016c3-8fd7-55fd-b4f9-7101d7c6d310","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","CCTV Completed"
"322d1947-6f4f-5248-be54-b9f0c4e1e600","","checklist-sectioned","pass","832b8bf60ca418c16ed53db8182696d55c29e499133570613b915909ac9f0e21","checklist","FALSE","FALSE","Site QA","Lot 8","Stormwater","Cesspit Installation SWCP02"
"661be839-e913-5ac8-bfdd-55e5c55fe94b","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Lot 8","Stormwater","Cesspit Installation SWCP02","Cesspit Install"
"2ba8f378-248a-5e32-8b18-e7a878599395","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Latest consented drawings"
"0fdb6ddb-b681-5e35-9989-e8934b5f1b69","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Services Located and before you dig plans checked"
"2bce344a-f93a-5c12-9d75-79712dfac392","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Cesspit correct distance off edge of driveway or kerb line "
"1c90c9e4-7df3-520a-96e1-b0e2e95cf8b2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Cesspit Installation SWCP02","Cesspit Install","MHS measured onsite. Prep height determined from Lid Level. "
"2ecf49e1-16c2-5dd1-97e6-7bd09df95519","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Ground conditions checked & acceptable"
"46adfd95-8db5-513f-b7d0-2bbcb2d4b614","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Bedding depth and material correct & compacted"
"3d05beb8-4cb9-5301-a389-d28899b01552","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Half Siphon where required. (Photo required with bedding)"
"96d705a8-ca98-5248-9289-ffa03cfbbb7c","","checklist-sectioned","pass","ae811f95d58249a6eb6af96c38aa6c162e9406a48c70ffc1524ba5d048026683","checklist","FALSE","FALSE","Site QA","Lot 8","Stormwater","Stormwater Concrete Junction Lot 1"
"921bc781-1855-51ed-ad1d-97bb718195a1","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Lot 8","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction "
"4d7554f8-d882-5fe3-8b38-94ae5426c8f8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Correct sized junction"
"7c17ab19-0ae4-5ac4-912f-f36c47e793f0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Angle of Junction Between Spring level  and 60 degrees (Photo Required)"
"95203489-3151-57db-8045-d0e5939dabd0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Expoxy inside and out"
"be0ab472-61ae-5d5a-9a36-d80a7358e649","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Shear band connection (Photo required)"
"b700fda3-213a-593e-aefa-1b1de7909d32","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Junction Pegged and Sprayed Blue"
"ebd4689d-4299-5d73-b7bc-9372a642da71","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 8","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Inspection straight if connecting to private drainage (Photo Required)"
