Type,Id,Name,Values,Prompting Name,Resource Id,
note,7ad8db78-0a4e-5f70-9849-0e56e42d60b8,Verification Records - Visual / Pictures,,,,
note,66695aba-743d-53d6-a3c3-cd3b8e1ea63a,Action Respon. - SE/FM,,,,
date,a51dacad-6a9f-5312-92d3-36fb2420475f,Date:,,,,
checkpoint,,Jointing,,,,
note,28d7c87f-3e15-5387-aeb6-ef81065ec725,I,,,,
note,1e3c3521-1f91-59c1-a276-ce31bee5e5fe,Applicable Standard / Reference - VR701.13,,,,
note,6a547411-852b-5521-9a1d-c39822045bad,Acceptance Criteria - Interlocking (Flash) Joint Pipes:,,,,
note,755299c4-6771-5234-9eba-77bcaf3f973e,"○ Joint shall be mortar jointed, or wrapped with a 200mm wide external joint rubber band.Rubber band thickness shall not be less than 2mm. In case of internally jointed pipes 600 mm diameter and larger, the mortar shall be struck off flush with the bore of the pipe.",,,,
note,107459fb-ef62-5747-a1e0-5aea78ea465e,Rubber ring Joint Points:,,,,
note,d5502773-9662-58de-bed4-5b11d26cd970,○ Rubber ring joint pipes shall be jointed with rubber rings. Rubber rings shall be undisturbed clean and free from dirt.,,,,
note,b3efe0e5-17ba-5002-949f-959092318e0b,Frequency - Each Lot,,,,
note,b89b6734-ed78-5287-b44c-31550f2e700e,Verification Records - Visual / Pictures,,,,
note,1e0022f8-7ae8-5426-9525-66e971985cce,Action Respon. - SE/FM,,,,
date,cd7d9f7e-cbbe-51a9-b99f-a88e04428a30,Date:,,,,
checkpoint,,Backfilling,,,,
note,bd9de219-be7a-560d-b5fa-7ddd3d66aecf,I,,,,
note,2e4c77f2-6aa5-5d24-bad6-f537125ff72c,"Applicable Standard / Reference - VR701.12, & VR701.14",,,,
note,411621d1-eb99-5b5d-97a1-6c8bc2ae7dc9,Acceptance Criteria -,,,,
textbox,2ec305dd-0c7e-5d6f-af38-26ef4a731439,○ Class of backfill material,,,,
textbox,6be0dbe1-a1ca-5752-840a-9091eb0073a1,○ Compaction Requirements,,,,
textbox,e06ff60d-d297-5d0b-90d7-6d3ba05d5660,○ Depth of Layers,,,,
note,ad161e71-1654-5100-9069-7a161ec3f7b1,○ Selected backfill material shall be placed for the full width of the bedding material to a height of 0.3m above the top of the culvert or subgrade level (whichever is lower),,,,
note,e8db5b9b-e0e3-5b1f-919c-8ed9c0b0e892,Frequency - Each Lot,,,,
note,2493e2de-4a47-52f2-8d30-9dead65a01b1,Verification Records - Visual / Pictures,,,,
note,f09e4260-484e-536d-9ab1-cd7ecaf196c9,Action Respon. - SE/FM,,,,
date,0fa6ffd0-a4a2-51d5-9231-4b6bce7e163f,Date:,,,,
checkpoint,,Geotechnical Testing,,,,
note,da9fd1fc-befc-52aa-a636-3fdd4321fbbf,I,,,,
note,2043ac61-9bcc-504d-84a2-e46f3d4e69ad,Applicable Standard / Reference - VR701.15,,,,
note,56cf0eed-cc07-5748-8a4d-d39c55f4f2e2,Acceptance Criteria -,,,,
textbox,d2526c1b-078f-5493-ba55-cfb04440a71d,Minimum Testing Requirements (per lot),,,,
textbox,314632e8-6163-5a87-ae90-bae8a087fcd4,(1) Compaction Requirements,,,,
textbox,32818d97-faad-59e2-8cd8-21d42cc6d9fb,(2) Moisture Requirements,,,,
note,0d3d9fae-4329-5edb-b023-b55cf8237c89,Frequency - Each Lot,,,,
note,3eb2e335-0b86-51f2-837b-29b2ec22b948,Verification Records - Visual,,,,
note,febbbf63-0cee-5804-b7e5-29daf288854e,Action Respon. - SE/FM,,,,
date,47c8fc8c-1560-50f5-bb51-62423ff10848,Date:,,,,
checkpoint,,Grading & PI testing Frequency,,,,
note,42d67e0a-1e5b-53ee-9a82-b6ec5e377ea8,S,,,,
note,e5817e3b-0e71-565a-942e-14502174413e,Applicable Standard / Reference - VR701.23 Table 701.231,,,,
note,993af202-e58d-5a85-a62c-2fa3e2b7092c,Acceptance Criteria -,,,,
textbox,1b250045-57d2-56f3-ae23-0cbe945ef570,Grading,,,per tonnes or part thereof,
textbox,9fe21bf9-7c07-51b9-8807-757b2930b3c9,PI,,,per tonnes or part thereof,
note,c2f0781b-60e3-5b71-99ad-474a2ea3f99c,Frequency - Each Lot,,,,
note,e16ff615-c009-52bb-8af9-77bb42fa906e,Verification Records - Records,,,,
note,0c212114-7e14-5eea-a8a7-c25c26c5363a,Action Respon. - PE/SE,,,,
date,48a5d5f2-6cc3-5f7e-b725-6a199bdc17d5,Date:,,,,
checkpoint,,Other Contract Specific Requirements,,,,
textbox,535aa0d1-7c74-580f-ae3f-a9478fc339a5,Requirement(s):,,,,
note,25094c70-5c7c-5748-9dd6-9312726698e6,S,,,,
note,08d9bfe8-7df2-5714-b977-70548ca9c4f9,Applicable Standard / Reference - ITP,,,,
date,8f926f83-cfb2-5a40-b079-4f624fc595c6,Date:,,,,
,,,,,,
checklist,,Type A Earthworks,itp,Type A Earthworks,,ec136f18-ca9d-45e8-9b83-3b1921554e00
section,,PRELIMINARIES,,,,
checkpoint,,Design Issued for Construction,,,,
checkpoint,,Drawings Issue for Construction,,,,
checkpoint,,Material Hold Points Released,,,,
checkpoint,,Survey Request,,,,
checkpoint,,Traffic Management Plan Approved,,,,
checkpoint,,Subcontractor/Provider approved?,,,,
checkpoint,,Kick-off meeting (Subcontractor),,,,
section,,CONSTRUCTION,,,,
checkpoint,,Safety; SWMS,,,,
note,9415e8dd-9160-5c10-a2e3-a632eb147083,Applicable Standard / Reference - HSMP,,,,
note,4035f5d4-f53f-56b0-9323-ff20e9b82193,Acceptance Criteria - SMWS to be written for each activity on Project and shall be reviewed by a competent person.,,,,
number,f088b165-2f4e-5313-b7ce-4413d6227e8b,Submitted to the client,,,days prior to commencement of Activity.,
note,072ad6c5-1035-5e3b-a93d-00fcf9ea4edf,Frequency - Each Activity,,,,
note,7a56b41e-22da-5603-b7e8-4df243efa31c,Verification Records - Records,,,,
note,d952cc8f-bfd1-53d2-a8df-f57ab6e4ef19,Action Respon. - PE/SE,,,,
date,4b54a544-2054-54dd-a48d-09d5f38e5fbd,Date:,,,,
checkpoint,,Environmental Controls,,,,
note,53581e06-c57e-58ff-beb4-f10573d89e9a,Applicable Standard / Reference - EMP,,,,
note,afd06265-a7ed-5a63-8921-06dd9dac7842,Acceptance Criteria - No work shall commence unless all erosion/ Sediment controls are implemented in accordance with EMP.,,,,
note,0193d2b2-d388-56e3-8e87-48b177a76b5c,Frequency - Each Activity,,,,
note,d3c1b7aa-98da-556c-9cea-3e109f7742d6,Verification Records - ECP,,,,
note,28b32522-e16f-5d54-a50c-41027d7b8300,Action Respon. - PE/SE,,,,
date,e5531418-fa7a-5d91-80ee-d8f5cb68a378,Date:,,,,
checkpoint,,Excavation Permit,,,,
note,d9f28b5f-6eb7-5102-a83c-24390b99d703,Applicable Standard / Reference - OHS,,,,
note,c98599c9-b9fb-5f98-9b68-311f0a659cd8,"Acceptance Criteria - DBYD information available on site, Excavation permit issued and spotter at location befotre commencement of excavation works",,,,
note,4e5d4b8c-f622-5e67-9b63-c333e6d480dc,Frequency - Each Lot,,,,
note,26405409-6f8b-5d25-93ce-94397cd1e291,Verification Records - Records,,,,
note,1565199a-cb85-567c-8a4b-12f7a0d65beb,Action Respon. - PE/SE,,,,
date,fdc41ee0-0cc8-51d6-9b33-6c62852edd27,Date:,,,,
checkpoint,,Survey Control,,,,
note,ee03d035-6f3d-5235-abc3-10b01c7e34a7,"Applicable Standard / Reference - VR204.03 (a), (b, c)",,,,
note,134fa71f-1633-5db5-8bed-6e7977abcb04,"Acceptance Criteria - All Earthworks shall be finished to conform to the levels, lines, grades and cross sections showed in the plans.",,,,
date,df1eff61-24f8-5b78-bfbe-2a258d6a0e9b,Machine GPS File Date,,,,
note,b2872c70-0c2b-59a0-8c8a-ce451018ed64,Frequency - Each Lot,,,,
note,0a754b5e-8945-5246-9e07-df4ff73babf0,Verification Records - Setout,,,,
note,078389cf-a2cc-54ec-afca-3a5980ee98c5,Action Respon. - Surveyor,,,,
date,01160a34-c55e-572e-b13e-1e2196fa96b8,Date:,,,,
checkpoint,,Material - Type A,,,,
note,8d724c57-a193-53e3-a491-9c7187c935ac,HP,,,,
note,f8efa808-1e8b-57f8-b4dd-081c548a0eb7,Applicable Standard / Reference - VR204.04 (b),,,,
note,524c7603-ed49-5692-9caf-dcb9a1d9142c,"Acceptance Criteria - Material classified as silt, either before or after compaction, is not acceptable as Type A material unless otherwise approved by the Superintendent.",,,,
note,09df13e7-6a1b-5eba-801c-4206ce14bc6b,Frequency - Each Lot,,,,
note,68935ef8-2adb-5dd7-9fbd-f20c49ab5ade,Verification Records - Visual,,,,
note,59942f89-4594-5f0d-883e-1659151df715,Action Respon. - FM,,,,
date,e0babe5c-d743-59ae-aee0-f0d32271d5a7,Date:,,,,
signoff,,HOLD POINT,,,,
checkpoint,,Site excavation - Cut Floor Level,,,,
note,4544bfa2-c2f0-5941-a977-5381a20344d5,Applicable Standard / Reference - VR204.03 (f),,,,
note,3b4b68fa-da09-5b50-9d78-e2a6fb19fdbe,Acceptance Criteria - The level at any point on the surface of the Cut Floor Level immediately below capping and/or selected material shall not differ by more than 15 mm above or 30 mm below the specified level.,,,,
note,6b568d46-1e73-5b52-9a20-21b23b5ffc38,Frequency - Each Lot,,,,
note,1e1743a8-dd8d-5f84-b665-a1728c5842ab,Verification Records - Visual,,,,
note,d930679c-25d3-5efc-b75c-a073aa308d04,Action Respon. - FM,,,,
date,ebad0781-31df-5a59-84cb-dcbecd94d52a,Date:,,,,
checkpoint,,Site excavation - material category,,,,
note,2477480b-1cb1-50f1-90a5-3a727f8d0ed8,HP,,,,
note,4c007154-24cf-57f7-abcc-64ed0a133f07,Applicable Standard / Reference - VR204.06 (c),,,,
note,1f0a0014-d698-5581-bf50-985a158f0033,"Acceptance Criteria - Prior to commencing excavation in any area and during excavation work, the Superintendent and the Contractor shall inspect each type of material encountered and subject to verification by appropriate laboratory testing, agree on the category of the material in accordance with Clause 204.04.",,,,
note,2972cb8a-9e57-5658-826b-09b74c485449,Frequency - Each Lot,,,,
note,3b117a74-dd8a-5f17-9873-d34a7244ca4d,Verification Records - Visual,,,,
note,36415b8a-c46d-5917-96a0-19bc45afa8b2,Action Respon. - FM,,,,
date,95e40526-e249-599f-85e8-7b87886d3ba1,Date:,,,,
signoff,,HOLD POINT,,,,
checkpoint,,Earthworks - treatment of cutting at cut floor level,,,,
note,ea667864-fd29-5515-b9af-556e78420168,Applicable Standard / Reference - VR204.06 (e) (i),,,,
note,c5f9a34d-db31-59bf-bbe9-0874d196a44e,"Acceptance Criteria - In situ material below cut floor level having an assigned CBR less than 6, or a swell of 2.5% or greater, shall be removed to a depth of 400mm below cut floor level and replaced with conforming type B material to the underside of the capping or selected material layer",,,,
note,da068320-e7a4-5b5a-9d00-42be03dd3294,Frequency - Each Lot,,,,
note,deb63290-32c6-54a1-b5e3-6bb168cb872a,Verification Records - Visual,,,,
note,08fe95f9-c13a-5f73-8c1a-83c424161d02,Action Respon. - FM,,,,
date,7683f71b-50d8-586b-81dc-bb1b44cb2c3b,Date:,,,,
checkpoint,,Earthworks - Groundwater Seepage,,,,
note,4c14bf23-a19b-58d6-ab95-da913518c6be,HP,,,,
note,a4bfae94-e3cc-5d42-bf76-527df8346b90,Applicable Standard / Reference - VR204.06 (h),,,,
note,0a3b1e20-0567-5e8d-a621-5926382557c3,Acceptance Criteria - Where groundwater or seepage is encountered the Contractor shall notify the Superintendent and submit the proposed action to be taken to the Superintendent for review. The Contractor shall submit any necessary approvals from relevant authorities for the treatment and disposal of this groundwater.,,,,
note,66b1d51c-af46-5407-beda-ad21c7c0a214,Frequency - Each Lot,,,,
note,683816a9-8f2f-5e3b-960c-39212eda44c4,Verification Records - Visual,,,,
note,38b7f3c7-d030-5735-b35a-95b9ee0ce21e,Action Respon. - FM,,,,
date,fdd3f73b-efd4-5677-865c-c84bf272c4e1,Date:,,,,
signoff,,HOLD POINT,,,,
checkpoint,,Earthworks - treatment of Unsuitable Material,,,,
note,e52c1071-8881-5d90-94e9-924b93f88964,HP,,,,
note,b94d4eb6-780d-5829-a6fe-26368ec07556,Applicable Standard / Reference - VR204.07 (d),,,,
note,8d845dde-987c-5a17-a061-02026b86ae87,Acceptance Criteria - Where unsuitable material is encountered the Contractor shall submit the proposed in situ treatment or extent of excavation to the Superintendent for review.,,,,
note,a67409ed-6160-55c9-8632-fdcc30fc9ac7,Frequency - Each Lot,,,,
note,8934766a-8859-5b76-8150-0b320e39d0d2,Verification Records - Visual,,,,
note,a3c465ad-14ca-584f-a69e-c86aab2a04fb,Action Respon. - FM,,,,
date,0a4b2358-dfa3-5d8b-b193-f06527beb5dd,Date:,,,,
signoff,,HOLD POINT,,,,
checkpoint,,Earthworks - Fill construction,,,,
note,007dece1-f96b-5b2f-b49f-b71419e961df,HP,,,,
note,0a227704-690b-5151-8992-3c907c62c944,Applicable Standard / Reference - VR204.10 (b),,,,
note,9fac4637-6706-517b-abef-dbfdd30423b0,Acceptance Criteria - The Contractor shall not commence placing of any fill on the prepared surface until the area has been reviewed by the Superintendent.,,,,
note,27588009-f3c0-5a6f-908f-191bf6a9aa62,Frequency - Each Lot,,,,
note,71272720-a33d-5e16-be2c-a4ed3517618e,Verification Records - Visual,,,,
note,e21cd0aa-befd-5f10-b63b-1d60b88ef28f,Action Respon. - FM,,,,
date,91752fd8-31c4-538a-a0ce-0bc1447de238,Date:,,,,
signoff,,HOLD POINT,,,,
checkpoint,,"Earthworks - Fill at Structures (wing walls, culverts >1200mm)",,,,
note,de982d79-8af2-521b-8259-24b4879edf68,HP,,,,
note,4790cc37-a8b9-53ee-a825-b41e3fe3ca70,Applicable Standard / Reference - VR204.11 (b),,,,
note,0acaebc7-c454-5de6-81de-2d3e8f0a5e89,Acceptance Criteria - No fill shall be placed against or within 3m of a structure until the foundation for the fill has been reviewed by the Superintendent.,,,,
note,6ffb40da-e4a2-5766-9a55-eb7ca3c43051,Frequency - Each Lot,,,,
note,9efb6db5-cc46-59b3-abaa-66c5ccd8873a,Verification Records - Visual,,,,
note,bc141d3b-47c3-5069-961d-17e674b78dba,Action Respon. - FM,,,,
date,4421601b-60e6-5d9d-b93a-87b0c5e02d07,Date:,,,,
signoff,,HOLD POINT,,,,
checkpoint,,Test Rolling,,,,
note,779dd15b-4cc5-53f2-81ad-f2cc110482b4,HP,,,,
note,e9ddd1f2-b68f-5138-879c-b82ef10087ce,"Applicable Standard / Reference - VR173.03, VR204.12",,,,
note,2b9a935d-cda9-5103-9359-df282b006968,Acceptance Criteria - Undertake test roll prior to placement of fill/or proceeding layer. Contractor shall provide for the Superintendant to be present during all test rolling.,,,,
note,07533b0a-1fa1-5264-936a-06ea56e8eec8,Frequency - Each Lot,,,,
note,2c0d6e16-e103-5b19-88f6-f30929449714,Verification Records - Visual,,,,
note,6c83b03d-31b5-5e2a-a89f-300d904e17c6,Action Respon. - FM,,,,
date,dc7c1280-046f-598b-81a0-6a1ae8551490,Date:,,,,
signoff,,HOLD POINT,,,,
checkpoint,,Lot size,,,,
note,5a82d004-4bfa-5e8f-a6bc-ffc762c2e72f,"Applicable Standard / Reference - VR204.13, Table 204.142",,,,
note,98c45872-b97d-55ae-ba50-0d22d7715343,"Acceptance Criteria - Type A: max 5000m2 or one day's production, whichever is the lesser",,,,
textbox,d8846cb7-241d-5475-8a4e-18f40866ecc9,Actual,,,m2,
note,ce2a0e73-bb93-560a-bb78-3d36664ed5dc,Frequency - Each Lot,,,,
note,b1af837b-1c4f-53d7-a339-6ce2a33fe5f7,Verification Records - Records,,,,
note,72d63646-efce-58a1-b203-d528e40025c5,Action Respon. - PE/SE,,,,
date,07791e49-222e-504d-9d57-f2d1af950607,Date:,,,,
checkpoint,,Compaction & Grading,,,,
note,1dd38155-cbd2-5540-9c3d-170f28cd7c5d,"Applicable Standard / Reference - VR204.13 (b), Tables 204.042, 204.14 1",,,,
note,6d095886-e2b8-5f6a-9cbf-48267778547c,Acceptance Criteria - Compaction:,,,,
note,cd918a48-f69b-5e2a-ab33-e9f283567a45,"○ All Type A Material, and Type B material placed within 400mm of top of cut floor level: min. 100%",,,,
textbox,66c42768-f31d-531c-96d9-5631f1235097,Actual % / Minimum Frequency Testing,,,,
note,3ccc14fe-e73c-596f-a6a4-c162c255cd3b,Grading:,,,,
note,f8ebac7f-dbbb-5822-bac5-e996cb0af915,○ as per Table 204.041,,,,
note,808a51a5-d12a-5f15-9adb-b9daad2e6bac,○ Pass/ Fail/ Minimum Frequency testing,,,,
note,9e0a316c-ffb0-5ddb-a859-7cb63cd7bbf2,Frequency - 1 test for each lot then reduced to 1 test for every second lot,,,,
note,edc7d9ab-e00b-54e6-8f95-b42ceebfd7bc,Verification Records - Records/Visual,,,,
note,776aa4dd-9742-52af-bcf5-2b27a6e48fed,Action Respon. - FM,,,,
date,c5b74ca0-1e32-5128-8ada-5181a945a424,Date:,,,,
checkpoint,,Compaction - CBR & Swell,,,,
note,8b82aa06-d89e-51e1-99c6-1b7626882c62,Applicable Standard / Reference - Table 204.141 & Table 204.041,,,,
note,2cc8114b-c4de-5ccc-b860-b6506ce000ee,Acceptance Criteria - Type A: initial 1 lot test to determine assigned CBR >6% and swell <1.5%,,,,
textbox,9b9bf718-02b3-54fa-b367-de594ff1f60a,Assigned CBR,,,%,
textbox,c8784b74-ca0d-5a11-b4fb-60683f143b8d,Actual,,,%,
textbox,096ccf84-da2f-5bfa-903f-3cb470aeb45f,Assigned Swell,,,%,
textbox,122ac4a0-b0de-5f21-aa11-477d9b46cc4b,Actual,,,%,
note,0230b259-b967-5025-aeb4-f656c20af785,Frequency - Single CBR test to confrim assigned CBR and swell - first lot only,,,,
note,ca4df214-0d30-5838-98f3-ae4bf8f36063,Verification Records - Records,,,,
note,7b5f54f2-f4f4-53b8-bf1b-fe6290c13024,Action Respon. - PE/SE,,,,
date,53b3c648-74e6-58de-8860-6e2fd93232c2,Date:,,,,
checkpoint,,Compaction - PI,,,,
note,f913df10-b1a9-52e3-a0c7-599d7cbb151e,Applicable Standard / Reference - Table 204.141 & Table 204.041,,,,
note,6f7fd32d-cec2-5a30-b8ba-9b3346527652,"Acceptance Criteria - Type A: plasticity index (PI) calculation x % Passing 0.425mm, Max. 1000",,,,
note,1517cc68-df0d-5d70-b30c-094ad39eb302,Frequency - 1 test per 2 lots then 1 test per 4 lots,,,,
note,8434c12e-7266-5760-9612-b62dea660ffa,Verification Records - Records,,,,
note,c931d870-810d-5466-bc8c-d1f835c021a7,Action Respon. - PE/SE,,,,
date,25bb83a6-06da-56ef-8bd6-ce4b51936a00,Date:,,,,
checkpoint,,Compaction - LL & Permeability,,,,
note,8ad8fb13-0a1c-541c-80bb-8e0c8ce5f2eb,Applicable Standard / Reference - Table 204.141 & Table 204.041,,,,
note,99d4ec55-e68e-5734-9d14-8b7c4975b76c,"Acceptance Criteria - Type A: liquid limit and comparison of PI against LL, Permeability <5 x 10-9m/sec",,,,
note,87733a13-21b5-50b9-807c-40ba423e177b,Frequency - 1 test per 2 lots then 1 test per 4 lots,,,,
note,e9c1c207-8995-5ca1-a86f-d8d0db1824e1,Verification Records - Records,,,,
note,6031c425-be15-538b-85a9-72d07dad9831,Action Respon. - PE/SE,,,,
date,2350d913-7117-5757-a5ca-65e72ed6e40f,Date:,,,,
checkpoint,,Other Contract Specific Requirements,,,,
textbox,d5b6d443-74e5-5978-a8e9-699624038ec7,Requirement(s):,,,,
date,c80e06b6-e4f1-54fb-8006-7ace5dc2be21,Date:,,,,
