"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1ec5c7fe-b96c-4913-a49c-d82a0f8627f0","","fail","","folder","TRUE","FALSE","Building A"
"eed51ddb-790c-4f47-af59-6dc396547425","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 1"
"5fae09b4-75b5-496c-ad67-1bcff9a159f3","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 9","09.B.116 - Office - Clinical Workroom"
"d1d54f1b-bfb9-4822-9fe6-43c13036bfbb","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 9","09.B.125 - Lounge Patient"
"48439654-8f19-46fc-9da7-66cc5b0fcff3","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 9","09.B.170 - Staff Room"
"d3346c42-ce2e-4a2b-b834-4b6c4737b50f","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 9","09.B.171 - Collaboration Room"
"f0848014-51f5-4e0b-af4d-24f62a6b33b3","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 9","09.B.173 - Meeting / Education Room"
"90a116b1-2243-4866-b379-f0dd4f9673d2","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 9","09.B.226 - Office - Clinical Workroom"
"5b75e01d-6932-43e9-b5c6-f2333d287756","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 9","09.B.237 - Office - Clinical Workroom"
"25ba4d9a-0080-41fc-8150-f17cf94150e5","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 9","09.B.247 - DIGITAL LIFT DIRECTORIES 49"""
"89118d85-0ec9-4472-8290-9652a99d82a0","","fail","","folder","TRUE","FALSE","Building B","Level 10"
"95c5bc4a-72b1-49a1-8f76-b5bb3ef15356","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 10","10.B.005 - Lounge - Patient"
"99bd99f5-f78a-4f6b-950e-c2edfe4f7910","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 10","10.B.053 - Office - Clinical Workroom"
"4025e698-1a3f-43bc-933f-b592bd33216c","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 10","10.B.056 - LIFT LOBBY"
"b51416e5-e99c-496a-a0e7-ef36d1d36332","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 10","10.B.056 - LIFT LOBBY"
"22489d5b-c6a0-496a-9584-550982cbdcd3","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 10","10.B.057 - Family Meeting / Education Room"
"eed8c60c-54d9-4cb2-86b2-d17323fdf498","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 10","10.B.067 - DIGITAL LIFT DIRECTORIES 49"""
"1e8d8bd6-4206-4b91-a49c-b8d8f36a3643","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 10","10.B.071 - Lounge - Patient"
"4335f89a-a280-471c-beff-5e350e1b2425","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 10","10.B.116 - Office - Clinical Workroom"
"65b47601-aa02-480b-82d6-07214776e2a3","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 10","10.B.125 - Lounge Patient"
"e4329619-5db2-46b9-87e1-86960d2ef3e2","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 10","10.B.169 - Staff Room"
"7c27726e-5d9a-4d6d-bc72-54b3bbfa7f62","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 10","10.B.171 - Collaboration Room"
"3e51815e-ded1-4b9e-ae16-3f5878ce7a28","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 10","10.B.173 - Meeting / Education Room"
"c2be15f8-25ce-4566-91f9-9e3a5d3ce021","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 10","10.B.226 - Office - Clinical Workroom"
"276513c3-4821-4b47-bb47-2a98855a934c","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Level 10","10.B.237 - Office - Clinical Workroom"
"475fa2b2-b552-49ec-adb4-efbf7722a185","","fail","","folder","TRUE","FALSE","Building B","B1"
"e9401693-544c-452c-bf86-6ceb210849c4","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","B1","B1.B.002 - Facilities Management Control Room"
"8ce82a57-9598-4bdb-8fcd-5538cc97f60e","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","B1","B1.B.007 - Meeting Room, 12m2"
"43914f7c-987d-436d-9cd3-a6653d788b03","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","B1","B1.B.014 - Meeting / Training / War Room"
"e16ca22d-691d-429e-ae36-c6e4efdae09d","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","B1","B1.B.029 - Lunchroom"
"e102e68b-daa7-46db-b6fe-a0c8a44fddbd","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","B1","B1.B.030 - Staff Room"
"89ac7f43-565d-428d-8b65-9d54bc458137","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","B1","B1.B.048 - Meeting Room, Medium"
"b1873c77-6dbe-4fc1-935f-12f91b7b07ff","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","B1","B1.B.178 - Lift Lobby"
"7be6e215-4c03-44fc-8e80-ed1f6c59fc61","","fail","","folder","TRUE","FALSE","Building B","Ground Floor"
"bd325711-9d7d-49ff-a7d1-02a6ca231cf3","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.009 - Wilim Berrbang Lounge (Including Beverage Bay)"
"e4ae7a60-d37d-4993-8b9c-24e34cd87823","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.012 - Neighbourhood Hub - Medium"
"c514da23-f70f-4d5b-a7d4-a99702f96d66","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.105 - Waiting -Youth"
"71f0fb3e-1d0e-44a3-b00d-5c738a947d01","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.105 – Waiting - Youth"
"15792677-9d6e-4005-9948-776fd25025d7","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.109 - Waiting - Adult"
"9ced7fd4-4b2a-4a75-8278-b0ca26faa72f","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.113 - Office - Clinical Workroom"
"92f94c88-5a4a-4146-8e57-22a6bf6c8e16","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.114 - Store - Photocopy / Stationery"
"43cd5805-1d4b-45c5-9211-af9f30c9cf4c","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.142 - Staff Room"
"82cb6ebb-9cb0-4a5e-9fd8-561ff61a4ce7","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.153 - Meeting Room, Small"
"ae77f90a-2812-4f5b-abba-cd204845eca5","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.155 - Drug Health Ambulatory Programme Room"
"22e823ba-eb7e-4e5b-bed6-8cbc835cefe3","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.162 - Meeting Room, Small"
"6d45e5c9-0065-4e0f-a596-dce99d229a66","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.178 - Waiting"
"c76b4718-ae19-4cef-9341-0dcc1598267a","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.212 – Patient Hold"
"d9c25f7d-2135-420b-ac59-65b73fcc234b","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.224 - Uptake Room"
"05baaeb5-5f46-4145-bbbc-99ecdd61f3a2","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.225 - Uptake Room"
"862b1d38-9f69-4a7f-9310-de91f036d57b","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.226 - Uptake Room"
"5ba2fdac-aa05-44da-a17f-f7d20ecd1ebe","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.227 - Uptake Room"
"c0fdd956-3f0a-4e0c-b998-c6a9266024ec","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.228 - Uptake Room"
"fb670b97-1fa6-4d86-ac14-b80b846951ad","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.230 - Uptake Room"
"39493656-dc9c-47ff-9b26-3e7115d5d114","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.232 - PET / CT Imaging Room"
"b5f63de8-9163-436c-a0de-a3d287b946d2","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.233 - Computer Equipment Room"
"e167973b-427b-417b-b46e-1a4ece5afee3","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.234 - Shared PET / CT Control Room"
"f2cc75ec-0d32-4272-bce4-3eee35a98592","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.235 - SPECT Scanning Room"
"b7224436-4987-46a9-9189-166828ed4498","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.237 - SPECT / CT Control Room"
"e93bc060-cc45-492f-8208-fb98a183cc97","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.239 - SPECT Scanning Room"
"5d5d40fb-1080-481a-a3cb-5c501fdd0672","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.240 - SPECT / CT Computer Equipment Room"
"d967d9b7-960b-4988-af6a-9250c648bf29","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.256 - Office - Clinical Workroom"
"08793b79-094e-44ba-9f78-bc083e37af57","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.261 - Staff Station"
"085df8f9-ac21-4c9f-b66b-3e5a0c4a9b1d","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.277 - CT Scanning room"
"f5940be3-d98e-4ed8-aedb-5be1c759b8d9","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.280 - CT Scanning room"
"8b632c87-7f59-4f52-8c41-93dde8804d07","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.281 - CT Control Room (Shared)"
"14872437-03f6-481e-8681-8133d4e5728d","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.345 - Fluoroscopy Control Room"
"4b507eba-1508-4285-9d11-2c49de8433eb","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.349 - Screening Room (Fluoroscopy), Large"
"f0459770-a76b-46bb-afaa-853237489955","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.350 - Fluoroscopy Control Room"
"1e4bc224-3790-4ec2-9639-187aba34e6f9","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.352 - Screening Room (Fluoroscopy)"
"40a103a1-dc9b-4322-9559-f95d637288f5","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.387 - Reception / Clerical"
"14882c2c-ab7e-45f8-beeb-9896dc12a9c6","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.414 - Waiting"
"bb6c1f60-fb7c-454c-b309-2ff09ba3479c","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.447 - Staff Room"
"7bc0d174-3a4e-4717-ad2d-9514b5ce034f","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.507 - Reception / Clerical"
"d0d9b5e7-a355-45ff-a2ac-8015af9f2697","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.508 - Waiting"
"150f50c3-a0d2-44ba-92ea-99a34c865438","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.523 - Waiting"
"19265c34-59e6-4bed-b0a6-f7db73edda4e","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.560 - Collaboration Room"
"37b8e293-e736-4145-8dd4-e7768b7f725e","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.565 - Reception / Clerical"
"34e85137-7bb3-481a-8fc1-f209339451ab","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.567 - Waiting"
"4fee688b-77e2-4605-8683-1e605736196f","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.603 - BAY - ATM"
"24721fb3-cce5-4ee1-90d2-6cbf24ec4e12","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.637 - Waiting"
"8fcc92ef-72c3-4841-a465-65f076fb6545","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.639 - Lounge - Patient / Family, 30m2"
"f9c825cf-98fb-4396-a3d9-554745d421e1","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.651 - Interview Room"
"a31bb4b3-43f6-4ce9-abfd-e3d98e098159","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.668 - Main Lobby / Display Space"
"ad9bb5d3-7147-4c6a-99f4-023b385a85b1","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.668 - Main Lobby / Display Space"
"13148935-14ff-4488-b234-0fb8a3560ea2","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.668 - Main Lobby / Display Space"
"b9f8f956-a71a-4b0d-8b1a-572f60e13b25","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.668 - Main Lobby / Display Space"
"55c41c08-b757-4bd6-9c9b-2ab74f4a9940","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.668 - Main Lobby / Display Space"
"a2c74684-d144-4187-ab87-a4f9e19e77fd","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.668 - Main Lobby / Display Space"
"75fb0d58-9020-4fbe-9f9d-65f7fae10548","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.668 - Main Lobby / Display Space"
"6d7c49c1-fa68-406d-9cf3-b317218740b7","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.668 - Main Lobby / Display Space"
"fe855282-577f-450d-974c-4a29d50dda36","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Ground Floor","GF.B.838 - Lift Lobby"
"4bf59031-bef1-4a17-9403-4db17761cce5","","fail","","folder","TRUE","FALSE","Building B","Lower Ground"
"b8881322-3c00-467f-a389-7a2d4ca73974","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.017 - Office - Clinical Workroom"
"3bdacef7-e2b8-4b80-997a-43b781ad68b8","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.020 - Staff Station"
"827a0b07-1ea6-4ce5-8be3-382b4972c02a","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.034 - Office - Clinical Workroom"
"73605596-36f4-40eb-a1d0-fc66f0f7a3e4","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.076 - Waiting"
"939c6934-fdf3-452e-9d07-025db5bbb2ae","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.105 - Staff Station"
"0ecd9320-6c9b-407a-99c3-377281ec9145","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.110 - Patient Bay, Resuscitation - Class N"
"1b4644a3-bb37-4be4-ada3-3278e2c57538","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.140 - Waiting"
"ed92d908-2000-4fe4-abb4-bb9944e2f6cd","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.140 - Waiting"
"da4c049c-5efb-4551-8f71-5aae2e5fff68","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.140 - Waiting"
"3646e43b-13bb-49e5-8fab-d25f24ee3b1a","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.161 - Waiting"
"9ca442d6-b082-4e8f-a6f6-7adfc33719ba","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.180 - Small Meeting Room "
"b8d24ac8-7b50-412e-921c-bf27ebe1e659","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.181 - Staff Station"
"b252caf6-d619-4f47-b774-71ff695a9282","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.202 - CT Scanning Control Room"
"a1c59f01-f889-4946-9706-6354c82b2339","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.209 - CT Computer Room"
"92114f9d-4dd7-41e6-a9b8-fd53dd29de09","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.213 - General X - Ray Room With OPG"
"b7a197e3-4030-4cb2-9e3b-93d438405631","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.222 - Staff Station"
"2c41a29b-079d-498d-b552-d9b90b8cbdfb","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.225 - CT Scanning room"
"e54526bd-68ee-45df-8954-c99ccf130541","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.241 - Staff Station"
"04f9d943-1635-4e9d-90d7-6d346f3078eb","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.248 - Office - Clinical Workroom"
"7b3c1e8e-ad56-49d1-b823-5967b16bf2ce","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.249 - Staff Station"
"6aa9fb23-a7c7-4bfc-a44c-0a9a205bb6cf","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.330 - Staff Station"
"c05a1b47-009c-4b9a-a694-2e2224a6be4a","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.339 - Staff Station"
"85fcca24-c223-422d-89d1-3f0de742e0a1","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.405 - Office - Clinical Workroom"
"a1e6767f-d636-4597-947e-8ca53905a447","","fail","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.428 - Staff Room"
"04dc91b9-5b95-43aa-b3bb-cbcd566fc7f5","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.431 - Patient Chair Lounge"
"31e31375-18a8-46ce-8efa-c3b7ea49da0d","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building B","Lower Ground","LG.B.501 - Circulation"
"b7724174-da38-4ecd-9469-b27b2ff7fb4c","","work-in-progress","","folder","TRUE","FALSE","Building E"
"c9754820-3c4c-4119-a33e-83101b580452","","work-in-progress","","folder","TRUE","FALSE","Building E","Level 1"
"ab6d353c-96cc-4954-b9eb-ae5887de7f64","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 1","01.E.013 - Interview Room (Large)"
"7ca0837d-337e-4ef0-8045-16a60fd6364d","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 1","01.E.014 - Nursing Research Lab 1"
"77537cf2-504e-4c39-810f-db2ec07fc863","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 1","01.E.015 - Ante Room to Nursing Research Labs"
"461d554d-d8ab-415f-afa9-79c54cb505cc","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 1","01.E.016 - Nursing Research Lab 2"
"84ecab5f-419c-4244-a04f-d68482da1aa8","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 1","01.E.017 - Interview Room (Small)"
"86975627-27d5-402d-9120-20375b98b3e0","","work-in-progress","","folder","TRUE","FALSE","Building E","Level 2"
"acf84179-d90f-4a29-b2bb-bc034cc64324","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 2","02.E.012 - Meeting Room - Large, 15 Person"
"0f0afb51-169c-4488-9e4c-8be8e6a0b1c6","","not-applicable","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 2","02.E.013 - Laptop Bar"
"a31caca7-30e9-4f02-9e47-b6ae818a4b6b","","not-applicable","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 2","02.E.017 - Laptop Bar"
"55b4747d-1a7b-48a7-8bbd-c3b49788703a","","not-applicable","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 2","02.E.024 - Student Kitchen & Dining"
"4dc95080-2e2d-4a21-ab5d-15d3b5d7d3ed","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 2","02.E.025 - Meeting Room, 6 Person"
"d3248fd6-fd66-4e0e-868e-bc6bb8caba5a","","not-applicable","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 2","02.E.031 - Laptop Bar"
"7bf3ffdc-51a3-435e-b8de-5f1b9a4906d2","","work-in-progress","","folder","TRUE","FALSE","Building E","Level 3"
"eb1d5a14-7402-4a42-9234-8ad5fb381fac","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.006 - Circulation - Centre Headquarters"
"32fd743b-b569-4f9e-b00a-fe23e1c70b02","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.019 - Centre Meeting Room"
"7a77f9aa-1694-429d-b577-fd2bde7f23d4","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.020 - Meeting Room - iHeS"
"eed36aa4-e6d2-4fd2-adca-827bbe2b7bcd","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.041 - Translation Suite 1"
"e615b641-5d03-4c3a-acca-3cff13d024ac","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.042 - Translation Suite 2"
"1fcb7019-840a-4975-9330-14fe2bbca2f0","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.043 - Translation Suite 3"
"da83ff7a-24fe-4121-949e-f511cc8b5a3b","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.044 - Translation Suite 4"
"ad3618e4-6f7b-46ee-8180-04e61288c154","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.045 - BALM Consult Room 1"
"7bbd3e11-052d-4f9c-837d-fa61f0738710","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.046 - BALM Consult Room 2"
"124db1fa-8d5a-4902-a3fc-043057444183","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.047 - BALM Consult Room 3"
"2133d4c7-304a-41a7-a1fd-dec45c66b1ec","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.048 - BALM Consult Room 4"
"d5d85356-ce02-4f4b-ac82-33b47c21e567","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.049 - Physical Activity & Mindfulness Research Studio"
"2b30f9ac-8f69-42f4-8b38-f8f54515ee88","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.052 - BALM & Psychology Interventions"
"6e19e945-181a-46a5-a6b0-56d0c381e809","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.053 - Clinical Trial Room 6 (Large)"
"cb7635ba-61cc-4f1b-b191-06c7da5ef813","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.054 - Clinical Trial Room 5 (Small)"
"665ac63b-be58-4c9a-887d-23768d3b7a9b","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.055 - Clinical Trial Room 4 (Small)"
