"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"bdb2d8e4-b1b8-4e95-9cf2-e0199e963abe","","folder-normal","","","step","TRUE","FALSE","Site QA"
"01571320-087a-44f7-8015-90bd2feec6f3","","folder-normal","","","step","TRUE","FALSE","Site QA","SOG B-3"
"980ed53b-debd-42e1-9056-a4352d7ed1d7","","checklist-flat","","b7832d7d93e39c4cad0152a362bfe357ab419f8caaa52b65837061b7dc51a1ee","checklist-flat","FALSE","FALSE","Variations / SI","June-23","BosF # 02 forming of folds over and against capping beam blinders"
"f64a5562-c3a2-4980-beba-4fa3bd44ca16","","checklist-flat","","b7832d7d93e39c4cad0152a362bfe357ab419f8caaa52b65837061b7dc51a1ee","checklist-flat","FALSE","FALSE","Variations / SI","June-23","BosF  03 Temporary boundary soil retention"
"284eb4c4-2fb6-4358-8509-d7de86e93af6","","folder-normal","","","step","TRUE","FALSE","Progress Claim"
"93ba067e-856d-4c74-994b-7fbbdf720067","","folder-normal","","","step","TRUE","FALSE","Progress Claim","Jun-23"
"5c82ec37-6949-4d68-ae0f-6d5671862474","","checklist-flat","","Progress Claim Checklists","checklist-flat","FALSE","FALSE","Progress Claim","Jun-23","Progress Claim Checklists Test"
"7e443982-da3e-4aa0-a2b7-ee31467d5b72","","folder-normal","","","step","TRUE","FALSE","Progress Claim","Jul-23"
"c5b9dc38-fc69-496b-af72-10dffee4177a","","folder-normal","","","step","TRUE","FALSE","Progress Claim","Aug-23"
"020d3a7b-72ce-4128-a7b0-5f851311ed8d","","checklist-flat","","Progress Claim Checklists","checklist-flat","FALSE","FALSE","Progress Claim","Aug-23","Progress Claim Checklists Aug 23"
"f852d6ce-5852-404c-b63b-1d23ff3f00bc","","folder-normal","","","step","TRUE","FALSE","Progress Claim","Sep-23"
"d321cb80-0819-4f61-b03a-cc8beaf12d2f","","checklist-flat","","Progress Claim Checklists","checklist-flat","FALSE","FALSE","Progress Claim","Sep-23","Progress Claim Checklists Sept 23"
"172ccd33-52f4-4bd5-a4c5-e85fcec58e31","","folder-normal","","","step","TRUE","FALSE","Progress Claim","Oct-23"
"6da83cc1-f731-4bc1-9d26-dd5e0c132d19","","checklist-flat","","Progress Claim Checklists","checklist-flat","FALSE","FALSE","Progress Claim","Oct-23","Progress Claim Checklists October 23"
"7699658b-b676-4b60-9701-6fc332b374b1","","folder-normal","","","step","TRUE","FALSE","Progress Claim","Nov-23"
"b0229ccc-9df3-4a15-af66-3e830954df96","","checklist-flat","","Progress Claim Checklists","checklist-flat","FALSE","FALSE","Progress Claim","Nov-23","Progress Claim Checklists Nov 23"
"f7a71aa7-4179-4d88-95b7-cfeb82027405","","folder-normal","","","step","TRUE","FALSE","Progress Claim","Dec-23"
"b092ee5e-7bab-4169-a80f-bf3dc6dc81af","","folder-normal","","","step","TRUE","FALSE","Progress Claim","Jan-24"
"08ae4275-6357-4b5b-a726-1bb869b7a1a4","","folder-normal","","","step","TRUE","FALSE","Progress Claim","Feb-24"
"8cc21d5c-8ac2-4ed8-95f9-9ee63bfc648e","","folder-normal","","","step","TRUE","FALSE","Progress Claim","Mar-24"
"38ccdfcc-5dfd-45e8-a241-b09ea8a8e1b9","","folder-normal","","","step","TRUE","FALSE","Progress Claim","Apr-24"
"ebaf192a-1cb4-4248-afd5-aa63a976038f","","folder-normal","","","step","TRUE","FALSE","Progress Claim","May-24"
"3108a31a-d229-48fe-ad03-ac0801b6e31f","","folder-normal","","","step","TRUE","FALSE","Progress Claim","Jun-24"
"6a1feaa5-2e95-4011-9f24-49ecc8f67727","","checklist-flat","","Progress Claim Checklists","checklist-flat","FALSE","FALSE","Progress Claim","Jun-24","Progress Claim Checklists Test"
"de49451c-8a15-4621-9c53-bbc40428f944","","folder-normal","","","step","TRUE","FALSE","Progress Claim","Jul-24"
"19a7bbcc-1a19-4d69-974f-a9db289fb6af","","folder-normal","","","step","TRUE","FALSE","Progress Claim","Aug-24"
"34fc660c-8ef4-41c2-a522-e1b5f8d397e3","","folder-normal","","","step","TRUE","FALSE","Progress Claim","Sep-24"
"555d65a8-b455-4a86-b4ca-18a55c339b22","","folder-normal","","","step","TRUE","FALSE","Progress Claim","Oct-24"
"b79d293f-0795-4bd5-8625-6af36b0dfec7","","folder-normal","","","step","TRUE","FALSE","Progress Claim","Nov-24"
"c52528ab-7e20-4001-b054-337b709c500f","","folder-normal","","","step","TRUE","FALSE","Progress Claim","Dec-24"
"f28b5ec9-d0d7-4fe6-bf76-c259a91de598","","folder-normal","","","step","FALSE","FALSE","Variations"
"ef06715c-6f89-4bf6-8b28-c24db4702a40","","checklist-flat","","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist-flat","FALSE","FALSE","Variations","BosF# - 04 Hilti Tool Purchase"
"9b713179-b8ce-452d-91a4-d9cd7f017df8","","checklist-flat","","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist-flat","FALSE","FALSE","Variations","BosF # 06 Capping Beam June 23"
"5266dd4a-32e6-4257-a74a-b41232ba9c83","","checklist-flat","","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist-flat","FALSE","FALSE","Variations","Spoon drain works B3"
"9c735e7d-6763-46db-b0c0-884ae0e62d23","","checklist-flat","","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist-flat","FALSE","FALSE","Variations","BosF#-17 B3 Energex rebates earth pockets"
"9aa87dff-d0f2-47b1-951a-7a92f82d0cbe","","checklist-flat","","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist-flat","FALSE","FALSE","Variations","BosF#-11 B3 penetration around piles"
"b72eb815-ecec-41dc-821e-f3abd0968396","","checklist-flat","","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist-flat","FALSE","FALSE","Variations","BosF#-13 B3 footing columns"
"ae283d65-a7c5-46fb-94cd-33eb3d9fbb89","","checklist-flat","","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist-flat","FALSE","FALSE","Variations","B3 Pump peno"
"60ff1482-3375-4fa6-ac44-be5006fa8174","","checklist-flat","","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist-flat","FALSE","FALSE","Variations","BosF#-14 B3 P1 hob"
"6a150793-5a4f-4080-b553-0d9809ca8abf","","checklist-flat","","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist-flat","FALSE","FALSE","Variations","BosF#-12 B3 pad footings"
"e1f32025-a406-4e32-a211-4c2e9cf5a5c7","","checklist-flat","","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist-flat","FALSE","FALSE","Variations","BosF#-08 Purchase of wet vacs"
"74a2f1dc-09bb-43bc-b8f8-dbb3a61da918","","checklist-flat","","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist-flat","FALSE","FALSE","Variations","25mm ply rebate boards "
"49e2005a-9df6-4d73-8777-2c0eed9f8091","","checklist-flat","","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist-flat","FALSE","FALSE","Variations","BosF#15 B3 Pump Peno"
"d6e11b93-03f9-4f1d-b473-b565377b86f9","","checklist-flat","","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist-flat","FALSE","FALSE","Variations","BosF#-16 B3 P3 Satellite Pump Peno"
"fafb8433-32b4-4366-9566-3c2ee9217084","","checklist-flat","","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist-flat","FALSE","FALSE","Variations","BosF#-09 Hilti tools for icon"
"dd4866d5-5195-4c63-a7cc-38d4de15d18c","","checklist-flat","","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist-flat","FALSE","FALSE","Variations","BosF#-10 Toolbox purchase"
"0140d86f-f031-4b74-83db-ed4521448567","","folder-normal","","","step","TRUE","FALSE","General Incident Notification"
"e6ed9804-b461-44f6-a692-86d5afb50d53","","folder-normal","","","step","TRUE","FALSE","Hoist"
"45182b5a-aae8-4e34-875b-3ccd27e18093","","folder-normal","","","step","TRUE","FALSE","EOT Record"
"253d3af1-49eb-4baf-84db-a405c3a26c90","","folder-normal","","","step","TRUE","FALSE","EOT Record","Nov 23"
"62141ea2-ecb1-4cc2-a648-09033925916f","","folder-normal","","","step","TRUE","FALSE","EOT Record","Dec 23"
"1f45477a-eaa3-40be-99ab-82c582bdf482","","folder-normal","","","step","TRUE","FALSE","EOT Record","Jan 24"
"f9104112-0a2e-4e43-8ed8-b5cb290d9710","","folder-normal","","","step","TRUE","FALSE","EOT Record","Feb 24"
"3e952455-29c9-4069-a0ab-97681d30facc","","folder-normal","","","step","TRUE","FALSE","EOT Record","March 24"
"2f9a2aa8-63cb-48cb-a0d7-99b3b333e080","","folder-normal","","","step","TRUE","FALSE","EOT Record","April 24"
"4cdca256-1d94-4aba-a5db-f2d596bc23f5","","folder-normal","","","step","TRUE","FALSE","EOT Record","May 24"
"09456bcb-3441-42f7-9321-cdc50823b426","","folder-normal","","","step","TRUE","FALSE","EOT Record","June 24"
"6ee6c5c6-d39e-43c5-8b93-29e3766ff63c","","folder-normal","","","step","TRUE","FALSE","EOT Record","July 24"
"d5d7be11-0e23-4ec4-aa99-dde02f51619e","","folder-normal","","","step","TRUE","FALSE","EOT Record","Aug 24"
"8c6f3f83-7ef7-4778-9dfb-05c9da366d96","","folder-normal","","","step","TRUE","FALSE","EOT Record","Sept 24"
"575893dd-38b9-4a38-bed8-774100abef85","","folder-normal","","","step","TRUE","FALSE","EOT Record","Oct 24"
"ad810c00-f5f7-4b33-b81b-a7974a10b3bf","","folder-normal","","","step","TRUE","FALSE","EOT Record","Nov 24"
"54cd4eaa-8437-418b-873e-08f56282a2c5","","folder-normal","","","step","TRUE","FALSE","EOT Record","Dec 24"
"2fe70145-2aa6-4c77-b102-f4b4ac8dcce3","","checklist-flat","","EOT Record","checklist-flat","FALSE","FALSE","EOT Record","EOT Record 22-11-23"
