"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1e131c81-4472-4310-a523-a508d965cd3c","","folder-normal","pass","","step","TRUE","FALSE","Stage 1"
"fae69bb7-4c72-42e6-b281-5f1cf16c7857","","folder-normal","pass","","step","TRUE","FALSE","Stage 1","51"
"604f812b-ebf1-427e-8ecd-6f2659fc756d","","folder-normal","pass","","step","TRUE","FALSE","Stage 1","51","Ground"
"5a17034f-d6f2-4159-8a58-c62ed7e669fb","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","51","Ground","W01h-51"
"4524970d-0d3c-5cec-85b0-bcfd48ee19ae","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 2","43","1","W06h-43","Airseals Completed"
"04b9737c-93df-58c6-84d2-5760db3edc22","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 2","43","1","W06h-43","Site Glazing Completed - Viridian Glass"
"f481381e-fa21-5966-b925-93c329a2be91","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 2","43","1","W06h-43","Trade Clean"
"f8c5de8b-5c1d-5ed7-bfb0-20ef9959687b","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 2","43","1","W06h-43","Wights - Sign Off"
"e4cef836-8252-4fc2-aabb-33246e7ba323","","folder-normal","pass","","step","TRUE","FALSE","Stage 2","43","2"
"9b528b41-e2d1-4fe8-ae2c-d9c29d46e0d9","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 2","43","2","W09-43"
"6c8bb027-c5da-5b5b-b4d8-a54d863d6137","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 2","43","2","W09-43","Opening Wrapped & Prepared Correctly"
"f9d3b499-d2fb-5390-b177-4a72350dcb32","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 2","43","2","W09-43","Weather Seals As Per Shop Drawing (provide photo reference)"
"dc34bf25-d4a5-533b-8920-5eec4c90d4a5","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 2","43","2","W09-43","Installed / Fixed As Per Shop Drawings"
"70ce33e0-a5a1-55d6-bb0d-458847846327","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 2","43","2","W09-43","Airseals Completed"
"8fcd1ac6-f823-5880-87de-b0ad72cf44d8","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 2","43","2","W09-43","Site Glazing Completed - Viridian Glass"
"1009ad29-e7d3-5294-853b-74fb4a5a8bbc","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 2","43","2","W09-43","Trade Clean"
"a4692f3a-621d-541d-8ff9-f488ce7e00f6","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 2","43","2","W09-43","Wights - Sign Off"
"de7e68bf-242a-4069-9712-3f405f2801f8","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 2","43","2","W12h-43"
"d4f310bd-de71-5c5c-803b-a8f408903bff","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 2","43","2","W12h-43","Opening Wrapped & Prepared Correctly"
"24480e32-77e0-59dc-872c-ce9d6796a218","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 2","43","2","W12h-43","Weather Seals As Per Shop Drawing (provide photo reference)"
"5eb38c9e-ae83-5ea0-9ce5-f2e0d488f184","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 2","43","2","W12h-43","Installed / Fixed As Per Shop Drawings"
"d22613ff-2ac4-51ba-bea1-fbb55634fb6a","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 2","43","2","W12h-43","Airseals Completed"
"cf226e14-8a2a-5243-a379-22e682727c6e","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 2","43","2","W12h-43","Site Glazing Completed - Viridian Glass"
"82e2e9f0-891a-5e60-a78e-9fd491719259","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 2","43","2","W12h-43","Trade Clean"
"f60406f5-c76a-507d-8057-678b383aa553","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 2","43","2","W12h-43","Wights - Sign Off"
"177b99cb-de67-4f88-8b08-1fdc80339083","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 2","43","2","W13-43"
"5bf06844-6f7e-569e-96fa-74ee98e43401","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 2","43","2","W13-43","Opening Wrapped & Prepared Correctly"
"3502c141-af16-51f8-b465-7b1effe24b99","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 2","43","2","W13-43","Weather Seals As Per Shop Drawing (provide photo reference)"
"c3512ad1-dcbf-5477-9a4f-95dbf5ba37a0","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 2","43","2","W13-43","Installed / Fixed As Per Shop Drawings"
"d41d19b9-e7e1-5b6c-a458-761d54438534","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 2","43","2","W13-43","Airseals Completed"
"41d8515e-0205-527a-a916-9acc6ef6d43f","","checkpoint-status","not-applicable","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 2","43","2","W13-43","Site Glazing Completed - Viridian Glass"
"38d90355-00a1-5b7e-9d0b-3809b1074f15","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 2","43","2","W13-43","Trade Clean"
"c0404228-9223-58bd-a21b-b02e8010a409","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 2","43","2","W13-43","Wights - Sign Off"
"304fcdd0-3249-4e44-bee8-bd2df23ac19c","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 2","43","2","W15-43"
"451af8a9-f86e-5232-a7c9-2cf293166e23","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 2","43","2","W15-43","Opening Wrapped & Prepared Correctly"
"aeac3061-0613-5f81-84ac-b0a7c440e1a8","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 2","43","2","W15-43","Weather Seals As Per Shop Drawing (provide photo reference)"
"3a7a283f-ad7a-5791-8ec9-42c454b67c5c","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 2","43","2","W15-43","Installed / Fixed As Per Shop Drawings"
"2f722936-d0ca-5c48-8c6a-49362eb3780c","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 2","43","2","W15-43","Airseals Completed"
"278cccd9-e178-5484-a39a-45e11d329f16","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 2","43","2","W15-43","Site Glazing Completed - Viridian Glass"
"af31d6e4-e65c-5ff6-adbd-c6c8fafd23e2","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 2","43","2","W15-43","Trade Clean"
"a32fcc07-6dab-5f8d-981d-a9d20b44bd14","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 2","43","2","W15-43","Wights - Sign Off"
"d3e788cc-6895-48c8-a665-d73e53538c7e","","folder-normal","pass","","step","TRUE","FALSE","Stage 2","43","3"
"bd208476-40a2-4699-a542-f6e762a0e446","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 2","43","3","W09-43"
"8038f82a-cb6b-580c-b521-148a4acc09df","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 2","43","3","W09-43","Opening Wrapped & Prepared Correctly"
"1a633b6d-54f8-5cbf-b5d5-05616296e9e1","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 2","43","3","W09-43","Weather Seals As Per Shop Drawing (provide photo reference)"
"d64f4e29-7ca0-5277-8db4-1cf3a9d3b7f1","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 2","43","3","W09-43","Installed / Fixed As Per Shop Drawings"
"158b19b3-3344-567b-a2a1-8346934f8525","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 2","43","3","W09-43","Airseals Completed"
"5664637e-7ea3-5b6b-a49f-406e39435c00","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 2","43","3","W09-43","Site Glazing Completed - Viridian Glass"
"531fbbff-c39c-5c42-93ee-b4c4b01ac9cf","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 2","43","3","W09-43","Trade Clean"
"2b2a2040-69b9-543f-bd82-cdb8362fdcb0","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 2","43","3","W09-43","Wights - Sign Off"
"b573efd4-4e27-420d-993f-c5256c77b8a6","","folder-normal","pass","","step","TRUE","FALSE","Stage 2","44"
"97a1b1d4-5c03-4d2c-a35e-58010099aa86","","folder-normal","pass","","step","TRUE","FALSE","Stage 2","44","Ground"
"7d9c1970-4e7a-4114-b29e-a851fdc6d48a","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 2","44","Ground","W01h-44"
"11fd39b0-ba1b-599a-a00e-fd5e175d31e8","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 2","44","Ground","W01h-44","Opening Wrapped & Prepared Correctly"
"59923716-3636-52a8-8bec-e18efd5ad111","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 2","44","Ground","W01h-44","Weather Seals As Per Shop Drawing (provide photo reference)"
"280f3fe9-6a45-5c0b-b3e4-c6ddb700dc93","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 2","44","Ground","W01h-44","Installed / Fixed As Per Shop Drawings"
"776746f7-e189-56ed-930f-2f5435433e9a","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 2","44","Ground","W01h-44","Airseals Completed"
"2fc1d976-298a-5321-867b-4137becd5a30","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 2","44","Ground","W01h-44","Site Glazing Completed - Viridian Glass"
"6dd4e02f-204d-54e1-a1c3-c10d1fc78aa2","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 2","44","Ground","W01h-44","Trade Clean"
"92297571-0ea8-5e40-8269-298520e11bdd","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 2","44","Ground","W01h-44","Wights - Sign Off"
"a378189f-fb69-4e91-a977-5a999954ef1d","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 2","44","Ground","W02h-44"
"8bd4dabd-61f3-5069-86dc-47954cf87dc5","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 2","44","Ground","W02h-44","Opening Wrapped & Prepared Correctly"
"91c3b0cf-0549-5702-b62d-7051e3d6db00","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 2","44","Ground","W02h-44","Weather Seals As Per Shop Drawing (provide photo reference)"
"842e1951-22d4-5bcd-b43e-8ee5b3802b15","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 2","44","Ground","W02h-44","Installed / Fixed As Per Shop Drawings"
"d5c75478-7bd0-51bb-8a2d-8790843c88ad","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 2","44","Ground","W02h-44","Airseals Completed"
"f5b64a31-b4da-5cfe-9912-d5927646dc91","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 2","44","Ground","W02h-44","Site Glazing Completed - Viridian Glass"
"a436428f-3469-5c6a-9ee0-d5a1631c7c6e","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 2","44","Ground","W02h-44","Trade Clean"
"8c9d952f-e571-567f-b386-45132e475b54","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 2","44","Ground","W02h-44","Wights - Sign Off"
"b114a293-d0c5-4860-b467-d9919d94ffb8","","folder-normal","pass","","step","TRUE","FALSE","Stage 2","44","1"
"7cb887d4-3461-4c26-83a5-477ece4445ac","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 2","44","1","W05h-44"
"9f529bb5-35f1-5969-afd7-1f95343d3f58","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 2","44","1","W05h-44","Opening Wrapped & Prepared Correctly"
"1ec54628-abbc-5379-b3fb-7b635562ea83","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 2","44","1","W05h-44","Weather Seals As Per Shop Drawing (provide photo reference)"
"8c4aaf2b-bf93-569e-bb7c-aa20b14a1364","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 2","44","1","W05h-44","Installed / Fixed As Per Shop Drawings"
"c4e7a0cf-863d-53a6-9986-eb16795b7b7b","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 2","44","1","W05h-44","Airseals Completed"
"8794f021-41ac-556e-8daa-3beddac2f4be","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 2","44","1","W05h-44","Site Glazing Completed - Viridian Glass"
"8caa6cd6-064b-5500-9e18-bbd730129bd9","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 2","44","1","W05h-44","Trade Clean"
"95dbb43d-0596-5660-a6c7-d82b2366de69","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 2","44","1","W05h-44","Wights - Sign Off"
"495f7284-fa2f-4564-94e0-ef14072e98f7","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 2","44","1","W07-44"
"405693b3-ca86-51fa-92c7-b410f5e9a009","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 2","44","1","W07-44","Opening Wrapped & Prepared Correctly"
"aa3dab55-d33d-55f0-85d5-57f2850f206f","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 2","44","1","W07-44","Weather Seals As Per Shop Drawing (provide photo reference)"
"dd76ac7c-dc00-5f14-b2be-a31feebbd1da","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 2","44","1","W07-44","Installed / Fixed As Per Shop Drawings"
"6c5bddc0-4194-5865-8122-7e19a7e26b2e","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 2","44","1","W07-44","Airseals Completed"
"95e1db2c-d442-511f-81e7-82b28a7b344a","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 2","44","1","W07-44","Site Glazing Completed - Viridian Glass"
"91229c93-48a0-5b03-bfec-c190052bbadc","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 2","44","1","W07-44","Trade Clean"
"1f2f9011-49fd-514e-be9d-d6533c92ee8b","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 2","44","1","W07-44","Wights - Sign Off"
"0696ad3d-0967-4088-95dd-990d687aec81","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 2","44","1","W08h-44"
"b0fc1614-b157-574c-9c84-c5736afc2460","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 2","44","1","W08h-44","Opening Wrapped & Prepared Correctly"
"cb90ca6c-0d58-57b0-bd4b-a48aec4f44b2","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 2","44","1","W08h-44","Weather Seals As Per Shop Drawing (provide photo reference)"
"3950375f-7ddb-5f67-b7bb-201cfbc5ac06","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 2","44","1","W08h-44","Installed / Fixed As Per Shop Drawings"
"aedd21f5-8452-5c26-b9ec-f9d367954919","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 2","44","1","W08h-44","Airseals Completed"
"fc75ba2f-fee8-5552-8828-c4d16df1b37f","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 2","44","1","W08h-44","Site Glazing Completed - Viridian Glass"
"eddbbacf-cb0f-5f9b-8cd9-fb82c2aa3d16","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 2","44","1","W08h-44","Trade Clean"
"284f55a6-79ae-5ac6-8486-18db5d3ae1d1","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 2","44","1","W08h-44","Wights - Sign Off"
"14ee2951-558c-411c-9131-afcc797ea1a7","","folder-normal","pass","","step","TRUE","FALSE","Stage 2","44","2"
"a7206774-2b14-4a2c-92a8-58a5625dcecc","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 2","44","2","W06h-44"
"9c294c87-7a1b-5213-831d-7dcd103c2ef3","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 2","44","2","W06h-44","Opening Wrapped & Prepared Correctly"
"21436130-6f5b-533b-b533-5d39ed9170fa","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 2","44","2","W06h-44","Weather Seals As Per Shop Drawing (provide photo reference)"
"a32174f2-41ed-5f67-b1da-a414fbe4c365","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 2","44","2","W06h-44","Installed / Fixed As Per Shop Drawings"
"678d8c3f-9256-5adb-bb99-6bba6cd43895","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 2","44","2","W06h-44","Airseals Completed"
"a77eddd9-265a-59c1-8dfb-8e28550feaff","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 2","44","2","W06h-44","Site Glazing Completed - Viridian Glass"
"c45eb8f3-5147-584b-9167-a3c82c7364f7","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 2","44","2","W06h-44","Trade Clean"
"a9678d3b-7271-5634-a5cb-1965dd44a8cb","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 2","44","2","W06h-44","Wights - Sign Off"
"8e693026-ff6e-4878-8d5e-30a8c52bff86","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 2","44","2","W09-44"
"6acdcd04-5513-5cc5-8341-413b0d3a69e9","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 2","44","2","W09-44","Opening Wrapped & Prepared Correctly"
"38f0d404-5f8c-53c7-8b72-945c011d42de","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 2","44","2","W09-44","Weather Seals As Per Shop Drawing (provide photo reference)"
"95c00699-86fc-5751-8243-ce4a54a88b16","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 2","44","2","W09-44","Installed / Fixed As Per Shop Drawings"
"edbec7bd-14df-5b9c-93da-928117264c2d","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 2","44","2","W09-44","Airseals Completed"
"23d92230-b898-5bbd-889c-03ccaa62e694","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 2","44","2","W09-44","Site Glazing Completed - Viridian Glass"
"bbb207f6-3c2e-5966-9781-56cff9d4df4f","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 2","44","2","W09-44","Trade Clean"
"bab4cdac-b2e4-594f-84d3-6139cbe861a6","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 2","44","2","W09-44","Wights - Sign Off"
"412f71f5-3463-41cb-9a14-7929afe117fe","","folder-normal","pass","","step","TRUE","FALSE","Stage 2","44","3"
"7c48d15a-41bd-4f41-8790-ce45ee23a1c9","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 2","44","3","W09h-44"
"e05d28d1-b769-5c91-91b5-221b26fdd011","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 2","44","3","W09h-44","Opening Wrapped & Prepared Correctly"
"33f2c279-f993-5c51-9fc6-b0c1099658cd","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 2","44","3","W09h-44","Weather Seals As Per Shop Drawing (provide photo reference)"
"e694f508-b940-55a9-ba75-2fcec11b6f1d","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 2","44","3","W09h-44","Installed / Fixed As Per Shop Drawings"
"6bdbfe00-b995-57bf-ad1e-62e55b2da47f","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 2","44","3","W09h-44","Airseals Completed"
"ab17c6ed-b925-5d60-afc4-6cf00d10631d","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 2","44","3","W09h-44","Site Glazing Completed - Viridian Glass"
"b0d183e5-0a98-5d3e-b633-65b0c3f1892a","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 2","44","3","W09h-44","Trade Clean"
"05c1ebba-953d-5fcb-ac03-8ef23f9a6ee0","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 2","44","3","W09h-44","Wights - Sign Off"
"aa56dca5-586b-4ae8-8f4b-2325b497c01e","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 2","44","3","W13-44"
"d52a9595-f655-562d-8f04-a9870a1ca0e4","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 2","44","3","W13-44","Opening Wrapped & Prepared Correctly"
"ad9fee2f-f6d5-56a3-8464-d981a7777761","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 2","44","3","W13-44","Weather Seals As Per Shop Drawing (provide photo reference)"
"aab785bb-14e1-5ea6-98e5-2002a97a5df3","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 2","44","3","W13-44","Installed / Fixed As Per Shop Drawings"
"3f0ec0bc-a8a9-564a-8160-a527c5fec2ed","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 2","44","3","W13-44","Airseals Completed"
"64b01733-f3ea-5989-a489-103ab990b5ce","","checkpoint-status","not-applicable","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 2","44","3","W13-44","Site Glazing Completed - Viridian Glass"
"de46b611-4d2d-5466-bd30-495f27191980","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 2","44","3","W13-44","Trade Clean"
"70e0259a-79a5-5365-9f2d-e8ae854527d2","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 2","44","3","W13-44","Wights - Sign Off"
"461cf863-3780-4be1-bd51-5685dba16d91","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 2","44","3","W14h-44"
