"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5496bd3b-43c6-477c-8bfc-8f754a3e9c80","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-start","checklist-flat","FALSE","FALSE","Overall Pre-start"
"da83bc21-93d8-5cbe-9b7a-9097e69d2bf1","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-start","Overall Pre-start"
"cda5f5a5-7556-5d66-b9b4-bfbcea1b950c","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","System information:"
"244f7ec7-d6c0-5564-a8a0-bbe270a93001","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","SSP Attached"
"3a1bb973-be14-5bcc-8442-b6bd4b53bf26","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Task Analysis Attached"
"fcb18e33-a69b-563b-a096-ace7bdb7fe20","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","Relevant Drawings Attached"
"d7bdcd44-4637-532b-8f8b-a5c0e7899973","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Pre-Start Photos"
"23730f57-f56c-43f9-81cc-eea55eb99441","","folder-normal","not-started","","step","TRUE","FALSE","QA"
"50864cac-96df-4bc1-af95-3958fa58cf06","","folder-normal","not-started","","step","TRUE","FALSE","QA","RoofSafe Cable Systems"
"9a34591a-f2b1-4092-99d0-70560c67a68a","","folder-normal","not-started","","step","TRUE","FALSE","QA","RoofSafe Cable Systems","1No RoofSafe Cable System - Line 01"
"6a0f141a-9eeb-4e63-9a54-6c3f4ba939cc","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","1No RoofSafe Cable System - Line 01","Pre-Fit Off Checklist"
"dc0f3ef4-75ce-54ee-8b7b-a49257d1d9e8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 02 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 02","Photo uploaded of clean work area"
"b52a4377-dc78-5f93-a99e-c1540f3232bc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 02 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 02","Video taken"
"6e3ccb58-4f21-44ad-a176-6d83990cfe0e","","folder-normal","not-started","","step","TRUE","FALSE","QA","Access Ladder Systems","Item 03 - Permanent Access Ladder System"
"c732d5ca-6427-4148-a75b-80f7bb492143","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Access Ladder Systems","Item 03 - Permanent Access Ladder System","Pre-Fit Off Checklist"
"ba78398a-706b-5c2b-bab4-2ec5c98b5c29","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 03 - Permanent Access Ladder System","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"42bc5439-3f4f-5393-8daa-094bd92c6ba6","","holdpoint","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 03 - Permanent Access Ladder System","Pre-Fit Off Checklist","EMAIL PM"
"c4674455-f674-5d9e-a1e9-d081317c073e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 03 - Permanent Access Ladder System","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"46af9c69-258c-4c79-a2fb-7982ea9ad36d","","checklist-flat","not-started","Fit Off Checklist - Ladder System","checklist-flat","FALSE","FALSE","QA","Access Ladder Systems","Item 03 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 03"
"2d6d4356-f4b0-5611-ba69-4ffcd0b34a50","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 03 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 03","Installed to manufacturer or PBI Installation instructions"
"479e4b1c-5d46-5ba5-bed0-66d51cfec037","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 03 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 03","Installed as per AS1657:2018"
"a39726f6-1f85-53aa-b626-debe2f343f7c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 03 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 03","All fixings secure"
"436a6398-95a5-5fe8-907e-f75e3db58dca","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 03 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 03","Top step of ladder flush with either walk-off kit or building edge"
"c245b8ca-45e4-5b1d-9c21-8ae6a50e4fb1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 03 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 03","No unsealed penetrations to the roof"
"c4052196-0a73-5f7d-b1e2-3da888ff1f9a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 03 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 03","If caged, cage start between 2m and 2.2m from ground level?"
"19b91fc3-e76c-5aba-8c9d-eb76767fb2a8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 03 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 03","If ladder is above 3.5m, does it contain a cage?"
"33f2fbf8-5f59-537b-a052-0236ccd356d7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 03 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 03","If ladder is above 6m, does it have a mid-way platform?"
"fed9b45a-1f5a-5d95-94ab-6b511836366f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 03 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 03","Photo uploaded of clean work area"
"0b9024e5-f4fb-546a-8fbd-aca87cacf4dd","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 03 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 03","Video taken"
"701a88e3-f012-4e98-91dc-f1369e6ff429","","folder-normal","not-started","","step","TRUE","FALSE","QA","Access Ladder Systems","Item 04 - Permanent Access Ladder System"
"5f49711d-55f4-4d16-b7a6-4f5298563f5c","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Access Ladder Systems","Item 04 - Permanent Access Ladder System","Pre-Fit Off Checklist"
"28beb353-7ebf-56c1-92d2-10c05f82bf1f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 04 - Permanent Access Ladder System","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"a9b2ebc7-d99e-5916-8923-cdee861c914c","","holdpoint","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 04 - Permanent Access Ladder System","Pre-Fit Off Checklist","EMAIL PM"
"1c0bb6b7-3376-5f22-9235-8cf3a15a17da","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 04 - Permanent Access Ladder System","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"8937d06f-3ca0-4959-8725-97c312d77609","","checklist-flat","not-started","Fit Off Checklist - Ladder System","checklist-flat","FALSE","FALSE","QA","Access Ladder Systems","Item 04 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 04"
"03425777-3fbd-56b6-ba4a-2c3f3dbfb5ad","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 04 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 04","Installed to manufacturer or PBI Installation instructions"
"677f8ce9-0413-53ae-af70-7bfb998b78a7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 04 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 04","Installed as per AS1657:2018"
"27e86084-6cca-5d3f-9975-64b5e99eea37","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 04 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 04","All fixings secure"
"e3ccd11c-6b1f-5982-94c0-b14a655bc07c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 04 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 04","Top step of ladder flush with either walk-off kit or building edge"
"ed065bd1-efaa-59c1-a55c-758338145061","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 04 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 04","No unsealed penetrations to the roof"
"cfc75043-fef4-5635-a9f7-cd9951f5974b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 04 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 04","If caged, cage start between 2m and 2.2m from ground level?"
"daa9198a-8100-5171-acb0-c92bc0457343","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 04 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 04","If ladder is above 3.5m, does it contain a cage?"
"f0b9bc5e-6daf-5c8c-b08f-4f8b76b685c0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 04 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 04","If ladder is above 6m, does it have a mid-way platform?"
"910971c9-14d2-5587-86cf-407e65b5cb6c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 04 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 04","Photo uploaded of clean work area"
"6f09462e-4a90-527b-b957-d8e371d7913e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 04 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 04","Video taken"
"9f6f9f7f-aa6b-44ab-a015-c00821e37eb9","","folder-normal","not-started","","step","TRUE","FALSE","QA","Access Ladder Systems","Item 05 - Permanent Access Ladder System"
"e665416c-6193-4912-925d-127799a69c49","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Access Ladder Systems","Item 05 - Permanent Access Ladder System","Pre-Fit Off Checklist"
"38a1facf-3b89-5e2f-bc32-80b73df6430e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 05 - Permanent Access Ladder System","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"ada0cc22-180b-5be6-851d-d6bb821629db","","holdpoint","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 05 - Permanent Access Ladder System","Pre-Fit Off Checklist","EMAIL PM"
"5bfdff0f-5016-5b6e-883c-2a8afc75fc4e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 05 - Permanent Access Ladder System","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"52a679a3-515a-4436-a0a1-9ef0933e2ac0","","checklist-flat","not-started","Fit Off Checklist - Ladder System","checklist-flat","FALSE","FALSE","QA","Access Ladder Systems","Item 05 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 05"
"1580a079-fc5a-5210-8ef8-09794f5a784d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 05 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 05","Installed to manufacturer or PBI Installation instructions"
"7f997988-3ade-5c78-acdc-bafc7db7f29e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 05 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 05","Installed as per AS1657:2018"
"4d085645-3a1f-5e0a-abdc-b23bbe0bac78","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 05 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 05","All fixings secure"
"e7c40637-dfe6-508f-8630-afe9ef879693","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 05 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 05","Top step of ladder flush with either walk-off kit or building edge"
"bbea9536-6186-51bd-877a-2c98992fcaed","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 05 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 05","No unsealed penetrations to the roof"
"b2cdf42e-b19b-5904-adf7-ee41d9da896b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 05 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 05","If caged, cage start between 2m and 2.2m from ground level?"
"7e88d08f-97dc-522d-8181-27e7873d2f9e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 05 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 05","If ladder is above 3.5m, does it contain a cage?"
"2967bd4b-4245-5bd8-b5df-58db1c033b58","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 05 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 05","If ladder is above 6m, does it have a mid-way platform?"
"a06c7948-5a79-59ce-9c35-190fa849ccad","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 05 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 05","Photo uploaded of clean work area"
"4974381f-dd17-51cc-98b3-bee3d9419943","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 05 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 05","Video taken"
"61500d24-2db4-4726-a1ef-20dc0812ffd1","","folder-normal","not-started","","step","TRUE","FALSE","QA","Access Ladder Systems","2No Walkway Systems"
"d0c6bf99-005d-43e6-8b85-305872476742","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Access Ladder Systems","2No Walkway Systems","Pre-Fit Off Checklist"
"cbaa26e0-8823-5d3d-b443-0c2855bc2ec4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","2No Walkway Systems","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"13d0ce9f-3731-53e1-b606-ef474e50309b","","holdpoint","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","2No Walkway Systems","Pre-Fit Off Checklist","EMAIL PM"
"20eba5fa-9a39-5ede-866c-2e21b69ff187","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","2No Walkway Systems","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"884262c7-adfb-4f82-91f7-33a671e71dab","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Access Ladder Systems","2No Walkway Systems","Fit Off Checklist - Walkway 01"
"272e8b4c-e6e8-5b01-a4a6-c9bc1611e400","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","2No Walkway Systems","Fit Off Checklist - Walkway 01","Photos taken of installed item"
"135371dd-4a7d-5d19-8248-6c91689cdac7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","2No Walkway Systems","Fit Off Checklist - Walkway 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"61dcd356-7bdb-45c0-99ac-0c932ff592ce","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Access Ladder Systems","2No Walkway Systems","Fit Off Checklist - Walkway 02"
"63dc89e9-194d-5ace-83ad-9f128ad9f82e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","2No Walkway Systems","Fit Off Checklist - Walkway 02","Photos taken of installed item"
"fb7057cd-51a1-5201-b7ec-b43fc864e58d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","2No Walkway Systems","Fit Off Checklist - Walkway 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"4ab2f92d-888f-40ec-b25a-b3c88150917c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Roof Access Requirements"
"bde1a462-dfff-4d1a-a27d-4a738d5c4036","","checklist-flat","work-in-progress","Roof Access Requirements","checklist-flat","FALSE","FALSE","Roof Access Requirements","Roof Access Requirements"
"571bcdf2-01d8-592a-8f1b-3f8cc9e7d4e3","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Roof Access Requirements","Roof Access Requirements","Brief description of roof access requirements for Recert Team"
"4dd135d8-240a-4e70-8adb-1a873668c9e4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Data Plate & Access Point"
"36913f5b-44eb-4be2-9d84-3ecc31125a83","","checklist-flat","not-started","Data Plate & Access Point (Anchor Points)","checklist-flat","FALSE","FALSE","Data Plate & Access Point","Data Plate & Access Point"
"764e1c9f-110b-5c43-a19c-c442dc228ebb","","checkpoint-status","not-started","","","TRUE","TRUE","Data Plate & Access Point","Data Plate & Access Point","Details of Data Plate"
"96f3bab1-61a9-5337-bfd2-d4d6b0833525","","checkpoint-status","not-started","","","TRUE","TRUE","Data Plate & Access Point","Data Plate & Access Point","1 photo required of Data Plate"
"7d7f9264-c436-55dc-960f-0873a6b63c77","","checkpoint-status","not-started","","","TRUE","TRUE","Data Plate & Access Point","Data Plate & Access Point","Details of Access Point"
"8ac9871c-b883-5627-ac4e-9afb6d9bd137","","checkpoint-status","not-started","","","TRUE","TRUE","Data Plate & Access Point","Data Plate & Access Point","1 photo required of Access Area"
"5957e98c-bfb6-49bc-a7ae-bc492d22ea52","","checklist-flat","work-in-progress","Data Plate, Access Point (Rails and Line Systems)","checklist-flat","FALSE","FALSE","Data Plate & Access Point","Data Plate, Access Point & Carriage/Travellers"
"e6e4412b-9875-5728-9f01-468682be6ad1","","checkpoint-status","not-started","","","TRUE","TRUE","Data Plate & Access Point","Data Plate, Access Point & Carriage/Travellers","Details of Data Plate"
"8d3dae1c-40c8-5457-91b7-738abbb78ee4","","checkpoint-status","not-started","","","TRUE","TRUE","Data Plate & Access Point","Data Plate, Access Point & Carriage/Travellers","1 photo required of Data Plate"
"3e9416df-546d-5e95-9e48-4e8fa7fd6f75","","checkpoint-status","not-started","","","TRUE","TRUE","Data Plate & Access Point","Data Plate, Access Point & Carriage/Travellers","Details of Access Point"
"1c4bf273-93ea-5970-a615-d5a9ea152391","","checkpoint-status","not-started","","","TRUE","TRUE","Data Plate & Access Point","Data Plate, Access Point & Carriage/Travellers","1 photo required of Access Area"
"bab41ad2-f619-519c-b702-2f1de819e045","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Data Plate & Access Point","Data Plate, Access Point & Carriage/Travellers","Details of Rail Carriages/Cable Travellers"
"140a89ad-9334-59e6-abbd-b1cf04c00345","","checkpoint-status","not-started","","","TRUE","TRUE","Data Plate & Access Point","Data Plate, Access Point & Carriage/Travellers","1 photo required of carriages/travellers"
"c6b24ad4-bd74-424d-bc0a-c233c65a5b5b","","checklist-flat","no-status-not-started","SYS - PT - Practical Completion","checklist-flat","FALSE","FALSE","Practical Completion"
"a3911029-8eae-585d-834e-35e0f017e523","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Practical Completion","System installed and ready for review from Project Manager."
"dcf3decd-0ca3-5659-9d38-8413bae7bbd0","","holdpoint","no-status-not-started","","","TRUE","TRUE","Practical Completion","Request Review to PM"
"f6a1c05f-4bd5-590d-b208-be8caa2aac4d","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Practical Completion","Project Manager has reviewed, checked and approved system."
"1625a0f6-e25c-58df-8479-b16195d38c8f","","holdpoint","no-status-not-started","","","TRUE","TRUE","Practical Completion","Additional information required"
"e444e2e6-e349-5718-96c2-7b50175cbac1","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Practical Completion","PM to send to PBI admin to close out and archive"
"26c5e792-7ec6-5220-87bb-f6c5db3c9b73","","holdpoint","no-status-not-started","","","TRUE","TRUE","Practical Completion","Send to PBI Admin"
