"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3ab4f696-a60e-4a29-a9d3-3698d34b5a61","","not-started","","folder","TRUE","FALSE","Site QA/ITC's"
"dd7b4b90-ca9c-4f9f-8aa2-90529fc53d53","","not-started","","folder","TRUE","FALSE","Site QA/ITC's","GROUND"
"f7c9053d-4aae-423b-ac18-561945955980","","not-started","","folder","TRUE","FALSE","Site QA/ITC's","GROUND","ZONE 1"
"7307e1ab-751a-442c-afb3-4e272d6b149f","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.001 AUDIOL"
"a127ed93-9191-5f4c-a3be-3f383682fed7","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.001 AUDIOL","Room Checklist"
"f9524552-0aac-5699-9559-fcfa9534447d","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:abdf22ef-6ab9-407f-83b3-5c78911d51f6","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.005 BHW","Room Checklist","Install Noggins"
"6022b956-6b38-52c7-ba21-bd080723cd5c","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:72b61898-83fd-4446-b249-ed7dbbe0bf93","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.005 BHW","Room Checklist","Acoustic wall junctions photographed (1 photo per corner) and wall insulation"
"cbbc2b9b-31d5-5180-9dcb-6d9888534c35","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:efd71e5d-1e74-49b5-af3f-6c649f2d9d1d","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.005 BHW","Room Checklist","Specialist wall linings installed – Yes / No / NA option?"
"4387486f-113d-5a14-881c-4d51790e915a","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:cb05cdd1-1e52-42eb-aea7-55a0130affb2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.005 BHW","Room Checklist","Plaster wall Sheeting"
"6cbe9ab9-4b62-5d30-9682-5c6f40e3e393","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:47befba7-a4b7-497f-81b5-6a42aa758886","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.005 BHW","Room Checklist","Stop and Sand"
"4b90e510-6190-5975-9592-806f6a188f64","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:98f5e5e8-73e1-426c-abc6-3e0b93dad4d2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.005 BHW","Room Checklist","Frame Ceilings"
"fce47a49-0438-5299-a8c0-65d1fdd9e171","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:fcc5b159-d9a7-4655-836a-6e93ab700085","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.005 BHW","Room Checklist","Service Ceiling Tiles Installed (if applicable)"
"566a684b-1fa8-5441-807e-5193106f5bec","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:d878a31d-244d-478d-a4b8-f8448960599e","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.005 BHW","Room Checklist","Bulk Tile / Sheet Ceiling"
"5f2a467f-5fe9-51c9-a75d-aeb2239c76ae","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:934a0e7a-5010-4b3e-937d-9ea3bd04e795","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.005 BHW","Room Checklist","Final Inspection"
"2d86030a-fef0-4599-bff6-57329e609bc9","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.006 TRMT"
"a1c9bc66-4313-5306-b284-0a02ec0562f1","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.006 TRMT","Room Checklist"
"a31d6722-9b4e-5e04-a171-c0f8cc5593a0","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:279f94db-a55b-408a-b4c0-d18f0b58371c","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.006 TRMT","Room Checklist","Setout"
"44244a84-49a5-5283-a32b-8fe5c30c4656","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:6c486c63-a152-465e-a133-4dd5ca535866","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.006 TRMT","Room Checklist","Soffit Insulation"
"1c073bf5-1885-5403-954c-686bfa911e50","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:b4fa5a06-cd55-4d70-b2e6-161dd839241f","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.006 TRMT","Room Checklist","Frame Walls"
"36a61229-f7ee-5023-b1d3-fc2c5c9562b6","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:abdf22ef-6ab9-407f-83b3-5c78911d51f6","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.006 TRMT","Room Checklist","Install Noggins"
"a3650461-5ef4-57a9-bac0-01ef65cb3a7b","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:72b61898-83fd-4446-b249-ed7dbbe0bf93","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.006 TRMT","Room Checklist","Acoustic wall junctions photographed (1 photo per corner) and wall insulation"
"130e068d-98d4-53c3-b3ec-57431639abab","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:efd71e5d-1e74-49b5-af3f-6c649f2d9d1d","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.006 TRMT","Room Checklist","Specialist wall linings installed – Yes / No / NA option?"
"e48f2c3f-d2b6-5b37-a653-fbb0e8e2ddd1","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:cb05cdd1-1e52-42eb-aea7-55a0130affb2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.006 TRMT","Room Checklist","Plaster wall Sheeting"
"2418140b-7eb2-5ada-9ad0-0fc8fe547017","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:47befba7-a4b7-497f-81b5-6a42aa758886","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.006 TRMT","Room Checklist","Stop and Sand"
"ded24324-52bf-5350-afa3-1af4a9ffaba9","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:98f5e5e8-73e1-426c-abc6-3e0b93dad4d2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.006 TRMT","Room Checklist","Frame Ceilings"
"5774fa63-c103-5d77-a9aa-e963d38afec6","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:fcc5b159-d9a7-4655-836a-6e93ab700085","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.006 TRMT","Room Checklist","Service Ceiling Tiles Installed (if applicable)"
"f698bf92-2a49-54b6-a373-d69d1982718c","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:d878a31d-244d-478d-a4b8-f8448960599e","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.006 TRMT","Room Checklist","Bulk Tile / Sheet Ceiling"
"8a51c6a6-c4a9-51b1-af47-e3005d7beef2","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:934a0e7a-5010-4b3e-937d-9ea3bd04e795","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.006 TRMT","Room Checklist","Final Inspection"
"22074c6a-b193-450e-ab02-5358415e9ee7","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.007 CONS"
"26035c4e-cf39-5214-8b83-e0e792daa99f","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.007 CONS","Room Checklist"
"104c2485-d872-505c-97ef-5df33b56ff4d","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:279f94db-a55b-408a-b4c0-d18f0b58371c","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.007 CONS","Room Checklist","Setout"
"f127e3eb-6975-5b30-ba91-32a7e5923b81","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:6c486c63-a152-465e-a133-4dd5ca535866","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.007 CONS","Room Checklist","Soffit Insulation"
"90745ffc-88f2-5b4f-9233-61c06b33533a","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:b4fa5a06-cd55-4d70-b2e6-161dd839241f","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.007 CONS","Room Checklist","Frame Walls"
"61c1f005-d453-54e0-940f-4d0926b352f8","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:abdf22ef-6ab9-407f-83b3-5c78911d51f6","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.007 CONS","Room Checklist","Install Noggins"
"a622149b-4c47-530b-8483-64b06e1abd61","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:72b61898-83fd-4446-b249-ed7dbbe0bf93","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.007 CONS","Room Checklist","Acoustic wall junctions photographed (1 photo per corner) and wall insulation"
"50fbb1df-34a6-5223-88b5-80a8cfd489cf","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:efd71e5d-1e74-49b5-af3f-6c649f2d9d1d","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.007 CONS","Room Checklist","Specialist wall linings installed – Yes / No / NA option?"
"b7b167a4-22a8-56e0-9609-23f498dd0aca","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:cb05cdd1-1e52-42eb-aea7-55a0130affb2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.007 CONS","Room Checklist","Plaster wall Sheeting"
"a0c397d3-39e1-5902-bd0b-0ac8896b381e","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:47befba7-a4b7-497f-81b5-6a42aa758886","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.007 CONS","Room Checklist","Stop and Sand"
"5ff23a25-3938-520b-80cf-accc6374ed51","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:98f5e5e8-73e1-426c-abc6-3e0b93dad4d2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.007 CONS","Room Checklist","Frame Ceilings"
"d8892522-b815-529e-8edb-e04ff33bd324","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:fcc5b159-d9a7-4655-836a-6e93ab700085","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.007 CONS","Room Checklist","Service Ceiling Tiles Installed (if applicable)"
"5dcb759f-05f5-5967-974c-881aee1c4768","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:d878a31d-244d-478d-a4b8-f8448960599e","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.007 CONS","Room Checklist","Bulk Tile / Sheet Ceiling"
"f0946ca1-e7df-5d0f-acdf-4d9d2fb2ff77","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:934a0e7a-5010-4b3e-937d-9ea3bd04e795","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.007 CONS","Room Checklist","Final Inspection"
"f765beba-ece5-4b08-8112-7f3b5bf901c5","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.008 CONS"
"b41a3f33-c224-5851-9ec2-78afb8e5d9ec","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.008 CONS","Room Checklist"
"ddf48c31-f6d6-5456-92ea-e6e1fb6cd0ce","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:279f94db-a55b-408a-b4c0-d18f0b58371c","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.008 CONS","Room Checklist","Setout"
"029dde3d-c73d-5a37-9e1e-f7c1013f387c","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:6c486c63-a152-465e-a133-4dd5ca535866","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.008 CONS","Room Checklist","Soffit Insulation"
"87d9234b-3361-5a7e-bad6-a0f252c33cfd","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:b4fa5a06-cd55-4d70-b2e6-161dd839241f","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.008 CONS","Room Checklist","Frame Walls"
"832cd838-2fe3-54c6-aa12-5c21cce22403","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:abdf22ef-6ab9-407f-83b3-5c78911d51f6","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.008 CONS","Room Checklist","Install Noggins"
"d9b2a4c9-71dd-573d-998d-712041df71af","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:72b61898-83fd-4446-b249-ed7dbbe0bf93","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.008 CONS","Room Checklist","Acoustic wall junctions photographed (1 photo per corner) and wall insulation"
"0120e178-1a0b-5257-9897-ecfe14825c5d","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:efd71e5d-1e74-49b5-af3f-6c649f2d9d1d","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.008 CONS","Room Checklist","Specialist wall linings installed – Yes / No / NA option?"
"50de3a19-6fe9-5ba8-9e89-2ddb03c0acc9","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:cb05cdd1-1e52-42eb-aea7-55a0130affb2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.008 CONS","Room Checklist","Plaster wall Sheeting"
"b986546d-2324-55fd-a872-2f847a365448","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:47befba7-a4b7-497f-81b5-6a42aa758886","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.008 CONS","Room Checklist","Stop and Sand"
"43569c31-29d3-5f10-89ff-9052c659ddc5","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:98f5e5e8-73e1-426c-abc6-3e0b93dad4d2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.008 CONS","Room Checklist","Frame Ceilings"
"f906e1cb-6e87-53e4-93ac-4f0ef3639e31","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:fcc5b159-d9a7-4655-836a-6e93ab700085","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.008 CONS","Room Checklist","Service Ceiling Tiles Installed (if applicable)"
"c63dc402-8487-5355-aab8-0e9aedbce4e4","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:d878a31d-244d-478d-a4b8-f8448960599e","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.008 CONS","Room Checklist","Bulk Tile / Sheet Ceiling"
"138a4005-ab2d-57de-b789-b3db2bd4f6ae","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:934a0e7a-5010-4b3e-937d-9ea3bd04e795","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.008 CONS","Room Checklist","Final Inspection"
"5fd66f7e-7a3b-4297-a1a7-3d6fbb17a9b0","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.009 MEDIC"
"59736e28-203b-5d52-a0ab-25762083c11c","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.009 MEDIC","Room Checklist"
"01d8a2d7-4fc7-59ef-a547-5f6679cb9485","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:279f94db-a55b-408a-b4c0-d18f0b58371c","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.009 MEDIC","Room Checklist","Setout"
"41400e31-413c-5438-9523-6377a031158f","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:6c486c63-a152-465e-a133-4dd5ca535866","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.009 MEDIC","Room Checklist","Soffit Insulation"
"1c1f4196-eeb4-52d0-94c3-4d743aae2c3d","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:b4fa5a06-cd55-4d70-b2e6-161dd839241f","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.009 MEDIC","Room Checklist","Frame Walls"
"f33b4f7f-0d59-516c-9406-0f4e284d63b7","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:abdf22ef-6ab9-407f-83b3-5c78911d51f6","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.009 MEDIC","Room Checklist","Install Noggins"
"ce768186-478e-5423-9987-69360250385c","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:72b61898-83fd-4446-b249-ed7dbbe0bf93","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.009 MEDIC","Room Checklist","Acoustic wall junctions photographed (1 photo per corner) and wall insulation"
"d7bf6545-3819-5290-af2b-2add19c9ecc1","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:efd71e5d-1e74-49b5-af3f-6c649f2d9d1d","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.009 MEDIC","Room Checklist","Specialist wall linings installed – Yes / No / NA option?"
"c1cc5d4b-2b1d-55ed-b3c4-5324527c03c5","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:cb05cdd1-1e52-42eb-aea7-55a0130affb2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.009 MEDIC","Room Checklist","Plaster wall Sheeting"
"024473e4-b2cd-5b31-9a56-de3304435014","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:47befba7-a4b7-497f-81b5-6a42aa758886","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.009 MEDIC","Room Checklist","Stop and Sand"
"c7406691-8a48-5d9e-b341-fd4dc8435243","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:98f5e5e8-73e1-426c-abc6-3e0b93dad4d2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.009 MEDIC","Room Checklist","Frame Ceilings"
"eb64678e-8100-5162-bf4b-08bdb31865ca","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:fcc5b159-d9a7-4655-836a-6e93ab700085","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.009 MEDIC","Room Checklist","Service Ceiling Tiles Installed (if applicable)"
"3aea38ee-dc30-5054-a794-db56005bb141","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:d878a31d-244d-478d-a4b8-f8448960599e","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.009 MEDIC","Room Checklist","Bulk Tile / Sheet Ceiling"
"de5175ab-acc5-599c-ba2e-1a0992906e98","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:934a0e7a-5010-4b3e-937d-9ea3bd04e795","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.009 MEDIC","Room Checklist","Final Inspection"
"b73e3127-0223-4ae3-9e64-e6cf789b0de1","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.010 C.U"
"2337fe1f-fbf4-5fd0-95d1-5709dedc92f1","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 2","GR.GFC.010 C.U","Room Checklist"
