"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ccc8f6c3-2f23-4f1b-983d-a6e203670de0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building A"
"ed3e743b-c8c8-4b63-827a-f19eccce84b4","","folder-normal","pass","","step","TRUE","FALSE","Building A","Ground floor"
"830c8cd8-2646-47fc-ad7c-6888c3d6f059","","checklist-flat","pass","Photos","checklist-flat","FALSE","FALSE","Building A","Ground floor","Underslab - Waste Water"
"f7aebb82-ca42-40bc-98c2-5e2e1d91337f","","checklist-flat","not-started","Photos","checklist-flat","FALSE","FALSE","Building A","Refuse Room"
"cd71b5fc-c95e-4e99-9860-94f8706e8d66","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building A","Underslung"
"b23a3c4c-7a02-4b5c-af69-eb3117af36f3","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 1"
"8e3f0fa2-da1c-41d5-9434-3eacdb09e9f6","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 1","Unit A101"
"3f210217-6a9e-4e02-bf21-4023950039c8","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 1","Unit A101","Bathroom"
"3bb2f381-eb27-46dc-9591-3b0c8f2d4d40","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building B","Level 2","Unit B208","Bathroom","Shower Tray"
"fdeb6229-3c7c-4cb4-985c-f509cc83bd4b","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 2","Unit B208","Kitchen"
"ff9bc074-67f4-492e-a06c-00329c2406ef","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building B","Level 2","Unit B208","Kitchen","Kitchensink checklist"
"504b0b1a-c803-498c-a0b6-09e9fd3a1ac9","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 2","Unit B208","Laundry"
"808905fa-7d16-4393-8ffc-fa794bcd22f6","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 2","Unit B208","Laundry","Laundry"
"6e19e223-6e84-4b4f-828c-a3fc3cc4e071","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 2","Unit B208","Laundry","FWG"
"d632cc2c-181b-44ab-80ac-82fbd672d707","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 2","Unit B208","Hot Water Cylinder"
"171583c1-637f-4ab8-bbbc-46930eb23af4","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building B","Level 2","Unit B208","Hot Water Cylinder","HWC"
"6a7fd746-2535-4b2a-858b-66688a5dfe74","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 2","Unit B208","Underslung"
"034b4684-47d3-4a8f-9bf9-60307a1840b1","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building B","Level 2","Unit B208","Underslung","Underslung Pvc"
"17a78e40-4c0e-4e6a-b5e1-f2f4594688ae","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 2","Unit B208","Acoustic Lagging"
"2a86c3a7-c580-4622-b5f0-995d48380779","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building B","Level 2","Unit B208","Acoustic Lagging","Acoustic Lagging Checklist"
"34c45fe2-9648-4b27-b9ab-003bf2af6cc8","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3"
"a0abc294-147b-416a-a7ab-d865c12c1984","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B301"
"a67b8b9d-7eec-49d8-880c-492802fbdb38","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B301","Bathroom"
"31238d59-7a66-434b-a594-1a8f441c0bdf","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B301","Bathroom","Toilet"
"6a4e53f9-6a24-4715-9e19-5657b8a1af89","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B301","Bathroom","Wash Hand Basin"
"5a24c745-d5f8-4951-9efb-7e7c02d06125","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B301","Bathroom","Shower"
"e28d9c9f-9179-4b2e-a513-ef85b6a08ab6","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 3","Unit B301","Bathroom","FWG"
"e5e5267a-b911-421b-8267-784aefbb4b83","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B301","Bathroom","Shower Tray"
"00912474-d264-417a-81e3-70b01bfe19ab","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B301","Kitchen"
"70fbf6ee-5c48-4e6e-8022-4810c3658dfa","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B301","Kitchen","Kitchensink checklist"
"1822f05c-f033-4ddb-81e6-d150e8c705f0","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B301","Laundry"
"8ed8063b-c24a-4669-ae48-fd654d521b8d","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B301","Laundry","Laundry"
"172497b7-5f4d-4770-822c-ea4015f9e8f8","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 3","Unit B301","Laundry","FWG"
"10f4c1f5-1871-4c58-83b5-9f9dbb3968c7","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B301","Hot Water Cylinder"
"56c64a7c-5278-401a-954c-7cc4b63a3368","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B301","Hot Water Cylinder","HWC"
"32276e00-912a-4fe6-8c45-dfa4279ca6b2","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B301","Underslung"
"ee7352a2-f495-429e-94fa-a6983ed8172d","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B301","Underslung","Underslung Pvc"
"039b5ab5-e6cb-4306-8681-41758d3c8325","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B301","Acoustic Lagging"
"3f5cd98a-f7e7-424c-9604-58106c826e6e","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B301","Acoustic Lagging","Acoustic Lagging Checklist"
"9f0b370f-5cbe-420c-8472-2862a23b4e0c","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B302"
"1a7d015f-5f1c-4194-adc5-27400654fb63","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B302","Bathroom"
"4c889fd7-8058-40d8-9e78-af5041909c77","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B302","Bathroom","Toilet"
"be576c6a-f25d-4db8-84d8-484778545b4f","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B302","Bathroom","Wash Hand Basin"
"6b923ec3-a5a0-4848-8c90-131374b7450a","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B302","Bathroom","Shower"
"fb781041-d08b-4b4d-b319-63e356e32a5c","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 3","Unit B302","Bathroom","FWG"
"ba350704-fc69-423d-bf59-99102f01ea2c","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B302","Bathroom","Shower Tray"
"5fc33c44-c0d8-4625-a92e-89049af060b1","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B302","Kitchen"
"dd1c3430-76cb-49b3-b144-5f002cba04ac","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B302","Kitchen","Kitchensink checklist"
"7972c7cc-001e-4c82-ad5a-775aad7d715c","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B302","Laundry"
"05e0451b-447b-4cec-8f7c-d4ee1525e1b0","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B302","Laundry","Laundry"
"2fafb226-e99c-4849-9aa3-c40cf9d76654","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 3","Unit B302","Laundry","FWG"
"02791e66-9a90-49fc-8c75-8444ecf6455e","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B302","Hot Water Cylinder"
"6e53c1ec-59f6-4d79-b67b-eaf7d4c21b00","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B302","Hot Water Cylinder","HWC"
"6a8bb09a-71e3-43c1-9e44-37926f9e52fd","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B302","Underslung"
"c1323495-b6ef-4631-b9e4-167f1769c71e","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B302","Underslung","Underslung Pvc"
"b72f6115-dfe9-4833-bb14-0810ab0272bc","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B302","Acoustic Lagging"
"2593e3ad-009c-46a7-9be3-53b5752741a6","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B302","Acoustic Lagging","Acoustic Lagging Checklist"
"58e18e64-ff17-4fb8-bedb-88520e517242","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B303"
"a5569432-808f-4903-841d-fb3d8cf96d2f","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B303","Bathroom"
"fe06e6d3-f5a5-47bb-9c7c-a75e4b354b6c","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B303","Bathroom","Toilet"
"11554c2e-eb6f-45e3-a54e-c7cd7a1f9853","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B303","Bathroom","Wash Hand Basin"
"4cf1bb27-7316-4626-a39a-58afa5f6dbf5","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B303","Bathroom","Shower"
"b56c8fc0-650a-4cc0-8c9b-ea32d0c921c8","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 3","Unit B303","Bathroom","FWG"
"b8de182b-6609-4ba4-a475-80d1ed67dbd8","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B303","Bathroom","Shower Tray"
"86aa6d93-4837-4063-b443-757b68a52d57","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B303","Kitchen"
"16d3020f-d09f-4b6e-bd20-f593b2e26327","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B303","Kitchen","Kitchensink checklist"
"bc0e3189-0301-4cd6-9e53-683ef17b392d","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B303","Laundry"
"538f4abe-f84d-464c-a0cd-68bbbca6df69","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B303","Laundry","Laundry"
"854e17ae-46f8-4a9a-a242-73df85387efe","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 3","Unit B303","Laundry","FWG"
"27c61fdd-4b8b-4a75-9812-502edc521612","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B303","Hot Water Cylinder"
"5e8579fb-788c-43da-ada2-aefb1b872b3f","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B303","Hot Water Cylinder","HWC"
"78de053d-5885-4aa8-b26a-e650bd68e31c","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B303","Underslung"
"7b9bb868-0803-47f7-8d62-f80d12eaab88","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B303","Underslung","Underslung Pvc"
"18758ca6-28e2-4d7b-9b4c-7227f4a1840e","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B303","Acoustic Lagging"
"73c287d6-e710-44ed-b9aa-4f886d2bace2","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B303","Acoustic Lagging","Acoustic Lagging Checklist"
"d3f70497-770f-4300-8a83-b470e0ef82df","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B304"
"f5f725db-e8e5-4a4d-8ce9-9207a13eef4b","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B304","Bathroom"
"62f79342-6ab9-43af-a488-f2faf1e2e94d","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B304","Bathroom","Toilet"
"8378c83c-57db-44e5-9d01-d52234c69962","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B304","Bathroom","Wash Hand Basin"
"3c412d1e-1fce-452d-ab93-243d3c9ed02d","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B304","Bathroom","Shower"
"37e07d8a-e67a-433b-b49f-044bafa9a6bd","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 3","Unit B304","Bathroom","FWG"
"aa7e3dd6-f29c-40c5-8042-ca90438ee875","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B304","Bathroom","Shower Tray"
"c373e07c-2cc4-4b17-98b2-90a8866a9f88","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B304","Kitchen"
"282e22fa-dcbd-4abb-86d0-1424817f2773","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B304","Kitchen","Kitchensink checklist"
"a594d6a1-65ea-4739-948a-ffcf5a404c9d","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B304","Laundry"
"7e28f0a6-f539-43ec-8940-a15bb12aed23","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B304","Laundry","Laundry"
"7e13f737-f8e9-49a2-83cf-2882043178e1","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 3","Unit B304","Laundry","FWG"
"5491ae2d-ca8c-4626-913d-85b4ac55a566","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B304","Hot Water Cylinder"
"484f1713-c766-412a-96bf-351bd2664e73","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B304","Hot Water Cylinder","HWC"
"be369889-60e1-444b-a9fe-6dbe9caae27b","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B304","Underslung"
"2122abf5-9a57-43dc-a52d-5d4d395ccde4","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B304","Underslung","Underslung Pvc"
"df1d87a1-bce9-46a6-a0b1-44aef479a526","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B304","Acoustic Lagging"
"f78f8153-273e-4a4c-a08e-8ff32e176aa6","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B304","Acoustic Lagging","Acoustic Lagging Checklist"
"d6696143-aafd-459f-a16f-d09a6a07afcc","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Corridor"
"5ba07c3e-f8a8-4868-9658-e2e351f0d67e","","checklist-flat","not-started","Photos","checklist-flat","FALSE","FALSE","Building B","Level 3","Corridor","Photos"
"c6127e38-5375-48a6-be97-12c32ae62c91","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B305"
"b5576925-b59d-445d-b41b-c443a7f66682","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B305","Bathroom"
"cfce1f14-d435-43d3-a1f4-303294022028","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B305","Bathroom","Toilet"
"6e8acd9c-352b-42c1-a554-0f9b5bd2fdcb","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B305","Bathroom","Wash Hand Basin"
"3afe15ea-2a22-4a57-b7f1-2cf678263f8d","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B305","Bathroom","Shower"
"0585db09-46d6-44af-a756-c6bbdfd22839","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 3","Unit B305","Bathroom","FWG"
"f75551c6-6e15-418b-9407-e12e8e475803","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B305","Bathroom","Shower Tray"
"20f0f9a4-57c4-4f0b-8713-d149fee02c44","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B305","Kitchen"
"5f827ea3-b0bf-485d-9fee-46fccb9f4f16","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B305","Kitchen","Kitchensink checklist"
"3772c9fa-8d31-423c-b77f-06bbd5614fa9","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B305","Laundry"
"3e752e47-3a39-4808-b14e-f6d4a386e3e5","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B305","Laundry","Laundry"
"74131c77-ec40-45e1-a991-84e783c9d74c","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 3","Unit B305","Laundry","FWG"
"e2a59ac6-f104-449f-8781-8cdfcc30fb54","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B305","Hot Water Cylinder"
"d6f3d446-a377-4a45-b093-d30397a68aef","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B305","Hot Water Cylinder","HWC"
"787cef78-23d7-437c-b04f-53c7248f8278","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B305","Underslung"
"29f314af-b9d0-45e3-b282-d08476262d82","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B305","Underslung","Underslung Pvc"
"2219f08e-e6d3-4f18-ac76-f155139f3952","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B305","Acoustic Lagging"
"e6afbde7-4454-47b3-88d0-1e147bede576","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B305","Acoustic Lagging","Acoustic Lagging Checklist"
"ee517587-024f-4eba-96c5-3c0a00bf78c5","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B306"
"9af0c2cf-1a4f-40b8-bfb0-ba250c094521","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B306","Bathroom"
"d2e50acc-2196-4aa1-bb2f-49c9000b37bd","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B306","Bathroom","Toilet"
"8f33b34d-f81a-4fa5-8343-85ee3e9b0e7f","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B306","Bathroom","Wash Hand Basin"
"dd581e3e-1212-4a5d-a6a6-d981a8b16794","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B306","Bathroom","Shower"
"e9600d7b-7f03-4cfc-80fd-89a8411e2d7d","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 3","Unit B306","Bathroom","FWG"
"acb5d8ce-9134-4f48-8620-32953bbe4ce9","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B306","Bathroom","Shower Tray"
"e810951a-aefc-4987-a510-8498fd05fd20","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B306","Kitchen"
"bae42e2a-6bd2-4d15-898c-d66a4ba5cd38","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B306","Kitchen","Kitchensink checklist"
"715fe4fa-8cf3-44d0-977d-420173356066","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B306","Laundry"
"cf90afb3-6f43-420a-9f7a-48713796435d","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B306","Laundry","Laundry"
"520a6298-9df7-4076-836b-7ba19fc5a981","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 3","Unit B306","Laundry","FWG"
"d429e509-23f6-4e71-93c6-b17f0dbdad45","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B306","Hot Water Cylinder"
"1125b50c-eeb3-4b8b-85c8-2e2d91e176f6","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B306","Hot Water Cylinder","HWC"
"6cad14e3-3d11-4420-b1e6-db2d0938251e","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B306","Underslung"
"8bc7be9c-45f2-4226-924c-be024cc13159","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B306","Underslung","Underslung Pvc"
"6529b244-78dc-4149-ba2b-c981a78e24fe","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B306","Acoustic Lagging"
"ee70f3ec-4368-4b42-b41a-396af84660e0","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B306","Acoustic Lagging","Acoustic Lagging Checklist"
"21db59db-9837-4572-95b9-254f33ddae83","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B307"
"0ca64219-1ea2-4a79-a2e8-d66ececc3981","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B307","Bathroom"
"17f515bd-c76e-494f-9797-c81d3e90f3f1","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B307","Bathroom","Toilet"
"b3ff30f8-e2a5-4a54-9c5a-601902bd9437","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B307","Bathroom","Wash Hand Basin"
"350bfd51-dc32-4a8d-aa9f-ee911d07d9c8","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B307","Bathroom","Shower"
"e4b927bc-51d1-47b9-b982-0140299eb087","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 3","Unit B307","Bathroom","FWG"
"549e2f55-ba73-48a4-b3c1-0efc415c0471","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B307","Bathroom","Shower Tray"
"27fe7e79-d101-4fda-a27c-df05ea60357c","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B307","Kitchen"
"3dbc4c8d-f315-413b-af90-97859c6cd9dd","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B307","Kitchen","Kitchensink checklist"
"ea6e3ccf-2b27-446d-beb5-660cee61de77","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B307","Laundry"
"5d4af41c-fa90-4dac-9ec4-65d81e046e1b","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B307","Laundry","Laundry"
"16c6ed44-279c-4b5a-86d6-860635176b7d","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 3","Unit B307","Laundry","FWG"
"be41c629-9182-4505-b143-52bee433a815","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B307","Hot Water Cylinder"
"8df008f5-401c-44b8-8a3b-a8cf26210b13","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B307","Hot Water Cylinder","HWC"
"46d783dc-a77d-4dc1-98d4-2d3303b4a150","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B307","Underslung"
"8fa6f542-d848-49fe-9c47-fa7bd6fd0016","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B307","Underslung","Underslung Pvc"
"3f087409-9ad6-4cfe-8dc3-785bba41e876","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B307","Acoustic Lagging"
"1383e089-d0a1-4c47-bdfe-acdec58c78c9","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B307","Acoustic Lagging","Acoustic Lagging Checklist"
"b3f5c83e-4ef6-42b1-8ef5-11a7037ec22a","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B308"
"fa81b8f4-5dc3-4598-a0da-9812ad944cc6","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B308","Bathroom"
"6422040a-212f-44d5-9a3a-75f0f714724a","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B308","Bathroom","Toilet"
"25c51996-f7a9-4c00-a8d1-58aacbdaf5d8","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B308","Bathroom","Wash Hand Basin"
"76cc13f9-d2a2-481e-bc8e-49308f4aed11","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B308","Bathroom","Shower"
"de446f8d-eaf6-4fa1-a2e1-6e34fc614602","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 3","Unit B308","Bathroom","FWG"
"67cf84ef-f31c-44fd-8dd7-ef29980a5d27","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B308","Bathroom","Shower Tray"
"f199dc10-4ac7-4a00-a1e7-3d73a558b85e","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B308","Kitchen"
"abf7094f-3dcd-45c8-baeb-97f0d1085a64","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B308","Kitchen","Kitchensink checklist"
"d734eb18-b342-4d5a-859f-ee16a598ac5b","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 3","Unit B308","Laundry"
"978ef487-0a87-4be9-a678-59f77cecc529","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 3","Unit B308","Laundry","Laundry"
"7bd2092e-5c17-4ec6-9841-4310e04cd839","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 3","Unit B308","Laundry","FWG"
