"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1aaed0a5-fc27-470d-ad90-a08ba3523b78","","fail","","folder","TRUE","FALSE","Site QA"
"c297c7aa-cdbc-4f11-8f95-f5215168c7eb","","fail","","folder","TRUE","FALSE","Site QA","Multigate Office"
"75865981-7e93-491b-ba1b-6df16f3d58e7","","pass","","folder","TRUE","FALSE","Site QA","Multigate Office","Structure"
"81e3d7c0-4f4e-422a-ae17-d94b07ca5b8b","","pass","","folder","TRUE","FALSE","Site QA","Multigate Office","Structure","Excavation (Compacted Fill)"
"0261fff3-f86e-4c19-bda6-ce59be8ed14a","","pass","Excavation - GPL-QSE-ITP-STRUC-003 (Rev 00)","checklist","FALSE","FALSE","Site QA","Multigate Office","Structure","Excavation (Compacted Fill)","East"
"5ba8777d-e62e-59a1-a9e5-3a3a34cd11a9","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Excavation (Compacted Fill)","East","Prior to Works"
"17677918-fb9d-5f0b-b8fa-6ab0630d6800","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Hydraulic","After Works","Attach subcontractor ITP"
"89a8e357-f3a3-55db-a799-df1aaca555c6","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Hydraulic","Sign Offs"
"24d8bf30-50e6-5419-843a-1672e6a8384c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Hydraulic","Sign Offs","Orwell Sign Off"
"f7c5dcfe-6aa0-5eed-afbe-e7d44ac44e3e","","not-started","","signoff","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Hydraulic","Sign Offs","Request Sign Off"
"6c133500-1016-4498-aaf4-acf568fe3568","","work-in-progress","Mechanical Rough In - GPL-QSE-ITP-FIT-007 (Rev 00)","checklist","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Mechanical"
"a7f6de50-f9c6-5e74-84e7-16b7a3c46fe0","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Mechanical","Prior to Works"
"190b7165-0ae7-5730-bdb2-d95bdd6e1a20","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Mechanical","Prior to Works","Attach markup plan of area/unit covered by this ITP"
"00837b85-e0f8-51ee-87bf-2a33934076f9","","work-in-progress","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Mechanical","During Works"
"26e1067f-e61b-5b59-8c56-a4adaa25a5dc","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Mechanical","During Works","Confirm FCU and Fan location as per the design and ceiling access panel will work for servicing (i.e. back left hand side of FCU, directly under fan)"
"f9dd081a-23f7-5815-bdc7-86bb1e36b77a","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Mechanical","During Works","Confirm FCUs and Fans are vibration isolated from soffit with in shear rubber mounts"
"ab50ff46-2968-5edf-9314-6044d932de34","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Mechanical","During Works","Confirm minimum 100mm clearance behind FCU for return air path"
"36d19c98-feac-5270-a095-5c7498f736a7","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Mechanical","During Works","Confirm all flexible and sheet metal ducting has been installed as per drawings"
"1ebb0b8c-4336-51a1-8b2a-0ea0ddc5bdb0","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Mechanical","During Works","Confirm sealing of flexible connections between kitchen/ toilet exhaust fan and metal ducting (mechanically fixed required)"
"8dd2816a-2aac-5ee7-a529-82d9c3ac8437","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Mechanical","During Works","Confirm flexible ductwork is not crushed, torn or damaged at any point"
"95960093-d45e-5b0a-ae74-da8c7ea4665f","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Mechanical","During Works","Confirm wiring of AC controls are located as per architectural set-out"
"27a7f92f-b395-5425-b2ad-2ee4f3521dc8","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Mechanical","During Works","Confirm all refrigerant pipes have been installed, pressure tested and insulated"
"810288bf-405e-54c9-a22c-3123f16a8c0e","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Mechanical","During Works","Confirm all condensate drains have been installed back to tundish and tested for falls"
"72011d53-e62a-5bea-a2e6-2b62aba94f76","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Mechanical","During Works","Confirm all above ceiling air paths are maintained as per design"
"d86ce713-b0a1-5e40-ac2f-b168d20888b4","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Mechanical","During Works","Confirm all penetrations through fire walls/slabs are treated and signed off by Fire Peno consultant"
"2b1cb514-81e5-5d5a-aad7-47d7f2dd8d6d","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Mechanical","After Works"
"70b4e88e-40cc-5b21-8382-0b5ddbaa8c83","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Mechanical","After Works","Attach subcontractor ITP"
"808fde2f-fdf8-5a29-9f1e-0c019b471505","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Mechanical","Sign Offs"
"a3a692f2-291b-5d3b-bb84-8bc21af780c7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Mechanical","Sign Offs","Orwell Sign Off"
"a8207f61-9df6-5eb3-a3fc-fca27208dd07","","not-started","","signoff","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Mechanical","Sign Offs","Request Sign Off"
"ebcc4234-3a6f-44d1-b66f-521fada9dd89","","work-in-progress","Electrical Rough In - GPL-QSE-ITP-FIT-006 (Rev 00)","checklist","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Electrical"
"3a7e0d4b-a2a5-535c-b7fa-0cef92f0935e","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Electrical","Prior to Works"
"0be02289-8e5f-51e6-aec0-ad9a573baf7b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Electrical","Prior to Works","Attach markup plan of area/unit covered by this ITP"
"c0603fe6-f991-579c-9caf-385bd67c3fb4","","work-in-progress","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Electrical","During Works"
"43b78ed9-0c43-5213-a6c1-e1a4884f760e","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Electrical","During Works","Confirm light layout and switching as per the design"
"d9585469-f22f-5433-abfe-6af6a9e9c232","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Electrical","During Works","Confirm height and location of the following"
"edf58b15-959b-5bde-9603-026ecd3c3cd6","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Electrical","During Works","Confirm GPO locations for OTHER (i.e. fans, FCUs, blinds, etc)"
"c9a696a2-9d5d-580f-bfd4-37ade873e18c","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Electrical","During Works","Confirm NBN conduit and draw wire"
"3f081518-01cb-5fd2-a4a5-5813294ca3d9","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Electrical","During Works","Confirm all penetrations through fire walls/slabs are treated and signed off by Fire Peno consultant"
"ffbe0aa5-d3c8-5609-9637-0d5d07ab8748","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Electrical","After Works"
"ce11b303-d380-5808-bfe0-501ec9857aba","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Electrical","After Works","Attach subcontractor ITP"
"9a113214-0f1a-56ba-9134-18f3ad7c4743","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Electrical","Sign Offs"
"e464c21d-a6af-5543-936f-ab8b01653f9d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Electrical","Sign Offs","Orwell Sign Off"
"033d1fff-6164-51ab-b9d4-050150e32f61","","not-started","","signoff","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Electrical","Sign Offs","Request Sign Off"
"a8ce122c-95ca-4d4b-b590-a3c037f225c5","","fail","Fire Services Rough In - GPL-QSE-ITP-FIT-008 (Rev 00)","checklist","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Fire Services"
"7b150802-807b-5383-ae80-98f0e1000196","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Fire Services","Prior to Works"
"91d0776b-f8a2-5234-9b1b-1ef1681b252b","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Fire Services","Prior to Works","Attach markup plan of area/unit covered by this ITP"
"70eebc01-5459-5af8-989b-9ff815e82686","","fail","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Fire Services","During Works"
"c360e9fd-ec09-5f45-a6e0-7fa5e979c82e","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Fire Services","During Works","Confirm sprinkler pipework installed as per drawings"
"b74b65cd-daa2-5359-ab8c-55338fa58295","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Fire Services","During Works","Confirm sprinkler heads have been installed as per architectural RCP layout"
"cea45cb0-e172-55dd-878f-1fada181b6af","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Fire Services","During Works","Confirm any drenchers required have been installed"
"750a6a69-9daf-535d-ace0-18937bc0486f","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Fire Services","During Works","Confirm red cabling installed for fire electrical speakers and detectors"
"6fd7bb7b-787a-55a9-9db4-9727df160a25","","fail","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Fire Services","During Works","Confirm all penetrations through fire walls/slabs are treated and signed off by Fire Peno consultant"
"073dee6d-f356-5425-8080-ca823a5a224a","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Fire Services","During Works","Confirm pipework pressure test has been undertaken"
"7a39e01b-3f33-5f60-b61d-c8baa95324a1","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Fire Services","After Works"
"cf17f491-107c-5bc2-b715-6bdab68e8571","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Fire Services","After Works","Attach subcontractor ITP"
"68ecbc22-026d-5fe3-9f53-2b71083ce2a6","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Fire Services","Sign Offs"
"c5e681f2-da20-5402-8972-988a2187d9f5","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Fire Services","Sign Offs","Orwell Sign Off"
"5a401425-0c1f-53ba-94f2-d4a74663c733","","not-started","","signoff","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Services Rough-In","Fire Services","Sign Offs","Request Sign Off"
"874fded3-8f59-4412-8470-7353f82b4229","","work-in-progress","","folder","TRUE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies"
"a1f15e33-0bb2-4be9-88fa-8e95d85ac271","","work-in-progress","Internal Waterproofing - GPL-QSE-ITP-FIT-009 (Rev00)","checklist","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing"
"a5895e3c-34f4-525e-a89e-54fd3717a670","","work-in-progress","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","Prior to Works Commencing"
"af2625d4-3268-5ab4-bd3a-89231466852c","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","Prior to Works Commencing","Work area and surfaces clean and clear ready to commence work"
"16cc1be9-fb9b-5395-ba27-92a2bca9f6b6","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","Prior to Works Commencing","Floor wastes are flush, free of waste material and in correct location"
"2f9b3021-87f9-5c7f-a3d5-8f1f3e3bfef3","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","Prior to Works Commencing","Water Test - Confirm concrete has structurally fall to floor wastes"
"ce6df0ca-9cc0-5935-927d-6953e979668b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","Prior to Works Commencing","Confirm no ponding of water by completing water testing to slab"
"4b3048fe-5250-5b4b-93a1-3b2e537c1bcd","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","Prior to Works Commencing","Confirm all concrete defects have been actioned and surface inspected/accepted by subcontractor"
"e8147665-5887-5eb7-924d-038432706789","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","Prior to Works Commencing","Confirm position and RL of waterproofing angles"
"7dd4abe2-5e68-5d78-a6e8-3ca4dd3a4090","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","During Works"
"eeb8d043-7e5f-5241-aa12-dddc2b39bdb0","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","During Works","Confirm product used is as per design"
"427a459b-488e-52bb-b944-74962ed8308f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","During Works","Sealant at wall/floor junction and wall/wall junction inspected for imperfections"
"c17727e7-33d1-5885-b974-48f675c215a4","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","During Works","Confirm minimum lap (150mm min typical), upturn (150mm min typical) etc dimensions are achieved"
"ca5c74ca-db71-552d-9265-d414e912ccaf","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","During Works","Base membrane inspected for imperfections"
"3700dbe0-41cb-561b-bbbf-324e925b39bb","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","During Works","Top membrane inspected for imperfections"
"782f3c77-f18e-549f-b160-1fc4f56ea4a3","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","During Works","Confirm exposed aluminium angles are not membrane over"
"21c50870-880a-56aa-bf93-69a9dd09193b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","During Works","Confirm waterproofing complete around all PC penetrations (i.e. mixer, spouts, shower head etc.)"
"4df79111-55af-5d9f-b734-5cca921dd4f0","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","After Works"
"76672a33-e28e-5395-bdee-5a0798ccf593","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","After Works","Confirm no pinholes with detector after minimum drying time 24 hours"
"f357faf5-7e18-5a2c-a2b5-9c754a9535fb","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","After Works","Flood Test - Subcontractor block floors waste and fill water to height of overflow for min 24 hours"
"0d3118c5-2615-5734-a6fa-70bffa537b1d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","After Works","Attach subcontractor ITP"
"ad1513b6-3ff1-5fa9-b37f-eb0a89239fdb","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","Sign Offs"
"18026ac9-db59-56e2-bb0e-f102c4e51b5f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","Sign Offs","Orwell Sign Off"
"d5b060da-5a0e-5ea2-b751-cb4d57582a28","","not-started","","signoff","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Waterproofing","Sign Offs","Request Sign Off"
"2f53dad8-ddbd-4d4b-b822-38485791d28c","","not-started","Tiling Internal - GPL-QSE-ITP-FIT-010 (Rev 00)","checklist","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling"
"5aa69622-16aa-549c-9bd6-1a429ca8c632","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","Prior to Works"
"9a629a9a-fbba-5777-804b-f830290a4d56","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","Prior to Works","Work area and surfaces clean and clear ready to commence work"
"094527e6-a659-585f-9a6b-22448ea42266","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","Prior to Works","Surveyor 1m mark installed"
"2d5084b7-12c9-54f8-9994-ce2fd72e9c2a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","Prior to Works","Waterproof membrane laid and dry prior to install"
"e12478e4-aae6-58ce-84a4-92fdf649714d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","Prior to Works","Confirm tile type, size and thickness and grout colour is correct"
"943f846f-77fd-52e8-9f6c-00645dc1187e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","Prior to Works","Confirm tile set-out point"
"a17b8eb5-ae98-50d1-857e-91deceb81f3a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","Prior to Works","Confirm if acoustic mat or similar is required"
"f9e1a116-44e5-5c6f-914e-b8af68feb157","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","Prior to Works","Confirm drainage is installed as per design."
"7062a55e-7a00-59ea-82a2-ccbdd1f71f9a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","Prior to Works","Confirm aluminium angle is not damaged or misaligned"
"ac2c8ba9-ffa9-50da-8db4-34156d525724","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","Prior to Works","Confirm top of aluminium angle is at the correct RL, and check against external floor finished level"
"d60bfe2a-7807-560e-8148-af3766331290","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","During Works"
"29a0558e-8729-5c7d-8de4-66cffc3c24f9","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","During Works","Confirm that all floor wastes are plugged during tiling works"
"1343a6bc-582f-5065-9a50-561d758c1369","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","During Works","Confirm minimum bedding thickness is achieved"
"a3374569-b9cb-5cff-a8ff-d8cffb0ca940","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","During Works","Confirm installation of floor wastes is flush with or 1mm below floor tile level"
"23a151bc-b6e2-5839-af06-03248a71ae31","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","During Works","Floor tiles laid to falls – minimum 1:100 or 1:80 inside showers"
"cc833807-4658-5c9e-8aad-b448568a4ff2","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","During Works","Stop wall and floor tiles 2-3mm short of edges and fill with resilient caulking compound"
"1ab7cd5b-5049-5ffc-963a-9599262e69eb","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","During Works","Grouting checked for uniformity and quality"
"3427a514-8823-5a4f-8983-7e6e353b2237","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","During Works","Ensure quality of tile installation is maintained, i.e. alignment of joints, joint thickness"
"8bc314af-eca2-5b9d-8d96-729dd3e0bf09","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","After Tiling"
"b90959e2-5e84-55de-9834-3d53373cef4e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","After Tiling","Review to ensure no visible damage or scratches"
"3ac3c8ed-e4d1-587e-aa03-d70b61e3f07b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","After Tiling","Confirm all excess silicon is removed from tiles and adjoining surfaces"
"70f87a6d-5900-577f-8f33-97e7a3d852b7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","After Tiling","Attach subcontractor ITP"
"d9faf51e-8200-5b6e-97ee-aa4cd9f17718","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","Sign Off"
"bbee1658-82a1-55b2-8f49-d0aac1359f41","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","Sign Off","Orwell Sign Off"
"5cdeac4a-c169-5985-b7aa-9aa0fc83a073","","not-started","","signoff","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 3","Lift Lobbies","Tiling","Sign Off","Request Sign Off"
"3f723135-54dd-4c7e-aafd-b3635e02bf55","","work-in-progress","","folder","TRUE","FALSE","Site QA","Multigate Office","Fit Out","Level 4"
"4e8fb103-1a03-4869-baf0-4773fb2f6b26","","not-started","Plasterboard Walls - GPL-QSE-ITP-FIT-003 (Rev 00)","checklist","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls"
"3c5049ef-8e53-5e82-9317-283060a6a330","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","Prior to Works"
"51a4ea7e-5a32-59e3-ae95-a44703c5a1d8","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","Prior to Works","Work area and surfaces clean and clear ready to commence work"
"b6c089cb-0475-5cc6-b2d7-1f66975fdafd","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","Prior to Works","Confirm surveyor 1m mark and gridlines installed"
"1ca55a92-d8c6-50b5-a20e-b2f84ed88408","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","During Framing Works"
"2f7ca6fc-a83e-5dc8-93db-12b7d94f9d86","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","During Framing Works","Confirm wall set-out correct"
"2d1d6ef6-0766-5c39-b313-b2e9f1befb73","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","During Framing Works","Confirm framing gauge and stud spacing to external walls as per design"
"18b77180-dbcd-5a4a-99e1-59e4b47b5783","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","During Framing Works","Confirm framing is straight and plumb"
"413af071-d7a3-5556-8860-2d4f9a72b93a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","During Framing Works","Confirm door frames are correct RL, plumb and installed at correct orientation"
"31cfc40a-ee27-57c9-a2c5-3c54e11a2b5b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","During Framing Works","Confirm corners are square (notably wet areas)"
"c3cb71dd-9b9e-5f9e-b1ab-42ee97520eaa","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","During Framing Works","Confirm minimum cavities achieved between Hebel and stud"
"4ed68f46-b229-563a-a65c-b63244afd0be","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","During Framing Works","Confirm that joinery openings are correct"
"f6b28150-214a-5e50-832c-54732adbc0a2","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","During Framing Works","Confirm all noggins are installed"
"a9bf27a8-e8e3-56a8-a996-2b4e60be5dac","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","During Sheeting Works"
"436b148d-5d83-52a8-8431-2a89e29179ab","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","During Sheeting Works","Confirm all service ITPs have been received"
"06615d82-b2ce-571c-94e6-de46d4e7eb0b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","During Sheeting Works","Attach Fire Penetration Inspection Report, and confirm that all actions are closed out"
"42c4a038-4469-59bc-9893-1e83e9275507","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","During Sheeting Works","Confirm acoustic and thermal insulation installed"
"50293070-e807-59eb-ad85-96e5ef9665ef","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","During Sheeting Works","Confirm correct board type has been used (FC, Blue Board, Aqua check etc)"
"000f2cdc-9371-5d49-ab79-4d3ec026084e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","During Sheeting Works","Confirm sheeting to intertenancy and wet areas are full height and sealed to concrete soffit on both sides of wall (or as required)"
