Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Compaction Acceptance,,,,,,,,,,,,,,
label,e461578c-eb48-5b7b-a4cb-61f2ae7def89,,note,"Controlling Documents - Acceptance criteria for stabilised pavement layer compaction (7.7.1) and Table 5 - TNZ B/5: 2008, Acceptance criteria for pavement layer compaction (7.6) - TNZ B/2: 2005",,,,,,,,,,,,,,
label,907616bf-b380-5334-82e4-0d81faccbfd2,,note,Acceptance Criteria - Mean value ≥ 98% and Minimum Value ≥ 95%,,,,,,,,,,,,,,
label,be0ef308-0431-52d5-b5da-a4476219e319,,note,Method - Nuclear Densometer Testing,,,,,,,,,,,,,,
label,df005181-850b-54d0-bb84-87fbf39882ed,,note,Frequency - ≥ 5 tests per 1000m² lot,,,,,,,,,,,,,,
label,18b7e483-6ef4-599e-9f69-10ad6ab265fc,,note,Responsible Person - Quality Controller,,,,,,,,,,,,,,
label,56c94165-b95b-590d-acd5-9d0949519afb,,note,Verifying Document - NDM Record,,,,,,,,,,,,,,
label,46b9e9d8-9144-5f09-9660-20a821f172fa,,note,Conduct - S or C,,,,,,,,,,,,,,
label,aa76cfd3-7467-5454-934e-d9a154f77080,,note,Produce Record - S or C,,,,,,,,,,,,,,
label,888a3427-6958-5883-a8b6-6152d20042d5,,note,Approval - C,,,,,,,,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Control Testing (if required),,,,,,,,,,,,,,
label,866f0911-50de-5dd0-afc5-65cc5306cc2b,,note,Controlling Documents - Control testing during and after construction (7.7.2) - TNZ B/5: 2008,,,,,,,,,,,,,,
label,51e5008a-fd9b-5171-aeba-f828fc7753a0,,note,Acceptance Criteria - Nil,,,,,,,,,,,,,,
label,f764340c-b52d-5fe0-998d-e98e3a3f97f5,,note,"Method - Vibrating Hammer Compaction Test at OWC (NZS 4402: 1986, Test 4.1.3)",,,,,,,,,,,,,,
label,a0c31c6d-944d-5494-8ea5-159ee54b3476,,note,Frequency - when agreed with the Engineer,,,,,,,,,,,,,,
label,957b1ac0-5bf2-54b0-b9ca-2bff1d94b965,,note,Responsible Person - Quality Controller,,,,,,,,,,,,,,
label,e8b1d068-0d1e-5212-97b2-92db3288a7d2,,note,Verifying Document - Test Report,,,,,,,,,,,,,,
label,5bdcfd8b-e703-592d-b25d-839c34693111,,note,Conduct - S or C,,,,,,,,,,,,,,
label,498ec79b-30d8-5e18-bed9-c7a74902a0b8,,note,Produce Record - S or C,,,,,,,,,,,,,,
label,a1706585-4de3-5a27-8cd5-cb54e9e0fef2,,note,Approval - E,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Surface Smoothness,,,,,,,,,,,,,,
label,f33a74de-7c36-5319-b035-b340db57e36e,,note,Controlling Documents - Surface shape (7.8) - TNZ B/5: 2008,,,,,,,,,,,,,,
label,bf9071b4-f9b4-54bf-928f-519b75d1b0b9,,note,Acceptance Criteria - ± 10mm deviation along a 3m straight edge No water ponding,,,,,,,,,,,,,,
label,832662b6-d352-5369-88ad-0e0ca557a772,,note,Method - 3m Straight Edge,,,,,,,,,,,,,,
label,25c22c3a-1627-5a0a-9461-6212f859f0d8,,note,Frequency - during construction and prior to seal,,,,,,,,,,,,,,
label,346c1cea-c0a0-5a42-88ce-f632d3d809cf,,note,Responsible Person - Supervisor,,,,,,,,,,,,,,
label,c1f53b09-59e2-5b66-9385-47c2a28f3b3c,,note,Verifying Document - Photographs,,,,,,,,,,,,,,
label,1513ca41-6f59-5820-af69-ddf07a363693,,note,Conduct - S,,,,,,,,,,,,,,
label,b034a71f-a38b-558c-9849-32953915a2d5,,note,Produce Record - S,,,,,,,,,,,,,,
label,cf1287b0-a2c8-57c0-b43e-1fe815cd5da9,,note,Approval - E,,,,,,,,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Surface Shape,,,,,,,,,,,,,,
label,4f0ea55c-24f2-5068-826d-faf13d17ce90,,note,Controlling Documents - Surface shape (7.8) - TNZ B/5: 2008,,,,,,,,,,,,,,
label,07c326ef-5a24-5545-b9e5-195762908fa1,,note,Acceptance Criteria - Between -5mm and +15mm,,,,,,,,,,,,,,
label,b8752482-0a14-54d0-ba38-56cd4257dfaa,,note,Method - String lines or Survey Asbuilt,,,,,,,,,,,,,,
label,c1b3c08d-674a-5e74-ba2b-f0c71f2e3f41,,note,Frequency - during construction and prior to seal,,,,,,,,,,,,,,
label,1d058264-79e8-53f8-9571-909fdc03a5a8,,note,Responsible Person - Supervisor,,,,,,,,,,,,,,
label,856e775f-24bf-5cd8-a2f0-fba3f3a82ab1,,note,Verifying Document - String Sheet/Survey Asbuilts,,,,,,,,,,,,,,
label,53bbd09d-cd08-5339-bd4d-f1a6cf26898a,,note,Conduct - S,,,,,,,,,,,,,,
label,91275727-139f-50f7-8da8-62d5c7095243,,note,Produce Record - S,,,,,,,,,,,,,,
label,ef0b1262-78dd-5b6e-b58c-81496bfbe00d,,note,Approval - E,,,,,,,,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Cross Fall,,,,,,,,,,,,,,
label,a8164bad-3f1c-5207-aaab-379c9749530e,,note,Controlling Documents - Crossfall (7.9) - TNZ B/5: 2008,,,,,,,,,,,,,,
label,df1c0293-a12d-5f74-b38f-a1f381bfb5ee,,note,Acceptance Criteria - 0.5% ≤ X ≤ -0.5%,,,,,,,,,,,,,,
label,a46e12cb-b829-55d4-acc1-8186134158b9,,note,Method - 3m straight edge or Survey Asbuilt,,,,,,,,,,,,,,
label,650b4d9a-aba7-54ed-a53b-8def5d05187b,,note,Frequency - during construction and prior to seal,,,,,,,,,,,,,,
label,1e31761b-b8a7-5420-a79b-c9dc5be7b144,,note,Responsible Person - Supervisor,,,,,,,,,,,,,,
label,98a11f0e-62f6-552e-9301-1d9a878e2b29,,note,Verifying Document - Cross Fall Records/Survey Asbuilts,,,,,,,,,,,,,,
label,2866a1cd-35f2-589e-ac24-8565e2a9130e,,note,Conduct - S,,,,,,,,,,,,,,
label,db3d9b46-bc2e-501e-90c7-6c30ba57107a,,note,Witness - C,,,,,,,,,,,,,,
label,3d0b0848-7a8e-516d-95c9-e4ffa6b121ff,,note,Produce Record - C,,,,,,,,,,,,,,
label,e07e8f16-a0d3-5751-b730-94e5a03831e7,,note,Approval - E,,,,,,,,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Surface Finish,,,,,,,,,,,,,,
label,eac3b462-3f8b-5873-9179-47013f7b2d7e,,note,Controlling Documents - Surface finish (7.10) - TNZ B/5: 2008,,,,,,,,,,,,,,
label,607f407c-d737-52ce-bd39-6e9ef1b87a7e,,note,Acceptance Criteria - Tightly bound matrix post sweep,,,,,,,,,,,,,,
label,e1b85e03-b0bd-53ab-ae20-1373e79af140,,note,Method - Visual inpsection,,,,,,,,,,,,,,
label,e4ad992c-c58f-5f0a-81e9-8401bfdd6d6d,,note,Frequency - prior to seal,,,,,,,,,,,,,,
label,f4f7e8a2-89aa-5afd-a9bc-39f82639fc4f,,note,Responsible Person - Supervisor,,,,,,,,,,,,,,
label,c15a3663-3442-507f-91ae-4739b1f327b9,,note,Verifying Document - Pre-seal inspection sheet,,,,,,,,,,,,,,
label,d4a85e1f-1a46-561d-86d9-9ecf9c0daf25,,note,Conduct - C,,,,,,,,,,,,,,
label,d4ecd42a-0f76-5f5a-8dda-13c098192b7c,,note,Witness - C and E,,,,,,,,,,,,,,
label,973c33dd-d87d-59c9-9963-a48b83065e07,,note,Produce Record - C or S,,,,,,,,,,,,,,
label,59bb3b76-f29d-5db2-8ae2-d8db2b5d7ff1,,note,Approval - E,,,,,,,,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,"Degree of Saturation, DOS",,,,,,,,,,,,,,
label,4fdbde30-3df5-5212-a7fd-c8dad87a626f,,note,"Controlling Documents - Pre-sealing requirements (7.12) - TNZ B/5: 2008, Pre-sealing requirements (9) - TNZ B/2 Notes: 2005",,,,,,,,,,,,,,
label,78af9043-e5a7-519b-8591-4e7375b78970,,note,"Acceptance Criteria - ≤80%, however 65% is ideal",,,,,,,,,,,,,,
label,b49179b1-1e62-5431-921c-ee90eb68b269,,note,Method - Nuclear Densometer Testing,,,,,,,,,,,,,,
label,fe2b3f0a-5f9b-5378-af9f-d3fa983f2bb1,,note,Frequency - ≥5 tests per 1000m² lot,,,,,,,,,,,,,,
label,884c71a3-5c1e-5c3e-aa5e-59c1a7f81131,,note,Responsible Person - Quality Controller,,,,,,,,,,,,,,
label,fb91f91d-e72d-5a8b-8665-35972ea8a5ad,,note,Verifying Document - NDM Record,,,,,,,,,,,,,,
label,f82ddb25-f6a8-59cb-bf65-4c1eda107745,,note,Conduct - C,,,,,,,,,,,,,,
label,6906cbe3-bc44-512e-a454-ba4e03b6f98b,,note,Witness - E,,,,,,,,,,,,,,
label,cbb12825-0b0b-5847-9c7c-b7ecd76353d4,,note,Produce Record - S,,,,,,,,,,,,,,
label,9ca73803-a7e1-51a4-bb25-e18e41e759e5,,note,Approval - E,,,,,,,,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Benklemann Beam,,,,,,,,,,,,,,
label,a275250c-2164-5ae8-8968-dbac6a23fb2b,,note,Controlling Documents - 'NZTA T/1,,,,,,,,,,,,,,
label,dec281e0-304d-5876-bbba-238754dc2874,,note,Acceptance Criteria - Using a MESA > 0.1 for asphalt carriageways < 10% of results to exceed 90th%ile Avearge < 0.9 90%ile of 0.9mm Maximum 1.0mm.,,,,,,,,,,,,,,
label,9ca395df-51f0-5bb2-a91b-eb92267e8571,,note,Method - NZTA T/1,,,,,,,,,,,,,,
label,5d767b51-3078-5b79-b9f4-bff74e655b76,,note,Frequency - Alternating wheel Paths at 10m centres along alignment.,,,,,,,,,,,,,,
label,d4e93a35-4a6c-55c1-a0ed-2504500d153b,,note,Responsible Person - Quality Controller,,,,,,,,,,,,,,
label,7f5534f9-9c9d-58c1-aa07-d24a2bd84f40,,note,Verifying Document - Test Records,,,,,,,,,,,,,,
label,12aa831e-695a-5d83-a6bb-e77836dfc0bc,,note,Conduct - C,,,,,,,,,,,,,,
label,dd818d41-764b-5100-8d15-61bdab960e68,,note,Witness - E,,,,,,,,,,,,,,
label,adc8826f-490e-51e9-909a-b5d7d4ddddfc,,note,Produce Record - S,,,,,,,,,,,,,,
label,e40f6842-b47f-5e23-8160-6f88afbee8ee,,note,Approval - E,,,,,,,,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Roughness (NAASRA),,,,,,,,,,,,,,
label,93702237-2505-5bc4-9d2d-27a6e49266b9,,note,Controlling Documents - NZTA Maintainence specification section 6.1.2,,,,,,,,,,,,,,
label,55603a97-017b-55ff-9c8c-6ec9ca70dd0f,,note,Acceptance Criteria - For chipseal or non structural AC surfacing; No 100m moving average shall exceed 2.9 lane IRI.qc m/km 75 NAASRA counts/km,,,,,,,,,,,,,,
label,b7c080b6-6516-5030-bc04-8b840d522cd0,,note,Method - NZTA Maintainence specification section 6.1.2,,,,,,,,,,,,,,
label,237f18b0-f261-5973-83db-8e5af9261077,,note,Frequency - Average of three replica runs for each lane reported at 20m intervals.,,,,,,,,,,,,,,
label,aeefed0a-23fe-5e03-8d48-3a54e5724a08,,note,Responsible Person - Quality Controller,,,,,,,,,,,,,,
label,b66b4330-0816-5d14-99a6-f4209f8f0dd3,,note,Verifying Document - Test Records,,,,,,,,,,,,,,
label,fa870ce2-5d7b-5745-b8ea-c1db882cae05,,note,Conduct - C,,,,,,,,,,,,,,
label,28cf4acb-7bff-50df-9979-f8172e0b5cdd,,note,Witness - E,,,,,,,,,,,,,,
label,9a7c3022-b620-5250-a247-156fc47db695,,note,Produce Record - S,,,,,,,,,,,,,,
label,301834a7-6d73-5130-84dc-b2f40be67e35,,note,Approval - E,,,,,,,,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
checkpoint-group,,,section,6. Chip Sealing - 6.1. Procurement,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Binder - Penetration Grade,,,,,,,,,,,,,,
label,43f3646d-94b7-5567-82d4-558c228604b0,,note,Controlling Documents - TNZ M/1,,,,,,,,,,,,,,
label,35a89d01-e5e0-57ff-8e1a-2722c606f271,,note,Acceptance Criteria - Table 1,,,,,,,,,,,,,,
label,3c6b0640-dcf5-5bdc-b3e9-37eecfd1709f,,note,Method - Property Test,,,,,,,,,,,,,,
label,910ab56f-16ab-5930-9e33-5797f3026b38,,note,Frequency - Annual,,,,,,,,,,,,,,
label,c55bd00f-a110-54df-8bb6-0fc232ada63a,,note,Responsible Person - Bitumen Supplier/ Surfacing Project Manager,,,,,,,,,,,,,,
label,33cc04cc-c248-5c3d-b52c-dfff0c7f205b,,note,Verifying Document - IANZ Report's,,,,,,,,,,,,,,
label,20605bc0-8187-591b-a2f1-ddeefa45a11b,,note,Conduct - C,,,,,,,,,,,,,,
label,84245de8-9518-538c-a497-f51111a10725,,note,Produce Record - C,,,,,,,,,,,,,,
label,7925ab51-69d0-5011-a5d7-81fedbc514ec,,note,Approval - N,,,,,,,,,,,,,,
label,42783799-ac58-5f8b-bc0a-22d6ff82e22b,,note,Witness Point - Y,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Binder - Polymer Modified Emulsion,,,,,,,,,,,,,,
label,5323ad07-8f9f-5fcb-b3d9-88e28ebc0f19,,note,Controlling Documents - Higgins Internal Specification,,,,,,,,,,,,,,
label,064fdb80-4edf-5213-bf93-d58750d3b68c,,note,"Acceptance Criteria - % PMB Required, PH, Residue by Evaporation, Viscosity",,,,,,,,,,,,,,
label,0ceb45ef-3ce5-5004-b9ba-a2285033e243,,note,Method - Property Test,,,,,,,,,,,,,,
label,e21c75de-7d51-59be-ac29-2a3175c5883f,,note,"Frequency - 1/100,000 litres supplied",,,,,,,,,,,,,,
label,853d78b3-a8d7-53b4-a7cc-5ea4dc5ebada,,note,Responsible Person - Bitumen Supplier/ Surfacing Project Manager,,,,,,,,,,,,,,
label,109f526d-bda4-5d6d-9963-7117d453121b,,note,Verifying Document - IANZ Report's,,,,,,,,,,,,,,
label,cecab949-836b-50e6-9801-6cc8e374f41a,,note,Conduct - C,,,,,,,,,,,,,,
label,f5463035-b210-56ad-8ff8-4a2c75303371,,note,Produce Record - C,,,,,,,,,,,,,,
label,96da1ab9-21bf-5783-b3fa-c3a213e6903e,,note,Approval - N,,,,,,,,,,,,,,
label,54971ab2-42f5-51cc-a459-13c9d7273e99,,note,Witness Point - Y,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Source Property -Coarse Aggregate - Crushing Resistance,,,,,,,,,,,,,,
label,4f8e105a-21d2-5236-961c-e00e64bb7d0b,,note,"Controlling Documents - TNZ M6, RNZ 9805:2009",,,,,,,,,,,,,,
label,d21bbbdb-ffbe-50c8-80b6-dc998660455e,,note,Acceptance Criteria - <10% fines under 230kN minimum,,,,,,,,,,,,,,
label,bce03a54-9e0b-5495-acb7-a3fe9870d386,,note,Method - Sample Test - Crushing Resistance NZS 4407 Test 3.10,,,,,,,,,,,,,,
label,2975ff76-2f96-5833-85e3-753757023dd9,,note,"Frequency - 1 test per 10,000m³ or 1 test per annum if less than 10,000m³ produced per annum",,,,,,,,,,,,,,
label,67ae927e-6632-5447-af5a-39e804ee61c3,,note,Responsible Person - Surfacing Project Manager,,,,,,,,,,,,,,
label,9c9ef027-c6fe-57b6-8ddc-861fc6a380fa,,note,Verifying Document - IANZ Report's,,,,,,,,,,,,,,
label,2500f7ab-1968-54a2-87b8-6c0725b1ab7d,,note,Conduct - C,,,,,,,,,,,,,,
label,1cf78c2d-b737-5cef-8133-b3c23c6d3daa,,note,Produce Record - C,,,,,,,,,,,,,,
label,13ede9ec-fd23-5abd-b29e-801d97fe7b3a,,note,Approval - N,,,,,,,,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Source Property -Coarse Aggregate - Weathering Resistance,,,,,,,,,,,,,,
label,88dee512-af12-539e-bf8b-83bfb3870eee,,note,"Controlling Documents - TNZ M6, RNZ 9805:2009",,,,,,,,,,,,,,
label,420f345b-8033-5fd1-b644-4810a4d1ac21,,note,Acceptance Criteria - AA or BA,,,,,,,,,,,,,,
label,863c420c-ed61-5fce-9e93-1b4d44c2071c,,note,Method - Weathering Quality Index NZS 4407 Test 3.10,,,,,,,,,,,,,,
label,e6a2595b-1df4-5a8d-9012-7a7f6bc34f70,,note,"Frequency - 1 test per 10,000m³ or 1 test per annum if less than 10,000m³ produced per annum",,,,,,,,,,,,,,
label,ab7bfc32-0733-538c-9db5-94ab7ef7cc1b,,note,Responsible Person - Surfacing Project Manager,,,,,,,,,,,,,,
label,613912e8-dce1-57c7-84f0-4e5b946a6112,,note,Verifying Document - IANZ Report's,,,,,,,,,,,,,,
label,887fcf7f-0e48-5dfb-841a-95785414636b,,note,Conduct - C,,,,,,,,,,,,,,
label,93cb544b-458c-5e1c-a82e-a0acfefb0b02,,note,Produce Record - C,,,,,,,,,,,,,,
label,6cce2771-a336-5900-9553-502611bcb880,,note,Approval - N,,,,,,,,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Source Property - Skid Resistance,,,,,,,,,,,,,,
label,dee301eb-914d-593f-b00f-3b2d910c04e8,,note,Controlling Documents - NZTA T/10,,,,,,,,,,,,,,
label,0aaec6f5-0f8b-561a-9d09-d8b5ca64b51d,,note,Acceptance Criteria - Meet Skid performance Requirement,,,,,,,,,,,,,,
label,395d58e7-cce2-5a29-859e-46bb92da7be3,,note,Method - Aggregate Perfomance Method TNZ T/10 section 12.3,,,,,,,,,,,,,,
label,27e29e97-2425-5870-9216-0f8ef4acca35,,note,Frequency - Each Site,,,,,,,,,,,,,,
label,67cbb82f-cc05-56fe-adc2-ac5ca210efa2,,note,Responsible Person - Surfacing Project Manager,,,,,,,,,,,,,,
label,6196aab0-ae2d-5e3e-a51f-b49cc8b80864,,note,Verifying Document - IANZ Report's,,,,,,,,,,,,,,
label,eb9e9eda-259f-52b9-b7af-270c5d74b7fe,,note,Conduct - C,,,,,,,,,,,,,,
label,b2277d89-012e-5b01-88ac-05775440d7a0,,note,Produce Record - C,,,,,,,,,,,,,,
label,a195d98a-2e0c-53bc-84fa-f65879f88adb,,note,Approval - N,,,,,,,,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Production Property - Cleaness Value,,,,,,,,,,,,,,
label,0f2390e0-edc3-5839-b53b-5d67da6791d5,,note,"Controlling Documents - NZTA P/17, M/6",,,,,,,,,,,,,,
label,ed418a14-e1e6-5c7f-8830-c022d76d2b8e,,note,"Acceptance Criteria - G2 - 89 min, G3 - 87 min, G4 - 85 min",,,,,,,,,,,,,,
label,193b8e5b-3606-5e8d-8a3a-2564361eabf7,,note,Method - Sample Test - Cleaness Value NZS 4407 Test 3.9,,,,,,,,,,,,,,
label,c2a40b9e-8ee1-5c5b-8650-c64fd19fbb42,,note,"Frequency - Per Stockpile <100m3 - 1 Sample, 100-500m3 - 2 Samples, >500m3 - 3 Samples",,,,,,,,,,,,,,
label,90231086-e4f5-55f5-acfa-9aebe293e1eb,,note,Responsible Person - Surfacing Project Manager,,,,,,,,,,,,,,
label,430e0387-b0fa-5aa5-b446-88ebb4bc9b68,,note,Verifying Document - IANZ Report's,,,,,,,,,,,,,,
label,faf1f892-3641-5b98-a84b-0ada62feeb70,,note,Conduct - C,,,,,,,,,,,,,,
label,55b39962-548a-5e12-90d2-889f38bceb09,,note,Produce Record - C,,,,,,,,,,,,,,
label,17fd44b2-17aa-5266-8bee-9fe72a572e61,,note,Approval - N,,,,,,,,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Production Property - Particle Size/Shape,,,,,,,,,,,,,,
label,6c9c7364-9608-5e5e-94bc-93f3a674db35,,note,"Controlling Documents - NZTA P/17, M/6",,,,,,,,,,,,,,
label,f244c457-582a-5c37-a78e-b2649dbc578c,,note,Acceptance Criteria - As per Table 3 NZTA M/6,,,,,,,,,,,,,,
label,e53a1c60-08da-5cd6-a0b3-3d39bec7d3fb,,note,Method - Sample Test - Particle Size/Shape NZS 4407 Test 3.13,,,,,,,,,,,,,,
label,068d4e7e-743e-5e47-a8d8-65a7919e445c,,note,"Frequency - Per Stockpile <100m3 - 1 Sample, 100-500m3 - 2 Samples, >500m3 - 3 Samples",,,,,,,,,,,,,,
label,5968212a-b3e8-5042-84c3-5f8ff3837a0a,,note,Responsible Person - Surfacing Project Manager,,,,,,,,,,,,,,
label,ec3304a9-5e71-569f-9dd4-03a5c5745f36,,note,Verifying Document - IANZ Report's,,,,,,,,,,,,,,
label,1d5dc456-28b9-506d-a571-a3919254ab64,,note,Conduct - C,,,,,,,,,,,,,,
label,45cee48d-331c-5d10-b61c-4e4af4dce718,,note,Produce Record - C,,,,,,,,,,,,,,
label,a06ce9cb-479f-53c2-86c5-3aa51f21c1d6,,note,Approval - N,,,,,,,,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Production Property - Broken Faces,,,,,,,,,,,,,,
label,9b724a64-1b5f-5872-aa10-9fa2e153b561,,note,"Controlling Documents - NZTA P/17, M/6",,,,,,,,,,,,,,
label,1bc7a6a9-2fe1-5fcf-bdd6-365a5b86c9ea,,note,Acceptance Criteria - Min. 98%,,,,,,,,,,,,,,
label,cd928d99-2b53-5973-884a-e102563f889a,,note,Method - Sample Test - Broken Faces NZS 4407 Test 3.14,,,,,,,,,,,,,,
label,6cd1d34e-4940-5a38-9810-f819f41688b3,,note,"Frequency - Per Stockpile <100m3 - 1 Sample, 100-500m3 - 2 Samples, >500m3 - 3 Samples",,,,,,,,,,,,,,
label,9ffe063d-5d88-51ae-bf07-382e5d1946ad,,note,Responsible Person - Surfacing Project Manager,,,,,,,,,,,,,,
label,e2bf9d0d-377e-5cc6-8c8d-31005972260b,,note,Verifying Document - IANZ Report's,,,,,,,,,,,,,,
label,c80c726b-1345-5c58-b027-1741788b526a,,note,Conduct - C,,,,,,,,,,,,,,
label,c3c416e0-f1b7-5cf5-a887-55e142a4c76d,,note,Produce Record - C,,,,,,,,,,,,,,
label,c5e80e5d-81ab-54a7-af1b-11dfc77897ef,,note,Approval - N,,,,,,,,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Chipseal Designs,,,,,,,,,,,,,,
label,c6d965dd-10b1-50c6-8fc8-f0b8753cfdce,,note,"Controlling Documents - EBOP NOC Design Report, Chipsealing in NZ, NZTA P/17",,,,,,,,,,,,,,
label,2b72a7a7-6be2-5cae-9dfa-97fa20d654e9,,note,Acceptance Criteria - Client Approval,,,,,,,,,,,,,,
label,b2786d5e-290c-5a3b-ba07-1d42d283058c,,note,Method - Review,,,,,,,,,,,,,,
label,e2456134-186c-5ed3-b12a-4f565d5e2fa2,,note,Frequency - Annual,,,,,,,,,,,,,,
label,b588fa65-4efc-5dc8-ba8d-549cbdf4033b,,note,Responsible Person - Surfacing Project Manager,,,,,,,,,,,,,,
label,5407b7a1-e57c-5477-9ac4-2c35bf9b55f8,,note,Verifying Document - EBOP NOC Design Report Acceptance,,,,,,,,,,,,,,
label,4dae3c57-1a35-54fd-a5ef-9a5889db0fb4,,note,Conduct - C,,,,,,,,,,,,,,
label,5519d192-758f-5cf3-b3f9-11e7bc9e7f81,,note,Produce Record - C,,,,,,,,,,,,,,
label,5fc36aef-f2b5-557a-878a-8f7e79781a5d,,note,Approval - N,,,,,,,,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
checkpoint-group,,,section,6. Chip Sealing - 6.2. Construction,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Ensure limits of site are marked,,,,,,,,,,,,,,
label,5b774056-93b4-528b-8377-dfd64485fb76,,note,Controlling Documents - EBOP NOC Design Report,,,,,,,,,,,,,,
label,7be7d4be-ab84-5ad3-80e1-9672546b9d0b,,note,Acceptance Criteria - Visual Inspection,,,,,,,,,,,,,,
label,43ac4598-3e81-5140-bfa3-1381d709c113,,note,Method - Visual,,,,,,,,,,,,,,
label,c393e38a-bcee-5d86-8109-8498b99d6145,,note,Frequency - Prior to start sealing each site,,,,,,,,,,,,,,
label,d24682a9-4d08-5551-9c4e-c858ebeec71b,,note,Responsible Person - Surfacing Supervisor,,,,,,,,,,,,,,
label,16a088f1-7a0a-58f8-805b-c108653f4cd2,,note,Verifying Document - Chip Sealing Quality and Site Record,,,,,,,,,,,,,,
label,9997a453-7be0-51a4-910c-3c459c19ccfa,,note,Conduct - C,,,,,,,,,,,,,,
label,5de13b03-f736-58b6-86f7-9d453bede8f5,,note,Produce Record - C,,,,,,,,,,,,,,
label,f826f813-dc48-5a40-95c6-2e110b805dcc,,note,Approval - C,,,,,,,,,,,,,,
label,3c0575ec-9aca-56d7-822c-6e210e9381a4,,note,Witness Point - Y,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Sweep surface clean of deleterious material,,,,,,,,,,,,,,
label,9fdaac7b-7708-526a-a927-57867d69d4ee,,note,Controlling Documents - P/17,,,,,,,,,,,,,,
label,29b58954-2ee4-5bb3-b25e-13b8c43b1969,,note,Acceptance Criteria - Visual Inspection,,,,,,,,,,,,,,
label,e5cef753-39f4-523c-a097-c1ca82f246ba,,note,Method - Visual,,,,,,,,,,,,,,
label,56bba6f2-3ced-5ec9-8a88-10d0b689a82a,,note,"Frequency - Each site, prior to start of sealing",,,,,,,,,,,,,,
label,08f5bcfd-cca2-510d-9c9f-08c53eb37841,,note,Responsible Person - Surfacing Supervisor,,,,,,,,,,,,,,
label,cfca2208-f29c-5875-9748-d7a746e8b848,,note,Verifying Document - Chip Sealing Quality and Site Record,,,,,,,,,,,,,,
label,63c1f2cf-d6ec-5c04-883e-09f44194752d,,note,Conduct - C,,,,,,,,,,,,,,
label,4947d6e7-0c62-5f23-80cb-911505578679,,note,Produce Record - C,,,,,,,,,,,,,,
label,45c9bde9-13d8-5a33-98a4-386a5e6770b7,,note,Approval - C,,,,,,,,,,,,,,
label,ac615a1b-3c42-5ca0-810b-7a3d42d88590,,note,Witness Point - Y,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Record ATP's on site,,,,,,,,,,,,,,
label,8123e58d-0edc-51d8-9d97-cd664af614a3,,note,Controlling Documents - N/A,,,,,,,,,,,,,,
label,bf11ae36-338b-551f-ad79-e6075ed04c78,,note,Acceptance Criteria - Visual Inspection,,,,,,,,,,,,,,
label,596b2994-3638-5de4-9625-12a3056bacde,,note,Method - Visual,,,,,,,,,,,,,,
label,764a92a8-f817-53c8-9c88-99f2cee76e73,,note,"Frequency - Each site, prior to start of sealing",,,,,,,,,,,,,,
label,67f55058-f5c1-5523-8ede-632d9638270f,,note,Responsible Person - Surfacing Supervisor,,,,,,,,,,,,,,
label,c7453b92-6d61-5407-aa52-8fb9be68cf4a,,note,Verifying Document - Chip Sealing Quality and Site Record,,,,,,,,,,,,,,
label,4f432c45-fac9-55a1-8632-afa365a53523,,note,Conduct - C,,,,,,,,,,,,,,
