"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d365d5fa-61c9-49a3-aeed-96dd907aeda6","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"62d513ab-699e-58a5-b46c-986bfd4cf11c","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"23fd21d0-d76a-4e4e-bba9-17f00b013321","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"02e5b060-d1ca-4108-94d4-971d19ab6063","","checklist-sectioned","pass","d445abf1a31c2db1731abc4e69e7a97b58c2708cdb80c557fdb618a745b730f8","checklist","FALSE","FALSE","Precast Manufacture","WELD PLATE DETAILS"
"1e3207d8-ad52-526d-86bf-fbb722daca3c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","WELD PLATE DETAILS","Weld plate details"
"48d4a2af-edca-5dc1-8d6c-d4a206b7afc6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","WELD PLATE DETAILS","Weld plate details","Edge Detail"
"758d6f45-b19a-5228-a017-7e870ada868f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","WELD PLATE DETAILS","Weld plate details","Bar Projections"
"92bc2813-4043-5a85-abf5-8814f70e7731","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","WELD PLATE DETAILS","Weld plate details","Cast in items"
"e97a792b-39c8-45ea-862d-b15dbae508fc","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 30 - 49"
"78caf3c8-4846-49ec-8bd1-53fefd120de6","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 30 - 49","Panel - 30"
"78ebd773-5ca8-5bbd-801a-30b3750aae06","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 30","Pre-Pour Check"
"3ee0e075-847a-50dc-bc76-d7ebfb14d25d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 42","Pre-Pour Check","Reinforcing"
"89ff6c4f-6d1d-5f40-81ad-60315ece9cd0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 42","Pre-Pour Check","Cast In Items"
"e6227364-25f9-532e-9fd1-f905b311947f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 42","Pre-Pour Check","Marker Position and No."
"b5938804-22de-5f87-99c7-059b8631427b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 42","Pre-Pour Check","Make mould to Green Status"
"a791c3d9-d310-52e6-b92e-b65774773f7b","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 42","Concrete Works"
"568a9b65-3852-5efa-adf4-9317bda64917","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 42","Concrete Works","Concrete Works Details"
"cf2485cf-33b3-56c4-892c-e3015673d2ea","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 42","Concrete Works","Wilco Sample Taken"
"f1a2961f-caf5-538f-9905-0204e1c9157a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 42","Concrete Works","Bridgeman Sample Taken"
"ffb5e763-1609-5bd3-a28c-ed06c393c86c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 42","Concrete Works","Supervisor Approval"
"da1e0e81-728c-5477-aeba-27e935348ad8","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 42","Post Pour Check"
"d8630256-d9ef-53b8-bda9-86c82b3b960c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 42","Post Pour Check","Edge Detail"
"d2552bbd-be39-5157-9ac2-da01b81a525a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 42","Post Pour Check","Bar Projections"
"89d92055-a341-566d-87f6-9f484e3622a2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 42","Post Pour Check","Cast in items"
"955ab63d-d7a7-51e0-ae74-2a6f1cfeac70","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 42","Stripping and Stacking"
"feeaa0fd-8305-51a2-9848-2f05e1734457","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 42","Stripping and Stacking","Stripping & Stacking"
"f1c16a73-fdb9-4ce5-b73a-3d99f719baac","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 30 - 49","Panel - 43"
"04bb69d3-71b9-5e62-b0d2-119750863b43","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 43","Pre-Pour Check"
"58fc7540-eead-5221-aa52-a0461b73bf23","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 43","Pre-Pour Check","Dimensions"
"dce2a58d-3d7b-5247-bae1-e8b4e7b78391","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 43","Pre-Pour Check","Mould Clean"
"cc8d7517-1abf-5155-a4b7-9c457cc23024","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 43","Pre-Pour Check","Mould Oiled"
"6c5e53a6-b2c5-57e5-87bd-a3f0b0af5ba3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 43","Pre-Pour Check","Mould - Workmanship"
"67779869-e622-5777-bda9-0b9b2b092439","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 43","Pre-Pour Check","Reinforcing"
"fcff5574-851e-5212-8275-79f0e15fb421","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 43","Pre-Pour Check","Cast In Items"
"b1b3fb07-87cd-579b-b6a9-8fefe4780fcd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 43","Pre-Pour Check","Marker Position and No."
"5e150e78-e196-5207-922c-2a800f105546","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 43","Pre-Pour Check","Make mould to Green Status"
"3524ac57-24b5-51ef-9b14-45aadfb680c7","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 43","Concrete Works"
"1ceb138c-e772-5c6a-b8b6-d7b2bbf3cbc6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 43","Concrete Works","Concrete Works Details"
"4e4b0127-c327-5e20-974a-732d959d08d5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 43","Concrete Works","Wilco Sample Taken"
"d8afe8c5-23a8-57ab-9081-7bd8c7232e9c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 43","Concrete Works","Bridgeman Sample Taken"
"2035420a-731b-5a59-8b59-cd7cb53bcf5d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 43","Concrete Works","Supervisor Approval"
"7f7240a4-6f52-52a8-bb66-ac658e25290b","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 43","Post Pour Check"
"a7434ac3-107c-592c-9714-7fb39dcaf534","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 43","Post Pour Check","Edge Detail"
"830173cb-89a5-5240-88d1-dfe46c333af2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 43","Post Pour Check","Bar Projections"
"776f5ad3-2176-532a-ad23-8f957307a3f6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 43","Post Pour Check","Cast in items"
"734852cb-db18-5e01-b764-c5eec3341968","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 43","Stripping and Stacking"
"059a3f6c-cddc-5460-b092-c74ba94f5b4c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 43","Stripping and Stacking","Stripping & Stacking"
"d286a9e7-a169-4f9b-994c-0d58d1a5ccef","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 30 - 49","Panel - 44"
"c3fe8a6a-e3a9-5470-9c9c-7d03dfabaef3","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 44","Pre-Pour Check"
"93c7b2c1-3fa7-531a-942b-24ab6ec4aa75","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 44","Pre-Pour Check","Dimensions"
"c5f51ebc-c297-5562-bfb7-3ff9a49d161e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 44","Pre-Pour Check","Mould Clean"
"3f94fe63-e118-5490-81f3-b6075235efa0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 44","Pre-Pour Check","Mould Oiled"
"3be3fc08-68dc-5f11-aba9-98d2c6ccdf0a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 44","Pre-Pour Check","Mould - Workmanship"
"fc71b300-af53-5ad1-97d1-924ae8e7edf3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 44","Pre-Pour Check","Reinforcing"
"aa7cbdfa-b332-52fa-966b-7ddb4e6b576d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 44","Pre-Pour Check","Cast In Items"
"71225534-176c-51ef-8867-0425bf14921e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 44","Pre-Pour Check","Marker Position and No."
"06450942-347e-5305-b490-2e61d87ed232","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 44","Pre-Pour Check","Make mould to Green Status"
"10fddc41-0529-548f-92cf-5dc887036f29","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 44","Concrete Works"
"d8bfa473-5201-5374-9658-2650070323dc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 44","Concrete Works","Concrete Works Details"
"3c2b32c8-9d1d-5c77-acfc-a5745c4e8b68","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 44","Concrete Works","Wilco Sample Taken"
"ae7ec16b-61b9-5cfa-a73e-ab4863883b70","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 44","Concrete Works","Bridgeman Sample Taken"
"f9345978-e9d6-5ef4-a69e-fb3776d8247a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 44","Concrete Works","Supervisor Approval"
"7333adf3-5689-57ad-a88e-27458d321296","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 44","Post Pour Check"
"31cb46f1-4b95-5e13-832e-fa755204d98f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 44","Post Pour Check","Edge Detail"
"c3e272d5-b12d-52a7-b878-571ae6a56a7d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 44","Post Pour Check","Bar Projections"
"9df5febe-5036-5189-a25d-d73ecca47d51","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 44","Post Pour Check","Cast in items"
"168f0cc7-2847-5c9a-b80f-6365e5239f4f","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 44","Stripping and Stacking"
"19e26116-2e68-5a0f-b172-a7c6106064ec","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 44","Stripping and Stacking","Stripping & Stacking"
"d278ded5-5376-43db-9e0b-e2f4036d8a26","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 30 - 49","Panel - 45"
"b36c175f-d3fd-5de3-9515-10cdd9d4c995","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 45","Pre-Pour Check"
"04425668-87d9-58ba-b74a-41f65ef96988","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 45","Pre-Pour Check","Dimensions"
"d446e726-4ac4-52b3-b388-1cb4a3f2334e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 45","Pre-Pour Check","Mould Clean"
"69a69712-e5be-53a9-8d2b-3c9d49f07757","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 45","Pre-Pour Check","Mould Oiled"
"dccfa0fb-6cb7-5096-acde-538bef990266","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 45","Pre-Pour Check","Mould - Workmanship"
"058ea9bc-3771-5b93-bae4-73b29cb2f9d6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 45","Pre-Pour Check","Reinforcing"
"68ba6978-f316-5f9d-be5a-0009f81ae7c6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 45","Pre-Pour Check","Cast In Items"
"7ddebaf6-a3f6-5f31-bdf2-4d8972c83cdb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 45","Pre-Pour Check","Marker Position and No."
"d281a064-c4e3-59e2-8e59-43c01a3a33dd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 45","Pre-Pour Check","Make mould to Green Status"
"77739055-25b0-5152-acf9-bbccaf041cf8","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 45","Concrete Works"
"02321bf1-d9aa-5532-9a5c-48ed22dbdf45","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 45","Concrete Works","Concrete Works Details"
"46600c83-c92e-5cc7-a2af-45b69e25cd2c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 45","Concrete Works","Wilco Sample Taken"
"aa2a912b-f3ee-53d2-b2d9-7abbfdeae9b7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 45","Concrete Works","Bridgeman Sample Taken"
"adbdb214-0abc-5963-ad22-0caad0011da5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 45","Concrete Works","Supervisor Approval"
"40245bd5-a216-59a1-82cc-f4634c6040cc","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 45","Post Pour Check"
"b91d6f96-c363-5d6d-a1f8-f94187d2bb62","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 45","Post Pour Check","Edge Detail"
"0ba23dd7-9e11-5162-9774-c05ecf35a3c1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 45","Post Pour Check","Bar Projections"
"351ee60d-89a5-534a-9bdf-d015ad24529a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 45","Post Pour Check","Cast in items"
"bc81ed4b-90d7-5d2f-9ab2-e5318e6b7b73","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 45","Stripping and Stacking"
"92960cc8-4b99-53cb-9d3e-f200616cd093","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 45","Stripping and Stacking","Stripping & Stacking"
"02d420ed-5190-44ce-b18e-92d7153c95a0","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 30 - 49","Panel - 46"
"1652f49b-327b-5bbe-b2a5-9c56c74e622d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 46","Pre-Pour Check"
"bee7d8cb-cfb3-540d-bf21-024dc765cf44","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 46","Pre-Pour Check","Dimensions"
"ee77d9e0-f994-5b79-977e-f7265c51bf53","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 46","Pre-Pour Check","Mould Clean"
"35a2a175-ea8f-524e-afc9-ceafe4dc7132","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 46","Pre-Pour Check","Mould Oiled"
"0ddbdaa7-181e-56da-be04-e7cbabc2ad88","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 46","Pre-Pour Check","Mould - Workmanship"
"70a87bbc-3088-57f1-b49e-f4157242b035","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 46","Pre-Pour Check","Reinforcing"
"387b8ec4-a6ca-51a6-8a33-112bf487e63f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 46","Pre-Pour Check","Cast In Items"
"4b2497a3-8299-5c8f-bbb2-5f57be77fa3f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 46","Pre-Pour Check","Marker Position and No."
"e1360556-4e42-5a03-913f-2cdbb86ebe2b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 46","Pre-Pour Check","Make mould to Green Status"
"e991f6a5-9df7-5759-a8ee-5cde022794a3","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 46","Concrete Works"
"bbd19e78-ce71-53b4-8a45-105948eb425f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 46","Concrete Works","Concrete Works Details"
"cce3ddbc-cfa8-5e3a-8328-04a20428103e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 46","Concrete Works","Wilco Sample Taken"
"c8db0786-6543-5475-8d5d-e5963676393c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 46","Concrete Works","Bridgeman Sample Taken"
"62498fcb-f375-5cb6-867c-1e8acea0b2cf","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 46","Concrete Works","Supervisor Approval"
"7f08f087-9338-5aa9-a3dd-c838088c42ea","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 46","Post Pour Check"
"703fdb1b-56fd-5151-bd1a-f705f7c7ddd1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 46","Post Pour Check","Edge Detail"
"6cda6404-7d4c-5399-a9c9-2399fc6b3314","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 46","Post Pour Check","Bar Projections"
"fea5e0a7-83e6-525e-8216-940ecde4cc7a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 46","Post Pour Check","Cast in items"
"dedc349e-9c1a-53d1-ae61-6be33ac5f1d4","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 46","Stripping and Stacking"
"24e0f214-2bbe-51df-9a88-19966bc851b6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 46","Stripping and Stacking","Stripping & Stacking"
"d24cbb91-8566-4f42-91ad-0b20a90ab899","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 30 - 49","Panel - 47"
"a5c1883d-9739-549b-bea6-1109d929d14b","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 47","Pre-Pour Check"
"1e5b4aca-719e-565e-a734-f53396089a20","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 47","Pre-Pour Check","Dimensions"
"1a849493-bdfe-59d5-a17e-f0b6156bb5a8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 47","Pre-Pour Check","Mould Clean"
"f21ec5f3-8a17-542b-b0e5-82a2c3aa8a83","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 47","Pre-Pour Check","Mould Oiled"
"266d7680-e37b-5478-a017-8edd0ef531e9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 47","Pre-Pour Check","Mould - Workmanship"
"7050a575-a70e-5f62-a77f-4c3179144081","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 47","Pre-Pour Check","Reinforcing"
"ed664da2-aac5-5f1c-bd9d-6cc4ce231da9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 47","Pre-Pour Check","Cast In Items"
"7ddd44a0-1f4f-5b14-af39-5d8904beaba0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 47","Pre-Pour Check","Marker Position and No."
"757c3077-92e1-533f-b458-2546daf87bce","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 47","Pre-Pour Check","Make mould to Green Status"
"5178acb1-bfff-5ddb-9e70-7d29d8f7bc53","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 47","Concrete Works"
"62eae59f-96af-5a4f-9302-5d2c36578651","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 47","Concrete Works","Concrete Works Details"
"54b0b20a-9bf2-5f7e-b353-a4176221d8d1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 47","Concrete Works","Wilco Sample Taken"
"b69b3886-2254-541e-80c0-e57e77adb470","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 47","Concrete Works","Bridgeman Sample Taken"
"2d2862c4-e5f5-50d7-86ce-ccf691dc372b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 47","Concrete Works","Supervisor Approval"
"13fcad00-497a-5f0a-bdbd-51c063bb7a86","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 47","Post Pour Check"
"4581825c-86e3-5679-aba1-e39969190257","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 47","Post Pour Check","Edge Detail"
"b0ec748f-9243-5942-83c6-60798c51c87e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 47","Post Pour Check","Bar Projections"
"63fa12d3-cb5f-530a-bba3-151d96973c60","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 47","Post Pour Check","Cast in items"
"b85f6637-8eda-5f8f-9b87-24ae8d460339","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 47","Stripping and Stacking"
"5c056a07-ec71-5fca-a162-757730992e2e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 47","Stripping and Stacking","Stripping & Stacking"
"efa9ef04-85fd-4ef5-b368-caa069cf2393","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 30 - 49","Panel - 48"
"9916b78d-bef8-5a5e-9390-f148fba963b7","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 48","Pre-Pour Check"
"42894430-3f76-5f3c-9f29-21e6d0acc69b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 48","Pre-Pour Check","Dimensions"
"573f42be-dc09-5c41-b2d5-edce4698f760","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 48","Pre-Pour Check","Mould Clean"
"0b697ca8-bdde-5414-b169-e163da7739a7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 48","Pre-Pour Check","Mould Oiled"
"2c99a44d-9107-5aec-ad3c-fb85fae95d5b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 48","Pre-Pour Check","Mould - Workmanship"
"04213ce8-4f2c-5255-834a-1bbefdbade29","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 48","Pre-Pour Check","Reinforcing"
"0b659042-4ac4-50b0-8be1-dc71f16e74cf","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 48","Pre-Pour Check","Cast In Items"
"d42ecc96-c7d2-5506-8e12-5d55f21c26d7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 48","Pre-Pour Check","Marker Position and No."
"305992de-fac0-5bfd-b3ff-39b326ab39c8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 48","Pre-Pour Check","Make mould to Green Status"
"ac3e03a1-f300-59df-8bcf-bfa8502df9a0","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 48","Concrete Works"
"a398f93b-be8c-5849-ab75-c20b7ac4a5bb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 48","Concrete Works","Concrete Works Details"
"6cb49d72-a478-5bee-8f44-f3365d011ed2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 48","Concrete Works","Wilco Sample Taken"
"fce9de07-3fc3-5492-b91e-9d65cfbf2c7e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 48","Concrete Works","Bridgeman Sample Taken"
