"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"883e0405-ea15-447c-bf83-728c9c0b5b27","","folder-normal","work-in-progress","","step","TRUE","FALSE","Block A"
"52919794-a52a-4f88-a022-9d8cdf43a864","","folder-normal","not-started","","step","TRUE","FALSE","Block A","Ground Floor"
"7182ef96-3318-4d3d-89d6-f1cad6d226f3","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 61","Level 2","Guest Bathroom","Shower"
"b272ba50-6019-4ec2-aa95-95f58407cb83","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 62"
"3531fdbe-e132-4d9b-ac69-670c75f07d79","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 62","Level 1"
"09736ee8-de98-4859-bf1b-7fc187680720","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 62","Level 1","Kitchen Sink"
"91858c76-44f1-4732-a4d3-c257da574e7d","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 62","Level 1","Hot Water Cylinder"
"390c1495-a37d-4e5d-8960-79670292b438","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 62","Level 1","Laundry"
"ce60f03e-75ad-4b53-8e5e-d099a4790d04","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 62","Level 1","Hose Tap"
"9d686a15-5a29-401f-a4e9-b19482d5eaca","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 62","Level 1","Bathroom"
"9e7b68d4-092e-45ac-925c-bf09ba8c979d","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 62","Level 1","Bathroom","Toilet"
"de76be01-9b44-4d45-9971-99522500baed","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 62","Level 1","Bathroom","Hand Basin"
"d093e3f5-6f27-4761-acc8-e252661a2c6a","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 62","Level 1","Bathroom","Shower Tray"
"eab7b88f-250b-4b30-aeee-fe361b6a1e40","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 62","Level 1","Bathroom","Shower"
"4a5b6a97-45d9-4ca3-99f7-9e61440bf18f","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 62","Level 1","Underslung PVC"
"e8580729-a759-4e00-ac35-4648ec417d18","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 62","Level 1","Pressure Testing"
"969742cb-526e-4759-baee-cc3821dc43af","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 62","Level 1","Stacks"
"a8f16db4-267b-463b-a3de-07fdf7b31a2c","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 62","Level 2"
"9782c6d3-0a4a-4d34-a7ac-080376296951","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 62","Level 2","Main Bathroom"
"7ce92135-5405-457d-84c6-18d960ae12e2","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 62","Level 2","Main Bathroom","Toilet"
"0c69c825-6035-48ff-8b1a-f7ee7b69a375","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 62","Level 2","Main Bathroom","Hand Basin"
"ec652e5a-ffa1-4274-b306-b71705f3adbd","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 62","Level 2","Main Bathroom","Shower Tray"
"46898767-4da7-48ef-8453-f3a454a0c418","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 62","Level 2","Main Bathroom","Shower"
"6e44f7d4-5159-45ce-b76a-2810d250e3d1","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 62","Level 2","Guest Bathroom"
"52d3a0c7-a908-496c-aa2b-fc73a9eedba0","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 62","Level 2","Guest Bathroom","Toilet"
"32f335c0-4e64-453e-a87e-36019ba890d2","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 62","Level 2","Guest Bathroom","Hand Basin"
"22ed7501-787f-45c3-b69b-9a258cea540e","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 62","Level 2","Guest Bathroom","Shower Tray"
"a2d08552-e2e9-42a2-8357-356483c2d219","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 62","Level 2","Guest Bathroom","Shower"
"bfb2379d-e356-47cb-8c88-6575f76c890e","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 63"
"e74f309f-0a3c-4a69-aa4b-d1a294254247","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 63","Level 1"
"f5094b47-7ca0-4dce-a31f-d06aa5338a36","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 63","Level 1","Kitchen Sink"
"ce7f9bb0-ab6c-45d2-b183-1b4283de1701","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 63","Level 1","Hot Water Cylinder"
"26738228-6d14-4978-88a9-d79fdb8abe07","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 63","Level 1","Laundry"
"97e98442-4008-4d43-b51b-fa3d8a6179c3","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 63","Level 1","Hose Tap"
"02d93db9-207c-4bba-a1b6-7d190774990f","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 63","Level 1","Bathroom"
"cd678144-7608-4f1f-88b6-f86e8b89e8fb","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 63","Level 1","Bathroom","Toilet"
"50f274f7-02e0-442b-b0cf-c64f4f186cd3","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 63","Level 1","Bathroom","Hand Basin"
"0a5e6da4-894b-446d-b644-85f0e22b813a","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 63","Level 1","Bathroom","Shower Tray"
"575eb46b-7392-4825-9fe0-73bec37f1dd8","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 63","Level 1","Bathroom","Shower"
"ff37265c-a045-446f-8665-e2472ccc19d4","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 63","Level 1","Underslung PVC"
"da78e71d-9e2d-4042-81a6-209895e6b207","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 63","Level 1","Pressure Testing"
"8c4592b8-9090-4294-90a9-5961627ff8e3","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 63","Level 1","Stacks"
"8c763d83-5f6b-47c8-9617-faf4417a058b","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 63","Level 2"
"f0674f7d-d3a3-4781-a085-d040aa689f0e","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 63","Level 2","Main Bathroom"
"279fbcff-b39f-40e5-a555-87081506f5a5","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 63","Level 2","Main Bathroom","Toilet"
"d861d9e2-2da5-45a3-9aa6-7cd3cb0c583a","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 63","Level 2","Main Bathroom","Hand Basin"
"d3d405a1-f4f5-4fba-9566-1cf3caf7ba48","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 63","Level 2","Main Bathroom","Shower Tray"
"35f07bc4-545a-441a-ae33-7dba430c87eb","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 63","Level 2","Main Bathroom","Shower"
"6d484932-be45-419a-bea3-17cdb621d188","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 63","Level 2","Guest Bathroom"
"492be182-9cb0-4067-b6e7-02fc5134d145","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 63","Level 2","Guest Bathroom","Toilet"
"9c65b3c6-926d-4856-b16c-aab79aa0daf9","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 63","Level 2","Guest Bathroom","Hand Basin"
"d6e0acc0-7212-4e19-9312-44d011753300","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 63","Level 2","Guest Bathroom","Shower Tray"
"7d43c32d-7cec-4f72-aed9-c0a6c0303dac","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 63","Level 2","Guest Bathroom","Shower"
"4847565a-1a07-4980-b647-b9f7b3db825d","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 64"
"b08ea0a5-78fd-4c82-8e59-55ef1adafaa9","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 64","Level 1"
"116e12c0-4cdb-4c58-b57a-7ec134f9e834","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 64","Level 1","Kitchen Sink"
"5f575ed4-5e26-4eab-9d80-fbac240794fc","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 64","Level 1","Hot Water Cylinder"
"140853f2-87da-432d-9766-690c70d295dd","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 64","Level 1","Laundry"
"6b910709-42ed-4b7f-be5f-d486c825f9b9","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 64","Level 1","Hose Tap"
"5a0c1b7d-de89-4d97-9a93-02ed093ddb43","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 64","Level 1","Bathroom"
"180a4036-40ae-483b-8dcc-b6f5c5ed5c13","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 64","Level 1","Bathroom","Toilet"
"95bbbd85-a6c3-4c4f-9c54-20d4909b770b","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 64","Level 1","Bathroom","Hand Basin"
"ab7f5683-d37b-4431-9978-b2d701d5d466","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 64","Level 1","Bathroom","Shower Tray"
"b24794dd-33be-4d65-a323-9d5ca6a548e6","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 64","Level 1","Bathroom","Shower"
"e8cb90be-6f80-4990-8787-7b0ec933512b","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 64","Level 1","Underslung PVC"
"0158bc38-3f5c-41ad-a504-dfe7350df891","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 64","Level 1","Pressure Testing"
"278c269e-a94e-4f5b-b4c2-863a1c362ed5","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 64","Level 1","Stacks"
"dc4a468f-4550-4b71-8718-71349ca3a42c","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 64","Level 2"
"646ca0fd-dedd-464c-8d9e-80b93376f846","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 64","Level 2","Main Bathroom"
"99dc2547-e1b3-4f13-a3ed-bd1bc050e463","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 64","Level 2","Main Bathroom","Toilet"
"e4ea94a7-7cfe-4df5-be49-ed3b54ec187a","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 64","Level 2","Main Bathroom","Hand Basin"
"f7a03ad6-3e5b-431b-a1e1-94e064423745","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 64","Level 2","Main Bathroom","Shower Tray"
"cb0c48e0-a665-43ec-a180-adfa8e453761","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 64","Level 2","Main Bathroom","Shower"
"d4c187ae-26a7-4a63-a1b0-b6f5627af84f","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 64","Level 2","Guest Bathroom"
"2f9336bc-5d9e-4ab5-9b64-099c7897df44","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 64","Level 2","Guest Bathroom","Toilet"
"e66659ae-caab-42b6-90c8-8db18953c55b","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 64","Level 2","Guest Bathroom","Hand Basin"
"c85d32a4-bdfc-4aa4-b6c4-24d269414eee","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 64","Level 2","Guest Bathroom","Shower Tray"
"4c046a5b-0a08-46f5-9fb4-ec893fb6e319","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 64","Level 2","Guest Bathroom","Shower"
"feab45e9-4cac-4e59-a1f7-8a6d93959581","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 65"
"be97f498-b813-4178-b728-7ddcf5c8a43e","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 65","Level 1"
"d9879697-17b1-4cc3-8155-05660c1bb78b","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 65","Level 1","Kitchen Sink"
"bfbfa90f-3e67-4525-8d21-c7e7d4fab4c1","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 65","Level 1","Hot Water Cylinder"
"9b810062-1af8-454f-8581-b67d988bf944","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 65","Level 1","Laundry"
"b1ca9ac5-777c-4eae-a38b-e11f6b3fb714","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 65","Level 1","Hose Tap"
"e52dcdaf-5049-417e-bc90-72d1471e1047","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 65","Level 1","Bathroom"
"53f1fb35-ba74-406c-8790-135add78f34a","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 65","Level 1","Bathroom","Toilet"
"52cdc2a1-d966-4edb-8297-b2a4499cf806","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 65","Level 1","Bathroom","Hand Basin"
"cdb434cc-db33-48ad-a735-92ee24763736","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 65","Level 1","Bathroom","Shower Tray"
"3b65f329-0cfe-4b3e-9eb0-e319b3ef8571","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 65","Level 1","Bathroom","Shower"
"d8431075-23ff-4034-97c9-0f4f19b22106","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 65","Level 1","Underslung PVC"
"85cd7e73-fa78-459b-adb3-3b2e418b2990","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 65","Level 1","Pressure Testing"
"8b470570-2aba-4e8b-880a-f559a2f8b0d0","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 65","Level 1","Stacks"
"1209ad53-2090-4200-8425-7bac2f4d0bb3","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 65","Level 2"
"241fd57b-142d-4215-aa9c-cf04facba94f","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 65","Level 2","Main Bathroom"
"7312f95f-d42b-41da-a320-2a1842388aef","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 65","Level 2","Main Bathroom","Toilet"
"7ddf7c2c-f0d5-4df8-b0ee-cec1bfe8a199","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 65","Level 2","Main Bathroom","Hand Basin"
"cbaa478b-e60b-4ea6-b575-f165b3236b47","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 65","Level 2","Main Bathroom","Shower Tray"
"6844c736-dd5d-49ae-bfee-0829943afcf1","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 65","Level 2","Main Bathroom","Shower"
"1db29a11-34f6-44cf-a35d-593190d2bf3b","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 65","Level 2","Guest Bathroom"
"596a1407-3aad-4a1d-9557-b6b1fe239d21","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 65","Level 2","Guest Bathroom","Toilet"
"14b12394-639d-4d49-bbaf-31d8a9e97fd6","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 65","Level 2","Guest Bathroom","Hand Basin"
"9b06110b-2607-4222-bb18-efb953be27ff","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 65","Level 2","Guest Bathroom","Shower Tray"
"5b46b2b4-5eef-4254-9612-ea23c331183d","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 65","Level 2","Guest Bathroom","Shower"
"a6c24093-aa89-45d5-b897-164a63a15772","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 66"
"2e09a132-051a-4520-b3ac-a8410643a415","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 66","Level 1"
"86e53e64-6006-4651-be77-ae2d683da35d","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 66","Level 1","Kitchen Sink"
"32f0ebc7-eb6b-4379-a1f8-83f02f8f9401","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 66","Level 1","Hot Water Cylinder"
"09b84aba-aa8a-4434-b9c6-9c06c9f3e172","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 66","Level 1","Laundry"
"628f598d-1529-4c17-a045-2e69b296ab8e","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 66","Level 1","Hose Tap"
"23fea101-5d57-4be8-9b04-7f8d299444bf","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 66","Level 1","Bathroom"
"b79e1936-4bbf-40ad-97c6-84efc77500e3","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 66","Level 1","Bathroom","Toilet"
"d4fece96-37ff-4d44-8f2c-d35f266a8772","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 66","Level 1","Bathroom","Hand Basin"
"c3803f5f-25d7-4848-b2aa-3f377b822de5","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 66","Level 1","Bathroom","Shower Tray"
"445d680c-e6b4-474f-834a-eecb9ce59932","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 66","Level 1","Bathroom","Shower"
"891f010e-353f-4fc5-b9a2-f2a4ce22886a","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 66","Level 1","Underslung PVC"
"ff583ac2-1655-4d2b-adc4-30d2fae15153","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 66","Level 1","Pressure Testing"
"1c0c7f64-c6ea-40b4-9f24-ce96fa1fe6fc","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 66","Level 1","Stacks"
"7a78e0d9-0765-4213-bb0a-2d19dcc162b0","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 66","Level 2"
"86e32706-14c3-4726-9d88-0853bdbdcf09","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 66","Level 2","Main Bathroom"
"817c7dea-7092-486f-bc4a-54b4a2ad5c72","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 66","Level 2","Main Bathroom","Toilet"
"80bf1ce9-70f2-4f57-8cd7-3870baa4427d","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 66","Level 2","Main Bathroom","Hand Basin"
"113b11e3-ee2c-4404-9775-a9903a06a9c1","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 66","Level 2","Main Bathroom","Shower Tray"
"2ebd3bc0-0c7c-41d7-ad12-b867bc554d6a","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 66","Level 2","Main Bathroom","Shower"
"c173762b-81bd-482f-b9d7-85988a58e7a5","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 66","Level 2","Guest Bathroom"
"68879cc7-c589-4d04-aa93-15e1a1911356","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 66","Level 2","Guest Bathroom","Toilet"
"e8194c69-2f4f-497a-883a-548507f48de8","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 66","Level 2","Guest Bathroom","Hand Basin"
"942e3b46-6b96-441b-9ab1-850cadb180a7","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 66","Level 2","Guest Bathroom","Shower Tray"
"0ef28d0b-276b-4e34-ae4b-428b759fd9d0","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 66","Level 2","Guest Bathroom","Shower"
"b2fc7c16-23bb-4f63-8d87-167873702f46","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 67"
"916b1267-6827-408c-a573-bea759bd9d8b","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 67","Level 1"
"ad558c58-7ab2-4e70-9248-4e574c48aa7e","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 67","Level 1","Kitchen Sink"
"2106ec36-6923-4d65-a414-6252ee6ccc2b","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 67","Level 1","Hot Water Cylinder"
"242de1a6-7a2a-453f-9d74-508f17c6e7b4","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 67","Level 1","Laundry"
"1e39da18-cadc-472b-a25c-263c40fc2cbd","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 67","Level 1","Hose Tap"
"9d38d563-e097-45a8-b75c-6d97c5ba628a","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 67","Level 1","Bathroom"
"12615cad-1d9c-4073-8796-af9d72a38655","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 67","Level 1","Bathroom","Toilet"
"f72b6d6a-3c4d-4408-821f-f304b85b6c6d","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 67","Level 1","Bathroom","Hand Basin"
"028b98e1-db7c-44ea-9506-ece77125eaa9","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 67","Level 1","Bathroom","Shower Tray"
"d0a641d2-5196-46a4-828f-da3162f1e075","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 67","Level 1","Bathroom","Shower"
"550ea119-e1c8-4485-8632-1a4890b7f216","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 67","Level 1","Underslung PVC"
"6a973488-a7a4-4ba4-b67d-23b052606519","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 67","Level 1","Pressure Testing"
"58c51574-fb45-481a-a9fa-e68dc9f3e030","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 67","Level 1","Stacks"
"5e5e720b-e2fc-4715-8d4f-18cb432f2010","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 67","Level 2"
"a89d91c1-ef65-4a99-9444-d64f2f22aa43","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 67","Level 2","Main Bathroom"
"724a1447-5229-4911-b101-d0a0a76ba729","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 67","Level 2","Main Bathroom","Toilet"
"cd583e36-9156-4685-af83-1fdcc5d31966","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 67","Level 2","Main Bathroom","Hand Basin"
"0489dbcc-4ccc-47f7-9f84-2ce2bd0e5d8e","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 67","Level 2","Main Bathroom","Shower Tray"
