"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2becbf41-5882-46e9-a06d-f4e9d2857056","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"1470b2d5-797b-48e4-b9fd-3dc95eca1e1b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Slab"
"df533d8c-5d82-4edd-9c94-e9ea977e4602","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Slab","Level 4"
"153c66ca-6f97-4efa-bb00-cb37b37d5738","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Slab","Level 4","East"
"71b2da2d-e3d8-4000-b451-022c55e24d6e","","checklist-flat","not-started","F19A - Pre-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 4","East","F19A - Pre-Pour ITP"
"744da40e-d0ed-40f1-8862-c211d59c59cc","","checklist-flat","not-started","F19B - Post-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 18","North","F19B - Post-Pour ITP"
"da7d4ca6-498e-5ba1-bcd3-b423918f26f3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 18","North","F19B - Post-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"b2d03dd6-e24e-5620-aba3-c103bd046225","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 18","North","F19B - Post-Pour ITP","Are the anchor blocks and wedges installed?"
"fa7c01f4-653c-5e6d-9b38-a3988c2f1fef","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 18","North","F19B - Post-Pour ITP","Has an initial stress (39kN) been carried out as per design requirements?"
"81bc196c-2907-5a8d-91e4-93b573a61781","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 18","North","F19B - Post-Pour ITP","Has AusPT received confirmation via Aconex/sighted of the concrete test report prior to commencement of full stress?"
"81b54328-c189-5ae2-9d60-17976baa1592","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 18","North","F19B - Post-Pour ITP","Has the concrete test results reached minimum required strength (25mPa) as per Engineer’s requirements? Make a hold point."
"5c9e5c05-388a-5170-b85b-eadf78894126","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 18","North","F19B - Post-Pour ITP","Has a full stress (156kN) been carried out as per the design requirements?"
"1d67ddb0-8426-5d37-9098-7aa2c7ce4545","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 18","North","F19B - Post-Pour ITP","Have the extensions been recorded and submitted?"
"297f9cf6-fd21-5d47-86ec-87c07b452193","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 18","North","F19B - Post-Pour ITP","Have the extensions been approved and received? Make hold point."
"79c1eb18-114f-5d58-a15f-1281bef558c8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 18","North","F19B - Post-Pour ITP","Have the tendons been cut & sealed?"
"817c07f3-1f50-578a-972e-b47b8027d48d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 18","North","F19B - Post-Pour ITP","Confirmation of Structural engineers’ acceptance of stressing record via to grouting"
"4d616d70-63c1-5806-8cde-07b9c925e7d2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 18","North","F19B - Post-Pour ITP","Have the tendons been grouted?"
"c356937a-6b2f-5421-bb33-b39c11aabc58","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 18","North","F19B - Post-Pour ITP","Batch ID and expiration date for grout entered below"
"34c4f327-c1a4-59c2-af8c-d1d4ba914a4f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 18","North","F19B - Post-Pour ITP","AusPT leading hand and Built sign-off attached below"
"5fc018fc-3937-4510-996c-20a6bd195f76","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 18","North","Post-tensioning Extension #1"
"03360226-38fb-50f7-b3aa-a0fe8fd1f822","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 18","North","Post-tensioning Extension #1","Tendon Extension Report uploaded below"
"78c44779-3efa-49eb-a2fe-d7020df65bea","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 18","North","Post-tensioning Extension #2"
"fc879ff3-8ebe-5332-8093-1166215ae579","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 18","North","Post-tensioning Extension #2","Tendon Extension Report uploaded below"
"b6f08865-67ef-4076-87d0-c77736c85a67","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Slab","Level 19"
"c9eb8d16-38b4-446c-a782-9d3de1e36ae8","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Slab","Level 19","East"
"54ca5bfd-97de-485a-b72b-780335291177","","checklist-flat","not-started","F19A - Pre-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 19","East","F19A - Pre-Pour ITP"
"9c3f9a27-2430-5e8d-aa28-3cd0973faed6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19A - Pre-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"4f472d78-f89d-52fb-a6bb-3e74194af20e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19A - Pre-Pour ITP","Are the Anchorages securely fixed and anti-burst installed?"
"c3e53dd1-c077-5b0d-86ba-e37bd02c8385","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19A - Pre-Pour ITP","Is the duct placed in the correct position and alignment, with joints sealed?"
"592da655-73ff-523e-b685-5a435b3ad467","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19A - Pre-Pour ITP","Has the tendon been installed with the correct position and alignment, with joints sealed?"
"e6278156-cb0a-5408-b445-2f5f02b42809","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19A - Pre-Pour ITP","Strand Information entered below"
"3e82f8c8-abdd-5119-bb77-e2f7842f9886","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19A - Pre-Pour ITP","Are the Circle Dead Ends used, including anti-burst installed (onion or swage)?"
"2e4ce516-2978-53e7-8e2c-26578da8a608","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19A - Pre-Pour ITP","Are tendons profiled correctly and supporting chairs secured?"
"18ecace8-d412-5caf-a646-5132398d7aa8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19A - Pre-Pour ITP","All pans to have minimum 50mm clearance off of deck"
"303c4558-c31e-500f-9173-2599e439f475","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19A - Pre-Pour ITP","Are grout hoses installed with anchorages sealed?"
"748c4a34-5d25-5e7e-85ae-6c6a214ad16c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19A - Pre-Pour ITP","Has the post-tensioning system been inspected and signed off by an Engineer?"
"81b7a8eb-2752-5647-add8-305ec11c1d33","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19A - Pre-Pour ITP","AusPT leading hand and Built sign-off attached below"
"e0b347da-0ddc-4a69-b015-8a3bfcdb8497","","checklist-flat","not-started","F19B - Post-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 19","East","F19B - Post-Pour ITP"
"571dd046-ec37-52fc-97d8-f390e79984ff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19B - Post-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"f8132fb9-ee4d-54e8-8fa8-5aad214ff76f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19B - Post-Pour ITP","Are the anchor blocks and wedges installed?"
"eb6d9885-6512-5669-b48a-239f7fde7fe2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19B - Post-Pour ITP","Has an initial stress (39kN) been carried out as per design requirements?"
"378bf417-ff0e-53f6-81ab-da5ae348a6ec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19B - Post-Pour ITP","Has AusPT received confirmation via Aconex/sighted of the concrete test report prior to commencement of full stress?"
"60ff3b76-f80a-5122-9f41-0dcf8eab08e8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19B - Post-Pour ITP","Has the concrete test results reached minimum required strength (25mPa) as per Engineer’s requirements? Make a hold point."
"be2a1cb6-4fb2-5966-bf93-9aaa39cfe275","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19B - Post-Pour ITP","Has a full stress (156kN) been carried out as per the design requirements?"
"4528d128-92f8-57d5-9fa7-0cf37b615337","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19B - Post-Pour ITP","Have the extensions been recorded and submitted?"
"8f7745d3-3e9c-5441-82ae-52f0b953db94","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19B - Post-Pour ITP","Have the extensions been approved and received? Make hold point."
"10899862-d266-5c1f-9d28-cc6e954377b0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19B - Post-Pour ITP","Have the tendons been cut & sealed?"
"8ad4ed3f-5d42-5b40-895c-ed03b800a068","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19B - Post-Pour ITP","Confirmation of Structural engineers’ acceptance of stressing record via to grouting"
"16b11d82-f81a-5066-b451-dfabe62ea4d3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19B - Post-Pour ITP","Have the tendons been grouted?"
"94692d3a-9a71-5915-a7d1-0b7b06bef132","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19B - Post-Pour ITP","Batch ID and expiration date for grout entered below"
"1c914e19-6c0b-5b9e-98b8-c4ffe4fb4d20","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","F19B - Post-Pour ITP","AusPT leading hand and Built sign-off attached below"
"aba2da07-4943-4dd3-bc3a-669c44f31ad9","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 19","East","Post-tensioning Extension #1"
"61370944-6c1c-55df-b908-18319aa10b49","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","Post-tensioning Extension #1","Tendon Extension Report uploaded below"
"6be29281-4b90-4719-b45f-c6e9eceec227","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 19","East","Post-tensioning Extension #2"
"15f6f4cf-244d-58cf-a88b-7afbd825c322","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","East","Post-tensioning Extension #2","Tendon Extension Report uploaded below"
"96f54f29-3ba1-44b3-ac78-29380d422de7","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Slab","Level 19","South"
"a473ca42-6b0b-4fa1-b0f6-13ee04f005df","","checklist-flat","not-started","F19A - Pre-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 19","South","F19A - Pre-Pour ITP"
"2a8d5755-09e4-5f1a-89d6-7e349b94c9f8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19A - Pre-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"abe9086e-9cb9-570b-9bd7-233c054c233b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19A - Pre-Pour ITP","Are the Anchorages securely fixed and anti-burst installed?"
"7f9f0f74-cedc-54e9-9295-8f9bd2f450bd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19A - Pre-Pour ITP","Is the duct placed in the correct position and alignment, with joints sealed?"
"dfce27f0-7784-5755-b45b-34a5486be0c8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19A - Pre-Pour ITP","Has the tendon been installed with the correct position and alignment, with joints sealed?"
"fcb00ce0-c048-5eba-9d5a-ceaa16d4feca","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19A - Pre-Pour ITP","Strand Information entered below"
"ec6ae649-299c-5718-b977-23ffac0e6336","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19A - Pre-Pour ITP","Are the Circle Dead Ends used, including anti-burst installed (onion or swage)?"
"ada051ac-fb9d-57fb-9c6b-131417ce54eb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19A - Pre-Pour ITP","Are tendons profiled correctly and supporting chairs secured?"
"6e78d1c2-9142-52e2-8058-fcdf758ceb4e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19A - Pre-Pour ITP","All pans to have minimum 50mm clearance off of deck"
"304c8dda-7772-5ab4-a931-8bb854d6dc1c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19A - Pre-Pour ITP","Are grout hoses installed with anchorages sealed?"
"f235ec21-e230-5df1-acd0-a233a4c7d8f1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19A - Pre-Pour ITP","Has the post-tensioning system been inspected and signed off by an Engineer?"
"a94928f2-f69b-5bb7-b6ac-55d245e11d5e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19A - Pre-Pour ITP","AusPT leading hand and Built sign-off attached below"
"407202c6-d8b8-4afb-8e79-5b23c9894763","","checklist-flat","not-started","F19B - Post-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 19","South","F19B - Post-Pour ITP"
"6d64a51a-a4a4-5b57-b905-b16463c0e9a8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19B - Post-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"568b85af-f86b-5b0a-ae49-dd12543473f2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19B - Post-Pour ITP","Are the anchor blocks and wedges installed?"
"abeb3439-c3ea-5566-8b6c-b4ff673d772d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19B - Post-Pour ITP","Has an initial stress (39kN) been carried out as per design requirements?"
"cf8e6b6a-fdf2-5646-8a84-b0496b39044e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19B - Post-Pour ITP","Has AusPT received confirmation via Aconex/sighted of the concrete test report prior to commencement of full stress?"
"e5a49bef-9650-536a-82b1-351b981196f9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19B - Post-Pour ITP","Has the concrete test results reached minimum required strength (25mPa) as per Engineer’s requirements? Make a hold point."
"f0bcd900-86bf-585f-8a19-e435befbcd55","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19B - Post-Pour ITP","Has a full stress (156kN) been carried out as per the design requirements?"
"3927d407-c54a-5d1c-8a3b-4a5b0127dd34","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19B - Post-Pour ITP","Have the extensions been recorded and submitted?"
"8e4cc2ae-fda3-52b9-b0a1-2b21bdbb7811","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19B - Post-Pour ITP","Have the extensions been approved and received? Make hold point."
"f5f5583a-a64b-5ad8-9724-28c31a4f51db","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19B - Post-Pour ITP","Have the tendons been cut & sealed?"
"48688a0a-fdc8-5432-b43f-0d2f7af399eb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19B - Post-Pour ITP","Confirmation of Structural engineers’ acceptance of stressing record via to grouting"
"a606461d-ecc7-5961-b541-4d6b3cffb8c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19B - Post-Pour ITP","Have the tendons been grouted?"
"d003f131-b690-5154-afcf-3351f5562006","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19B - Post-Pour ITP","Batch ID and expiration date for grout entered below"
"d76cfe98-197f-596b-a49e-bf99c1703d54","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","F19B - Post-Pour ITP","AusPT leading hand and Built sign-off attached below"
"cad1cfca-aa2f-45d6-a67a-3b6651e8608f","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 19","South","Post-tensioning Extension #1"
"0f9c5109-41c2-5861-8550-6459137e0d4c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","Post-tensioning Extension #1","Tendon Extension Report uploaded below"
"edf0bf85-dc6b-4375-8146-78a4d03c9b90","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 19","South","Post-tensioning Extension #2"
"4c5a93a8-5894-5882-b313-5091d930ccc6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","South","Post-tensioning Extension #2","Tendon Extension Report uploaded below"
"4ab3ad8e-b838-496a-a437-9aee983da2e9","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Slab","Level 19","West"
"956c78f6-3630-4ad8-84be-1f798c97141d","","checklist-flat","not-started","F19A - Pre-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 19","West","F19A - Pre-Pour ITP"
"7dc7ae69-2abf-5b85-bef8-986dc543d202","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19A - Pre-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"1086dbf4-d523-5098-8fc9-44a94ac71cfb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19A - Pre-Pour ITP","Are the Anchorages securely fixed and anti-burst installed?"
"58edfb44-d6a2-5334-83f3-6fb83a619c5f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19A - Pre-Pour ITP","Is the duct placed in the correct position and alignment, with joints sealed?"
"2d074e56-35a9-596d-b0f3-237cdbd267fc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19A - Pre-Pour ITP","Has the tendon been installed with the correct position and alignment, with joints sealed?"
"acb14933-4d04-5676-af6b-9706f2f2f66b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19A - Pre-Pour ITP","Strand Information entered below"
"4c44495e-dd69-5f74-b323-0fa364243563","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19A - Pre-Pour ITP","Are the Circle Dead Ends used, including anti-burst installed (onion or swage)?"
"f2f93725-91cf-5544-b6c2-eb328d8695bc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19A - Pre-Pour ITP","Are tendons profiled correctly and supporting chairs secured?"
"37cda322-2af1-59d5-af80-4ca3253c7a49","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19A - Pre-Pour ITP","All pans to have minimum 50mm clearance off of deck"
"abcecf76-d5b8-55fb-b1f0-e49ed15c1ffd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19A - Pre-Pour ITP","Are grout hoses installed with anchorages sealed?"
"cff538c7-e4a6-546f-96b5-458a8c040c80","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19A - Pre-Pour ITP","Has the post-tensioning system been inspected and signed off by an Engineer?"
"2384216c-a454-50fb-a0aa-050208be6ba8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19A - Pre-Pour ITP","AusPT leading hand and Built sign-off attached below"
"13d3f2a3-df8e-4947-887e-0bba6ab8896c","","checklist-flat","not-started","F19B - Post-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 19","West","F19B - Post-Pour ITP"
"f46ddfa6-a226-5ba4-a8d3-0592a50a02eb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19B - Post-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"db1560a7-694c-557a-8d80-de673238cb3a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19B - Post-Pour ITP","Are the anchor blocks and wedges installed?"
"c3ae45b8-4d42-5864-aa19-73dd02d812fc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19B - Post-Pour ITP","Has an initial stress (39kN) been carried out as per design requirements?"
"614d7088-b4b4-5c21-892f-8c937f1e681d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19B - Post-Pour ITP","Has AusPT received confirmation via Aconex/sighted of the concrete test report prior to commencement of full stress?"
"406d44a5-0978-580a-bdc0-373d55bb4ec9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19B - Post-Pour ITP","Has the concrete test results reached minimum required strength (25mPa) as per Engineer’s requirements? Make a hold point."
"569b1fc4-dc4d-5cb2-a426-fa06aae786a3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19B - Post-Pour ITP","Has a full stress (156kN) been carried out as per the design requirements?"
"b072fe97-4c45-503a-8e47-21e839aeefc2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19B - Post-Pour ITP","Have the extensions been recorded and submitted?"
"5505af5d-86ef-554d-b9ef-9f1d13d0c031","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19B - Post-Pour ITP","Have the extensions been approved and received? Make hold point."
"27c89d70-e9b6-5d3b-af81-de08bcea7079","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19B - Post-Pour ITP","Have the tendons been cut & sealed?"
"6d168665-87f6-53f8-a013-4998ca9efae2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19B - Post-Pour ITP","Confirmation of Structural engineers’ acceptance of stressing record via to grouting"
"56c4e2f8-d283-5d90-a317-d17fa8cda119","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19B - Post-Pour ITP","Have the tendons been grouted?"
"a6b8c487-d2d7-56d9-9009-7d898cde5076","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19B - Post-Pour ITP","Batch ID and expiration date for grout entered below"
"ded74842-4023-528b-be8b-65c787455a4f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","F19B - Post-Pour ITP","AusPT leading hand and Built sign-off attached below"
"f7fc1a71-ab94-481c-817e-d434174c7ef8","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 19","West","Post-tensioning Extension #1"
"9adf0541-1a7c-5964-bdb2-2e90b0f09b38","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","Post-tensioning Extension #1","Tendon Extension Report uploaded below"
"1a3e97ec-d77e-4fce-980b-89fbb1d6ca51","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 19","West","Post-tensioning Extension #2"
"0cf1acb2-41c0-5aaf-b2a6-ce25dc49b75a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","West","Post-tensioning Extension #2","Tendon Extension Report uploaded below"
"0a9c79e8-3f97-4a0d-94d9-76b370888400","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Slab","Level 19","North"
"a1bdc0d8-9ad1-42e4-9749-9faf90ce2308","","checklist-flat","not-started","F19A - Pre-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 19","North","F19A - Pre-Pour ITP"
"62fe5999-d0e6-5c17-a9c4-530fdd8354b3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","North","F19A - Pre-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"4052fa09-2a97-54b5-9138-51b7e058f16d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","North","F19A - Pre-Pour ITP","Are the Anchorages securely fixed and anti-burst installed?"
"4b369841-00f3-5697-a97a-a2900ce7b739","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","North","F19A - Pre-Pour ITP","Is the duct placed in the correct position and alignment, with joints sealed?"
"910f04f3-3545-5519-8578-8866b8625539","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","North","F19A - Pre-Pour ITP","Has the tendon been installed with the correct position and alignment, with joints sealed?"
"0d2b72dc-df37-56ad-85f3-699114922973","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","North","F19A - Pre-Pour ITP","Strand Information entered below"
"a4e57609-12f7-5146-bf41-625cce3bd578","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","North","F19A - Pre-Pour ITP","Are the Circle Dead Ends used, including anti-burst installed (onion or swage)?"
"82d7b810-01a9-5dd5-9df4-3cffeecf2169","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","North","F19A - Pre-Pour ITP","Are tendons profiled correctly and supporting chairs secured?"
"39547b6a-1bd2-520c-b62c-4babe89164de","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","North","F19A - Pre-Pour ITP","All pans to have minimum 50mm clearance off of deck"
"dfb6b80b-024f-55e3-a121-91ef4e4a4e03","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","North","F19A - Pre-Pour ITP","Are grout hoses installed with anchorages sealed?"
"0da346e1-98c6-58ab-9f52-22baf602eae4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","North","F19A - Pre-Pour ITP","Has the post-tensioning system been inspected and signed off by an Engineer?"
"29525fa0-57ff-5f79-8fa2-b10132566a35","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","North","F19A - Pre-Pour ITP","AusPT leading hand and Built sign-off attached below"
"02b612a8-0023-4869-a4e8-c282be649bdd","","checklist-flat","not-started","F19B - Post-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 19","North","F19B - Post-Pour ITP"
"dfff9899-1422-5439-890b-8f5c9ceec734","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","North","F19B - Post-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"1906eed1-2ff8-52a8-989e-81a78abf15ba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","North","F19B - Post-Pour ITP","Are the anchor blocks and wedges installed?"
"c714f7d3-58a7-5430-8a83-1a05977700c6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","North","F19B - Post-Pour ITP","Has an initial stress (39kN) been carried out as per design requirements?"
"ea7a499f-1673-5021-82e0-caab8af4ab8a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 19","North","F19B - Post-Pour ITP","Has AusPT received confirmation via Aconex/sighted of the concrete test report prior to commencement of full stress?"
