"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8694a193-97c7-4e80-ad0d-b54dd8d55f8f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"17e49912-61b9-45dd-8ff5-9284172a5b6f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Area Ready"
"edc13f3e-e97d-46a5-8888-4a96b8fb3f95","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Area Ready","WING A"
"b524576b-21ef-494d-8261-6b15496f72f4","","checklist-sectioned","not-started","Area Ready Checklist","checklist","FALSE","FALSE","Site QA","Area Ready","WING A","A.01 BED"
"7012f61f-16f5-5023-8a1d-3e90d1373bba","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING A","A.01 BED","Substrate"
"4f25467d-0e22-589d-9e0d-766defd7bb00","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.10A ENSUITE","Subfloor, Floor Preparation, Adhesive","Correct adhesive used"
"0600150e-6a01-531e-99c7-7d290ef4569c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.10A ENSUITE","Carpet / Vinyl"
"afed0701-1db9-519b-a2ce-8c9c97dad713","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.10A ENSUITE","Carpet / Vinyl","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"a45f5876-9a7d-59b6-a69c-33fc57d0a9aa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.10A ENSUITE","Carpet / Vinyl","Vinyl installed as per plan"
"101fec69-0060-518d-8873-bc1842c765c7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.10A ENSUITE","Carpet / Vinyl","Carpet installed as per plan"
"30c69e95-47f1-5c1c-8eac-42bd222c2186","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.10A ENSUITE","Carpet / Vinyl","Joints sealed with heat welded seams and mitres as per AS 1884-2012"
"7809222d-3360-56c6-a886-ce7bb7343ddd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.10A ENSUITE","Carpet / Vinyl","Vinyl skirt and coving used as per finishes markup - 150mm height"
"654fe95a-9da9-5cd4-9d11-573609807e43","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.10A ENSUITE","Carpet / Vinyl","Installer Sign Off: Carpet / Vinyl installed as per manufacturer's instructions"
"0727f537-0271-5b21-8da7-91deddcf9098","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.10A ENSUITE","Carpet / Vinyl","Add-Floors Sign Off"
"caba9972-efbd-5ee7-9831-ed74556b10e4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.10A ENSUITE","Carpet / Vinyl","Foreman installation sign off"
"e3020772-c518-5322-8470-4ad113203ac4","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.10A ENSUITE","Wall Finish"
"d6e6a8d2-ec3b-5d23-bbe4-8ca34ef51a8c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.10A ENSUITE","Wall Finish","Wall Finish installed as per plan"
"b377b726-b6cd-5fbc-83b3-840e36d3c2c3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.10A ENSUITE","Protection and Handover"
"ae51cca7-cbc5-5123-ae66-7d831bec5bf9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.10A ENSUITE","Protection and Handover","Installation complete, checked and reviewed - as per specification"
"f566dcae-393c-531e-9ff3-eda9d6e54568","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.10A ENSUITE","Protection and Handover","Floor protected with bubbleweave floor protection or polyweave"
"6852ce34-3c9f-55de-b0b2-87084c1254f6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.10A ENSUITE","Protection and Handover","Installer Sign Off: Protection installed as per manufacturer's instructions"
"8162e094-3fa5-4cb7-a99d-79787e9e7d55","","checklist-sectioned","not-started","5e1e2906b1620f2d49cfbb2a6b9e844948c914fdb959ea2829c0a3796b53e6e6","checklist","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.11 BED"
"f57af6b2-4a9e-5df4-8839-027eb68fd30a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.11 BED","Subfloor, Floor Preparation, Adhesive"
"125221ee-23af-58fe-b8b5-0d8b2d441958","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11 BED","Subfloor, Floor Preparation, Adhesive","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"967226c0-bae3-5d28-9a6f-f54ea74ea66e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11 BED","Subfloor, Floor Preparation, Adhesive","Subfloor mechanically diamond ground"
"706a3a01-68ff-5719-9203-796d4ec79121","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11 BED","Subfloor, Floor Preparation, Adhesive","Floor preparation product installed in accordance with manufacturer's instructions"
"f1ec52f0-34de-5f37-8a91-d57a1647c816","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11 BED","Subfloor, Floor Preparation, Adhesive","Floor transitions installed as per instructions from builder"
"3cc5f0c5-3376-4eb2-9d6d-ac9a9d26f370","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11 BED","Subfloor, Floor Preparation, Adhesive","Waterproof tested for falls, and water test completed by waterproofers"
"c04883c1-9a4f-4e74-aec8-821d4d121f53","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11 BED","Subfloor, Floor Preparation, Adhesive","Mediseal installed to carpet areas as per plans - min 24 hours curing time observed"
"14ebf6b2-f219-50fe-a822-cce59dbad938","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11 BED","Subfloor, Floor Preparation, Adhesive","Correct adhesive used"
"67e6aa2d-5e4c-5792-b631-74a7076a659b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.11 BED","Carpet / Vinyl"
"da972fa6-1b15-518c-971a-c1dc2a67fdca","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11 BED","Carpet / Vinyl","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"3886f387-7ca9-5fa3-bca9-59b18d302889","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11 BED","Carpet / Vinyl","Vinyl installed as per plan"
"bdbb9aad-4859-51e4-a51f-bc240d4e0d48","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11 BED","Carpet / Vinyl","Carpet installed as per plan"
"35cd25b0-a438-58e0-98c7-fa1567c1e70d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11 BED","Carpet / Vinyl","Joints sealed with heat welded seams and mitres as per AS 1884-2012"
"65ee6347-86b2-5d6b-8b65-7df511a31dbe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11 BED","Carpet / Vinyl","Vinyl skirt and coving used as per finishes markup - 150mm height"
"575c4fb3-f149-5e7c-820a-cbf1185cb47f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11 BED","Carpet / Vinyl","Installer Sign Off: Carpet / Vinyl installed as per manufacturer's instructions"
"ec76a0fe-a909-521a-b6fc-3b6dc60057e3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11 BED","Carpet / Vinyl","Add-Floors Sign Off"
"4b49cd4f-54e4-5fa9-abe5-d8a2ce6714cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11 BED","Carpet / Vinyl","Foreman installation sign off"
"0c397905-8846-54f6-97f2-0b5438987d0d","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.11 BED","Wall Finish"
"86877819-9b73-584f-95f9-acecf7512134","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11 BED","Wall Finish","Wall Finish installed as per plan"
"1696fdd8-ff5b-5b22-bc8f-d368046955ba","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.11 BED","Protection and Handover"
"14e4c3ce-b884-5766-93dd-e91c10ab257a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11 BED","Protection and Handover","Installation complete, checked and reviewed - as per specification"
"50f9594e-3480-5604-a0fd-33952deeb8f9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11 BED","Protection and Handover","Floor protected with bubbleweave floor protection or polyweave"
"357a6cca-5b90-50bb-9e18-7fe921aacac7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11 BED","Protection and Handover","Installer Sign Off: Protection installed as per manufacturer's instructions"
"d8cbdad1-a797-4001-97b5-f292694a3019","","checklist-sectioned","not-started","5e1e2906b1620f2d49cfbb2a6b9e844948c914fdb959ea2829c0a3796b53e6e6","checklist","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE"
"0ed0ce5a-1913-5775-94f8-d648ac3b395f","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Subfloor, Floor Preparation, Adhesive"
"b115835b-a18c-5e1e-a11e-050e5db842d6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Subfloor, Floor Preparation, Adhesive","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"3dfbfcd1-cab3-5cad-b986-0d0256e1612e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Subfloor, Floor Preparation, Adhesive","Subfloor mechanically diamond ground"
"e1c7a297-5291-5949-baad-2998c99d0a4a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Subfloor, Floor Preparation, Adhesive","Floor preparation product installed in accordance with manufacturer's instructions"
"b077cd2b-f0f3-542a-a1f3-1cdc281c6916","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Subfloor, Floor Preparation, Adhesive","Floor transitions installed as per instructions from builder"
"48a1e37e-eb4a-42ba-a13e-243edb973b37","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Subfloor, Floor Preparation, Adhesive","Waterproof tested for falls, and water test completed by waterproofers"
"583570ee-ce76-4967-8d38-c63ba53ec75a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Subfloor, Floor Preparation, Adhesive","Mediseal installed to carpet areas as per plans - min 24 hours curing time observed"
"fb6028aa-d9bc-5b47-b372-e0d694bd3f1b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Subfloor, Floor Preparation, Adhesive","Correct adhesive used"
"24ee4ae0-57dc-5489-9b8a-1b53a3da5017","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Carpet / Vinyl"
"e6269799-2843-524b-9e93-09f480d70f10","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Carpet / Vinyl","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"6cea4040-8891-5b16-8fdf-022fc6b4a8b8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Carpet / Vinyl","Vinyl installed as per plan"
"b88a6cfb-1888-522e-acd0-497a081c8f70","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Carpet / Vinyl","Carpet installed as per plan"
"66ec4799-3f72-5e65-a64d-053208e0dd13","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Carpet / Vinyl","Joints sealed with heat welded seams and mitres as per AS 1884-2012"
"b9e31a56-a1a4-5f93-b29c-a7567cc6068d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Carpet / Vinyl","Vinyl skirt and coving used as per finishes markup - 150mm height"
"f9a527eb-f7ea-5d13-8402-0ac9d4124496","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Carpet / Vinyl","Installer Sign Off: Carpet / Vinyl installed as per manufacturer's instructions"
"7434c306-0044-503a-a5c2-13bbce157f38","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Carpet / Vinyl","Add-Floors Sign Off"
"c926a9f3-de87-5a63-af86-8c1173c5aef4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Carpet / Vinyl","Foreman installation sign off"
"d1e3559b-9e09-5402-b75d-a13c41c3a569","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Wall Finish"
"3ca71e0d-0009-5428-b2c5-8d7062f3f1b8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Wall Finish","Wall Finish installed as per plan"
"67e100ee-a16b-5d6d-b159-e244bb201ca5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Protection and Handover"
"ab4696f7-0ccb-51b9-90b5-76227bd7714b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Protection and Handover","Installation complete, checked and reviewed - as per specification"
"280643ae-2289-5be4-8d64-e92c3aaab14c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Protection and Handover","Floor protected with bubbleweave floor protection or polyweave"
"9b205945-96a7-5d47-8383-10ee64c987bb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.11A ENSUITE","Protection and Handover","Installer Sign Off: Protection installed as per manufacturer's instructions"
"ee818f92-fa64-4f0d-9e2c-08b8f4716b67","","checklist-sectioned","not-started","5e1e2906b1620f2d49cfbb2a6b9e844948c914fdb959ea2829c0a3796b53e6e6","checklist","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR"
"8d98c98c-4702-59b4-977a-0d379c214c45","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Subfloor, Floor Preparation, Adhesive"
"c628ec1e-b222-5a8d-a702-68135da25c3f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Subfloor, Floor Preparation, Adhesive","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"437e2d81-a79e-5624-a8a0-8244e33760b6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Subfloor, Floor Preparation, Adhesive","Subfloor mechanically diamond ground"
"226fc741-033e-5c4a-8e9c-24ff05ee93ed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Subfloor, Floor Preparation, Adhesive","Floor preparation product installed in accordance with manufacturer's instructions"
"a3545884-968d-5feb-b17f-c38c1a1a1864","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Subfloor, Floor Preparation, Adhesive","Floor transitions installed as per instructions from builder"
"d99203f1-fa77-47f2-98e4-980debfa1fda","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Subfloor, Floor Preparation, Adhesive","Waterproof tested for falls, and water test completed by waterproofers"
"052faeeb-be9d-4b64-a419-2e94f876d975","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Subfloor, Floor Preparation, Adhesive","Mediseal installed to carpet areas as per plans - min 24 hours curing time observed"
"3b3a76a5-616c-5207-80dc-d92c7d231a87","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Subfloor, Floor Preparation, Adhesive","Correct adhesive used"
"f6b76b9f-2577-5963-9b48-996c57e61199","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Carpet / Vinyl"
"4eccb093-37ae-5f41-8536-fff25c16e986","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Carpet / Vinyl","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"d1ce2954-94d7-5b8f-b982-edddd97d6877","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Carpet / Vinyl","Vinyl installed as per plan"
"bd4bce1d-a410-54f7-b94c-6e261e16149c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Carpet / Vinyl","Carpet installed as per plan"
"a7ff81eb-faff-5b6a-b3f6-ffed344ef5f2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Carpet / Vinyl","Joints sealed with heat welded seams and mitres as per AS 1884-2012"
"d89a5519-fb27-5546-964b-b33365c93123","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Carpet / Vinyl","Vinyl skirt and coving used as per finishes markup - 150mm height"
"cafbb7a0-9c3a-5e69-ace2-68b07cfa89e2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Carpet / Vinyl","Installer Sign Off: Carpet / Vinyl installed as per manufacturer's instructions"
"27aef76a-e9d2-5468-8d29-ee23dc7f23c1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Carpet / Vinyl","Add-Floors Sign Off"
"48918e99-fd15-5140-88aa-1c68f004ffb8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Carpet / Vinyl","Foreman installation sign off"
"e40cdfae-1bf6-5f37-8e57-8a99676aefa2","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Wall Finish"
"f98fac65-a9af-5848-8f0a-68e2b8307cbc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Wall Finish","Wall Finish installed as per plan"
"0cec5166-0e0b-5555-8de1-6f7b4b67ff83","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Protection and Handover"
"87e3738a-df27-53c9-ada4-1176a4b8c256","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Protection and Handover","Installation complete, checked and reviewed - as per specification"
"506efc7d-719c-5b22-9f78-79386ccd2062","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Protection and Handover","Floor protected with bubbleweave floor protection or polyweave"
"2c59ee6c-cf65-59c5-bea0-7d1ece878480","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.12 CORRIDOR","Protection and Handover","Installer Sign Off: Protection installed as per manufacturer's instructions"
"59a25147-5f2a-4aa0-8f5c-6732be7bfed8","","checklist-sectioned","not-started","5e1e2906b1620f2d49cfbb2a6b9e844948c914fdb959ea2829c0a3796b53e6e6","checklist","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.13 BED"
"f1528c68-d69a-58df-8fb7-356320072190","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.13 BED","Subfloor, Floor Preparation, Adhesive"
"7432e702-8f9f-5435-ac05-20488208a087","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13 BED","Subfloor, Floor Preparation, Adhesive","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"1c8ba9a7-0e8e-53ec-a04e-15671fe5b814","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13 BED","Subfloor, Floor Preparation, Adhesive","Subfloor mechanically diamond ground"
"49a5b237-f4c2-5b5d-a95e-bdc594833def","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13 BED","Subfloor, Floor Preparation, Adhesive","Floor preparation product installed in accordance with manufacturer's instructions"
"44900c48-1bbf-5ab4-90ef-36ce7c27966d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13 BED","Subfloor, Floor Preparation, Adhesive","Floor transitions installed as per instructions from builder"
"ddf04029-67cd-41d4-9d70-1d5daa802592","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13 BED","Subfloor, Floor Preparation, Adhesive","Waterproof tested for falls, and water test completed by waterproofers"
"6091103c-7405-4e95-b8c1-277bb4d699bf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13 BED","Subfloor, Floor Preparation, Adhesive","Mediseal installed to carpet areas as per plans - min 24 hours curing time observed"
"51e1f7f4-c765-5711-b221-597c43c79044","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13 BED","Subfloor, Floor Preparation, Adhesive","Correct adhesive used"
"7fa246f7-a6a9-5d4e-99c3-efa599e87b60","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.13 BED","Carpet / Vinyl"
"ac832a07-4fb0-5f38-9b4b-86e16969f41d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13 BED","Carpet / Vinyl","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"10f77e4a-4a87-52c7-b012-d671bd67617b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13 BED","Carpet / Vinyl","Vinyl installed as per plan"
"74740f2c-a831-580d-b868-b9a901ed17d5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13 BED","Carpet / Vinyl","Carpet installed as per plan"
"4dddd9b4-7835-524d-9aff-b36ac046a26e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13 BED","Carpet / Vinyl","Joints sealed with heat welded seams and mitres as per AS 1884-2012"
"fe2dc59d-62c3-53f4-95a4-e69946fa80eb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13 BED","Carpet / Vinyl","Vinyl skirt and coving used as per finishes markup - 150mm height"
"ddf5186c-c61c-5210-8115-e0be4ef23e39","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13 BED","Carpet / Vinyl","Installer Sign Off: Carpet / Vinyl installed as per manufacturer's instructions"
"42e1ded4-6c37-57e3-83c1-e02a5219d5f1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13 BED","Carpet / Vinyl","Add-Floors Sign Off"
"8670216d-ba34-52e6-87d3-0a02a838d8eb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13 BED","Carpet / Vinyl","Foreman installation sign off"
"839f7835-eb9a-5eab-b9ae-5c9da85b955e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.13 BED","Wall Finish"
"102faec4-742a-55d3-834e-59992b5d35ab","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13 BED","Wall Finish","Wall Finish installed as per plan"
"c4f40d03-0e7d-509e-9907-0b4ce79828b5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.13 BED","Protection and Handover"
"c7fbb7f7-6ac7-5708-a95a-bd8b49598736","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13 BED","Protection and Handover","Installation complete, checked and reviewed - as per specification"
"d0c4992f-52b2-5dae-8861-a20237f090e2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13 BED","Protection and Handover","Floor protected with bubbleweave floor protection or polyweave"
"6d7820b3-8ad7-573a-b82b-a85b34c25d19","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13 BED","Protection and Handover","Installer Sign Off: Protection installed as per manufacturer's instructions"
"b482752d-6a3e-4387-82de-feb153cf056d","","checklist-sectioned","not-started","5e1e2906b1620f2d49cfbb2a6b9e844948c914fdb959ea2829c0a3796b53e6e6","checklist","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.13A ENSUITE"
"1d45d576-48f3-5c42-870f-6a0585b60d87","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING B2","B.13A ENSUITE","Subfloor, Floor Preparation, Adhesive"
"a8cf81cf-ffce-5458-aab6-ad600db4fe0e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13A ENSUITE","Subfloor, Floor Preparation, Adhesive","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"5cbe724a-201f-5f8d-99ef-827d5832c64b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13A ENSUITE","Subfloor, Floor Preparation, Adhesive","Subfloor mechanically diamond ground"
"03940c49-9c6d-5a49-ae05-adb246733f7f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13A ENSUITE","Subfloor, Floor Preparation, Adhesive","Floor preparation product installed in accordance with manufacturer's instructions"
"e2b85c0a-2ad7-5794-b670-ae70a77679a8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13A ENSUITE","Subfloor, Floor Preparation, Adhesive","Floor transitions installed as per instructions from builder"
"347f33e6-88f9-4df5-a878-dd35f65b1a8a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13A ENSUITE","Subfloor, Floor Preparation, Adhesive","Waterproof tested for falls, and water test completed by waterproofers"
"01509c63-7fd2-4907-93a5-018308a4187a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING B2","B.13A ENSUITE","Subfloor, Floor Preparation, Adhesive","Mediseal installed to carpet areas as per plans - min 24 hours curing time observed"
