"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c1f52327-f3e6-4c99-8c3a-40e9734fad46","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"98e23f3c-6e6a-4f06-bacb-39dd5d3b2fbc","","not-started","","folder","TRUE","FALSE","Site QA","Level 1"
"b6e668a5-166c-4124-8595-084dc85b9b2e","","not-started","","folder","TRUE","FALSE","Site QA","Level 1","Zone 1 - A1511"
"d68a472f-3116-4fc9-ba69-be8e1e2d037f","","not-started","","folder","TRUE","FALSE","Site QA","Level 1","Zone 1 - A1511","1028 - Sterile Store"
"ce0ea16e-151d-42ae-8679-91ed1c3234b8","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2083 - Set up room","Wall Covering"
"1102ec17-4c37-47b9-871c-e92e9eab4d08","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2089 - Store room"
"b0e6426c-1c18-4bff-9d6b-6d0ce39c5b5c","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2089 - Store room","Preparation"
"f18828cd-4998-486e-969e-fb5c6ad05dc2","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2089 - Store room","Floor Vinyl"
"c8a0c173-5894-402c-b49b-68475f83d1c1","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2089 - Store room","Wall Covering"
"c7ba4b80-d47d-4067-bf26-68de233d6416","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2084 - Scrub room"
"5c10785e-ed6b-4784-9c8d-1fd7e0210dea","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2084 - Scrub room","Preparation"
"941bf3ec-1c45-403f-a3ca-4da4275c0082","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2084 - Scrub room","Floor Vinyl"
"be507f03-05fd-40cb-abff-531282f148c9","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2084 - Scrub room","Wall Covering"
"db71bc0f-f56e-4250-b3b7-15abbf868f81","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2082 - OR 5"
"50d0c70e-888d-4dfb-aa90-15046bfb1074","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2082 - OR 5","Preparation"
"61f808e0-ec85-4230-bc52-fb26fd74de6d","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2082 - OR 5","Floor Vinyl"
"cd5fa98a-5b47-42f8-96f3-8826d0c688c6","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2082 - OR 5","Wall Covering"
"8482145c-c0fa-434c-8b9e-ec63eb7cb0f0","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2078 - Clean up"
"91a089df-09e8-4f86-a1eb-fdea199f49c0","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2078 - Clean up","Preparation"
"c0f26edb-2e91-4480-905c-ba5d25b703a4","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2078 - Clean up","Floor Vinyl"
"5159ee6d-93d9-4763-b8a3-1188d3f89ee7","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2078 - Clean up","Wall Covering"
"6968930c-d643-429d-967f-065b61b74554","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2076 - OR 4"
"e311c955-650c-4d44-a828-de38763a62cb","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2076 - OR 4","Preparation"
"d7042bec-b021-4b20-a84e-41249f854ecd","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2076 - OR 4","Floor Vinyl"
"3a42f68c-b65c-41ed-9b8b-73b32d7b784d","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2076 - OR 4","Wall Covering"
"da487901-a5d4-4ef3-8698-52f22a1e8744","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2079 - Scrub"
"fe8bc386-19e3-4316-8c0c-e7a228b410f8","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2079 - Scrub","Preparation"
"213c2ae9-cc9f-4eda-87ff-f4a0fc55cc6f","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2079 - Scrub","Floor Vinyl"
"ef23b05c-1178-484e-8e92-9322a22865c0","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2079 - Scrub","Wall Covering"
"673d4cc6-d2b9-4515-a283-13fd360bfdd0","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2075 - Heater Cooler Room"
"7f979241-52e1-4d9d-ab9f-f530a5550621","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2075 - Heater Cooler Room","Preparation"
"4af15af7-89ef-43c8-a899-168c4dde09d9","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2075 - Heater Cooler Room","Floor Vinyl"
"27e39c78-c95c-4297-b3e0-b1155f05ce99","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2075 - Heater Cooler Room","Wall Covering"
"04c0af4a-c0af-42b6-b0b4-8b2c278bfbea","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2035 - Implants & Sterile Room"
"8dc6d5b6-50b0-466d-91f8-1eb6c26ecd52","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2035 - Implants & Sterile Room","Preparation"
"6c733b2c-7b5b-420e-b0c9-2cf601cd0eca","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2035 - Implants & Sterile Room","Floor Vinyl"
"b4f881bb-f3dc-4494-8fb6-0b715671f2df","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2035 - Implants & Sterile Room","Wall Covering"
"1ec3013d-069e-4f80-905e-070ef5851c85","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2028 - Specimen"
"b0d23dbb-9e66-4c12-a8a3-202c4a7c85a6","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2028 - Specimen","Preparation"
"429726ab-bcdd-40e9-b3cf-ae15c70e9005","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2028 - Specimen","Floor Vinyl"
"9354abf9-f165-4037-96e9-771b9870ef2a","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2028 - Specimen","Wall Covering"
"5bf6c70f-d415-40b4-b999-f99b2b2c0961","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2025 - Interview"
"cf46da74-ef00-40c5-bd2c-960e5933b076","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2025 - Interview","Preparation"
"0644be66-68fd-41ed-adbc-bf29b31cdcf6","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2025 - Interview","Floor Vinyl"
"c02b07ff-b77d-4f7f-991e-05fb660aa8be","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2025 - Interview","Wall Covering"
"50348ef9-344f-45a3-a06e-16bf3126d6d1","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2034 - CNM Office"
"9ca4eac5-554f-41a5-9e3b-783f47e4c649","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2034 - CNM Office","Preparation"
"baf91f19-3e03-40e2-be50-a54ff6b989ec","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2034 - CNM Office","Floor Vinyl"
"3846844e-b6e9-44f0-9e68-0bdb6febb05b","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2034 - CNM Office","Wall Covering"
"e71d607d-c4c1-4e41-bc81-59025ab12c4f","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2029 - WC"
"00562a2d-a22a-4f47-ad77-49e901b07c3c","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2029 - WC","Preparation"
"2c449ac6-472b-41b5-975d-f278ae42aaac","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2029 - WC","Floor Vinyl"
"116edb01-deca-4639-9d68-3314f976ee97","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2029 - WC","Wall Covering"
"88ccd34b-60cc-471e-8b3e-58c6f8b9dabe","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2033 - OR HUB"
"fb9c01ab-d44f-405f-889e-a8b336caf7dd","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2033 - OR HUB","Preparation"
"f375b68b-4945-4053-bd97-7dcb98dda30c","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2033 - OR HUB","Floor Vinyl"
"21880ae9-cba8-4d4e-aa41-4428b4fb2f6a","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2033 - OR HUB","Wall Covering"
"1793bf24-ee1d-4d24-b0e2-fd2f216b6df0","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2032 - OR Write up"
"a76b95d2-083c-4a86-9a5f-8871d5816d33","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2032 - OR Write up","Preparation"
"c98cad7b-26bb-4f81-974d-97dc016fe27d","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2032 - OR Write up","Floor Vinyl"
"3bb5e990-03c2-4096-8031-ef10b62377aa","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2032 - OR Write up","Wall Covering"
"d3118332-2619-4d9c-8b7d-6974904efa53","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2031 - OR Manager"
"23577742-da77-4218-8e3e-6aa24019bd80","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2031 - OR Manager","Preparation"
"62f98be3-0697-46bc-896a-28fd78719204","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2031 - OR Manager","Floor Vinyl"
"20f6cda7-520c-4fa6-8986-33a2b31e2202","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2031 - OR Manager","Wall Covering"
"278e9bfc-1f48-41bc-b879-59a60595fd1e","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2026 - Reception"
"48728d45-03af-44ce-bbb3-125f41600b77","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2026 - Reception","Preparation"
"bdd49f56-1963-460e-b387-ae399402be5e","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2026 - Reception","Floor Vinyl"
"21f96633-2df0-49c6-8ec3-7b90f11c6b49","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2026 - Reception","Wall Covering"
"d6b1f1fd-dbf2-4b4c-a194-31fe213946f4","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523"
"a91fae4c-a9e9-4b7e-85e3-8bd94cc845f9","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2001 - Stair 1"
"ed388d2c-d5d9-4d31-86a7-6cc374f61006","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2001 - Stair 1","Preparation"
"7480531e-4557-4978-a5bd-4af7f4beed07","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2001 - Stair 1","Floor Vinyl"
"1c9a7ff0-9aad-46e5-a778-4172ec68fe07","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2001 - Stair 1","Wall Covering"
"0cf19f35-6a2b-4a14-98b8-a9845f37c57d","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2115 - Prendergast link"
"4a8f95a9-c259-46c9-b703-e0f7449ab832","","not-started","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2115 - Prendergast link","Entrance Matting"
"384f58da-c7a5-45d3-8672-fa38a886b537","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2027 - Corridor"
"c1afb58a-afbc-4789-80b9-9cf7a5275828","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2027 - Corridor","Preparation"
"bf387bfc-789c-40fc-b88f-2ac749085b60","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2027 - Corridor","Floor Vinyl"
"24491dc8-ac6b-4bd6-9f92-83cad35b9ceb","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2027 - Corridor","Wall Covering"
"343312ce-4737-4b11-a432-a267cfd2a6fd","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2112 - Staff training"
"62e513d3-3880-4d9c-b516-462c1d9f30d8","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2112 - Staff training","Preparation"
"612bd4e0-5cbc-4d7b-beee-106e8c2b85dc","","not-started","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2112 - Staff training","Carpet tiles"
"8023afef-c4fd-42f6-8c1a-aa24259bb58e","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2111 - Anaesthetic Store"
"f614d3fa-afa6-4265-b67e-3293d7d00a8c","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2111 - Anaesthetic Store","Preparation"
"0153f30f-c632-42b3-aeac-852ff00169ea","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2111 - Anaesthetic Store","Floor Vinyl"
"77d511ac-9a00-467f-b424-5a3a00ea3f7f","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2111 - Anaesthetic Store","Wall Covering"
"7e6c853b-829b-4218-97cc-b5724636d673","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2027 - Corridor"
"915f9824-96fc-4dc0-aab0-f243975a8732","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2027 - Corridor","Preparation"
"1beb72b5-145d-4ec9-9d58-adcad1770d7c","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2027 - Corridor","Floor Vinyl"
"0efa8a8c-cc02-4960-8652-9ca3c5e49869","","work-in-progress","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2027 - Corridor","Wall Covering"
"d23dc306-fdd5-4fc0-ba6a-8e7adbb94e60","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2120 - Accessible WC"
"6a39b251-5d57-4d87-9dec-e37dd5474146","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2120 - Accessible WC","Preparation"
"94b3c5d6-6da0-4e94-bfdf-4dd0f3f5fcc5","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2120 - Accessible WC","Floor Vinyl"
"87f3ddfe-d1f4-4a2a-9ad7-6f2437ab8253","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2120 - Accessible WC","Wall Covering"
"1aa13544-08c7-4023-a463-891e6a714649","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2124 - WC"
"5c61cd5e-4389-4800-b905-0137ca181372","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2124 - WC","Preparation"
"8a86ca1f-5a19-4719-9811-13029298b345","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2124 - WC","Floor Vinyl"
"a76ab248-c04a-4051-b4d3-0f48ccfe463b","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2124 - WC","Wall Covering"
"a723c310-78e0-4cc0-80ba-9c6ba2b3ba7f","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2114 - Linen"
"cadd15e2-1f37-494a-bc49-0bde88083e2d","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2114 - Linen","Preparation"
"df8ecbad-7ade-476e-ac1b-b28d9c8eeaf6","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2114 - Linen","Floor Vinyl"
"847a457e-4b74-4516-aea0-1de320c151c5","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2114 - Linen","Wall Covering"
"dcb1de93-5eff-482b-b7f7-28fdf26e55ff","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2122 - Blood Fridge"
"b9f4d95f-69e7-4a33-aaea-06ad6920e6d5","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2122 - Blood Fridge","Preparation"
"e9ca3212-4570-4f48-84a6-5664f1e892bd","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2122 - Blood Fridge","Floor Vinyl"
"0f0631ce-9ee3-4018-b6bc-9386702b0526","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2122 - Blood Fridge","Wall Covering"
"54371c16-3ef6-4664-ab33-c69d5177a6cd","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2121 - Store"
"5507595b-e537-426d-b79b-410581634146","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2121 - Store","Preparation"
"7ad31d33-5d12-4b96-b78b-915e76e6427b","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2121 - Store","Floor Vinyl"
"3687fbec-eaea-44f9-bd67-e49b6ac8a553","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2121 - Store","Wall Covering"
"7997bbb5-4274-4ed2-ba5c-b454e884d0bf","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2208 - Clean Consumables"
"fbec2815-5b7f-41a5-84d2-aed182166627","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2208 - Clean Consumables","Preparation"
"4ce80eef-2756-4066-9573-e360458887fd","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2208 - Clean Consumables","Floor Vinyl"
"75941cd5-c977-4974-ae3e-cc1d9399fcce","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2208 - Clean Consumables","Wall Covering"
"8964ab3b-4ba7-4b0e-b7f2-84aaefb100f8","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2207 - Staff Base"
"a7ef088d-4bc0-4df1-9ea7-aa66d3dccece","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2207 - Staff Base","Preparation"
"ccd6874b-142a-4f6a-8f40-76408eaf0276","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2207 - Staff Base","Floor Vinyl"
"e5dbf99f-6066-4ae6-a308-16b5710e642b","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2207 - Staff Base","Wall Covering"
"32d66a58-1dc3-4427-81ef-25f65c85111e","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2123 - Cleaner"
"544aa89e-9372-4152-8a15-2441e93ba864","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2123 - Cleaner","Preparation"
"04a349b2-0058-46e2-a5e3-2454795a42f1","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2123 - Cleaner","Floor Vinyl"
"8490c503-40a8-440f-963d-00681a0833dd","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2123 - Cleaner","Wall Covering"
"f8ccfbc6-36b2-47a3-a7e1-7237d749546e","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2202 - Dirty Utility"
"abe59fb1-5aa9-4bd9-95dd-a6a468bce4c4","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2202 - Dirty Utility","Preparation"
"a04cab98-da36-4a22-9cbc-55401fe89489","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2202 - Dirty Utility","Floor Vinyl"
"e53f7553-645f-4d78-b770-574d624e2948","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2202 - Dirty Utility","Wall Covering"
"23205220-05a1-4bfe-8d46-eea31ef7e23a","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2203 - WC"
"59e1ee18-f3ca-49fa-af49-65ff591ce163","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2203 - WC","Preparation"
"c30ae00b-d586-41ec-b2e9-51ba15c01496","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2203 - WC","Floor Vinyl"
"731816e7-961f-4f5e-961d-50834d9f3e5b","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2203 - WC","Wall Covering"
"8e6562b1-4279-4670-ab83-47391ce9d88b","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2204 - 2220 - Patient Bay"
"619a7e1c-c0e4-4dd0-9442-70928445e326","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2204 - 2220 - Patient Bay","Preparation"
"bd4cbefa-baba-4f82-aeae-69c336508f1a","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2204 - 2220 - Patient Bay","Floor Vinyl"
"0cb26d85-7a15-4801-880c-5f7910059d4d","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2204 - 2220 - Patient Bay","Wall Covering"
"24c2615b-7342-4556-84ec-4cf8da7f4fe1","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2006 - Elec"
"2dacee6e-57b2-4285-88b7-cc911a41b7d5","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2006 - Elec","Preparation"
"48d48e33-44e1-4759-bad9-795007c9c09e","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2006 - Elec","Floor Vinyl"
"467d1409-9bb9-4c5d-9b32-c8bc46fce96c","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2006 - Elec","Wall Covering"
"a60905d1-58b1-4451-82b8-665ec1fa2915","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2005 - IT"
"569a1ec9-e350-49d4-9448-db1ca1c50c2b","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2005 - IT","Preparation"
"6523705f-6327-4470-b87c-d5155e1c77dd","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2005 - IT","Floor Vinyl"
"d1e6bc09-3f7b-43d5-84f4-c6af480178a7","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2005 - IT","Wall Covering"
"90831902-eb1f-41a9-ab42-d3d08f1e2e36","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2221 - Equipment"
"4d4ac6c1-3191-414a-b341-5e8418b81aff","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2221 - Equipment","Preparation"
"40708c02-8f8c-443f-8d3c-1f85c2639006","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2221 - Equipment","Floor Vinyl"
"c46cb832-0eab-47e6-be80-82f39cffd8a8","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2221 - Equipment","Wall Covering"
